Entity,Year,GDP per capita in 1990 Int. GK$ (Maddison-Project 2013) 
United Kingdom,2009,23489.4
United Kingdom,2010,23777.2
United States,1800,1295.9
United States,1801,1319.6
United States,1802,1341.2
United States,1803,1318.6
United States,1804,1317.5
United States,1805,1345.3
United States,1806,1370
United States,1807,1383.4
United States,1808,1285.6
United States,1809,1349.4
United States,1810,1387.5
United States,1811,1415.3
United States,1812,1390.6
United States,1813,1406.1
United States,1814,1432.8
United States,1815,1426.6
United States,1816,1369
United States,1817,1368
United States,1818,1372.1
United States,1819,1369
United States,1820,1360.8
United States,1821,1382.4
United States,1822,1420.5
United States,1823,1405
United States,1824,1443.1
United States,1825,1475
United States,1826,1485.3
United States,1827,1491.5
United States,1828,1491.5
United States,1829,1442.1
United States,1830,1547.1
United States,1831,1641.8
United States,1832,1701.5
United States,1833,1761.2
United States,1834,1676.8
United States,1835,1740.6
United States,1836,1766.3
United States,1837,1710.7
United States,1838,1695.3
United States,1839,1777.6
United States,1840,1690.1
United States,1841,1655.2
United States,1842,1640.7
United States,1843,1666.5
United States,1844,1757.1
United States,1845,1784.8
United States,1846,1795.1
United States,1847,1842.5
United States,1848,1889.8
United States,1849,1841.5
United States,1850,1848.7
United States,1851,1923.8
United States,1852,2021.6
United States,1853,2159.5
United States,1854,2165.7
United States,1855,2118.3
United States,1856,2162.6
United States,1857,2115.3
United States,1858,2125.6
United States,1859,2183.2
United States,1860,2240.8
United States,1861,2194.5
United States,1862,2263.5
United States,1863,2409.6
United States,1864,2488.9
United States,1865,2360.2
United States,1866,2341.7
United States,1867,2418.9
United States,1868,2450.8
United States,1869,2515.7
United States,1870,2444.6
United States,1871,2502.8
United States,1872,2540.9
United States,1873,2604.3
United States,1874,2527.3
United States,1875,2598.6
United States,1876,2570.4
United States,1877,2595.4
United States,1878,2646
United States,1879,2909.4
United States,1880,3184
United States,1881,3215.4
United States,1882,3338
United States,1883,3338.6
United States,1884,3320.3
United States,1885,3270
United States,1886,3294.1
United States,1887,3368.3
United States,1888,3281.7
United States,1889,3413.3
United States,1890,3391.9
United States,1891,3467.3
United States,1892,3728
United States,1893,3478.4
United States,1894,3313.8
United States,1895,3644.2
United States,1896,3504.4
United States,1897,3769.5
United States,1898,3779.7
United States,1899,4051.4
United States,1900,4090.8
United States,1901,4463.9
United States,1902,4420.6
United States,1903,4550.9
United States,1904,4409.5
United States,1905,4642.2
United States,1906,5079.1
United States,1907,5064.9
United States,1908,4560.6
United States,1909,5017.5
United States,1910,4963.7
United States,1911,5045.7
United States,1912,5200.7
United States,1913,5300.7
United States,1914,4799.2
United States,1915,4864.2
United States,1916,5458.7
United States,1917,5247.7
United States,1918,5659
United States,1919,5680.4
United States,1920,5552.3
United States,1921,5322.7
United States,1922,5539.8
United States,1923,6164.2
United States,1924,6232.6
United States,1925,6282.4
United States,1926,6602.4
United States,1927,6576.5
United States,1928,6569.3
United States,1929,6898.7
United States,1930,6212.7
United States,1931,5691.4
United States,1932,4908.4
United States,1933,4776.9
United States,1934,5113.6
United States,1935,5466.8
United States,1936,6203.9
United States,1937,6430.1
United States,1938,6126.5
United States,1939,6560.8
United States,1940,7009.6
United States,1941,8205.7
United States,1942,9741.1
United States,1943,11518.2
United States,1944,12333.4
United States,1945,11708.6
United States,1946,9196.5
United States,1947,8886
United States,1948,9064.6
United States,1949,8943.7
United States,1950,9561.3
United States,1951,10116.2
United States,1952,10315.5
United States,1953,10612.6
United States,1954,10359.1
United States,1955,10896.9
United States,1956,10914.3
United States,1957,10920
United States,1958,10630.5
United States,1959,11230.2
United States,1960,11328.5
United States,1961,11401.7
United States,1962,11905
United States,1963,12242.3
United States,1964,12772.6
United States,1965,13418.7
United States,1966,14133.5
United States,1967,14330
United States,1968,14862.9
United States,1969,15179.4
United States,1970,15029.8
United States,1971,15304.3
United States,1972,15943.9
United States,1973,16689.3
United States,1974,16491.3
United States,1975,16283.6
United States,1976,16975.1
United States,1977,17566.5
United States,1978,18373
United States,1979,18789.4
United States,1980,18577.4
United States,1981,18855.6
United States,1982,18325.1
United States,1983,18920.2
United States,1984,20122.7
United States,1985,20717.3
United States,1986,21236.1
United States,1987,21787.7
United States,1988,22499.4
United States,1989,23059.3
United States,1990,23200.6
United States,1991,22832.8
United States,1992,23285
United States,1993,23640.1
United States,1994,24312.8
United States,1995,24637.3
United States,1996,25263.1
United States,1997,26074.2
United States,1998,26893.5
United States,1999,27869.8
United States,2000,28701.9
United States,2001,28726.1
United States,2002,28976.9
United States,2003,29458.9
United States,2004,30199.8
United States,2005,30841.6
United States,2006,31357.5
United States,2007,31654.9
United States,2008,31251.3
United States,2009,29898.6
United States,2010,30491.3
Venezuela,1950,7462
Venezuela,1951,7663.2
Venezuela,1952,7991.8
Venezuela,1953,7956.5
Venezuela,1954,8417.4
Venezuela,1955,8749.9
Venezuela,1956,9123.7
Venezuela,1957,10057.8
Venezuela,1958,9816.3
Venezuela,1959,9997.4
Venezuela,1960,9645.9
Venezuela,1961,9001.6
Venezuela,1962,9057.9
Venezuela,1963,9134.4
Venezuela,1964,9562.1
Venezuela,1965,9841.5
Venezuela,1966,9677.2
Venezuela,1967,9921.6
Venezuela,1968,10249.3
Venezuela,1969,10262.4
Venezuela,1970,10671.8
Venezuela,1971,10446.3
Venezuela,1972,10245.4
Venezuela,1973,10625
Venezuela,1974,10507.5
Venezuela,1975,10471.6
Venezuela,1976,10929.4
Venezuela,1977,11250.9
Venezuela,1978,11164.3
Venezuela,1979,10919.6
Venezuela,1980,10139.2
Venezuela,1981,9841.1
Venezuela,1982,9356.1
Venezuela,1983,8745.4
Venezuela,1984,8623
Venezuela,1985,8521.4
Venezuela,1986,8724.5
Venezuela,1987,8804.9
Venezuela,1988,9080.1
Venezuela,1989,8094
Venezuela,1990,8312.9
Venezuela,1991,8907.2
Venezuela,1992,9234.5
Venezuela,1993,9060.6
Venezuela,1994,8665.7
Venezuela,1995,8831.3
Venezuela,1996,8648.6
Venezuela,1997,9034.6
Venezuela,1998,8906
Venezuela,1999,8237.7
Venezuela,2000,8409
Venezuela,2001,8566.4
Venezuela,2002,7695.5
Venezuela,2003,6996.4
Venezuela,2004,8156.5
Venezuela,2005,8868.3
Venezuela,2006,9602.3
Venezuela,2007,10289.5
Venezuela,2008,10672.1
Venezuela,2009,10176.2
Venezuela,2010,9874.4
Zambia,1960,959.8
Zambia,1961,938
Zambia,1962,905.1
Zambia,1963,901.9
Zambia,1964,996.3
Zambia,1965,1147.4
Zambia,1966,1056.2
Zambia,1967,1107.1
Zambia,1968,1092.2
Zambia,1969,1056.3
Zambia,1970,1073.1
Zambia,1971,1042.1
Zambia,1972,1104.9
Zambia,1973,1061.9
Zambia,1974,1114.4
Zambia,1975,1040.7
Zambia,1976,1070.9
Zambia,1977,989.8
Zambia,1978,967.2
Zambia,1979,910.4
Zambia,1980,910.6
Zambia,1981,936
Zambia,1982,877.3
Zambia,1983,827.9
Zambia,1984,796.5
Zambia,1985,783.6
Zambia,1986,761.6
Zambia,1987,754.9
Zambia,1988,777.1
Zambia,1989,761.7
Zambia,1990,806.2
Zambia,1991,778.9
Zambia,1992,773.4
Zambia,1993,752.4
Zambia,1994,635.6
Zambia,1995,602.1
Zambia,1996,627.7
Zambia,1997,630.4
Zambia,1998,601.7
Zambia,1999,598.3
Zambia,2000,601.6
Zambia,2001,612.6
Zambia,2002,616.5
Zambia,2003,632.5
Zambia,2004,650.5
Zambia,2005,668.2
Zambia,2006,691.2
Zambia,2007,714.3
Zambia,2008,734.2
Zambia,2009,760.3
Zambia,2010,795.4
