Entity,Year,Total population (Gapminder)
South Sudan,1995,6166715
South Sudan,1996,6327927
South Sudan,1997,6492553
South Sudan,1998,6659415
South Sudan,1999,6827051
South Sudan,2000,6994624
South Sudan,2001,7161267
South Sudan,2002,7327782
South Sudan,2003,7497047
South Sudan,2004,7673043
South Sudan,2005,7858543
South Sudan,2006,8054628
South Sudan,2007,8260226
South Sudan,2008,8473315
South Sudan,2009,8940854
South Sudan,2010,9415421
South Sudan,2011,9897118
South Sudan,2012,10386101
South Sudan,2013,10881979
Spain,1700,8770000
Spain,1800,11549294
Spain,1820,12203000
Spain,1821,12284000
Spain,1822,12366000
Spain,1823,12449000
Spain,1824,12532000
Spain,1825,12615000
Spain,1826,12699000
Spain,1827,12784000
Spain,1828,12869000
Spain,1829,12955000
Spain,1830,13041000
Spain,1831,13128000
Spain,1832,13216000
Spain,1833,13304000
Spain,1834,13392000
Spain,1835,13482000
Spain,1836,13571000
Spain,1837,13662000
Spain,1838,13753000
Spain,1839,13845000
Spain,1840,13937000
Spain,1841,14030000
Spain,1842,14123000
Spain,1843,14217000
Spain,1844,14312000
Spain,1845,14407000
Spain,1846,14503000
Spain,1847,14600000
Spain,1848,14697000
Spain,1849,14795000
Spain,1850,14894000
Spain,1851,14974000
Spain,1852,15055000
Spain,1853,15136000
Spain,1854,15217000
Spain,1855,15299000
Spain,1856,15381000
Spain,1857,15455000
Spain,1858,15526000
Spain,1859,15584000
Spain,1860,15642000
Spain,1861,15699000
Spain,1862,15754000
Spain,1863,15809000
Spain,1864,15864000
Spain,1865,15920000
Spain,1866,15976000
Spain,1867,16032000
Spain,1868,16088000
Spain,1869,16144000
Spain,1870,16201000
Spain,1871,16258000
Spain,1872,16315000
Spain,1873,16372000
Spain,1874,16429000
Spain,1875,16487000
Spain,1876,16545000
Spain,1877,16603000
Spain,1878,16677000
Spain,1879,16768000
Spain,1880,16859000
Spain,1881,16951000
Spain,1882,17043000
Spain,1883,17136000
Spain,1884,17230000
Spain,1885,17323000
Spain,1886,17418000
Spain,1887,17513000
Spain,1888,17600000
Spain,1889,17678000
Spain,1890,17757000
Spain,1891,17836000
Spain,1892,17916000
Spain,1893,17996000
Spain,1894,18076000
Spain,1895,18157000
Spain,1896,18238000
Spain,1897,18320000
Spain,1898,18402000
Spain,1899,18484000
Spain,1900,18566000
Spain,1901,18659000
Spain,1902,18788000
Spain,1903,18919000
Spain,1904,19050000
Spain,1905,19133000
Spain,1906,19316000
Spain,1907,19450000
Spain,1908,19585000
Spain,1909,19721000
Spain,1910,19858000
Spain,1911,19994000
Spain,1912,20128000
Spain,1913,20263000
Spain,1914,20398000
Spain,1915,20535000
Spain,1916,20673000
Spain,1917,20811000
Spain,1918,20950000
Spain,1919,21091000
Spain,1920,21232000
Spain,1921,21411000
Spain,1922,21628000
Spain,1923,21847000
Spain,1924,22069000
Spain,1925,22292000
Spain,1926,22518000
Spain,1927,22747000
Spain,1928,22977000
Spain,1929,23210000
Spain,1930,23445000
Spain,1931,23675000
Spain,1932,23897000
Spain,1933,24122000
Spain,1934,24349000
Spain,1935,24579000
Spain,1936,24810000
Spain,1937,25043000
Spain,1938,25279000
Spain,1939,25517000
Spain,1940,25757000
Spain,1941,25979000
Spain,1942,26182000
Spain,1943,26387000
Spain,1944,26594000
Spain,1945,26802000
Spain,1946,27012000
Spain,1947,27223000
Spain,1948,27437000
Spain,1949,27651000
Spain,1950,28069737
Spain,1951,28236442
Spain,1952,28427994
Spain,1953,28637153
Spain,1954,28858741
Spain,1955,29089637
Spain,1956,29328890
Spain,1957,29577608
Spain,1958,29838623
Spain,1959,30115936
Spain,1960,30413044
Spain,1961,30731163
Spain,1962,31067664
Spain,1963,31415410
Spain,1964,31764645
Spain,1965,32108561
Spain,1966,32443113
Spain,1967,32770565
Spain,1968,33098047
Spain,1969,33436107
Spain,1970,33791761
Spain,1971,34165661
Spain,1972,34553119
Spain,1973,34949102
Spain,1974,35346395
Spain,1975,35738587
Spain,1976,36124485
Spain,1977,36501995
Spain,1978,36862658
Spain,1979,37196233
Spain,1980,37495321
Spain,1981,37757496
Spain,1982,37984198
Spain,1983,38177151
Spain,1984,38339878
Spain,1985,38476148
Spain,1986,38586351
Spain,1987,38673057
Spain,1988,38745231
Spain,1989,38814280
Spain,1990,38889158
Spain,1991,38979222
Spain,1992,39086335
Spain,1993,39203352
Spain,1994,39318577
Spain,1995,39426834
Spain,1996,39519508
Spain,1997,39608652
Spain,1998,39734033
Spain,1999,39948910
Spain,2000,40288457
Spain,2001,40767010
Spain,2002,41364726
Spain,2003,42039800
Spain,2004,42732092
Spain,2005,43395441
Spain,2006,44017887
Spain,2007,44604384
Spain,2008,45146258
Spain,2009,45638113
Spain,2010,46076989
Spain,2011,46454895
Spain,2012,46771596
Spain,2013,47042602
Sri Lanka,1800,1213000
Sri Lanka,1820,1213000
Sri Lanka,1850,2217000
Sri Lanka,1870,2786000
Sri Lanka,1871,2820000
Sri Lanka,1872,2842000
Sri Lanka,1873,2863000
Sri Lanka,1874,2885000
Sri Lanka,1875,2908000
Sri Lanka,1876,2930000
Sri Lanka,1877,2952000
Sri Lanka,1878,2975000
Sri Lanka,1879,2998000
Sri Lanka,1880,3021000
Sri Lanka,1881,3044000
Sri Lanka,1882,3073000
Sri Lanka,1883,3107000
Sri Lanka,1884,3144000
Sri Lanka,1885,3170000
Sri Lanka,1886,3194000
Sri Lanka,1887,3221000
Sri Lanka,1888,3261000
Sri Lanka,1889,3311000
Sri Lanka,1890,3343000
Sri Lanka,1891,3404000
Sri Lanka,1892,3470000
Sri Lanka,1893,3524000
Sri Lanka,1894,3584000
Sri Lanka,1895,3626000
Sri Lanka,1896,3693000
Sri Lanka,1897,3752000
Sri Lanka,1898,3820000
Sri Lanka,1899,3874000
Sri Lanka,1900,3912000
Sri Lanka,1901,4031000
Sri Lanka,1902,4071000
Sri Lanka,1903,4156000
Sri Lanka,1904,4233000
Sri Lanka,1905,4383000
Sri Lanka,1906,4458000
Sri Lanka,1907,4467000
Sri Lanka,1908,4520000
Sri Lanka,1909,4585000
Sri Lanka,1910,4668000
Sri Lanka,1911,4757000
Sri Lanka,1912,4784000
Sri Lanka,1913,4811000
Sri Lanka,1914,4838000
Sri Lanka,1915,4905000
Sri Lanka,1916,4971000
Sri Lanka,1917,5040000
Sri Lanka,1918,5109000
Sri Lanka,1919,5179000
Sri Lanka,1920,5250000
Sri Lanka,1921,5304000
Sri Lanka,1922,5367000
Sri Lanka,1923,5426000
Sri Lanka,1924,5452000
Sri Lanka,1925,5505000
Sri Lanka,1926,5545000
Sri Lanka,1927,5591000
Sri Lanka,1928,5730000
Sri Lanka,1929,5669000
Sri Lanka,1930,5707000
Sri Lanka,1931,5748000
Sri Lanka,1932,5788000
Sri Lanka,1933,5825000
Sri Lanka,1934,5872000
Sri Lanka,1935,5897000
Sri Lanka,1936,5943000
Sri Lanka,1937,5989000
Sri Lanka,1938,6045000
Sri Lanka,1939,6095000
Sri Lanka,1940,6134000
Sri Lanka,1941,6169000
Sri Lanka,1942,6191000
Sri Lanka,1943,6296000
Sri Lanka,1944,6442000
Sri Lanka,1945,6650000
Sri Lanka,1946,6854000
Sri Lanka,1947,7037000
Sri Lanka,1948,7244000
Sri Lanka,1949,7455000
Sri Lanka,1950,8240623
Sri Lanka,1951,8362125
Sri Lanka,1952,8495641
Sri Lanka,1953,8642543
Sri Lanka,1954,8803521
Sri Lanka,1955,8978595
Sri Lanka,1956,9167067
Sri Lanka,1957,9367565
Sri Lanka,1958,9578146
Sri Lanka,1959,9796484
Sri Lanka,1960,10020405
Sri Lanka,1961,10248471
Sri Lanka,1962,10480484
Sri Lanka,1963,10717705
Sri Lanka,1964,10962237
Sri Lanka,1965,11215216
Sri Lanka,1966,11477133
Sri Lanka,1967,11746217
Sri Lanka,1968,12018646
Sri Lanka,1969,12289319
Sri Lanka,1970,12554583
Sri Lanka,1971,12812407
Sri Lanka,1972,13063663
Sri Lanka,1973,13311145
Sri Lanka,1974,13559172
Sri Lanka,1975,13810647
Sri Lanka,1976,14066703
Sri Lanka,1977,14325640
Sri Lanka,1978,14584167
Sri Lanka,1979,14837618
Sri Lanka,1980,15082771
Sri Lanka,1981,15317817
Sri Lanka,1982,15544043
Sri Lanka,1983,15765034
Sri Lanka,1984,15986020
Sri Lanka,1985,16210466
Sri Lanka,1986,16439169
Sri Lanka,1987,16669911
Sri Lanka,1988,16899425
Sri Lanka,1989,17123045
Sri Lanka,1990,17337048
Sri Lanka,1991,17542866
Sri Lanka,1992,17740936
Sri Lanka,1993,17925624
Sri Lanka,1994,18089720
Sri Lanka,1995,18229498
Sri Lanka,1996,18340596
Sri Lanka,1997,18428257
Sri Lanka,1998,18510095
Sri Lanka,1999,18610110
Sri Lanka,2000,18745084
Sri Lanka,2001,18921794
Sri Lanka,2002,19134096
Sri Lanka,2003,19369853
Sri Lanka,2004,19610604
Sri Lanka,2005,19842536
Sri Lanka,2006,20062070
Sri Lanka,2007,20272269
Sri Lanka,2008,20473799
Sri Lanka,2009,20669142
Sri Lanka,2010,20859949
Sri Lanka,2011,21045394
Sri Lanka,2012,21223550
Sri Lanka,2013,21393876
Sudan,1700,3499784
Sudan,1800,3994154
Sudan,1820,4101110
Sudan,1950,7309769
Sudan,1951,7462786
Sudan,1952,7627408
Sudan,1953,7801653
Sudan,1954,7983886
Sudan,1955,8172814
Sudan,1956,8367493
Sudan,1957,8567322
Sudan,1958,8772025
Sudan,1959,8981616
Sudan,1960,9196306
Sudan,1961,9416392
Sudan,1962,9642172
Sudan,1963,9873906
Sudan,1964,10111923
Sudan,1965,10356949
Sudan,1966,10608998
Sudan,1967,10869525
Sudan,1968,11142482
Sudan,1969,11432923
Sudan,1970,11744590
Sudan,1971,12079205
Sudan,1972,12436311
Sudan,1973,12814718
Sudan,1974,13212203
Sudan,1975,13627096
Sudan,1976,14057092
Sudan,1977,14502283
Sudan,1978,14965920
Sudan,1979,15452659
Sudan,1980,15964476
Sudan,1981,16505106
Sudan,1982,17069788
Sudan,1983,17641875
Sudan,1984,18198981
Sudan,1985,18726053
Sudan,1986,19215610
Sudan,1987,19674861
Sudan,1988,20121591
Sudan,1989,20581590
Sudan,1990,21073606
Sudan,1991,21603126
Sudan,1992,22164751
Sudan,1993,22753100
Sudan,1994,23358732
Sudan,1995,23974432
Sudan,1996,24601180
Sudan,1997,25241197
Sudan,1998,25889911
Sudan,1999,26541630
Sudan,2000,27193105
Sudan,2001,27840967
Sudan,2002,28488328
Sudan,2003,29146386
Sudan,2004,29830604
Sudan,2005,30551777
Sudan,2006,31314098
Sudan,2007,32113409
Sudan,2008,32941836
Sudan,2009,33537455
Sudan,2010,34136520
Sudan,2011,34735288
Sudan,2012,35335982
Sudan,2013,35940905
Suriname,1800,80721
Suriname,1820,80721
Suriname,1950,214999
Suriname,1951,222649
Suriname,1952,229598
Suriname,1953,236273
Suriname,1954,243001
Suriname,1955,250004
Suriname,1956,257399
Suriname,1957,265202
Suriname,1958,273335
Suriname,1959,281654
Suriname,1960,290000
Suriname,1961,298272
Suriname,1962,306474
Suriname,1963,314747
Suriname,1964,323298
Suriname,1965,332197
Suriname,1966,341643
Suriname,1967,351379
Suriname,1968,360486
Suriname,1969,367733
Suriname,1970,372297
Suriname,1971,373795
Suriname,1972,372648
Suriname,1973,369834
Suriname,1974,366767
Suriname,1975,364497
Suriname,1976,363386
Suriname,1977,363227
Suriname,1978,363818
Suriname,1979,364751
Suriname,1980,365749
Suriname,1981,366770
Suriname,1982,368027
Suriname,1983,369782
Suriname,1984,372398
Suriname,1985,376102
Suriname,1986,381012
Suriname,1987,386974
Suriname,1988,393605
Suriname,1989,400375
Suriname,1990,406890
Suriname,1991,413011
Suriname,1992,418828
Suriname,1993,424455
Suriname,1994,430102
Suriname,1995,435920
Suriname,1996,441896
Suriname,1997,447957
Suriname,1998,454124
Suriname,1999,460419
Suriname,2000,466846
Suriname,2001,473431
Suriname,2002,480132
Suriname,2003,486800
Suriname,2004,493236
Suriname,2005,499294
Suriname,2006,504913
Suriname,2007,510136
Suriname,2008,515066
Suriname,2009,519861
Suriname,2010,524636
Suriname,2011,529419
Suriname,2012,534175
Suriname,2013,538882
Swaziland,1800,86000
Swaziland,1904,86000
Swaziland,1911,109000
Swaziland,1921,113000
Swaziland,1936,157000
Swaziland,1946,188000
Swaziland,1950,273000
Swaziland,1951,278951
Swaziland,1952,285333
Swaziland,1953,292178
Swaziland,1954,299488
Swaziland,1955,307229
Swaziland,1956,315335
Swaziland,1957,323710
Swaziland,1958,332228
Swaziland,1959,340755
Swaziland,1960,349181
Swaziland,1961,357459
Swaziland,1962,365645
Swaziland,1963,373904
Swaziland,1964,382477
Swaziland,1965,391553
Swaziland,1966,401184
Swaziland,1967,411365
Swaziland,1968,422152
Swaziland,1969,433598
Swaziland,1970,445735
Swaziland,1971,458611
Swaziland,1972,472236
Swaziland,1973,486560
Swaziland,1974,501509
Swaziland,1975,517024
Swaziland,1976,533202
Swaziland,1977,550089
Swaziland,1978,567534
Swaziland,1979,585327
Swaziland,1980,603385
Swaziland,1981,621346
Swaziland,1982,639383
Swaziland,1983,658564
Swaziland,1984,680341
Swaziland,1985,705602
Swaziland,1986,734925
Swaziland,1987,767579
Swaziland,1988,801540
Swaziland,1989,833994
Swaziland,1990,862947
Swaziland,1991,887467
Swaziland,1992,908158
Swaziland,1993,926420
Swaziland,1994,944404
Swaziland,1995,963591
Swaziland,1996,984632
Swaziland,1997,1006824
Swaziland,1998,1028708
Swaziland,1999,1048174
Swaziland,2000,1063832
Swaziland,2001,1075083
Swaziland,2002,1082777
Swaziland,2003,1088724
Swaziland,2004,1095487
Swaziland,2005,1104909
Swaziland,2006,1117604
Swaziland,2007,1133007
Swaziland,2008,1150344
Swaziland,2009,1168345
Swaziland,2010,1186056
Swaziland,2011,1203330
Swaziland,2012,1220408
Swaziland,2013,1237166
Sweden,1700,1373360
Sweden,1730,1626584
Sweden,1750,1772701
Sweden,1785,2146105
Sweden,1786,2150159
Sweden,1787,2156211
Sweden,1788,2163632
Sweden,1789,2167483
Sweden,1790,2164198
Sweden,1791,2164879
Sweden,1792,2182254
Sweden,1793,2211134
Sweden,1794,2240510
Sweden,1795,2265246
Sweden,1796,2284012
Sweden,1797,2303340
Sweden,1798,2325125
Sweden,1799,2344926
Sweden,1800,2354189
Sweden,1801,2354278
Sweden,1802,2360724
Sweden,1803,2376420
Sweden,1804,2393815
Sweden,1805,2410798
Sweden,1806,2424756
Sweden,1807,2431799
Sweden,1808,2431251
Sweden,1809,2415344
Sweden,1810,2391775
Sweden,1811,2385095
Sweden,1812,2396460
Sweden,1813,2408567
Sweden,1814,2420311
Sweden,1815,2439229
Sweden,1816,2467151
Sweden,1817,2496869
Sweden,1818,2522986
Sweden,1819,2545315
Sweden,1820,2564747
Sweden,1821,2586359
Sweden,1822,2613960
Sweden,1823,2648844
Sweden,1824,2688620
Sweden,1825,2729589
Sweden,1826,2769921
Sweden,1827,2803627
Sweden,1828,2828241
Sweden,1829,2847753
Sweden,1830,2866518
Sweden,1831,2886418
Sweden,1832,2904134
Sweden,1833,2927418
Sweden,1834,2957254
Sweden,1835,2988723
Sweden,1836,3024423
Sweden,1837,3056255
Sweden,1838,3076178
Sweden,1839,3091190
Sweden,1840,3111082
Sweden,1841,3140275
Sweden,1842,3174111
Sweden,1843,3207040
Sweden,1844,3239777
Sweden,1845,3276770
Sweden,1846,3313870
Sweden,1847,3341981
Sweden,1848,3366610
Sweden,1849,3399840
Sweden,1850,3440865
Sweden,1851,3480885
Sweden,1852,3514057
Sweden,1853,3539622
Sweden,1854,3567989
Sweden,1855,3605026
Sweden,1856,3640807
Sweden,1857,3668420
Sweden,1858,3695129
Sweden,1859,3735679
Sweden,1860,3792612
Sweden,1861,3860352
Sweden,1862,3902859
Sweden,1863,3937168
Sweden,1864,3981274
Sweden,1865,4021874
Sweden,1866,4063091
Sweden,1867,4102752
Sweden,1868,4134190
Sweden,1869,4144735
Sweden,1870,4152290
Sweden,1871,4169168
Sweden,1872,4212270
Sweden,1873,4258229
Sweden,1874,4303869
Sweden,1875,4336656
Sweden,1876,4371031
Sweden,1877,4407165
Sweden,1878,4448775
Sweden,1879,4487273
Sweden,1880,4533382
Sweden,1881,4566228
Sweden,1882,4586024
Sweden,1883,4607725
Sweden,1884,4628033
Sweden,1885,4652070
Sweden,1886,4672452
Sweden,1887,4699790
Sweden,1888,4728406
Sweden,1889,4753181
Sweden,1890,4772451
Sweden,1891,4785018
Sweden,1892,4822451
Sweden,1893,4848633
Sweden,1894,4881871
Sweden,1895,4916134
Sweden,1896,4958726
Sweden,1897,4997923
Sweden,1898,5036464
Sweden,1899,5078929
Sweden,1900,5104594
Sweden,1901,5136472
Sweden,1902,5174926
Sweden,1903,5214302
Sweden,1904,5251133
Sweden,1905,5287311
Sweden,1906,5321478
Sweden,1907,5362779
Sweden,1908,5402275
Sweden,1909,5441214
Sweden,1910,5486389
Sweden,1911,5522704
Sweden,1912,5573033
Sweden,1913,5620456
Sweden,1914,5667753
Sweden,1915,5712642
Sweden,1916,5745769
Sweden,1917,5783402
Sweden,1918,5820509
Sweden,1919,5827488
Sweden,1920,5851973
Sweden,1921,5904600
Sweden,1922,5949945
Sweden,1923,5981646
Sweden,1924,6017675
Sweden,1925,6045717
Sweden,1926,6072116
Sweden,1927,6093767
Sweden,1928,6105474
Sweden,1929,6120967
Sweden,1930,6130024
Sweden,1931,6142264
Sweden,1932,6162895
Sweden,1933,6187929
Sweden,1934,6210013
Sweden,1935,6231741
Sweden,1936,6250627
Sweden,1937,6269433
Sweden,1938,6289126
Sweden,1939,6315081
Sweden,1940,6344185
Sweden,1941,6371448
Sweden,1942,6407455
Sweden,1943,6466005
Sweden,1944,6533699
Sweden,1945,6604495
Sweden,1946,6673928
Sweden,1947,6754885
Sweden,1948,6829159
Sweden,1949,6907264
Sweden,1950,7014001
Sweden,1951,7076003
Sweden,1952,7129070
Sweden,1953,7176203
Sweden,1954,7219871
Sweden,1955,7261994
Sweden,1956,7303942
Sweden,1957,7346541
Sweden,1958,7390134
Sweden,1959,7434674
Sweden,1960,7480001
Sweden,1961,7526139
Sweden,1962,7573556
Sweden,1963,7623278
Sweden,1964,7676568
Sweden,1965,7734003
Sweden,1966,7796427
Sweden,1967,7862718
Sweden,1968,7929066
Sweden,1969,7990318
Sweden,1970,8042839
Sweden,1971,8084965
Sweden,1972,8117863
Sweden,1973,8144217
Sweden,1974,8168135
Sweden,1975,8192569
Sweden,1976,8218933
Sweden,1977,8246302
Sweden,1978,8272581
Sweden,1979,8294604
Sweden,1980,8310467
Sweden,1981,8319266
Sweden,1982,8322909
Sweden,1983,8325682
Sweden,1984,8333446
Sweden,1985,8350392
Sweden,1986,8377422
Sweden,1987,8413155
Sweden,1988,8456561
Sweden,1989,8505752
Sweden,1990,8558829
Sweden,1991,8616729
Sweden,1992,8678657
Sweden,1993,8738894
Sweden,1994,8789976
Sweden,1995,8826949
Sweden,1996,8847421
Sweden,1997,8853934
Sweden,1998,8852650
Sweden,1999,8852487
Sweden,2000,8860153
Sweden,2001,8877022
Sweden,2002,8901831
Sweden,2003,8935392
Sweden,2004,8977965
Sweden,2005,9029345
Sweden,2006,9090707
Sweden,2007,9161374
Sweden,2008,9236872
Sweden,2009,9311110
Sweden,2010,9379687
Sweden,2011,9440747
Sweden,2012,9495392
Sweden,2013,9545823
Switzerland,1700,1200000
Switzerland,1800,1826051
Switzerland,1820,1986000
Switzerland,1821,1998000
Switzerland,1822,2008000
Switzerland,1823,2020000
Switzerland,1824,2031000
Switzerland,1825,2042000
Switzerland,1826,2054000
Switzerland,1827,2065000
Switzerland,1828,2077000
Switzerland,1829,2088000
Switzerland,1830,2100000
Switzerland,1831,2112000
Switzerland,1832,2123000
Switzerland,1833,2135000
Switzerland,1834,2147000
Switzerland,1835,2159000
Switzerland,1836,2171000
Switzerland,1837,2183000
Switzerland,1838,2195000
Switzerland,1839,2208000
Switzerland,1840,2220000
Switzerland,1841,2235000
Switzerland,1842,2251000
Switzerland,1843,2266000
Switzerland,1844,2282000
Switzerland,1845,2298000
Switzerland,1846,2314000
Switzerland,1847,2330000
Switzerland,1848,2346000
Switzerland,1849,2363000
Switzerland,1850,2379000
Switzerland,1851,2399000
Switzerland,1852,2406000
Switzerland,1853,2412000
Switzerland,1854,2427000
Switzerland,1855,2442000
Switzerland,1856,2457000
Switzerland,1857,2471000
Switzerland,1858,2484000
Switzerland,1859,2497000
Switzerland,1860,2510000
Switzerland,1861,2524000
Switzerland,1862,2538000
Switzerland,1863,2552000
Switzerland,1864,2566000
Switzerland,1865,2579000
Switzerland,1866,2593000
Switzerland,1867,2607000
Switzerland,1868,2623000
Switzerland,1869,2639000
Switzerland,1870,2655000
Switzerland,1871,2680000
Switzerland,1872,2697000
Switzerland,1873,2715000
Switzerland,1874,2733000
Switzerland,1875,2750000
Switzerland,1876,2768000
Switzerland,1877,2786000
Switzerland,1878,2803000
Switzerland,1879,2821000
Switzerland,1880,2839000
Switzerland,1881,2853000
Switzerland,1882,2863000
Switzerland,1883,2874000
Switzerland,1884,2885000
Switzerland,1885,2896000
Switzerland,1886,2907000
Switzerland,1887,2918000
Switzerland,1888,2929000
Switzerland,1889,2940000
Switzerland,1890,2951000
Switzerland,1891,2965000
Switzerland,1892,3002000
Switzerland,1893,3040000
Switzerland,1894,3077000
Switzerland,1895,3114000
Switzerland,1896,3151000
Switzerland,1897,3188000
Switzerland,1898,3226000
Switzerland,1899,3263000
Switzerland,1900,3300000
Switzerland,1901,3341000
Switzerland,1902,3384000
Switzerland,1903,3428000
Switzerland,1904,3472000
Switzerland,1905,3461000
Switzerland,1906,3560000
Switzerland,1907,3604000
Switzerland,1908,3647000
Switzerland,1909,3691000
Switzerland,1910,3735000
Switzerland,1911,3776000
Switzerland,1912,3819000
Switzerland,1913,3864000
Switzerland,1914,3897000
Switzerland,1915,3883000
Switzerland,1916,3883000
Switzerland,1917,3888000
Switzerland,1918,3880000
Switzerland,1919,3869000
Switzerland,1920,3877000
Switzerland,1921,3876000
Switzerland,1922,3874000
Switzerland,1923,3883000
Switzerland,1924,3896000
Switzerland,1925,3910000
Switzerland,1926,3932000
Switzerland,1927,3956000
Switzerland,1928,3988000
Switzerland,1929,4022000
Switzerland,1930,4051000
Switzerland,1931,4080000
Switzerland,1932,4102000
Switzerland,1933,4122000
Switzerland,1934,4140000
Switzerland,1935,4155000
Switzerland,1936,4168000
Switzerland,1937,4180000
Switzerland,1938,4192000
Switzerland,1939,4206000
Switzerland,1940,4226000
Switzerland,1941,4254000
Switzerland,1942,4286000
Switzerland,1943,4323000
Switzerland,1944,4364000
Switzerland,1945,4412000
Switzerland,1946,4467000
Switzerland,1947,4524000
Switzerland,1948,4582000
Switzerland,1949,4640000
Switzerland,1950,4668088
Switzerland,1951,4726281
Switzerland,1952,4788955
Switzerland,1953,4851983
Switzerland,1954,4912879
Switzerland,1955,4970798
Switzerland,1956,5026644
Switzerland,1957,5082961
Switzerland,1958,5143629
Switzerland,1959,5213340
Switzerland,1960,5296052
Switzerland,1961,5393334
Switzerland,1962,5502915
Switzerland,1963,5618068
Switzerland,1964,5729362
Switzerland,1965,5829839
Switzerland,1966,5916770
Switzerland,1967,5991515
Switzerland,1968,6056165
Switzerland,1969,6114502
Switzerland,1970,6169124
Switzerland,1971,6221393
Switzerland,1972,6269871
Switzerland,1973,6311231
Switzerland,1974,6340818
Switzerland,1975,6355947
Switzerland,1976,6355012
Switzerland,1977,6340979
Switzerland,1978,6321339
Switzerland,1979,6306326
Switzerland,1980,6303346
Switzerland,1981,6315530
Switzerland,1982,6341096
Switzerland,1983,6376512
Switzerland,1984,6415987
Switzerland,1985,6455375
Switzerland,1986,6493102
Switzerland,1987,6530777
Switzerland,1988,6571061
Switzerland,1989,6617925
Switzerland,1990,6673738
Switzerland,1991,6740104
Switzerland,1992,6814701
Switzerland,1993,6891266
Switzerland,1994,6961228
Switzerland,1995,7018702
Switzerland,1996,7060963
Switzerland,1997,7090483
Switzerland,1998,7112948
Switzerland,1999,7136740
Switzerland,2000,7167908
Switzerland,2001,7207987
Switzerland,2002,7254975
Switzerland,2003,7307078
Switzerland,2004,7361231
Switzerland,2005,7415007
Switzerland,2006,7468350
Switzerland,2007,7521613
Switzerland,2008,7573204
Switzerland,2009,7621211
Switzerland,2010,7664318
Switzerland,2011,7701690
Switzerland,2012,7733709
Switzerland,2013,7761820
Syria,1800,1337000
Syria,1820,1337000
Syria,1870,1582000
Syria,1913,1994000
Syria,1950,3413330
Syria,1951,3496671
Syria,1952,3587333
Syria,1953,3685409
Syria,1954,3790891
Syria,1955,3903672
Syria,1956,4023540
Syria,1957,4150185
Syria,1958,4283219
Syria,1959,4422215
Syria,1960,4566822
Syria,1961,4716875
Syria,1962,4872506
Syria,1963,5034188
Syria,1964,5202606
Syria,1965,5378287
Syria,1966,5561371
Syria,1967,5751807
Syria,1968,5949690
Syria,1969,6155081
Syria,1970,6368017
Syria,1971,6588936
Syria,1972,6817940
Syria,1973,7054361
Syria,1974,7297254
Syria,1975,7546139
Syria,1976,7800152
Syria,1977,8059995
Syria,1978,8328592
Syria,1979,8609920
Syria,1980,8906543
Syria,1981,9219690
Syria,1982,9547693
Syria,1983,9886629
Syria,1984,10230958
Syria,1985,10576592
Syria,1986,10921760
Syria,1987,11267240
Syria,1988,11614542
Syria,1989,11966274
Syria,1990,12324116
Syria,1991,12690183
Syria,1992,13063423
Syria,1993,13438799
Syria,1994,13809349
Syria,1995,14171130
Syria,1996,14518843
Syria,1997,14856464
Syria,1998,15200324
Syria,1999,15572833
Syria,2000,15988534
Syria,2001,16454926
Syria,2002,16962918
Syria,2003,17490104
Syria,2004,18004797
Syria,2005,18484122
Syria,2006,18920727
Syria,2007,19321300
Syria,2008,19694259
Syria,2009,20053743
Syria,2010,20410606
Syria,2011,20766037
Syria,2012,21117690
Syria,2013,21468962
Taiwan,1800,2000000
Taiwan,1820,2000000
Taiwan,1850,2200000
Taiwan,1870,2345000
Taiwan,1890,2500000
Taiwan,1900,2864000
Taiwan,1901,2903000
Taiwan,1902,2942000
Taiwan,1903,2982000
Taiwan,1904,3022000
Taiwan,1905,3085000
Taiwan,1906,3140000
Taiwan,1907,3172000
Taiwan,1908,3200000
Taiwan,1909,3232000
Taiwan,1910,3275000
Taiwan,1911,3334000
Taiwan,1912,3402000
Taiwan,1913,3469000
Taiwan,1914,3528000
Taiwan,1915,3562000
Taiwan,1916,3583000
Taiwan,1917,3621000
Taiwan,1918,3658000
Taiwan,1919,3692000
Taiwan,1920,3736000
Taiwan,1921,3797000
Taiwan,1922,3870000
Taiwan,1923,3940000
Taiwan,1924,4009000
Taiwan,1925,4095000
Taiwan,1926,4195000
Taiwan,1927,4289000
Taiwan,1928,4388000
Taiwan,1929,4493000
Taiwan,1930,4614000
Taiwan,1931,4742000
Taiwan,1932,4867000
Taiwan,1933,4995000
Taiwan,1934,5128000
Taiwan,1935,5255000
Taiwan,1936,5384000
Taiwan,1937,5530000
Taiwan,1938,5678000
Taiwan,1939,5821000
Taiwan,1940,5987000
Taiwan,1941,6163000
Taiwan,1942,6339000
Taiwan,1943,6507000
Taiwan,1944,6520000
Taiwan,1945,6533000
Taiwan,1946,6546000
Taiwan,1947,6346000
Taiwan,1948,6697000
Taiwan,1949,7280000
Taiwan,1950,7981000
Taiwan,1951,8251000
Taiwan,1952,8550000
Taiwan,1953,8850000
Taiwan,1954,9160000
Taiwan,1955,9486000
Taiwan,1956,9825000
Taiwan,1957,10164000
Taiwan,1958,10500000
Taiwan,1959,10853000
Taiwan,1960,11209000
Taiwan,1961,11563000
Taiwan,1962,11919000
Taiwan,1963,12277000
