Entity,Year,Share of services in total exports (WDI)
Saint Vincent and the Grenadines,1984,26.27235
Saint Vincent and the Grenadines,1985,23.30097
Saint Vincent and the Grenadines,1986,28.82775
Saint Vincent and the Grenadines,1987,40.31550
Saint Vincent and the Grenadines,1988,29.79534
Saint Vincent and the Grenadines,1989,33.01911
Saint Vincent and the Grenadines,1990,34.38612
Saint Vincent and the Grenadines,1991,40.52535
Saint Vincent and the Grenadines,1992,42.72100
Saint Vincent and the Grenadines,1993,52.19157
Saint Vincent and the Grenadines,1994,56.47497
Saint Vincent and the Grenadines,1995,54.55929
Saint Vincent and the Grenadines,1996,64.78384
Saint Vincent and the Grenadines,1997,68.12473
Saint Vincent and the Grenadines,1998,68.17797
Saint Vincent and the Grenadines,1999,72.00042
Saint Vincent and the Grenadines,2000,71.15726
Saint Vincent and the Grenadines,2001,75.70809
Saint Vincent and the Grenadines,2002,76.88135
Saint Vincent and the Grenadines,2003,76.80772
Saint Vincent and the Grenadines,2004,78.70438
Saint Vincent and the Grenadines,2005,78.77398
Saint Vincent and the Grenadines,2006,80.58524
Saint Vincent and the Grenadines,2007,75.80464
Saint Vincent and the Grenadines,2008,72.79159
Saint Vincent and the Grenadines,2009,72.25677
Saint Vincent and the Grenadines,2010,75.43593
Saint Vincent and the Grenadines,2011,76.24567
Saint Vincent and the Grenadines,2012,74.61871
Saint Vincent and the Grenadines,2013,72.50077
Samoa,1977,14.09496
Samoa,1978,28.65672
Samoa,1979,16.68521
Samoa,1980,32.86684
Samoa,1981,40.94280
Samoa,1982,37.97710
Samoa,1983,34.04716
Samoa,1984,31.74825
Samoa,1985,39.05724
Samoa,1986,55.93697
Samoa,1987,58.26509
Samoa,1988,64.04855
Samoa,1989,70.59889
Samoa,1990,80.07388
Samoa,1991,82.60334
Samoa,1992,86.29117
Samoa,1993,84.76217
Samoa,1994,92.43555
Samoa,1995,86.40868
Samoa,1996,86.59505
Samoa,1997,81.68077
Samoa,1998,75.40997
Samoa,1999,71.78534
Samoa,2004,88.85572
Samoa,2005,91.53291
Samoa,2006,93.05962
Samoa,2007,92.36004
Samoa,2008,93.75141
Samoa,2009,93.34673
Samoa,2010,88.13216
Samoa,2011,88.03737
Samoa,2012,86.50565
Samoa,2013,89.59595
Samoa,2014,87.76585
Samoa,2015,84.33629
Sao Tome and Principe,1974,2.89391
Sao Tome and Principe,1975,7.98313
Sao Tome and Principe,1976,5.84688
Sao Tome and Principe,1977,2.08427
Sao Tome and Principe,1978,4.85736
Sao Tome and Principe,1979,9.20437
Sao Tome and Principe,1980,14.94021
Sao Tome and Principe,1981,24.33616
Sao Tome and Principe,1982,18.43891
Sao Tome and Principe,1983,15.39352
Sao Tome and Principe,1984,13.90972
Sao Tome and Principe,1985,23.20994
Sao Tome and Principe,1986,27.05545
Sao Tome and Principe,1987,20.25716
Sao Tome and Principe,1988,13.98492
Sao Tome and Principe,1989,47.71253
Sao Tome and Principe,1990,46.44670
Sao Tome and Principe,1997,57.25913
Sao Tome and Principe,1998,58.06514
Sao Tome and Principe,1999,76.18368
Sao Tome and Principe,2000,83.46383
Sao Tome and Principe,2001,70.30925
Sao Tome and Principe,2002,58.18081
Sao Tome and Principe,2003,58.39156
Sao Tome and Principe,2004,63.90273
Sao Tome and Principe,2005,57.40894
Sao Tome and Principe,2006,52.15051
Sao Tome and Principe,2007,49.59193
Sao Tome and Principe,2008,55.27311
Sao Tome and Principe,2009,53.06056
Sao Tome and Principe,2010,55.03092
Sao Tome and Principe,2011,62.70061
Sao Tome and Principe,2012,54.18621
Sao Tome and Principe,2013,73.73911
Sao Tome and Principe,2014,80.24343
Sao Tome and Principe,2015,87.44679
Sao Tome and Principe,2016,86.51683
Saudi Arabia,1971,5.37802
Saudi Arabia,1972,5.07901
Saudi Arabia,1973,4.41915
Saudi Arabia,1974,2.04684
Saudi Arabia,1975,2.92895
Saudi Arabia,1976,2.87165
Saudi Arabia,1977,3.31396
Saudi Arabia,1978,4.15383
Saudi Arabia,1979,6.49056
Saudi Arabia,1980,4.86232
Saudi Arabia,1981,5.87845
Saudi Arabia,1982,5.79565
Saudi Arabia,1983,8.29909
Saudi Arabia,1984,9.87125
Saudi Arabia,1985,11.47381
Saudi Arabia,1986,11.43365
Saudi Arabia,1987,9.78193
Saudi Arabia,1988,8.60032
Saudi Arabia,1989,8.12446
Saudi Arabia,1990,6.38789
Saudi Arabia,1991,5.73581
Saudi Arabia,1992,6.44886
Saudi Arabia,1993,7.18733
Saudi Arabia,1994,7.28142
Saudi Arabia,1995,6.50232
Saudi Arabia,1996,4.36565
Saudi Arabia,1997,6.54973
Saudi Arabia,1998,10.85960
Saudi Arabia,1999,9.58329
Saudi Arabia,2000,5.80958
Saudi Arabia,2001,6.86175
Saudi Arabia,2002,6.66777
Saudi Arabia,2003,5.77302
Saudi Arabia,2004,4.43818
Saudi Arabia,2005,5.93891
Saudi Arabia,2006,6.29761
Saudi Arabia,2007,6.56898
Saudi Arabia,2008,2.90320
Saudi Arabia,2009,4.82506
Saudi Arabia,2010,4.08221
Saudi Arabia,2011,3.05370
Saudi Arabia,2012,2.76648
Saudi Arabia,2013,3.05475
Saudi Arabia,2014,3.52598
Saudi Arabia,2015,6.63906
Saudi Arabia,2016,8.04792
Senegal,1974,21.21884
Senegal,1975,21.15541
Senegal,1976,22.91504
Senegal,1977,19.86960
Senegal,1978,35.60880
Senegal,1979,36.58565
Senegal,1980,41.72923
Senegal,1981,38.61560
Senegal,1982,36.15652
Senegal,1983,32.27512
Senegal,1984,29.78967
Senegal,1985,33.51604
Senegal,1986,32.50456
Senegal,1987,33.94348
Senegal,1988,35.82284
Senegal,1989,33.09251
Senegal,1990,35.43526
Senegal,1991,34.58491
Senegal,1992,35.87073
Senegal,1993,35.96857
Senegal,1994,33.49280
Senegal,1995,34.03449
Senegal,1996,27.76371
Senegal,1997,29.18712
Senegal,1998,30.53377
Senegal,1999,28.83710
Senegal,2000,29.49282
Senegal,2001,28.43062
Senegal,2002,29.84773
Senegal,2003,31.12938
Senegal,2004,30.34352
Senegal,2005,32.35081
Senegal,2006,33.36308
Senegal,2007,41.49024
Senegal,2008,36.79471
Senegal,2009,32.67626
Senegal,2010,32.62964
Senegal,2011,30.80276
Senegal,2012,30.78296
Senegal,2013,31.58334
Senegal,2014,30.69576
Serbia,2007,28.34336
Serbia,2008,28.53775
Serbia,2009,31.07838
Serbia,2010,27.94655
Serbia,2011,27.14110
Serbia,2012,26.95920
Serbia,2013,24.55917
Serbia,2014,26.29179
Serbia,2015,27.34088
Seychelles,1976,91.75183
Seychelles,1977,90.90237
Seychelles,1978,90.58608
Seychelles,1979,93.07357
Seychelles,1980,94.16733
Seychelles,1981,95.02535
Seychelles,1982,95.29422
Seychelles,1983,93.89502
Seychelles,1984,95.02698
Seychelles,1985,96.02568
Seychelles,1986,96.54327
Seychelles,1987,94.71337
Seychelles,1988,90.49828
Seychelles,1989,80.83825
Seychelles,1990,75.10273
Seychelles,1991,77.31891
Seychelles,1992,80.21101
Seychelles,1993,83.87037
Seychelles,1994,82.53130
Seychelles,1995,83.97496
Seychelles,1996,71.13777
Seychelles,1997,69.34009
Seychelles,1998,66.97244
Seychelles,1999,65.68543
Seychelles,2000,59.70569
Seychelles,2001,57.74592
Seychelles,2002,57.10338
Seychelles,2003,53.69568
Seychelles,2004,52.14877
Seychelles,2005,51.35245
Seychelles,2006,50.70324
Seychelles,2007,53.43348
Seychelles,2008,51.48827
Seychelles,2009,49.18787
Seychelles,2010,52.39552
Seychelles,2011,49.39858
Seychelles,2012,54.64577
Seychelles,2013,56.78104
Seychelles,2014,60.74633
Seychelles,2015,65.35448
Sierra Leone,1977,6.66306
Sierra Leone,1978,8.36347
Sierra Leone,1979,12.85547
Sierra Leone,1980,17.73859
Sierra Leone,1981,18.30926
Sierra Leone,1982,17.09448
Sierra Leone,1983,18.84817
Sierra Leone,1984,19.86239
Sierra Leone,1985,15.00860
Sierra Leone,1986,13.64025
Sierra Leone,1987,22.35324
Sierra Leone,1988,31.03340
Sierra Leone,1989,20.13050
Sierra Leone,1990,29.16352
Sierra Leone,1991,31.14533
Sierra Leone,1992,23.82836
Sierra Leone,1993,33.09654
Sierra Leone,1994,46.34481
Sierra Leone,1995,67.67989
Sierra Leone,1996,57.33256
Sierra Leone,1997,66.97929
Sierra Leone,1998,37.58271
Sierra Leone,1999,78.03232
Sierra Leone,2000,76.75361
Sierra Leone,2001,64.06408
Sierra Leone,2002,39.04840
Sierra Leone,2003,37.35476
Sierra Leone,2004,29.60687
Sierra Leone,2005,29.85351
Sierra Leone,2006,13.23012
Sierra Leone,2007,13.11992
Sierra Leone,2008,17.84185
Sierra Leone,2009,27.32945
Sierra Leone,2010,13.60013
Sierra Leone,2011,29.11960
Sierra Leone,2012,14.44262
Sierra Leone,2013,12.58814
Sierra Leone,2014,13.76480
Singapore,1972,30.69059
Singapore,1973,27.68237
Singapore,1974,24.64261
Singapore,1975,30.59383
Singapore,1976,26.21067
Singapore,1977,23.93253
Singapore,1978,23.60028
Singapore,1979,20.14897
Singapore,1980,19.99423
Singapore,1981,25.40764
Singapore,1982,27.88930
Singapore,1983,26.35232
Singapore,1984,20.34474
Singapore,1985,16.81777
Singapore,1986,17.44865
Singapore,1987,16.60772
Singapore,1988,15.66945
Singapore,1989,17.44692
Singapore,1990,18.98196
Singapore,1991,18.39274
Singapore,1992,19.57373
Singapore,1993,19.28067
Singapore,1994,19.05044
Singapore,1995,16.30453
Singapore,1996,15.98029
Singapore,1997,15.47737
Singapore,1998,15.85790
Singapore,1999,15.76435
Singapore,2000,14.32400
Singapore,2001,15.82608
Singapore,2002,16.38159
Singapore,2003,15.68483
Singapore,2004,16.36843
Singapore,2005,16.10637
Singapore,2006,17.41200
Singapore,2007,19.19991
Singapore,2008,20.17760
Singapore,2009,22.13100
Singapore,2010,21.35168
Singapore,2011,21.28712
Singapore,2012,22.33665
Singapore,2013,23.78198
Singapore,2014,25.73586
Singapore,2015,28.13485
Singapore,2016,29.27143
Sint Maarten (Dutch part),2011,87.65176
Sint Maarten (Dutch part),2012,88.84726
Sint Maarten (Dutch part),2013,86.61772
Sint Maarten (Dutch part),2014,89.41090
Sint Maarten (Dutch part),2015,89.72486
Slovakia,1993,26.22897
Slovakia,1994,25.21733
Slovakia,1995,21.68288
Slovakia,1996,18.96890
Slovakia,1997,18.35502
Slovakia,1998,17.61438
Slovakia,1999,15.69614
Slovakia,2000,15.85133
Slovakia,2001,18.02571
Slovakia,2002,37.83316
Slovakia,2003,37.57925
Slovakia,2004,14.80283
Slovakia,2005,14.20179
Slovakia,2006,12.88944
Slovakia,2007,12.05757
Slovakia,2008,11.74420
Slovakia,2009,10.98077
Slovakia,2010,9.42545
Slovakia,2011,8.73041
Slovakia,2012,9.13407
Slovakia,2013,10.03769
Slovakia,2014,9.90717
Slovakia,2015,9.94518
Slovakia,2016,10.00964
Slovenia,1992,20.20561
Slovenia,1993,25.62230
Slovenia,1994,25.98807
Slovenia,1995,24.03350
Slovenia,1996,25.03636
Slovenia,1997,23.48517
Slovenia,1998,21.85796
Slovenia,1999,21.19659
Slovenia,2000,17.73991
Slovenia,2001,17.43599
Slovenia,2002,18.17846
Slovenia,2003,17.84367
Slovenia,2004,17.77370
Slovenia,2005,18.03126
Slovenia,2006,16.67799
Slovenia,2007,16.52361
Slovenia,2008,20.12133
Slovenia,2009,21.31827
Slovenia,2010,19.96745
Slovenia,2011,18.91604
Slovenia,2012,19.34160
Slovenia,2013,19.68853
Slovenia,2014,19.48170
Slovenia,2015,20.03342
Slovenia,2016,20.69994
Solomon Islands,1975,13.86861
Solomon Islands,1976,11.16072
Solomon Islands,1977,9.20245
Solomon Islands,1978,13.06818
Solomon Islands,1979,7.77605
Solomon Islands,1980,13.75886
Solomon Islands,1981,16.40058
Solomon Islands,1982,19.02718
Solomon Islands,1983,19.63883
Solomon Islands,1984,9.25784
Solomon Islands,1985,11.68067
Solomon Islands,1986,20.68474
Solomon Islands,1987,24.96444
Solomon Islands,1988,21.16451
Solomon Islands,1989,26.19561
Solomon Islands,1990,26.55344
Solomon Islands,1991,27.47358
Solomon Islands,1992,26.15270
Solomon Islands,1993,24.74849
Solomon Islands,1994,26.00032
Solomon Islands,1995,19.89938
Solomon Islands,1996,24.75506
Solomon Islands,1997,31.02017
Solomon Islands,1998,27.96878
Solomon Islands,1999,25.50065
Solomon Islands,2000,42.98189
Solomon Islands,2001,56.31252
Solomon Islands,2002,32.28501
Solomon Islands,2003,27.48957
Solomon Islands,2004,26.45004
Solomon Islands,2005,28.33715
Solomon Islands,2006,29.88719
Solomon Islands,2007,24.78710
Solomon Islands,2008,19.10460
Solomon Islands,2009,26.41258
Solomon Islands,2010,29.05265
Solomon Islands,2011,21.87386
Solomon Islands,2012,19.24909
Solomon Islands,2013,21.91800
Solomon Islands,2014,19.82511
Solomon Islands,2015,20.00757
South Africa,1960,11.19450
South Africa,1961,11.01796
South Africa,1962,10.75630
South Africa,1963,11.21495
South Africa,1964,10.87064
South Africa,1965,11.24460
South Africa,1966,12.10220
South Africa,1967,12.61373
South Africa,1968,12.47208
South Africa,1969,13.13021
South Africa,1970,15.05916
South Africa,1971,16.25689
South Africa,1972,14.15295
South Africa,1973,13.71293
South Africa,1974,12.49511
South Africa,1975,14.37487
South Africa,1976,13.01858
South Africa,1977,11.91120
South Africa,1978,11.42902
South Africa,1979,10.29005
South Africa,1980,8.73022
South Africa,1981,11.05951
South Africa,1982,11.59557
South Africa,1983,10.94003
South Africa,1984,11.04317
South Africa,1985,9.79916
South Africa,1986,9.65629
South Africa,1987,9.05297
South Africa,1988,9.06866
South Africa,1989,11.39183
South Africa,1990,12.64337
South Africa,1991,12.21397
South Africa,1992,12.02208
South Africa,1993,11.18817
South Africa,1994,12.50165
South Africa,1995,13.42558
South Africa,1996,14.27988
South Africa,1997,14.75471
South Africa,1998,15.59762
South Africa,1999,15.43946
South Africa,2000,13.63848
South Africa,2001,13.49322
South Africa,2002,13.85559
South Africa,2003,18.28339
South Africa,2004,17.45344
South Africa,2005,17.37219
South Africa,2006,16.48530
South Africa,2007,15.86594
South Africa,2008,13.58712
South Africa,2009,15.76070
South Africa,2010,14.90969
South Africa,2011,13.67305
South Africa,2012,14.96857
South Africa,2013,14.86338
South Africa,2014,15.37452
South Africa,2015,15.56825
South Africa,2016,15.99636
South Asia,1975,15.68362
South Asia,1976,16.73161
South Asia,1977,17.61248
South Asia,1978,19.73775
South Asia,1979,21.25007
South Asia,1980,24.42115
South Asia,1981,23.43894
South Asia,1982,24.45789
South Asia,1983,24.39596
South Asia,1984,23.21996
South Asia,1985,24.91630
South Asia,1986,23.32225
South Asia,1987,21.84073
South Asia,1988,21.10568
South Asia,1989,20.90966
South Asia,1990,20.84410
South Asia,1991,21.54651
South Asia,1992,20.28806
South Asia,1993,19.54055
South Asia,1994,20.29143
South Asia,1995,18.98381
South Asia,1996,18.79264
South Asia,1997,20.08203
South Asia,1998,23.06066
South Asia,1999,25.30693
South Asia,2000,24.33907
South Asia,2001,24.94411
South Asia,2002,25.58519
South Asia,2003,26.22008
South Asia,2004,29.73582
South Asia,2005,30.76742
South Asia,2006,32.67352
South Asia,2007,33.42007
South Asia,2008,32.44273
South Asia,2009,33.25392
South Asia,2010,32.05887
South Asia,2011,29.42643
South Asia,2012,31.18437
South Asia,2013,30.18005
South Asia,2014,30.91738
South Asia,2015,34.23584
South Asia (IDA & IBRD),1975,15.68362
South Asia (IDA & IBRD),1976,16.73161
South Asia (IDA & IBRD),1977,17.61248
South Asia (IDA & IBRD),1978,19.73775
South Asia (IDA & IBRD),1979,21.25007
South Asia (IDA & IBRD),1980,24.42115
South Asia (IDA & IBRD),1981,23.43894
South Asia (IDA & IBRD),1982,24.45789
South Asia (IDA & IBRD),1983,24.39596
South Asia (IDA & IBRD),1984,23.21996
South Asia (IDA & IBRD),1985,24.91630
South Asia (IDA & IBRD),1986,23.32225
South Asia (IDA & IBRD),1987,21.84073
South Asia (IDA & IBRD),1988,21.10568
South Asia (IDA & IBRD),1989,20.90966
South Asia (IDA & IBRD),1990,20.84410
South Asia (IDA & IBRD),1991,21.54651
South Asia (IDA & IBRD),1992,20.28806
South Asia (IDA & IBRD),1993,19.54055
South Asia (IDA & IBRD),1994,20.29143
South Asia (IDA & IBRD),1995,18.98381
South Asia (IDA & IBRD),1996,18.79264
South Asia (IDA & IBRD),1997,20.08203
South Asia (IDA & IBRD),1998,23.06066
South Asia (IDA & IBRD),1999,25.30693
South Asia (IDA & IBRD),2000,24.33907
South Asia (IDA & IBRD),2001,24.94411
South Asia (IDA & IBRD),2002,25.58519
South Asia (IDA & IBRD),2003,26.22008
South Asia (IDA & IBRD),2004,29.73582
South Asia (IDA & IBRD),2005,30.76742
South Asia (IDA & IBRD),2006,32.67352
South Asia (IDA & IBRD),2007,33.42007
South Asia (IDA & IBRD),2008,32.44273
South Asia (IDA & IBRD),2009,33.25392
South Asia (IDA & IBRD),2010,32.05887
South Asia (IDA & IBRD),2011,29.42643
South Asia (IDA & IBRD),2012,31.18437
South Asia (IDA & IBRD),2013,30.18005
South Asia (IDA & IBRD),2014,30.91738
South Asia (IDA & IBRD),2015,34.23584
South Korea,1976,16.34729
South Korea,1977,21.69914
South Korea,1978,24.20394
South Korea,1979,22.99838
South Korea,1980,25.07896
South Korea,1981,25.44223
South Korea,1982,30.06747
South Korea,1983,26.53247
South Korea,1984,23.72902
South Korea,1985,22.26177
South Korea,1986,17.03896
South Korea,1987,16.37640
South Korea,1988,14.24219
South Korea,1989,14.57098
South Korea,1990,15.30408
South Korea,1991,14.27594
South Korea,1992,13.84036
South Korea,1993,14.87803
South Korea,1994,16.44219
South Korea,1995,17.00681
South Korea,1996,16.75832
South Korea,1997,17.64068
South Korea,1998,17.74676
South Korea,1999,17.23121
South Korea,2000,16.15655
South Korea,2001,17.42008
South Korea,2002,16.20592
South Korea,2003,15.55453
South Korea,2004,15.07902
South Korea,2005,15.09901
South Korea,2006,14.80979
South Korea,2007,15.76679
South Korea,2008,17.42246
South Korea,2009,16.66130
South Korea,2010,15.22042
South Korea,2011,13.40709
South Korea,2012,14.64312
South Korea,2013,14.37035
South Korea,2014,15.46019
South Korea,2015,15.25583
South Korea,2016,15.35354
South Sudan,2014,0.94515
Spain,1975,40.99611
Spain,1976,36.15608
Spain,1977,36.72162
Spain,1978,37.78982
Spain,1979,35.90907
Spain,1980,36.07127
Spain,1981,35.07527
Spain,1982,35.15556
Spain,1983,36.23005
Spain,1984,34.95081
Spain,1985,34.68433
Spain,1986,39.89062
Spain,1987,39.06174
Spain,1988,37.97490
Spain,1989,35.99038
Spain,1990,33.41960
Spain,1991,32.65237
Spain,1992,33.71351
Spain,1993,32.92944
Spain,1994,31.37361
Spain,1995,30.18432
Spain,1996,29.92310
Spain,1997,28.70763
Spain,1998,30.41783
Spain,1999,31.43457
Spain,2000,31.02183
Spain,2001,32.07875
Spain,2002,32.18847
Spain,2003,31.91544
Spain,2004,31.21369
Spain,2005,32.25957
Spain,2006,32.83929
Spain,2007,31.46755
Spain,2008,31.77289
Spain,2009,33.02638
Spain,2010,30.84963
Spain,2011,30.35214
Spain,2012,29.77799
Spain,2013,28.79301
Spain,2014,29.59634
Spain,2015,29.88845
Spain,2016,31.18228
Sri Lanka,1975,11.63053
Sri Lanka,1976,11.47264
Sri Lanka,1977,10.93706
Sri Lanka,1978,10.98596
Sri Lanka,1979,13.48562
Sri Lanka,1980,17.87688
Sri Lanka,1981,20.82261
Sri Lanka,1982,22.27641
Sri Lanka,1983,21.91748
Sri Lanka,1984,15.89371
Sri Lanka,1985,15.71696
Sri Lanka,1986,20.16550
Sri Lanka,1987,19.05728
Sri Lanka,1988,18.67446
Sri Lanka,1989,18.67399
Sri Lanka,1990,19.17544
Sri Lanka,1991,21.43623
Sri Lanka,1992,21.25935
Sri Lanka,1993,18.54822
Sri Lanka,1994,19.02611
Sri Lanka,1995,17.74270
Sri Lanka,1996,15.74861
Sri Lanka,1997,15.87451
Sri Lanka,1998,16.01167
Sri Lanka,1999,17.34224
Sri Lanka,2000,14.71734
Sri Lanka,2001,21.96007
Sri Lanka,2002,21.25364
Sri Lanka,2003,21.55721
Sri Lanka,2004,20.95873
Sri Lanka,2005,19.52780
Sri Lanka,2006,19.09971
Sri Lanka,2007,18.85310
Sri Lanka,2008,19.80026
Sri Lanka,2009,21.08077
Sri Lanka,2010,22.28998
Sri Lanka,2011,22.60461
Sri Lanka,2012,27.99521
Sri Lanka,2013,31.06955
Sri Lanka,2014,33.49237
Sri Lanka,2015,37.84652
Sub-Saharan Africa,1976,100.00000
Sub-Saharan Africa,1977,10.33930
Sub-Saharan Africa,1978,12.49761
Sub-Saharan Africa,1979,10.88688
Sub-Saharan Africa,1980,9.62833
Sub-Saharan Africa,1981,12.02654
Sub-Saharan Africa,1982,12.73092
Sub-Saharan Africa,1983,12.16162
Sub-Saharan Africa,1984,11.57929
Sub-Saharan Africa,1985,11.63655
Sub-Saharan Africa,1986,13.43583
Sub-Saharan Africa,1987,12.31463
Sub-Saharan Africa,1988,13.02817
Sub-Saharan Africa,1989,14.45495
Sub-Saharan Africa,1990,14.36021
Sub-Saharan Africa,1991,14.44643
Sub-Saharan Africa,1992,15.08392
Sub-Saharan Africa,1993,15.72973
Sub-Saharan Africa,1994,15.39745
Sub-Saharan Africa,1995,15.77387
Sub-Saharan Africa,1996,15.16090
Sub-Saharan Africa,1997,15.92481
Sub-Saharan Africa,1998,19.02313
Sub-Saharan Africa,1999,18.34728
Sub-Saharan Africa,2000,15.18642
Sub-Saharan Africa,2001,16.38276
Sub-Saharan Africa,2002,17.36104
Sub-Saharan Africa,2003,18.00427
Sub-Saharan Africa,2004,16.50119
Sub-Saharan Africa,2005,13.56382
Sub-Saharan Africa,2006,13.88616
Sub-Saharan Africa,2007,12.97253
Sub-Saharan Africa,2008,11.40463
Sub-Saharan Africa,2009,13.78311
Sub-Saharan Africa,2010,12.32921
Sub-Saharan Africa,2011,11.77494
Sub-Saharan Africa,2012,12.62953
Sub-Saharan Africa,2013,12.57664
Sub-Saharan Africa,2014,13.57061
Sub-Saharan Africa,2015,18.61194
Sub-Saharan Africa (IDA & IBRD),1976,100.00000
Sub-Saharan Africa (IDA & IBRD),1977,10.33930
Sub-Saharan Africa (IDA & IBRD),1978,12.49761
Sub-Saharan Africa (IDA & IBRD),1979,10.88688
Sub-Saharan Africa (IDA & IBRD),1980,9.62833
Sub-Saharan Africa (IDA & IBRD),1981,12.02654
Sub-Saharan Africa (IDA & IBRD),1982,12.73092
Sub-Saharan Africa (IDA & IBRD),1983,12.16162
Sub-Saharan Africa (IDA & IBRD),1984,11.57929
Sub-Saharan Africa (IDA & IBRD),1985,11.63655
Sub-Saharan Africa (IDA & IBRD),1986,13.43583
Sub-Saharan Africa (IDA & IBRD),1987,12.31463
Sub-Saharan Africa (IDA & IBRD),1988,13.02817
Sub-Saharan Africa (IDA & IBRD),1989,14.45495
Sub-Saharan Africa (IDA & IBRD),1990,14.36021
Sub-Saharan Africa (IDA & IBRD),1991,14.44643
Sub-Saharan Africa (IDA & IBRD),1992,15.08392
Sub-Saharan Africa (IDA & IBRD),1993,15.72973
Sub-Saharan Africa (IDA & IBRD),1994,15.39745
Sub-Saharan Africa (IDA & IBRD),1995,15.77387
Sub-Saharan Africa (IDA & IBRD),1996,15.16090
Sub-Saharan Africa (IDA & IBRD),1997,15.92481
Sub-Saharan Africa (IDA & IBRD),1998,19.02313
Sub-Saharan Africa (IDA & IBRD),1999,18.34728
Sub-Saharan Africa (IDA & IBRD),2000,15.18642
Sub-Saharan Africa (IDA & IBRD),2001,16.38276
Sub-Saharan Africa (IDA & IBRD),2002,17.36104
Sub-Saharan Africa (IDA & IBRD),2003,18.00427
Sub-Saharan Africa (IDA & IBRD),2004,16.50119
Sub-Saharan Africa (IDA & IBRD),2005,13.56382
Sub-Saharan Africa (IDA & IBRD),2006,13.88616
Sub-Saharan Africa (IDA & IBRD),2007,12.97253
Sub-Saharan Africa (IDA & IBRD),2008,11.40463
Sub-Saharan Africa (IDA & IBRD),2009,13.78311
Sub-Saharan Africa (IDA & IBRD),2010,12.32921
Sub-Saharan Africa (IDA & IBRD),2011,11.77494
Sub-Saharan Africa (IDA & IBRD),2012,12.62953
Sub-Saharan Africa (IDA & IBRD),2013,12.57664
Sub-Saharan Africa (IDA & IBRD),2014,13.57061
Sub-Saharan Africa (IDA & IBRD),2015,18.61194
Sub-Saharan Africa (excluding high income),1976,100.00000
Sub-Saharan Africa (excluding high income),1977,10.23107
Sub-Saharan Africa (excluding high income),1978,12.36314
Sub-Saharan Africa (excluding high income),1979,10.75564
Sub-Saharan Africa (excluding high income),1980,9.52456
Sub-Saharan Africa (excluding high income),1981,11.90584
Sub-Saharan Africa (excluding high income),1982,12.60203
Sub-Saharan Africa (excluding high income),1983,12.02915
Sub-Saharan Africa (excluding high income),1984,11.41496
Sub-Saharan Africa (excluding high income),1985,11.44045
Sub-Saharan Africa (excluding high income),1986,13.19401
Sub-Saharan Africa (excluding high income),1987,12.08359
Sub-Saharan Africa (excluding high income),1988,12.77761
Sub-Saharan Africa (excluding high income),1989,14.25195
Sub-Saharan Africa (excluding high income),1990,14.15863
Sub-Saharan Africa (excluding high income),1991,14.23884
Sub-Saharan Africa (excluding high income),1992,14.84986
Sub-Saharan Africa (excluding high income),1993,15.41593
Sub-Saharan Africa (excluding high income),1994,15.10407
Sub-Saharan Africa (excluding high income),1995,15.49103
Sub-Saharan Africa (excluding high income),1996,14.95488
Sub-Saharan Africa (excluding high income),1997,15.70796
Sub-Saharan Africa (excluding high income),1998,18.80158
Sub-Saharan Africa (excluding high income),1999,18.11385
Sub-Saharan Africa (excluding high income),2000,14.97330
Sub-Saharan Africa (excluding high income),2001,16.16526
Sub-Saharan Africa (excluding high income),2002,17.14382
Sub-Saharan Africa (excluding high income),2003,17.83514
Sub-Saharan Africa (excluding high income),2004,16.36797
Sub-Saharan Africa (excluding high income),2005,13.43858
Sub-Saharan Africa (excluding high income),2006,13.76162
Sub-Saharan Africa (excluding high income),2007,12.85816
Sub-Saharan Africa (excluding high income),2008,11.30644
Sub-Saharan Africa (excluding high income),2009,13.67682
Sub-Saharan Africa (excluding high income),2010,12.23703
Sub-Saharan Africa (excluding high income),2011,11.69543
Sub-Saharan Africa (excluding high income),2012,12.51149
Sub-Saharan Africa (excluding high income),2013,12.42903
Sub-Saharan Africa (excluding high income),2014,13.41174
Sub-Saharan Africa (excluding high income),2015,18.42233
Sudan,1977,15.51764
Sudan,1978,22.38913
Sudan,1979,28.29744
Sudan,1980,29.78203
Sudan,1981,34.92899
Sudan,1982,54.06118
Sudan,1983,34.36426
Sudan,1984,33.24429
Sudan,1985,45.72033
Sudan,1986,40.29382
Sudan,1987,41.06614
Sudan,1988,27.46867
Sudan,1989,33.37096
Sudan,1990,34.56914
Sudan,1991,20.28986
Sudan,1992,42.15234
Sudan,1993,18.47219
Sudan,1994,12.69789
Sudan,1995,18.39941
Sudan,1996,7.55589
Sudan,1997,5.03436
Sudan,1998,2.58381
Sudan,1999,9.46965
Sudan,2000,1.49392
Sudan,2001,0.85216
Sudan,2002,6.35042
Sudan,2003,1.41469
Sudan,2004,1.15467
Sudan,2005,2.95745
Sudan,2006,4.61891
Sudan,2007,5.43591
Sudan,2008,3.45379
Sudan,2009,3.77610
Sudan,2010,2.07910
Sudan,2011,7.55243
Sudan,2012,20.65834
Sudan,2013,20.80087
Sudan,2014,26.03973
Sudan,2015,35.79792
Suriname,2005,14.41791
Suriname,2006,16.76706
Suriname,2007,15.71570
Suriname,2008,14.01588
Suriname,2009,16.97957
Suriname,2010,10.38056
Suriname,2011,7.05023
Suriname,2012,5.97217
