Entity,Year,Primary adjusted enrolment ratio (Lee-Lee (2016)),Secondary adjusted enrolment ratio (Lee-Lee (2016)),Tertiary adjusted enrolment ratio (Lee-Lee (2016)),Share of no schooling (Lee-Lee (2016)),Share of primary schooling (Lee-Lee (2016)),Share of secondary schooling (Lee-Lee (2016)),Share of tertiary schooling (Lee-Lee (2016)),Total years of schooling (Lee-Lee (2016)),Years of primary schooling (Lee-Lee (2016)),Years of secondary schooling (Lee-Lee (2016)),Years of tertiary schooling (Lee-Lee (2016)),Male primary adjusted enrolment (Lee-Lee (2016)),Male secondary adjusted enrolment (Lee-Lee (2016)),Male tertiary adjusted enrolment (Lee-Lee (2016)),Female to male years schooling (Lee-Lee (2016)),Regional female to male years schooling (Lee-Lee (2016))
Austria,1870,46.8,3.5,0.8,63,35.3,1.2,0.6,2.16,2.04,0.1,0.02,64.9,7.1,1.7,0.391156463,
Austria,1875,54.2,4.2,0.9,61.1,36.7,1.5,0.7,2.31,2.17,0.13,0.02,68,8.5,1.8,0.385093168,
Austria,1880,61.7,4.9,0.9,58.8,38.5,1.9,0.8,2.5,2.32,0.16,0.02,71.1,10,1.8,0.394285714,
Austria,1885,67.8,5.6,1,55.5,41.2,2.3,0.9,2.74,2.53,0.19,0.03,71.5,11.4,2.1,0.431216931,
Austria,1890,74,6.3,1.1,51.6,44.6,2.8,1.1,3.04,2.78,0.22,0.03,100,12.8,2.2,0.481572482,
Austria,1895,76.1,7,1.2,47.2,48.3,3.3,1.2,3.36,3.07,0.26,0.03,80.9,14.2,2.4,0.495535714,
Austria,1900,78.3,7.7,1.4,42.7,52.1,3.9,1.3,3.7,3.36,0.3,0.04,75.8,15.5,2.7,0.496969697,
Austria,1905,80.3,8.4,1.8,38.5,55.6,4.3,1.5,4.03,3.65,0.34,0.04,80.8,17,3.5,0.550669216,
Austria,1910,82.3,9.1,2.2,34.2,59.3,4.8,1.8,4.38,3.94,0.38,0.05,85.5,18.4,4.3,0.600725953,
Austria,1915,90.1,9.8,0.7,29.8,63.1,5.3,1.7,4.71,4.25,0.41,0.05,98.5,19.7,1.3,0.635738832,
Austria,1920,97.9,10.5,4.9,25.5,67.2,5.8,1.5,5.03,4.56,0.42,0.04,100,21,9.1,0.675453048,
Austria,1925,99,11.2,3.7,20.2,72.3,5.2,2.4,5.47,4.94,0.47,0.07,100,21.8,6.2,0.691131498,
Austria,1930,100,11.8,5.2,15.7,75.9,6,2.4,5.86,5.27,0.52,0.07,100,22.7,8.7,0.743740795,
Austria,1935,100,12.5,4.5,11.5,79.7,5.8,3,6.25,5.6,0.56,0.09,100,23.4,7.4,0.760111576,
Austria,1940,100,13.2,2.4,7.8,84.3,5.5,2.4,6.16,5.59,0.5,0.07,100,23.9,3.7,0.805232558,
Austria,1945,100,13.9,6.1,4.7,88.1,4.9,2.3,5.96,5.43,0.46,0.07,100,23.9,8.5,0.869158879,
Austria,1950,100,14.6,6.2,2.4,91.1,4.5,2,5.89,5.4,0.43,0.07,100,23.1,11.9,0.923577236,
Austria,1955,100,20.4,1.9,2.1,91,4.9,2,5.64,5.12,0.45,0.07,100,25.5,3,0.926870748,
Austria,1960,91,49,8,1.8,86,10,2.2,5.67,4.84,0.76,0.07,90.5,52.9,12,0.908026756,
Austria,1965,92,51,9,2.6,69.2,25.8,2.4,6.54,4.68,1.78,0.08,92.5,54.1,13.4,0.813443073,
Austria,1970,92,68,11.8,2.5,55,39.8,2.7,7.26,4.48,2.69,0.09,94.2,68.9,16.4,0.77173913,
Austria,1975,89,71,18.9,0.9,50.5,45.6,2.9,7.44,4.22,3.12,0.09,90,73.1,23.3,0.779620853,
Austria,1980,87,69.3,23.2,0.1,45.8,51.3,2.8,7.6,3.98,3.53,0.09,86,68.8,26.1,0.793669402,
Austria,1985,86,72.2,26.4,0.5,41.3,53.6,4.6,7.84,3.78,3.91,0.15,86,70.1,28.4,0.814516129,
Austria,1990,91,90,35.2,1.1,35.8,57.5,5.5,8.26,3.79,4.29,0.18,91,90,37.5,0.843924192,
Austria,1995,97,97.8,46.6,1.6,29.2,59.2,9.9,8.93,3.81,4.8,0.31,96.1,99.7,46.4,0.865344468,
Austria,2000,100,96,57,1.6,25.2,59.8,13.3,9.43,3.83,5.17,0.43,100,98.2,55,0.882352941,
Austria,2005,98.8,97.9,47,1.6,21.3,61.9,15.1,9.89,3.85,5.53,0.5,98.6,98.3,43.1,0.898272553,
Austria,2010,97.5,96.4,69,1.6,19.3,62.7,16.4,10.13,3.87,5.72,0.54,97.2,96,64.1,0.918560606,
Bangladesh,1820,0,0,0,,,,,,,,,0.1,0,0, ,
Bangladesh,1825,0,0,0,,,,,,,,,0.1,0,0, ,
Bangladesh,1830,0.1,0,0,,,,,,,,,0.1,0,0, ,
Bangladesh,1835,0.1,0,0,,,,,,,,,0.1,0.1,0, ,
Bangladesh,1840,0.1,0,0,,,,,,,,,0.2,0.1,0, ,
Bangladesh,1845,0.1,0,0,,,,,,,,,0.2,0.1,0, ,
Bangladesh,1850,0.2,0.1,0,,,,,,,,,0.3,0.1,0, ,
Bangladesh,1855,0.3,0.1,0,,,,,,,,,0.4,0.2,0, ,
Bangladesh,1860,0.3,0.1,0,,,,,,,,,0.6,0.2,0, ,
Bangladesh,1865,0.5,0.1,0,,,,,,,,,0.7,0.3,0, ,
Bangladesh,1870,0.6,0.2,0,99.8,0.1,0.1,0,0.01,0.01,0,0,1,0.4,0,0.5,
Bangladesh,1875,0.8,0.2,0,99.7,0.2,0.1,0,0.02,0.01,0,0,1.3,0.5,0,0.333333333,
Bangladesh,1880,1.1,0.3,0,99.6,0.2,0.1,0,0.02,0.01,0.01,0,1.7,0.6,0,0.333333333,
Bangladesh,1885,1.4,0.4,0,99.5,0.3,0.2,0,0.03,0.02,0.01,0,2.3,0.8,0,0.25,
Bangladesh,1890,1.9,0.6,0,99.4,0.4,0.2,0,0.03,0.02,0.01,0,3,1.1,0,0.166666667,
Bangladesh,1895,2.5,0.7,0,99.2,0.5,0.3,0,0.04,0.03,0.01,0,3.9,1.4,0,0.142857143,
Bangladesh,1900,3.2,1,0,98.9,0.6,0.4,0,0.06,0.04,0.02,0,5.2,1.9,0,0.1,
Bangladesh,1905,4.2,1.3,0,95.4,3.4,1.1,0.1,0.2,0.15,0.04,0,6.8,2.5,0,0.151515152,
Bangladesh,1910,5.6,1.7,0,92.1,6,1.8,0.1,0.33,0.26,0.07,0,8.8,3.3,0,0.160714286,
Bangladesh,1915,7.2,2.2,0,89.7,7.8,2.4,0.1,0.44,0.34,0.1,0,11.5,4.3,0,0.148648649,
Bangladesh,1920,9.4,2.9,0,89.4,8.6,1.9,0.1,0.42,0.34,0.08,0,14.9,5.6,0,0.171428571,
Bangladesh,1925,12.1,3.8,0,87.5,10.1,2.3,0.2,0.5,0.4,0.09,0,19,7.3,0,0.168674699,
Bangladesh,1930,15.4,5,0,85.5,11.7,2.7,0.2,0.58,0.46,0.11,0.01,24.2,9.5,0,0.178947368,
Bangladesh,1935,19.5,6.5,0,83.7,13.1,3.1,0.2,0.65,0.52,0.12,0.01,30.3,12.4,0,0.186915888,
Bangladesh,1940,24.3,8.4,0,81.7,14.4,3.7,0.2,0.75,0.59,0.15,0.01,37.5,16,0,0.178861789,
Bangladesh,1945,29.9,10.9,0,79.8,15.7,4.4,0.2,0.85,0.66,0.18,0.01,45.6,20.6,0.1,0.178571429,
Bangladesh,1950,33.5,9.9,0.2,78.2,16.5,5.1,0.3,0.93,0.72,0.2,0.01,49.3,18.6,0.4,0.182432432,
Bangladesh,1955,37.2,9,0.4,78,16.6,5.2,0.3,0.95,0.73,0.21,0.01,53,16.7,0.8,0.184210526,
Bangladesh,1960,40.9,8,0.6,77.1,16.8,5.8,0.3,1.03,0.78,0.24,0.01,56.7,14.6,1.1,0.2,
Bangladesh,1965,42.6,13,0.8,77.5,15,7,0.5,1.27,0.97,0.29,0.02,55.7,22.5,1.4,0.235,
Bangladesh,1970,47,20,2.1,77.8,13,8.4,0.8,1.41,1.04,0.35,0.02,61.3,31.6,3.7,0.260273973,
Bangladesh,1975,61,26,2.3,76.7,10.9,11.5,0.9,1.63,1.13,0.48,0.03,75.2,40.2,3.9,0.286290323,
Bangladesh,1980,53.8,18,3,66.1,17.4,15.3,1.1,2.31,1.65,0.62,0.03,63.5,28.4,5,0.401840491,
Bangladesh,1985,54,18,4.8,58.7,21.5,17.7,2.1,2.87,2.03,0.77,0.06,62.7,24.6,7.5,0.517333333,
Bangladesh,1990,69,17,4.4,55.3,22.9,19,2.8,3.15,2.2,0.87,0.08,73.8,22.7,7.2,0.620155039,
Bangladesh,1995,69,17.9,5,50.5,23.6,22.2,3.7,3.72,2.44,1.17,0.11,73.8,23.9,8.2,0.723255814,
Bangladesh,2000,95.9,45.5,5,42.6,22.8,31,3.7,4.77,2.83,1.82,0.12,95.9,44.6,6,0.834296724,
Bangladesh,2005,88.9,41.5,6,37.6,20.8,37.6,3.9,5.51,3.09,2.3,0.13,87,41.4,7.9,0.910189983,
Bangladesh,2010,91,48.2,10,30.4,22.4,43.1,4.2,6.22,3.46,2.62,0.13,87.5,48.2,12,0.987341772,
Barbados,1820,9.5,0,0,,,,,,,,,18.9,0.1,0, ,
Barbados,1825,11.2,0,0,,,,,,,,,22.1,0.1,0, ,
Barbados,1830,13.3,0.1,0,,,,,,,,,25.8,0.1,0, ,
Barbados,1835,15.6,0.1,0,,,,,,,,,29.9,0.2,0, ,
Barbados,1840,18.2,0.1,0,,,,,,,,,34.5,0.2,0, ,
Barbados,1845,21.2,0.2,0,,,,,,,,,39.6,0.3,0, ,
Barbados,1850,24.6,0.2,0,,,,,,,,,45,0.4,0, ,
Barbados,1855,28.3,0.3,0,,,,,,,,,50.7,0.6,0, ,
Barbados,1860,37.6,0.4,0,,,,,,,,,68.4,0.8,0, ,
Barbados,1865,36.9,0.5,0,,,,,,,,,63.5,1.1,0, ,
Barbados,1870,42.8,0.7,0,75.5,24,0.4,0,0.93,0.92,0.02,0,72.5,1.4,0,0.14673913,
Barbados,1875,35.6,0.9,0,72.4,27,0.6,0,1.06,1.04,0.02,0,52.4,1.9,0,0.161764706,
Barbados,1880,38.1,1.2,0,68.8,30.4,0.8,0,1.21,1.18,0.03,0,53,2.6,0,0.179824561,
Barbados,1885,34.4,1.7,0,67.4,31.6,1,0,1.28,1.24,0.04,0,39.6,3.5,0,0.216450216,
Barbados,1890,43,1.6,0,65.6,33.1,1.3,0,1.37,1.32,0.05,0,48.7,3.3,0,0.257383966,
Barbados,1895,42.4,2,0,65,33.4,1.6,0,1.41,1.35,0.06,0,37.9,3.9,0,0.317391304,
Barbados,1900,71.6,1.6,0,62.7,35.4,1.8,0,1.52,1.44,0.07,0,90.5,2.9,0,0.38961039,
Barbados,1905,73.9,1.6,0,52.7,44.4,2.8,0.1,1.97,1.85,0.12,0,86.1,2.7,0,0.567049808,
Barbados,1910,82.1,1.9,0,52.4,45.2,2.3,0,1.95,1.86,0.09,0,94,3.1,0.1,0.532075472,
Barbados,1915,66.9,1.9,0,45,52.1,2.8,0.1,2.28,2.16,0.12,0,62.5,2.7,0.1,0.607508532,
Barbados,1920,54.8,2.8,0.1,35.8,60.6,3.5,0.2,2.7,2.54,0.15,0,37.9,4.3,0.1,0.680851064,
Barbados,1925,63,2.5,0.1,31,64.3,4.5,0.2,2.96,2.76,0.2,0.01,55.2,3,0.1,0.791666667,
Barbados,1930,65.4,3.1,0.1,27.4,66.8,5.6,0.3,3.19,2.94,0.25,0.01,60.5,3.5,0.1,0.922155689,
Barbados,1935,70.6,3.7,0.1,21.4,71.3,6.9,0.4,3.53,3.21,0.31,0.01,71.5,3.7,0.2,0.972144847,
Barbados,1940,81,4.9,0.1,15,76.2,8.3,0.5,3.91,3.52,0.37,0.02,93.1,4.9,0.2,0.989821883,
Barbados,1945,86.6,8.2,0.2,8.2,81,10.2,0.6,4.33,3.85,0.46,0.02,100,0.4,0.3,1.009280742,
Barbados,1950,68.8,33.4,0.2,2.3,82.9,14,0.8,4.68,4.09,0.56,0.02,68.8,36.5,0.4,0.983050847,
Barbados,1955,69,35.2,0.2,1.9,82.2,15,0.9,4.85,4.21,0.61,0.03,66.9,39.6,0.4,0.991786448,
Barbados,1960,96.4,37,0.8,1.5,80.6,16.9,1,5.08,4.35,0.69,0.03,100,42.3,0.7,0.957692308,
Barbados,1965,98.1,49.3,2.9,1.1,51.3,46.4,1.2,6.79,4.94,1.81,0.04,100,70.3,3.4,0.944285714,
Barbados,1970,91,65.4,3.9,0.6,20.4,77.9,1.1,8.59,5.58,2.97,0.04,93,62.4,3.9,0.969072165,
Barbados,1975,100,73,10,0.7,33.1,63.4,2.9,7.95,5.33,2.54,0.09,100,70.1,13.3,0.967861557,
Barbados,1980,96,86,15.5,1.4,37.5,56.4,4.6,7.72,5.2,2.38,0.14,95,87,14.7,0.968152866,
Barbados,1985,94.8,89,19.4,0.7,27,67.4,4.9,8.42,5.45,2.83,0.15,100,88,19.8,0.974238876,
Barbados,1990,96,80,17.6,0.8,20.1,75.1,4,8.79,5.58,3.08,0.12,100,85.9,14.4,0.996590909,
Barbados,1995,96,84,28.1,0.6,14.9,81.7,2.8,9.07,5.71,3.28,0.09,100,90,22.6,1.009966777,
Barbados,2000,94,100,41,0,11.1,87.7,1.1,9.23,5.81,3.39,0.04,94,100,22.7,1.028571429,
Barbados,2005,91,100,57,0,9,88.2,2.7,9.41,5.85,3.48,0.08,87.4,100,35.1,1.045652174,
Barbados,2010,96,100,65,0.2,7.5,87.1,5.1,9.57,5.86,3.55,0.15,95,100,39.5,1.069264069,
Belgium,1820,36.4,0,0.1,,,,,,,,,65.6,0,0.3, ,
Belgium,1825,38.8,0,0.3,,,,,,,,,69.5,0,0.5, ,
Belgium,1830,41.3,0,0.2,,,,,,,,,73.3,0,0.4, ,
Belgium,1835,57.4,0,0.2,,,,,,,,,100,0,0.4, ,
Belgium,1840,63.8,0,0.2,,,,,,,,,100,0,0.5, ,
Belgium,1845,59,0,0.2,,,,,,,,,100,0,0.5, ,
Belgium,1850,68.4,0.7,0.3,,,,,,,,,100,1.5,0.5, ,
Belgium,1855,73.1,1.1,0.3,,,,,,,,,100,2.1,0.6, ,
Belgium,1860,69.8,1.2,0.3,,,,,,,,,100,2.4,0.7, ,
Belgium,1865,73.7,1.7,0.3,,,,,,,,,100,3.3,0.7, ,
Belgium,1870,72,1.7,0.3,44.2,53.1,2.4,0.3,2.42,2.31,0.11,0.01,100,3.4,0.7,0.241813602,
Belgium,1875,76.3,1.9,0.4,47.2,49.1,3.4,0.4,2.38,2.22,0.15,0.01,100,3.8,0.8,0.532051282,
Belgium,1880,36.3,2.3,0.6,45.2,49.8,4.7,0.5,2.55,2.34,0.2,0.01,45.4,4.5,1.1,0.606918239,
Belgium,1885,59.4,2.3,0.6,43.8,50.8,4.9,0.6,2.65,2.42,0.21,0.02,88.6,4.5,1.3,0.634674923,
Belgium,1890,60.2,2.1,0.6,45.1,49.1,5.2,0.6,2.63,2.39,0.23,0.02,65.2,4.1,1.2,0.573573574,
Belgium,1895,68.4,2.1,0.5,44.2,50.7,4.4,0.7,2.65,2.43,0.2,0.02,74.7,4.1,1,0.585585586,
Belgium,1900,74.2,2.2,0.5,42.5,53.9,2.9,0.7,2.66,2.49,0.15,0.02,74.4,4.1,1,0.593373494,
Belgium,1905,75.9,2.2,0.6,40.2,56.6,2.5,0.7,2.77,2.62,0.14,0.02,77.9,4,1.1,0.571022727,
Belgium,1910,77.7,2.3,0.7,33.9,62.6,2.7,0.8,3.09,2.92,0.15,0.02,77.7,4,1.3,0.46778043,
Belgium,1915,76.2,2,0.8,31.5,64.4,3.2,0.9,3.26,3.06,0.17,0.02,73.1,3.2,1.4,0.555023923,
Belgium,1920,93.3,3.2,0.7,29.6,64.6,4.8,1.1,3.48,3.21,0.24,0.03,100,5,1.4,0.65952381,
Belgium,1925,78.1,3.2,0.7,26.4,66.2,6.2,1.2,3.75,3.41,0.3,0.03,73.4,4.5,1.3,0.746511628,
Belgium,1930,87.9,3.4,0.9,21.8,66.1,10.5,1.6,4.27,3.73,0.49,0.05,91.1,4,1.6,0.820895522,
Belgium,1935,94.2,5.3,0.9,18.2,66.6,13.3,1.9,4.65,3.97,0.61,0.06,100,6.2,1.5,0.894093686,
Belgium,1940,88.7,5.8,1.2,12.3,68.7,16.6,2.3,5.17,4.33,0.76,0.07,89.4,5.2,2.1,0.920074349,
Belgium,1945,100,9.1,2.7,6.2,68.3,22.3,3.3,5.93,4.78,1.04,0.11,100,9.1,4.7,0.936378467,
Belgium,1950,92,26.2,1.7,2.7,65.8,27.9,3.5,6.85,5.45,1.28,0.12,92.6,30.1,2.8,0.947443182,
Belgium,1955,81.3,35.6,3.4,2.2,63.2,30.5,4,7.17,5.62,1.4,0.14,75.5,39.7,4.1,0.957708049,
Belgium,1960,100,63,9,1.8,59.6,33.6,5,7.4,5.63,1.59,0.18,100,64,13.1,0.938481675,
Belgium,1965,100,67,14.8,1.2,56.7,36.1,6,7.56,5.59,1.75,0.22,100,68,19.5,0.923664122,
Belgium,1970,96,73.4,17.5,1.2,51.4,39.7,7.6,7.98,5.64,2.07,0.28,94.2,74.1,21.8,0.935757576,
Belgium,1975,96.5,76.1,22.7,2.5,42.2,44.6,10.7,8.39,5.55,2.45,0.39,95.6,76.8,27.1,0.937644342,
Belgium,1980,97,79.8,26.3,3.6,33.5,49.1,13.8,8.93,5.56,2.89,0.49,96,78.7,29.3,0.950873362,
Belgium,1985,94,87,32.2,4.2,26.6,52.1,17.1,9.41,5.55,3.27,0.6,93,85.1,34.3,0.961458333,
Belgium,1990,96,87,40.2,4.2,20,54.9,20.8,10,5.6,3.69,0.71,95,86,40.8,0.973346496,
Belgium,1995,86.5,83.2,54.4,3.8,15.2,56.5,24.4,10.64,5.65,4.16,0.82,87.3,80.5,54,0.986928105,
Belgium,2000,97.2,100,58,3.2,10.6,60.3,26,10.95,5.72,4.37,0.87,97.3,100,55.1,0.997265269,
Belgium,2005,97.8,100,62,4.2,9.7,58.1,28,11.11,5.66,4.51,0.94,97.7,100,56.1,0.99909991,
Belgium,2010,100,96.9,68,3.9,8.7,56.7,30.6,11.29,5.68,4.59,1.03,100,95.4,61.1,1.003549246,
Belize,1820,2,0,0,,,,,,,,,3.8,0,0, ,
Belize,1825,2.6,0,0,,,,,,,,,4.9,0,0, ,
Belize,1830,3.4,0,0,,,,,,,,,6.3,0,0, ,
Belize,1835,4.3,0,0,,,,,,,,,8.1,0,0, ,
Belize,1840,5.5,0,0,,,,,,,,,10.3,0,0, ,
Belize,1845,7.1,0,0,,,,,,,,,13.1,0,0, ,
Belize,1850,9,0,0,,,,,,,,,16.6,0,0, ,
Belize,1855,11.3,0,0,,,,,,,,,20.9,0,0, ,
Belize,1860,14.2,0,0,,,,,,,,,26.1,0,0, ,
Belize,1865,17.7,0,0,,,,,,,,,32.2,0,0, ,
Belize,1870,21.9,0,0,90.7,9.3,0,0,0.4,0.39,0,0,39.4,0,0,0.136363636,
Belize,1875,26.6,0,0,88.3,11.7,0,0,0.49,0.49,0,0,47.6,0,0,0.153846154,
Belize,1880,32.1,0,0,85.5,14.5,0,0,0.61,0.61,0,0,56.7,0,0,0.161616162,
Belize,1885,38,0,0,82.3,17.7,0,0,0.76,0.76,0,0,66.2,0,0,0.16,
Belize,1890,44.3,0,0,78.4,21.6,0,0,0.94,0.93,0,0,76,0,0,0.166666667,
Belize,1895,47.1,0,0,74.1,25.9,0,0,1.14,1.14,0,0,77.8,0,0,0.173684211,
Belize,1900,49.9,0,0,69.5,30.5,0,0,1.36,1.36,0,0,78.8,0,0,0.185022026,
Belize,1905,60.8,0,0,58.7,40.2,0.4,0.8,1.98,1.89,0.07,0.02,95.7,0,0,0.415770609,
Belize,1910,71.7,0,0,49,48.7,0.9,1.5,2.56,2.37,0.14,0.04,100,0,0,0.554545455,
Belize,1915,69.7,0,0,40.8,56,1.2,2.1,3.06,2.8,0.2,0.06,100,0,0,0.611548556,
Belize,1920,67.6,0,0,39.4,47.8,6.3,5.5,3.74,2.93,0.65,0.16,89.4,0,0,0.844827586,
Belize,1925,75.9,0,0,34.3,51.9,6.6,6.1,4.11,3.22,0.71,0.18,100,0,0,0.916083916,
Belize,1930,84.2,0,0,30.7,54.8,7.3,7.2,4.53,3.49,0.82,0.21,100,0,0,0.991208791,
Belize,1935,92.1,0,0,25.6,59,7.6,7.9,4.91,3.8,0.88,0.23,100,0,0,1.00203666,
Belize,1940,100,0,0,20.1,63.6,7.9,8.4,5.3,4.11,0.93,0.25,100,0,0,0.988742964,
Belize,1945,100,0,0,15.2,67.8,8.1,8.9,5.65,4.4,0.98,0.27,100,0,0,0.978984238,
Belize,1950,100,0,0,12.7,70,8.2,9.2,5.76,4.56,0.92,0.27,100,0,0,0.984482759,
Belize,1955,100,0,0,11.4,70.8,8.1,9.6,5.91,4.66,0.95,0.29,100,0,0,0.979899497,
Belize,1960,100,0,0,9.7,70.8,8.8,10.6,6.19,4.81,1.06,0.32,100,0,0,0.9808,
Belize,1965,100,3.3,0,9.2,73.5,11,6.3,6.19,5.16,0.84,0.19,100,2.9,0,0.962025316,
Belize,1970,100,8,0,8,76.2,14.8,1.1,6.06,5.39,0.64,0.04,100,7.1,0,0.975570033,
Belize,1975,100,14.2,0,7.6,73.5,17.4,1.5,6.29,5.47,0.77,0.05,100,12.8,0,0.968701095,
Belize,1980,100,21.9,0,6.5,71.5,20.3,1.7,6.16,5.18,0.92,0.05,100,19.9,0,0.982286634,
Belize,1985,100,30.8,0,8.6,66,21,4.3,6.4,5.12,1.15,0.13,100,28.3,0,0.986024845,
Belize,1990,100,40.5,0,8.6,60.9,23.7,6.8,7.15,5.47,1.47,0.21,100,37.6,0,1.004201681,
Belize,1995,99,38.8,0,5,53.3,35.1,6.6,7.72,5.69,1.83,0.21,99.3,35.7,0,1.002594034,
Belize,2000,100,62.5,15,2.6,43.1,48.1,6.2,8.19,5.84,2.16,0.2,100,60.5,11,1.002444988,
Belize,2005,100,73.7,16,1.2,28.3,64.6,5.9,8.75,5.92,2.64,0.19,100,72.9,12.1,1.005733945,
Belize,2010,100,76.3,23,0.1,13.1,80.7,6.1,9.63,5.99,3.45,0.19,100,75.8,18.1,1.011482255,
Benin,1820,0,0,0,,,,,,,,,0,0,0, ,
Benin,1825,0,0,0,,,,,,,,,0,0,0, ,
Benin,1830,0,0,0,,,,,,,,,0,0,0, ,
Benin,1835,0,0,0,,,,,,,,,0,0,0, ,
Benin,1840,0,0,0,,,,,,,,,0,0,0, ,
Benin,1845,0,0,0,,,,,,,,,0,0,0, ,
Benin,1850,0,0,0,,,,,,,,,0.1,0,0, ,
Benin,1855,0.1,0,0,,,,,,,,,0.1,0,0, ,
Benin,1860,0.1,0,0,,,,,,,,,0.1,0,0, ,
Benin,1865,0.1,0,0,,,,,,,,,0.1,0,0, ,
Benin,1870,0.1,0,0,100,0,0,0,0.01,0,0,0,0.2,0,0,1,
Benin,1875,0.2,0,0,99.9,0,0,0,0.01,0,0,0,0.2,0,0,1,
Benin,1880,0.2,0,0,99.9,0.1,0,0,0.01,0,0,0,0.3,0,0,1,
Benin,1885,0.3,0,0,99.9,0.1,0,0,0.01,0.01,0,0,0.4,0.1,0,1,
Benin,1890,0.4,0,0,99.9,0.1,0,0,0.01,0.01,0,0,0.6,0.1,0,1,
Benin,1895,0.5,0.1,0,99.8,0.1,0,0,0.01,0.01,0,0,0.8,0.1,0,0.5,
Benin,1900,0.7,0.1,0,99.8,0.2,0.1,0,0.02,0.01,0,0,1,0.1,0,0.5,
Benin,1905,1,0.1,0,99.7,0.2,0.1,0,0.02,0.01,0.01,0,1.4,0.2,0,0.333333333,
Benin,1910,1.3,0.1,0,99.6,0.3,0.1,0,0.02,0.02,0.01,0,1.9,0.2,0,0.5,
Benin,1915,1.7,0.2,0,99.5,0.3,0.1,0,0.03,0.02,0.01,0,2.5,0.3,0,0.4,
Benin,1920,2.2,0.2,0,99.4,0.4,0.2,0,0.04,0.03,0.01,0,3.3,0.4,0,0.333333333,
Benin,1925,2.9,0.3,0,97.9,1.6,0.5,0.1,0.12,0.09,0.03,0,4.3,0.5,0,0.315789474,
Benin,1930,3.8,0.4,0,96.5,2.7,0.7,0.1,0.2,0.16,0.04,0,5.7,0.6,0,0.35483871,
Benin,1935,5,0.5,0,95.3,3.7,1,0.1,0.27,0.21,0.06,0,7.6,0.8,0,0.341463415,
Benin,1940,5,0.7,0,92.8,5.5,1.6,0.1,0.41,0.32,0.09,0,6.5,1.1,0,0.328125,
Benin,1945,8.9,0.9,0,91.7,6.4,1.8,0.2,0.48,0.37,0.1,0.01,13.7,1.4,0,0.337837838,
Benin,1950,12.8,1.2,0,91.2,6.6,2,0.2,0.52,0.4,0.11,0.01,20.6,1.8,0,0.346153846,
Benin,1955,16.7,1.5,0,89.6,7.9,2.3,0.2,0.61,0.48,0.13,0.01,27.1,2.4,0,0.344086022,
Benin,1960,20.6,2,0,88.1,9.1,2.6,0.2,0.7,0.55,0.14,0.01,30.1,3.1,0,0.345794393,
Benin,1965,26,3,0,86.7,10.1,3,0.2,0.79,0.62,0.16,0.01,36.1,4.1,0,0.35,
Benin,1970,28.2,5,0.1,85.6,10.8,3.3,0.2,0.87,0.68,0.17,0.01,36.8,7.7,0.2,0.358778626,
Benin,1975,39.2,9,0.8,84.6,11.2,4,0.2,0.96,0.75,0.2,0.01,52.6,14,1.4,0.368055556,
Benin,1980,50.2,16,1.6,81.9,11.5,6.3,0.3,1.26,0.92,0.33,0.01,70.2,25.8,2.5,0.374331551,
Benin,1985,51,13,2.4,76.8,13.3,9.1,0.8,1.77,1.21,0.53,0.02,68.5,18.2,4.1,0.404669261,
Benin,1990,45,11,2.7,71.8,15.9,11.4,1,2.24,1.5,0.71,0.03,59.3,16.6,4.8,0.452229299,
Benin,1995,53.3,11,2.6,66.4,18.8,13.2,1.6,2.73,1.8,0.88,0.05,68.2,15.3,4.3,0.473262032,
Benin,2000,64.9,17.4,4,61.2,19.6,17.2,1.9,3.31,2.11,1.15,0.06,77.7,24.8,7.1,0.48,
Benin,2005,82.4,26.9,6,57.6,19.1,20.7,2.6,3.85,2.35,1.43,0.08,93.3,27.2,8.5,0.536926148,
Benin,2010,100,36.8,10,52.3,19.1,24.7,3.9,4.57,2.68,1.77,0.12,100,36.7,14,0.622103387,
Bolivia,1820,0.3,0,0,,,,,,,,,0.5,0,0, ,
Bolivia,1825,0.4,0,0,,,,,,,,,0.7,0,0, ,
Bolivia,1830,0.5,0,0,,,,,,,,,0.8,0,0, ,
Bolivia,1835,0.7,0,0,,,,,,,,,1,0,0, ,
Bolivia,1840,0.8,0,0,,,,,,,,,1.3,0,0, ,
Bolivia,1845,1.1,0,0,,,,,,,,,1.6,0,0, ,
Bolivia,1850,1.3,0,0,,,,,,,,,2,0,0.1, ,
Bolivia,1855,1.7,0,0,,,,,,,,,2.6,0,0.1, ,
Bolivia,1860,2.1,0,0.1,,,,,,,,,3.2,0,0.1, ,
Bolivia,1865,2.6,0,0.1,,,,,,,,,4,0,0.1, ,
Bolivia,1870,3.3,0,0.1,98.6,1.4,0,0,0.06,0.06,0,0,5,0,0.2,0.333333333,
Bolivia,1875,4.2,0,0.1,98.2,1.8,0.1,0,0.08,0.07,0.01,0,6.2,0,0.2,0.363636364,
Bolivia,1880,5.2,0,0.1,97.8,2.2,0.1,0.1,0.1,0.09,0.01,0,7.7,0,0.2,0.357142857,
Bolivia,1885,6.4,0,0.2,97.3,2.7,0.1,0.1,0.12,0.11,0.01,0,9.4,0,0.3,0.333333333,
Bolivia,1890,7.7,0.5,0.2,96.6,3.4,0.1,0.1,0.15,0.14,0.01,0,11,1,0.4,0.304347826,
