Entity,Year,Reported cases of measles (WHO (2015))
Nicaragua,1992,2332
Nicaragua,1993,339
Nicaragua,1994,3
Nicaragua,1995,5
Nicaragua,1996,0
Nicaragua,1997,0
Nicaragua,1998,0
Nicaragua,1999,0
Nicaragua,2000,0
Nicaragua,2001,0
Nicaragua,2002,0
Nicaragua,2003,0
Nicaragua,2004,0
Nicaragua,2005,0
Nicaragua,2006,0
Nicaragua,2007,0
Nicaragua,2008,0
Nicaragua,2009,0
Nicaragua,2010,0
Nicaragua,2011,0
Nicaragua,2012,0
Nicaragua,2013,0
Nicaragua,2014,0
Niger,1980,36811
Niger,1981,36139
Niger,1982,39815
Niger,1983,30288
Niger,1984,42199
Niger,1985,64689
Niger,1986,17626
Niger,1987,14290
Niger,1988,16864
Niger,1989,22932
Niger,1990,20463
Niger,1991,90071
Niger,1992,31341
Niger,1993,36557
Niger,1994,48685
Niger,1995,67986
Niger,1996,68921
Niger,1997,32649
Niger,1998,11404
Niger,1999,36156
Niger,2000,21319
Niger,2001,61208
Niger,2002,31584
Niger,2003,54190
Niger,2004,63057
Niger,2005,2183
Niger,2006,59
Niger,2007,282
Niger,2008,1317
Niger,2009,801
Niger,2010,372
Niger,2011,771
Niger,2012,272
Niger,2013,1224
Niger,2014,1142
Nigeria,1980,162106
Nigeria,1981,129671
Nigeria,1982,139785
Nigeria,1983,136778
Nigeria,1984,182591
Nigeria,1985,161768
Nigeria,1986,115743
Nigeria,1987,77566
Nigeria,1988,75908
Nigeria,1989,33678
Nigeria,1990,115682
Nigeria,1991,44026
Nigeria,1992,85965
Nigeria,1993,54734
Nigeria,1994,106081
Nigeria,1995,12393
Nigeria,1996,88675
Nigeria,1997,21385
Nigeria,1998,143098
Nigeria,1999,217151
Nigeria,2000,212183
Nigeria,2001,168107
Nigeria,2002,42007
Nigeria,2003,141258
Nigeria,2004,31521
Nigeria,2005,110927
Nigeria,2006,704
Nigeria,2007,2613
Nigeria,2008,9960
Nigeria,2009,1272
Nigeria,2010,8491
Nigeria,2011,18843
Nigeria,2012,6447
Nigeria,2013,52852
Nigeria,2014,6855
Niue,1980,22
Niue,1981,2
Niue,1982,0
Niue,1983,0
Niue,1984,0
Niue,1985,21
Niue,1986,7
Niue,1987,0
Niue,1988,1
Niue,1989,1
Niue,1991,121
Niue,1992,0
Niue,1993,0
Niue,1994,2
Niue,1995,0
Niue,1996,0
Niue,1997,0
Niue,1998,0
Niue,1999,0
Niue,2000,0
Niue,2001,0
Niue,2002,0
Niue,2003,0
Niue,2004,0
Niue,2005,0
Niue,2007,0
Niue,2008,0
Niue,2009,0
Niue,2010,0
Niue,2011,0
Niue,2012,0
Niue,2013,0
North Korea,1980,0
North Korea,1981,0
North Korea,1982,0
North Korea,1983,0
North Korea,1984,0
North Korea,1985,0
North Korea,1986,0
North Korea,1987,0
North Korea,1988,0
North Korea,1989,0
North Korea,1990,0
North Korea,1991,0
North Korea,1992,0
North Korea,1993,0
North Korea,1994,0
North Korea,1995,0
North Korea,1996,0
North Korea,1997,0
North Korea,1998,0
North Korea,1999,0
North Korea,2001,0
North Korea,2002,0
North Korea,2003,0
North Korea,2004,0
North Korea,2005,0
North Korea,2006,0
North Korea,2007,3550
North Korea,2008,0
North Korea,2009,0
North Korea,2010,0
North Korea,2011,0
North Korea,2012,0
North Korea,2013,0
North Korea,2014,3
Norway,1980,1322
Norway,1981,4586
Norway,1982,10974
Norway,1983,6181
Norway,1984,1775
Norway,1985,1312
Norway,1986,1219
Norway,1987,563
Norway,1988,133
Norway,1989,13
Norway,1990,95
Norway,1991,17
Norway,1992,73
Norway,1993,7
Norway,1994,6
Norway,1995,18
Norway,1996,23
Norway,1997,11
Norway,2000,0
Norway,2001,4
Norway,2002,5
Norway,2003,8
Norway,2004,7
Norway,2005,0
Norway,2006,0
Norway,2008,4
Norway,2009,2
Norway,2010,3
Norway,2011,39
Norway,2012,4
Norway,2013,8
Norway,2014,3
Oman,1980,10630
Oman,1981,40679
Oman,1982,16645
Oman,1983,9151
Oman,1984,9652
Oman,1985,4161
Oman,1986,2001
Oman,1987,3804
Oman,1988,6052
Oman,1989,4255
Oman,1990,1262
Oman,1991,220
Oman,1992,1834
Oman,1993,3108
Oman,1994,181
Oman,1995,68
Oman,1996,46
Oman,1997,12
Oman,1998,5
Oman,1999,9
Oman,2000,15
Oman,2001,15
Oman,2002,5
Oman,2003,1
Oman,2004,18
Oman,2005,25
Oman,2006,13
Oman,2007,24
Oman,2008,18
Oman,2009,19
Oman,2010,3
Oman,2011,5
Oman,2012,13
Oman,2013,0
Pakistan,1980,28573
Pakistan,1981,29010
Pakistan,1982,19890
Pakistan,1983,21004
Pakistan,1984,17322
Pakistan,1985,26686
Pakistan,1986,42304
Pakistan,1987,45996
Pakistan,1988,55543
Pakistan,1989,2349
Pakistan,1990,21785
Pakistan,1991,617
Pakistan,1992,2967
Pakistan,1993,1967
Pakistan,1994,1421
Pakistan,1995,1720
Pakistan,1996,1090
Pakistan,1997,1848
Pakistan,1998,2333
Pakistan,1999,2940
Pakistan,2000,2064
Pakistan,2001,3849
Pakistan,2002,3903
Pakistan,2003,4740
Pakistan,2004,4248
Pakistan,2005,2981
Pakistan,2006,7641
Pakistan,2007,2801
Pakistan,2008,1129
Pakistan,2009,863
Pakistan,2010,4321
Pakistan,2011,4386
Pakistan,2012,8046
Pakistan,2013,8749
Pakistan,2014,1370
Palau,1980,0
Palau,1981,0
Palau,1982,0
Palau,1983,0
Palau,1984,0
Palau,1985,0
Palau,1986,0
Palau,1987,0
Palau,1988,0
Palau,1989,1
Palau,1990,0
Palau,1991,0
Palau,1992,0
Palau,1993,93
Palau,1994,0
Palau,1995,0
Palau,1996,0
Palau,1997,0
Palau,1998,1
Palau,1999,0
Palau,2000,0
Palau,2002,0
Palau,2004,0
Palau,2005,0
Palau,2006,0
Palau,2007,0
Palau,2008,0
Palau,2009,0
Palau,2010,0
Palau,2011,0
Palau,2012,0
Palau,2013,0
Palau,2014,0
Panama,1980,2096
Panama,1981,4332
Panama,1982,4014
Panama,1983,595
Panama,1984,358
Panama,1985,4295
Panama,1986,4199
Panama,1987,1885
Panama,1988,378
Panama,1989,301
Panama,1990,1891
Panama,1991,2430
Panama,1992,845
Panama,1993,90
Panama,1994,3
Panama,1995,19
Panama,1996,0
Panama,1997,0
Panama,1998,0
Panama,1999,0
Panama,2000,0
Panama,2001,0
Panama,2002,0
Panama,2003,0
Panama,2004,0
Panama,2005,0
Panama,2006,0
Panama,2007,0
Panama,2008,0
Panama,2009,0
Panama,2010,0
Panama,2011,4
Panama,2012,0
Panama,2013,0
Panama,2014,0
Papua New Guinea,1980,12125
Papua New Guinea,1981,16519
Papua New Guinea,1982,12771
Papua New Guinea,1983,10023
Papua New Guinea,1984,9874
Papua New Guinea,1985,5680
Papua New Guinea,1986,19024
Papua New Guinea,1987,10206
Papua New Guinea,1988,6543
Papua New Guinea,1989,9799
Papua New Guinea,1990,4575
Papua New Guinea,1991,2740
Papua New Guinea,1992,6634
Papua New Guinea,1993,8212
Papua New Guinea,1994,6821
Papua New Guinea,1995,3730
Papua New Guinea,1996,2313
Papua New Guinea,1997,678
Papua New Guinea,1998,1148
Papua New Guinea,1999,6304
Papua New Guinea,2000,7135
Papua New Guinea,2001,4023
Papua New Guinea,2002,17620
Papua New Guinea,2003,3863
Papua New Guinea,2004,1385
Papua New Guinea,2005,1222
Papua New Guinea,2006,1
Papua New Guinea,2007,0
Papua New Guinea,2008,0
Papua New Guinea,2009,0
Papua New Guinea,2010,0
Papua New Guinea,2011,0
Papua New Guinea,2012,0
Papua New Guinea,2013,12
Papua New Guinea,2014,2299
Paraguay,1980,745
Paraguay,1981,428
Paraguay,1982,531
Paraguay,1983,1259
Paraguay,1984,979
Paraguay,1985,666
Paraguay,1986,610
Paraguay,1987,1742
Paraguay,1988,755
Paraguay,1989,386
Paraguay,1990,1396
Paraguay,1991,526
Paraguay,1992,864
Paraguay,1993,2066
Paraguay,1994,122
Paraguay,1995,73
Paraguay,1996,13
Paraguay,1997,143
Paraguay,1998,70
Paraguay,1999,0
Paraguay,2000,0
Paraguay,2001,0
Paraguay,2002,0
Paraguay,2003,0
Paraguay,2004,0
Paraguay,2005,0
Paraguay,2006,0
Paraguay,2007,0
Paraguay,2008,0
Paraguay,2009,0
Paraguay,2010,0
Paraguay,2011,0
Paraguay,2012,0
Paraguay,2013,0
Paraguay,2014,0
Peru,1980,19246
Peru,1981,10071
Peru,1982,12708
Peru,1983,7619
Peru,1984,13039
Peru,1985,9393
Peru,1986,6099
Peru,1987,6240
Peru,1988,5785
Peru,1989,1145
Peru,1990,737
Peru,1991,1014
Peru,1992,22605
Peru,1993,1730
Peru,1994,670
Peru,1995,353
Peru,1996,105
Peru,1997,95
Peru,1998,10
Peru,1999,12
Peru,2000,1
Peru,2001,0
Peru,2002,0
Peru,2003,0
Peru,2004,0
Peru,2005,0
Peru,2006,0
Peru,2007,0
Peru,2008,1
Peru,2009,0
Peru,2010,0
Peru,2011,0
Peru,2012,0
Peru,2013,0
Peru,2014,0
Philippines,1980,26765
Philippines,1981,27031
Philippines,1982,35989
Philippines,1983,43684
Philippines,1984,75290
Philippines,1985,62959
Philippines,1986,59375
Philippines,1987,81896
Philippines,1988,70801
Philippines,1989,68986
Philippines,1990,42938
Philippines,1991,29037
Philippines,1992,39304
Philippines,1993,7541
Philippines,1994,3006
Philippines,1995,3913
Philippines,1997,9218
Philippines,1998,1984
Philippines,1999,2981
Philippines,2000,7120
Philippines,2001,7360
Philippines,2002,7003
Philippines,2003,10511
Philippines,2004,3025
Philippines,2005,118
Philippines,2006,9
Philippines,2007,530
Philippines,2008,341
Philippines,2009,1469
Philippines,2010,6368
Philippines,2011,6538
Philippines,2012,1536
Philippines,2013,2920
Philippines,2014,58848
Poland,1980,24882
Poland,1981,35283
Poland,1982,7620
Poland,1983,11271
Poland,1984,54403
Poland,1985,35680
Poland,1986,6806
Poland,1987,1286
Poland,1988,1005
Poland,1989,7225
Poland,1990,56471
Poland,1991,2419
Poland,1992,3695
Poland,1993,1410
Poland,1994,864
Poland,1995,752
Poland,1996,639
Poland,1997,338
Poland,1998,2255
Poland,1999,99
Poland,2000,77
Poland,2001,133
Poland,2002,34
Poland,2003,48
Poland,2004,11
Poland,2005,13
Poland,2006,120
Poland,2007,40
Poland,2009,115
Poland,2010,13
Poland,2012,71
Poland,2013,84
Portugal,1987,813
Portugal,1988,2285
Portugal,1989,11791
Portugal,1990,407
Portugal,1991,275
Portugal,1992,208
Portugal,1993,881
Portugal,1994,3230
Portugal,1995,192
Portugal,1996,112
Portugal,1997,129
Portugal,1998,96
Portugal,1999,50
Portugal,2000,45
Portugal,2002,8
Portugal,2003,8
Portugal,2004,5
Portugal,2005,7
Portugal,2006,0
Portugal,2007,0
Portugal,2008,1
Portugal,2009,3
Portugal,2010,5
Portugal,2011,2
Portugal,2012,23
Portugal,2013,1
Portugal,2014,0
Qatar,1980,392
Qatar,1981,1489
Qatar,1982,506
Qatar,1983,816
Qatar,1984,886
Qatar,1985,1410
Qatar,1986,2095
Qatar,1987,409
Qatar,1988,382
Qatar,1989,1083
Qatar,1990,314
Qatar,1991,563
Qatar,1992,68
Qatar,1993,86
Qatar,1994,31
Qatar,1995,0
Qatar,1996,38
Qatar,1997,439
Qatar,1998,116
Qatar,2000,46
Qatar,2001,23
Qatar,2002,34
Qatar,2003,24
Qatar,2004,29
Qatar,2005,74
Qatar,2006,144
Qatar,2007,361
Qatar,2009,112
Qatar,2010,295
Qatar,2011,101
Qatar,2012,160
Qatar,2013,73
Qatar,2014,46
Romania,1980,10476
Romania,1981,21584
Romania,1982,61682
Romania,1983,4723
Romania,1984,2108
Romania,1985,5007
Romania,1986,34037
Romania,1987,11833
Romania,1988,1810
Romania,1989,3870
Romania,1990,4691
Romania,1991,1773
Romania,1992,6061
Romania,1993,28321
Romania,1994,6228
Romania,1995,2188
Romania,1996,906
Romania,1997,23579
Romania,1998,9547
Romania,1999,240
Romania,2000,35
Romania,2001,10
Romania,2002,14
Romania,2003,9
Romania,2004,117
Romania,2005,5043
Romania,2006,3196
Romania,2007,353
Romania,2008,12
Romania,2009,8
Romania,2010,193
Romania,2011,4189
Romania,2012,7450
Romania,2013,1159
Romania,2014,59
Russia,1990,18370
Russia,1991,20449
Russia,1992,18570
Russia,1993,74463
Russia,1994,28672
Russia,1995,6630
Russia,1996,7120
Russia,1997,2874
Russia,1998,6215
Russia,1999,7428
Russia,2000,4800
Russia,2001,2072
Russia,2002,580
Russia,2003,3291
Russia,2004,2444
Russia,2005,454
Russia,2006,1147
Russia,2007,173
Russia,2008,27
Russia,2009,101
Russia,2010,129
Russia,2011,629
Russia,2012,2123
Russia,2013,2339
Russia,2014,4711
Rwanda,1980,80402
Rwanda,1981,79384
Rwanda,1982,36792
Rwanda,1983,20001
Rwanda,1984,17269
Rwanda,1985,16760
Rwanda,1986,42749
Rwanda,1987,12387
Rwanda,1988,4364
Rwanda,1989,5429
Rwanda,1990,8970
Rwanda,1991,5820
Rwanda,1992,17429
Rwanda,1993,9861
Rwanda,1994,5999
Rwanda,1995,28874
Rwanda,1996,3988
Rwanda,1997,787
Rwanda,1999,4359
Rwanda,2000,2095
Rwanda,2001,896
Rwanda,2002,2738
Rwanda,2003,1064
Rwanda,2004,386
Rwanda,2005,129
Rwanda,2006,494
Rwanda,2007,26
Rwanda,2008,6
Rwanda,2009,5
Rwanda,2010,121
Rwanda,2011,31
Rwanda,2012,75
Rwanda,2013,17
Rwanda,2014,10
Saint Kitts and Nevis,1980,305
Saint Kitts and Nevis,1981,52
Saint Kitts and Nevis,1982,138
Saint Kitts and Nevis,1983,556
Saint Kitts and Nevis,1984,2
Saint Kitts and Nevis,1985,27
Saint Kitts and Nevis,1986,22
Saint Kitts and Nevis,1987,21
Saint Kitts and Nevis,1988,12
Saint Kitts and Nevis,1989,12
Saint Kitts and Nevis,1990,80
Saint Kitts and Nevis,1991,0
Saint Kitts and Nevis,1992,0
Saint Kitts and Nevis,1993,0
Saint Kitts and Nevis,1994,0
Saint Kitts and Nevis,1995,1
Saint Kitts and Nevis,1996,0
Saint Kitts and Nevis,1997,0
Saint Kitts and Nevis,1998,0
Saint Kitts and Nevis,1999,0
Saint Kitts and Nevis,2000,0
Saint Kitts and Nevis,2001,0
Saint Kitts and Nevis,2002,0
Saint Kitts and Nevis,2003,0
Saint Kitts and Nevis,2004,0
Saint Kitts and Nevis,2005,0
Saint Kitts and Nevis,2006,0
Saint Kitts and Nevis,2007,0
Saint Kitts and Nevis,2008,0
Saint Kitts and Nevis,2009,0
Saint Kitts and Nevis,2010,0
Saint Kitts and Nevis,2011,0
Saint Kitts and Nevis,2012,0
Saint Kitts and Nevis,2013,0
Saint Kitts and Nevis,2014,0
Saint Lucia,1980,35
Saint Lucia,1981,134
Saint Lucia,1982,2039
Saint Lucia,1983,71
Saint Lucia,1984,13
Saint Lucia,1985,9
Saint Lucia,1986,32
Saint Lucia,1987,4
Saint Lucia,1988,4
Saint Lucia,1989,10
Saint Lucia,1990,30
Saint Lucia,1991,2
Saint Lucia,1992,0
Saint Lucia,1993,0
Saint Lucia,1994,0
Saint Lucia,1995,2
Saint Lucia,1996,0
Saint Lucia,1997,0
Saint Lucia,1998,0
Saint Lucia,1999,0
Saint Lucia,2000,0
Saint Lucia,2001,0
Saint Lucia,2002,0
Saint Lucia,2003,0
Saint Lucia,2004,0
Saint Lucia,2005,0
Saint Lucia,2006,0
Saint Lucia,2007,0
Saint Lucia,2008,0
Saint Lucia,2009,0
Saint Lucia,2010,0
Saint Lucia,2011,0
Saint Lucia,2012,0
Saint Lucia,2013,0
Saint Lucia,2014,0
Saint Vincent and the Grenadines,1980,257
Saint Vincent and the Grenadines,1981,19
Saint Vincent and the Grenadines,1982,757
Saint Vincent and the Grenadines,1983,63
Saint Vincent and the Grenadines,1984,15
Saint Vincent and the Grenadines,1985,5
Saint Vincent and the Grenadines,1986,2
Saint Vincent and the Grenadines,1987,1
Saint Vincent and the Grenadines,1988,10
Saint Vincent and the Grenadines,1989,1
Saint Vincent and the Grenadines,1990,1
Saint Vincent and the Grenadines,1991,0
Saint Vincent and the Grenadines,1992,0
Saint Vincent and the Grenadines,1993,0
Saint Vincent and the Grenadines,1994,0
Saint Vincent and the Grenadines,1995,0
Saint Vincent and the Grenadines,1996,0
Saint Vincent and the Grenadines,1997,0
Saint Vincent and the Grenadines,1998,0
Saint Vincent and the Grenadines,1999,0
Saint Vincent and the Grenadines,2000,0
Saint Vincent and the Grenadines,2001,0
Saint Vincent and the Grenadines,2002,0
Saint Vincent and the Grenadines,2003,0
Saint Vincent and the Grenadines,2004,0
Saint Vincent and the Grenadines,2005,0
Saint Vincent and the Grenadines,2006,0
Saint Vincent and the Grenadines,2007,0
Saint Vincent and the Grenadines,2008,0
Saint Vincent and the Grenadines,2009,0
Saint Vincent and the Grenadines,2010,0
Saint Vincent and the Grenadines,2011,0
Saint Vincent and the Grenadines,2012,0
Saint Vincent and the Grenadines,2013,0
Saint Vincent and the Grenadines,2014,0
Samoa,1980,376
Samoa,1981,72
Samoa,1982,28
Samoa,1983,7
Samoa,1984,0
Samoa,1985,1095
Samoa,1986,1
Samoa,1987,0
Samoa,1988,0
Samoa,1989,1
Samoa,1990,0
Samoa,1991,0
Samoa,1992,4
Samoa,1993,7
Samoa,1994,0
Samoa,1995,0
Samoa,1996,87
Samoa,1997,0
Samoa,1998,8
Samoa,2003,0
Samoa,2004,0
Samoa,2005,0
Samoa,2006,0
Samoa,2009,0
Samoa,2010,8
Samoa,2011,0
Samoa,2012,1
San Marino,1990,1
San Marino,1991,1
San Marino,1992,7
San Marino,1993,6
San Marino,1997,22
San Marino,1999,0
San Marino,2000,1
San Marino,2003,3
San Marino,2004,0
San Marino,2005,0
San Marino,2006,0
San Marino,2007,0
San Marino,2009,0
San Marino,2010,0
San Marino,2011,0
San Marino,2012,1
Sao Tome and Principe,1980,519
Sao Tome and Principe,1981,194
Sao Tome and Principe,1982,3
Sao Tome and Principe,1983,216
Sao Tome and Principe,1984,576
Sao Tome and Principe,1985,62
Sao Tome and Principe,1986,69
Sao Tome and Principe,1987,0
Sao Tome and Principe,1988,118
Sao Tome and Principe,1990,10
Sao Tome and Principe,1991,0
Sao Tome and Principe,1992,0
Sao Tome and Principe,1993,88
Sao Tome and Principe,1994,319
Sao Tome and Principe,1995,23
Sao Tome and Principe,1996,0
Sao Tome and Principe,1997,0
Sao Tome and Principe,2000,0
Sao Tome and Principe,2001,0
Sao Tome and Principe,2002,0
Sao Tome and Principe,2003,0
Sao Tome and Principe,2004,0
Sao Tome and Principe,2005,0
Sao Tome and Principe,2006,0
Sao Tome and Principe,2007,0
Sao Tome and Principe,2008,0
Sao Tome and Principe,2009,0
Sao Tome and Principe,2010,0
Sao Tome and Principe,2011,0
Sao Tome and Principe,2012,0
Sao Tome and Principe,2013,0
Sao Tome and Principe,2014,0
Saudi Arabia,1980,46115
Saudi Arabia,1981,35790
Saudi Arabia,1982,33294
Saudi Arabia,1983,44633
Saudi Arabia,1984,30457
Saudi Arabia,1985,18393
Saudi Arabia,1986,22830
Saudi Arabia,1987,29220
Saudi Arabia,1988,8225
Saudi Arabia,1989,3588
Saudi Arabia,1990,5439
Saudi Arabia,1991,6368
Saudi Arabia,1992,11299
Saudi Arabia,1993,3182
Saudi Arabia,1994,1253
Saudi Arabia,1995,2574
Saudi Arabia,1996,2407
Saudi Arabia,1997,3978
Saudi Arabia,1998,5519
Saudi Arabia,1999,2815
Saudi Arabia,2001,155
Saudi Arabia,2002,311
Saudi Arabia,2003,1208
Saudi Arabia,2004,1880
Saudi Arabia,2005,373
Saudi Arabia,2006,807
Saudi Arabia,2007,4648
Saudi Arabia,2008,158
Saudi Arabia,2009,82
Saudi Arabia,2010,334
Saudi Arabia,2011,362
Saudi Arabia,2012,294
Saudi Arabia,2013,1164
Saudi Arabia,2014,154
Senegal,1980,29144
Senegal,1981,34516
Senegal,1982,32380
Senegal,1983,26481
Senegal,1986,6831
Senegal,1987,3453
Senegal,1988,1596
Senegal,1989,10940
Senegal,1990,5004
Senegal,1991,11427
Senegal,1992,15367
Senegal,1993,14693
Senegal,1994,5944
Senegal,1996,8069
Senegal,1997,6594
Senegal,1998,6594
Senegal,1999,3668
Senegal,2000,5839
Senegal,2001,24789
Senegal,2002,18184
Senegal,2003,1519
Senegal,2004,31
Senegal,2005,0
Senegal,2006,3
Senegal,2007,11
Senegal,2008,6
Senegal,2009,999
Senegal,2010,428
Senegal,2011,18
Senegal,2012,46
Senegal,2013,17
Senegal,2014,32
Serbia,1980,37441
Serbia,1981,20878
Serbia,1982,13826
Serbia,1983,12967
Serbia,1984,20233
Serbia,1985,25325
Serbia,1986,14148
Serbia,1987,8639
Serbia,1988,6629
Serbia,1989,16149
Serbia,1990,4978
Serbia,1991,991
Serbia,1992,2108
Serbia,1993,16777
Serbia,1994,800
Serbia,1995,524
Serbia,1996,458
Serbia,1997,4692
Serbia,1998,922
Serbia,1999,288
Serbia,2000,38
Serbia,2001,35
Serbia,2002,63
Serbia,2003,15
Serbia,2004,11
Serbia,2005,2
Serbia,2006,2
Serbia,2007,201
Serbia,2008,2
Serbia,2009,1
Serbia,2010,20
Serbia,2011,370
Serbia,2012,0
Serbia,2013,1
Serbia,2014,37
Seychelles,1980,3
Seychelles,1981,4
Seychelles,1982,347
Seychelles,1983,267
Seychelles,1984,19
Seychelles,1985,10
Seychelles,1986,4
Seychelles,1987,2
Seychelles,1988,0
Seychelles,1989,5
Seychelles,1990,13
Seychelles,1991,6
Seychelles,1992,0
Seychelles,1993,0
Seychelles,1994,0
Seychelles,1995,0
Seychelles,1996,2
Seychelles,1997,3
Seychelles,1998,626
Seychelles,1999,2
Seychelles,2001,0
Seychelles,2002,0
Seychelles,2003,0
Seychelles,2004,0
Seychelles,2005,0
Seychelles,2006,10
Seychelles,2007,1
Seychelles,2008,0
Seychelles,2009,0
Seychelles,2010,0
Seychelles,2011,0
Seychelles,2012,0
Seychelles,2013,0
Seychelles,2014,0
Sierra Leone,1980,3625
Sierra Leone,1981,3408
Sierra Leone,1982,4102
Sierra Leone,1983,4327
Sierra Leone,1984,4016
Sierra Leone,1985,3351
Sierra Leone,1986,164
Sierra Leone,1987,1000
Sierra Leone,1988,207
Sierra Leone,1989,625
Sierra Leone,1990,830
Sierra Leone,1991,284
Sierra Leone,1992,914
Sierra Leone,1993,2288
Sierra Leone,1994,114
Sierra Leone,1995,344
Sierra Leone,1997,361
Sierra Leone,2000,3575
Sierra Leone,2001,649
Sierra Leone,2002,568
Sierra Leone,2003,586
Sierra Leone,2004,7
Sierra Leone,2005,29
Sierra Leone,2006,33
Sierra Leone,2007,0
Sierra Leone,2008,44
Sierra Leone,2009,31
Sierra Leone,2010,1089
Sierra Leone,2011,1865
Sierra Leone,2012,678
Sierra Leone,2013,15
Sierra Leone,2014,1006
Singapore,1981,771
Singapore,1982,1965
Singapore,1983,677
Singapore,1984,2417
Singapore,1985,136
Singapore,1986,218
Singapore,1987,123
Singapore,1988,192
Singapore,1989,146
Singapore,1990,143
Singapore,1991,216
Singapore,1992,606
Singapore,1993,0
Singapore,1994,159
Singapore,1995,185
Singapore,1997,1413
Singapore,1998,114
Singapore,1999,65
Singapore,2000,141
Singapore,2001,408
Singapore,2002,211
Singapore,2003,33
Singapore,2004,96
Singapore,2005,33
Singapore,2006,23
Singapore,2007,15
Singapore,2008,18
Singapore,2009,16
Singapore,2010,50
Singapore,2011,148
Singapore,2012,42
Slovakia,1990,47
Slovakia,1991,211
Slovakia,1992,415
Slovakia,1993,551
Slovakia,1994,29
Slovakia,1995,2
Slovakia,1996,0
Slovakia,1997,620
Slovakia,1998,530
Slovakia,1999,0
Slovakia,2000,0
Slovakia,2001,0
Slovakia,2002,0
Slovakia,2003,1
Slovakia,2004,2
Slovakia,2005,0
Slovakia,2006,0
Slovakia,2007,0
Slovakia,2008,0
Slovakia,2009,0
Slovakia,2010,0
Slovakia,2011,0
Slovakia,2012,0
Slovakia,2013,0
Slovakia,2014,0
Slovenia,1991,32
Slovenia,1992,10
Slovenia,1993,7
Slovenia,1994,134
Slovenia,1995,398
Slovenia,1996,8
Slovenia,1997,9
Slovenia,1998,13
Slovenia,1999,1
Slovenia,2001,0
Slovenia,2002,0
Slovenia,2003,0
Slovenia,2004,0
Slovenia,2005,0
Slovenia,2006,0
Slovenia,2007,0
Slovenia,2008,0
Slovenia,2009,0
Slovenia,2010,2
Slovenia,2011,22
Slovenia,2012,2
Slovenia,2013,1
Slovenia,2014,52
Solomon Islands,1980,340
Solomon Islands,1981,2104
Solomon Islands,1982,3331
Solomon Islands,1983,923
Solomon Islands,1984,238
Solomon Islands,1985,2
Solomon Islands,1986,0
Solomon Islands,1987,434
Solomon Islands,1988,593
Solomon Islands,1989,13779
Solomon Islands,1990,343
Solomon Islands,1991,45
Solomon Islands,1992,86
Solomon Islands,1993,1527
Solomon Islands,1994,640
Solomon Islands,1995,0
Solomon Islands,1996,0
Solomon Islands,1997,0
Solomon Islands,1998,0
Solomon Islands,2001,0
Solomon Islands,2002,0
Solomon Islands,2003,0
Solomon Islands,2004,0
Solomon Islands,2005,0
Solomon Islands,2006,0
Solomon Islands,2007,0
Solomon Islands,2008,0
Solomon Islands,2009,0
Solomon Islands,2010,0
Solomon Islands,2011,0
Solomon Islands,2012,0
Solomon Islands,2013,0
Somalia,1983,622
Somalia,1984,487
Somalia,1985,128
Somalia,1986,70
Somalia,1987,222
Somalia,1988,296
Somalia,1989,988
Somalia,1996,1830
Somalia,1998,3075
Somalia,1999,5523
Somalia,2000,3965
Somalia,2001,3571
Somalia,2002,9559
Somalia,2003,8257
Somalia,2004,12008
Somalia,2006,7
Somalia,2007,1149
Somalia,2008,1081
Somalia,2009,13
Somalia,2010,115
Somalia,2011,17298
Somalia,2012,9983
Somalia,2013,3173
Somalia,2014,10278
South Africa,1980,19193
South Africa,1981,15809
South Africa,1982,12906
South Africa,1983,16735
South Africa,1984,16160
South Africa,1985,17884
South Africa,1986,13459
South Africa,1987,22559
South Africa,1988,15258
South Africa,1989,18268
South Africa,1990,10624
South Africa,1991,4777
South Africa,1992,22745
South Africa,1993,12870
South Africa,1994,6845
South Africa,1995,8845
South Africa,1996,6501
South Africa,1997,1337
South Africa,1998,977
South Africa,1999,385
South Africa,2000,1459
South Africa,2001,1166
South Africa,2002,1043
South Africa,2003,244
South Africa,2004,830
South Africa,2005,615
South Africa,2006,81
South Africa,2007,31
South Africa,2008,39
South Africa,2009,5857
South Africa,2010,12499
South Africa,2011,92
South Africa,2012,32
South Africa,2013,25
South Africa,2014,66
South Korea,1980,5097
South Korea,1981,2307
South Korea,1982,6776
South Korea,1983,695
South Korea,1984,2246
South Korea,1985,1283
South Korea,1986,1818
South Korea,1987,1880
South Korea,1988,1579
South Korea,1989,2394
South Korea,1990,3415
South Korea,1994,7883
South Korea,1995,71
South Korea,1996,71
South Korea,1997,2
South Korea,1998,4
South Korea,2000,32647
South Korea,2001,23060
South Korea,2002,62
South Korea,2003,33
South Korea,2004,11
South Korea,2005,7
South Korea,2006,28
South Korea,2007,194
South Korea,2008,2
South Korea,2009,17
South Korea,2010,114
South Korea,2011,42
South Korea,2012,2
South Korea,2013,107
South Korea,2014,442
South Sudan,2011,1256
South Sudan,2012,1952
South Sudan,2013,525
South Sudan,2014,441
Spain,1980,145322
Spain,1981,146689
Spain,1982,159562
Spain,1983,304350
Spain,1984,38914
Spain,1985,80663
Spain,1986,220109
Spain,1987,35146
Spain,1988,22701
Spain,1989,32908
Spain,1990,21650
Spain,1991,24445
Spain,1992,24460
Spain,1993,11985
Spain,1994,6796
Spain,1995,8849
Spain,1996,4964
