Entity,Year,Mobile cellular subscriptions (World Bank (2015))
Kazakhstan,2002,7.023092365
Kazakhstan,2003,9.023272289
Kazakhstan,2004,16.42011664
Kazakhstan,2005,35.83356656
Kazakhstan,2006,51.0647485
Kazakhstan,2007,80.03793182
Kazakhstan,2008,95.77525322
Kazakhstan,2009,108.3821491
Kazakhstan,2010,121.867001
Kazakhstan,2011,156.7946524
Kazakhstan,2012,185.8215629
Kazakhstan,2013,184.6947548
Kenya,1980,0
Kenya,1981,0
Kenya,1982,0
Kenya,1983,0
Kenya,1984,0
Kenya,1985,0
Kenya,1986,0
Kenya,1987,0
Kenya,1988,0
Kenya,1989,0
Kenya,1990,0
Kenya,1991,0
Kenya,1992,0.004393508
Kenya,1993,0.004497055
Kenya,1994,0.007471468
Kenya,1995,0.008312034
Kenya,1996,0.010026174
Kenya,1997,0.023379915
Kenya,1998,0.03621275
Kenya,1999,0.077946501
Kenya,2000,0.407236044
Kenya,2001,1.867625738
Kenya,2002,3.597282273
Kenya,2003,4.69188758
Kenya,2004,7.309274576
Kenya,2005,12.88773918
Kenya,2006,19.96957736
Kenya,2007,30.06283272
Kenya,2008,42.04847839
Kenya,2009,48.62445283
Kenya,2010,61.03491308
Kenya,2011,66.8146089
Kenya,2012,71.17433333
Kenya,2013,71.76404552
Kiribati,1980,0
Kiribati,1981,0
Kiribati,1982,0
Kiribati,1983,0
Kiribati,1984,0
Kiribati,1985,0
Kiribati,1986,0
Kiribati,1987,0
Kiribati,1988,0
Kiribati,1989,0
Kiribati,1990,0
Kiribati,1991,0
Kiribati,1992,0
Kiribati,1993,0
Kiribati,1994,0
Kiribati,1995,0
Kiribati,1996,0
Kiribati,1997,0
Kiribati,1998,0.027493814
Kiribati,1999,0.245769689
Kiribati,2000,0.362371358
Kiribati,2001,0.468781524
Kiribati,2002,0.576929801
Kiribati,2003,0.602030422
Kiribati,2004,0.6915085
Kiribati,2005,0.718486095
Kiribati,2006,0.761258469
Kiribati,2007,0.802989261
Kiribati,2008,1.054496373
Kiribati,2009,10.29063487
Kiribati,2010,10.83965092
Kiribati,2011,13.89219144
Kiribati,2012,15.87522076
Kiribati,2013,16.60951041
Kuwait,1980,0
Kuwait,1981,0
Kuwait,1982,0
Kuwait,1983,0
Kuwait,1984,0
Kuwait,1985,0
Kuwait,1986,0.450163596
Kuwait,1987,0.744799425
Kuwait,1988,0.87176792
Kuwait,1989,1.092645669
Kuwait,1990,1.006663838
Kuwait,1991,2.15037524
Kuwait,1992,2.699075329
Kuwait,1993,3.656986692
Kuwait,1994,5.17054703
Kuwait,1995,7.414872617
Kuwait,1996,9.529321669
Kuwait,1997,12.83619367
Kuwait,1998,14.51624891
Kuwait,1999,16.49797487
Kuwait,2000,24.97074069
Kuwait,2001,44.32587231
Kuwait,2002,59.90532323
Kuwait,2003,67.09655714
Kuwait,2004,80.79191756
Kuwait,2005,60.18706501
Kuwait,2006,48.79420214
Kuwait,2007,55.82934104
Kuwait,2008,55.50663695
Kuwait,2009,91.87085234
Kuwait,2010,133.0114856
Kuwait,2011,157.9080265
Kuwait,2012,156.8991317
Kuwait,2013,190.2883477
Kyrgyzstan,1980,0
Kyrgyzstan,1981,0
Kyrgyzstan,1982,0
Kyrgyzstan,1983,0
Kyrgyzstan,1984,0
Kyrgyzstan,1985,0
Kyrgyzstan,1986,0
Kyrgyzstan,1987,0
Kyrgyzstan,1988,0
Kyrgyzstan,1989,0
Kyrgyzstan,1990,0
Kyrgyzstan,1991,0
Kyrgyzstan,1992,0
Kyrgyzstan,1993,0
Kyrgyzstan,1994,0
Kyrgyzstan,1995,0
Kyrgyzstan,1996,0
Kyrgyzstan,1997,0
Kyrgyzstan,1998,0.027985829
Kyrgyzstan,1999,0.052542783
Kyrgyzstan,2000,0.181640211
Kyrgyzstan,2001,0.541281538
Kyrgyzstan,2002,1.06095982
Kyrgyzstan,2003,2.760361261
Kyrgyzstan,2004,5.247235178
Kyrgyzstan,2005,10.74198875
Kyrgyzstan,2006,24.82981805
Kyrgyzstan,2007,42.23224718
Kyrgyzstan,2008,65.30377271
Kyrgyzstan,2009,85.22197941
Kyrgyzstan,2010,98.89869621
Kyrgyzstan,2011,116.1691884
Kyrgyzstan,2012,124.1795305
Kyrgyzstan,2013,121.4498189
Laos,1980,0
Laos,1981,0
Laos,1982,0
Laos,1983,0
Laos,1984,0
Laos,1985,0
Laos,1986,0
Laos,1987,0
Laos,1988,0
Laos,1989,0
Laos,1990,0
Laos,1991,0
Laos,1992,0.006447558
Laos,1993,0.007349983
Laos,1994,0.013154732
Laos,1995,0.031592094
Laos,1996,0.076003812
Laos,1997,0.096434494
Laos,1998,0.124074727
Laos,1999,0.227966538
Laos,2000,0.235344074
Laos,2001,0.540111284
Laos,2002,0.994726112
Laos,2003,1.998106804
Laos,2004,3.582856417
Laos,2005,11.35500253
Laos,2006,17.12308321
Laos,2007,24.58574175
Laos,2008,32.93844548
Laos,2009,51.6059112
Laos,2010,62.59497573
Laos,2011,84.04519396
Laos,2012,64.70225602
Laos,2013,68.13586427
Latvia,1980,0
Latvia,1981,0
Latvia,1982,0
Latvia,1983,0
Latvia,1984,0
Latvia,1985,0
Latvia,1986,0
Latvia,1987,0
Latvia,1988,0
Latvia,1989,0
Latvia,1990,0
Latvia,1991,0
Latvia,1992,0.039328979
Latvia,1993,0.14794034
Latvia,1994,0.331189288
Latvia,1995,0.603017378
Latvia,1996,1.159335396
Latvia,1997,3.166808235
Latvia,1998,6.935166587
Latvia,1999,11.45715573
Latvia,2000,16.92073434
Latvia,2001,28.00633094
Latvia,2002,39.58103986
Latvia,2003,53.30713618
Latvia,2004,68.06697415
Latvia,2005,84.02031102
Latvia,2006,99.37820811
Latvia,2007,102.3002948
Latvia,2008,107.4991886
Latvia,2009,109.0545685
Latvia,2010,110.3123196
Latvia,2011,111.3637843
Latvia,2012,188.3481976
Latvia,2013,228.4010716
Lebanon,1980,0
Lebanon,1981,0
Lebanon,1982,0
Lebanon,1983,0
Lebanon,1984,0
Lebanon,1985,0
Lebanon,1986,0
Lebanon,1987,0
Lebanon,1988,0
Lebanon,1989,0
Lebanon,1990,0
Lebanon,1991,0
Lebanon,1992,0
Lebanon,1993,0
Lebanon,1994,0
Lebanon,1995,3.955949187
Lebanon,1996,6.447444858
Lebanon,1997,12.08968939
Lebanon,1998,16.2266451
Lebanon,1999,19.8624769
Lebanon,2000,22.96484493
Lebanon,2001,22.83637122
Lebanon,2002,22.04753436
Lebanon,2003,21.55653896
Lebanon,2004,22.9512438
Lebanon,2005,24.92075854
Lebanon,2006,27.11958337
Lebanon,2007,30.43615738
Lebanon,2008,34.08910658
Lebanon,2009,56.28348894
Lebanon,2010,65.96644347
Lebanon,2011,77.19001676
Lebanon,2012,80.80708333
Lebanon,2013,80.56367407
Lesotho,1980,0
Lesotho,1981,0
Lesotho,1982,0
Lesotho,1983,0
Lesotho,1984,0
Lesotho,1985,0
Lesotho,1986,0
Lesotho,1987,0
Lesotho,1988,0
Lesotho,1989,0
Lesotho,1990,0
Lesotho,1991,0
Lesotho,1992,0
Lesotho,1993,0
Lesotho,1994,0
Lesotho,1995,0
Lesotho,1996,0.070930875
Lesotho,1997,0.19426324
Lesotho,1998,0.539687716
Lesotho,1999,0.65231182
Lesotho,2000,1.163652036
Lesotho,2001,3.045685279
Lesotho,2002,7.316571262
Lesotho,2003,6.633286935
Lesotho,2004,10.26206811
Lesotho,2005,12.97020943
Lesotho,2006,18.44519698
Lesotho,2007,24.66811263
Lesotho,2008,30.07891192
Lesotho,2009,33.21820036
Lesotho,2010,49.15315236
Lesotho,2011,60.72157105
Lesotho,2012,75.30007872
Lesotho,2013,86.30152835
Liberia,1980,0
Liberia,1981,0
Liberia,1982,0
Liberia,1983,0
Liberia,1984,0
Liberia,1985,0
Liberia,1986,0
Liberia,1987,0
Liberia,1988,0
Liberia,1989,0
Liberia,1990,0
Liberia,1991,0
Liberia,1992,0
Liberia,1993,0
Liberia,1994,0
Liberia,1995,0
Liberia,1996,0
Liberia,1997,0
Liberia,1998,0
Liberia,1999,0
Liberia,2000,0.051867794
Liberia,2001,0.066694011
Liberia,2002,0.162830754
Liberia,2003,1.512376521
Liberia,2004,2.963283483
Liberia,2005,4.893286594
Liberia,2006,8.272298053
Liberia,2007,15.9839014
Liberia,2008,23.26963112
Liberia,2009,28.39406088
Liberia,2010,39.69964553
Liberia,2011,49.52909493
Liberia,2012,56.79362644
Liberia,2013,59.40217188
Libya,1980,0
Libya,1981,0
Libya,1982,0
Libya,1983,0
Libya,1984,0
Libya,1985,0
Libya,1986,0
Libya,1987,0
Libya,1988,0
Libya,1989,0
Libya,1990,0
Libya,1991,0
Libya,1992,0
Libya,1993,0
Libya,1994,0
Libya,1995,0
Libya,1996,0
Libya,1997,0.20307261
Libya,1998,0.399262164
Libya,1999,0.589050841
Libya,2000,0.772769907
Libya,2001,0.950809491
Libya,2002,1.310765939
Libya,2003,2.342044756
Libya,2004,9.07935355
Libya,2005,35.74971624
Libya,2006,69.06848267
Libya,2007,77.82628758
Libya,2008,125.5633801
Libya,2009,159.8519698
Libya,2010,180.4452926
Libya,2011,163.847587
Libya,2012,155.7690861
Libya,2013,165.0449946
Liechtenstein,1990,0
Liechtenstein,1998,23.27241133
Liechtenstein,1999,27.54315094
Liechtenstein,2000,30.21787085
Liechtenstein,2001,32.86034354
Liechtenstein,2002,33.712782
Liechtenstein,2003,73.22574031
Liechtenstein,2004,74.03106402
Liechtenstein,2005,79.16810593
Liechtenstein,2006,82.09146968
Liechtenstein,2007,90.66783732
Liechtenstein,2008,95.55393176
Liechtenstein,2009,97.62628657
Liechtenstein,2010,98.28349945
Liechtenstein,2011,101.5994284
Liechtenstein,2012,98.42863378
Liechtenstein,2013,104.0677048
Lithuania,1980,0
Lithuania,1981,0
Lithuania,1982,0
Lithuania,1983,0
Lithuania,1984,0
Lithuania,1985,0
Lithuania,1986,0
Lithuania,1987,0
Lithuania,1988,0
Lithuania,1989,0
Lithuania,1990,0
Lithuania,1991,0
Lithuania,1992,0.007237018
Lithuania,1993,0.033825344
Lithuania,1994,0.123604654
Lithuania,1995,0.407791561
Lithuania,1996,1.413556028
Lithuania,1997,4.614134791
Lithuania,1998,7.519752997
Lithuania,1999,9.402616646
Lithuania,2000,14.97807884
Lithuania,2001,29.40820126
Lithuania,2002,48.09591311
Lithuania,2003,62.22474478
Lithuania,2004,91.53684127
Lithuania,2005,132.4531715
Lithuania,2006,145.6770199
Lithuania,2007,153.9793573
Lithuania,2008,159.7881851
Lithuania,2009,159.9465566
Lithuania,2010,159.3953899
Lithuania,2011,162.221828
Lithuania,2012,165.055831
Lithuania,2013,151.3449586
Luxembourg,1980,0
Luxembourg,1981,0
Luxembourg,1982,0
Luxembourg,1983,0
Luxembourg,1984,0
Luxembourg,1985,0.01090251
Luxembourg,1986,0.079204698
Luxembourg,1987,0.101055831
Luxembourg,1988,0.144873303
Luxembourg,1989,0.176060533
Luxembourg,1990,0.215825454
Luxembourg,1991,0.294804301
Luxembourg,1992,0.286150081
Luxembourg,1993,1.280710464
Luxembourg,1994,3.204244164
Luxembourg,1995,6.575491484
Luxembourg,1996,10.8694602
Luxembourg,1997,16.0027049
Luxembourg,1998,30.64574459
Luxembourg,1999,48.5058015
Luxembourg,2000,69.54055275
Luxembourg,2001,92.94015273
Luxembourg,2002,106.6458636
Luxembourg,2003,120.5827345
Luxembourg,2004,104.0863873
Luxembourg,2005,111.3909232
Luxembourg,2006,152.9357005
Luxembourg,2007,143.7137566
Luxembourg,2008,145.0821859
Luxembourg,2009,144.5446442
Luxembourg,2010,143.1426406
Luxembourg,2011,148.1506658
Luxembourg,2012,145.3599468
Luxembourg,2013,148.6426713
Macao,1980,0
Macao,1981,0
Macao,1982,0
Macao,1983,0
Macao,1984,0
Macao,1985,0
Macao,1986,0
Macao,1987,0
Macao,1988,0
Macao,1989,0.389132974
Macao,1990,0.620456725
Macao,1991,1.31182947
Macao,1992,2.782696619
Macao,1993,3.930750232
Macao,1994,5.473693346
Macao,1995,9.004941537
Macao,1996,11.05246144
Macao,1997,12.82549129
Macao,1998,19.60650414
Macao,1999,27.75920912
Macao,2000,32.65795646
Macao,2001,44.3925767
Macao,2002,62.17223911
Macao,2003,80.76816408
Macao,2004,94.3097906
Macao,2005,113.800948
Macao,2006,132.6253418
Macao,2007,161.052988
Macao,2008,183.7526205
Macao,2009,198.8777206
Macao,2010,209.9151556
Macao,2011,247.7116047
Macao,2012,289.7820156
Macao,2013,304.0821011
Macedonia,1980,0
Macedonia,1981,0
Macedonia,1982,0
Macedonia,1983,0
Macedonia,1984,0
Macedonia,1985,0
Macedonia,1986,0
Macedonia,1987,0
Macedonia,1988,0
Macedonia,1989,0
Macedonia,1990,0
Macedonia,1991,0
Macedonia,1992,0
Macedonia,1993,0
Macedonia,1994,0
Macedonia,1995,0
Macedonia,1996,0.053564006
Macedonia,1997,0.620679856
Macedonia,1998,1.494548007
Macedonia,1999,2.395345854
Macedonia,2000,5.640386155
Macedonia,2001,10.81183556
Macedonia,2002,17.61178072
Macedonia,2003,37.29216586
Macedonia,2004,47.25448381
Macedonia,2005,54.11398038
Macedonia,2006,60.36108494
Macedonia,2007,85.5869447
Macedonia,2008,93.74690592
Macedonia,2009,92.50951414
Macedonia,2010,102.4359533
Macedonia,2011,105.1967071
Macedonia,2012,106.1686238
Macedonia,2013,106.1738133
Madagascar,1980,0
Madagascar,1981,0
Madagascar,1982,0
Madagascar,1983,0
Madagascar,1984,0
Madagascar,1985,0
Madagascar,1986,0
Madagascar,1987,0
Madagascar,1988,0
Madagascar,1989,0
Madagascar,1990,0
Madagascar,1991,0
Madagascar,1992,0
Madagascar,1993,0
Madagascar,1994,0.002300657
Madagascar,1995,0.009663613
Madagascar,1996,0.016567447
Madagascar,1997,0.028612824
Madagascar,1998,0.08643535
Madagascar,1999,0.234242473
Madagascar,2000,0.40072885
Madagascar,2001,0.908488031
Madagascar,2002,0.974006438
Madagascar,2003,1.644891137
Madagascar,2004,1.879643651
Madagascar,2005,2.789819618
Madagascar,2006,5.555513652
Madagascar,2007,11.44808924
Madagascar,2008,24.26502318
Madagascar,2009,30.65911646
Madagascar,2010,36.5839289
Madagascar,2011,40.04243013
Madagascar,2012,39.37666576
Madagascar,2013,36.90806976
Malawi,1980,0
Malawi,1981,0
Malawi,1982,0
Malawi,1983,0
Malawi,1984,0
Malawi,1985,0
Malawi,1986,0
Malawi,1987,0
Malawi,1988,0
Malawi,1989,0
Malawi,1990,0
Malawi,1991,0
Malawi,1992,0
Malawi,1993,0
Malawi,1994,0
Malawi,1995,0.003833777
Malawi,1996,0.0364413
Malawi,1997,0.06728014
Malawi,1998,0.09812919
Malawi,1999,0.20430944
Malawi,2000,0.432804993
Malawi,2001,0.479473493
Malawi,2002,0.721460565
Malawi,2003,1.103986285
Malawi,2004,1.767311574
Malawi,2005,3.258578544
Malawi,2006,4.660239481
Malawi,2007,7.662757357
Malawi,2008,10.66389819
Malawi,2009,17.05611988
Malawi,2010,20.763471
Malawi,2011,25.56405677
Malawi,2012,29.2138369
Malawi,2013,32.33015944
Malaysia,1980,0
Malaysia,1981,0
Malaysia,1982,0
Malaysia,1983,0
Malaysia,1984,0
Malaysia,1986,0.066682008
Malaysia,1987,0.104235639
Malaysia,1988,0.158713808
Malaysia,1989,0.222617369
Malaysia,1990,0.475644054
Malaysia,1991,0.694816981
Malaysia,1992,1.044372977
Malaysia,1993,1.725876473
Malaysia,1994,2.829380142
Malaysia,1995,4.849446866
Malaysia,1996,7.15113869
Malaysia,1997,9.171856982
Malaysia,1998,9.841173744
Malaysia,1999,13.05902224
Malaysia,2000,21.86841916
Malaysia,2001,30.86633635
Malaysia,2002,37.08149429
Malaysia,2003,44.69147335
Malaysia,2004,57.60279414
Malaysia,2005,75.62840062
Malaysia,2006,73.93037394
Malaysia,2007,87.07077496
Malaysia,2008,101.5040904
Malaysia,2009,108.4694083
Malaysia,2010,119.7442976
Malaysia,2011,127.477801
Malaysia,2012,141.3296962
Malaysia,2013,144.6850309
Maldives,1980,0
Maldives,1981,0
Maldives,1982,0
Maldives,1983,0
Maldives,1984,0
Maldives,1985,0
Maldives,1986,0
Maldives,1987,0
Maldives,1988,0
Maldives,1989,0
Maldives,1990,0
Maldives,1991,0
Maldives,1992,0
Maldives,1993,0
Maldives,1994,0
Maldives,1995,0
Maldives,1996,0.007978967
Maldives,1997,0.503224145
Maldives,1998,0.613040275
Maldives,1999,1.094011725
Maldives,2000,2.800417973
Maldives,2001,6.800683884
Maldives,2002,14.81875767
Maldives,2003,23.11105239
Maldives,2004,38.71591939
Maldives,2005,68.42621717
Maldives,2006,89.50813176
Maldives,2007,101.719445
Maldives,2008,138.8041154
Maldives,2009,143.2052806
Maldives,2010,151.783883
Maldives,2011,159.7911219
Maldives,2012,165.6257202
Maldives,2013,181.1940074
Mali,1980,0
Mali,1981,0
Mali,1982,0
Mali,1983,0
Mali,1984,0
Mali,1985,0
Mali,1986,0
Mali,1987,0
Mali,1988,0
Mali,1989,0
Mali,1990,0
Mali,1991,0
Mali,1992,0
Mali,1993,0
Mali,1994,0
Mali,1995,0
Mali,1996,0.012871175
Mali,1997,0.030035121
Mali,1998,0.046054694
Mali,1999,0.064015263
Mali,2000,0.10133933
Mali,2001,0.227184768
Mali,2002,0.422451786
Mali,2003,2.203465197
Mali,2004,3.51562473
Mali,2005,6.381119979
Mali,2006,12.27489738
Mali,2007,19.8881407
Mali,2008,26.17209427
Mali,2009,32.89656779
Mali,2010,53.19893999
Mali,2011,75.06504419
Mali,2012,98.37926527
Mali,2013,129.0669372
Malta,1980,0
Malta,1981,0
Malta,1982,0
Malta,1983,0
Malta,1984,0
Malta,1985,0
Malta,1986,0
Malta,1987,0
Malta,1988,0
Malta,1989,0
Malta,1990,0
Malta,1991,0.600709786
Malta,1992,0.911762254
Malta,1993,1.365578155
Malta,1994,1.912899318
Malta,1995,2.727651884
Malta,1996,3.135205093
Malta,1997,4.407620841
Malta,1998,5.581290502
Malta,1999,9.253024283
Malta,2000,28.08241867
Malta,2001,58.52032186
Malta,2002,67.44548628
Malta,2003,70.42230263
Malta,2004,74.0777404
Malta,2005,78.11509185
Malta,2006,83.24155512
Malta,2007,88.03028855
Malta,2008,91.64440727
Malta,2009,99.81341872
Malta,2010,107.2611822
Malta,2011,122.3737909
Malta,2012,124.4209424
Malta,2013,129.7545011
Marshall Islands,1980,0
Marshall Islands,1981,0
Marshall Islands,1982,0
Marshall Islands,1983,0
Marshall Islands,1984,0
Marshall Islands,1985,0
Marshall Islands,1986,0
Marshall Islands,1987,0
Marshall Islands,1988,0
Marshall Islands,1989,0
Marshall Islands,1990,0
Marshall Islands,1991,0
Marshall Islands,1992,0
Marshall Islands,1993,0
Marshall Islands,1994,0.553611325
Marshall Islands,1995,0.51744414
Marshall Islands,1996,0.71015818
Marshall Islands,1997,0.901406271
Marshall Islands,1998,0.664458226
Marshall Islands,1999,0.850679776
Marshall Islands,2000,0.856962098
Marshall Islands,2001,0.937068833
Marshall Islands,2002,1.05826192
Marshall Islands,2003,1.147462343
Marshall Islands,2004,1.236701617
Marshall Islands,2005,1.267816666
Mauritania,1980,0
Mauritania,1981,0
Mauritania,1982,0
Mauritania,1983,0
Mauritania,1984,0
Mauritania,1985,0
Mauritania,1986,0
Mauritania,1987,0
Mauritania,1988,0
Mauritania,1989,0
Mauritania,1990,0
Mauritania,1991,0
Mauritania,1992,0
Mauritania,1993,0
Mauritania,1994,0
Mauritania,1995,0
Mauritania,1996,0
Mauritania,1997,0
Mauritania,1998,0
Mauritania,1999,0
Mauritania,2000,0.564972795
Mauritania,2001,3.957257336
Mauritania,2002,8.592317244
Mauritania,2003,11.83389774
Mauritania,2004,17.0974578
Mauritania,2005,23.69917779
Mauritania,2006,32.74292687
Mauritania,2007,42.46099968
Mauritania,2008,61.11751406
Mauritania,2009,62.06488083
Mauritania,2010,76.9112489
Mauritania,2011,89.52144655
Mauritania,2012,106.0413193
Mauritania,2013,102.5274559
Mauritius,1980,0
Mauritius,1981,0
Mauritius,1982,0
Mauritius,1983,0
Mauritius,1984,0
Mauritius,1985,0
Mauritius,1986,0
Mauritius,1987,0
Mauritius,1988,0
Mauritius,1989,0
Mauritius,1990,0.20835997
Mauritius,1991,0.233992787
Mauritius,1992,0.268913275
Mauritius,1993,0.36751084
Mauritius,1994,0.512193086
Mauritius,1995,1.039713789
Mauritius,1996,1.824826146
Mauritius,1997,3.681905532
Mauritius,1998,5.183908342
Mauritius,1999,8.68191259
Mauritius,2000,15.1880406
Mauritius,2001,22.83991451
Mauritius,2002,28.9858312
Mauritius,2003,38.40059593
Mauritius,2004,45.31863157
Mauritius,2005,54.16012507
Mauritius,2006,63.49227878
Mauritius,2007,76.11805478
Mauritius,2008,84.46575593
Mauritius,2009,88.58099786
Mauritius,2010,96.7692919
Mauritius,2011,104.7930618
Mauritius,2012,119.8654035
Mauritius,2013,123.2398186
Mexico,1980,0
Mexico,1981,0
Mexico,1982,0
Mexico,1983,0
Mexico,1984,0
Mexico,1985,0
Mexico,1986,0
Mexico,1987,0
Mexico,1988,0.001815204
Mexico,1989,0.010079818
Mexico,1990,0.074266061
Mexico,1991,0.183067275
Mexico,1992,0.348322481
Mexico,1993,0.421293924
Mexico,1994,0.608553991
Mexico,1995,0.721767371
Mexico,1996,1.051320868
Mexico,1997,1.758956617
Mexico,1998,3.326889843
Mexico,1999,7.556565917
Mexico,2000,13.55289414
Mexico,2001,20.65462731
Mexico,2002,24.29476815
Mexico,2003,27.85371761
Mexico,2004,35.15321825
Mexico,2005,42.56115672
Mexico,2006,49.40875353
Mexico,2007,58.62729509
Mexico,2008,65.49948112
Mexico,2009,71.45817512
Mexico,2010,77.51826326
Mexico,2011,79.24118294
Mexico,2012,83.35070827
Mexico,2013,85.83640136
Micronesia (country),1980,0
Micronesia (country),1981,0
Micronesia (country),1982,0
Micronesia (country),1983,0
Micronesia (country),1984,0
Micronesia (country),1985,0
Micronesia (country),1986,0
Micronesia (country),1987,0
Micronesia (country),1988,0
Micronesia (country),1989,0
Micronesia (country),1990,0
Micronesia (country),1991,0
Micronesia (country),1992,0
Micronesia (country),1993,0
Micronesia (country),1994,0
Micronesia (country),1995,0
Micronesia (country),1996,0
Micronesia (country),1997,0
Micronesia (country),1998,0
Micronesia (country),1999,0
Micronesia (country),2000,0
Micronesia (country),2001,0
Micronesia (country),2002,0.093472795
Micronesia (country),2003,5.494495207
Micronesia (country),2004,11.99343186
Micronesia (country),2005,13.27143637
Micronesia (country),2006,17.61444278
Micronesia (country),2007,26.10540739
Micronesia (country),2008,26.31629313
Micronesia (country),2009,26.4466307
Micronesia (country),2010,26.55690559
Micronesia (country),2011,26.68626238
Micronesia (country),2012,30.18811355
Micronesia (country),2013,30.31704797
Moldova,1980,0
Moldova,1981,0
Moldova,1982,0
Moldova,1983,0
Moldova,1984,0
Moldova,1985,0
Moldova,1986,0
Moldova,1987,0
Moldova,1988,0
Moldova,1989,0
Moldova,1990,0
Moldova,1991,0
Moldova,1992,0
Moldova,1993,0
Moldova,1994,0
Moldova,1995,0.000322649
Moldova,1996,0.02135537
Moldova,1997,0.051537046
Moldova,1998,0.165808961
Moldova,1999,0.431908228
Moldova,2000,3.384313924
Moldova,2001,5.56850887
Moldova,2002,8.521582045
Moldova,2003,12.21462166
Moldova,2004,20.55923738
Moldova,2005,28.92959183
Moldova,2006,36.55327717
Moldova,2007,51.2664194
Moldova,2008,66.64125769
Moldova,2009,59.27754616
Moldova,2010,71.38468703
Moldova,2011,90.80797013
Moldova,2012,101.9890274
Moldova,2013,106.0114063
Monaco,1980,0
Monaco,1981,0
Monaco,1982,0
Monaco,1983,0
Monaco,1984,0
Monaco,1985,0
Monaco,1986,0
Monaco,1987,0
Monaco,1988,0
Monaco,1989,0
Monaco,1990,0
Monaco,1991,0
Monaco,1992,0
Monaco,1993,3.815780742
Monaco,1994,8.41139927
Monaco,1995,9.788273616
Monaco,1996,17.43566562
Monaco,1997,23.04589975
Monaco,1998,36.40574928
Monaco,1999,41.1385438
Monaco,2000,43.4119884
Monaco,2001,44.18834579
Monaco,2002,45.55171041
Monaco,2003,45.74435817
Monaco,2004,47.23205182
Monaco,2005,50.8489115
Monaco,2006,53.26602462
Monaco,2007,58.26407334
Monaco,2008,61.64882587
Monaco,2009,63.33645426
Monaco,2010,63.54729271
Monaco,2011,85.3144038
Monaco,2012,88.3339099
Monaco,2013,93.74322645
Mongolia,1980,0
Mongolia,1981,0
Mongolia,1982,0
Mongolia,1983,0
Mongolia,1984,0
Mongolia,1985,0
Mongolia,1986,0
Mongolia,1987,0
Mongolia,1988,0
Mongolia,1989,0
Mongolia,1990,0
Mongolia,1991,0
Mongolia,1992,0
Mongolia,1993,0
Mongolia,1994,0
Mongolia,1995,0
Mongolia,1996,0.038850072
Mongolia,1997,0.085626592
Mongolia,1998,0.383423798
Mongolia,1999,1.454509033
Mongolia,2000,6.448456354
Mongolia,2001,8.058953518
Mongolia,2002,8.840752266
Mongolia,2003,12.92233031
Mongolia,2004,17.1735741
Mongolia,2005,22.05448482
Mongolia,2006,30.27549174
Mongolia,2007,46.03282072
Mongolia,2008,66.96882523
Mongolia,2009,84.16299837
Mongolia,2010,92.54376943
Mongolia,2011,106.8296923
Mongolia,2012,120.6945936
Mongolia,2013,124.1841263
Montenegro,2004,78.70336929
Montenegro,2005,88.21084083
Montenegro,2006,104.3490032
Montenegro,2007,145.678213
Montenegro,2008,187.1872419
Montenegro,2009,208.9361132
Montenegro,2010,188.6859395
Montenegro,2011,186.7595594
Montenegro,2012,159.539416
Montenegro,2013,159.9499825
Morocco,1980,0
Morocco,1981,0
Morocco,1982,0
Morocco,1983,0
Morocco,1984,0
Morocco,1985,0
Morocco,1986,0
Morocco,1987,0.000257953
Morocco,1988,0.000442292
Morocco,1989,0.002891162
Morocco,1990,0.003663631
Morocco,1991,0.005969421
Morocco,1992,0.012581316
Morocco,1993,0.025865041
Morocco,1994,0.05220786
Morocco,1995,0.109979867
Morocco,1996,0.157659667
Morocco,1997,0.269510477
Morocco,1998,0.416387264
Morocco,1999,1.30109029
Morocco,2000,8.157401485
Morocco,2001,16.44227749
Morocco,2002,21.14761119
Morocco,2003,24.87540363
Morocco,2004,31.27322579
Morocco,2005,41.13733424
Morocco,2006,52.6556339
Morocco,2007,65.31204171
Morocco,2008,73.70564595
Morocco,2009,80.92564452
Morocco,2010,101.074253
Morocco,2011,114.019338
Morocco,2012,119.9722162
Morocco,2013,128.5252097
Mozambique,1980,0
Mozambique,1981,0
Mozambique,1982,0
Mozambique,1983,0
Mozambique,1984,0
Mozambique,1985,0
Mozambique,1986,0
Mozambique,1987,0
Mozambique,1988,0
Mozambique,1989,0
Mozambique,1990,0
Mozambique,1991,0
Mozambique,1992,0
Mozambique,1993,0
Mozambique,1994,0
Mozambique,1995,0
Mozambique,1996,0
Mozambique,1997,0.014780106
Mozambique,1998,0.038759156
Mozambique,1999,0.068788234
Mozambique,2000,0.279415996
Mozambique,2001,0.812595994
Mozambique,2002,1.318635599
Mozambique,2003,2.192657947
Mozambique,2004,3.463995267
Mozambique,2005,7.158096552
Mozambique,2006,10.83653425
Mozambique,2007,13.89078923
Mozambique,2008,19.3520095
Mozambique,2009,25.55872869
Mozambique,2010,30.14184555
Mozambique,2011,31.95650185
Mozambique,2012,34.93571402
Mozambique,2013,48.00421557
Myanmar,1980,0
Myanmar,1981,0
Myanmar,1982,0
Myanmar,1983,0
Myanmar,1984,0
Myanmar,1985,0
Myanmar,1986,0
Myanmar,1987,0
Myanmar,1988,0
Myanmar,1989,0
Myanmar,1990,0
Myanmar,1991,0
Myanmar,1992,0
Myanmar,1993,0.001459615
