Entity,Year,SRES A1 (GDP per capita; downscaling by Pretis & Roser (2016))
Portugal,2070,325000000000
Portugal,2075,349000000000
Portugal,2080,383000000000
Portugal,2085,416000000000
Portugal,2090,450000000000
Portugal,2095,483000000000
Portugal,2100,517000000000
Puerto Rico,1990,30600000000
Puerto Rico,1995,34900000000
Puerto Rico,2000,39600000000
Puerto Rico,2005,44600000000
Puerto Rico,2010,50100000000
Puerto Rico,2015,56500000000
Puerto Rico,2020,62900000000
Puerto Rico,2025,70700000000
Puerto Rico,2030,78500000000
Puerto Rico,2035,87800000000
Puerto Rico,2040,97200000000
Puerto Rico,2045,106000000000
Puerto Rico,2050,116000000000
Puerto Rico,2055,130000000000
Puerto Rico,2060,143000000000
Puerto Rico,2065,157000000000
Puerto Rico,2070,171000000000
Puerto Rico,2075,185000000000
Puerto Rico,2080,203000000000
Puerto Rico,2085,222000000000
Puerto Rico,2090,241000000000
Puerto Rico,2095,259000000000
Puerto Rico,2100,278000000000
Qatar,1990,7360000000
Qatar,1995,8750000000
Qatar,2000,10200000000
Qatar,2005,14700000000
Qatar,2010,20900000000
Qatar,2015,30800000000
Qatar,2020,40700000000
Qatar,2025,58800000000
Qatar,2030,77000000000
Qatar,2035,110000000000
Qatar,2040,143000000000
Qatar,2045,176000000000
Qatar,2050,210000000000
Qatar,2055,243000000000
Qatar,2060,277000000000
Qatar,2065,311000000000
Qatar,2070,344000000000
Qatar,2075,378000000000
Qatar,2080,415000000000
Qatar,2085,453000000000
Qatar,2090,490000000000
Qatar,2095,527000000000
Qatar,2100,565000000000
Reunion,1990,5210000000
Reunion,1995,6220000000
Reunion,2000,7280000000
Reunion,2005,10200000000
Reunion,2010,14000000000
Reunion,2015,19800000000
Reunion,2020,25600000000
Reunion,2025,35500000000
Reunion,2030,45400000000
Reunion,2035,91500000000
Reunion,2040,138000000000
Reunion,2045,184000000000
Reunion,2050,230000000000
Reunion,2055,311000000000
Reunion,2060,392000000000
Reunion,2065,473000000000
Reunion,2070,554000000000
Reunion,2075,635000000000
Reunion,2080,725000000000
Reunion,2085,814000000000
Reunion,2090,904000000000
Reunion,2095,994000000000
Reunion,2100,1080000000000
Romania,1990,38300000000
Romania,1995,33600000000
Romania,2000,29500000000
Romania,2005,40100000000
Romania,2010,54600000000
Romania,2015,78000000000
Romania,2020,101000000000
Romania,2025,145000000000
Romania,2030,188000000000
Romania,2035,251000000000
Romania,2040,313000000000
Romania,2045,376000000000
Romania,2050,439000000000
Romania,2055,507000000000
Romania,2060,574000000000
Romania,2065,642000000000
Romania,2070,710000000000
Romania,2075,778000000000
Romania,2080,864000000000
Romania,2085,951000000000
Romania,2090,1040000000000
Romania,2095,1120000000000
Romania,2100,1210000000000
Russia,1990,579000000000
Russia,1995,508000000000
Russia,2000,445000000000
Russia,2005,606000000000
Russia,2010,826000000000
Russia,2015,1180000000000
Russia,2020,1530000000000
Russia,2025,2180000000000
Russia,2030,2840000000000
Russia,2035,3790000000000
Russia,2040,4740000000000
Russia,2045,5690000000000
Russia,2050,6640000000000
Russia,2055,7660000000000
Russia,2060,8680000000000
Russia,2065,9710000000000
Russia,2070,10700000000000
Russia,2075,11800000000000
Russia,2080,13100000000000
Russia,2085,14400000000000
Russia,2090,15700000000000
Russia,2095,17000000000000
Russia,2100,18300000000000
Rwanda,1990,2580000000
Rwanda,1995,3090000000
Rwanda,2000,3610000000
Rwanda,2005,5050000000
Rwanda,2010,6950000000
Rwanda,2015,9840000000
Rwanda,2020,12700000000
Rwanda,2025,17600000000
Rwanda,2030,22500000000
Rwanda,2035,45400000000
Rwanda,2040,68300000000
Rwanda,2045,91200000000
Rwanda,2050,114000000000
Rwanda,2055,154000000000
Rwanda,2060,194000000000
Rwanda,2065,234000000000
Rwanda,2070,275000000000
Rwanda,2075,315000000000
Rwanda,2080,359000000000
Rwanda,2085,404000000000
Rwanda,2090,449000000000
Rwanda,2095,493000000000
Rwanda,2100,538000000000
Samoa,1990,146000000
Samoa,1995,183000000
Samoa,2000,228000000
Samoa,2005,325000000
Samoa,2010,461000000
Samoa,2015,688000000
Samoa,2020,916000000
Samoa,2025,1360000000
Samoa,2030,1800000000
Samoa,2035,2460000000
Samoa,2040,3130000000
Samoa,2045,3790000000
Samoa,2050,4450000000
Samoa,2055,5880000000
Samoa,2060,7300000000
Samoa,2065,8720000000
Samoa,2070,10200000000
Samoa,2075,11600000000
Samoa,2080,12900000000
Samoa,2085,14200000000
Samoa,2090,15500000000
Samoa,2095,16700000000
Samoa,2100,18000000000
Saudi Arabia,1990,105000000000
Saudi Arabia,1995,124000000000
Saudi Arabia,2000,145000000000
Saudi Arabia,2005,209000000000
Saudi Arabia,2010,296000000000
Saudi Arabia,2015,438000000000
Saudi Arabia,2020,579000000000
Saudi Arabia,2025,836000000000
Saudi Arabia,2030,1090000000000
Saudi Arabia,2035,1570000000000
Saudi Arabia,2040,2040000000000
Saudi Arabia,2045,2510000000000
Saudi Arabia,2050,2980000000000
Saudi Arabia,2055,3460000000000
Saudi Arabia,2060,3940000000000
Saudi Arabia,2065,4420000000000
Saudi Arabia,2070,4900000000000
Saudi Arabia,2075,5370000000000
Saudi Arabia,2080,5910000000000
Saudi Arabia,2085,6440000000000
Saudi Arabia,2090,6970000000000
Saudi Arabia,2095,7500000000000
Saudi Arabia,2100,8030000000000
Senegal,1990,5700000000
Senegal,1995,6810000000
Senegal,2000,7960000000
Senegal,2005,11100000000
Senegal,2010,15300000000
Senegal,2015,21700000000
Senegal,2020,28000000000
Senegal,2025,38800000000
Senegal,2030,49600000000
Senegal,2035,100000000000
Senegal,2040,151000000000
Senegal,2045,201000000000
Senegal,2050,251000000000
Senegal,2055,340000000000
Senegal,2060,428000000000
Senegal,2065,517000000000
Senegal,2070,605000000000
Senegal,2075,694000000000
Senegal,2080,792000000000
Senegal,2085,891000000000
Senegal,2090,989000000000
Senegal,2095,1090000000000
Senegal,2100,1190000000000
Sierra Leone,1990,897000000
Sierra Leone,1995,1070000000
Sierra Leone,2000,1250000000
Sierra Leone,2005,1750000000
Sierra Leone,2010,2410000000
Sierra Leone,2015,3410000000
Sierra Leone,2020,4410000000
Sierra Leone,2025,6110000000
Sierra Leone,2030,7810000000
Sierra Leone,2035,15800000000
Sierra Leone,2040,23700000000
Sierra Leone,2045,31600000000
Sierra Leone,2050,39600000000
Sierra Leone,2055,53500000000
Sierra Leone,2060,67400000000
Sierra Leone,2065,81400000000
Sierra Leone,2070,95300000000
Sierra Leone,2075,109000000000
Sierra Leone,2080,125000000000
Sierra Leone,2085,140000000000
Sierra Leone,2090,156000000000
Sierra Leone,2095,171000000000
Sierra Leone,2100,187000000000
Singapore,1990,36600000000
Singapore,1995,46000000000
Singapore,2000,57400000000
Singapore,2005,81600000000
Singapore,2010,116000000000
Singapore,2015,173000000000
Singapore,2020,230000000000
Singapore,2025,341000000000
Singapore,2030,452000000000
Singapore,2035,619000000000
Singapore,2040,786000000000
Singapore,2045,952000000000
Singapore,2050,1120000000000
Singapore,2055,1480000000000
Singapore,2060,1830000000000
Singapore,2065,2190000000000
Singapore,2070,2550000000000
Singapore,2075,2910000000000
Singapore,2080,3230000000000
Singapore,2085,3560000000000
Singapore,2090,3880000000000
Singapore,2095,4210000000000
Singapore,2100,4530000000000
Slovakia,1990,15500000000
Slovakia,1995,13600000000
Slovakia,2000,11900000000
Slovakia,2005,16200000000
Slovakia,2010,22100000000
Slovakia,2015,31500000000
Slovakia,2020,41000000000
Slovakia,2025,58400000000
Slovakia,2030,75900000000
Slovakia,2035,101000000000
Slovakia,2040,127000000000
Slovakia,2045,152000000000
Slovakia,2050,177000000000
Slovakia,2055,205000000000
Slovakia,2060,232000000000
Slovakia,2065,260000000000
Slovakia,2070,287000000000
Slovakia,2075,314000000000
Slovakia,2080,349000000000
Slovakia,2085,385000000000
Slovakia,2090,420000000000
Slovakia,2095,455000000000
Slovakia,2100,490000000000
Slovenia,1990,17400000000
Slovenia,1995,15300000000
Slovenia,2000,13400000000
Slovenia,2005,18200000000
Slovenia,2010,24800000000
Slovenia,2015,35400000000
Slovenia,2020,46000000000
Slovenia,2025,65600000000
Slovenia,2030,85200000000
Slovenia,2035,114000000000
Slovenia,2040,142000000000
Slovenia,2045,171000000000
Slovenia,2050,199000000000
Slovenia,2055,230000000000
Slovenia,2060,261000000000
Slovenia,2065,291000000000
Slovenia,2070,322000000000
Slovenia,2075,353000000000
Slovenia,2080,392000000000
Slovenia,2085,432000000000
Slovenia,2090,471000000000
Slovenia,2095,510000000000
Slovenia,2100,550000000000
Solomon Islands,1990,211000000
Solomon Islands,1995,265000000
Solomon Islands,2000,331000000
Solomon Islands,2005,470000000
Solomon Islands,2010,667000000
Solomon Islands,2015,997000000
Solomon Islands,2020,1330000000
Solomon Islands,2025,1970000000
Solomon Islands,2030,2610000000
Solomon Islands,2035,3570000000
Solomon Islands,2040,4530000000
Solomon Islands,2045,5490000000
Solomon Islands,2050,6450000000
Solomon Islands,2055,8510000000
Solomon Islands,2060,10600000000
Solomon Islands,2065,12600000000
Solomon Islands,2070,14700000000
Solomon Islands,2075,16800000000
Solomon Islands,2080,18600000000
Solomon Islands,2085,20500000000
Solomon Islands,2090,22400000000
Solomon Islands,2095,24300000000
Solomon Islands,2100,26100000000
Somalia,1990,917000000
Somalia,1995,1100000000
Somalia,2000,1280000000
Somalia,2005,1790000000
Somalia,2010,2470000000
Somalia,2015,3490000000
Somalia,2020,4510000000
Somalia,2025,6250000000
Somalia,2030,7980000000
Somalia,2035,16100000000
Somalia,2040,24200000000
Somalia,2045,32400000000
Somalia,2050,40500000000
Somalia,2055,54700000000
Somalia,2060,69000000000
Somalia,2065,83200000000
Somalia,2070,97400000000
Somalia,2075,112000000000
Somalia,2080,128000000000
Somalia,2085,143000000000
Somalia,2090,159000000000
Somalia,2095,175000000000
Somalia,2100,191000000000
South Africa,1990,112000000000
South Africa,1995,134000000000
South Africa,2000,156000000000
South Africa,2005,219000000000
South Africa,2010,301000000000
South Africa,2015,426000000000
South Africa,2020,551000000000
South Africa,2025,763000000000
South Africa,2030,975000000000
South Africa,2035,1970000000000
South Africa,2040,2960000000000
South Africa,2045,3950000000000
South Africa,2050,4940000000000
South Africa,2055,6680000000000
South Africa,2060,8420000000000
South Africa,2065,10200000000000
South Africa,2070,11900000000000
South Africa,2075,13600000000000
South Africa,2080,15600000000000
South Africa,2085,17500000000000
South Africa,2090,19400000000000
South Africa,2095,21400000000000
South Africa,2100,23300000000000
South Korea,1990,253000000000
South Korea,1995,317000000000
South Korea,2000,396000000000
South Korea,2005,562000000000
South Korea,2010,798000000000
South Korea,2015,1190000000000
South Korea,2020,1590000000000
South Korea,2025,2350000000000
South Korea,2030,3120000000000
South Korea,2035,4270000000000
South Korea,2040,5420000000000
South Korea,2045,6570000000000
South Korea,2050,7720000000000
South Korea,2055,10200000000000
South Korea,2060,12600000000000
South Korea,2065,15100000000000
South Korea,2070,17600000000000
South Korea,2075,20000000000000
South Korea,2080,22300000000000
South Korea,2085,24500000000000
South Korea,2090,26800000000000
South Korea,2095,29000000000000
South Korea,2100,31200000000000
Spain,1990,514000000000
Spain,1995,575000000000
Spain,2000,642000000000
Spain,2005,710000000000
Spain,2010,786000000000
Spain,2015,875000000000
Spain,2020,963000000000
Spain,2025,1070000000000
Spain,2030,1180000000000
Spain,2035,1300000000000
Spain,2040,1420000000000
Spain,2045,1540000000000
Spain,2050,1660000000000
Spain,2055,1840000000000
Spain,2060,2010000000000
Spain,2065,2180000000000
Spain,2070,2360000000000
Spain,2075,2530000000000
Spain,2080,2770000000000
Spain,2085,3010000000000
Spain,2090,3260000000000
Spain,2095,3500000000000
Spain,2100,3740000000000
Sri Lanka,1990,8030000000
Sri Lanka,1995,10100000000
Sri Lanka,2000,12600000000
Sri Lanka,2005,17900000000
Sri Lanka,2010,25400000000
Sri Lanka,2015,37900000000
Sri Lanka,2020,50500000000
Sri Lanka,2025,74800000000
Sri Lanka,2030,99100000000
Sri Lanka,2035,136000000000
Sri Lanka,2040,172000000000
Sri Lanka,2045,209000000000
Sri Lanka,2050,245000000000
Sri Lanka,2055,324000000000
Sri Lanka,2060,402000000000
Sri Lanka,2065,481000000000
Sri Lanka,2070,559000000000
Sri Lanka,2075,637000000000
Sri Lanka,2080,709000000000
Sri Lanka,2085,780000000000
Sri Lanka,2090,851000000000
Sri Lanka,2095,922000000000
Sri Lanka,2100,993000000000
Sudan,1990,13200000000
Sudan,1995,15700000000
Sudan,2000,18300000000
Sudan,2005,26300000000
Sudan,2010,37300000000
Sudan,2015,55000000000
Sudan,2020,72800000000
Sudan,2025,105000000000
Sudan,2030,138000000000
Sudan,2035,197000000000
Sudan,2040,256000000000
Sudan,2045,316000000000
Sudan,2050,375000000000
Sudan,2055,435000000000
Sudan,2060,495000000000
Sudan,2065,556000000000
Sudan,2070,616000000000
Sudan,2075,676000000000
Sudan,2080,743000000000
Sudan,2085,810000000000
Sudan,2090,876000000000
Sudan,2095,943000000000
Sudan,2100,1010000000000
Suriname,1990,317000000
Suriname,1995,374000000
Suriname,2000,438000000
Suriname,2005,618000000
Suriname,2010,873000000
Suriname,2015,1300000000
Suriname,2020,1720000000
Suriname,2025,2540000000
Suriname,2030,3350000000
Suriname,2035,4120000000
Suriname,2040,4890000000
Suriname,2045,5660000000
Suriname,2050,6430000000
Suriname,2055,7250000000
Suriname,2060,8070000000
Suriname,2065,8890000000
Suriname,2070,9710000000
Suriname,2075,10500000000
Suriname,2080,11300000000
Suriname,2085,12200000000
Suriname,2090,13000000000
Suriname,2095,13800000000
Suriname,2100,14600000000
Swaziland,1990,860000000
Swaziland,1995,1030000000
Swaziland,2000,1200000000
Swaziland,2005,1680000000
Swaziland,2010,2310000000
Swaziland,2015,3270000000
Swaziland,2020,4230000000
Swaziland,2025,5860000000
Swaziland,2030,7480000000
Swaziland,2035,15100000000
Swaziland,2040,22700000000
Swaziland,2045,30300000000
Swaziland,2050,38000000000
Swaziland,2055,51300000000
Swaziland,2060,64700000000
Swaziland,2065,78000000000
Swaziland,2070,91400000000
Swaziland,2075,105000000000
Swaziland,2080,120000000000
Swaziland,2085,134000000000
Swaziland,2090,149000000000
Swaziland,2095,164000000000
Swaziland,2100,179000000000
Sweden,1990,238000000000
Sweden,1995,266000000000
Sweden,2000,297000000000
Sweden,2005,329000000000
Sweden,2010,364000000000
Sweden,2015,405000000000
Sweden,2020,446000000000
Sweden,2025,496000000000
Sweden,2030,545000000000
Sweden,2035,601000000000
Sweden,2040,658000000000
Sweden,2045,714000000000
Sweden,2050,770000000000
Sweden,2055,850000000000
Sweden,2060,931000000000
Sweden,2065,1010000000000
Sweden,2070,1090000000000
Sweden,2075,1170000000000
Sweden,2080,1280000000000
Sweden,2085,1400000000000
Sweden,2090,1510000000000
Sweden,2095,1620000000000
Sweden,2100,1730000000000
Switzerland,1990,228000000000
Switzerland,1995,255000000000
Switzerland,2000,285000000000
Switzerland,2005,316000000000
Switzerland,2010,350000000000
Switzerland,2015,389000000000
Switzerland,2020,428000000000
Switzerland,2025,476000000000
Switzerland,2030,523000000000
Switzerland,2035,577000000000
Switzerland,2040,631000000000
Switzerland,2045,685000000000
Switzerland,2050,739000000000
Switzerland,2055,816000000000
Switzerland,2060,893000000000
Switzerland,2065,970000000000
Switzerland,2070,1050000000000
Switzerland,2075,1120000000000
Switzerland,2080,1230000000000
Switzerland,2085,1340000000000
Switzerland,2090,1450000000000
Switzerland,2095,1560000000000
Switzerland,2100,1660000000000
Syria,1990,12300000000
Syria,1995,14600000000
Syria,2000,17100000000
Syria,2005,24600000000
Syria,2010,34900000000
Syria,2015,51500000000
Syria,2020,68000000000
Syria,2025,98400000000
Syria,2030,129000000000
Syria,2035,184000000000
Syria,2040,240000000000
Syria,2045,295000000000
Syria,2050,350000000000
Syria,2055,407000000000
Syria,2060,463000000000
Syria,2065,519000000000
Syria,2070,576000000000
Syria,2075,632000000000
Syria,2080,694000000000
Syria,2085,757000000000
Syria,2090,819000000000
Syria,2095,882000000000
Syria,2100,944000000000
Tajikistan,1990,4860000000
Tajikistan,1995,4260000000
Tajikistan,2000,3740000000
Tajikistan,2005,5080000000
Tajikistan,2010,6930000000
Tajikistan,2015,9890000000
Tajikistan,2020,12900000000
Tajikistan,2025,18300000000
Tajikistan,2030,23800000000
Tajikistan,2035,31800000000
Tajikistan,2040,39700000000
Tajikistan,2045,47700000000
Tajikistan,2050,55700000000
Tajikistan,2055,64300000000
Tajikistan,2060,72800000000
Tajikistan,2065,81400000000
Tajikistan,2070,90000000000
Tajikistan,2075,98600000000
Tajikistan,2080,110000000000
Tajikistan,2085,121000000000
Tajikistan,2090,132000000000
Tajikistan,2095,143000000000
Tajikistan,2100,154000000000
Tanzania,1990,4260000000
Tanzania,1995,5090000000
Tanzania,2000,5950000000
Tanzania,2005,8310000000
Tanzania,2010,11500000000
Tanzania,2015,16200000000
Tanzania,2020,21000000000
Tanzania,2025,29000000000
Tanzania,2030,37100000000
Tanzania,2035,74800000000
Tanzania,2040,113000000000
Tanzania,2045,150000000000
Tanzania,2050,188000000000
Tanzania,2055,254000000000
Tanzania,2060,320000000000
Tanzania,2065,386000000000
Tanzania,2070,452000000000
Tanzania,2075,519000000000
Tanzania,2080,592000000000
Tanzania,2085,666000000000
Tanzania,2090,739000000000
Tanzania,2095,813000000000
Tanzania,2100,886000000000
Thailand,1990,85300000000
Thailand,1995,107000000000
Thailand,2000,134000000000
Thailand,2005,190000000000
Thailand,2010,270000000000
Thailand,2015,403000000000
Thailand,2020,536000000000
Thailand,2025,795000000000
Thailand,2030,1050000000000
Thailand,2035,1440000000000
Thailand,2040,1830000000000
Thailand,2045,2220000000000
Thailand,2050,2610000000000
Thailand,2055,3440000000000
Thailand,2060,4270000000000
Thailand,2065,5110000000000
Thailand,2070,5940000000000
Thailand,2075,6770000000000
Thailand,2080,7530000000000
Thailand,2085,8290000000000
Thailand,2090,9040000000000
Thailand,2095,9800000000000
Thailand,2100,10600000000000
Timor,1995,0
Timor,2000,0
Timor,2005,0
Timor,2010,0
Timor,2015,0
Timor,2020,0
Timor,2025,0
Timor,2030,0
Timor,2035,0
Timor,2040,0
Timor,2045,0
Timor,2050,0
Timor,2055,0
Timor,2060,0
Timor,2065,0
Timor,2070,0
Timor,2075,0
Timor,2080,0
Timor,2085,0
Timor,2090,0
Timor,2095,0
Timor,2100,0
Togo,1990,1630000000
Togo,1995,1950000000
Togo,2000,2280000000
Togo,2005,3180000000
Togo,2010,4380000000
Togo,2015,6200000000
Togo,2020,8010000000
Togo,2025,11100000000
Togo,2030,14200000000
Togo,2035,28600000000
Togo,2040,43000000000
Togo,2045,57500000000
Togo,2050,71900000000
Togo,2055,97200000000
Togo,2060,122000000000
Togo,2065,148000000000
Togo,2070,173000000000
Togo,2075,198000000000
Togo,2080,226000000000
Togo,2085,255000000000
Togo,2090,283000000000
Togo,2095,311000000000
Togo,2100,339000000000
Trinidad and Tobago,1990,5070000000
Trinidad and Tobago,1995,5980000000
Trinidad and Tobago,2000,7000000000
Trinidad and Tobago,2005,9880000000
Trinidad and Tobago,2010,14000000000
Trinidad and Tobago,2015,20700000000
Trinidad and Tobago,2020,27500000000
Trinidad and Tobago,2025,40500000000
Trinidad and Tobago,2030,53600000000
Trinidad and Tobago,2035,65900000000
Trinidad and Tobago,2040,78200000000
Trinidad and Tobago,2045,90500000000
Trinidad and Tobago,2050,103000000000
Trinidad and Tobago,2055,116000000000
Trinidad and Tobago,2060,129000000000
Trinidad and Tobago,2065,142000000000
Trinidad and Tobago,2070,155000000000
Trinidad and Tobago,2075,168000000000
Trinidad and Tobago,2080,181000000000
Trinidad and Tobago,2085,194000000000
Trinidad and Tobago,2090,207000000000
Trinidad and Tobago,2095,220000000000
Trinidad and Tobago,2100,233000000000
Tunisia,1990,12300000000
Tunisia,1995,14600000000
Tunisia,2000,17000000000
Tunisia,2005,24500000000
Tunisia,2010,34800000000
Tunisia,2015,51400000000
Tunisia,2020,67900000000
Tunisia,2025,98200000000
Tunisia,2030,128000000000
Tunisia,2035,184000000000
Tunisia,2040,239000000000
Tunisia,2045,295000000000
Tunisia,2050,350000000000
Tunisia,2055,406000000000
Tunisia,2060,462000000000
Tunisia,2065,519000000000
Tunisia,2070,575000000000
Tunisia,2075,631000000000
Tunisia,2080,693000000000
Tunisia,2085,756000000000
Tunisia,2090,818000000000
Tunisia,2095,880000000000
Tunisia,2100,943000000000
Turkey,1990,151000000000
Turkey,1995,169000000000
Turkey,2000,188000000000
Turkey,2005,208000000000
Turkey,2010,231000000000
Turkey,2015,257000000000
Turkey,2020,282000000000
Turkey,2025,314000000000
Turkey,2030,345000000000
Turkey,2035,381000000000
Turkey,2040,417000000000
Turkey,2045,452000000000
Turkey,2050,488000000000
Turkey,2055,539000000000
Turkey,2060,589000000000
Turkey,2065,640000000000
Turkey,2070,691000000000
Turkey,2075,742000000000
Turkey,2080,813000000000
Turkey,2085,884000000000
Turkey,2090,955000000000
Turkey,2095,1030000000000
Turkey,2100,1100000000000
Turkmenistan,1990,6330000000
Turkmenistan,1995,5560000000
Turkmenistan,2000,4870000000
Turkmenistan,2005,6630000000
Turkmenistan,2010,9040000000
Turkmenistan,2015,12900000000
Turkmenistan,2020,16800000000
Turkmenistan,2025,23900000000
Turkmenistan,2030,31100000000
Turkmenistan,2035,41400000000
Turkmenistan,2040,51800000000
Turkmenistan,2045,62200000000
Turkmenistan,2050,72600000000
Turkmenistan,2055,83800000000
Turkmenistan,2060,95000000000
Turkmenistan,2065,106000000000
Turkmenistan,2070,117000000000
Turkmenistan,2075,129000000000
Turkmenistan,2080,143000000000
Turkmenistan,2085,157000000000
Turkmenistan,2090,172000000000
Turkmenistan,2095,186000000000
Turkmenistan,2100,200000000000
Uganda,1990,4300000000
Uganda,1995,5140000000
Uganda,2000,6010000000
Uganda,2005,8400000000
Uganda,2010,11600000000
Uganda,2015,16400000000
Uganda,2020,21200000000
Uganda,2025,29300000000
Uganda,2030,37500000000
Uganda,2035,75600000000
Uganda,2040,114000000000
Uganda,2045,152000000000
Uganda,2050,190000000000
Uganda,2055,257000000000
Uganda,2060,324000000000
Uganda,2065,391000000000
Uganda,2070,457000000000
Uganda,2075,524000000000
Uganda,2080,598000000000
Uganda,2085,673000000000
Uganda,2090,747000000000
Uganda,2095,821000000000
Uganda,2100,896000000000
Ukraine,1990,91300000000
Ukraine,1995,80200000000
Ukraine,2000,70300000000
Ukraine,2005,95600000000
Ukraine,2010,130000000000
Ukraine,2015,186000000000
Ukraine,2020,242000000000
Ukraine,2025,345000000000
Ukraine,2030,448000000000
Ukraine,2035,597000000000
Ukraine,2040,747000000000
Ukraine,2045,897000000000
Ukraine,2050,1050000000000
Ukraine,2055,1210000000000
Ukraine,2060,1370000000000
Ukraine,2065,1530000000000
Ukraine,2070,1690000000000
Ukraine,2075,1850000000000
Ukraine,2080,2060000000000
Ukraine,2085,2270000000000
Ukraine,2090,2470000000000
Ukraine,2095,2680000000000
Ukraine,2100,2890000000000
United Arab Emirates,1990,34100000000
United Arab Emirates,1995,40600000000
United Arab Emirates,2000,47300000000
United Arab Emirates,2005,68100000000
United Arab Emirates,2010,96700000000
United Arab Emirates,2015,143000000000
United Arab Emirates,2020,189000000000
United Arab Emirates,2025,273000000000
United Arab Emirates,2030,357000000000
United Arab Emirates,2035,511000000000
United Arab Emirates,2040,664000000000
United Arab Emirates,2045,818000000000
United Arab Emirates,2050,972000000000
United Arab Emirates,2055,1130000000000
United Arab Emirates,2060,1280000000000
United Arab Emirates,2065,1440000000000
United Arab Emirates,2070,1600000000000
United Arab Emirates,2075,1750000000000
United Arab Emirates,2080,1930000000000
United Arab Emirates,2085,2100000000000
United Arab Emirates,2090,2270000000000
United Arab Emirates,2095,2450000000000
United Arab Emirates,2100,2620000000000
United Kingdom,1990,988000000000
United Kingdom,1995,1100000000000
United Kingdom,2000,1230000000000
United Kingdom,2005,1360000000000
United Kingdom,2010,1510000000000
United Kingdom,2015,1680000000000
United Kingdom,2020,1850000000000
United Kingdom,2025,2060000000000
United Kingdom,2030,2260000000000
United Kingdom,2035,2500000000000
United Kingdom,2040,2730000000000
United Kingdom,2045,2960000000000
United Kingdom,2050,3200000000000
United Kingdom,2055,3530000000000
United Kingdom,2060,3860000000000
United Kingdom,2065,4200000000000
United Kingdom,2070,4530000000000
United Kingdom,2075,4860000000000
United Kingdom,2080,5330000000000
United Kingdom,2085,5790000000000
United Kingdom,2090,6260000000000
United Kingdom,2095,6730000000000
United Kingdom,2100,7190000000000
United States,1990,5750000000000
United States,1995,6560000000000
United States,2000,7450000000000
United States,2005,8370000000000
United States,2010,9410000000000
United States,2015,10600000000000
United States,2020,11800000000000
United States,2025,13300000000000
United States,2030,14800000000000
United States,2035,16500000000000
United States,2040,18300000000000
United States,2045,20000000000000
United States,2050,21800000000000
United States,2055,24400000000000
United States,2060,26900000000000
United States,2065,29500000000000
United States,2070,32100000000000
United States,2075,34700000000000
United States,2080,38200000000000
United States,2085,41700000000000
United States,2090,45200000000000
United States,2095,48700000000000
United States,2100,52300000000000
Uruguay,1990,9290000000
Uruguay,1995,11000000000
Uruguay,2000,12800000000
Uruguay,2005,18100000000
Uruguay,2010,25600000000
Uruguay,2015,38000000000
Uruguay,2020,50300000000
Uruguay,2025,74200000000
Uruguay,2030,98100000000
Uruguay,2035,121000000000
Uruguay,2040,143000000000
Uruguay,2045,166000000000
Uruguay,2050,188000000000
Uruguay,2055,212000000000
Uruguay,2060,236000000000
Uruguay,2065,260000000000
Uruguay,2070,284000000000
Uruguay,2075,308000000000
Uruguay,2080,332000000000
Uruguay,2085,356000000000
Uruguay,2090,380000000000
Uruguay,2095,404000000000
Uruguay,2100,427000000000
Uzbekistan,1990,48700000000
Uzbekistan,1995,42700000000
Uzbekistan,2000,37500000000
Uzbekistan,2005,51000000000
Uzbekistan,2010,69500000000
Uzbekistan,2015,99100000000
Uzbekistan,2020,129000000000
Uzbekistan,2025,184000000000
Uzbekistan,2030,239000000000
Uzbekistan,2035,319000000000
Uzbekistan,2040,398000000000
Uzbekistan,2045,478000000000
Uzbekistan,2050,558000000000
Uzbekistan,2055,644000000000
Uzbekistan,2060,730000000000
Uzbekistan,2065,816000000000
Uzbekistan,2070,902000000000
Uzbekistan,2075,989000000000
Uzbekistan,2080,1100000000000
Uzbekistan,2085,1210000000000
Uzbekistan,2090,1320000000000
Uzbekistan,2095,1430000000000
Uzbekistan,2100,1540000000000
Vanuatu,1990,153000000
Vanuatu,1995,192000000
Vanuatu,2000,239000000
Vanuatu,2005,340000000
Vanuatu,2010,483000000
Vanuatu,2015,722000000
Vanuatu,2020,960000000
Vanuatu,2025,1420000000
Vanuatu,2030,1890000000
Vanuatu,2035,2580000000
Vanuatu,2040,3280000000
Vanuatu,2045,3980000000
Vanuatu,2050,4670000000
Vanuatu,2055,6160000000
Vanuatu,2060,7660000000
Vanuatu,2065,9150000000
Vanuatu,2070,10600000000
Vanuatu,2075,12100000000
Vanuatu,2080,13500000000
Vanuatu,2085,14800000000
Vanuatu,2090,16200000000
Vanuatu,2095,17600000000
Vanuatu,2100,18900000000
Venezuela,1990,48600000000
Venezuela,1995,57300000000
Venezuela,2000,67100000000
Venezuela,2005,94800000000
Venezuela,2010,134000000000
Venezuela,2015,199000000000
Venezuela,2020,263000000000
Venezuela,2025,388000000000
Venezuela,2030,513000000000
Venezuela,2035,631000000000
Venezuela,2040,749000000000
Venezuela,2045,867000000000
Venezuela,2050,985000000000
Venezuela,2055,1110000000000
Venezuela,2060,1240000000000
Venezuela,2065,1360000000000
Venezuela,2070,1490000000000
Venezuela,2075,1610000000000
Venezuela,2080,1740000000000
Venezuela,2085,1860000000000
Venezuela,2090,1990000000000
Venezuela,2095,2110000000000
