Entity,Year,Share of the population in extreme poverty,Extreme Poverty to 2030 (On or Off-track)
Samoa,2028,0.00,Target reached
Samoa,2029,0.00,Target reached
Samoa,2030,0.00,Target reached
Sao Tome and Principe,2015,26.57,Off-track
Sao Tome and Principe,2016,25.55,Off-track
Sao Tome and Principe,2017,24.02,Off-track
Sao Tome and Principe,2018,22.26,Off-track
Sao Tome and Principe,2019,20.54,Off-track
Sao Tome and Principe,2020,18.88,Off-track
Sao Tome and Principe,2021,17.28,Off-track
Sao Tome and Principe,2022,15.73,Off-track
Sao Tome and Principe,2023,14.22,Off-track
Sao Tome and Principe,2024,12.80,Off-track
Sao Tome and Principe,2025,11.46,Off-track
Sao Tome and Principe,2026,10.29,Off-track
Sao Tome and Principe,2027,9.18,Off-track
Sao Tome and Principe,2028,8.15,Off-track
Sao Tome and Principe,2029,7.20,Off-track
Sao Tome and Principe,2030,6.31,Off-track
Saudi Arabia,2015,0.07,Target reached
Saudi Arabia,2016,0.06,Target reached
Saudi Arabia,2017,0.06,Target reached
Saudi Arabia,2018,0.06,Target reached
Saudi Arabia,2019,0.06,Target reached
Saudi Arabia,2020,0.06,Target reached
Saudi Arabia,2021,0.05,Target reached
Saudi Arabia,2022,0.05,Target reached
Saudi Arabia,2023,0.05,Target reached
Saudi Arabia,2024,0.05,Target reached
Saudi Arabia,2025,0.05,Target reached
Saudi Arabia,2026,0.05,Target reached
Saudi Arabia,2027,0.04,Target reached
Saudi Arabia,2028,0.04,Target reached
Saudi Arabia,2029,0.04,Target reached
Saudi Arabia,2030,0.04,Target reached
Senegal,2015,36.66,Off-track
Senegal,2016,35.06,Off-track
Senegal,2017,33.38,Off-track
Senegal,2018,31.63,Off-track
Senegal,2019,29.86,Off-track
Senegal,2020,28.08,Off-track
Senegal,2021,26.37,Off-track
Senegal,2022,24.93,Off-track
Senegal,2023,23.43,Off-track
Senegal,2024,22.00,Off-track
Senegal,2025,20.63,Off-track
Senegal,2026,19.24,Off-track
Senegal,2027,17.91,Off-track
Senegal,2028,16.64,Off-track
Senegal,2029,15.42,Off-track
Senegal,2030,14.26,Off-track
Serbia,2015,0.21,Target reached
Serbia,2016,0.19,Target reached
Serbia,2017,0.18,Target reached
Serbia,2018,0.16,Target reached
Serbia,2019,0.15,Target reached
Serbia,2020,0.14,Target reached
Serbia,2021,0.13,Target reached
Serbia,2022,0.12,Target reached
Serbia,2023,0.12,Target reached
Serbia,2024,0.11,Target reached
Serbia,2025,0.11,Target reached
Serbia,2026,0.11,Target reached
Serbia,2027,0.11,Target reached
Serbia,2028,0.10,Target reached
Serbia,2029,0.10,Target reached
Serbia,2030,0.10,Target reached
Seychelles,2015,0.99,Target reached
Seychelles,2016,0.96,Target reached
Seychelles,2017,0.93,Target reached
Seychelles,2018,0.91,Target reached
Seychelles,2019,0.90,Target reached
Seychelles,2020,0.88,Target reached
Seychelles,2021,0.86,Target reached
Seychelles,2022,0.84,Target reached
Seychelles,2023,0.82,Target reached
Seychelles,2024,0.80,Target reached
Seychelles,2025,0.79,Target reached
Seychelles,2026,0.77,Target reached
Seychelles,2027,0.75,Target reached
Seychelles,2028,0.74,Target reached
Seychelles,2029,0.73,Target reached
Seychelles,2030,0.71,Target reached
Sierra Leone,2015,40.81,Off-track
Sierra Leone,2016,39.35,Off-track
Sierra Leone,2017,37.80,Off-track
Sierra Leone,2018,35.38,Off-track
Sierra Leone,2019,33.15,Off-track
Sierra Leone,2020,30.35,Off-track
Sierra Leone,2021,27.61,Off-track
Sierra Leone,2022,25.05,Off-track
Sierra Leone,2023,24.31,Off-track
Sierra Leone,2024,23.58,Off-track
Sierra Leone,2025,22.86,Off-track
Sierra Leone,2026,22.04,Off-track
Sierra Leone,2027,21.23,Off-track
Sierra Leone,2028,20.45,Off-track
Sierra Leone,2029,19.68,Off-track
Sierra Leone,2030,18.93,Off-track
Singapore,2015,1.05,Target reached
Singapore,2016,1.05,Target reached
Singapore,2017,1.04,Target reached
Singapore,2018,1.04,Target reached
Singapore,2019,1.03,Target reached
Singapore,2020,1.03,Target reached
Singapore,2021,1.02,Target reached
Singapore,2022,1.01,Target reached
Singapore,2023,1.01,Target reached
Singapore,2024,1.00,Target reached
Singapore,2025,1.00,Target reached
Singapore,2026,0.99,Target reached
Singapore,2027,0.99,Target reached
Singapore,2028,0.98,Target reached
Singapore,2029,0.98,Target reached
Singapore,2030,0.97,Target reached
Slovakia,2015,0.50,Target reached
Slovakia,2016,0.49,Target reached
Slovakia,2017,0.49,Target reached
Slovakia,2018,0.48,Target reached
Slovakia,2019,0.47,Target reached
Slovakia,2020,0.46,Target reached
Slovakia,2021,0.46,Target reached
Slovakia,2022,0.45,Target reached
Slovakia,2023,0.45,Target reached
Slovakia,2024,0.45,Target reached
Slovakia,2025,0.45,Target reached
Slovakia,2026,0.44,Target reached
Slovakia,2027,0.44,Target reached
Slovakia,2028,0.44,Target reached
Slovakia,2029,0.44,Target reached
Slovakia,2030,0.44,Target reached
Slovenia,2015,0.16,Target reached
Slovenia,2016,0.15,Target reached
Slovenia,2017,0.15,Target reached
Slovenia,2018,0.15,Target reached
Slovenia,2019,0.15,Target reached
Slovenia,2020,0.15,Target reached
Slovenia,2021,0.15,Target reached
Slovenia,2022,0.15,Target reached
Slovenia,2023,0.15,Target reached
Slovenia,2024,0.15,Target reached
Slovenia,2025,0.15,Target reached
Slovenia,2026,0.15,Target reached
Slovenia,2027,0.15,Target reached
Slovenia,2028,0.15,Target reached
Slovenia,2029,0.15,Target reached
Slovenia,2030,0.15,Target reached
Solomon Islands,2015,34.94,Off-track
Solomon Islands,2016,34.41,Off-track
Solomon Islands,2017,33.84,Off-track
Solomon Islands,2018,33.37,Off-track
Solomon Islands,2019,32.88,Off-track
Solomon Islands,2020,32.39,Off-track
Solomon Islands,2021,31.82,Off-track
Solomon Islands,2022,31.22,Off-track
Solomon Islands,2023,30.61,Off-track
Solomon Islands,2024,30.01,Off-track
Solomon Islands,2025,29.42,Off-track
Solomon Islands,2026,28.85,Off-track
Solomon Islands,2027,28.30,Off-track
Solomon Islands,2028,27.75,Off-track
Solomon Islands,2029,27.22,Off-track
Solomon Islands,2030,26.69,Off-track
Somalia,2015,40.82,Off-track
Somalia,2016,40.71,Off-track
Somalia,2017,40.66,Off-track
Somalia,2018,40.63,Off-track
Somalia,2019,40.60,Off-track
Somalia,2020,40.59,Off-track
Somalia,2021,40.57,Off-track
Somalia,2022,40.54,Off-track
Somalia,2023,38.74,Off-track
Somalia,2024,37.00,Off-track
Somalia,2025,35.32,Off-track
Somalia,2026,33.66,Off-track
Somalia,2027,32.07,Off-track
Somalia,2028,30.53,Off-track
Somalia,2029,29.06,Off-track
Somalia,2030,27.64,Off-track
South Africa,2015,24.70,Off-track
South Africa,2016,24.70,Off-track
South Africa,2017,24.60,Off-track
South Africa,2018,24.37,Off-track
South Africa,2019,24.03,Off-track
South Africa,2020,23.69,Off-track
South Africa,2021,23.35,Off-track
South Africa,2022,23.01,Off-track
South Africa,2023,22.73,Off-track
South Africa,2024,22.47,Off-track
South Africa,2025,22.21,Off-track
South Africa,2026,21.92,Off-track
South Africa,2027,21.65,Off-track
South Africa,2028,21.39,Off-track
South Africa,2029,21.13,Off-track
South Africa,2030,20.88,Off-track
South America,2015,3.82,
South America,2016,4.15,
South America,2017,4.24,
South America,2018,4.21,
South America,2019,4.14,
South America,2020,4.06,
South America,2021,3.98,
South America,2022,3.91,
South America,2023,3.87,
South America,2024,3.83,
South America,2025,3.80,
South America,2026,3.76,
South America,2027,3.74,
South America,2028,3.71,
South America,2029,3.69,
South America,2030,3.68,
South Korea,2015,1.73,Target reached
South Korea,2016,1.71,Target reached
South Korea,2017,1.70,Target reached
South Korea,2018,1.68,Target reached
South Korea,2019,1.67,Target reached
South Korea,2020,1.65,Target reached
South Korea,2021,1.63,Target reached
South Korea,2022,1.62,Target reached
South Korea,2023,1.60,Target reached
South Korea,2024,1.59,Target reached
South Korea,2025,1.57,Target reached
South Korea,2026,1.56,Target reached
South Korea,2027,1.54,Target reached
South Korea,2028,1.53,Target reached
South Korea,2029,1.51,Target reached
South Korea,2030,1.50,Target reached
South Sudan,2015,70.27,Poverty rising
South Sudan,2016,79.63,Poverty rising
South Sudan,2017,82.58,Poverty rising
South Sudan,2018,84.07,Poverty rising
South Sudan,2019,83.40,Off-track
South Sudan,2020,81.41,Off-track
South Sudan,2021,81.14,Off-track
South Sudan,2022,80.48,Off-track
South Sudan,2023,80.38,Off-track
South Sudan,2024,80.23,Off-track
South Sudan,2025,80.06,Off-track
South Sudan,2026,79.84,Off-track
South Sudan,2027,79.61,Off-track
South Sudan,2028,79.32,Off-track
South Sudan,2029,79.01,Off-track
South Sudan,2030,78.70,Off-track
Spain,2015,1.19,Target reached
Spain,2016,1.17,Target reached
Spain,2017,1.15,Target reached
Spain,2018,1.14,Target reached
Spain,2019,1.13,Target reached
Spain,2020,1.12,Target reached
Spain,2021,1.12,Target reached
Spain,2022,1.11,Target reached
Spain,2023,1.11,Target reached
Spain,2024,1.11,Target reached
Spain,2025,1.11,Target reached
Spain,2026,1.11,Target reached
Spain,2027,1.11,Target reached
Spain,2028,1.11,Target reached
Spain,2029,1.11,Target reached
Spain,2030,1.11,Target reached
Sri Lanka,2015,0.71,Target reached
Sri Lanka,2016,0.55,Target reached
Sri Lanka,2017,0.42,Target reached
Sri Lanka,2018,0.31,Target reached
Sri Lanka,2019,0.24,Target reached
Sri Lanka,2020,0.18,Target reached
Sri Lanka,2021,0.13,Target reached
Sri Lanka,2022,0.10,Target reached
Sri Lanka,2023,0.08,Target reached
Sri Lanka,2024,0.07,Target reached
Sri Lanka,2025,0.06,Target reached
Sri Lanka,2026,0.05,Target reached
Sri Lanka,2027,0.04,Target reached
Sri Lanka,2028,0.03,Target reached
Sri Lanka,2029,0.03,Target reached
Sri Lanka,2030,0.03,Target reached
Sudan,2015,19.82,Off-track
Sudan,2016,19.53,Off-track
Sudan,2017,18.99,Off-track
Sudan,2018,18.53,Off-track
Sudan,2019,18.08,Off-track
Sudan,2020,17.63,Off-track
Sudan,2021,17.17,Off-track
Sudan,2022,16.70,Off-track
Sudan,2023,16.01,Off-track
Sudan,2024,15.34,Off-track
Sudan,2025,14.69,Off-track
Sudan,2026,14.01,Off-track
Sudan,2027,13.35,Off-track
Sudan,2028,12.72,Off-track
Sudan,2029,12.11,Off-track
Sudan,2030,11.52,Off-track
Suriname,2015,19.01,Poverty rising
Suriname,2016,20.75,Poverty rising
Suriname,2017,21.06,Poverty rising
Suriname,2018,21.04,Off-track
Suriname,2019,20.83,Off-track
Suriname,2020,20.53,Off-track
Suriname,2021,20.17,Off-track
Suriname,2022,19.82,Off-track
Suriname,2023,19.81,Off-track
Suriname,2024,19.80,Off-track
Suriname,2025,19.79,Off-track
Suriname,2026,19.78,Off-track
Suriname,2027,19.77,Off-track
Suriname,2028,19.77,Off-track
Suriname,2029,19.78,Off-track
Suriname,2030,19.79,Off-track
Swaziland,2015,42.11,Poverty rising
Swaziland,2016,42.53,Poverty rising
Swaziland,2017,42.64,Poverty rising
Swaziland,2018,42.70,Poverty rising
Swaziland,2019,42.68,Poverty rising
Swaziland,2020,42.58,Off-track
Swaziland,2021,42.51,Off-track
Swaziland,2022,42.43,Off-track
Swaziland,2023,38.75,Off-track
Swaziland,2024,35.25,Off-track
Swaziland,2025,31.93,Off-track
Swaziland,2026,28.19,Off-track
Swaziland,2027,24.70,Off-track
Swaziland,2028,21.46,Off-track
Swaziland,2029,18.45,Off-track
Swaziland,2030,15.65,Off-track
Sweden,2015,0.41,Target reached
Sweden,2016,0.41,Target reached
Sweden,2017,0.41,Target reached
Sweden,2018,0.41,Target reached
Sweden,2019,0.40,Target reached
Sweden,2020,0.40,Target reached
Sweden,2021,0.40,Target reached
Sweden,2022,0.40,Target reached
Sweden,2023,0.40,Target reached
Sweden,2024,0.40,Target reached
Sweden,2025,0.40,Target reached
Sweden,2026,0.40,Target reached
Sweden,2027,0.40,Target reached
Sweden,2028,0.40,Target reached
Sweden,2029,0.40,Target reached
Sweden,2030,0.40,Target reached
Switzerland,2015,0.07,Target reached
Switzerland,2016,0.07,Target reached
Switzerland,2017,0.07,Target reached
Switzerland,2018,0.07,Target reached
Switzerland,2019,0.07,Target reached
Switzerland,2020,0.07,Target reached
Switzerland,2021,0.07,Target reached
Switzerland,2022,0.07,Target reached
Switzerland,2023,0.07,Target reached
Switzerland,2024,0.07,Target reached
Switzerland,2025,0.07,Target reached
Switzerland,2026,0.07,Target reached
Switzerland,2027,0.07,Target reached
Switzerland,2028,0.07,Target reached
Switzerland,2029,0.07,Target reached
Switzerland,2030,0.07,Target reached
Taiwan,2015,0.01,Target reached
Taiwan,2016,0.01,Target reached
Taiwan,2017,0.01,Target reached
Taiwan,2018,0.01,Target reached
Taiwan,2019,0.01,Target reached
Taiwan,2020,0.01,Target reached
Taiwan,2021,0.01,Target reached
Taiwan,2022,0.01,Target reached
Taiwan,2023,0.01,Target reached
Taiwan,2024,0.01,Target reached
Taiwan,2025,0.01,Target reached
Taiwan,2026,0.01,Target reached
Taiwan,2027,0.01,Target reached
Taiwan,2028,0.01,Target reached
Taiwan,2029,0.01,Target reached
Taiwan,2030,0.01,Target reached
Tajikistan,2015,17.63,On-track
Tajikistan,2016,15.18,On-track
Tajikistan,2017,14.00,On-track
Tajikistan,2018,12.64,On-track
Tajikistan,2019,11.13,On-track
Tajikistan,2020,9.49,On-track
Tajikistan,2021,8.01,On-track
Tajikistan,2022,6.67,On-track
Tajikistan,2023,4.98,On-track
Tajikistan,2024,3.66,On-track
Tajikistan,2025,2.66,Target reached
Tajikistan,2026,2.02,Target reached
Tajikistan,2027,1.54,Target reached
Tajikistan,2028,1.17,Target reached
Tajikistan,2029,0.90,Target reached
Tajikistan,2030,0.70,Target reached
Tanzania,2015,41.39,Off-track
Tanzania,2016,39.34,Off-track
Tanzania,2017,37.16,Off-track
Tanzania,2018,34.89,Off-track
Tanzania,2019,32.76,Off-track
Tanzania,2020,30.76,Off-track
Tanzania,2021,28.79,Off-track
Tanzania,2022,26.84,Off-track
Tanzania,2023,24.96,Off-track
Tanzania,2024,23.14,Off-track
Tanzania,2025,21.39,Off-track
Tanzania,2026,19.64,Off-track
Tanzania,2027,17.97,Off-track
Tanzania,2028,16.37,Off-track
Tanzania,2029,14.84,Off-track
Tanzania,2030,13.39,Off-track
Thailand,2015,0.00,Target reached
Thailand,2016,0.00,Target reached
Thailand,2017,0.00,Target reached
Thailand,2018,0.00,Target reached
Thailand,2019,0.00,Target reached
Thailand,2020,0.00,Target reached
Thailand,2021,0.00,Target reached
Thailand,2022,0.00,Target reached
Thailand,2023,0.00,Target reached
Thailand,2024,0.00,Target reached
Thailand,2025,0.00,Target reached
Thailand,2026,0.00,Target reached
Thailand,2027,0.00,Target reached
Thailand,2028,0.00,Target reached
Thailand,2029,0.00,Target reached
Thailand,2030,0.00,Target reached
Timor,2015,15.89,On-track
Timor,2016,14.36,On-track
Timor,2017,13.36,On-track
Timor,2018,11.41,On-track
Timor,2019,9.58,On-track
Timor,2020,8.08,On-track
Timor,2021,6.72,On-track
Timor,2022,5.58,On-track
Timor,2023,4.33,On-track
Timor,2024,3.29,On-track
Timor,2025,2.45,Target reached
Timor,2026,1.87,Target reached
Timor,2027,1.41,Target reached
Timor,2028,1.06,Target reached
Timor,2029,0.80,Target reached
Timor,2030,0.60,Target reached
Togo,2015,35.55,Off-track
Togo,2016,34.71,Off-track
Togo,2017,33.88,Off-track
Togo,2018,32.91,Off-track
Togo,2019,31.96,Off-track
Togo,2020,30.90,Off-track
Togo,2021,29.86,Off-track
Togo,2022,28.85,Off-track
Togo,2023,26.82,Off-track
Togo,2024,24.87,Off-track
Togo,2025,23.00,Off-track
Togo,2026,20.95,Off-track
Togo,2027,19.00,Off-track
Togo,2028,17.14,Off-track
Togo,2029,15.37,Off-track
Togo,2030,13.68,Off-track
Tonga,2015,0.44,Target reached
Tonga,2016,0.36,Target reached
Tonga,2017,0.29,Target reached
Tonga,2018,0.23,Target reached
Tonga,2019,0.21,Target reached
Tonga,2020,0.19,Target reached
Tonga,2021,0.18,Target reached
Tonga,2022,0.17,Target reached
Tonga,2023,0.14,Target reached
Tonga,2024,0.12,Target reached
Tonga,2025,0.10,Target reached
Tonga,2026,0.08,Target reached
Tonga,2027,0.07,Target reached
Tonga,2028,0.06,Target reached
Tonga,2029,0.06,Target reached
Tonga,2030,0.04,Target reached
Trinidad and Tobago,2015,0.25,Target reached
Trinidad and Tobago,2016,0.28,Target reached
Trinidad and Tobago,2017,0.28,Target reached
Trinidad and Tobago,2018,0.26,Target reached
Trinidad and Tobago,2019,0.25,Target reached
Trinidad and Tobago,2020,0.23,Target reached
Trinidad and Tobago,2021,0.23,Target reached
Trinidad and Tobago,2022,0.22,Target reached
Trinidad and Tobago,2023,0.22,Target reached
Trinidad and Tobago,2024,0.22,Target reached
Trinidad and Tobago,2025,0.22,Target reached
Trinidad and Tobago,2026,0.22,Target reached
Trinidad and Tobago,2027,0.22,Target reached
Trinidad and Tobago,2028,0.22,Target reached
Trinidad and Tobago,2029,0.22,Target reached
Trinidad and Tobago,2030,0.21,Target reached
Tunisia,2015,0.68,Target reached
Tunisia,2016,0.69,Target reached
Tunisia,2017,0.64,Target reached
Tunisia,2018,0.58,Target reached
Tunisia,2019,0.51,Target reached
Tunisia,2020,0.44,Target reached
Tunisia,2021,0.37,Target reached
Tunisia,2022,0.32,Target reached
Tunisia,2023,0.29,Target reached
Tunisia,2024,0.26,Target reached
Tunisia,2025,0.24,Target reached
Tunisia,2026,0.22,Target reached
Tunisia,2027,0.20,Target reached
Tunisia,2028,0.19,Target reached
Tunisia,2029,0.17,Target reached
Tunisia,2030,0.16,Target reached
Turkey,2015,0.15,Target reached
Turkey,2016,0.14,Target reached
Turkey,2017,0.13,Target reached
Turkey,2018,0.12,Target reached
Turkey,2019,0.10,Target reached
Turkey,2020,0.09,Target reached
Turkey,2021,0.08,Target reached
Turkey,2022,0.07,Target reached
Turkey,2023,0.06,Target reached
Turkey,2024,0.06,Target reached
Turkey,2025,0.05,Target reached
Turkey,2026,0.04,Target reached
Turkey,2027,0.04,Target reached
Turkey,2028,0.03,Target reached
Turkey,2029,0.03,Target reached
Turkey,2030,0.03,Target reached
Turkmenistan,2015,0.04,Target reached
Turkmenistan,2016,0.03,Target reached
Turkmenistan,2017,0.03,Target reached
Turkmenistan,2018,0.02,Target reached
Turkmenistan,2019,0.02,Target reached
Turkmenistan,2020,0.02,Target reached
Turkmenistan,2021,0.02,Target reached
Turkmenistan,2022,0.01,Target reached
Turkmenistan,2023,0.02,Target reached
Turkmenistan,2024,0.01,Target reached
Turkmenistan,2025,0.01,Target reached
Turkmenistan,2026,0.01,Target reached
Turkmenistan,2027,0.01,Target reached
Turkmenistan,2028,0.01,Target reached
Turkmenistan,2029,0.01,Target reached
Turkmenistan,2030,0.01,Target reached
Uganda,2015,31.11,Off-track
Uganda,2016,30.46,Off-track
Uganda,2017,29.66,Off-track
Uganda,2018,28.52,Off-track
Uganda,2019,27.20,Off-track
Uganda,2020,25.77,Off-track
Uganda,2021,24.13,Off-track
Uganda,2022,22.06,Off-track
Uganda,2023,20.88,Off-track
Uganda,2024,19.73,Off-track
Uganda,2025,18.61,Off-track
Uganda,2026,17.47,Off-track
Uganda,2027,16.38,Off-track
Uganda,2028,15.31,Off-track
Uganda,2029,14.28,Off-track
Uganda,2030,13.30,Off-track
Ukraine,2015,0.05,Target reached
Ukraine,2016,0.05,Target reached
Ukraine,2017,0.05,Target reached
Ukraine,2018,0.04,Target reached
Ukraine,2019,0.04,Target reached
Ukraine,2020,0.04,Target reached
Ukraine,2021,0.03,Target reached
Ukraine,2022,0.04,Target reached
Ukraine,2023,0.04,Target reached
Ukraine,2024,0.04,Target reached
Ukraine,2025,0.04,Target reached
Ukraine,2026,0.04,Target reached
Ukraine,2027,0.04,Target reached
Ukraine,2028,0.04,Target reached
Ukraine,2029,0.04,Target reached
Ukraine,2030,0.04,Target reached
United Arab Emirates,2015,0.03,Target reached
United Arab Emirates,2016,0.03,Target reached
United Arab Emirates,2017,0.03,Target reached
United Arab Emirates,2018,0.03,Target reached
United Arab Emirates,2019,0.02,Target reached
United Arab Emirates,2020,0.02,Target reached
United Arab Emirates,2021,0.02,Target reached
United Arab Emirates,2022,0.02,Target reached
United Arab Emirates,2023,0.02,Target reached
United Arab Emirates,2024,0.02,Target reached
United Arab Emirates,2025,0.02,Target reached
United Arab Emirates,2026,0.02,Target reached
United Arab Emirates,2027,0.02,Target reached
United Arab Emirates,2028,0.02,Target reached
United Arab Emirates,2029,0.02,Target reached
United Arab Emirates,2030,0.02,Target reached
United Kingdom,2015,0.15,Target reached
United Kingdom,2016,0.15,Target reached
United Kingdom,2017,0.15,Target reached
United Kingdom,2018,0.15,Target reached
United Kingdom,2019,0.15,Target reached
United Kingdom,2020,0.15,Target reached
United Kingdom,2021,0.15,Target reached
United Kingdom,2022,0.15,Target reached
United Kingdom,2023,0.15,Target reached
United Kingdom,2024,0.15,Target reached
United Kingdom,2025,0.14,Target reached
United Kingdom,2026,0.14,Target reached
United Kingdom,2027,0.14,Target reached
United Kingdom,2028,0.14,Target reached
United Kingdom,2029,0.14,Target reached
United Kingdom,2030,0.14,Target reached
United States,2015,0.55,Target reached
United States,2016,0.55,Target reached
United States,2017,0.55,Target reached
United States,2018,0.54,Target reached
United States,2019,0.54,Target reached
United States,2020,0.54,Target reached
United States,2021,0.53,Target reached
United States,2022,0.53,Target reached
United States,2023,0.53,Target reached
United States,2024,0.53,Target reached
United States,2025,0.52,Target reached
United States,2026,0.52,Target reached
United States,2027,0.52,Target reached
United States,2028,0.52,Target reached
United States,2029,0.52,Target reached
United States,2030,0.51,Target reached
Uruguay,2015,0.08,Target reached
Uruguay,2016,0.07,Target reached
Uruguay,2017,0.07,Target reached
Uruguay,2018,0.06,Target reached
Uruguay,2019,0.06,Target reached
Uruguay,2020,0.05,Target reached
Uruguay,2021,0.04,Target reached
Uruguay,2022,0.04,Target reached
Uruguay,2023,0.04,Target reached
Uruguay,2024,0.04,Target reached
Uruguay,2025,0.03,Target reached
Uruguay,2026,0.03,Target reached
Uruguay,2027,0.03,Target reached
Uruguay,2028,0.02,Target reached
Uruguay,2029,0.03,Target reached
Uruguay,2030,0.02,Target reached
Uzbekistan,2015,17.21,On-track
Uzbekistan,2016,14.59,On-track
Uzbekistan,2017,12.80,On-track
Uzbekistan,2018,11.12,On-track
Uzbekistan,2019,9.57,On-track
Uzbekistan,2020,8.15,On-track
Uzbekistan,2021,6.88,On-track
Uzbekistan,2022,5.75,On-track
Uzbekistan,2023,4.48,On-track
Uzbekistan,2024,3.46,On-track
Uzbekistan,2025,2.65,Target reached
Uzbekistan,2026,2.13,Target reached
Uzbekistan,2027,1.71,Target reached
Uzbekistan,2028,1.38,Target reached
Uzbekistan,2029,1.12,Target reached
Uzbekistan,2030,0.91,Target reached
Vanuatu,2015,15.08,Off-track
Vanuatu,2016,14.42,Off-track
Vanuatu,2017,13.60,Off-track
Vanuatu,2018,12.98,Off-track
Vanuatu,2019,12.50,Off-track
Vanuatu,2020,12.19,Off-track
Vanuatu,2021,11.88,Off-track
Vanuatu,2022,11.55,Off-track
Vanuatu,2023,11.20,Off-track
Vanuatu,2024,10.86,Off-track
Vanuatu,2025,10.52,Off-track
Vanuatu,2026,10.18,Off-track
Vanuatu,2027,9.83,Off-track
Vanuatu,2028,9.50,Off-track
Vanuatu,2029,9.18,Off-track
Vanuatu,2030,8.87,Off-track
Venezuela,2015,8.44,Poverty rising
Venezuela,2016,10.64,Poverty rising
Venezuela,2017,11.78,Poverty rising
Venezuela,2018,12.56,Poverty rising
Venezuela,2019,12.93,Poverty rising
Venezuela,2020,13.32,Poverty rising
Venezuela,2021,13.73,Poverty rising
Venezuela,2022,14.13,Poverty rising
Venezuela,2023,14.59,Poverty rising
Venezuela,2024,15.07,Poverty rising
Venezuela,2025,15.57,Poverty rising
Venezuela,2026,16.04,Poverty rising
Venezuela,2027,16.53,Poverty rising
Venezuela,2028,17.04,Poverty rising
Venezuela,2029,17.57,Poverty rising
Venezuela,2030,18.13,Poverty rising
Vietnam,2015,1.70,Target reached
Vietnam,2016,1.36,Target reached
Vietnam,2017,1.08,Target reached
Vietnam,2018,0.86,Target reached
Vietnam,2019,0.69,Target reached
Vietnam,2020,0.55,Target reached
Vietnam,2021,0.44,Target reached
Vietnam,2022,0.36,Target reached
Vietnam,2023,0.30,Target reached
Vietnam,2024,0.25,Target reached
Vietnam,2025,0.21,Target reached
Vietnam,2026,0.19,Target reached
Vietnam,2027,0.16,Target reached
Vietnam,2028,0.14,Target reached
Vietnam,2029,0.13,Target reached
Vietnam,2030,0.11,Target reached
World,2015,9.91,
World,2016,9.34,
World,2017,8.72,
World,2018,8.11,
World,2019,7.60,
World,2020,7.19,
World,2021,6.87,
World,2022,6.60,
World,2023,6.35,
World,2024,6.15,
World,2025,5.97,
World,2026,5.81,
World,2027,5.65,
World,2028,5.50,
World,2029,5.37,
World,2030,5.24,
Yemen,2015,27.31,Poverty rising
Yemen,2016,33.12,Poverty rising
Yemen,2017,30.99,Off-track
Yemen,2018,25.26,Off-track
Yemen,2019,23.34,Off-track
Yemen,2020,21.57,Off-track
Yemen,2021,19.92,Off-track
Yemen,2022,18.39,Off-track
Yemen,2023,19.52,Poverty rising
Yemen,2024,20.73,Poverty rising
Yemen,2025,22.05,Poverty rising
Yemen,2026,23.15,Poverty rising
Yemen,2027,24.32,Poverty rising
Yemen,2028,25.57,Poverty rising
Yemen,2029,26.91,Poverty rising
Yemen,2030,28.35,Poverty rising
Zambia,2015,57.28,Poverty rising
Zambia,2016,57.38,Poverty rising
Zambia,2017,57.26,Off-track
Zambia,2018,56.97,Off-track
Zambia,2019,56.64,Off-track
Zambia,2020,56.10,Off-track
Zambia,2021,55.58,Off-track
Zambia,2022,55.02,Off-track
Zambia,2023,53.88,Off-track
Zambia,2024,52.75,Off-track
Zambia,2025,51.65,Off-track
Zambia,2026,50.45,Off-track
Zambia,2027,49.27,Off-track
Zambia,2028,48.12,Off-track
Zambia,2029,46.99,Off-track
Zambia,2030,45.88,Off-track
Zimbabwe,2015,40.48,Poverty rising
Zimbabwe,2016,40.91,Poverty rising
Zimbabwe,2017,40.27,Off-track
Zimbabwe,2018,42.15,Poverty rising
Zimbabwe,2019,42.98,Poverty rising
Zimbabwe,2020,43.03,Poverty rising
Zimbabwe,2021,43.11,Poverty rising
Zimbabwe,2022,43.21,Poverty rising
Zimbabwe,2023,37.01,Off-track
Zimbabwe,2024,31.74,Off-track
Zimbabwe,2025,27.27,Off-track
Zimbabwe,2026,22.90,Off-track
Zimbabwe,2027,19.27,Off-track
Zimbabwe,2028,16.25,Off-track
Zimbabwe,2029,13.73,Off-track
Zimbabwe,2030,11.63,Off-track
