Entity,Year,Abortion related,Airports & Aircraft,Business,Educational Institution,Food or Water Supply,Government (Diplomatic),Government (General),Journalists & Media,Maritime,Military,NGO,Other,Police,Private Citizens & Property,Religious Figures/Institutions,Telecommunications,Terrorists/Non-State Militia,Tourists,Transportation,Unknown,Utilities,Violent Political Party
South America,2000,0,0,29,2,2,1,20,3,1,6,4,0,14,46,5,0,0,1,6,0,10,0
South America,2001,0,2,30,4,0,3,37,7,2,3,3,0,12,98,4,0,0,2,8,0,11,0
South America,2002,0,2,20,0,1,1,32,5,0,12,0,0,17,34,5,0,0,2,13,2,13,0
South America,2003,0,0,18,1,1,5,13,3,0,14,2,0,9,22,0,0,0,0,3,0,24,0
South America,2004,0,0,4,0,0,0,7,1,0,3,0,0,11,9,2,0,0,0,2,1,2,0
South America,2005,0,0,8,0,0,0,6,2,0,4,0,0,13,9,3,0,0,0,1,0,3,0
South America,2006,0,0,7,0,0,0,10,2,0,2,1,0,5,11,0,0,0,0,8,0,4,0
South America,2007,0,0,7,1,0,0,9,0,0,3,0,0,10,12,0,0,0,0,0,0,4,0
South America,2008,0,1,30,2,1,3,15,1,0,5,2,0,7,36,1,0,2,1,14,2,21,0
South America,2009,0,2,38,1,1,0,29,2,1,2,5,0,5,39,2,0,0,0,18,0,14,0
South America,2010,0,3,33,1,1,1,20,3,0,9,1,0,9,31,4,0,0,0,11,0,20,0
South America,2011,0,0,22,1,0,0,13,3,1,6,0,0,8,25,0,0,0,0,9,0,18,0
South America,2012,0,2,18,0,0,2,4,4,0,24,0,0,33,8,1,0,0,2,11,1,23,0
South America,2013,0,2,16,0,1,1,7,6,0,39,0,0,43,11,1,0,1,2,7,5,38,0
South America,2014,0,0,39,1,2,0,14,6,0,46,0,0,54,28,2,0,0,0,22,27,41,0
South America,2015,0,0,24,2,2,1,8,6,0,30,1,0,34,19,0,0,1,0,11,8,29,0
South America,2016,0,0,22,1,0,0,8,10,0,27,0,0,34,21,6,0,0,0,3,6,21,0
South America,2017,0,0,21,1,0,3,12,8,0,27,1,0,24,44,2,0,2,1,4,3,19,0
South Asia,1970,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Asia,1971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Asia,1972,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Asia,1973,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Asia,1974,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
South Asia,1975,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Asia,1976,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Asia,1977,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Asia,1978,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
South Asia,1979,0,0,1,0,0,3,8,0,0,1,0,0,10,5,1,0,0,1,3,0,0,0
South Asia,1980,0,0,0,1,0,0,3,0,0,0,1,0,2,1,0,0,0,0,3,0,1,0
South Asia,1981,0,2,0,0,0,1,8,0,0,3,0,0,1,1,2,0,0,0,3,0,2,0
South Asia,1982,0,3,0,0,0,4,4,0,0,1,0,0,2,2,1,0,0,0,0,1,0,2
South Asia,1983,0,6,5,0,0,4,4,0,1,2,0,0,11,18,3,0,0,0,8,0,0,1
South Asia,1984,0,5,21,2,1,0,24,2,0,16,0,0,39,45,24,0,5,0,55,2,1,1
South Asia,1985,0,2,7,0,0,0,25,2,1,23,0,1,30,29,8,0,0,0,31,2,0,0
South Asia,1986,0,8,25,3,1,3,26,1,0,42,1,0,34,77,11,0,3,0,26,7,3,0
South Asia,1987,0,3,32,6,0,2,50,3,1,27,1,0,52,95,11,0,2,0,41,5,6,9
South Asia,1988,0,4,58,16,3,2,118,3,4,99,2,0,128,222,13,0,2,0,79,1,7,39
South Asia,1989,0,5,96,23,0,1,127,9,4,113,0,0,183,215,10,0,12,2,80,2,2,42
South Asia,1990,0,2,49,12,1,0,77,5,2,64,2,1,106,174,19,0,2,1,58,0,2,22
South Asia,1991,0,3,82,8,1,9,89,8,3,101,10,0,113,140,14,0,6,3,49,2,4,31
South Asia,1992,0,8,42,18,2,12,67,11,4,78,2,0,86,114,36,0,6,0,41,1,6,11
South Asia,1994,0,1,15,13,0,6,68,5,1,22,2,1,41,111,13,0,2,4,27,5,1,38
South Asia,1995,0,6,44,4,1,3,64,9,2,80,0,0,175,426,22,0,7,2,97,69,12,26
South Asia,1996,0,3,29,5,1,5,96,9,3,63,2,0,102,223,8,0,8,2,49,75,7,44
South Asia,1997,0,1,29,4,0,3,40,6,2,44,0,0,59,128,17,0,5,0,36,93,6,17
South Asia,1998,0,0,10,0,0,1,16,0,1,20,0,0,17,45,6,0,0,0,15,0,2,3
South Asia,1999,0,1,7,2,0,4,31,2,2,43,2,0,37,42,12,0,11,0,17,0,4,7
South Asia,2000,0,2,10,4,0,5,70,9,2,50,1,0,49,97,17,0,0,3,25,1,2,10
South Asia,2001,0,6,17,9,1,4,60,5,1,40,1,0,65,117,20,0,4,0,22,1,2,7
South Asia,2002,0,7,20,12,0,8,64,6,0,54,2,0,40,73,12,0,0,1,25,5,1,2
South Asia,2003,0,1,19,10,0,9,57,3,1,68,11,0,49,66,13,0,0,2,24,3,5,9
South Asia,2004,0,3,21,8,0,14,68,5,1,59,10,0,52,79,16,0,2,2,15,3,4,7
South Asia,2005,0,3,34,32,0,6,96,7,0,70,8,0,102,135,29,0,17,1,29,1,21,4
South Asia,2006,0,2,47,43,4,14,139,12,1,101,18,0,181,241,16,0,7,7,44,13,37,5
South Asia,2007,0,1,71,39,0,7,107,8,1,134,15,0,260,226,19,0,4,2,47,9,18,12
South Asia,2008,0,9,162,90,10,13,293,21,3,87,27,0,164,558,45,0,58,3,108,27,38,21
South Asia,2009,0,13,207,154,3,17,322,17,1,39,25,0,193,622,41,0,38,1,107,17,62,36
South Asia,2010,0,8,205,210,5,18,399,19,0,37,22,1,175,587,38,0,44,1,120,7,17,42
South Asia,2011,0,6,190,165,4,10,354,15,0,121,17,0,260,571,37,0,55,0,138,36,101,24
South Asia,2012,0,10,250,184,11,30,340,22,1,822,19,1,778,728,66,0,83,3,121,182,66,74
South Asia,2013,0,5,295,200,1,19,460,47,1,745,28,3,1031,892,125,0,73,4,142,258,79,172
South Asia,2014,0,16,345,161,4,16,558,45,1,762,27,5,1130,955,128,0,85,1,101,403,142,90
South Asia,2015,0,6,287,166,3,18,457,51,2,594,18,0,1108,843,128,0,61,0,172,432,77,126
South Asia,2016,0,5,169,117,4,15,312,38,0,544,16,1,811,880,85,0,54,1,86,394,29,49
South Asia,2017,0,1,222,60,2,11,359,33,1,527,6,3,795,708,75,0,40,3,68,345,32,123
South Korea,1974,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Korea,1982,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Korea,1983,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Korea,1986,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Korea,1988,0,0,2,0,0,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
South Korea,1989,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
South Korea,1990,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Korea,1991,0,0,0,0,0,2,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
South Korea,1992,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
South Korea,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
South Korea,1995,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
South Korea,1996,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
South Korea,2001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Korea,2003,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
South Korea,2006,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Korea,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Korea,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
South Sudan,2012,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0
South Sudan,2013,0,0,1,0,0,6,0,0,0,1,0,0,0,4,0,0,0,0,0,0,1,0
South Sudan,2014,0,0,1,0,0,8,0,0,0,9,4,0,1,15,2,0,0,0,0,0,0,0
South Sudan,2015,0,0,2,0,0,3,6,1,0,15,2,0,2,20,0,0,0,0,2,0,1,0
South Sudan,2016,0,0,2,2,0,4,6,3,0,11,2,0,3,19,0,0,0,1,6,0,0,0
South Sudan,2017,0,0,4,0,0,2,2,0,0,17,9,0,1,11,0,0,5,0,3,0,0,0
South Vietnam,1972,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Yemen,1971,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
South Yemen,1983,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southeast Asia,1970,0,2,0,0,0,4,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Southeast Asia,1971,0,1,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Southeast Asia,1972,0,2,1,0,0,8,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0
Southeast Asia,1973,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Southeast Asia,1974,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Southeast Asia,1975,0,2,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
Southeast Asia,1976,0,2,2,1,0,0,0,2,0,1,0,0,0,1,1,0,0,0,2,0,0,0
Southeast Asia,1977,0,3,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
Southeast Asia,1978,0,0,8,1,0,1,7,1,1,9,0,0,1,2,0,0,0,0,2,1,10,0
Southeast Asia,1979,0,0,5,4,0,3,14,2,3,25,0,0,9,16,0,0,0,0,2,3,0,0
Southeast Asia,1980,0,0,30,4,0,1,12,0,0,6,0,0,12,13,0,0,0,0,9,0,0,0
Southeast Asia,1981,0,2,9,1,0,0,6,1,1,8,0,0,2,8,1,0,1,0,8,1,1,0
Southeast Asia,1982,0,0,9,0,0,1,7,1,1,6,0,0,2,12,0,0,0,0,2,1,0,0
Southeast Asia,1983,0,1,4,0,0,2,3,0,0,5,0,0,1,4,1,0,0,0,1,0,0,0
Southeast Asia,1984,0,0,3,0,0,1,11,1,0,12,0,0,7,9,1,0,0,0,1,0,0,0
Southeast Asia,1985,0,0,12,1,0,1,16,6,0,21,0,0,5,17,4,0,1,0,1,0,43,0
Southeast Asia,1986,0,0,14,1,3,4,14,0,1,15,0,0,12,17,5,0,3,2,9,0,2,0
Southeast Asia,1987,0,2,13,5,0,3,17,2,0,44,1,0,28,13,7,0,17,0,9,0,2,0
Southeast Asia,1988,0,2,19,2,0,4,60,2,1,54,1,0,40,24,11,0,5,1,7,0,8,0
Southeast Asia,1989,0,1,34,3,1,4,32,1,2,42,0,0,26,32,2,0,3,1,15,0,4,0
Southeast Asia,1990,0,1,77,7,1,10,54,3,1,61,1,0,49,47,1,0,1,0,28,0,4,0
Southeast Asia,1991,0,3,37,2,0,3,16,5,2,49,1,0,29,20,9,0,1,0,14,0,14,0
Southeast Asia,1992,0,3,39,3,0,26,57,6,1,42,0,0,26,45,7,0,0,0,13,0,9,1
Southeast Asia,1994,0,3,42,2,0,4,9,6,5,5,2,0,11,35,4,0,4,3,14,2,0,0
Southeast Asia,1995,0,1,18,3,1,1,27,5,2,8,1,0,9,31,4,0,4,1,48,0,4,0
Southeast Asia,1996,0,0,25,2,0,5,28,7,2,11,2,0,5,61,30,0,5,2,6,0,0,2
Southeast Asia,1997,0,1,29,3,0,0,12,5,2,3,0,0,21,31,34,0,2,0,10,1,1,4
Southeast Asia,1998,0,0,3,0,0,0,7,0,0,1,0,0,4,11,0,0,0,0,6,0,0,0
Southeast Asia,1999,0,0,11,3,0,8,6,5,1,20,3,0,9,30,2,0,0,1,6,0,1,1
Southeast Asia,2000,0,5,23,4,0,8,17,4,3,32,3,0,23,62,46,0,0,2,18,1,2,0
Southeast Asia,2001,0,2,24,18,0,1,24,4,1,10,2,0,25,51,3,0,0,4,10,0,4,1
Southeast Asia,2002,0,0,20,4,0,3,12,0,1,7,1,0,7,37,4,0,0,2,8,2,1,0
Southeast Asia,2003,0,3,13,4,2,1,11,0,1,28,0,0,12,38,3,0,3,1,10,1,8,1
Southeast Asia,2004,0,0,16,3,0,1,12,0,1,7,1,0,21,20,4,0,0,0,7,0,2,0
Southeast Asia,2005,0,1,28,15,1,0,25,0,1,19,0,0,38,55,8,0,2,2,4,0,3,0
Southeast Asia,2006,0,0,17,25,0,0,46,4,0,17,1,0,39,100,3,0,2,0,7,0,1,0
Southeast Asia,2007,0,0,45,41,0,1,37,1,0,33,1,1,30,135,8,0,1,0,21,1,4,0
Southeast Asia,2008,0,2,58,30,2,0,68,7,1,27,2,1,22,174,9,0,8,2,24,9,30,0
Southeast Asia,2009,0,0,87,28,1,3,82,3,1,10,3,0,10,253,13,0,1,0,22,5,20,1
Southeast Asia,2010,0,0,99,22,2,3,108,6,0,10,2,0,18,152,11,0,4,0,12,1,8,0
Southeast Asia,2011,0,0,95,18,1,0,51,1,0,23,0,0,40,89,9,0,4,0,11,4,1,0
Southeast Asia,2012,0,3,83,22,4,1,86,9,1,177,1,1,73,70,10,0,0,2,15,18,6,1
Southeast Asia,2013,0,0,177,38,0,0,275,15,4,323,3,2,138,125,22,0,2,2,15,18,13,0
Southeast Asia,2014,0,1,156,38,1,0,180,17,2,322,3,0,117,149,14,0,0,2,16,42,17,0
Southeast Asia,2015,0,0,132,14,3,0,152,12,0,322,2,1,112,164,20,0,2,0,18,62,53,0
Southeast Asia,2016,0,0,102,21,0,2,229,11,22,200,3,2,125,181,11,0,1,3,22,74,56,0
Southeast Asia,2017,0,1,104,16,0,1,136,10,8,263,3,1,187,165,18,0,1,1,7,45,50,0
Soviet Union,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Soviet Union,1989,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0
Soviet Union,1990,0,1,0,0,0,1,4,0,0,6,0,0,4,10,0,0,0,0,9,0,1,0
Soviet Union,1991,0,4,1,0,0,0,13,0,0,5,0,0,4,4,0,0,1,0,2,0,0,0
Spain,1970,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,1971,0,2,5,1,0,2,3,2,0,0,0,0,0,1,0,0,0,0,2,0,2,0
Spain,1972,0,0,9,0,0,1,1,1,0,2,0,0,1,2,0,0,0,0,1,0,1,0
Spain,1973,0,3,10,0,0,1,3,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0
Spain,1974,0,1,5,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
Spain,1975,0,1,53,4,1,2,5,3,0,5,0,0,27,16,3,0,0,0,16,0,0,0
Spain,1976,0,1,12,0,0,4,6,6,1,5,0,0,3,7,1,0,0,0,3,0,0,1
Spain,1977,0,4,34,1,0,4,17,14,0,4,0,0,29,14,2,0,0,1,7,1,11,0
Spain,1978,0,5,55,1,0,2,19,6,0,10,0,0,77,15,1,0,3,0,6,0,4,1
Spain,1979,0,9,70,6,0,6,38,4,1,12,2,0,87,28,1,0,0,3,9,2,0,1
Spain,1980,0,7,63,4,0,0,26,3,0,13,0,0,40,23,0,0,2,0,5,0,1,0
Spain,1981,0,1,15,2,0,4,11,1,0,9,0,0,27,10,0,0,0,0,0,0,26,1
Spain,1982,0,2,45,1,0,3,32,2,0,7,0,0,33,7,0,0,0,0,0,0,12,0
Spain,1983,0,0,52,0,0,3,6,1,0,14,0,0,29,11,0,0,0,0,4,0,0,0
Spain,1984,0,0,60,1,0,2,13,2,1,6,0,0,26,16,0,0,3,2,6,0,4,0
Spain,1985,0,2,29,0,0,0,12,0,2,7,0,0,36,20,0,0,1,0,0,0,0,1
Spain,1986,0,1,53,0,0,1,3,1,0,12,0,0,34,15,0,0,2,0,0,3,0,0
Spain,1987,0,0,45,0,0,2,10,1,0,7,1,0,23,8,1,0,0,1,0,0,3,2
Spain,1988,0,0,54,0,1,2,25,0,0,4,0,0,37,18,0,0,0,0,4,0,6,0
Spain,1989,0,0,56,1,0,0,10,0,0,8,0,0,31,6,0,0,0,0,26,0,4,0
Spain,1990,0,0,39,0,0,0,19,0,0,9,0,0,32,6,0,0,0,0,7,0,0,0
Spain,1991,0,0,20,0,0,0,8,0,0,10,0,0,30,12,0,0,0,0,6,0,2,0
Spain,1992,0,1,17,1,0,1,8,2,0,9,0,0,10,9,0,0,0,0,7,1,5,0
Spain,1994,0,0,21,1,0,1,5,0,0,8,0,0,10,6,0,0,0,0,3,0,0,0
Spain,1995,0,1,19,0,0,0,4,0,0,6,0,0,9,0,0,0,0,0,4,0,0,0
Spain,1996,0,2,16,0,0,1,12,0,0,2,0,0,14,6,1,0,0,8,1,0,0,0
Spain,1997,0,1,21,0,0,0,16,2,0,4,0,0,14,4,1,0,0,1,1,7,13,0
Spain,1998,0,0,5,0,0,0,7,0,0,2,0,0,1,0,0,0,0,0,2,0,0,0
Spain,1999,0,0,11,0,0,3,17,3,0,1,0,0,4,4,0,0,0,0,3,0,0,0
Spain,2000,0,0,44,0,0,0,31,8,0,7,0,0,4,10,0,0,0,0,3,2,0,0
Spain,2001,0,2,15,2,0,0,19,5,0,4,0,0,17,8,0,0,0,1,4,0,0,0
Spain,2002,0,0,17,2,0,0,5,4,0,1,0,0,3,3,1,0,0,1,2,1,0,0
Spain,2003,0,1,6,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,3,1,0,0
Spain,2004,0,0,6,0,0,0,1,1,0,0,0,0,2,4,0,0,0,2,7,6,2,0
Spain,2005,0,1,13,1,0,0,4,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0
Spain,2006,0,0,7,0,0,0,8,0,0,2,0,0,2,1,0,0,0,0,3,0,0,0
Spain,2007,0,0,1,0,0,0,4,0,0,0,0,0,1,3,0,0,0,0,2,0,0,0
Spain,2008,0,0,10,1,0,0,3,1,0,1,1,0,7,5,0,0,0,0,4,0,0,0
Spain,2009,0,0,5,0,0,1,2,0,0,0,0,0,4,3,0,0,0,0,4,0,0,0
Spain,2010,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Spain,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Spain,2013,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Spain,2014,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Spain,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,2016,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
Spain,2017,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
Sri Lanka,1975,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sri Lanka,1979,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0
Sri Lanka,1981,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sri Lanka,1982,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Sri Lanka,1983,0,1,1,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1
Sri Lanka,1984,0,0,6,1,1,0,7,0,0,12,0,0,22,21,3,0,0,0,6,1,0,0
Sri Lanka,1985,0,0,6,0,0,0,5,2,1,23,0,1,25,20,4,0,0,0,22,1,0,0
Sri Lanka,1986,0,1,10,1,1,0,6,1,0,41,0,0,23,34,2,0,3,0,14,1,2,0
Sri Lanka,1987,0,1,8,0,0,0,18,3,1,25,1,0,16,18,2,0,2,0,15,0,1,3
Sri Lanka,1988,0,0,15,5,0,0,72,2,3,86,2,0,47,34,4,0,1,0,43,0,6,29
Sri Lanka,1989,0,0,59,10,0,1,84,6,0,93,0,0,93,84,6,0,12,0,35,0,1,26
Sri Lanka,1990,0,0,4,0,1,0,8,1,1,38,0,0,20,54,6,0,1,0,6,0,1,0
Sri Lanka,1991,0,0,3,0,1,1,3,0,0,79,0,0,5,17,0,0,1,1,3,0,0,1
Sri Lanka,1992,0,0,8,0,0,0,3,2,1,51,0,0,11,17,1,0,1,0,8,0,0,0
Sri Lanka,1994,0,0,3,0,0,0,6,0,1,10,1,0,3,2,0,0,0,0,3,0,0,6
Sri Lanka,1995,0,1,4,0,0,0,6,1,2,44,0,0,24,22,2,0,1,0,6,4,5,2
Sri Lanka,1996,0,0,4,1,1,0,8,0,3,41,0,0,38,34,2,0,2,0,17,11,5,4
Sri Lanka,1997,0,0,4,0,0,0,3,0,2,21,0,0,13,9,0,0,3,0,2,3,3,1
Sri Lanka,1998,0,0,1,0,0,1,5,0,1,17,0,0,3,4,2,0,0,0,1,0,0,0
Sri Lanka,1999,0,0,0,0,0,0,5,0,2,14,0,0,7,4,0,0,0,0,6,0,4,3
Sri Lanka,2000,0,1,0,1,0,1,16,1,2,21,1,0,8,7,0,0,0,0,7,0,0,2
Sri Lanka,2001,0,1,1,0,0,0,4,1,1,6,1,0,5,12,2,0,1,0,1,0,0,0
Sri Lanka,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
Sri Lanka,2003,0,0,0,0,0,1,2,0,1,1,0,0,1,1,0,0,0,0,0,0,0,2
Sri Lanka,2004,0,0,1,0,0,1,8,2,0,3,0,0,2,8,1,0,1,0,1,1,0,4
Sri Lanka,2005,0,0,4,2,0,1,19,4,0,21,3,0,29,28,3,0,13,0,0,1,0,4
Sri Lanka,2006,0,0,12,4,2,2,24,3,1,40,8,0,37,63,2,0,7,1,6,3,0,2
Sri Lanka,2007,0,0,3,3,0,1,7,3,1,28,4,0,26,30,3,0,0,0,14,5,4,0
Sri Lanka,2008,0,0,4,0,1,0,12,2,1,7,1,0,4,27,7,0,4,1,19,2,2,6
Sri Lanka,2009,0,0,2,0,0,1,1,1,1,10,2,0,1,12,1,0,0,0,3,1,0,0
Sri Lanka,2010,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Sri Lanka,2012,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sri Lanka,2013,0,0,1,0,0,0,1,6,0,1,0,0,0,2,3,0,0,0,0,0,0,0
Sri Lanka,2014,0,0,1,1,0,0,2,0,0,0,0,0,0,5,6,0,0,0,0,0,0,1
Sri Lanka,2015,0,0,1,1,0,0,1,0,0,0,0,0,0,5,0,0,0,0,1,1,0,1
Sri Lanka,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Sri Lanka,2017,0,0,16,0,0,0,1,2,0,0,0,0,1,18,3,0,0,0,0,0,0,0
Sub-Saharan Africa,1970,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sub-Saharan Africa,1971,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub-Saharan Africa,1972,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub-Saharan Africa,1973,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub-Saharan Africa,1974,0,0,3,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Sub-Saharan Africa,1975,0,0,5,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
Sub-Saharan Africa,1976,0,2,0,0,0,2,1,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0
Sub-Saharan Africa,1977,0,1,8,1,0,1,1,0,0,0,0,0,6,1,1,0,0,1,5,2,1,0
Sub-Saharan Africa,1978,0,3,8,0,0,0,10,0,0,2,2,0,4,8,3,0,0,0,4,0,2,0
Sub-Saharan Africa,1979,0,3,18,3,0,1,20,0,0,6,1,0,16,26,2,0,0,0,18,1,7,1
Sub-Saharan Africa,1980,0,0,16,2,0,3,8,1,0,3,0,0,7,6,6,0,0,0,3,0,1,2
Sub-Saharan Africa,1981,0,3,16,1,1,5,13,0,1,7,0,0,17,8,1,0,0,0,5,3,13,2
Sub-Saharan Africa,1982,0,1,7,0,3,1,13,0,0,2,0,0,5,7,1,0,0,2,9,0,9,0
Sub-Saharan Africa,1983,0,0,11,0,2,1,30,0,0,7,2,0,9,13,3,0,0,0,15,1,11,1
Sub-Saharan Africa,1984,0,2,14,1,1,4,25,1,3,0,0,0,16,26,1,0,0,0,13,0,17,1
Sub-Saharan Africa,1985,0,1,27,4,0,1,23,0,0,18,1,0,26,25,1,0,0,1,1,0,11,1
Sub-Saharan Africa,1986,0,2,25,3,1,1,19,1,0,16,0,0,51,30,1,0,0,0,16,0,18,1
Sub-Saharan Africa,1987,0,1,14,0,0,0,22,1,0,19,1,0,56,25,6,0,0,1,24,0,2,2
Sub-Saharan Africa,1988,0,2,45,3,0,1,86,2,2,26,3,0,62,50,5,0,0,0,37,0,9,3
Sub-Saharan Africa,1989,0,3,32,2,1,5,40,4,1,27,2,0,49,74,3,0,0,1,29,0,11,6
Sub-Saharan Africa,1990,0,3,36,3,7,8,41,4,0,14,3,0,44,75,6,0,1,0,25,0,176,4
Sub-Saharan Africa,1991,0,6,27,4,2,5,28,3,5,9,4,0,27,87,4,0,1,0,36,0,2,21
Sub-Saharan Africa,1992,0,9,58,9,0,23,65,10,3,23,11,0,53,185,15,0,2,2,53,5,2,41
Sub-Saharan Africa,1994,0,5,31,7,2,43,60,5,2,25,16,0,24,142,13,0,1,1,11,4,3,35
Sub-Saharan Africa,1995,0,3,14,7,0,12,40,4,0,18,23,0,11,76,7,0,0,3,14,1,3,3
Sub-Saharan Africa,1996,0,4,20,5,2,5,33,3,0,14,13,0,8,82,10,0,1,0,10,4,1,2
Sub-Saharan Africa,1997,0,1,17,40,0,13,26,0,0,16,9,0,12,105,10,0,4,4,14,7,0,1
Sub-Saharan Africa,1998,0,1,13,2,0,5,4,0,0,6,2,0,4,39,5,0,0,0,5,0,1,0
Sub-Saharan Africa,1999,0,3,25,2,1,7,9,4,2,10,5,0,6,48,5,0,0,2,8,0,4,2
Sub-Saharan Africa,2000,0,2,13,1,0,18,16,5,0,11,6,0,3,101,6,0,0,2,3,1,3,0
Sub-Saharan Africa,2001,0,4,15,2,0,6,19,1,3,6,4,0,6,75,4,0,0,0,12,1,4,0
Sub-Saharan Africa,2002,0,4,7,2,0,3,14,6,0,8,1,0,2,49,7,0,1,2,14,1,0,0
Sub-Saharan Africa,2003,0,0,8,3,0,4,2,0,0,8,0,0,4,34,2,0,1,0,4,0,2,1
