Entity,Year,"Political participation (How Was Life, OECD (2014))","Political competition (How Was Life, OECD (2014))","Index of Democracy (How Was Life, OECD (2014))","Polity2 (How Was Life, OECD (2014))"
Western Offshoots,1919,18.450001,48.299999,9.1599922,9.6532717
Western Offshoots,1920,24.33,38.599998,9.7114124,9.6487207
Western Offshoots,1921,25.370001,40.200001,10.65007,9.7185297
Western Offshoots,1922,25.15,40.299999,10.547854,9.715579
Western Offshoots,1923,25.139999,40.200001,10.544879,9.7126408
Western Offshoots,1924,25.48,45.799999,12.100866,9.7097158
Western Offshoots,1925,25.940001,45.400002,12.213484,9.7068033
Western Offshoots,1926,25.959999,45.599998,12.299697,9.7039032
Western Offshoots,1927,25.950001,45.599998,12.29425,9.7010164
Western Offshoots,1928,30.190001,42.200001,13.180011,9.6981411
Western Offshoots,1929,30.280001,42,13.181648,9.6952782
Western Offshoots,1930,30.540001,41.599998,13.185678,9.6924267
Western Offshoots,1931,30.620001,41.799999,13.316696,9.6883411
Western Offshoots,1932,31.870001,42.400002,14.040289,9.6842518
Western Offshoots,1933,31.85,42.400002,14.033831,9.6801615
Western Offshoots,1934,31.950001,42.5,14.155448,9.6760674
Western Offshoots,1935,32.130001,42.799999,14.391888,9.6719713
Western Offshoots,1936,35.189999,39.799999,14.619497,9.6678724
Western Offshoots,1937,35.169998,39.599998,14.525143,9.6637707
Western Offshoots,1938,35.150002,39.599998,14.519202,9.659667
Western Offshoots,1939,35.130001,39.599998,14.513276,9.6555595
Western Offshoots,1940,36.860001,44.099998,16.904116,9.6514492
Western Offshoots,1941,36.860001,44.099998,16.902527,9.6526241
Western Offshoots,1942,36.860001,44.099998,16.900969,9.653801
Western Offshoots,1943,36.900002,43.900002,16.794538,9.6549788
Western Offshoots,1944,34.299999,45,15.997108,9.6561575
Western Offshoots,1945,34.5,46,16.521645,9.6573372
Western Offshoots,1946,34.529999,46,16.538488,9.6585178
Western Offshoots,1947,34.529999,46,16.536879,9.6596994
Western Offshoots,1948,33.330002,49.599998,17.160135,9.660882
Western Offshoots,1949,33.43,49,16.981569,9.6620646
Western Offshoots,1950,33.43,49,16.980127,9.663249
Western Offshoots,1951,33.330002,49,16.906633,9.6590118
Western Offshoots,1952,38.43,44.099998,17.594584,9.6547804
Western Offshoots,1953,37.98,44.099998,17.374882,9.6505518
Western Offshoots,1954,37.880001,44,17.30052,9.646327
Western Offshoots,1955,37.799999,44.099998,17.310226,9.642107
Western Offshoots,1956,35.75,42,15.593895,9.6378908
Western Offshoots,1957,35.869999,42.799999,16.008064,9.6336784
Western Offshoots,1958,36.16,41.700001,15.706069,9.6294708
Western Offshoots,1959,36.150002,41.700001,15.700559,9.6252661
Western Offshoots,1960,37.32,48.299999,18.719151,9.6210651
Western Offshoots,1961,37.279999,48.099998,18.643101,9.6146927
Western Offshoots,1962,37.150002,49.400002,19.147884,9.6083031
Western Offshoots,1963,37.150002,49.099998,19.019203,9.6018953
Western Offshoots,1964,36.02,39.299999,14.869573,9.5954695
Western Offshoots,1965,35.790001,39.400002,14.78603,9.5890245
Western Offshoots,1966,35.75,39.5,14.819662,9.5825615
Western Offshoots,1967,35.720001,39.5,14.812889,9.5760803
Western Offshoots,1968,35.32,54.099998,19.954229,9.5695791
Western Offshoots,1969,35.299999,53.900002,19.880455,9.5630589
Western Offshoots,1970,35.27,53.799999,19.866146,9.5565186
Western Offshoots,1971,35.259998,53.799999,19.857956,9.5528297
Western Offshoots,1972,36.450001,39.700001,15.283023,9.5491371
Western Offshoots,1973,36.439999,39.700001,15.2791,9.5454397
Western Offshoots,1974,36.389999,39.299999,15.072034,9.5417385
Western Offshoots,1975,36.400002,39.400002,15.151437,9.5380325
Western Offshoots,1976,36.889999,48.299999,18.742039,9.5343227
Western Offshoots,1977,36.860001,48.400002,18.757391,9.5306082
Western Offshoots,1978,36.84,48.299999,18.749876,9.5268898
Western Offshoots,1979,37.389999,48.599998,19.212914,9.5231657
Western Offshoots,1980,37.049999,47.599998,18.599155,9.5194378
Western Offshoots,1981,37.040001,47.599998,18.592884,9.5163918
Western Offshoots,1982,37.029999,47.599998,18.586615,9.5133429
Western Offshoots,1983,37.009998,47.5,18.537086,9.5102901
Western Offshoots,1984,38.459999,40.299999,16.408201,9.5072355
Western Offshoots,1985,38.439999,40.200001,16.402437,9.5041771
Western Offshoots,1986,38.43,40.200001,16.396683,9.5011158
Western Offshoots,1987,38.41,40.200001,16.353168,9.4980516
Western Offshoots,1988,36.099998,44.900002,17.22435,9.4949837
Western Offshoots,1989,36.09,44.900002,17.219126,9.4919119
Western Offshoots,1990,36.09,45,17.28384,9.4888372
Western Offshoots,1991,36.080002,45,17.27739,9.4876003
Western Offshoots,1992,39.990002,54.200001,22.857607,9.4863739
Western Offshoots,1993,39.630001,54.299999,22.678242,9.485158
Western Offshoots,1994,39.619999,54.299999,22.67355,9.4839535
Western Offshoots,1995,39.610001,54.299999,22.668894,9.4827595
Western Offshoots,1996,35.650002,49.099998,18.543983,9.481576
Western Offshoots,1997,35.349998,49.299999,18.47308,9.4804039
Western Offshoots,1998,35.330002,49.299999,18.447947,9.4792414
Western Offshoots,1999,35.32,49.299999,18.442417,9.4780903
Western Offshoots,2000,35.900002,49.5,18.784683,9.4769487
Western Offshoots,2001,,,,9.4748545
Western Offshoots,2002,,,,9.4722328
Western Offshoots,2003,,,,9.4693642
Western Offshoots,2004,,,,9.4666328
Western Offshoots,2005,,,,9.4643078
Western Offshoots,2006,,,,9.4624605
Western Offshoots,2007,,,,9.4609957
Western Offshoots,2008,,,,9.4597969
Western Offshoots,2009,,,,9.4586878
Western Offshoots,2010,,,,9.4575405
World,1820,.0099999998,.30000001,.0012471339,-3.2226369
World,1821,.0099999998,.30000001,.001253648,-3.2282565
World,1822,.0099999998,.30000001,.001260177,-3.2401328
World,1823,.0099999998,.30000001,.001248155,-3.2648604
World,1824,.039999999,1,.021870406,-3.2908869
World,1825,.039999999,1,.022277748,-3.2965665
World,1826,.039999999,1,.022673665,-3.296021
World,1827,.039999999,1,.023095913,-3.306411
World,1828,.12,.80000001,.049636912,-3.3056865
World,1829,.12,.89999998,.05065722,-3.3075218
World,1830,.12,1.7,.052788548,-3.239511
World,1831,.14,1.9,.056203242,-3.2433369
World,1832,.15000001,2,.060359344,-3.2445064
World,1833,.16,2,.061529353,-3.2489288
World,1834,.16,2,.062721938,-3.2586432
World,1835,.16,2.3,.068909571,-3.2805634
World,1836,.18000001,2.4000001,.083986521,-3.2356188
World,1837,.18000001,2.4000001,.087303646,-3.1326594
World,1838,.19,2.4000001,.088975094,-3.1363294
World,1839,.19,2.5999999,.091433965,-3.1383736
World,1840,.25999999,2.5999999,.12001075,-3.1170661
World,1841,.25999999,2.5999999,.12114493,-3.1080077
World,1842,.27000001,2.5999999,.12337039,-3.1186619
World,1843,.28,2.5999999,.12557425,-3.1128297
World,1844,.28999999,2.7,.13469771,-3.1097143
World,1845,.28999999,2.7,.13721278,-3.0979259
World,1846,.30000001,2.5,.13946484,-3.0596812
World,1847,.30000001,2.7,.14440039,-3.05247
World,1848,.87,3.0999999,.34560809,-2.8031743
World,1849,.86000001,3.3,.35796359,-2.7812438
World,1850,.87,3.5,.36207142,-2.7916977
World,1851,.31999999,2.8,.15754078,-2.9724581
World,1852,.92000002,2.8,.16669333,-3.1903014
World,1853,.93000001,2.7,.16986431,-3.141907
World,1854,.93000001,2.7,.17264861,-3.1775033
World,1855,.94,2.5,.17581719,-3.1657879
World,1856,.98000002,2.7,.2160686,-3.1530197
World,1857,1,2.8,.2382534,-3.137413
World,1858,1.05,2.8,.25159642,-3.072844
World,1859,1.04,2.9000001,.24938446,-3.0193996
World,1860,1.0700001,3,.28014541,-2.9874506
World,1861,1.09,4.0999999,.2934863,-2.9885879
World,1862,1.0599999,4.1999998,.29085693,-2.8997312
World,1863,1.09,4.4000001,.32011902,-2.8195772
World,1864,1.03,3.8,.23127489,-2.7980008
World,1865,1.05,3.7,.24305321,-2.747046
World,1866,1.0599999,3.8,.24523167,-2.7329378
World,1867,1.21,5.1999998,.30230927,-2.6481407
World,1868,1.34,5.4000001,.37132463,-2.5718389
World,1869,1.58,6.0999999,.47280309,-2.4064806
World,1870,1.59,6.0999999,.47743303,-2.3327575
World,1871,1.55,7.0999999,.6398409,-2.1810982
World,1872,1.51,6.5999999,.60181224,-2.1133878
World,1873,1.55,6.4000001,.58184713,-2.1437991
World,1874,1.47,6.5999999,.5963167,-2.0892549
World,1875,1.49,6.5999999,.59999454,-1.9991634
World,1876,1.65,6.5,.70751458,-1.9130399
World,1877,1.73,6.6999998,.75625801,-1.9335774
World,1878,1.75,6.8000002,.76974571,-1.9303882
World,1879,1.71,7,.77879214,-1.8725976
World,1880,1.77,7.0999999,.79641032,-1.750926
World,1881,1.6799999,6.5999999,.65698743,-1.7386435
World,1882,1.72,6.5999999,.6739127,-1.7300227
World,1883,1.73,6.5999999,.6781249,-1.7174377
World,1884,1.75,6.6999998,.68834901,-1.7071351
World,1885,1.95,7.3000002,.87632924,-1.6983602
World,1886,1.86,7.1999998,.82418895,-1.7093142
World,1887,1.9400001,7.1999998,.85623908,-1.7003727
World,1888,1.98,7.3000002,.88612193,-1.6715804
World,1889,2,7.4000001,.90292883,-1.6314731
World,1890,2,8.1999998,.90687984,-1.4520414
World,1891,2.0799999,8.5,.92404878,-1.4513319
World,1892,2.1600001,8.6000004,.9818424,-1.4456719
World,1893,2.1400001,8.8000002,1.004476,-1.4409512
World,1894,2.24,8.6999998,1.0474261,-1.4424794
World,1895,2.1700001,8.6000004,1.0103025,-1.4493955
World,1896,2.24,8.6000004,1.0133489,-1.4486216
World,1897,2.27,8.6000004,1.0286331,-1.4438007
World,1898,2.29,8.5,1.0717154,-1.3943099
World,1899,2.3099999,8.6000004,1.0803304,-1.3894001
World,1900,2.24,8.6000004,1.0347468,-1.2953691
World,1901,2.28,8.8000002,1.0565661,-1.2490609
World,1902,2.3599999,9.3999996,1.1455684,-1.2436978
World,1903,2.4200001,9.3999996,1.1713902,-1.2442356
World,1904,2.3499999,9.5,1.1090103,-1.2539058
World,1905,2.3800001,9.6000004,1.1275917,-1.1590673
World,1906,2.51,10.5,1.1959951,-.98244715
World,1907,2.6099999,10.6,1.2369828,-1.0036134
World,1908,2.6600001,10.8,1.2951547,-.91245359
World,1909,2.7,11.2,1.3161523,-.8501839
World,1910,2.6800001,11.8,1.307543,-.80497283
World,1911,2.71,11.5,1.3219177,.22269246
World,1912,2.6800001,18.1,1.3847907,1.1854472
World,1913,2.8800001,23.6,1.4811924,.29061237
World,1914,2.8900001,11.8,1.4656388,-.46632731
World,1915,2.9100001,12.2,1.491992,-.45428663
World,1916,3.0699999,11.9,1.5117674,-.42842054
World,1917,3.1900001,11.2,1.4370111,-.17751047
World,1918,3.49,11.7,1.6641637,.0084292367
World,1919,4.48,13.5,2.1881886,.082714565
World,1920,5.02,13,2.3100874,.10458645
World,1921,5.1999998,13.3,2.4096897,.13570572
World,1922,5.6399999,13.6,2.7022791,.17917885
World,1923,5.6399999,13.4,2.7132735,.007208847
World,1924,5.9000001,13.3,2.7410586,-.055124149
World,1925,6.3699999,13.1,3.2204549,-.094936475
World,1926,5.8899999,11.5,2.9162889,-.22933117
World,1927,5.9200001,11.4,2.9175894,-.25370824
World,1928,6.6900001,11.4,3.1521118,-.31115112
World,1929,7.4099998,11.6,3.3898165,-.34444866
World,1930,7.4099998,11.3,3.4508493,-.32759133
World,1931,7.6799998,11.8,3.4077444,-.29134223
World,1932,7.8499999,11.9,3.418344,-.29317328
World,1933,8.1899996,11,3.1022987,-.76279503
World,1934,6.1500001,10.1,2.4746737,-.80719835
World,1935,5.9099998,9.8999996,2.3931496,-.79753095
World,1936,6.1100001,9.6999998,2.4231791,-.86174333
World,1937,6.1599998,9.5,2.4522684,.34927076
World,1938,6.0999999,9.1000004,2.4278524,.36007932
World,1939,5.6700001,8.1999998,2.207623,.23718409
World,1940,4.96,6.5999999,1.8321443,-.18295005
World,1941,4.96,6.9000001,1.9516059,-.096909843
World,1942,5.0300002,6.1999998,1.8365617,-.11035105
World,1943,4.5999999,6.1999998,1.8378958,.011730287
World,1944,4.4200001,6.1999998,1.798517,.22348347
World,1945,7.29,11.6,3.6057568,.63603914
World,1946,9.1400003,14.1,4.4271054,.15224844
World,1947,10.62,20.700001,4.5949807,.080703348
World,1948,10.78,20.799999,4.589395,.23989284
World,1949,11.32,19.5,4.6445327,-.40424404
World,1950,11.78,19.799999,4.9489689,.87143815
World,1951,11.88,20.200001,5.0278568,.8435868
World,1952,15.84,23.6,7.0070033,1.0452945
World,1953,15.91,23.5,7.1078157,.98873818
World,1954,15.77,23,6.9978876,.81511104
World,1955,16.049999,23.5,7.10636,.81444401
World,1956,16.209999,23,6.9003615,.88645774
World,1957,16.6,23.4,7.0037413,.91447109
World,1958,16.76,22.1,6.7981949,.58868879
World,1959,16.08,21,6.5557952,.47022551
World,1960,16.67,21.700001,6.7661629,.60229194
World,1961,16.74,22.200001,6.903131,.48813131
World,1962,15.71,22,6.475523,.49977311
World,1963,16.35,23.1,6.8884816,.52513397
World,1964,16.030001,20.799999,6.2884274,.34543037
World,1965,16.280001,21.1,6.45612,.1166316
World,1966,15.66,19.9,6.1559873,-.43162385
World,1967,16.1,20.5,6.5629034,-.51624411
World,1968,15.94,21.4,6.8558631,-.50380933
World,1969,15.98,21.1,6.8080678,-.27024716
World,1970,16.370001,21.299999,6.9362569,-.27161059
World,1971,16.549999,20.9,6.7197647,-.47931424
World,1972,16.629999,19.9,6.357656,-.54460788
World,1973,17.18,21.200001,6.7455492,-.2686958
World,1974,17.559999,21.299999,6.8899961,-.2560958
World,1975,17.280001,21.1,6.7965894,-.62713504
World,1976,17.389999,21.4,6.9445791,-.59190327
World,1977,17.940001,21.1,7.2608757,-.59642518
World,1978,18.469999,22.5,7.3756256,-.26197559
World,1979,18.889999,23.6,7.5997787,.02955305
World,1980,18.76,23.299999,7.3093777,-.15051505
World,1981,19.299999,23.799999,7.3934107,-.15979722
World,1982,19.049999,23.299999,7.3676157,-.19106124
World,1983,19.309999,23,7.5698743,.034086864
World,1984,20.030001,21.6,7.4621429,-.23118718
World,1985,19.860001,21.200001,7.4513621,.060858186
World,1986,20.450001,21.9,7.6716704,.16930752
World,1987,20.860001,22.1,7.9556575,.30220044
World,1988,21.16,24.4,8.5140572,.70686513
World,1989,22.27,26.700001,10.334191,.88756996
World,1990,22.450001,28.1,10.929416,1.1706984
World,1991,23.15,29.4,11.718234,1.5427251
World,1992,23.360001,31.4,12.344585,1.9417416
World,1993,24.719999,33.400002,12.645549,1.9019599
World,1994,25.35,33.599998,12.855287,2.0596576
World,1995,25.870001,33.799999,12.811202,2.208751
World,1996,26.41,36.700001,14.035611,2.1903524
World,1997,26.389999,35.900002,13.82283,2.2713988
World,1998,26.67,35,13.891225,2.4769659
World,1999,25.41,31.5,12.2389,2.6592512
World,2000,25.16,31,12.128961,2.7895401
World,2001,,,,2.8520298
World,2002,,,,2.8937263
World,2003,,,,2.9339848
World,2004,,,,2.9580755
World,2005,,,,3.032336
World,2006,,,,2.9697485
World,2007,,,,2.8568375
World,2008,,,,3.0136168
World,2009,,,,3.2011497
World,2010,,,,3.2631884
