Entity,Year,e10 (United Nations Population Division and Human Mortality Database (2015))
Lebanon,2050,77.59
Lebanon,2055,78.24
Lebanon,2060,78.82
Lebanon,2065,79.38
Lebanon,2070,79.92
Lebanon,2075,80.4
Lebanon,2080,80.87
Lebanon,2085,81.3
Lebanon,2090,81.74
Lebanon,2095,82.2
Lesotho,1950,47.54
Lesotho,1955,49.16
Lesotho,1960,50.63
Lesotho,1965,51.02
Lesotho,1970,51.66
Lesotho,1975,52.9
Lesotho,1980,54.5
Lesotho,1985,55.59
Lesotho,1990,56.7
Lesotho,1995,48.82
Lesotho,2000,40
Lesotho,2005,41.65
Lesotho,2010,44.53
Lesotho,2015,44.5
Lesotho,2020,45.9
Lesotho,2025,47.82
Lesotho,2030,50.08
Lesotho,2035,52.4
Lesotho,2040,54.72
Lesotho,2045,57.01
Lesotho,2050,58.45
Lesotho,2055,59.28
Lesotho,2060,60.24
Lesotho,2065,61.28
Lesotho,2070,62.38
Lesotho,2075,63.49
Lesotho,2080,64.56
Lesotho,2085,65.55
Lesotho,2090,66.46
Lesotho,2095,67.31
Liberia,1950,41.85
Liberia,1955,42.79
Liberia,1960,43.8
Liberia,1965,45.42
Liberia,1970,47.33
Liberia,1975,50.38
Liberia,1980,52.19
Liberia,1985,53.01
Liberia,1990,53.2
Liberia,1995,55.83
Liberia,2000,52.16
Liberia,2005,55.47
Liberia,2010,56.65
Liberia,2015,57.62
Liberia,2020,58.6
Liberia,2025,59.47
Liberia,2030,60.18
Liberia,2035,60.84
Liberia,2040,61.47
Liberia,2045,62
Liberia,2050,62.53
Liberia,2055,63.03
Liberia,2060,63.6
Liberia,2065,64.07
Liberia,2070,64.62
Liberia,2075,65.15
Liberia,2080,65.65
Liberia,2085,66.19
Liberia,2090,66.71
Liberia,2095,67.27
Libya,1950,47.43
Libya,1955,48.3
Libya,1960,51.69
Libya,1965,54.48
Libya,1970,56.8
Libya,1975,58.72
Libya,1980,60.24
Libya,1985,61.29
Libya,1990,62.37
Libya,1995,62.9
Libya,2000,63.31
Libya,2005,64.08
Libya,2010,63.71
Libya,2015,64.19
Libya,2020,64.75
Libya,2025,65.31
Libya,2030,65.89
Libya,2035,66.47
Libya,2040,67.09
Libya,2045,67.73
Libya,2050,68.4
Libya,2055,69.15
Libya,2060,69.85
Libya,2065,70.54
Libya,2070,71.22
Libya,2075,71.96
Libya,2080,72.68
Libya,2085,73.4
Libya,2090,74.09
Libya,2095,74.75
Lithuania,1950,60.97
Lithuania,1955,62.78
Lithuania,1960,63.65
Lithuania,1965,63.83
Lithuania,1970,63.31
Lithuania,1975,62.81
Lithuania,1980,62.34
Lithuania,1985,63.07
Lithuania,1990,61.27
Lithuania,1995,61.32
Lithuania,2000,62.4
Lithuania,2005,61.88
Lithuania,2010,63.52
Lithuania,2015,64.11
Lithuania,2020,64.78
Lithuania,2025,65.45
Lithuania,2030,66.09
Lithuania,2035,66.74
Lithuania,2040,67.37
Lithuania,2045,68.02
Lithuania,2050,68.66
Lithuania,2055,69.34
Lithuania,2060,70.01
Lithuania,2065,70.68
Lithuania,2070,71.31
Lithuania,2075,71.93
Lithuania,2080,72.54
Lithuania,2085,73.09
Lithuania,2090,73.59
Lithuania,2095,74.09
Luxembourg,1950,60.05
Luxembourg,1955,61.02
Luxembourg,1960,61.81
Luxembourg,1965,61.71
Luxembourg,1970,61.96
Luxembourg,1975,62.73
Luxembourg,1980,64.06
Luxembourg,1985,65.36
Luxembourg,1990,66.54
Luxembourg,1995,67.51
Luxembourg,2000,68.84
Luxembourg,2005,69.81
Luxembourg,2010,71.51
Luxembourg,2015,72.47
Luxembourg,2020,73.42
Luxembourg,2025,74.24
Luxembourg,2030,74.98
Luxembourg,2035,75.68
Luxembourg,2040,76.39
Luxembourg,2045,77.07
Luxembourg,2050,77.69
Luxembourg,2055,78.32
Luxembourg,2060,78.94
Luxembourg,2065,79.55
Luxembourg,2070,80.17
Luxembourg,2075,80.76
Luxembourg,2080,81.35
Luxembourg,2085,81.94
Luxembourg,2090,82.51
Luxembourg,2095,83.11
Macao,1950,57.6
Macao,1955,59.11
Macao,1960,60.53
Macao,1965,61.78
Macao,1970,62.96
Macao,1975,64.1
Macao,1980,65.18
Macao,1985,66.2
Macao,1990,67.16
Macao,1995,68.05
Macao,2000,68.95
Macao,2005,69.8
Macao,2010,70.77
Macao,2015,71.71
Macao,2020,72.68
Macao,2025,73.62
Macao,2030,74.47
Macao,2035,75.25
Macao,2040,75.97
Macao,2045,76.64
Macao,2050,77.28
Macao,2055,77.89
Macao,2060,78.48
Macao,2065,79.06
Macao,2070,79.62
Macao,2075,80.19
Macao,2080,80.78
Macao,2085,81.34
Macao,2090,81.89
Macao,2095,82.46
Macedonia,1950,55.67
Macedonia,1955,57.99
Macedonia,1960,59.81
Macedonia,1965,61.73
Macedonia,1970,62.96
Macedonia,1975,63.59
Macedonia,1980,63.17
Macedonia,1985,64.05
Macedonia,1990,63.83
Macedonia,1995,64.15
Macedonia,2000,64.83
Macedonia,2005,65.34
Macedonia,2010,65.98
Macedonia,2015,66.61
Macedonia,2020,67.29
Macedonia,2025,67.95
Macedonia,2030,68.66
Macedonia,2035,69.41
Macedonia,2040,70.13
Macedonia,2045,70.84
Macedonia,2050,71.58
Macedonia,2055,72.32
Macedonia,2060,73.03
Macedonia,2065,73.76
Macedonia,2070,74.43
Macedonia,2075,75.05
Macedonia,2080,75.65
Macedonia,2085,76.2
Macedonia,2090,76.72
Macedonia,2095,77.25
Madagascar,1950,45.13
Madagascar,1955,46.48
Madagascar,1960,47.93
Madagascar,1965,49.31
Madagascar,1970,50.75
Madagascar,1975,52
Madagascar,1980,52.13
Madagascar,1985,52.27
Madagascar,1990,53.88
Madagascar,1995,55.52
Madagascar,2000,56.69
Madagascar,2005,57.45
Madagascar,2010,58.82
Madagascar,2015,60.01
Madagascar,2020,61.01
Madagascar,2025,62.02
Madagascar,2030,62.92
Madagascar,2035,63.74
Madagascar,2040,64.55
Madagascar,2045,65.26
Madagascar,2050,66.03
Madagascar,2055,66.75
Madagascar,2060,67.47
Madagascar,2065,68.27
Madagascar,2070,68.97
Madagascar,2075,69.63
Madagascar,2080,70.37
Madagascar,2085,71.1
Madagascar,2090,71.8
Madagascar,2095,72.5
Malawi,1950,47.17
Malawi,1955,47.69
Malawi,1960,48.36
Malawi,1965,48.95
Malawi,1970,50.13
Malawi,1975,51.18
Malawi,1980,51.78
Malawi,1985,49.59
Malawi,1990,46.04
Malawi,1995,44.12
Malawi,2000,43.61
Malawi,2005,49.3
Malawi,2010,56.56
Malawi,2015,60.63
Malawi,2020,62.09
Malawi,2025,63.69
Malawi,2030,65.02
Malawi,2035,66.13
Malawi,2040,67.07
Malawi,2045,67.88
Malawi,2050,68.53
Malawi,2055,69.08
Malawi,2060,69.58
Malawi,2065,70.03
Malawi,2070,70.44
Malawi,2075,70.83
Malawi,2080,71.21
Malawi,2085,71.59
Malawi,2090,71.97
Malawi,2095,72.34
Malaysia,1950,54.07
Malaysia,1955,55.52
Malaysia,1960,56.98
Malaysia,1965,58.07
Malaysia,1970,59.08
Malaysia,1975,60.04
Malaysia,1980,60.94
Malaysia,1985,61.77
Malaysia,1990,62.55
Malaysia,1995,63.28
Malaysia,2000,63.98
Malaysia,2005,64.54
Malaysia,2010,65.19
Malaysia,2015,66
Malaysia,2020,66.78
Malaysia,2025,67.58
Malaysia,2030,68.35
Malaysia,2035,69.13
Malaysia,2040,69.88
Malaysia,2045,70.67
Malaysia,2050,71.41
Malaysia,2055,72.14
Malaysia,2060,72.89
Malaysia,2065,73.64
Malaysia,2070,74.34
Malaysia,2075,74.97
Malaysia,2080,75.54
Malaysia,2085,76.08
Malaysia,2090,76.61
Malaysia,2095,77.14
Maldives,1950,47.54
Maldives,1955,48.5
Maldives,1960,49.61
Maldives,1965,50.49
Maldives,1970,51.35
Maldives,1975,52.54
Maldives,1980,55.14
Maldives,1985,56.72
Maldives,1990,59.45
Maldives,1995,61.91
Maldives,2000,64.66
Maldives,2005,67.11
Maldives,2010,67.24
Maldives,2015,68.3
Maldives,2020,69.2
Maldives,2025,70.04
Maldives,2030,70.85
Maldives,2035,71.59
Maldives,2040,72.34
Maldives,2045,73.04
Maldives,2050,73.76
Maldives,2055,74.36
Maldives,2060,74.91
Maldives,2065,75.46
Maldives,2070,75.98
Maldives,2075,76.42
Maldives,2080,76.81
Maldives,2085,77.2
Maldives,2090,77.66
Maldives,2095,78.07
Mali,1950,39.32
Mali,1955,39.92
Mali,1960,40.4
Mali,1965,42.33
Mali,1970,44.81
Mali,1975,47.4
Mali,1980,50.06
Mali,1985,52.61
Mali,1990,53.63
Mali,1995,52.96
Mali,2000,54.19
Mali,2005,55.59
Mali,2010,56.04
Mali,2015,57.22
Mali,2020,58.44
Mali,2025,59.6
Mali,2030,60.56
Mali,2035,61.46
Mali,2040,62.39
Mali,2045,63.31
Mali,2050,64.2
Mali,2055,65
Mali,2060,65.74
Mali,2065,66.53
Mali,2070,67.3
Mali,2075,68.07
Mali,2080,68.8
Mali,2085,69.58
Mali,2090,70.34
Mali,2095,71.18
Malta,1950,60.25
Malta,1955,60.78
Malta,1960,61.79
Malta,1965,62.78
Malta,1970,63.74
Malta,1975,64.69
Malta,1980,65.62
Malta,1985,66.54
Malta,1990,67.43
Malta,1995,68.29
Malta,2000,69.17
Malta,2005,70
Malta,2010,70.77
Malta,2015,71.56
Malta,2020,72.36
Malta,2025,73.18
Malta,2030,73.97
Malta,2035,74.73
Malta,2040,75.39
Malta,2045,76.01
Malta,2050,76.62
Malta,2055,77.21
Malta,2060,77.84
Malta,2065,78.35
Malta,2070,78.92
Malta,2075,79.48
Malta,2080,80.01
Malta,2085,80.59
Malta,2090,81.15
Malta,2095,81.65
Martinique,1950,53.29
Martinique,1955,55.27
Martinique,1960,57.17
Martinique,1965,59.01
Martinique,1970,60.77
Martinique,1975,62.47
Martinique,1980,64.08
Martinique,1985,65.61
Martinique,1990,67.07
Martinique,1995,68.48
Martinique,2000,69.83
Martinique,2005,70.89
Martinique,2010,71.84
Martinique,2015,73.1
Martinique,2020,74.1
Martinique,2025,75.03
Martinique,2030,75.9
Martinique,2035,76.74
Martinique,2040,77.54
Martinique,2045,78.34
Martinique,2050,79.11
Martinique,2055,79.87
Martinique,2060,80.58
Martinique,2065,81.18
Martinique,2070,81.75
Martinique,2075,82.2
Martinique,2080,82.71
Martinique,2085,83.24
Martinique,2090,83.8
Martinique,2095,84.33
Mauritania,1950,45.8
Mauritania,1955,47.77
Mauritania,1960,49.89
Mauritania,1965,51.57
Mauritania,1970,52.98
Mauritania,1975,54.46
Mauritania,1980,56.1
Mauritania,1985,57.09
Mauritania,1990,57.72
Mauritania,1995,58.11
Mauritania,2000,58.43
Mauritania,2005,58.95
Mauritania,2010,59.46
Mauritania,2015,59.84
Mauritania,2020,60.19
Mauritania,2025,60.52
Mauritania,2030,60.81
Mauritania,2035,61.12
Mauritania,2040,61.42
Mauritania,2045,61.7
Mauritania,2050,61.98
Mauritania,2055,62.28
Mauritania,2060,62.57
Mauritania,2065,62.87
Mauritania,2070,63.18
Mauritania,2075,63.49
Mauritania,2080,63.8
Mauritania,2085,64.13
Mauritania,2090,64.5
Mauritania,2095,64.88
Mauritius,1950,51.21
Mauritius,1955,53.25
Mauritius,1960,57.37
Mauritius,1965,58.91
Mauritius,1970,59.63
Mauritius,1975,58.96
Mauritius,1980,60.44
Mauritius,1985,60.5
Mauritius,1990,61.88
Mauritius,1995,62
Mauritius,2000,63.34
Mauritius,2005,63.95
Mauritius,2010,65.26
Mauritius,2015,65.93
Mauritius,2020,66.64
Mauritius,2025,67.36
Mauritius,2030,68.1
Mauritius,2035,68.85
Mauritius,2040,69.62
Mauritius,2045,70.38
Mauritius,2050,71.16
Mauritius,2055,71.96
Mauritius,2060,72.75
Mauritius,2065,73.47
Mauritius,2070,74.14
Mauritius,2075,74.77
Mauritius,2080,75.39
Mauritius,2085,75.96
Mauritius,2090,76.49
Mauritius,2095,77.05
Mayotte,1950,51.18
Mayotte,1955,52.71
Mayotte,1960,54.6
Mayotte,1965,56.41
Mayotte,1970,58.16
Mayotte,1975,59.83
Mayotte,1980,61.42
Mayotte,1985,62.96
Mayotte,1990,64.46
Mayotte,1995,65.89
Mayotte,2000,67.24
Mayotte,2005,68.53
Mayotte,2010,69.76
Mayotte,2015,70.99
Mayotte,2020,72.18
Mayotte,2025,73.23
Mayotte,2030,74.13
Mayotte,2035,74.95
Mayotte,2040,75.69
Mayotte,2045,76.4
Mayotte,2050,77.11
Mayotte,2055,77.79
Mayotte,2060,78.42
Mayotte,2065,79.05
Mayotte,2070,79.65
Mayotte,2075,80.26
Mayotte,2080,80.83
Mayotte,2085,81.4
Mayotte,2090,81.96
Mayotte,2095,82.51
Mexico,1950,53.73
Mexico,1955,56.4
Mexico,1960,58.14
Mexico,1965,58.91
Mexico,1970,59.81
Mexico,1975,60.82
Mexico,1980,62.07
Mexico,1985,63.56
Mexico,1990,64.98
Mexico,1995,66.3
Mexico,2000,66.92
Mexico,2005,67.76
Mexico,2010,68.42
Mexico,2015,69.2
Mexico,2020,69.97
Mexico,2025,70.72
Mexico,2030,71.5
Mexico,2035,72.31
Mexico,2040,73.13
Mexico,2045,73.93
Mexico,2050,74.68
Mexico,2055,75.37
Mexico,2060,76.01
Mexico,2065,76.57
Mexico,2070,77.15
Mexico,2075,77.68
Mexico,2080,78.17
Mexico,2085,78.69
Mexico,2090,79.23
Mexico,2095,79.75
Micronesia (country),1950,54.04
Micronesia (country),1955,55.12
Micronesia (country),1960,56.2
Micronesia (country),1965,57.29
Micronesia (country),1970,58.42
Micronesia (country),1975,59.56
Micronesia (country),1980,59.89
Micronesia (country),1985,60.23
Micronesia (country),1990,60.56
Micronesia (country),1995,60.89
Micronesia (country),2000,61.2
Micronesia (country),2005,61.66
Micronesia (country),2010,62.02
Micronesia (country),2015,62.46
Micronesia (country),2020,62.9
Micronesia (country),2025,63.32
Micronesia (country),2030,63.77
Micronesia (country),2035,64.21
Micronesia (country),2040,64.66
Micronesia (country),2045,65.12
Micronesia (country),2050,65.61
Micronesia (country),2055,66.12
Micronesia (country),2060,66.7
Micronesia (country),2065,67.27
Micronesia (country),2070,67.91
Micronesia (country),2075,68.57
Micronesia (country),2080,69.3
Micronesia (country),2085,70.05
Micronesia (country),2090,70.79
Micronesia (country),2095,71.59
Moldova,1950,55.95
Moldova,1955,56.86
Moldova,1960,57.64
Moldova,1965,58.6
Moldova,1970,58.96
Moldova,1975,58.94
Moldova,1980,58.18
Moldova,1985,60.27
Moldova,1990,59.87
Moldova,1995,58.83
Moldova,2000,59.34
Moldova,2005,59.68
Moldova,2010,62.37
Moldova,2015,62.71
Moldova,2020,63.14
Moldova,2025,63.52
Moldova,2030,63.98
Moldova,2035,64.4
Moldova,2040,64.86
Moldova,2045,65.33
Moldova,2050,65.79
Moldova,2055,66.29
Moldova,2060,66.8
Moldova,2065,67.34
Moldova,2070,67.9
Moldova,2075,68.47
Moldova,2080,69.06
Moldova,2085,69.72
Moldova,2090,70.36
Moldova,2095,70.92
Mongolia,1950,52.63
Mongolia,1955,54.16
Mongolia,1960,55.54
Mongolia,1965,56.94
Mongolia,1970,58.15
Mongolia,1975,58.33
Mongolia,1980,58.53
Mongolia,1985,59.62
Mongolia,1990,57.08
Mongolia,1995,56.65
Mongolia,2000,57.52
Mongolia,2005,58.79
Mongolia,2010,61.29
Mongolia,2015,62.31
Mongolia,2020,63.37
Mongolia,2025,64.4
Mongolia,2030,65.42
Mongolia,2035,66.37
Mongolia,2040,67.33
Mongolia,2045,68.27
Mongolia,2050,69.23
Mongolia,2055,70.09
Mongolia,2060,71.02
Mongolia,2065,71.92
Mongolia,2070,72.71
Mongolia,2075,73.45
Mongolia,2080,74.15
Mongolia,2085,74.79
Mongolia,2090,75.38
Mongolia,2095,75.94
Montenegro,1950,59.05
Montenegro,1955,60.33
Montenegro,1960,61.42
Montenegro,1965,62.46
Montenegro,1970,64.1
Montenegro,1975,65.01
Montenegro,1980,65.9
Montenegro,1985,66.09
Montenegro,1990,66.36
Montenegro,1995,64.41
Montenegro,2000,64.4
Montenegro,2005,65.12
Montenegro,2010,66.61
Montenegro,2015,67.12
Montenegro,2020,67.66
Montenegro,2025,68.2
Montenegro,2030,68.81
Montenegro,2035,69.39
Montenegro,2040,70
Montenegro,2045,70.57
Montenegro,2050,71.19
Montenegro,2055,71.84
Montenegro,2060,72.47
Montenegro,2065,73.13
Montenegro,2070,73.76
Montenegro,2075,74.37
Montenegro,2080,75.01
Montenegro,2085,75.57
Montenegro,2090,76.07
Montenegro,2095,76.61
Morocco,1950,52.14
Morocco,1955,52.83
Morocco,1960,53.68
Morocco,1965,54.54
Morocco,1970,55.31
Morocco,1975,56.24
Morocco,1980,58.04
Morocco,1985,59.77
Morocco,1990,61.09
Morocco,1995,61.84
Morocco,2000,63.14
Morocco,2005,64.53
Morocco,2010,66.09
Morocco,2015,66.86
Morocco,2020,67.59
Morocco,2025,68.36
Morocco,2030,69.13
Morocco,2035,69.86
Morocco,2040,70.59
Morocco,2045,71.35
Morocco,2050,72.08
Morocco,2055,72.81
Morocco,2060,73.54
Morocco,2065,74.18
Morocco,2070,74.86
Morocco,2075,75.46
Morocco,2080,76.04
Morocco,2085,76.55
Morocco,2090,77.01
Morocco,2095,77.44
Mozambique,1950,42.19
Mozambique,1955,43.65
Mozambique,1960,45.02
Mozambique,1965,46.14
Mozambique,1970,47.4
Mozambique,1975,48.47
Mozambique,1980,48.03
Mozambique,1985,48.61
Mozambique,1990,49.41
Mozambique,1995,50.21
Mozambique,2000,49.17
Mozambique,2005,49.67
Mozambique,2010,51.47
Mozambique,2015,52.18
Mozambique,2020,53.47
Mozambique,2025,55.34
Mozambique,2030,57.23
Mozambique,2035,58.93
Mozambique,2040,60.44
Mozambique,2045,61.82
Mozambique,2050,62.78
Mozambique,2055,63.42
Mozambique,2060,64.04
Mozambique,2065,64.65
Mozambique,2070,65.26
Mozambique,2075,65.88
Mozambique,2080,66.51
Mozambique,2085,67.13
Mozambique,2090,67.73
Mozambique,2095,68.3
Myanmar,1950,44.03
Myanmar,1955,46.97
Myanmar,1960,48.63
Myanmar,1965,51.51
Myanmar,1970,52.68
Myanmar,1975,53.79
Myanmar,1980,54.84
Myanmar,1985,55.85
Myanmar,1990,56.82
Myanmar,1995,57.72
Myanmar,2000,58.63
Myanmar,2005,59.36
Myanmar,2010,60.12
Myanmar,2015,60.61
Myanmar,2020,61.06
Myanmar,2025,61.5
Myanmar,2030,61.93
Myanmar,2035,62.35
Myanmar,2040,62.77
Myanmar,2045,63.18
Myanmar,2050,63.62
Myanmar,2055,64.04
Myanmar,2060,64.48
Myanmar,2065,64.95
Myanmar,2070,65.45
Myanmar,2075,65.96
Myanmar,2080,66.46
Myanmar,2085,67.03
Myanmar,2090,67.58
Myanmar,2095,68.16
Namibia,1950,47.26
Namibia,1955,49.23
Namibia,1960,50.92
Namibia,1965,52.33
Namibia,1970,53.75
Namibia,1975,55.14
Namibia,1980,56.42
Namibia,1985,57.26
Namibia,1990,56.94
Namibia,1995,53.42
Namibia,2000,48.09
Namibia,2005,53.98
Namibia,2010,57.47
Namibia,2015,57.94
Namibia,2020,58.6
Namibia,2025,59.48
Namibia,2030,60.43
Namibia,2035,61.4
Namibia,2040,62.36
Namibia,2045,63.32
Namibia,2050,64.26
Namibia,2055,65.16
Namibia,2060,66
Namibia,2065,66.74
Namibia,2070,67.38
Namibia,2075,67.99
Namibia,2080,68.57
Namibia,2085,69.13
Namibia,2090,69.68
Namibia,2095,70.2
Nepal,1950,42.81
Nepal,1955,43.14
Nepal,1960,44.08
Nepal,1965,45.74
Nepal,1970,47.39
Nepal,1975,49.02
Nepal,1980,50.85
Nepal,1985,52.8
Nepal,1990,55.09
Nepal,1995,57.29
Nepal,2000,59.2
Nepal,2005,60.72
Nepal,2010,62.08
Nepal,2015,63.29
Nepal,2020,64.4
Nepal,2025,65.42
Nepal,2030,66.37
Nepal,2035,67.27
Nepal,2040,68.22
Nepal,2045,69.06
Nepal,2050,69.89
Nepal,2055,70.67
Nepal,2060,71.42
Nepal,2065,72.17
Nepal,2070,72.88
Nepal,2075,73.6
Nepal,2080,74.38
Nepal,2085,75.02
Nepal,2090,75.63
Nepal,2095,76.16
Netherlands,1750,NA
Netherlands,1755,NA
Netherlands,1760,NA
Netherlands,1765,NA
Netherlands,1770,NA
Netherlands,1775,NA
Netherlands,1780,NA
Netherlands,1785,NA
Netherlands,1790,NA
Netherlands,1795,NA
Netherlands,1800,NA
Netherlands,1805,NA
Netherlands,1810,NA
Netherlands,1815,NA
Netherlands,1820,NA
Netherlands,1825,NA
Netherlands,1830,NA
Netherlands,1835,NA
Netherlands,1840,NA
Netherlands,1845,NA
Netherlands,1850,47.59
Netherlands,1855,44.87
Netherlands,1860,47.25
Netherlands,1865,47.13
Netherlands,1870,47.49
Netherlands,1875,49.33
Netherlands,1880,50.59
Netherlands,1885,51.34
Netherlands,1890,51.32
Netherlands,1895,53.52
Netherlands,1900,54.25
Netherlands,1905,55.39
Netherlands,1910,56.8
Netherlands,1915,54.41
Netherlands,1920,57.96
Netherlands,1925,58.96
Netherlands,1930,60.18
Netherlands,1935,60.89
Netherlands,1940,58.97
Netherlands,1945,60.62
Netherlands,1950,64.35
Netherlands,1955,64.89
Netherlands,1960,65.13
Netherlands,1965,65.07
Netherlands,1970,65.31
Netherlands,1975,66.18
Netherlands,1980,67
Netherlands,1985,67.49
Netherlands,1990,67.91
Netherlands,1995,68.41
Netherlands,2000,69.19
Netherlands,2005,70.62
Netherlands,2010,71.68
Netherlands,2015,72.38
Netherlands,2020,73.14
Netherlands,2025,73.88
Netherlands,2030,74.56
Netherlands,2035,75.2
Netherlands,2040,75.78
Netherlands,2045,76.34
Netherlands,2050,76.93
Netherlands,2055,77.46
Netherlands,2060,78.01
Netherlands,2065,78.57
Netherlands,2070,79.09
Netherlands,2075,79.58
Netherlands,2080,80.13
Netherlands,2085,80.65
Netherlands,2090,81.16
Netherlands,2095,81.69
New Caledonia,1950,52
New Caledonia,1955,54.04
New Caledonia,1960,55.87
New Caledonia,1965,57.5
New Caledonia,1970,58.94
New Caledonia,1975,60.25
New Caledonia,1980,61.48
New Caledonia,1985,62.64
New Caledonia,1990,63.73
New Caledonia,1995,64.75
New Caledonia,2000,65.72
New Caledonia,2005,66.55
New Caledonia,2010,67.46
New Caledonia,2015,68.4
New Caledonia,2020,69.36
New Caledonia,2025,70.3
New Caledonia,2030,71.25
New Caledonia,2035,72.16
New Caledonia,2040,73.04
New Caledonia,2045,73.84
New Caledonia,2050,74.62
New Caledonia,2055,75.3
New Caledonia,2060,75.92
New Caledonia,2065,76.51
New Caledonia,2070,77.06
New Caledonia,2075,77.64
New Caledonia,2080,78.21
New Caledonia,2085,78.74
New Caledonia,2090,79.28
New Caledonia,2095,79.82
New Zealand,1950,62.3
New Zealand,1955,62.98
New Zealand,1960,63.22
New Zealand,1965,63.02
New Zealand,1970,63.26
New Zealand,1975,63.94
New Zealand,1980,64.89
New Zealand,1985,65.41
New Zealand,1990,67.07
New Zealand,1995,68.1
New Zealand,2000,69.6
New Zealand,2005,70.78
New Zealand,2010,72.03
New Zealand,2015,72.83
New Zealand,2020,73.66
New Zealand,2025,74.46
New Zealand,2030,75.16
New Zealand,2035,75.82
New Zealand,2040,76.45
New Zealand,2045,77.06
New Zealand,2050,77.64
New Zealand,2055,78.25
New Zealand,2060,78.84
New Zealand,2065,79.4
New Zealand,2070,79.95
New Zealand,2075,80.52
New Zealand,2080,81.09
New Zealand,2085,81.66
New Zealand,2090,82.21
New Zealand,2095,82.75
Nicaragua,1950,47.71
Nicaragua,1955,49.6
Nicaragua,1960,51.59
Nicaragua,1965,53.66
Nicaragua,1970,55.73
Nicaragua,1975,57.38
Nicaragua,1980,57.9
Nicaragua,1985,58.84
Nicaragua,1990,60.76
Nicaragua,1995,61.87
Nicaragua,2000,63.48
Nicaragua,2005,65.16
Nicaragua,2010,66.41
Nicaragua,2015,67.52
Nicaragua,2020,68.5
Nicaragua,2025,69.5
Nicaragua,2030,70.44
Nicaragua,2035,71.35
Nicaragua,2040,72.28
Nicaragua,2045,73.13
Nicaragua,2050,73.98
Nicaragua,2055,74.68
Nicaragua,2060,75.38
Nicaragua,2065,75.97
Nicaragua,2070,76.53
Nicaragua,2075,77.04
Nicaragua,2080,77.54
Nicaragua,2085,78.02
Nicaragua,2090,78.49
Nicaragua,2095,78.94
Niger,1950,43.79
Niger,1955,44.19
Niger,1960,44.67
Niger,1965,45.07
Niger,1970,46.06
Niger,1975,47.75
Niger,1980,50.4
Niger,1985,53.38
Niger,1990,54.81
Niger,1995,55.16
Niger,2000,55.46
Niger,2005,56.06
Niger,2010,58.25
Niger,2015,59.24
Niger,2020,60.17
Niger,2025,60.91
Niger,2030,61.57
Niger,2035,62.22
Niger,2040,62.81
Niger,2045,63.32
Niger,2050,63.87
Niger,2055,64.38
Niger,2060,64.82
Niger,2065,65.31
Niger,2070,65.78
Niger,2075,66.32
Niger,2080,66.81
Niger,2085,67.31
Niger,2090,67.85
Niger,2095,68.38
Nigeria,1950,43.24
Nigeria,1955,44.38
Nigeria,1960,45.72
Nigeria,1965,46.75
Nigeria,1970,47.9
Nigeria,1975,49.14
Nigeria,1980,50.09
Nigeria,1985,50.05
Nigeria,1990,50.01
Nigeria,1995,49.46
Nigeria,2000,48.81
Nigeria,2005,50.04
Nigeria,2010,50.96
Nigeria,2015,51.62
Nigeria,2020,52.41
Nigeria,2025,53.32
Nigeria,2030,54.24
Nigeria,2035,55.22
Nigeria,2040,56.11
Nigeria,2045,57
Nigeria,2050,57.91
Nigeria,2055,58.78
Nigeria,2060,59.52
Nigeria,2065,60.27
Nigeria,2070,61
Nigeria,2075,61.74
Nigeria,2080,62.45
Nigeria,2085,63.24
Nigeria,2090,63.93
Nigeria,2095,64.76
North Korea,1950,38.39
North Korea,1955,48.13
North Korea,1960,49.58
North Korea,1965,53.18
North Korea,1970,56.36
North Korea,1975,58.72
North Korea,1980,60.2
North Korea,1985,61.34
North Korea,1990,64.34
North Korea,1995,59.3
North Korea,2000,60.92
North Korea,2005,61.17
North Korea,2010,62.14
North Korea,2015,63.05
North Korea,2020,63.9
North Korea,2025,64.75
North Korea,2030,65.54
North Korea,2035,66.32
North Korea,2040,67.08
North Korea,2045,67.87
North Korea,2050,68.64
North Korea,2055,69.43
North Korea,2060,70.18
North Korea,2065,71
North Korea,2070,71.81
North Korea,2075,72.59
North Korea,2080,73.35
North Korea,2085,74.09
North Korea,2090,74.73
North Korea,2095,75.35
Norway,1750,NA
Norway,1755,NA
Norway,1760,NA
Norway,1765,NA
Norway,1770,NA
Norway,1775,NA
Norway,1780,NA
Norway,1785,NA
Norway,1790,NA
Norway,1795,NA
Norway,1800,NA
Norway,1805,NA
Norway,1810,NA
Norway,1815,NA
Norway,1820,NA
Norway,1825,NA
Norway,1830,NA
Norway,1835,NA
Norway,1840,NA
Norway,1845,50.44
Norway,1850,50.79
Norway,1855,51.93
Norway,1860,51.93
Norway,1865,51.42
Norway,1870,51.79
Norway,1875,52.07
Norway,1880,52.4
Norway,1885,52.67
Norway,1890,51.56
Norway,1895,53.2
Norway,1900,53.55
Norway,1905,54.03
Norway,1910,54.84
Norway,1915,52.6
Norway,1920,56.44
Norway,1925,57.7
Norway,1930,59.25
Norway,1935,60.41
Norway,1940,60.1
Norway,1945,63.42
Norway,1950,65.07
Norway,1955,65.5
Norway,1960,65.26
Norway,1965,65.39
Norway,1970,65.6
Norway,1975,66.19
Norway,1980,66.74
Norway,1985,66.82
Norway,1990,67.72
Norway,1995,68.68
Norway,2000,69.63
Norway,2005,70.94
