Entity,Year,"Military expenditure per capita, current USD (OWID based on COW and SIPRI)"
Sweden,1998,649.01
Sweden,1999,589.86
Sweden,2000,517.4
Sweden,2001,438.17
Sweden,2002,514.42
Sweden,2003,570.34
Sweden,2004,600.6
Sweden,2005,646.4
Sweden,2006,660.73
Sweden,2007,739.49
Sweden,2008,721.06
Sweden,2009,569.07
Sweden,2010,597.31
Sweden,2011,651.92
Sweden,2012,633.16
Switzerland,1853,0.09
Switzerland,1854,0.13
Switzerland,1856,0.13
Switzerland,1857,0.11
Switzerland,1858,0.17
Switzerland,1859,0.31
Switzerland,1860,0.28
Switzerland,1861,0.28
Switzerland,1862,0.28
Switzerland,1863,0.36
Switzerland,1864,0.53
Switzerland,1865,0.49
Switzerland,1866,0.56
Switzerland,1867,0.25
Switzerland,1868,0.25
Switzerland,1869,0.25
Switzerland,1870,0.18
Switzerland,1871,0.21
Switzerland,1872,0.23
Switzerland,1873,0.29
Switzerland,1874,0.29
Switzerland,1875,0.74
Switzerland,1876,1.15
Switzerland,1877,1.17
Switzerland,1878,1.04
Switzerland,1879,1.07
Switzerland,1880,1
Switzerland,1881,1.06
Switzerland,1882,1.12
Switzerland,1883,1.18
Switzerland,1884,1.18
Switzerland,1885,1.21
Switzerland,1886,1.21
Switzerland,1887,1.21
Switzerland,1888,1.34
Switzerland,1889,1.46
Switzerland,1890,2.36
Switzerland,1891,2.08
Switzerland,1892,1.93
Switzerland,1893,2.03
Switzerland,1894,1.54
Switzerland,1895,1.43
Switzerland,1896,1.42
Switzerland,1897,1.4
Switzerland,1898,1.58
Switzerland,1899,1.62
Switzerland,1900,1.66
Switzerland,1901,1.64
Switzerland,1902,1.63
Switzerland,1903,1.6
Switzerland,1904,1.63
Switzerland,1905,1.7
Switzerland,1906,1.77
Switzerland,1907,2.11
Switzerland,1908,2.09
Switzerland,1909,2.1
Switzerland,1910,2.09
Switzerland,1911,2.2
Switzerland,1912,2.23
Switzerland,1913,2.21
Switzerland,1914,0.6
Switzerland,1915,1.03
Switzerland,1916,1.09
Switzerland,1917,1.44
Switzerland,1918,2.03
Switzerland,1919,2.2
Switzerland,1920,2.4
Switzerland,1921,2.99
Switzerland,1922,3.98
Switzerland,1923,4.07
Switzerland,1924,3.72
Switzerland,1925,4.33
Switzerland,1926,4.29
Switzerland,1927,4.21
Switzerland,1928,4.15
Switzerland,1929,4.03
Switzerland,1930,4.51
Switzerland,1931,4.38
Switzerland,1932,4.44
Switzerland,1933,4.24
Switzerland,1934,6.83
Switzerland,1935,7.52
Switzerland,1936,7.38
Switzerland,1937,5.72
Switzerland,1938,6.84
Switzerland,1939,9.81
Switzerland,1940,11.51
Switzerland,1941,12.97
Switzerland,1942,14.23
Switzerland,1943,15.99
Switzerland,1944,17.1
Switzerland,1945,19.33
Switzerland,1946,20.3
Switzerland,1947,19.48
Switzerland,1948,21.04
Switzerland,1949,23.88
Switzerland,1950,25.02
Switzerland,1951,32.71
Switzerland,1952,41.83
Switzerland,1953,37.08
Switzerland,1954,32.55
Switzerland,1955,35.14
Switzerland,1956,31.55
Switzerland,1957,42.34
Switzerland,1958,45.29
Switzerland,1959,42.9
Switzerland,1960,39.86
Switzerland,1961,46.85
Switzerland,1962,52.54
Switzerland,1963,53.51
Switzerland,1964,60.89
Switzerland,1965,62.77
Switzerland,1966,68.33
Switzerland,1967,68.27
Switzerland,1968,68.09
Switzerland,1969,71.56
Switzerland,1970,72.76
Switzerland,1971,85.37
Switzerland,1972,99.48
Switzerland,1973,123.06
Switzerland,1974,143.73
Switzerland,1975,170.14
Switzerland,1976,204.38
Switzerland,1977,204.51
Switzerland,1978,278.27
Switzerland,1979,323.4
Switzerland,1980,330.32
Switzerland,1981,300.92
Switzerland,1982,318.66
Switzerland,1983,320.17
Switzerland,1984,304.02
Switzerland,1985,322.57
Switzerland,1986,407.44
Switzerland,1987,493.51
Switzerland,1988,570.3
Switzerland,1989,478.41
Switzerland,1990,610.85
Switzerland,1991,558.82
Switzerland,1992,538.18
Switzerland,1993,572.07
Switzerland,1994,600.51
Switzerland,1995,703.31
Switzerland,1996,660.63
Switzerland,1997,541.26
Switzerland,1998,506.92
Switzerland,1999,423.2
Switzerland,2000,395.88
Switzerland,2001,392.97
Switzerland,2002,416.46
Switzerland,2003,478.25
Switzerland,2004,533.83
Switzerland,2005,486.71
Switzerland,2006,464.18
Switzerland,2007,466.09
Switzerland,2008,537.04
Switzerland,2009,526.28
Switzerland,2010,524.96
Switzerland,2011,686.17
Switzerland,2012,574.09
Syria,1946,4.88
Syria,1947,3.61
Syria,1948,4.03
Syria,1949,7.09
Syria,1950,8.88
Syria,1951,8.8
Syria,1952,8.71
Syria,1953,10.55
Syria,1954,8.98
Syria,1955,5.77
Syria,1956,11.1
Syria,1957,9.34
Syria,1958,15.18
Syria,1961,15.58
Syria,1962,16.13
Syria,1963,15.57
Syria,1964,17.57
Syria,1965,17.94
Syria,1966,15.04
Syria,1967,16.87
Syria,1968,26.2
Syria,1969,25.92
Syria,1970,27.82
Syria,1971,27.36
Syria,1972,31.06
Syria,1973,56.23
Syria,1974,63.11
Syria,1975,95.76
Syria,1976,125.59
Syria,1977,134.45
Syria,1978,142.99
Syria,1979,250.57
Syria,1980,248.86
Syria,1981,271.63
Syria,1982,274.19
Syria,1983,293.55
Syria,1984,339.44
Syria,1985,339.24
Syria,1986,346.78
Syria,1987,360.11
Syria,1988,141.12
Syria,1989,128.85
Syria,1990,133.71
Syria,1991,359.17
Syria,1992,169.78
Syria,1993,271.41
Syria,1994,156.39
Syria,1995,122.52
Syria,1996,145.84
Syria,1997,148.28
Syria,1998,64.31
Syria,1999,62.89
Syria,2000,91.97
Syria,2001,112.68
Syria,2002,62.61
Syria,2003,84.35
Syria,2004,81.92
Syria,2005,82.68
Syria,2006,92.48
Syria,2007,74.89
Syria,2008,95.4
Syria,2009,105.98
Syria,2010,106.63
Taiwan,1949,0
Taiwan,1950,10.94
Taiwan,1951,14.15
Taiwan,1952,11.21
Taiwan,1953,17.27
Taiwan,1954,7.66
Taiwan,1955,14.74
Taiwan,1956,13.74
Taiwan,1957,15.76
Taiwan,1958,25.24
Taiwan,1959,19.51
Taiwan,1960,20.63
Taiwan,1961,20.73
Taiwan,1962,23.48
Taiwan,1963,23.59
Taiwan,1964,24.45
Taiwan,1965,25.28
Taiwan,1966,19.51
Taiwan,1967,20.39
Taiwan,1968,21.55
Taiwan,1969,26.44
Taiwan,1970,32.79
Taiwan,1971,33.84
Taiwan,1972,36.14
Taiwan,1973,43.62
Taiwan,1974,53.79
Taiwan,1975,62.41
Taiwan,1976,72.85
Taiwan,1977,91.32
Taiwan,1978,153.38
Taiwan,1979,270.54
Taiwan,1980,369.08
Taiwan,1981,146.17
Taiwan,1982,190.11
Taiwan,1983,214.91
Taiwan,1984,200.97
Taiwan,1985,212.9
Taiwan,1986,233.36
Taiwan,1987,300.41
Taiwan,1988,336.62
Taiwan,1989,400.86
Taiwan,1990,426.96
Taiwan,1991,451.91
Taiwan,1992,502.12
Taiwan,1993,498.95
Taiwan,1994,542.32
Taiwan,1995,616.93
Taiwan,1996,645.89
Taiwan,1997,629.85
Taiwan,1998,660.56
Taiwan,1999,684.13
Taiwan,2000,804.43
Taiwan,2001,465.59
Taiwan,2002,336.97
Taiwan,2003,293.39
Taiwan,2004,331.39
Taiwan,2005,350.37
Taiwan,2006,338.24
Taiwan,2007,417.5
Taiwan,2008,455.57
Taiwan,2009,410.9
Taiwan,2010,387.66
Taiwan,2011,418.39
Taiwan,2012,448.28
Tajikistan,1992,36.4
Tajikistan,1993,26.78
Tajikistan,1994,12.01
Tajikistan,1995,19.02
Tajikistan,1996,19.94
Tajikistan,1997,21.83
Tajikistan,1998,16.96
Tajikistan,1999,15.07
Tajikistan,2000,21.01
Tajikistan,2001,20.12
Tajikistan,2002,21.86
Tajikistan,2003,22.97
Tajikistan,2004,24.01
Tajikistan,2005,9.11
Tajikistan,2006,10.5
Tajikistan,2007,12.23
Tajikistan,2008,11
Tajikistan,2009,6.58
Tajikistan,2010,7.87
Tajikistan,2011,18.68
Tajikistan,2012,21.23
Tanzania,1961,1.09
Tanzania,1962,0.13
Tanzania,1963,0.23
Tanzania,1964,0.43
Tanzania,1965,0.6
Tanzania,1966,0.68
Tanzania,1967,0.8
Tanzania,1968,0.87
Tanzania,1969,0.95
Tanzania,1970,1.43
Tanzania,1971,2.23
Tanzania,1972,2.74
Tanzania,1973,3.87
Tanzania,1974,5.81
Tanzania,1975,6.41
Tanzania,1976,5.95
Tanzania,1977,8.07
Tanzania,1978,15.19
Tanzania,1979,14.55
Tanzania,1980,14.42
Tanzania,1981,11.64
Tanzania,1982,7.26
Tanzania,1983,6.03
Tanzania,1984,4.94
Tanzania,1985,10.28
Tanzania,1986,19.93
Tanzania,1987,5.13
Tanzania,1988,3.88
Tanzania,1989,4.81
Tanzania,1990,4.43
Tanzania,1991,16.76
Tanzania,1992,3.95
Tanzania,1993,3.19
Tanzania,1994,3.09
Tanzania,1995,2.87
Tanzania,1996,3.7
Tanzania,1997,3.9
Tanzania,1998,4.55
Tanzania,1999,4.3
Tanzania,2000,4.3
Tanzania,2001,4.18
Tanzania,2002,3.99
Tanzania,2003,8.19
Tanzania,2004,10.22
Tanzania,2005,3.48
Tanzania,2006,3.68
Tanzania,2007,3.94
Tanzania,2008,4.34
Tanzania,2009,5.66
Tanzania,2010,11.41
Tanzania,2011,6.15
Tanzania,2012,6.38
Thailand,1899,0.16
Thailand,1901,0.17
Thailand,1902,0.17
Thailand,1903,0.23
Thailand,1904,0.36
Thailand,1905,0.47
Thailand,1906,0.5
Thailand,1907,0.65
Thailand,1908,0.66
Thailand,1909,0.65
Thailand,1910,0.64
Thailand,1911,0.5
Thailand,1912,0.5
Thailand,1913,0.7
Thailand,1914,0.75
Thailand,1915,0.75
Thailand,1916,0.72
Thailand,1917,0.69
Thailand,1918,0.77
Thailand,1919,0.69
Thailand,1920,0.74
Thailand,1921,0.76
Thailand,1922,0.76
Thailand,1923,0.74
Thailand,1924,0.72
Thailand,1925,0.83
Thailand,1926,0.75
Thailand,1927,0.8
Thailand,1928,0.8
Thailand,1929,0.78
Thailand,1930,0.76
Thailand,1931,0.5
Thailand,1932,0.44
Thailand,1933,0.41
Thailand,1934,0.57
Thailand,1935,0.73
Thailand,1936,0.74
Thailand,1937,0.83
Thailand,1938,0.83
Thailand,1939,0.72
Thailand,1940,0.68
Thailand,1941,1.38
Thailand,1946,0.4
Thailand,1947,0.7
Thailand,1948,1.19
Thailand,1949,1.47
Thailand,1950,1.21
Thailand,1951,1.07
Thailand,1952,1.84
Thailand,1953,2.67
Thailand,1954,2.02
Thailand,1955,1.8
Thailand,1956,1.67
Thailand,1957,3.12
Thailand,1958,2.67
Thailand,1959,2.63
Thailand,1960,2.44
Thailand,1961,2.54
Thailand,1962,2.66
Thailand,1963,2.7
Thailand,1964,2.84
Thailand,1965,3.04
Thailand,1966,3.23
Thailand,1967,3.76
Thailand,1968,4.45
Thailand,1969,5.4
Thailand,1970,6.57
Thailand,1971,6.82
Thailand,1972,7.15
Thailand,1973,7.62
Thailand,1974,8.78
Thailand,1975,12.23
Thailand,1976,13.49
Thailand,1977,14.47
Thailand,1978,17.06
Thailand,1979,21.08
Thailand,1980,23.48
Thailand,1981,34.91
Thailand,1982,31.68
Thailand,1983,33.26
Thailand,1984,34.56
Thailand,1985,29.47
Thailand,1986,29.9
Thailand,1987,32.57
Thailand,1988,33.69
Thailand,1989,32.6
Thailand,1990,36.89
Thailand,1991,42.42
Thailand,1992,50.62
Thailand,1993,55.16
Thailand,1994,61.82
Thailand,1995,67.44
Thailand,1996,73.21
Thailand,1997,54.88
Thailand,1998,35.22
Thailand,1999,43.35
Thailand,2000,39.4
Thailand,2001,291.18
Thailand,2002,28.72
Thailand,2003,29.94
Thailand,2004,30.02
Thailand,2005,31.65
Thailand,2006,36.02
Thailand,2007,50.44
Thailand,2008,64.88
Thailand,2009,71.4
Thailand,2010,72.6
Thailand,2011,82.91
Thailand,2012,81.25
Timor,2010,0.93
Timor,2011,47.45
Timor,2012,57.45
Togo,1960,0.07
Togo,1961,0.18
Togo,1962,0.38
Togo,1963,0.6
Togo,1964,1.75
Togo,1965,1.69
Togo,1966,1.4
Togo,1967,1.46
Togo,1968,1.44
Togo,1969,1.62
Togo,1970,1.56
Togo,1971,1.7
Togo,1972,2.05
Togo,1973,2.67
Togo,1974,3.07
Togo,1975,4.1
Togo,1976,5.76
Togo,1977,7.14
Togo,1978,8.81
Togo,1979,9.11
Togo,1980,8.93
Togo,1981,8.58
Togo,1982,6.94
Togo,1983,6.07
Togo,1984,5.97
Togo,1985,6.34
Togo,1986,9.62
Togo,1987,13.49
Togo,1988,13.86
Togo,1989,12.58
Togo,1990,14.16
Togo,1991,13.06
Togo,1993,11.18
Togo,1994,6.36
Togo,1995,6.85
Togo,1996,6.9
Togo,1997,6.72
Togo,1998,7.96
Togo,1999,7.54
Togo,2000,6.7
Togo,2001,6.54
Togo,2002,4.68
Togo,2003,5.51
Togo,2004,6.3
Togo,2005,5.96
Togo,2006,5.98
Togo,2007,7.2
Togo,2008,9.35
Togo,2009,7.98
Togo,2010,8.88
Togo,2011,9.12
Togo,2012,9.33
Tonga,2002,0
Tonga,2003,0
Tonga,2004,0
Tonga,2005,0
Tonga,2006,0
Tonga,2007,0
Tonga,2008,0
Tonga,2009,0
Tonga,2010,0
Tonga,2011,0
Tonga,2012,0
Trinidad and Tobago,1962,0
Trinidad and Tobago,1963,2.09
Trinidad and Tobago,1964,3.01
Trinidad and Tobago,1965,2.58
Trinidad and Tobago,1966,2.53
Trinidad and Tobago,1967,2.61
Trinidad and Tobago,1968,2.3
Trinidad and Tobago,1969,2.77
Trinidad and Tobago,1970,3.45
Trinidad and Tobago,1971,4.04
Trinidad and Tobago,1972,4.21
Trinidad and Tobago,1973,3.74
Trinidad and Tobago,1974,4.61
Trinidad and Tobago,1975,5.92
Trinidad and Tobago,1976,6.42
Trinidad and Tobago,1977,7.77
Trinidad and Tobago,1978,14.2
Trinidad and Tobago,1979,20.59
Trinidad and Tobago,1980,26.9
Trinidad and Tobago,1981,39.31
Trinidad and Tobago,1982,61.64
Trinidad and Tobago,1983,71.13
Trinidad and Tobago,1984,64.12
Trinidad and Tobago,1985,62.37
Trinidad and Tobago,1986,162.13
Trinidad and Tobago,1989,48.92
Trinidad and Tobago,1991,23.67
Trinidad and Tobago,1992,59.68
Trinidad and Tobago,1994,61.6
Trinidad and Tobago,1995,57.14
Trinidad and Tobago,1996,53.01
Trinidad and Tobago,1997,30.6
Trinidad and Tobago,1998,34.29
Trinidad and Tobago,1999,31.03
Trinidad and Tobago,2000,47.88
Trinidad and Tobago,2001,52.88
Trinidad and Tobago,2002,21.91
Trinidad and Tobago,2003,42.83
Trinidad and Tobago,2004,54.26
Trinidad and Tobago,2005,49.34
Trinidad and Tobago,2006,39.91
Trinidad and Tobago,2007,41.98
Trinidad and Tobago,2008,108.66
Trinidad and Tobago,2009,80.12
Trinidad and Tobago,2010,128.01
Trinidad and Tobago,2011,284.32
Trinidad and Tobago,2012,344.05
Tunisia,1956,1.31
Tunisia,1957,1.79
Tunisia,1958,2.57
Tunisia,1959,3.79
Tunisia,1960,4.17
Tunisia,1961,4.77
Tunisia,1962,3.59
Tunisia,1963,3.79
Tunisia,1964,4.51
Tunisia,1965,3.07
Tunisia,1966,3.59
Tunisia,1967,3.35
Tunisia,1968,4.1
Tunisia,1969,4.02
Tunisia,1970,4.43
Tunisia,1971,4.77
Tunisia,1972,5.93
Tunisia,1973,7.19
Tunisia,1974,8.51
Tunisia,1975,13.42
Tunisia,1976,14.54
Tunisia,1977,20.53
Tunisia,1978,24.43
Tunisia,1979,24.72
Tunisia,1980,52.99
Tunisia,1981,35.01
Tunisia,1982,48.33
Tunisia,1983,62.73
Tunisia,1984,62.13
Tunisia,1985,57.37
Tunisia,1986,73.38
Tunisia,1987,68.58
Tunisia,1988,70.2
Tunisia,1989,60.99
Tunisia,1990,49.15
Tunisia,1991,56.34
Tunisia,1992,70.2
Tunisia,1993,39.85
Tunisia,1994,35.4
Tunisia,1995,41.19
Tunisia,1996,44.65
Tunisia,1997,36.25
Tunisia,1998,38.89
Tunisia,1999,36.79
Tunisia,2000,37.24
Tunisia,2001,38.97
Tunisia,2002,35.49
Tunisia,2003,41.64
Tunisia,2004,44.94
Tunisia,2005,46.86
Tunisia,2006,49.41
Tunisia,2007,45.75
Tunisia,2008,51.39
Tunisia,2009,50.61
Tunisia,2010,50.32
Tunisia,2011,57.94
Tunisia,2012,64.83
Turkey,1851,0.45
Turkey,1852,0.38
Turkey,1855,0.46
Turkey,1856,0.46
Turkey,1857,0.42
Turkey,1858,0.39
Turkey,1859,0.65
Turkey,1860,0.64
Turkey,1861,0.78
Turkey,1862,0.81
Turkey,1863,1.1
Turkey,1864,1.48
Turkey,1865,0.84
Turkey,1866,0.75
Turkey,1867,0.72
Turkey,1868,1.12
Turkey,1869,0.77
Turkey,1870,0.71
Turkey,1872,0.68
Turkey,1873,0.63
Turkey,1874,0.87
Turkey,1875,0.81
Turkey,1876,3.12
Turkey,1879,0.72
Turkey,1880,0.91
Turkey,1881,1.06
Turkey,1883,0.82
Turkey,1884,0.97
Turkey,1888,1.42
Turkey,1889,1.35
Turkey,1890,1.15
Turkey,1891,1.14
Turkey,1892,1.17
Turkey,1893,1.19
Turkey,1894,1.17
Turkey,1895,1.21
Turkey,1896,1.07
Turkey,1897,1.05
Turkey,1898,1.21
Turkey,1899,1.31
Turkey,1900,1.15
Turkey,1901,1.16
Turkey,1902,0.99
Turkey,1903,0.97
Turkey,1904,0.95
Turkey,1908,1.06
Turkey,1909,2.64
Turkey,1910,1.68
Turkey,1911,2.12
Turkey,1912,2.24
Turkey,1913,5.73
Turkey,1915,2.45
Turkey,1918,2.58
Turkey,1919,1.76
Turkey,1924,1.36
Turkey,1925,1.37
Turkey,1926,3.14
Turkey,1927,2.73
Turkey,1928,2.57
Turkey,1929,2.32
Turkey,1930,2.06
Turkey,1931,1.79
Turkey,1932,1.38
Turkey,1933,1.4
Turkey,1934,2.89
Turkey,1935,3.21
Turkey,1936,3.55
Turkey,1937,3.94
Turkey,1938,4.82
Turkey,1939,3.42
Turkey,1940,4.47
Turkey,1941,6.03
Turkey,1943,3.84
Turkey,1944,4.78
Turkey,1945,21.18
Turkey,1946,14.62
Turkey,1947,8.8
Turkey,1948,8.66
Turkey,1949,9.67
Turkey,1950,9.53
Turkey,1951,10.81
Turkey,1952,11.69
Turkey,1953,12.97
Turkey,1954,14.28
Turkey,1955,15.98
Turkey,1956,16.94
Turkey,1957,17.91
Turkey,1958,14.29
Turkey,1959,8.93
Turkey,1960,9.69
Turkey,1961,10.65
Turkey,1962,11.2
Turkey,1963,11.78
Turkey,1964,12.53
Turkey,1965,13.57
Turkey,1966,13.78
Turkey,1967,15.46
Turkey,1968,16.92
Turkey,1969,17.25
Turkey,1970,19.45
Turkey,1971,15.71
Turkey,1972,18.96
Turkey,1973,22.63
Turkey,1974,29.12
Turkey,1975,52.24
Turkey,1976,61.95
Turkey,1977,66.22
Turkey,1978,63.97
Turkey,1979,56.06
Turkey,1980,49.59
Turkey,1981,61.83
Turkey,1982,59.01
Turkey,1983,51.59
Turkey,1984,44.65
Turkey,1985,32.78
Turkey,1986,35.58
Turkey,1987,38.43
Turkey,1988,31.65
Turkey,1989,38.26
Turkey,1990,53.12
Turkey,1991,76.78
Turkey,1992,70.89
Turkey,1993,118.93
Turkey,1994,75.94
Turkey,1995,107.16
Turkey,1996,122.4
Turkey,1997,122.24
Turkey,1998,138.88
Turkey,1999,148.25
Turkey,2000,150.08
Turkey,2001,105.59
Turkey,2002,123.56
Turkey,2003,137.04
Turkey,2004,140.47
Turkey,2005,152.46
Turkey,2006,189.99
Turkey,2007,196.31
Turkey,2008,192.3
Turkey,2009,152.76
Turkey,2010,241.83
Turkey,2011,138.87
Turkey,2012,137.4
Turkmenistan,1992,107.47
Turkmenistan,1993,17.18
Turkmenistan,1994,14.98
Turkmenistan,1995,29.94
Turkmenistan,1996,30.86
Turkmenistan,1997,32.59
Turkmenistan,1998,19.96
Turkmenistan,1999,32.85
Turkmenistan,2000,65.04
Turkmenistan,2001,44.63
Turkmenistan,2002,76.09
Turkmenistan,2003,75.3
Turkmenistan,2004,88.35
Turkmenistan,2005,32.43
Turkmenistan,2006,38.32
Turkmenistan,2007,43.02
Turkmenistan,2008,17.08
Turkmenistan,2010,39.27
Turkmenistan,2012,104.19
Tuscany,1816,0.45
Tuscany,1817,0.41
Tuscany,1818,0.41
Tuscany,1819,0.42
Tuscany,1820,0.43
Tuscany,1821,0.47
Tuscany,1822,0.52
Tuscany,1823,0.51
Tuscany,1824,0.52
Tuscany,1825,0.54
Tuscany,1826,0.57
Tuscany,1827,0.58
Tuscany,1828,0.57
Tuscany,1829,0.55
Tuscany,1830,0.52
Tuscany,1831,0.52
Tuscany,1832,0.51
Tuscany,1833,0.49
Tuscany,1834,0.47
Tuscany,1835,0.48
Tuscany,1836,0.47
Tuscany,1837,0.56
Tuscany,1838,0.54
Tuscany,1839,0.55
Tuscany,1840,0.55
Tuscany,1841,0.57
Tuscany,1842,0.57
Tuscany,1843,0.59
Tuscany,1844,0.61
Tuscany,1845,0.63
Tuscany,1846,0.63
Tuscany,1847,0.64
Tuscany,1848,0.69
Tuscany,1849,0.69
Tuscany,1850,0.73
Tuscany,1851,0.65
Tuscany,1852,0.63
Tuscany,1853,0.63
Tuscany,1854,0.68
Tuscany,1855,0.71
Tuscany,1856,0.74
Tuscany,1857,0.74
Tuscany,1858,0.75
Tuscany,1859,0.75
Tuscany,1860,2.09
Tuvalu,2000,0
Tuvalu,2001,0
Tuvalu,2002,0
Tuvalu,2003,0
Tuvalu,2004,0
Tuvalu,2005,0
Tuvalu,2006,0
Tuvalu,2007,0
Tuvalu,2008,0
Tuvalu,2009,0
Tuvalu,2010,0
Tuvalu,2011,0
Tuvalu,2012,0
Two Sicilies,1858,1.22
Two Sicilies,1859,1.64
Uganda,1962,0.12
Uganda,1963,0.38
Uganda,1964,0.73
Uganda,1965,1.36
Uganda,1966,1.7
Uganda,1967,1.92
Uganda,1968,2.18
Uganda,1969,2.05
Uganda,1970,2.27
Uganda,1971,5.2
Uganda,1972,6.18
Uganda,1973,5.48
Uganda,1974,6.71
Uganda,1975,7.5
Uganda,1976,8.36
Uganda,1977,11
Uganda,1978,12.21
Uganda,1979,18.22
Uganda,1980,19.06
Uganda,1981,6.03
Uganda,1982,6.83
Uganda,1983,6.28
Uganda,1984,2.63
Uganda,1985,2.59
Uganda,1986,5.3
Uganda,1987,8.49
Uganda,1988,8.98
Uganda,1989,5.18
Uganda,1990,4.45
Uganda,1991,4.26
Uganda,1992,4.88
Uganda,1993,4.31
Uganda,1994,4.19
Uganda,1995,6.54
Uganda,1996,7.86
Uganda,1997,8.12
Uganda,1998,11.19
Uganda,1999,9.41
Uganda,2000,6.2
Uganda,2001,5.41
Uganda,2002,6.36
Uganda,2003,5.89
Uganda,2004,6.91
Uganda,2005,6.82
Uganda,2006,6.46
Uganda,2007,7.55
Uganda,2008,9.22
Uganda,2009,8.43
Uganda,2010,6.21
Uganda,2011,6.91
Uganda,2012,10.29
Ukraine,1991,87.12
Ukraine,1992,101.63
Ukraine,1993,27.69
Ukraine,1994,21.15
Ukraine,1995,19.6
Ukraine,1996,25.17
Ukraine,1997,26.12
Ukraine,1998,27.82
Ukraine,1999,28.37
Ukraine,2000,101.08
Ukraine,2001,100.14
Ukraine,2002,114.11
Ukraine,2003,115.05
Ukraine,2004,126.45
Ukraine,2005,22.91
Ukraine,2006,27.07
Ukraine,2007,38.63
Ukraine,2008,38.83
Ukraine,2009,30.56
Ukraine,2010,19.72
Ukraine,2011,36.18
Ukraine,2012,45.03
United Arab Emirates,1971,0
United Arab Emirates,1972,0
United Arab Emirates,1973,35.67
United Arab Emirates,1974,47.15
United Arab Emirates,1975,61.99
United Arab Emirates,1976,133.32
United Arab Emirates,1977,878.11
United Arab Emirates,1978,866.91
United Arab Emirates,1979,1305.64
United Arab Emirates,1980,2062.85
United Arab Emirates,1981,2012.36
United Arab Emirates,1982,2351.08
United Arab Emirates,1983,2008.19
United Arab Emirates,1984,1610.61
United Arab Emirates,1985,1316.37
United Arab Emirates,1986,1147.04
United Arab Emirates,1987,919.67
United Arab Emirates,1988,888.76
United Arab Emirates,1989,792.56
United Arab Emirates,1990,1348.26
United Arab Emirates,1991,2471
United Arab Emirates,1992,1027.4
United Arab Emirates,1993,842.53
United Arab Emirates,1994,996.29
United Arab Emirates,1995,842.7
United Arab Emirates,1996,865.74
United Arab Emirates,1997,939.53
United Arab Emirates,1998,1298.77
United Arab Emirates,1999,1329.02
United Arab Emirates,2000,1227.78
United Arab Emirates,2001,969.37
United Arab Emirates,2002,772.33
United Arab Emirates,2003,747.11
United Arab Emirates,2004,707.57
United Arab Emirates,2005,2108.22
United Arab Emirates,2006,1944.63
United Arab Emirates,2007,1739.18
United Arab Emirates,2008,2019.86
United Arab Emirates,2009,1030.97
United Arab Emirates,2010,1902.04
United Arab Emirates,2011,1044.26
United Kingdom,1816,4.53
United Kingdom,1817,3.74
United Kingdom,1818,3.37
United Kingdom,1819,2.76
United Kingdom,1820,2.57
United Kingdom,1821,2.35
United Kingdom,1822,2.18
United Kingdom,1823,2.17
United Kingdom,1824,2.3
United Kingdom,1825,2.29
United Kingdom,1826,2.5
United Kingdom,1827,2.36
United Kingdom,1828,2.01
United Kingdom,1829,1.98
United Kingdom,1830,1.7
United Kingdom,1831,1.79
United Kingdom,1832,1.86
United Kingdom,1833,1.59
United Kingdom,1834,1.48
United Kingdom,1835,1.38
United Kingdom,1836,1.47
United Kingdom,1837,1.7
United Kingdom,1838,1.59
United Kingdom,1839,1.81
United Kingdom,1840,1.81
United Kingdom,1841,1.95
United Kingdom,1842,1.91
United Kingdom,1843,1.86
United Kingdom,1844,1.77
United Kingdom,1845,2.08
United Kingdom,1846,2.26
United Kingdom,1847,2.52
United Kingdom,1848,2.6
United Kingdom,1849,2.09
United Kingdom,1850,2.05
United Kingdom,1851,1.96
United Kingdom,1852,1.81
United Kingdom,1853,1.62
United Kingdom,1854,13.47
United Kingdom,1855,6.41
United Kingdom,1856,5.67
United Kingdom,1857,3.27
United Kingdom,1858,3.34
United Kingdom,1859,4.17
United Kingdom,1860,4.21
United Kingdom,1861,4.29
United Kingdom,1862,4.48
United Kingdom,1863,5.33
United Kingdom,1864,7.35
United Kingdom,1865,5.39
United Kingdom,1866,4.75
United Kingdom,1867,5.8
United Kingdom,1868,6.07
United Kingdom,1869,4.64
United Kingdom,1870,3.56
United Kingdom,1871,2.8
United Kingdom,1872,3.39
United Kingdom,1873,3.6
United Kingdom,1874,3.48
United Kingdom,1875,3.59
United Kingdom,1876,3.64
United Kingdom,1877,3.79
United Kingdom,1878,3.74
United Kingdom,1879,3.55
United Kingdom,1880,3
United Kingdom,1881,3.09
United Kingdom,1882,3.32
United Kingdom,1883,3.34
United Kingdom,1884,3.68
United Kingdom,1885,5.13
United Kingdom,1886,3.94
United Kingdom,1887,3.68
United Kingdom,1888,3.58
United Kingdom,1889,3.8
United Kingdom,1890,3.84
United Kingdom,1891,3.82
United Kingdom,1892,4.07
United Kingdom,1893,3.77
United Kingdom,1894,4.16
United Kingdom,1895,4.46
United Kingdom,1896,4.34
United Kingdom,1897,4.28
United Kingdom,1898,4.65
United Kingdom,1899,7.58
United Kingdom,1900,14.14
United Kingdom,1901,13.71
United Kingdom,1902,10.86
United Kingdom,1903,7.64
United Kingdom,1904,6.82
United Kingdom,1905,6.29
United Kingdom,1906,6.03
United Kingdom,1907,5.91
