Entity,Year,Biological,Chemical,Explosives,Fake Weapons,Firearms,Incendiary,Melee,Other,Radiological,Sabotage Equipment,Unknown,Vehicle
El Salvador,1972,0,0,2,0,0,0,0,0,0,0,0,0
El Salvador,1973,0,0,1,0,0,0,0,0,0,0,0,0
El Salvador,1974,0,0,2,0,1,0,0,0,0,0,0,0
El Salvador,1975,0,0,0,0,3,0,0,0,0,0,0,0
El Salvador,1976,0,0,8,0,4,0,0,0,0,0,1,0
El Salvador,1977,0,0,0,0,3,0,0,0,0,0,3,0
El Salvador,1978,0,0,42,0,22,2,0,0,0,0,25,0
El Salvador,1979,0,0,60,0,145,41,0,0,0,0,80,0
El Salvador,1980,0,0,196,0,396,35,1,0,0,0,82,0
El Salvador,1981,0,0,229,0,387,23,0,0,0,0,25,0
El Salvador,1982,0,0,194,0,272,34,4,0,0,0,33,0
El Salvador,1983,0,0,86,0,244,6,0,0,0,0,35,0
El Salvador,1984,0,0,68,0,166,28,0,0,0,3,8,0
El Salvador,1985,0,0,203,0,201,11,0,0,0,0,21,0
El Salvador,1986,0,0,90,0,76,1,0,0,0,0,8,0
El Salvador,1987,0,0,112,0,91,20,0,0,0,0,11,0
El Salvador,1988,0,0,212,0,145,4,0,0,0,0,5,1
El Salvador,1989,0,0,152,0,181,21,0,0,0,0,2,0
El Salvador,1990,0,0,113,0,69,2,0,0,0,0,0,0
El Salvador,1991,0,0,212,0,284,2,0,0,0,0,2,0
El Salvador,1992,0,0,5,0,20,1,0,0,0,0,3,0
El Salvador,1994,0,1,4,0,9,0,0,0,0,0,7,0
El Salvador,1995,0,0,0,0,2,2,2,0,0,0,3,0
El Salvador,1996,0,0,2,0,3,0,1,0,0,0,1,0
El Salvador,1997,0,0,1,0,1,0,0,0,0,0,0,0
Equatorial Guinea,1992,0,0,0,0,0,0,0,0,0,0,1,0
Equatorial Guinea,2009,0,0,0,0,1,0,0,0,0,0,0,0
Eritrea,1995,0,0,1,0,0,0,0,0,0,0,1,0
Eritrea,1996,0,0,0,0,1,0,0,0,0,0,0,0
Eritrea,2007,0,0,1,0,1,0,0,0,0,0,0,0
Eritrea,2008,0,0,1,0,0,0,0,0,0,0,1,0
Eritrea,2009,0,0,1,0,0,0,0,0,0,0,0,0
Eritrea,2010,0,0,0,0,0,0,0,0,0,0,1,0
Eritrea,2011,0,0,0,0,0,0,0,0,0,0,1,0
Estonia,1992,0,0,1,0,1,0,0,0,0,0,0,0
Estonia,1994,0,0,1,0,1,0,0,0,0,0,4,0
Estonia,1995,0,0,2,0,0,0,0,0,0,0,0,0
Estonia,1996,0,0,1,0,0,0,0,0,0,0,0,0
Estonia,1999,0,0,1,0,0,0,0,0,0,0,0,0
Estonia,2001,0,0,0,0,1,0,0,0,0,0,0,0
Estonia,2011,0,0,1,0,0,0,0,0,0,0,0,0
Estonia,2015,0,0,1,0,0,1,0,0,0,0,0,0
Ethiopia,1970,0,0,0,0,0,0,0,0,0,0,3,0
Ethiopia,1971,0,0,0,0,0,0,0,0,0,0,1,0
Ethiopia,1973,0,0,0,0,0,0,0,0,0,0,1,0
Ethiopia,1974,0,0,1,0,1,0,0,0,0,0,2,0
Ethiopia,1975,0,0,0,0,1,0,0,0,0,0,3,0
Ethiopia,1976,0,0,0,0,0,0,0,0,0,0,5,0
Ethiopia,1977,0,0,0,0,2,1,0,0,0,0,1,0
Ethiopia,1978,0,0,0,0,1,0,0,0,0,0,1,0
Ethiopia,1979,0,0,0,0,2,0,0,0,0,0,2,0
Ethiopia,1983,0,0,0,0,0,0,0,0,0,0,3,0
Ethiopia,1984,0,0,0,0,0,0,0,0,0,0,1,0
Ethiopia,1985,0,0,0,0,0,0,0,0,0,0,1,0
Ethiopia,1986,0,0,0,0,0,0,0,0,0,0,1,0
Ethiopia,1987,0,0,0,0,0,0,0,0,0,0,1,0
Ethiopia,1988,0,0,0,0,2,0,0,0,0,0,0,0
Ethiopia,1989,0,0,0,0,1,0,0,0,0,0,0,0
Ethiopia,1990,0,0,9,0,1,0,0,0,0,0,0,0
Ethiopia,1991,0,0,0,1,2,0,0,0,0,0,2,0
Ethiopia,1992,0,0,3,0,9,0,0,0,0,0,1,0
Ethiopia,1994,0,0,0,0,3,0,0,0,0,0,1,0
Ethiopia,1995,0,0,2,0,3,0,0,0,0,0,0,0
Ethiopia,1996,0,0,4,0,2,0,0,0,0,0,1,0
Ethiopia,1997,0,0,5,0,1,0,0,0,0,0,0,0
Ethiopia,1999,0,0,2,0,0,0,0,0,0,0,0,0
Ethiopia,2000,0,0,1,0,0,0,0,0,0,0,0,0
Ethiopia,2002,0,0,3,0,0,0,0,0,0,0,0,0
Ethiopia,2003,0,0,1,0,0,0,0,0,0,0,0,0
Ethiopia,2004,0,0,2,0,0,0,0,0,0,0,0,0
Ethiopia,2005,0,0,4,0,1,0,0,0,0,0,0,0
Ethiopia,2006,0,0,10,0,0,0,1,0,0,0,0,0
Ethiopia,2007,0,0,3,0,2,0,0,0,0,0,0,0
Ethiopia,2008,0,0,6,0,0,0,0,0,0,0,2,0
Ethiopia,2009,0,0,1,0,0,0,0,0,0,0,1,0
Ethiopia,2010,0,0,1,0,1,0,0,0,0,0,0,0
Ethiopia,2011,0,0,1,0,1,0,0,0,0,0,1,0
Ethiopia,2012,0,0,0,0,2,0,0,0,0,0,1,0
Ethiopia,2013,0,0,3,0,0,0,0,0,0,0,2,0
Ethiopia,2014,0,0,0,0,2,0,0,0,0,0,0,0
Ethiopia,2015,0,0,2,0,3,0,0,0,0,0,2,0
Ethiopia,2016,0,0,0,0,13,0,0,0,0,0,0,0
Ethiopia,2017,0,0,13,0,7,3,0,0,0,0,4,0
Falkland Islands,1983,0,0,1,0,0,0,0,0,0,0,0,0
Fiji,1987,0,0,2,0,0,1,0,0,0,0,0,0
Fiji,1989,0,0,0,0,0,2,0,0,0,0,0,0
Fiji,1991,0,0,0,0,0,3,0,0,0,0,0,0
Fiji,1992,0,0,0,0,0,0,1,0,0,0,0,0
Fiji,1999,0,0,3,0,0,0,0,0,0,0,0,0
Fiji,2000,0,0,1,0,1,0,0,0,0,0,2,0
Fiji,2001,0,0,0,0,0,1,0,0,0,0,0,0
Finland,1986,0,0,1,0,0,0,0,0,0,0,0,0
Finland,1992,0,0,1,0,0,0,0,0,0,0,0,0
Finland,1994,0,0,1,0,0,0,0,0,0,0,0,0
Finland,1995,0,0,1,0,0,0,0,0,0,0,0,0
Finland,2007,0,0,0,0,1,0,0,0,0,0,0,0
Finland,2008,0,0,0,0,0,1,0,0,0,0,0,0
Finland,2015,0,0,0,0,0,8,1,0,0,0,0,0
Finland,2016,0,0,0,0,0,3,0,0,0,0,0,0
Finland,2017,0,0,0,0,0,1,1,0,0,0,0,0
France,1972,0,0,9,0,0,0,0,0,0,0,2,0
France,1973,0,2,10,0,1,1,0,0,0,0,0,0
France,1974,0,0,20,0,4,3,0,0,0,0,2,0
France,1975,0,0,31,0,4,3,0,0,0,0,1,0
France,1976,0,0,37,0,8,10,0,0,0,0,3,0
France,1977,0,0,33,0,5,12,0,0,0,0,3,0
France,1978,0,1,44,0,8,3,0,0,0,0,3,0
France,1979,0,0,169,0,16,14,1,0,1,0,11,0
France,1980,0,0,66,0,17,4,0,0,0,0,7,0
France,1981,0,0,45,0,9,2,1,0,0,0,9,0
France,1982,0,0,49,0,8,1,0,0,0,0,4,0
France,1983,0,0,106,0,6,3,2,0,0,0,4,0
France,1984,0,0,129,0,10,1,0,0,0,0,5,0
France,1985,0,0,83,0,7,0,0,0,0,0,16,0
France,1986,0,0,61,0,6,3,0,0,0,0,25,0
France,1987,0,0,24,0,5,1,0,0,0,0,57,0
France,1988,0,0,43,0,9,2,0,0,0,0,0,0
France,1989,0,0,16,0,1,6,0,0,0,0,2,0
France,1990,0,0,15,0,9,6,0,0,0,0,0,0
France,1991,0,0,130,0,2,2,3,0,0,0,0,0
France,1992,0,0,91,0,11,11,4,0,0,1,8,0
France,1994,0,1,65,0,8,8,1,0,0,0,14,0
France,1995,0,0,53,0,11,6,0,0,0,0,1,0
France,1996,0,0,233,0,32,2,0,0,0,0,3,0
France,1997,0,0,126,0,2,2,0,0,0,0,0,0
France,1998,0,0,11,0,1,0,0,0,0,0,0,0
France,1999,0,0,43,0,0,2,1,0,0,0,0,0
France,2000,0,0,22,0,1,5,0,0,0,0,0,0
France,2001,0,0,14,0,2,4,0,0,0,0,1,0
France,2002,0,0,23,0,0,9,0,0,0,0,0,0
France,2003,0,0,30,0,0,3,1,0,0,0,0,0
France,2004,0,0,11,0,0,0,0,0,0,0,0,0
France,2005,0,0,31,0,1,1,0,0,0,0,0,0
France,2006,0,0,29,0,2,2,0,0,0,0,1,0
France,2007,0,0,12,0,3,0,0,0,0,0,1,0
France,2008,0,0,10,0,0,2,1,0,0,0,0,0
France,2009,0,0,4,0,2,2,1,0,0,0,0,0
France,2010,0,0,2,0,0,1,0,0,0,0,0,0
France,2011,0,0,6,0,1,0,0,0,0,1,0,0
France,2012,0,0,60,0,4,1,1,0,0,0,0,0
France,2013,0,0,8,0,2,5,3,0,0,0,0,0
France,2014,0,0,4,0,1,6,2,0,0,0,0,1
France,2015,0,0,11,0,15,7,4,0,0,0,0,0
France,2016,0,0,1,0,4,12,8,0,0,0,0,1
France,2017,0,0,6,0,2,19,11,1,0,0,0,2
French Guiana,1983,0,0,3,0,0,0,0,0,0,0,0,0
French Guiana,1996,0,0,0,0,0,2,0,0,0,0,0,0
French Guiana,1997,0,0,0,0,1,1,0,0,0,0,0,0
French Polynesia,1995,0,0,0,0,0,2,1,0,0,0,0,0
Gabon,1979,0,0,1,0,0,0,0,0,0,0,0,0
Gabon,1994,0,0,0,0,1,0,0,0,0,0,0,0
Gabon,1996,0,0,1,0,0,0,0,0,0,0,0,0
Gabon,1997,0,0,0,0,1,0,0,0,0,0,0,0
Gabon,2017,0,0,2,0,0,1,1,0,0,0,0,0
Gambia,1994,0,0,0,0,0,0,0,0,0,0,1,0
Gambia,1995,0,0,0,0,1,0,0,0,0,0,0,0
Gambia,2000,0,0,0,0,0,1,0,0,0,0,0,0
Georgia,1991,0,0,1,0,2,0,0,0,0,0,0,0
Georgia,1992,0,0,20,0,15,2,0,0,0,0,2,0
Georgia,1994,0,0,10,0,7,0,0,0,0,0,1,0
Georgia,1995,0,0,7,0,8,0,0,0,0,0,2,0
Georgia,1996,0,0,3,0,0,0,0,0,0,0,0,0
Georgia,1997,0,0,3,0,1,0,0,0,0,0,2,0
Georgia,1998,0,0,6,0,6,0,0,0,0,0,0,0
Georgia,1999,0,0,3,0,4,0,0,0,0,0,0,0
Georgia,2000,0,0,1,0,5,0,0,0,0,0,1,0
Georgia,2001,0,0,0,0,3,0,1,0,0,0,0,0
Georgia,2002,0,0,1,0,1,0,0,0,0,0,0,0
Georgia,2003,0,0,2,0,3,0,1,0,0,0,0,0
Georgia,2004,0,0,1,0,2,0,0,0,0,0,0,0
Georgia,2005,0,0,4,0,1,0,0,0,0,0,1,0
Georgia,2006,0,0,2,0,1,0,0,0,0,0,0,0
Georgia,2008,0,0,23,0,8,0,0,0,0,0,2,0
Georgia,2009,0,0,21,0,2,1,0,0,0,0,1,0
Georgia,2010,0,0,4,0,2,0,0,0,0,0,1,0
Georgia,2011,0,0,3,0,0,0,0,0,0,0,0,0
Georgia,2012,0,0,3,0,0,0,0,0,0,0,0,0
Georgia,2013,0,0,2,0,0,0,0,0,0,0,0,0
Georgia,2014,0,0,1,0,0,0,1,0,0,0,0,0
Georgia,2015,0,0,1,0,0,0,0,0,0,0,0,0
Georgia,2016,0,0,2,0,2,0,0,0,0,0,0,0
Georgia,2017,0,0,0,0,1,0,0,0,0,0,0,0
Germany,1990,0,0,1,0,0,0,0,0,0,0,0,0
Germany,1991,0,1,8,0,9,31,5,0,0,0,11,0
Germany,1992,0,1,8,0,5,61,45,5,0,0,31,0
Germany,1994,0,0,1,0,3,43,16,0,0,0,16,0
Germany,1995,0,0,15,0,2,126,1,0,0,1,2,0
Germany,1996,0,0,8,0,0,38,1,0,0,0,5,0
Germany,1997,0,0,2,0,0,6,1,0,0,0,3,0
Germany,1998,0,3,1,0,0,0,0,0,0,2,0,0
Germany,1999,0,2,4,0,2,3,0,0,0,0,2,0
Germany,2000,0,0,4,0,1,3,0,0,0,0,0,0
Germany,2001,0,0,1,0,3,1,3,0,0,0,0,0
Germany,2002,0,1,1,0,0,1,0,0,0,0,0,0
Germany,2003,0,0,1,0,0,0,1,0,0,0,0,0
Germany,2004,0,0,1,0,1,0,1,0,0,0,0,0
Germany,2005,0,0,0,0,2,1,0,0,0,0,0,0
Germany,2006,0,0,1,0,2,1,0,0,0,0,0,0
Germany,2007,0,0,0,0,1,2,0,0,0,0,0,0
Germany,2008,0,0,1,0,0,1,1,0,0,0,0,0
Germany,2009,0,0,0,0,0,4,0,0,0,0,0,0
Germany,2010,0,0,1,0,0,0,0,0,0,0,0,0
Germany,2011,0,0,7,0,1,0,0,0,0,0,0,0
Germany,2012,0,0,2,0,0,3,0,0,0,0,0,0
Germany,2014,0,0,0,0,0,13,0,0,0,0,0,0
Germany,2015,0,0,4,0,2,53,4,0,0,0,2,0
Germany,2016,0,0,8,0,4,19,7,0,0,0,5,1
Germany,2017,0,0,2,0,0,23,2,0,0,0,0,0
Ghana,1987,0,0,1,0,0,0,0,0,0,0,0,0
Ghana,1992,0,0,6,0,0,1,1,0,0,0,0,0
Ghana,1994,0,0,0,0,2,0,0,0,0,0,2,0
Ghana,1995,0,0,1,0,0,0,0,0,0,0,0,0
Ghana,1996,0,0,0,0,0,0,2,0,0,0,0,0
Ghana,1997,0,0,0,0,0,0,0,0,0,0,1,0
Ghana,2014,0,0,0,0,1,0,0,0,0,0,0,0
Ghana,2016,0,0,1,0,0,0,0,0,0,0,0,0
Greece,1970,0,0,2,0,1,0,0,0,0,0,0,0
Greece,1971,0,0,0,0,0,1,0,0,0,0,0,0
Greece,1972,0,0,1,0,0,1,0,0,0,0,0,0
Greece,1973,0,0,6,0,1,4,0,0,0,0,0,0
Greece,1974,0,0,6,0,0,0,0,0,0,0,0,0
Greece,1975,0,0,1,0,1,2,0,0,0,0,0,0
Greece,1976,0,0,11,0,1,7,0,1,0,0,1,0
Greece,1977,0,0,18,0,0,29,0,0,0,0,0,0
Greece,1978,0,0,38,0,0,1,0,0,0,0,0,0
Greece,1979,0,0,8,0,1,0,0,0,0,0,0,0
Greece,1980,0,0,11,0,2,1,1,0,0,0,0,0
Greece,1981,0,0,14,0,1,4,0,0,0,0,1,0
Greece,1982,0,0,15,0,1,2,0,0,0,0,1,0
Greece,1983,0,0,7,0,3,1,0,0,0,0,0,0
Greece,1984,0,0,18,0,7,2,0,0,0,0,1,0
Greece,1985,0,0,21,0,5,9,0,0,0,0,0,0
Greece,1986,0,0,24,0,1,12,1,0,0,0,3,0
Greece,1987,0,0,16,0,6,3,0,0,0,0,1,0
Greece,1988,0,0,33,0,2,3,0,0,0,0,0,0
Greece,1989,0,0,37,0,4,9,0,0,0,0,0,0
Greece,1990,0,0,41,0,3,11,0,0,0,0,0,0
Greece,1991,0,0,48,0,1,5,0,0,0,0,3,0
Greece,1992,0,0,18,0,4,7,5,0,0,0,1,0
Greece,1994,0,0,29,0,2,9,0,0,0,0,2,0
Greece,1995,0,0,5,0,0,1,1,0,0,0,1,0
Greece,1996,0,0,16,0,0,3,1,0,0,0,0,0
Greece,1997,0,0,19,0,1,1,0,0,0,0,0,0
Greece,1998,0,0,18,0,0,10,0,0,0,0,0,0
Greece,1999,0,0,22,0,2,10,1,0,0,0,0,0
Greece,2000,0,0,16,0,1,11,0,0,0,0,0,0
Greece,2001,0,0,6,0,0,8,0,0,0,0,0,0
Greece,2002,0,0,8,0,1,2,0,0,0,0,0,0
Greece,2003,0,0,2,0,0,10,0,0,0,0,0,0
Greece,2004,0,0,3,0,0,1,0,0,0,0,0,0
Greece,2005,0,0,5,0,0,1,0,0,0,0,0,0
Greece,2006,0,0,6,0,0,16,1,0,0,0,0,0
Greece,2007,0,0,11,0,1,3,0,0,0,0,0,0
Greece,2008,0,0,12,0,1,40,0,0,0,0,0,0
Greece,2009,0,0,21,0,6,87,0,0,0,0,1,0
Greece,2010,0,0,31,0,1,16,1,0,0,0,0,0
Greece,2011,0,0,7,0,0,4,0,0,0,0,0,0
Greece,2012,0,0,16,0,1,5,0,0,0,0,0,0
Greece,2013,0,0,22,0,4,25,1,0,0,0,2,0
Greece,2014,0,0,11,0,2,13,0,0,0,0,0,0
Greece,2015,0,0,12,0,1,13,2,1,0,0,2,0
Greece,2016,0,0,9,0,1,17,3,0,0,0,1,0
Greece,2017,0,0,15,0,2,12,3,1,0,0,10,0
Grenada,1980,0,0,2,0,2,0,0,0,0,0,0,0
Grenada,1983,0,0,0,0,1,0,0,0,0,0,0,0
Guadeloupe,1980,0,0,3,0,1,0,0,0,0,0,5,0
Guadeloupe,1981,0,0,1,0,0,0,0,0,0,0,0,0
Guadeloupe,1983,0,0,17,0,0,0,0,0,0,0,0,0
Guadeloupe,1984,0,0,14,0,0,0,0,0,0,0,0,0
Guadeloupe,1985,0,0,6,0,1,1,0,0,0,0,1,0
Guadeloupe,1986,0,0,0,0,0,0,0,0,0,0,1,0
Guadeloupe,1988,0,0,4,0,0,0,0,0,0,0,0,0
Guadeloupe,1991,0,0,0,0,1,0,0,0,0,0,0,0
Guatemala,1970,0,0,0,0,1,0,0,0,0,0,3,0
Guatemala,1971,0,0,0,0,1,0,0,0,0,0,0,0
Guatemala,1974,0,0,0,0,0,0,0,0,0,0,1,0
Guatemala,1975,0,0,0,0,5,0,0,0,0,0,0,0
Guatemala,1976,0,0,2,0,8,1,0,0,0,0,2,0
Guatemala,1977,0,0,0,0,3,0,0,0,0,0,5,0
Guatemala,1978,0,0,5,0,19,1,0,0,0,0,4,0
Guatemala,1979,0,0,8,0,34,2,1,0,0,0,15,0
Guatemala,1980,0,0,21,0,175,11,1,0,0,0,73,0
Guatemala,1981,0,0,89,0,229,23,1,0,0,2,55,0
Guatemala,1982,0,0,58,0,188,53,5,0,0,0,50,0
Guatemala,1983,0,0,24,0,55,2,0,0,0,0,36,0
Guatemala,1984,0,0,17,0,39,0,0,0,0,0,18,0
Guatemala,1985,0,0,7,0,38,2,0,0,0,0,16,0
Guatemala,1986,0,0,2,0,24,0,0,0,0,0,5,0
Guatemala,1987,0,0,6,0,49,1,0,0,0,0,0,0
Guatemala,1988,0,0,9,0,18,1,0,0,0,0,1,0
Guatemala,1989,0,0,34,0,40,1,2,0,0,0,2,0
Guatemala,1990,0,0,31,0,48,2,2,0,0,0,0,0
Guatemala,1991,0,0,35,0,39,0,0,0,0,0,3,0
Guatemala,1992,0,0,26,0,18,1,1,0,0,0,2,0
Guatemala,1994,0,0,50,0,16,2,1,0,0,0,15,0
Guatemala,1995,0,0,15,0,36,1,1,0,0,0,29,0
Guatemala,1996,0,0,3,0,12,0,2,0,0,0,8,1
Guatemala,1997,0,0,2,0,15,1,0,0,0,0,8,0
Guatemala,1999,0,0,0,0,1,0,0,0,0,0,0,0
Guatemala,2000,0,0,0,0,1,0,0,0,0,0,0,0
Guatemala,2001,0,0,0,0,2,0,0,0,0,0,0,0
Guatemala,2003,0,0,0,0,3,0,0,0,0,0,0,0
Guatemala,2004,0,0,0,0,2,0,0,0,0,0,0,0
Guatemala,2006,0,0,0,0,4,0,0,0,0,0,0,0
Guatemala,2012,0,0,0,0,1,0,0,0,0,0,0,0
Guatemala,2013,0,0,0,0,6,0,0,0,0,0,0,0
Guinea,1980,0,0,1,0,1,0,0,0,0,0,0,0
Guinea,1992,0,0,0,0,1,1,0,0,0,0,0,0
Guinea,1994,0,0,0,0,1,0,0,0,0,0,1,0
Guinea,1996,0,0,0,0,1,0,0,0,0,0,0,0
Guinea,2000,0,0,0,0,8,0,0,0,0,0,4,0
Guinea,2005,0,0,0,0,1,0,0,0,0,0,0,0
Guinea,2013,0,0,0,0,1,0,0,1,0,0,0,0
Guinea,2015,0,0,1,0,1,0,0,0,0,0,0,0
Guinea,2016,0,0,0,0,1,0,0,0,0,0,0,0
Guinea-Bissau,2001,0,0,0,0,1,0,0,0,0,0,0,0
Guinea-Bissau,2003,0,0,0,0,1,0,0,0,0,0,0,0
Guinea-Bissau,2005,0,0,0,0,4,0,0,0,0,0,0,0
Guinea-Bissau,2006,0,0,1,0,0,0,0,0,0,0,0,0
Guinea-Bissau,2009,0,0,0,0,1,0,0,0,0,0,0,0
Guinea-Bissau,2012,0,0,0,0,1,0,0,0,0,0,0,0
Guyana,1978,0,0,0,0,1,0,0,0,0,0,0,0
Guyana,1979,0,0,0,0,1,1,0,0,0,0,0,0
Guyana,1980,0,0,0,0,1,0,0,0,0,0,0,0
Guyana,1981,0,0,0,0,0,0,0,0,0,0,1,0
Guyana,1990,0,0,5,0,0,0,0,0,0,0,0,0
Guyana,1992,0,0,0,0,0,1,1,0,0,0,2,0
Guyana,1997,0,0,1,0,0,0,0,0,0,0,0,0
Guyana,1998,0,0,2,0,0,0,0,0,0,0,0,0
Guyana,2001,0,0,0,0,1,0,0,0,0,0,0,0
Guyana,2002,0,0,0,0,1,0,0,0,0,0,0,0
Guyana,2003,0,0,0,0,1,0,0,0,0,0,0,0
Guyana,2006,0,0,0,0,2,0,0,0,0,0,0,0
Guyana,2008,0,0,0,0,3,0,0,0,0,0,0,0
Guyana,2016,0,0,1,0,0,0,0,0,0,0,0,0
Haiti,1973,0,0,0,0,0,0,0,0,0,0,1,0
Haiti,1974,0,0,2,0,0,0,0,0,0,0,0,0
Haiti,1983,0,0,6,0,0,0,0,0,0,0,0,0
Haiti,1987,0,0,0,0,8,2,0,0,0,0,0,0
Haiti,1988,0,0,3,0,3,0,0,0,0,0,0,0
Haiti,1989,0,0,2,0,1,0,0,0,0,0,0,0
Haiti,1990,0,0,1,0,2,0,0,0,0,0,0,0
Haiti,1991,0,0,0,0,8,3,0,0,0,0,6,0
Haiti,1992,0,0,4,0,17,2,1,0,0,0,3,0
Haiti,1994,0,0,4,0,9,2,5,0,0,0,5,2
Haiti,1995,0,0,0,0,23,3,5,0,0,0,3,0
Haiti,1996,0,0,4,0,19,3,0,0,0,0,1,0
Haiti,1997,0,0,0,0,11,1,2,0,0,0,2,0
Haiti,1998,0,0,1,0,0,0,0,0,0,0,0,0
Haiti,1999,0,0,0,0,5,0,0,0,0,0,0,0
Haiti,2000,0,0,6,0,3,0,0,0,0,0,0,0
Haiti,2001,0,0,4,0,0,1,0,0,0,0,0,0
Haiti,2002,0,0,0,0,1,1,0,0,0,0,0,0
Haiti,2003,0,0,0,0,1,4,0,0,0,0,0,0
Haiti,2004,0,0,0,0,2,0,0,0,0,0,0,0
Haiti,2005,0,0,0,0,1,0,0,0,0,0,0,0
Haiti,2006,0,0,0,0,1,0,0,0,0,0,0,0
Haiti,2007,0,0,0,0,2,0,0,0,0,0,0,0
Haiti,2016,0,0,0,0,1,0,0,0,0,0,0,0
Honduras,1973,0,1,0,0,0,0,0,0,0,0,0,0
Honduras,1979,0,0,2,0,1,0,1,0,0,0,2,0
Honduras,1980,0,0,4,0,5,0,1,0,0,0,6,0
Honduras,1981,0,0,9,0,5,0,0,0,0,0,3,0
Honduras,1982,0,0,24,0,7,0,0,0,0,0,3,0
Honduras,1983,0,0,12,0,12,0,0,0,0,0,5,0
Honduras,1984,0,0,8,0,3,0,0,0,0,0,1,0
Honduras,1985,0,0,5,0,4,0,0,0,0,0,0,0
Honduras,1986,0,0,2,0,5,0,0,0,0,0,1,0
Honduras,1987,0,0,7,0,7,0,0,0,0,0,6,0
Honduras,1988,0,0,14,0,7,0,0,0,0,0,0,0
Honduras,1989,0,0,18,0,11,0,0,0,0,0,0,0
Honduras,1990,0,0,9,0,4,0,0,0,0,0,0,0
Honduras,1991,0,0,5,0,14,0,0,0,0,0,2,0
Honduras,1992,0,0,3,0,5,2,1,0,0,0,1,0
Honduras,1994,0,0,3,0,1,0,0,0,0,0,2,0
Honduras,1995,0,0,3,0,8,0,0,0,0,0,1,0
Honduras,1996,0,0,13,0,6,0,0,0,0,0,0,0
Honduras,1997,0,0,10,0,10,0,1,0,0,0,1,0
Honduras,2002,0,0,0,0,1,0,0,0,0,0,0,0
Honduras,2004,0,0,0,0,1,0,0,0,0,0,0,0
Honduras,2009,0,0,8,0,0,0,0,0,0,0,0,0
Honduras,2011,0,0,0,0,1,0,0,0,0,0,0,0
Honduras,2013,0,0,1,0,1,0,0,0,0,0,0,0
Honduras,2014,0,0,0,0,1,0,0,0,0,0,0,0
Honduras,2016,0,0,0,0,1,0,0,0,0,0,0,0
Honduras,2017,0,0,0,0,1,0,0,0,0,0,0,0
Hong Kong,1980,0,0,1,0,0,0,0,0,0,0,0,0
Hong Kong,1981,0,0,3,0,0,0,0,0,0,0,0,0
Hong Kong,1989,0,0,1,0,0,0,0,0,0,0,0,0
Hong Kong,1990,0,0,0,0,1,0,0,0,0,0,0,0
Hong Kong,1991,0,0,1,0,0,0,0,0,0,0,0,0
Hong Kong,1992,0,0,0,0,3,0,0,0,0,0,3,0
Hong Kong,1994,0,0,0,0,1,1,0,0,0,0,2,0
Hong Kong,1995,0,0,0,0,0,1,0,0,0,0,0,0
Hong Kong,1996,0,0,0,0,0,0,2,0,0,0,1,0
Hong Kong,2000,0,0,1,0,0,1,0,0,0,0,0,0
Hong Kong,2001,0,0,1,0,0,0,0,0,0,0,0,0
Hong Kong,2005,0,0,1,0,0,0,0,0,0,0,0,0
Hong Kong,2008,0,1,0,0,0,0,0,0,0,0,0,0
Hungary,1989,0,0,1,0,0,0,0,0,0,0,0,0
Hungary,1991,0,0,1,0,1,1,0,0,0,0,0,0
Hungary,1992,0,0,0,0,0,0,0,0,0,0,1,0
Hungary,1994,0,0,2,0,0,0,0,0,0,0,0,0
Hungary,1996,0,0,9,0,2,0,2,0,0,0,0,0
Hungary,1997,0,0,13,0,1,2,1,0,0,0,0,0
Hungary,1998,0,0,2,0,0,0,0,0,0,0,0,0
Hungary,2001,0,0,1,0,0,0,0,0,0,0,0,0
Hungary,2008,0,0,0,0,1,1,0,0,0,0,0,0
Hungary,2009,0,0,0,0,0,1,0,0,0,0,0,0
Hungary,2014,0,0,1,0,0,0,0,0,0,0,0,0
Hungary,2015,0,0,1,0,0,0,0,0,0,0,0,0
Hungary,2016,0,0,1,0,0,0,0,0,0,0,0,0
Iceland,1983,0,0,1,0,0,0,0,0,0,0,0,0
Iceland,1986,0,0,0,0,0,0,0,0,0,0,1,0
Iceland,2012,0,0,1,0,0,0,0,0,0,0,0,0
Iceland,2014,0,0,0,0,0,1,0,0,0,0,0,0
India,1972,0,0,1,0,0,0,0,0,0,0,0,0
India,1975,0,0,1,0,0,0,0,0,0,0,0,0
India,1976,0,0,1,0,0,0,0,0,0,0,0,0
India,1977,0,0,0,0,1,0,0,0,0,0,0,0
India,1979,0,0,3,0,13,0,0,0,0,0,4,0
India,1980,0,0,5,0,3,1,0,0,0,0,1,0
India,1981,0,0,10,0,3,0,0,0,0,0,3,0
India,1982,0,0,4,0,6,0,0,0,0,0,3,0
India,1983,0,0,26,0,14,0,0,0,0,0,7,0
India,1984,0,0,30,0,84,9,8,0,0,1,26,1
India,1985,0,0,16,0,9,0,1,0,0,0,13,0
India,1986,0,0,6,0,48,0,3,0,0,0,39,0
India,1987,0,0,24,0,116,6,5,0,0,0,15,0
India,1988,0,0,68,0,246,6,2,0,0,0,36,0
India,1989,0,0,107,0,197,2,5,1,0,0,12,0
India,1990,0,0,115,0,211,10,3,0,0,0,9,1
India,1991,0,1,95,0,197,33,3,0,0,0,10,0
India,1992,0,0,58,0,142,9,6,1,0,0,21,0
India,1994,0,0,43,1,29,18,5,0,0,0,11,0
India,1995,0,0,63,0,34,32,26,0,0,0,24,0
