Entity,Year,Solid fuel consumption (CDIAC (2016)),Liquid fuel consumption (CDIAC (2016)),Gas fuel consumption (CDIAC (2016)),Cement production (CDIAC (2016)),Gas flaring (CDIAC (2016))
South Sudan,2012,0,363,0,0,0
South Sudan,2013,0,395,0,0,0
South Vietnam,1955,19,258,0,41,0
South Vietnam,1956,46,259,0,0,0
South Vietnam,1957,44,309,0,0,0
South Vietnam,1958,62,388,0,0,0
South Vietnam,1959,26,388,0,0,0
South Vietnam,1960,28,394,0,0,0
South Vietnam,1961,47,450,0,0,0
South Vietnam,1962,61,429,0,0,0
South Vietnam,1963,82,486,0,0,0
South Vietnam,1964,72,1031,0,10,0
South Vietnam,1965,65,1248,0,27,0
South Vietnam,1966,29,2794,0,18,0
South Vietnam,1967,13,4094,0,25,0
South Vietnam,1968,17,4116,0,20,0
South Vietnam,1969,0,5030,0,34,0
Spain,1830,1,0,0,0,
Spain,1831,1,0,0,0,
Spain,1832,1,0,0,0,
Spain,1833,1,0,0,0,
Spain,1834,1,0,0,0,
Spain,1835,1,0,0,0,
Spain,1836,6,0,0,0,
Spain,1837,10,0,0,0,
Spain,1838,7,0,0,0,
Spain,1839,13,0,0,0,
Spain,1840,10,0,0,0,
Spain,1841,28,0,0,0,
Spain,1842,39,0,0,0,
Spain,1843,47,0,0,0,
Spain,1844,55,0,0,0,
Spain,1845,75,0,0,0,
Spain,1846,77,0,0,0,
Spain,1847,71,0,0,0,
Spain,1848,80,0,0,0,
Spain,1849,89,0,0,0,
Spain,1850,135,0,0,0,
Spain,1851,139,0,0,0,
Spain,1852,146,0,0,0,
Spain,1853,178,0,0,0,
Spain,1854,150,0,0,0,
Spain,1855,151,0,0,0,
Spain,1856,206,0,0,0,
Spain,1857,232,0,0,0,
Spain,1858,314,0,0,0,
Spain,1859,445,0,0,0,
Spain,1860,527,0,0,0,
Spain,1861,547,0,0,0,
Spain,1862,597,0,0,0,
Spain,1863,664,0,0,0,
Spain,1864,637,0,0,0,
Spain,1865,629,0,0,0,
Spain,1866,625,0,0,0,
Spain,1867,698,0,0,0,
Spain,1868,726,0,0,0,
Spain,1869,719,1,0,0,
Spain,1870,837,2,0,0,
Spain,1871,801,1,0,0,
Spain,1872,888,2,0,0,
Spain,1873,855,1,0,0,
Spain,1874,849,2,0,0,
Spain,1875,895,3,0,0,
Spain,1876,974,1,0,0,
Spain,1877,1029,3,0,0,
Spain,1878,1024,2,0,0,
Spain,1879,1075,9,0,0,
Spain,1880,1184,21,0,0,
Spain,1881,1307,39,0,0,
Spain,1882,1440,29,0,0,
Spain,1883,1577,34,0,0,
Spain,1884,1565,37,0,0,
Spain,1885,1524,48,0,0,
Spain,1886,1626,38,0,0,
Spain,1887,1640,36,0,0,
Spain,1888,1706,49,0,0,
Spain,1889,1835,28,0,0,
Spain,1890,1960,43,0,0,
Spain,1891,2121,46,0,0,
Spain,1892,2227,38,0,0,
Spain,1893,2170,46,0,0,
Spain,1894,2347,37,0,0,
Spain,1895,2311,37,0,0,
Spain,1896,2506,33,0,0,
Spain,1897,2576,29,0,0,
Spain,1898,2531,28,0,0,
Spain,1899,2880,20,0,0,
Spain,1900,3026,36,0,0,
Spain,1901,3192,30,0,0,
Spain,1902,3338,29,0,0,
Spain,1903,3296,27,0,0,
Spain,1904,3522,24,0,0,
Spain,1905,3680,24,0,0,
Spain,1906,3742,41,0,0,
Spain,1907,3826,21,0,0,
Spain,1908,4011,24,0,0,
Spain,1909,4107,32,0,0,
Spain,1910,4039,26,0,0,
Spain,1911,3992,28,0,0,
Spain,1912,4335,27,0,0,
Spain,1913,4709,33,12,0,
Spain,1914,4650,64,8,0,
Spain,1915,4092,77,10,0,
Spain,1916,4762,76,38,0,
Spain,1917,4240,60,26,0,
Spain,1918,4491,47,29,0,
Spain,1919,4241,91,16,0,
Spain,1920,3674,135,27,0,
Spain,1921,3909,116,27,0,
Spain,1922,3950,114,15,0,
Spain,1923,4569,129,0,0,
Spain,1924,4837,182,0,0,
Spain,1925,5000,199,0,0,
Spain,1926,4780,220,16,0,
Spain,1927,5521,289,44,0,
Spain,1928,5318,344,0,210,
Spain,1929,5910,386,0,248,
Spain,1930,5613,511,80,250,
Spain,1931,5236,607,86,222,
Spain,1932,4887,609,91,194,
Spain,1933,4276,546,94,191,
Spain,1934,4472,774,96,185,
Spain,1935,5112,735,99,184,
Spain,1936,2025,0,93,82,
Spain,1937,1309,0,71,52,
Spain,1938,3454,0,74,81,
Spain,1939,4040,0,88,162,
Spain,1940,5582,0,108,212,
Spain,1941,5587,0,62,223,
Spain,1942,5989,0,82,224,
Spain,1943,6186,0,94,231,
Spain,1944,6687,0,104,251,
Spain,1945,6847,509,99,262,
Spain,1946,6829,442,105,292,
Spain,1947,6655,1446,112,297,
Spain,1948,6951,1541,122,317,
Spain,1949,7468,1854,134,306,
Spain,1950,7235,1440,0,343,0
Spain,1951,7217,1450,0,373,0
Spain,1952,7958,1905,0,403,0
Spain,1953,8216,1969,0,443,0
Spain,1954,8208,2119,0,518,0
Spain,1955,8080,2327,0,589,0
Spain,1956,8076,2840,0,643,0
Spain,1957,9127,3907,0,676,0
Spain,1958,9867,4664,0,724,0
Spain,1959,8942,4499,0,779,0
Spain,1960,8678,3885,0,780,0
Spain,1961,9164,4572,0,901,0
Spain,1962,9420,5965,0,992,0
Spain,1963,9410,5576,1,1054,0
Spain,1964,8882,7526,1,1156,0
Spain,1965,9408,8666,2,1318,0
Spain,1966,8712,10839,4,1642,0
Spain,1967,8772,12988,2,1832,0
Spain,1968,8934,15525,1,2034,0
Spain,1969,8951,15216,35,2219,0
Spain,1970,9929,19643,45,2271,0
Spain,1971,9588,22947,223,2334,0
Spain,1972,9876,26568,444,2662,0
Spain,1973,9585,29153,589,3042,0
Spain,1974,10030,33600,565,3024,0
Spain,1975,11228,34336,693,3277,0
Spain,1976,11085,38700,904,3427,0
Spain,1977,12106,36608,837,3807,0
Spain,1978,9888,39831,843,4112,0
Spain,1979,11505,39305,957,3796,0
Spain,1980,13442,40293,1088,3809,0
Spain,1981,15492,35924,1203,3910,0
Spain,1982,18094,33820,1307,4021,0
Spain,1983,18927,31399,1375,4167,0
Spain,1984,18973,30517,1306,3459,0
Spain,1985,20471,29645,1469,3291,0
Spain,1986,20044,27216,1371,3269,42
Spain,1987,19192,28196,1497,3130,38
Spain,1988,16646,32087,2049,3455,39
Spain,1989,20585,34702,2763,3723,40
Spain,1990,20059,32592,3104,3822,34
Spain,1991,20796,33788,3497,3416,34
Spain,1992,21317,35435,3657,3348,34
Spain,1993,19155,33930,3587,3111,8
Spain,1994,19642,36654,3933,3420,1
Spain,1995,19759,37709,4823,3594,3
Spain,1996,16839,37962,5398,3421,3
Spain,1997,19001,38917,7063,3758,2
Spain,1998,18319,41252,7251,4499,2
Spain,1999,20482,43348,8300,4866,3
Spain,2000,21729,43869,9506,5189,0
Spain,2001,19904,45562,10243,5510,0
Spain,2002,22469,45821,11712,5769,0
Spain,2003,20802,47339,13337,6086,0
Spain,2004,21744,48895,15722,6201,0
Spain,2005,21299,49605,18640,6847,0
Spain,2006,19104,49497,19508,7348,0
Spain,2007,20599,49800,19851,7442,0
Spain,2008,14669,47601,21804,5724,0
Spain,2009,10945,44143,19502,4013,0
Spain,2010,8463,42407,19443,3566,0
Spain,2011,12922,39769,18073,3016,0
Spain,2012,15896,36295,17847,2168,0
Spain,2013,11355,35077,16341,1850,0
Sri Lanka,1950,271,172,0,0,0
Sri Lanka,1951,175,238,0,9,0
Sri Lanka,1952,274,248,0,8,0
Sri Lanka,1953,282,273,0,9,0
Sri Lanka,1954,210,266,0,11,0
Sri Lanka,1955,139,306,0,10,0
Sri Lanka,1956,108,267,0,12,0
Sri Lanka,1957,205,420,0,7,0
Sri Lanka,1958,129,393,0,11,0
Sri Lanka,1959,128,419,0,13,0
Sri Lanka,1960,188,416,0,12,0
Sri Lanka,1961,102,524,0,11,0
Sri Lanka,1962,103,584,0,12,0
Sri Lanka,1963,106,575,0,10,0
Sri Lanka,1964,128,482,0,10,0
Sri Lanka,1965,101,612,0,12,0
Sri Lanka,1966,23,692,0,11,0
Sri Lanka,1967,101,677,0,26,0
Sri Lanka,1968,31,823,0,30,0
Sri Lanka,1969,17,1123,0,38,0
Sri Lanka,1970,16,921,0,44,0
Sri Lanka,1971,10,810,0,52,0
Sri Lanka,1972,1,913,0,52,0
Sri Lanka,1973,6,944,0,57,0
Sri Lanka,1974,6,731,0,64,0
Sri Lanka,1975,3,734,0,53,0
Sri Lanka,1976,3,704,0,58,0
Sri Lanka,1977,1,748,0,48,0
Sri Lanka,1978,8,855,0,78,0
Sri Lanka,1979,1,962,0,81,0
Sri Lanka,1980,1,851,0,78,0
Sri Lanka,1981,1,1011,0,87,0
Sri Lanka,1982,24,1115,0,88,0
Sri Lanka,1983,21,1242,0,69,0
Sri Lanka,1984,2,989,0,68,0
Sri Lanka,1985,2,996,0,81,0
Sri Lanka,1986,1,928,0,81,0
Sri Lanka,1987,0,1030,0,81,0
Sri Lanka,1988,0,898,0,54,0
Sri Lanka,1989,1,895,0,54,0
Sri Lanka,1990,1,1001,0,54,0
Sri Lanka,1991,2,1083,0,54,0
Sri Lanka,1992,1,1302,0,111,0
Sri Lanka,1993,1,1282,0,92,0
Sri Lanka,1994,2,1379,0,126,0
Sri Lanka,1995,1,1487,0,122,0
Sri Lanka,1996,1,1798,0,126,0
Sri Lanka,1997,2,1944,0,131,0
Sri Lanka,1998,1,2014,0,119,0
Sri Lanka,1999,1,2215,0,133,0
Sri Lanka,2000,1,2654,0,137,0
Sri Lanka,2001,1,2696,0,151,0
Sri Lanka,2002,1,2876,0,138,0
Sri Lanka,2003,63,2800,0,158,0
Sri Lanka,2004,63,3101,0,190,0
Sri Lanka,2005,63,3033,0,204,0
Sri Lanka,2006,62,2986,0,218,0
Sri Lanka,2007,44,3094,0,231,0
Sri Lanka,2008,60,3024,0,245,0
Sri Lanka,2009,61,3274,0,258,0
Sri Lanka,2010,62,3317,0,354,0
Sri Lanka,2011,309,3546,0,299,0
Sri Lanka,2012,524,3576,0,326,0
Sri Lanka,2013,551,3411,0,408,0
Sudan,1950,40,111,0,0,0
Sudan,1951,44,153,0,0,0
Sudan,1952,35,172,0,0,0
Sudan,1953,50,177,0,0,0
Sudan,1954,20,203,0,0,0
Sudan,1955,36,208,0,9,0
Sudan,1956,20,216,0,9,0
Sudan,1957,24,283,0,8,0
Sudan,1958,35,306,0,12,0
Sudan,1959,23,336,0,14,0
Sudan,1960,9,347,0,16,0
Sudan,1961,12,355,0,11,0
Sudan,1962,7,384,0,14,0
Sudan,1963,14,428,0,16,0
Sudan,1964,0,495,0,12,0
Sudan,1965,5,646,0,11,0
Sudan,1966,1,707,0,14,0
Sudan,1967,1,850,0,18,0
Sudan,1968,1,826,0,20,0
Sudan,1969,1,1117,0,23,0
Sudan,1970,1,1302,0,21,0
Sudan,1971,1,1332,0,26,0
Sudan,1972,0,1445,0,22,0
Sudan,1973,1,1451,0,28,0
Sudan,1974,0,1509,0,41,0
Sudan,1975,0,1127,0,29,0
Sudan,1976,0,1006,0,18,0
Sudan,1977,0,1018,0,20,0
Sudan,1978,0,912,0,26,0
Sudan,1979,0,949,0,25,0
Sudan,1980,0,997,0,25,0
Sudan,1981,0,973,0,20,0
Sudan,1982,0,1019,0,25,0
Sudan,1983,0,1039,0,27,0
Sudan,1984,0,932,0,24,0
Sudan,1985,0,1085,0,26,0
Sudan,1986,0,1139,0,20,0
Sudan,1987,0,897,0,17,0
Sudan,1988,0,1303,0,19,0
Sudan,1989,0,1005,0,20,0
Sudan,1990,0,1401,0,23,0
Sudan,1991,0,1311,0,23,0
Sudan,1992,0,1160,0,34,0
Sudan,1993,0,790,0,34,0
Sudan,1994,0,1109,0,22,0
Sudan,1995,0,1119,0,53,0
Sudan,1996,0,1157,0,52,0
Sudan,1997,0,1440,0,38,0
Sudan,1998,0,1254,0,27,0
Sudan,1999,0,1358,0,31,0
Sudan,2000,0,1489,0,20,0
Sudan,2001,0,1711,0,26,0
Sudan,2002,0,2186,0,28,0
Sudan,2003,0,2437,0,37,0
Sudan,2004,0,3084,0,42,0
Sudan,2005,0,2950,0,45,0
Sudan,2006,0,3249,0,27,0
Sudan,2007,0,3808,0,44,0
Sudan,2008,0,4033,0,34,0
Sudan,2009,0,4159,0,85,0
Sudan,2010,0,4085,0,262,0
Sudan,2011,0,3862,0,408,0
Sudan,2012,0,3521,0,477,0
Sudan,2013,0,3736,0,476,0
Suriname,1950,1,57,0,0,0
Suriname,1951,1,63,0,0,0
Suriname,1952,2,71,0,0,0
Suriname,1953,0,85,0,0,0
Suriname,1954,3,89,0,0,0
Suriname,1955,1,84,0,0,0
Suriname,1956,0,93,0,0,0
Suriname,1957,0,102,0,0,0
Suriname,1958,0,87,0,0,0
Suriname,1959,0,100,0,0,0
Suriname,1960,0,118,0,0,0
Suriname,1961,0,117,0,0,0
Suriname,1962,0,135,0,0,0
Suriname,1963,0,145,0,0,0
Suriname,1964,4,162,0,0,0
Suriname,1965,6,211,0,0,0
Suriname,1966,14,285,0,0,0
Suriname,1967,12,352,0,0,0
Suriname,1968,18,378,0,0,0
Suriname,1969,19,396,0,0,0
Suriname,1970,22,417,0,0,0
Suriname,1971,23,438,0,7,0
Suriname,1972,23,445,0,8,0
Suriname,1973,25,542,0,8,0
Suriname,1974,26,405,0,6,0
Suriname,1975,24,523,0,4,0
Suriname,1976,22,516,0,7,0
Suriname,1977,22,490,0,6,0
Suriname,1978,21,624,0,8,0
Suriname,1979,21,597,0,8,0
Suriname,1980,19,620,0,9,0
Suriname,1981,15,528,0,10,0
Suriname,1982,12,489,0,10,0
Suriname,1983,12,353,0,10,0
Suriname,1984,8,409,0,7,0
Suriname,1985,0,429,0,7,0
Suriname,1986,0,473,0,7,0
Suriname,1987,0,473,0,7,0
Suriname,1988,0,505,0,7,0
Suriname,1989,0,499,0,7,0
Suriname,1990,0,487,0,7,0
Suriname,1991,0,566,0,7,0
Suriname,1992,0,569,0,7,0
Suriname,1993,0,581,0,7,0
Suriname,1994,0,582,0,8,0
Suriname,1995,0,587,0,8,0
Suriname,1996,0,593,0,8,0
Suriname,1997,0,596,0,8,0
Suriname,1998,0,600,0,8,0
Suriname,1999,0,599,0,8,0
Suriname,2000,0,619,0,8,0
Suriname,2001,0,662,2,9,0
Suriname,2002,0,450,2,9,0
Suriname,2003,0,450,2,9,0
Suriname,2004,0,444,2,9,0
Suriname,2005,0,449,2,9,0
Suriname,2006,0,486,2,9,0
Suriname,2007,0,503,2,9,0
Suriname,2008,0,529,2,9,1
Suriname,2009,0,552,2,7,1
Suriname,2010,0,707,2,6,1
Suriname,2011,0,579,2,10,1
Suriname,2012,0,665,2,16,1
Suriname,2013,0,561,2,9,1
Swaziland,1950,1,0,0,0,0
Swaziland,1951,1,0,0,0,0
Swaziland,1952,1,0,0,0,0
Swaziland,1953,1,0,0,0,0
Swaziland,1954,1,0,0,0,0
Swaziland,1955,1,0,0,0,0
Swaziland,1956,1,0,0,0,0
Swaziland,1957,1,0,0,0,0
Swaziland,1958,1,0,0,0,0
Swaziland,1959,1,0,0,0,0
Swaziland,1960,9,0,0,0,0
Swaziland,1961,1,0,0,0,0
Swaziland,1964,3,0,0,0,0
Swaziland,1965,22,0,0,0,0
Swaziland,1966,55,0,0,0,0
Swaziland,1967,62,0,0,0,0
Swaziland,1968,76,0,0,0,0
Swaziland,1969,83,0,0,0,0
Swaziland,1970,100,0,0,0,0
Swaziland,1971,109,0,0,0,0
Swaziland,1972,104,0,0,0,0
Swaziland,1973,101,0,0,0,0
Swaziland,1974,85,0,0,0,0
Swaziland,1975,92,0,0,0,0
Swaziland,1976,91,0,0,0,0
Swaziland,1977,93,0,0,0,0
Swaziland,1978,120,0,0,0,0
Swaziland,1979,122,0,0,0,0
Swaziland,1980,127,0,0,0,0
Swaziland,1981,119,0,0,0,0
Swaziland,1982,119,0,0,0,0
Swaziland,1983,74,0,0,0,0
Swaziland,1984,91,0,0,0,0
Swaziland,1985,120,0,0,0,0
Swaziland,1986,125,0,0,0,0
Swaziland,1987,119,0,0,0,0
Swaziland,1988,119,0,0,0,0
Swaziland,1989,119,0,0,0,0
Swaziland,1990,116,0,0,0,0
Swaziland,1991,89,0,0,0,0
Swaziland,1992,72,0,0,0,0
Swaziland,1993,36,0,0,0,0
Swaziland,1994,132,0,0,0,0
Swaziland,1995,124,0,0,0,0
Swaziland,1996,93,0,0,0,0
Swaziland,1997,154,174,0,0,0
Swaziland,1998,154,177,0,0,0
Swaziland,1999,159,178,0,0,0
Swaziland,2000,146,178,0,0,0
Swaziland,2001,138,173,0,0,0
Swaziland,2002,133,174,0,0,0
Swaziland,2003,109,176,0,0,0
Swaziland,2004,107,174,0,0,0
Swaziland,2005,104,173,0,0,0
Swaziland,2006,105,172,0,0,0
Swaziland,2007,109,181,0,0,0
Swaziland,2008,113,186,0,0,0
Swaziland,2009,104,181,0,0,0
Swaziland,2010,101,183,0,0,0
Swaziland,2011,102,184,0,0,0
Swaziland,2012,142,188,0,0,0
Swaziland,2013,106,191,0,0,0
Sweden,1834,9,0,0,0,
Sweden,1839,12,0,0,0,
Sweden,1840,11,0,0,0,
Sweden,1841,11,0,0,0,
Sweden,1842,22,0,0,0,
Sweden,1843,16,0,0,0,
Sweden,1844,27,0,0,0,
Sweden,1845,24,0,0,0,
Sweden,1846,22,0,0,0,
Sweden,1847,22,0,0,0,
Sweden,1848,38,0,0,0,
Sweden,1849,53,0,0,0,
Sweden,1850,55,0,0,0,
Sweden,1851,59,0,0,0,
Sweden,1852,59,0,0,0,
Sweden,1853,62,0,0,0,
Sweden,1854,92,0,0,0,
Sweden,1855,86,0,0,0,
Sweden,1856,130,0,0,0,
Sweden,1857,167,0,0,0,
Sweden,1858,140,0,0,0,
Sweden,1859,206,0,0,0,
Sweden,1860,205,0,0,0,
Sweden,1861,264,0,0,0,
Sweden,1862,269,0,0,0,
Sweden,1863,269,0,0,0,
Sweden,1864,282,1,0,0,
Sweden,1865,294,1,0,0,
Sweden,1866,302,1,0,0,
Sweden,1867,281,1,0,0,
Sweden,1868,331,3,0,0,
Sweden,1869,294,3,0,0,
Sweden,1870,362,4,0,0,
Sweden,1871,387,5,0,0,
Sweden,1872,461,6,0,0,
Sweden,1873,467,7,0,0,
Sweden,1874,504,8,0,0,
Sweden,1875,614,8,0,0,
Sweden,1876,654,8,0,0,
Sweden,1877,693,9,0,0,
Sweden,1878,586,9,0,0,
Sweden,1879,592,12,0,0,
Sweden,1880,762,10,0,0,
Sweden,1881,737,14,0,0,
Sweden,1882,844,15,0,0,
Sweden,1883,863,16,0,0,
Sweden,1884,949,20,0,0,
Sweden,1885,1024,21,0,0,
Sweden,1886,1001,23,0,0,
Sweden,1887,1014,23,0,0,
Sweden,1888,1138,22,0,0,
Sweden,1889,1315,38,0,0,
Sweden,1890,1326,23,0,0,
Sweden,1891,1405,35,0,0,
Sweden,1892,1398,35,0,0,
Sweden,1893,1400,41,0,0,
Sweden,1894,1568,39,0,0,
Sweden,1895,1576,49,0,0,
Sweden,1896,1636,44,0,0,
Sweden,1897,1816,55,0,0,
Sweden,1898,1939,54,0,0,
Sweden,1899,2431,62,0,0,
Sweden,1900,2436,67,0,0,
Sweden,1901,2261,65,0,0,
Sweden,1902,2366,70,0,0,
Sweden,1903,2596,80,0,0,
Sweden,1904,2737,81,0,0,
Sweden,1905,2687,88,0,0,
Sweden,1906,2992,90,0,0,
Sweden,1907,3393,94,0,0,
Sweden,1908,3603,121,0,0,
Sweden,1909,3309,118,0,0,
Sweden,1910,3428,117,0,0,
Sweden,1911,3315,138,0,0,
Sweden,1912,3699,127,0,0,
Sweden,1913,4150,151,0,0,
Sweden,1914,3932,121,0,0,
Sweden,1915,3955,125,0,0,
Sweden,1916,4164,136,0,0,
Sweden,1917,1803,43,0,0,
Sweden,1918,2151,33,0,0,
Sweden,1919,1959,136,0,0,
Sweden,1920,2680,159,0,0,
Sweden,1921,1520,121,0,0,
Sweden,1922,2565,149,0,0,
Sweden,1923,3120,183,0,0,
Sweden,1924,3728,213,0,0,
Sweden,1925,3267,253,0,0,
Sweden,1926,3144,276,0,0,
Sweden,1927,4511,300,0,0,
Sweden,1928,4001,369,0,64,
Sweden,1929,4808,401,0,78,
Sweden,1930,4601,483,0,83,
Sweden,1931,4564,535,0,70,
Sweden,1932,4451,598,0,66,
Sweden,1933,4625,647,0,55,
Sweden,1934,5171,682,0,79,
Sweden,1935,5361,779,0,101,
Sweden,1936,5885,844,0,108,
Sweden,1937,6789,992,0,119,
Sweden,1938,5881,1118,0,135,
Sweden,1939,6591,1246,0,161,
Sweden,1940,4495,453,0,95,
Sweden,1941,3909,110,0,88,
Sweden,1942,3353,90,0,112,
Sweden,1943,4075,123,0,126,
Sweden,1944,3138,115,0,144,
Sweden,1945,913,164,0,165,
Sweden,1946,3008,1537,0,199,
Sweden,1947,4045,2594,0,211,
Sweden,1948,5415,2791,0,202,
Sweden,1949,4542,2552,0,231,
Sweden,1950,4830,2729,0,265,0
Sweden,1951,5226,3625,0,277,0
Sweden,1952,5142,3994,0,288,0
Sweden,1953,4244,4322,0,320,0
Sweden,1954,4037,5045,0,335,0
Sweden,1955,4031,6294,0,347,0
Sweden,1956,3760,7742,0,339,0
Sweden,1957,3060,7211,0,333,0
Sweden,1958,2832,8311,0,341,0
Sweden,1959,2739,8449,0,384,0
Sweden,1960,2761,10280,0,382,0
Sweden,1961,2562,10347,0,414,0
Sweden,1962,2368,11211,0,418,0
Sweden,1963,2402,12248,0,449,0
Sweden,1964,2389,13598,0,493,0
Sweden,1965,2147,14420,0,513,0
Sweden,1966,2065,17221,0,511,0
Sweden,1967,2058,16229,0,530,0
Sweden,1968,1806,18847,0,532,0
Sweden,1969,1766,21276,0,538,0
Sweden,1970,1907,22731,0,554,0
Sweden,1971,1724,20807,0,537,0
Sweden,1972,1480,21113,0,527,0
Sweden,1973,1584,21668,0,573,0
Sweden,1974,1578,19757,0,450,0
Sweden,1975,1934,19682,0,424,0
Sweden,1976,1795,21897,0,390,0
Sweden,1977,1467,21576,0,356,0
Sweden,1978,1547,19822,0,320,0
Sweden,1979,1877,20958,0,325,0
Sweden,1980,1749,17488,0,333,0
Sweden,1981,1491,17128,0,315,0
Sweden,1982,1837,14837,0,313,0
Sweden,1983,2142,13451,0,305,0
Sweden,1984,2658,12652,0,325,0
Sweden,1985,3205,13478,43,289,0
Sweden,1986,3212,13314,113,279,0
Sweden,1987,3053,12776,151,306,0
Sweden,1988,3018,12147,194,306,0
Sweden,1989,2946,11608,259,331,0
Sweden,1990,3004,10465,360,337,0
Sweden,1991,2807,10533,385,326,0
Sweden,1992,2661,10508,435,311,0
Sweden,1993,2837,10508,474,294,0
Sweden,1994,3080,11126,471,293,0
Sweden,1995,2992,11233,471,345,0
Sweden,1996,3151,11258,505,333,0
Sweden,1997,2717,10699,499,306,0
Sweden,1998,2645,11002,494,306,0
Sweden,1999,2520,10608,495,313,0
Sweden,2000,2535,10077,485,361,0
Sweden,2001,2871,10163,547,360,0
Sweden,2002,2962,11783,556,359,0
Sweden,2003,2772,11275,555,337,0
Sweden,2004,3074,10890,552,352,0
Sweden,2005,2700,10466,526,368,0
Sweden,2006,2770,9797,551,401,0
Sweden,2007,2754,9382,569,401,0
Sweden,2008,2530,9951,516,399,0
Sweden,2009,2010,8838,680,216,0
Sweden,2010,2596,10431,916,244,0
Sweden,2011,2589,10514,724,281,0
Sweden,2012,2265,9645,629,291,0
Sweden,2013,2298,8853,597,340,0
Switzerland,1858,40,0,0,0,
Switzerland,1859,56,0,0,0,
Switzerland,1860,83,0,0,0,
Switzerland,1861,116,0,0,0,
Switzerland,1862,128,0,0,0,
Switzerland,1863,128,0,0,0,
Switzerland,1864,156,0,0,0,
Switzerland,1865,190,0,0,0,
Switzerland,1866,188,0,0,0,
Switzerland,1867,184,0,0,0,
Switzerland,1868,210,0,0,0,
Switzerland,1869,203,0,0,0,
Switzerland,1870,232,13,0,0,
Switzerland,1871,285,18,0,0,
Switzerland,1872,332,16,0,0,
Switzerland,1873,316,23,0,0,
Switzerland,1874,319,0,0,0,
Switzerland,1875,337,13,0,0,
Switzerland,1876,392,15,0,0,
Switzerland,1877,372,15,0,0,
Switzerland,1878,353,18,0,0,
Switzerland,1879,377,18,0,0,
Switzerland,1880,437,19,0,0,
Switzerland,1881,405,22,0,0,
Switzerland,1882,448,23,0,0,
Switzerland,1883,500,23,0,0,
Switzerland,1884,508,28,0,0,
Switzerland,1885,536,23,0,0,
Switzerland,1886,542,27,0,0,
Switzerland,1887,589,28,0,0,
Switzerland,1888,599,30,0,0,
Switzerland,1889,662,33,0,0,
Switzerland,1890,751,34,0,0,
Switzerland,1891,924,37,0,0,
Switzerland,1892,907,40,0,0,
Switzerland,1893,741,44,0,0,
Switzerland,1894,934,44,0,0,
Switzerland,1895,1003,47,0,0,
Switzerland,1896,1096,53,0,0,
Switzerland,1897,1157,55,0,0,
Switzerland,1898,1241,55,0,0,
Switzerland,1899,1340,58,0,0,
Switzerland,1900,1489,59,0,0,
Switzerland,1901,1355,60,0,0,
Switzerland,1902,1367,62,0,0,
Switzerland,1903,1486,62,0,0,
Switzerland,1904,1564,63,0,0,
Switzerland,1905,1642,61,0,0,
Switzerland,1906,1818,64,0,0,
Switzerland,1907,2117,66,0,0,
Switzerland,1908,2115,69,0,0,
Switzerland,1909,2134,68,0,0,
Switzerland,1910,2055,71,0,0,
Switzerland,1911,2277,73,0,0,
Switzerland,1912,2315,76,0,0,
Switzerland,1913,2453,73,0,0,
Switzerland,1914,2253,47,0,0,
Switzerland,1915,2398,38,0,0,
Switzerland,1916,2282,33,0,0,
Switzerland,1917,1644,23,0,0,
Switzerland,1918,1551,17,0,0,
Switzerland,1919,1257,0,0,0,
Switzerland,1920,1917,57,0,0,
Switzerland,1921,1183,36,0,0,
Switzerland,1922,1608,71,0,0,
Switzerland,1923,2015,77,0,0,
Switzerland,1924,1884,90,0,0,
Switzerland,1925,1983,74,0,0,
Switzerland,1926,1960,75,0,0,
Switzerland,1927,2205,141,0,0,
Switzerland,1928,2193,168,0,86,
Switzerland,1929,2507,201,0,94,
Switzerland,1930,2279,222,0,107,
Switzerland,1931,2382,258,0,116,
Switzerland,1932,2375,307,0,109,
Switzerland,1933,2292,319,0,0,
Switzerland,1934,2258,350,0,0,
Switzerland,1935,2236,350,0,0,
Switzerland,1936,2304,335,0,69,
Switzerland,1937,2527,329,0,0,
Switzerland,1938,2420,347,0,88,
Switzerland,1939,2878,358,0,0,
Switzerland,1940,1943,238,0,88,
Switzerland,1941,1620,93,0,97,
Switzerland,1942,1462,73,0,60,
Switzerland,1943,1574,60,0,50,
Switzerland,1944,1108,49,0,58,
Switzerland,1945,362,25,0,56,
Switzerland,1946,1150,330,0,94,
Switzerland,1947,1841,608,0,130,
Switzerland,1948,1910,739,0,139,
Switzerland,1949,1463,733,0,133,
Switzerland,1950,1856,790,0,147,0
Switzerland,1951,2326,852,0,179,0
Switzerland,1952,1935,943,0,188,0
Switzerland,1953,1594,1013,0,215,0
Switzerland,1954,1916,1277,0,247,0
Switzerland,1955,1894,1536,0,288,0
Switzerland,1956,2282,2053,-1,324,0
Switzerland,1957,2405,2086,-1,341,0
Switzerland,1958,1694,2456,-1,297,0
Switzerland,1959,1650,2519,-1,365,0
Switzerland,1960,1877,3035,-1,413,0
Switzerland,1961,1632,3439,-1,490,0
Switzerland,1962,1706,4375,-1,507,0
Switzerland,1963,2022,5429,-1,487,0
Switzerland,1964,1412,5682,-1,588,0
Switzerland,1965,1208,6526,0,549,0
Switzerland,1966,973,7037,-1,588,0
Switzerland,1967,750,7560,1,568,0
