Entity,Year,Rate of Natural Population Increase (UN Population Division (2015))
Vanuatu,2010,2.3146
Vanuatu,2015,2.2158
Venezuela,1955,3.3752
Venezuela,1960,3.5119
Venezuela,1965,3.6925
Venezuela,1970,3.2876
Venezuela,1975,2.8416
Venezuela,1980,2.7617
Venezuela,1985,2.6334
Venezuela,1990,2.5186
Venezuela,1995,2.2138
Venezuela,2000,1.9669
Venezuela,2005,1.7914
Venezuela,2010,1.6176
Venezuela,2015,1.4518
Vietnam,1955,2.5212
Vietnam,1960,2.9746
Vietnam,1965,2.943
Vietnam,1970,2.7304
Vietnam,1975,2.3105
Vietnam,1980,2.5048
Vietnam,1985,2.4265
Vietnam,1990,2.3186
Vietnam,1995,2.0594
Vietnam,2000,1.3641
Vietnam,2005,1.1406
Vietnam,2010,1.1663
Vietnam,2015,1.1638
Western Africa,1955,1.6938
Western Africa,1960,1.9547
Western Africa,1965,2.169
Western Africa,1970,2.3165
Western Africa,1975,2.5537
Western Africa,1980,2.7551
Western Africa,1985,2.8385
Western Africa,1990,2.7844
Western Africa,1995,2.7126
Western Africa,2000,2.6595
Western Africa,2005,2.689
Western Africa,2010,2.7824
Western Africa,2015,2.7963
Western Asia,1955,2.4803
Western Asia,1960,2.4868
Western Asia,1965,2.5677
Western Asia,1970,2.6172
Western Asia,1975,2.6997
Western Asia,1980,2.7052
Western Asia,1985,2.6638
Western Asia,1990,2.5094
Western Asia,1995,2.3066
Western Asia,2000,2.1342
Western Asia,2005,1.9535
Western Asia,2010,1.8707
Western Asia,2015,1.7565
Western Europe,1955,0.57
Western Europe,1960,0.6141
Western Europe,1965,0.6735
Western Europe,1970,0.5125
Western Europe,1975,0.2001
Western Europe,1980,0.0555
Western Europe,1985,0.0981
Western Europe,1990,0.1375
Western Europe,1995,0.1037
Western Europe,2000,0.104
Western Europe,2005,0.0949
Western Europe,2010,0.0889
Western Europe,2015,0.0519
Western Sahara,1955,2.0427
Western Sahara,1960,2.4553
Western Sahara,1965,2.7284
Western Sahara,1970,2.7396
Western Sahara,1975,2.4399
Western Sahara,1980,2.6775
Western Sahara,1985,2.5622
Western Sahara,1990,2.3751
Western Sahara,1995,2.2184
Western Sahara,2000,1.8366
Western Sahara,2005,1.7544
Western Sahara,2010,1.5655
Western Sahara,2015,1.354
World,1955,1.7652
World,1960,1.8006
World,1965,1.9187
World,1970,2.0557
World,1975,1.9572
World,1980,1.7797
World,1985,1.7774
World,1990,1.7993
World,1995,1.5408
World,2000,1.3202
World,2005,1.2431
World,2010,1.2197
World,2015,1.1758
Yemen,1955,1.8114
Yemen,1960,1.9075
Yemen,1965,2.0504
Yemen,1970,2.6589
Yemen,1975,3.0602
Yemen,1980,3.6097
Yemen,1985,3.9585
Yemen,1990,4.1165
Yemen,1995,3.8671
Yemen,2000,3.1809
Yemen,2005,2.9339
Yemen,2010,2.8008
Yemen,2015,2.6101
Zambia,1955,2.6363
Zambia,1960,2.8502
Zambia,1965,3.0721
Zambia,1970,3.2534
Zambia,1975,3.3637
Zambia,1980,3.4049
Zambia,1985,3.1801
Zambia,1990,2.963
Zambia,1995,2.6059
Zambia,2000,2.5249
Zambia,2005,2.7424
Zambia,2010,3.0783
Zambia,2015,3.0918
Zimbabwe,1955,3.0913
Zimbabwe,1960,3.1837
Zimbabwe,1965,3.3262
Zimbabwe,1970,3.3741
Zimbabwe,1975,3.4961
Zimbabwe,1980,3.6266
Zimbabwe,1985,3.5463
Zimbabwe,1990,3.1046
Zimbabwe,1995,2.5084
Zimbabwe,2000,1.6819
Zimbabwe,2005,1.3812
Zimbabwe,2010,1.9247
Zimbabwe,2015,2.5003
