Entity,Year,"Health expenditure per capita, PPP (World Bank (2016))"
Romania,2004,479.96
Romania,2005,519.95
Romania,2006,575.72
Romania,2007,680.3
Romania,2008,849.02
Romania,2009,875.44
Romania,2010,964.27
Romania,2011,957.64
Romania,2012,982.19
Romania,2013,988.16
Russia,1995,300.78
Russia,1996,306.06
Russia,1997,404.5
Russia,1998,361.73
Russia,1999,342.64
Russia,2000,369.61
Russia,2001,417.53
Russia,2002,480.18
Russia,2003,518.23
Russia,2004,529.81
Russia,2005,614.41
Russia,2006,787.67
Russia,2007,890.41
Russia,2008,1235.04
Russia,2009,1448.74
Russia,2010,1409.67
Russia,2011,1515.4
Russia,2012,1528.87
Russia,2013,1586.56
Rwanda,1995,21.69
Rwanda,1996,24.71
Rwanda,1997,26.12
Rwanda,1998,29.82
Rwanda,1999,26.75
Rwanda,2000,25.59
Rwanda,2001,28.29
Rwanda,2002,30.3
Rwanda,2003,46.89
Rwanda,2004,50.03
Rwanda,2005,60.63
Rwanda,2006,96.79
Rwanda,2007,104.2
Rwanda,2008,115.39
Rwanda,2009,121.72
Rwanda,2010,138.55
Rwanda,2011,147.99
Rwanda,2012,157.79
Rwanda,2013,161.76
Saint Kitts and Nevis,1995,646.61
Saint Kitts and Nevis,1996,694.07
Saint Kitts and Nevis,1997,701.15
Saint Kitts and Nevis,1998,705.44
Saint Kitts and Nevis,1999,784.29
Saint Kitts and Nevis,2000,639.68
Saint Kitts and Nevis,2001,605.28
Saint Kitts and Nevis,2002,591.01
Saint Kitts and Nevis,2003,591.11
Saint Kitts and Nevis,2004,593.65
Saint Kitts and Nevis,2005,669.48
Saint Kitts and Nevis,2006,818.12
Saint Kitts and Nevis,2007,855.61
Saint Kitts and Nevis,2008,926.67
Saint Kitts and Nevis,2009,1037.84
Saint Kitts and Nevis,2010,1103.72
Saint Kitts and Nevis,2011,1228.36
Saint Kitts and Nevis,2012,1335.76
Saint Kitts and Nevis,2013,1332.32
Saint Lucia,1995,301.45
Saint Lucia,1996,369.35
Saint Lucia,1997,336.34
Saint Lucia,1998,369.41
Saint Lucia,1999,407.78
Saint Lucia,2000,418.61
Saint Lucia,2001,450.06
Saint Lucia,2002,465.5
Saint Lucia,2003,474.68
Saint Lucia,2004,531.31
Saint Lucia,2005,534.98
Saint Lucia,2006,610.65
Saint Lucia,2007,676.88
Saint Lucia,2008,776.71
Saint Lucia,2009,838.18
Saint Lucia,2010,777.03
Saint Lucia,2011,758.62
Saint Lucia,2012,829.08
Saint Lucia,2013,897.64
Saint Vincent and the Grenadines,1995,196.56
Saint Vincent and the Grenadines,1996,202.37
Saint Vincent and the Grenadines,1997,248.11
Saint Vincent and the Grenadines,1998,232.72
Saint Vincent and the Grenadines,1999,245.62
Saint Vincent and the Grenadines,2000,223.57
Saint Vincent and the Grenadines,2001,227.21
Saint Vincent and the Grenadines,2002,264.2
Saint Vincent and the Grenadines,2003,287.58
Saint Vincent and the Grenadines,2004,292.82
Saint Vincent and the Grenadines,2005,303.78
Saint Vincent and the Grenadines,2006,357.61
Saint Vincent and the Grenadines,2007,382.4
Saint Vincent and the Grenadines,2008,474.18
Saint Vincent and the Grenadines,2009,510.6
Saint Vincent and the Grenadines,2010,458.15
Saint Vincent and the Grenadines,2011,493.48
Saint Vincent and the Grenadines,2012,546.97
Saint Vincent and the Grenadines,2013,554.51
Samoa,1995,124.12
Samoa,1996,122.71
Samoa,1997,138.98
Samoa,1998,158.67
Samoa,1999,177.48
Samoa,2000,185.23
Samoa,2001,193.05
Samoa,2002,195.42
Samoa,2003,193.14
Samoa,2004,197.93
Samoa,2005,212.36
Samoa,2006,232.5
Samoa,2007,274.18
Samoa,2008,250.55
Samoa,2009,265.13
Samoa,2010,302.24
Samoa,2011,328.94
Samoa,2012,336.73
Samoa,2013,379.39
San Marino,1995,2251.07
San Marino,1996,2284.29
San Marino,1997,2326.02
San Marino,1998,2516.74
San Marino,1999,2738.69
San Marino,2000,2860.47
San Marino,2001,3019.5
San Marino,2002,3642.97
San Marino,2003,2991.01
San Marino,2004,3155.26
San Marino,2005,3197.33
San Marino,2006,3372.33
San Marino,2007,3522.57
San Marino,2008,3521.91
San Marino,2009,3280.71
San Marino,2010,3144.57
San Marino,2011,3306.58
San Marino,2012,3819.09
San Marino,2013,3708.5
Sao Tome and Principe,1995,157.15
Sao Tome and Principe,1996,194.15
Sao Tome and Principe,1997,404.25
Sao Tome and Principe,1998,366.32
Sao Tome and Principe,1999,435.48
Sao Tome and Principe,2000,461.51
Sao Tome and Principe,2001,172.26
Sao Tome and Principe,2002,182.54
Sao Tome and Principe,2003,219.56
Sao Tome and Principe,2004,217.97
Sao Tome and Principe,2005,209.57
Sao Tome and Principe,2006,187.33
Sao Tome and Principe,2007,177.64
Sao Tome and Principe,2008,176.71
Sao Tome and Principe,2009,217.07
Sao Tome and Principe,2010,205.06
Sao Tome and Principe,2011,223.75
Sao Tome and Principe,2012,225.24
Sao Tome and Principe,2013,202.92
Saudi Arabia,1995,759.07
Saudi Arabia,1996,787.27
Saudi Arabia,1997,838.94
Saudi Arabia,1998,942.8
Saudi Arabia,1999,1154.19
Saudi Arabia,2000,1245.74
Saudi Arabia,2001,1309.46
Saudi Arabia,2002,1212.96
Saudi Arabia,2003,1198.33
Saudi Arabia,2004,1145.5
Saudi Arabia,2005,1167.18
Saudi Arabia,2006,1282.18
Saudi Arabia,2007,1339.75
Saudi Arabia,2008,1195.71
Saudi Arabia,2009,1718.55
Saudi Arabia,2010,1565.68
Saudi Arabia,2011,1738.36
Saudi Arabia,2012,1989.68
Saudi Arabia,2013,1680.59
Senegal,1995,51.01
Senegal,1996,53.6
Senegal,1997,52.9
Senegal,1998,55.65
Senegal,1999,66.32
Senegal,2000,70.43
Senegal,2001,78.93
Senegal,2002,79.91
Senegal,2003,90.25
Senegal,2004,100.52
Senegal,2005,100.5
Senegal,2006,105
Senegal,2007,95.46
Senegal,2008,102.59
Senegal,2009,100.33
Senegal,2010,98.9
Senegal,2011,95.55
Senegal,2012,95.35
Senegal,2013,96.4
Serbia,1995,300.7
Serbia,1996,331.42
Serbia,1997,369.25
Serbia,1998,403.18
Serbia,1999,365.32
Serbia,2000,395.08
Serbia,2001,464.58
Serbia,2002,567.21
Serbia,2003,611.06
Serbia,2004,676.11
Serbia,2005,771.14
Serbia,2006,890.16
Serbia,2007,1045.91
Serbia,2008,1195.03
Serbia,2009,1173.53
Serbia,2010,1191.12
Serbia,2011,1221.82
Serbia,2012,1241.8
Serbia,2013,986.94
Seychelles,1995,549.55
Seychelles,1996,596.69
Seychelles,1997,734.62
Seychelles,1998,710.37
Seychelles,1999,737.32
Seychelles,2000,704.51
Seychelles,2001,672.09
Seychelles,2002,636.85
Seychelles,2003,661.27
Seychelles,2004,582.07
Seychelles,2005,603.71
Seychelles,2006,639.54
Seychelles,2007,641.74
Seychelles,2008,504.3
Seychelles,2009,498.46
Seychelles,2010,719.14
Seychelles,2011,726.76
Seychelles,2012,997.56
Seychelles,2013,936.89
Sierra Leone,1995,83.56
Sierra Leone,1996,84.67
Sierra Leone,1997,84.6
Sierra Leone,1998,81.3
Sierra Leone,1999,88.48
Sierra Leone,2000,109.84
Sierra Leone,2001,86.49
Sierra Leone,2002,105.37
Sierra Leone,2003,108.18
Sierra Leone,2004,112.81
Sierra Leone,2005,123.03
Sierra Leone,2006,113.17
Sierra Leone,2007,115.73
Sierra Leone,2008,123.61
Sierra Leone,2009,160.45
Sierra Leone,2010,139.01
Sierra Leone,2011,162.55
Sierra Leone,2012,175.25
Sierra Leone,2013,228.18
Singapore,1995,971.02
Singapore,1996,1009.87
Singapore,1997,1063.09
Singapore,1998,1141.27
Singapore,1999,1088.37
Singapore,2000,1136.5
Singapore,2001,981.79
Singapore,2002,1212.91
Singapore,2003,1600.9
Singapore,2004,1530.74
Singapore,2005,1948.17
Singapore,2006,2078.56
Singapore,2007,2144.46
Singapore,2008,2461.12
Singapore,2009,2629.87
Singapore,2010,2772.77
Singapore,2011,2936.62
Singapore,2012,3214.74
Singapore,2013,3578.05
Slovakia,1995,504.2
Slovakia,1996,582.05
Slovakia,1997,564.15
Slovakia,1998,584.3
Slovakia,1999,599.09
Slovakia,2000,604.89
Slovakia,2001,665.34
Slovakia,2002,729.98
Slovakia,2003,792.54
Slovakia,2004,1058.44
Slovakia,2005,1142.67
Slovakia,2006,1356.67
Slovakia,2007,1623.94
Slovakia,2008,1872.26
Slovakia,2009,2096.93
Slovakia,2010,2039.18
Slovakia,2011,2001.85
Slovakia,2012,2064.81
Slovakia,2013,2146.56
Slovenia,1995,970.38
Slovenia,1996,1055.4
Slovenia,1997,1151.16
Slovenia,1998,1224.35
Slovenia,1999,1306.77
Slovenia,2000,1453.93
Slovenia,2001,1583.47
Slovenia,2002,1704.07
Slovenia,2003,1800.93
Slovenia,2004,1885.35
Slovenia,2005,1997.92
Slovenia,2006,2148.92
Slovenia,2007,2181.49
Slovenia,2008,2472.83
Slovenia,2009,2546.42
Slovenia,2010,2452.28
Slovenia,2011,2559.3
Slovenia,2012,2617.7
Slovenia,2013,2595.21
Small states,1995,236.75
Small states,1996,251.07
Small states,1997,267.35
Small states,1998,275.62
Small states,1999,268.21
Small states,2000,279.6
Small states,2001,296.92
Small states,2002,318.48
Small states,2003,328.34
Small states,2004,362.35
Small states,2005,377.84
Small states,2006,406.13
Small states,2007,442.77
Small states,2008,467.45
Small states,2009,528.16
Small states,2010,515.43
Small states,2011,532.94
Small states,2012,560
Small states,2013,569.46
Solomon Islands,1995,53.7
Solomon Islands,1996,50.24
Solomon Islands,1997,53.26
Solomon Islands,1998,57.28
Solomon Islands,1999,60.67
Solomon Islands,2000,62.06
Solomon Islands,2001,80.35
Solomon Islands,2002,73
Solomon Islands,2003,76.17
Solomon Islands,2004,75.18
Solomon Islands,2005,110.84
Solomon Islands,2006,101.45
Solomon Islands,2007,104.85
Solomon Islands,2008,104.1
Solomon Islands,2009,129.36
Solomon Islands,2010,128.37
Solomon Islands,2011,97.63
Solomon Islands,2012,111.81
Solomon Islands,2013,106.17
South Africa,1995,477.96
South Africa,1996,534.08
South Africa,1997,569.12
South Africa,1998,591.84
South Africa,1999,627.77
South Africa,2000,614.37
South Africa,2001,658.6
South Africa,2002,676.17
South Africa,2003,709.81
South Africa,2004,776.71
South Africa,2005,821.61
South Africa,2006,855.5
South Africa,2007,834.66
South Africa,2008,897.89
South Africa,2009,949.28
South Africa,2010,978.92
South Africa,2011,1018.33
South Africa,2012,1090.63
South Africa,2013,1121.25
South Asia,1995,61.56
South Asia,1996,64.43
South Asia,1997,70.58
South Asia,1998,75.73
South Asia,1999,77.45
South Asia,2000,82.92
South Asia,2001,90.64
South Asia,2002,92.82
South Asia,2003,97.73
South Asia,2004,110.89
South Asia,2005,118.19
South Asia,2006,126.06
South Asia,2007,134.64
South Asia,2008,141.95
South Asia,2009,152.43
South Asia,2010,159.08
South Asia,2011,170.47
South Asia,2012,176.83
South Asia,2013,193.25
South Korea,1995,492.91
South Korea,1996,560.67
South Korea,1997,598.31
South Korea,1998,580.3
South Korea,1999,688.15
South Korea,2000,765.14
South Korea,2001,912.83
South Korea,2002,957.85
South Korea,2003,1050.06
South Korea,2004,1134.49
South Korea,2005,1288.71
South Korea,2006,1484.14
South Korea,2007,1671.46
South Korea,2008,1770.99
South Korea,2009,1893.39
South Korea,2010,2069.02
South Korea,2011,2155.29
South Korea,2012,2244.01
South Korea,2013,2398.42
South Sudan,2008,70.30009095
South Sudan,2009,81.51986907
South Sudan,2010,75.03233205
South Sudan,2011,52.43620709
South Sudan,2012,52.12558775
South Sudan,2013,52.01268408
Spain,1995,1190.37
Spain,1996,1248.26
Spain,1997,1299.42
Spain,1998,1385.75
Spain,1999,1454.97
Spain,2000,1547.62
Spain,2001,1646.96
Spain,2002,1756.91
Spain,2003,2028.29
Spain,2004,2139.63
Spain,2005,2275.68
Spain,2006,2556.96
Spain,2007,2738.04
Spain,2008,2952.31
Spain,2009,3074.58
Spain,2010,3025.54
Spain,2011,3001.83
Spain,2012,2925.31
Spain,2013,2845.7
Sri Lanka,1995,101.49
Sri Lanka,1996,107.17
Sri Lanka,1997,111.34
Sri Lanka,1998,129.72
Sri Lanka,1999,134.12
Sri Lanka,2000,148.74
Sri Lanka,2001,149.66
Sri Lanka,2002,159.53
Sri Lanka,2003,173.19
Sri Lanka,2004,200.22
Sri Lanka,2005,206.34
Sri Lanka,2006,227.48
Sri Lanka,2007,226.12
Sri Lanka,2008,224.5
Sri Lanka,2009,227.58
Sri Lanka,2010,253.61
Sri Lanka,2011,265.48
Sri Lanka,2012,269.87
Sri Lanka,2013,304.14
Sub-Saharan Africa (all income levels),1995,86.34
Sub-Saharan Africa (all income levels),1996,93.18
Sub-Saharan Africa (all income levels),1997,97.54
Sub-Saharan Africa (all income levels),1998,105.35
Sub-Saharan Africa (all income levels),1999,106.61
Sub-Saharan Africa (all income levels),2000,102.6
Sub-Saharan Africa (all income levels),2001,113.15
Sub-Saharan Africa (all income levels),2002,108.83
Sub-Saharan Africa (all income levels),2003,133.72
Sub-Saharan Africa (all income levels),2004,151.63
Sub-Saharan Africa (all income levels),2005,158.08
Sub-Saharan Africa (all income levels),2006,163.84
Sub-Saharan Africa (all income levels),2007,180.72
Sub-Saharan Africa (all income levels),2008,185.67
Sub-Saharan Africa (all income levels),2009,200.32
Sub-Saharan Africa (all income levels),2010,175.49
Sub-Saharan Africa (all income levels),2011,182.53
Sub-Saharan Africa (all income levels),2012,185.09
Sub-Saharan Africa (all income levels),2013,198.99
Sub-Saharan Africa (developing only),1995,86.29
Sub-Saharan Africa (developing only),1996,93.11
Sub-Saharan Africa (developing only),1997,97.4
Sub-Saharan Africa (developing only),1998,105.13
Sub-Saharan Africa (developing only),1999,106.44
Sub-Saharan Africa (developing only),2000,102.4
Sub-Saharan Africa (developing only),2001,112.95
Sub-Saharan Africa (developing only),2002,108.55
Sub-Saharan Africa (developing only),2003,133.39
Sub-Saharan Africa (developing only),2004,151.15
Sub-Saharan Africa (developing only),2005,157.69
Sub-Saharan Africa (developing only),2006,163.37
Sub-Saharan Africa (developing only),2007,180.16
Sub-Saharan Africa (developing only),2008,185.03
Sub-Saharan Africa (developing only),2009,198.88
Sub-Saharan Africa (developing only),2010,174.48
Sub-Saharan Africa (developing only),2011,181.63
Sub-Saharan Africa (developing only),2012,184.1
Sub-Saharan Africa (developing only),2013,198.08
Sudan,1995,67.55
Sudan,1996,77.87
Sudan,1997,78.03
Sudan,1998,86.81
Sudan,1999,84.3
Sudan,2000,79.89
Sudan,2001,88.62
Sudan,2002,94.61
Sudan,2003,108.09
Sudan,2004,121.34
Sudan,2005,130.18
Sudan,2006,176.02
Sudan,2007,241.69
Sudan,2008,297.16
Sudan,2009,304.38
Sudan,2010,271.68
Sudan,2011,262.65
Sudan,2012,241.21
Sudan,2013,221.45
Suriname,1995,371.71
Suriname,1996,539.94
Suriname,1997,599.56
Suriname,1998,673.66
Suriname,1999,528.03
Suriname,2000,684.19
Suriname,2001,692.49
Suriname,2002,615.16
Suriname,2003,608.29
Suriname,2004,699.47
Suriname,2005,734.73
Suriname,2006,713.53
Suriname,2007,726.04
Suriname,2008,763.29
Suriname,2009,813.34
Suriname,2010,804.36
Suriname,2011,876.19
Suriname,2012,719.71
Suriname,2013,743.92
Swaziland,1995,202.67
Swaziland,1996,228.47
Swaziland,1997,221.91
Swaziland,1998,242.33
Swaziland,1999,240.38
Swaziland,2000,243.08
Swaziland,2001,242.32
Swaziland,2002,250.62
Swaziland,2003,287.75
Swaziland,2004,311.77
Swaziland,2005,377.55
Swaziland,2006,397.98
Swaziland,2007,431.1
Swaziland,2008,514.37
Swaziland,2009,533.88
Swaziland,2010,508.27
Swaziland,2011,507.64
Swaziland,2012,523.64
Swaziland,2013,563.86
Sweden,1995,1741.72
Sweden,1996,1858.67
Sweden,1997,1885.52
Sweden,1998,1982.79
Sweden,1999,2130.4
Sweden,2000,2291.94
Sweden,2001,2507.76
Sweden,2002,2706.65
Sweden,2003,2839.55
Sweden,2004,2957.95
Sweden,2005,2969.49
Sweden,2006,3209.51
Sweden,2007,3439.74
Sweden,2008,3670.79
Sweden,2009,3754.88
Sweden,2010,3761.95
Sweden,2011,3978.15
Sweden,2012,4041.08
Sweden,2013,4243.84
Switzerland,1995,2567.85
Switzerland,1996,2734.38
Switzerland,1997,2846.98
Switzerland,1998,2987.06
Switzerland,1999,3082.28
Switzerland,2000,3233.95
Switzerland,2001,3441.88
Switzerland,2002,3687.99
Switzerland,2003,3793.7
Switzerland,2004,3947.35
Switzerland,2005,4027.31
Switzerland,2006,4270.27
Switzerland,2007,4589.89
Switzerland,2008,4968.62
Switzerland,2009,5234.07
Switzerland,2010,5319.08
Switzerland,2011,5701.45
Switzerland,2012,5992.45
Switzerland,2013,6186.65
Syria,1995,167.83
Syria,1996,172.83
Syria,1997,168
Syria,1998,170.45
Syria,1999,166.56
Syria,2000,156.85
Syria,2001,160.5
Syria,2002,172.75
Syria,2003,187.43
Syria,2004,176.47
Syria,2005,172.81
Syria,2006,168.43
Syria,2007,174.95
Syria,2008,159.44
Syria,2009,173.56
Syria,2010,165.42
Syria,2011,213.09
Syria,2012,167.99
Syria,2013,168.95
Tajikistan,1995,28.35
Tajikistan,1996,24.03
Tajikistan,1997,28.72
Tajikistan,1998,29.57
Tajikistan,1999,33.43
Tajikistan,2000,43.66
Tajikistan,2001,47.84
Tajikistan,2002,51.63
Tajikistan,2003,57.1
Tajikistan,2004,72.05
Tajikistan,2005,90.2
Tajikistan,2006,94.3
Tajikistan,2007,95.69
Tajikistan,2008,107.48
Tajikistan,2009,116.58
Tajikistan,2010,125.06
Tajikistan,2011,132.34
Tajikistan,2012,150.91
Tajikistan,2013,169.59
Tanzania,1995,24.73
Tanzania,1996,24.26
Tanzania,1997,24.26
Tanzania,1998,24.27
Tanzania,1999,24.23
Tanzania,2000,27.11
Tanzania,2001,29.97
Tanzania,2002,30.82
Tanzania,2003,35.83
Tanzania,2004,35.49
Tanzania,2005,44.65
Tanzania,2006,77.56
Tanzania,2007,72.26
Tanzania,2008,72.4
Tanzania,2009,78.67
Tanzania,2010,105.86
Tanzania,2011,116.79
Tanzania,2012,116.63
Tanzania,2013,125.98
Thailand,1995,238.4
Thailand,1996,276.88
Thailand,1997,285.92
Thailand,1998,238.97
Thailand,1999,234.2
Thailand,2000,240.84
Thailand,2001,242.95
Thailand,2002,286.63
Thailand,2003,299.98
Thailand,2004,318.58
Thailand,2005,344.82
Thailand,2006,365.9
Thailand,2007,401.38
Thailand,2008,460.91
Thailand,2009,474.83
Thailand,2010,478.98
Thailand,2011,527.26
Thailand,2012,629.55
Thailand,2013,658.24
Timor,2000,45.22898644
Timor,2001,48.33838089
Timor,2002,45.52386665
Timor,2003,39.72775611
Timor,2004,46.50164719
Timor,2005,62.81567842
Timor,2006,99.11457286
Timor,2007,78.33496446
Timor,2008,102.9985177
Timor,2009,87.19571262
Timor,2010,74.6120846
Timor,2011,73.19470263
Timor,2012,120.8609316
Timor,2013,96.32172005
Togo,1995,47.23
Togo,1996,49.5
Togo,1997,55.2
Togo,1998,48.14
Togo,1999,49.25
Togo,2000,54.83
Togo,2001,52.32
Togo,2002,49.23
Togo,2003,57.88
Togo,2004,62.49
Togo,2005,70.7
Togo,2006,72.53
Togo,2007,74.95
Togo,2008,75.86
Togo,2009,85.71
Togo,2010,96.55
Togo,2011,100.07
Togo,2012,109.12
Togo,2013,118.93
Tonga,1995,128.91
Tonga,1996,133.54
Tonga,1997,143.61
Tonga,1998,156.72
Tonga,1999,178.83
Tonga,2000,173.83
Tonga,2001,217.87
Tonga,2002,202.32
Tonga,2003,211.76
Tonga,2004,205
Tonga,2005,288.17
Tonga,2006,249.94
Tonga,2007,246.1
Tonga,2008,233.36
Tonga,2009,216.03
Tonga,2010,222.48
Tonga,2011,204.97
Tonga,2012,231.64
Tonga,2013,249.84
Trinidad and Tobago,1995,481.47
Trinidad and Tobago,1996,469.18
Trinidad and Tobago,1997,469.86
Trinidad and Tobago,1998,453.88
Trinidad and Tobago,1999,552.31
Trinidad and Tobago,2000,569.18
Trinidad and Tobago,2001,656.31
Trinidad and Tobago,2002,814.45
Trinidad and Tobago,2003,970.28
Trinidad and Tobago,2004,1090.8
Trinidad and Tobago,2005,1191.81
Trinidad and Tobago,2006,1173.05
Trinidad and Tobago,2007,1353.91
Trinidad and Tobago,2008,1295.81
Trinidad and Tobago,2009,1741.8
Trinidad and Tobago,2010,1494.31
Trinidad and Tobago,2011,1423.59
Trinidad and Tobago,2012,1688.63
Trinidad and Tobago,2013,1662.9
Tunisia,1995,282.04
Tunisia,1996,279.17
Tunisia,1997,256.34
Tunisia,1998,281.88
Tunisia,1999,301.38
Tunisia,2000,317.6
Tunisia,2001,328.52
Tunisia,2002,337.72
Tunisia,2003,362
Tunisia,2004,408.28
Tunisia,2005,428.45
Tunisia,2006,467.99
Tunisia,2007,504.46
Tunisia,2008,531.34
Tunisia,2009,602.54
Tunisia,2010,676.92
Tunisia,2011,712.06
Tunisia,2012,747.52
Tunisia,2013,790.59
Turkey,1995,174.25
Turkey,1996,216.84
Turkey,1997,252.12
Turkey,1998,297.67
Turkey,1999,375.05
Turkey,2000,436.54
Turkey,2001,426.84
Turkey,2002,445.18
Turkey,2003,450.08
Turkey,2004,522.67
Turkey,2005,594.45
Turkey,2006,717.92
Turkey,2007,844.52
Turkey,2008,919.05
Turkey,2009,891.16
Turkey,2010,903.77
Turkey,2011,942.94
Turkey,2012,970.6
Turkey,2013,1053.48
Turkmenistan,1995,103.61
Turkmenistan,1996,112.85
Turkmenistan,1997,158.44
Turkmenistan,1998,171.62
Turkmenistan,1999,154.58
Turkmenistan,2000,167.38
Turkmenistan,2001,173.53
Turkmenistan,2002,150.68
Turkmenistan,2003,181.33
Turkmenistan,2004,202.64
Turkmenistan,2005,203.54
Turkmenistan,2006,190.36
Turkmenistan,2007,159.5
Turkmenistan,2008,164.35
Turkmenistan,2009,169.63
Turkmenistan,2010,195.51
Turkmenistan,2011,225.13
Turkmenistan,2012,239.2
Turkmenistan,2013,276.17
Tuvalu,1995,167.08
Tuvalu,1996,213.93
Tuvalu,1997,178.37
Tuvalu,1998,203.49
Tuvalu,1999,216.35
Tuvalu,2000,267.82
Tuvalu,2001,231.96
Tuvalu,2002,196.08
Tuvalu,2003,578.99
Tuvalu,2004,448.68
Tuvalu,2005,477.16
Tuvalu,2006,532.18
Tuvalu,2007,509.18
Tuvalu,2008,443.18
Tuvalu,2009,411.64
Tuvalu,2010,530.49
Tuvalu,2011,586.21
Tuvalu,2012,490.85
Tuvalu,2013,663.22
Uganda,1995,48.2
Uganda,1996,41.61
Uganda,1997,41.73
Uganda,1998,46.81
Uganda,1999,52.24
Uganda,2000,55.66
Uganda,2001,62.7
Uganda,2002,73.4
Uganda,2003,75.05
Uganda,2004,83.96
Uganda,2005,105.03
Uganda,2006,89.81
Uganda,2007,114.08
Uganda,2008,134.49
Uganda,2009,131.64
Uganda,2010,166.92
Uganda,2011,162.67
Uganda,2012,141.18
Uganda,2013,145.81
Ukraine,1995,288.57
Ukraine,1996,241.99
Ukraine,1997,235.02
Ukraine,1998,226.59
Ukraine,1999,206.55
Ukraine,2000,214.16
Ukraine,2001,244.25
Ukraine,2002,290.89
Ukraine,2003,362.98
Ukraine,2004,401.49
Ukraine,2005,415.51
Ukraine,2006,460.84
Ukraine,2007,509.85
Ukraine,2008,557.42
Ukraine,2009,564.98
Ukraine,2010,599.27
Ukraine,2011,607.39
Ukraine,2012,634.23
Ukraine,2013,686.7
United Arab Emirates,1995,2069.9
United Arab Emirates,1996,1976.41
United Arab Emirates,1997,2074.38
United Arab Emirates,1998,2101.81
United Arab Emirates,1999,1981.21
United Arab Emirates,2000,1882.34
United Arab Emirates,2001,2149.54
United Arab Emirates,2002,2377.3
United Arab Emirates,2003,2456.77
United Arab Emirates,2004,2372.36
United Arab Emirates,2005,2131.92
United Arab Emirates,2006,2060.09
United Arab Emirates,2007,1960.11
United Arab Emirates,2008,1886.63
United Arab Emirates,2009,2179.24
United Arab Emirates,2010,1909.65
United Arab Emirates,2011,1770.74
United Arab Emirates,2012,1718.44
United Arab Emirates,2013,2233.34
United Kingdom,1995,1347.14
United Kingdom,1996,1434.92
United Kingdom,1997,1482.25
United Kingdom,1998,1552.86
United Kingdom,1999,1673.45
United Kingdom,2000,1832.62
United Kingdom,2001,2018.22
United Kingdom,2002,2194.38
United Kingdom,2003,2341.98
United Kingdom,2004,2536.23
United Kingdom,2005,2710.7
United Kingdom,2006,2947.11
United Kingdom,2007,3030.29
United Kingdom,2008,3204.34
United Kingdom,2009,3401.72
United Kingdom,2010,3223.45
United Kingdom,2011,3224.24
United Kingdom,2012,3234.72
United Kingdom,2013,3310.7
United States,1995,3810.25
United States,1996,3972.16
United States,1997,4142.71
United States,1998,4328.49
United States,1999,4551.94
United States,2000,4817.88
United States,2001,5167.74
United States,2002,5607.13
United States,2003,6030.04
United States,2004,6401.41
United States,2005,6775.93
United States,2006,7155.7
United States,2007,7538.26
United States,2008,7825.18
United States,2009,8054.45
United States,2010,8298.5
United States,2011,8553.08
United States,2012,8845.18
United States,2013,9145.83
Upper middle income,1995,171.06
Upper middle income,1996,187.04
Upper middle income,1997,204.2
Upper middle income,1998,217.35
Upper middle income,1999,233.72
Upper middle income,2000,249.15
Upper middle income,2001,268.11
Upper middle income,2002,290.42
Upper middle income,2003,312.14
Upper middle income,2004,341.24
Upper middle income,2005,386.51
Upper middle income,2006,424.89
Upper middle income,2007,467.52
Upper middle income,2008,525.3
Upper middle income,2009,597.61
Upper middle income,2010,631.94
Upper middle income,2011,681.92
Upper middle income,2012,757.25
Upper middle income,2013,817.08
Uruguay,1995,1282.71
Uruguay,1996,1141.27
Uruguay,1997,895.72
Uruguay,1998,1015.27
Uruguay,1999,1117.76
Uruguay,2000,1122.92
Uruguay,2001,1096.7
Uruguay,2002,1007.6
Uruguay,2003,914.75
Uruguay,2004,867.2
Uruguay,2005,931.75
Uruguay,2006,1011.17
Uruguay,2007,1052.42
Uruguay,2008,1142.44
Uruguay,2009,1328.24
Uruguay,2010,1423.45
Uruguay,2011,1438.07
Uruguay,2012,1593.67
Uruguay,2013,1714.64
Uzbekistan,1995,111.64
Uzbekistan,1996,120.1
Uzbekistan,1997,125.75
Uzbekistan,1998,113.54
Uzbekistan,1999,103.22
Uzbekistan,2000,103.48
Uzbekistan,2001,108.75
Uzbekistan,2002,117.22
Uzbekistan,2003,117.45
Uzbekistan,2004,127.41
Uzbekistan,2005,139.26
Uzbekistan,2006,163.61
Uzbekistan,2007,192.21
Uzbekistan,2008,214.76
Uzbekistan,2009,246.11
Uzbekistan,2010,225.61
Uzbekistan,2011,259.74
Uzbekistan,2012,305.62
Uzbekistan,2013,330.24
Vanuatu,1995,58.81
Vanuatu,1996,52.64
Vanuatu,1997,66.38
Vanuatu,1998,81.82
Vanuatu,1999,73.79
Vanuatu,2000,79.38
Vanuatu,2001,78.71
Vanuatu,2002,77.6
Vanuatu,2003,76.95
Vanuatu,2004,75.84
Vanuatu,2005,75.12
Vanuatu,2006,78.24
Vanuatu,2007,97.3
Vanuatu,2008,103.07
Vanuatu,2009,111.34
Vanuatu,2010,134.11
Vanuatu,2011,110.91
Vanuatu,2012,106.47
Vanuatu,2013,115.22
Venezuela,1995,476.03
Venezuela,1996,391.01
Venezuela,1997,458.31
Venezuela,1998,532.21
Venezuela,1999,623.56
Venezuela,2000,652.98
Venezuela,2001,709.84
Venezuela,2002,611.78
Venezuela,2003,585.44
Venezuela,2004,665.12
Venezuela,2005,724.83
Venezuela,2006,852.5
Venezuela,2007,972.85
Venezuela,2008,971.42
Venezuela,2009,954.29
