Entity,Year,"HRV Transparency index (Hollyer, Rosendorff, and Vreeland (2014))"
Sierra Leone,1996,-0.6591
Sierra Leone,1997,-0.6589
Sierra Leone,1998,-0.6583
Sierra Leone,1999,-0.6595
Sierra Leone,2000,-0.5947
Sierra Leone,2001,-0.6523
Sierra Leone,2002,-0.6723
Sierra Leone,2003,-0.6425
Sierra Leone,2004,-0.6316
Sierra Leone,2005,-0.6543
Sierra Leone,2006,-0.6544
Sierra Leone,2007,-0.6544
Sierra Leone,2008,-0.6529
Sierra Leone,2009,-0.6533
Sierra Leone,2010,-0.6536
Singapore,1980,1.0669
Singapore,1981,1.5372
Singapore,1982,1.6328
Singapore,1983,1.753
Singapore,1984,1.7151
Singapore,1985,1.8488
Singapore,1986,2.2489
Singapore,1987,2.4033
Singapore,1988,2.5039
Singapore,1989,2.4098
Singapore,1990,2.1033
Singapore,1991,2.3734
Singapore,1992,2.5406
Singapore,1993,2.6127
Singapore,1994,2.6725
Singapore,1995,2.7704
Singapore,1996,2.7525
Singapore,1997,2.7413
Singapore,1998,2.7097
Singapore,1999,2.5502
Singapore,2000,2.3541
Singapore,2001,2.4209
Singapore,2002,2.416
Singapore,2003,2.3368
Singapore,2004,2.1056
Singapore,2005,1.5331
Singapore,2006,2.2082
Singapore,2007,2.5468
Singapore,2008,2.6152
Singapore,2009,2.2321
Singapore,2010,1.2226
Somalia,1980,-0.6771
Somalia,1981,-0.6769
Somalia,1982,-0.6747
Somalia,1983,-0.6843
Somalia,1984,-0.6844
Somalia,1985,-0.6855
Somalia,1986,-0.748
Somalia,1987,-0.7482
Somalia,1988,-0.7482
Somalia,1989,-0.7489
Somalia,1990,-2.8958
Somalia,1991,-4.9204
Somalia,1992,-6.0837
Somalia,1993,-6.6176
Somalia,1994,-6.8458
Somalia,1995,-6.9556
Somalia,1996,-7.0523
Somalia,1997,-7.0037
Somalia,1998,-7.0171
Somalia,1999,-6.8542
Somalia,2000,-6.7473
Somalia,2001,-6.6728
Somalia,2002,-6.6371
Somalia,2003,-6.611
Somalia,2004,-6.5634
Somalia,2005,-6.531
Somalia,2006,-6.4328
Somalia,2007,-6.2194
Somalia,2008,-6.453
Somalia,2009,-6.5781
Somalia,2010,-6.6758
South Africa,1980,0.2684
South Africa,1981,0.4144
South Africa,1982,0.4347
South Africa,1983,0.4482
South Africa,1984,0.428
South Africa,1985,0.3224
South Africa,1986,0.3007
South Africa,1987,0.3077
South Africa,1988,0.336
South Africa,1989,0.3789
South Africa,1990,0.3665
South Africa,1991,0.3224
South Africa,1992,0.9345
South Africa,1993,1.1513
South Africa,1994,1.3363
South Africa,1995,1.2687
South Africa,1996,1.218
South Africa,1997,1.333
South Africa,1998,1.7416
South Africa,1999,2.1748
South Africa,2000,2.7986
South Africa,2001,3.0618
South Africa,2002,3.3557
South Africa,2003,3.85
South Africa,2004,3.6534
South Africa,2005,3.3184
South Africa,2006,3.3707
South Africa,2007,3.9114
South Africa,2008,3.8359
South Africa,2009,3.2644
South Africa,2010,1.9043
South Korea,1980,1.7445
South Korea,1981,2.9317
South Korea,1982,3.3228
South Korea,1983,3.4557
South Korea,1984,3.6719
South Korea,1985,4.0636
South Korea,1986,4.1713
South Korea,1987,4.1448
South Korea,1988,4.3023
South Korea,1989,4.6756
South Korea,1990,5.0783
South Korea,1991,5.186
South Korea,1992,5.1784
South Korea,1993,5.2391
South Korea,1994,5.2202
South Korea,1995,5.1587
South Korea,1996,4.9468
South Korea,1997,5.0914
South Korea,1998,5.5978
South Korea,1999,5.8278
South Korea,2000,6.5272
South Korea,2001,7.1911
South Korea,2002,7.6293
South Korea,2003,7.9293
South Korea,2004,7.9782
South Korea,2005,7.7812
South Korea,2006,7.4427
South Korea,2007,6.7976
South Korea,2008,5.8278
South Korea,2009,4.0639
South Korea,2010,3.2573
Spain,1980,1.7408
Spain,1981,3.0286
Spain,1982,3.4493
Spain,1983,3.6155
Spain,1984,3.7677
Spain,1985,3.987
Spain,1986,4.5197
Spain,1987,5.1768
Spain,1988,5.5583
Spain,1989,5.8235
Spain,1990,6.1122
Spain,1991,6.2092
Spain,1992,6.2957
Spain,1993,6.4074
Spain,1994,6.3764
Spain,1995,6.2391
Spain,1996,6.0906
Spain,1997,5.9658
Spain,1998,6.4544
Spain,1999,7.254
Spain,2000,7.7824
Spain,2001,7.9264
Spain,2002,7.8631
Spain,2003,7.5479
Spain,2004,7.2775
Spain,2005,7.0774
Spain,2006,6.9088
Spain,2007,6.6147
Spain,2008,6.2069
Spain,2009,5.5204
Spain,2010,4.9345
Sri Lanka,1980,0.0919
Sri Lanka,1981,0.3546
Sri Lanka,1982,0.1798
Sri Lanka,1983,0.1132
Sri Lanka,1984,0.6138
Sri Lanka,1985,1.1658
Sri Lanka,1986,0.8691
Sri Lanka,1987,0.8118
Sri Lanka,1988,0.7753
Sri Lanka,1989,0.8389
Sri Lanka,1990,1.0389
Sri Lanka,1991,1.0816
Sri Lanka,1992,1.1657
Sri Lanka,1993,1.6192
Sri Lanka,1994,1.6091
Sri Lanka,1995,0.9317
Sri Lanka,1996,0.8014
Sri Lanka,1997,0.6247
Sri Lanka,1998,0.863
Sri Lanka,1999,1.1847
Sri Lanka,2000,1.1796
Sri Lanka,2001,1.47
Sri Lanka,2002,2.0446
Sri Lanka,2003,2.1881
Sri Lanka,2004,2.1573
Sri Lanka,2005,2.1201
Sri Lanka,2006,2.2906
Sri Lanka,2007,2.2908
Sri Lanka,2008,2.2132
Sri Lanka,2009,1.8257
Sri Lanka,2010,1.091
Sudan,1980,0.4131
Sudan,1981,0.57
Sudan,1982,0.5536
Sudan,1983,0.2187
Sudan,1984,0.6261
Sudan,1985,0.6528
Sudan,1986,0.1369
Sudan,1987,-0.008
Sudan,1988,-0.0181
Sudan,1989,0.0473
Sudan,1990,0.0122
Sudan,1991,0.007
Sudan,1992,-0.2383
Sudan,1993,0.2484
Sudan,1994,0.4131
Sudan,1995,0.4874
Sudan,1996,0.6017
Sudan,1997,0.689
Sudan,1998,0.651
Sudan,1999,0.7888
Sudan,2000,0.8595
Sudan,2001,0.914
Sudan,2002,0.9526
Sudan,2003,0.891
Sudan,2004,0.9291
Sudan,2005,0.9078
Sudan,2006,0.8741
Sudan,2007,0.645
Sudan,2008,0.7303
Sudan,2009,0.0159
Sudan,2010,-0.3147
Swaziland,1980,-0.678
Swaziland,1981,-0.6788
Swaziland,1982,-0.6793
Swaziland,1983,-0.6787
Swaziland,1984,-0.6795
Swaziland,1985,-0.6806
Swaziland,1986,-0.6809
Swaziland,1987,-0.6808
Swaziland,1988,-0.6799
Swaziland,1989,-0.6798
Swaziland,1990,-0.5845
Swaziland,1991,-0.605
Swaziland,1992,-0.5995
Swaziland,1993,-0.6027
Swaziland,1994,-0.5935
Swaziland,1995,-0.5853
Swaziland,1996,-0.5903
Swaziland,1997,-0.5703
Swaziland,1998,-0.5921
Swaziland,1999,-0.5846
Swaziland,2000,-0.5162
Swaziland,2001,-0.5227
Swaziland,2002,-0.523
Swaziland,2003,-0.5211
Swaziland,2004,-0.4824
Swaziland,2005,-0.4772
Swaziland,2006,-0.4778
Swaziland,2007,-0.4996
Swaziland,2008,-0.5964
Swaziland,2009,-0.5908
Swaziland,2010,-0.5867
Sweden,1980,1.7349
Sweden,1981,2.7385
Sweden,1982,2.9382
Sweden,1983,2.9828
Sweden,1984,3.0007
Sweden,1985,3.0612
Sweden,1986,3.1358
Sweden,1987,3.7053
Sweden,1988,3.9584
Sweden,1989,4.1678
Sweden,1990,4.4988
Sweden,1991,4.6557
Sweden,1992,4.7403
Sweden,1993,4.9041
Sweden,1994,4.9916
Sweden,1995,5.4522
Sweden,1996,5.6853
Sweden,1997,5.9216
Sweden,1998,6.3135
Sweden,1999,6.8171
Sweden,2000,7.263
Sweden,2001,7.5088
Sweden,2002,7.5448
Sweden,2003,7.3972
Sweden,2004,6.9801
Sweden,2005,6.2033
Sweden,2006,5.6238
Sweden,2007,5.4251
Sweden,2008,5.2485
Sweden,2009,4.9758
Sweden,2010,4.6646
Switzerland,1980,0.8244
Switzerland,1981,1.3644
Switzerland,1982,1.5503
Switzerland,1983,1.7622
Switzerland,1984,1.8384
Switzerland,1985,1.8571
Switzerland,1986,1.9068
Switzerland,1987,1.9277
Switzerland,1988,1.9708
Switzerland,1989,2.1179
Switzerland,1990,2.5935
Switzerland,1991,3.5979
Switzerland,1992,3.8936
Switzerland,1993,4.1624
Switzerland,1994,4.2553
Switzerland,1995,4.1983
Switzerland,1996,4.0837
Switzerland,1997,3.8001
Switzerland,1998,4.0585
Switzerland,1999,4.3133
Switzerland,2000,4.4685
Switzerland,2001,4.5119
Switzerland,2002,4.5655
Switzerland,2003,4.5722
Switzerland,2004,4.5849
Switzerland,2005,4.5401
Switzerland,2006,4.4634
Switzerland,2007,4.3692
Switzerland,2008,4.2238
Switzerland,2009,3.8637
Switzerland,2010,3.5889
Syria,1980,0.3991
Syria,1981,0.5803
Syria,1982,0.6855
Syria,1983,0.9981
Syria,1984,1.0641
Syria,1985,0.7176
Syria,1986,0.6522
Syria,1987,0.5472
Syria,1988,0.2172
Syria,1989,0.8857
Syria,1990,0.6382
Syria,1991,0.439
Syria,1992,0.6786
Syria,1993,0.5968
Syria,1994,0.7147
Syria,1995,1.3215
Syria,1996,1.1049
Syria,1997,1.3931
Syria,1998,1.0956
Syria,1999,1.5205
Syria,2000,1.6988
Syria,2001,1.9825
Syria,2002,1.7413
Syria,2003,1.3268
Syria,2004,0.8499
Syria,2005,0.9472
Syria,2006,2.0478
Syria,2007,2.2705
Syria,2008,2.2542
Syria,2009,2.0283
Syria,2010,1.7731
Tanzania,1980,-0.6871
Tanzania,1981,-0.688
Tanzania,1982,-0.695
Tanzania,1983,-0.6945
Tanzania,1984,-0.6953
Tanzania,1985,-0.6966
Tanzania,1986,-0.6945
Tanzania,1987,-0.6881
Tanzania,1988,-0.6427
Tanzania,1989,-0.6279
Tanzania,1990,0.045
Tanzania,1991,0.4914
Tanzania,1992,-0.02
Tanzania,1993,0.1332
Tanzania,1994,0.1981
Tanzania,1995,0.4872
Tanzania,1996,0.5566
Tanzania,1997,0.9011
Tanzania,1998,0.994
Tanzania,1999,1.109
Tanzania,2000,1.3693
Tanzania,2001,1.9096
Tanzania,2002,1.2716
Tanzania,2003,1.1334
Tanzania,2004,1.1299
Tanzania,2005,1.3001
Tanzania,2006,1.9851
Tanzania,2007,1.2408
Tanzania,2008,0.9906
Tanzania,2009,0.9117
Tanzania,2010,1.0231
Thailand,1980,1.1943
Thailand,1981,1.793
Thailand,1982,1.9244
Thailand,1983,1.9046
Thailand,1984,2.0389
Thailand,1985,1.9748
Thailand,1986,2.1466
Thailand,1987,2.582
Thailand,1988,2.5025
Thailand,1989,2.948
Thailand,1990,3.0973
Thailand,1991,3.1902
Thailand,1992,3.172
Thailand,1993,3.1008
Thailand,1994,3.1044
Thailand,1995,3.1039
Thailand,1996,3.3675
Thailand,1997,3.4746
Thailand,1998,3.5693
Thailand,1999,3.6296
Thailand,2000,3.6082
Thailand,2001,3.43
Thailand,2002,3.3809
Thailand,2003,3.6461
Thailand,2004,3.7609
Thailand,2005,3.7369
Thailand,2006,3.7867
Thailand,2007,3.7042
Thailand,2008,3.6764
Thailand,2009,3.0758
Thailand,2010,1.8647
Togo,1980,0.4634
Togo,1981,0.6003
Togo,1982,0.2662
Togo,1983,0.5642
Togo,1984,0.2416
Togo,1985,0.224
Togo,1986,0.668
Togo,1987,0.8022
Togo,1988,0.7896
Togo,1989,0.7678
Togo,1990,0.739
Togo,1991,0.6469
Togo,1992,0.1554
Togo,1993,0.1187
Togo,1994,0.6268
Togo,1995,0.7839
Togo,1996,0.891
Togo,1997,0.8655
Togo,1998,0.8204
Togo,1999,0.8947
Togo,2000,0.9066
Togo,2001,0.9042
Togo,2002,0.8069
Togo,2003,0.8003
Togo,2004,0.7689
Togo,2005,0.6512
Togo,2006,-0.1035
Togo,2007,-0.1559
Togo,2008,-0.2808
Togo,2009,-0.2928
Togo,2010,-0.2564
Trinidad and Tobago,1980,0.786
Trinidad and Tobago,1981,1.1596
Trinidad and Tobago,1982,1.3642
Trinidad and Tobago,1983,1.435
Trinidad and Tobago,1984,1.5578
Trinidad and Tobago,1985,1.667
Trinidad and Tobago,1986,1.6483
Trinidad and Tobago,1987,2.0336
Trinidad and Tobago,1988,2.1644
Trinidad and Tobago,1989,2.2822
Trinidad and Tobago,1990,2.399
Trinidad and Tobago,1991,2.5457
Trinidad and Tobago,1992,2.6197
Trinidad and Tobago,1993,2.7874
Trinidad and Tobago,1994,2.8496
Trinidad and Tobago,1995,2.841
Trinidad and Tobago,1996,2.8203
Trinidad and Tobago,1997,2.7537
Trinidad and Tobago,1998,2.7947
Trinidad and Tobago,1999,3.1745
Trinidad and Tobago,2000,3.2426
Trinidad and Tobago,2001,3.1538
Trinidad and Tobago,2002,2.9503
Trinidad and Tobago,2003,2.4351
Trinidad and Tobago,2004,2.2937
Trinidad and Tobago,2005,2.1076
Trinidad and Tobago,2006,1.6379
Trinidad and Tobago,2007,1.5875
Trinidad and Tobago,2008,1.2711
Trinidad and Tobago,2009,-0.5601
Trinidad and Tobago,2010,-0.6105
Tunisia,1980,0.9781
Tunisia,1981,1.2423
Tunisia,1982,1.2404
Tunisia,1983,1.1785
Tunisia,1984,1.1775
Tunisia,1985,1.1901
Tunisia,1986,1.1648
Tunisia,1987,1.1407
Tunisia,1988,1.2969
Tunisia,1989,2.0578
Tunisia,1990,1.5134
Tunisia,1991,1.2582
Tunisia,1992,1.2207
Tunisia,1993,1.2911
Tunisia,1994,1.7168
Tunisia,1995,1.4729
Tunisia,1996,1.4334
Tunisia,1997,1.5539
Tunisia,1998,1.2693
Tunisia,1999,1.5259
Tunisia,2000,1.6126
Tunisia,2001,1.6271
Tunisia,2002,1.6241
Tunisia,2003,1.5511
Tunisia,2004,1.5458
Tunisia,2005,1.5987
Tunisia,2006,1.2723
Tunisia,2007,1.1577
Tunisia,2008,1.1873
Tunisia,2009,1.0661
Tunisia,2010,0.8732
Turkey,1980,-0.0969
Turkey,1981,-0.0216
Turkey,1982,0.1824
Turkey,1983,0.1629
Turkey,1984,0.1715
Turkey,1985,0.1876
Turkey,1986,0.1039
Turkey,1987,1.1004
Turkey,1988,2.2163
Turkey,1989,2.6128
Turkey,1990,2.8561
Turkey,1991,3.1409
Turkey,1992,3.3452
Turkey,1993,3.4429
Turkey,1994,3.5231
Turkey,1995,3.4456
Turkey,1996,3.144
Turkey,1997,3.2711
Turkey,1998,3.4971
Turkey,1999,3.8423
Turkey,2000,3.9956
Turkey,2001,4.1394
Turkey,2002,4.3146
Turkey,2003,4.478
Turkey,2004,4.6225
Turkey,2005,4.7144
Turkey,2006,4.8849
Turkey,2007,4.7994
Turkey,2008,4.6202
Turkey,2009,4.2394
Turkey,2010,4.0216
Uganda,1980,-0.6727
Uganda,1981,-0.6733
Uganda,1982,-0.7389
Uganda,1983,-0.7395
Uganda,1984,-0.6865
Uganda,1985,-0.6624
Uganda,1986,-0.6904
Uganda,1987,-0.7407
Uganda,1988,-0.7406
Uganda,1989,-0.7403
Uganda,1990,-0.7398
Uganda,1991,-0.6923
Uganda,1992,-0.6898
Uganda,1993,-0.611
Uganda,1994,-0.5581
Uganda,1995,-0.5493
Uganda,1996,-0.5585
Uganda,1997,-0.5498
Uganda,1998,-0.5565
Uganda,1999,-0.6048
Uganda,2000,-0.6021
Uganda,2001,-0.5988
Uganda,2002,-0.548
Uganda,2003,-0.5283
Uganda,2004,-0.4957
Uganda,2005,-0.455
Uganda,2006,-0.5107
Uganda,2007,-0.5194
Uganda,2008,-0.5113
Uganda,2009,-0.4731
Uganda,2010,-0.5129
United Arab Emirates,1980,-0.8798
United Arab Emirates,1981,-0.8866
United Arab Emirates,1982,-0.8875
United Arab Emirates,1983,-0.8724
United Arab Emirates,1984,-0.9063
United Arab Emirates,1985,-0.9116
United Arab Emirates,1986,-0.9098
United Arab Emirates,1987,-0.9082
United Arab Emirates,1988,-0.9101
United Arab Emirates,1989,-0.8732
United Arab Emirates,1990,-0.9061
United Arab Emirates,1991,-0.8718
United Arab Emirates,1992,-0.8733
United Arab Emirates,1993,-0.8747
United Arab Emirates,1994,-0.913
United Arab Emirates,1995,-0.8787
United Arab Emirates,1996,-0.9152
United Arab Emirates,1997,-0.9108
United Arab Emirates,1998,-0.9116
United Arab Emirates,1999,-0.871
United Arab Emirates,2000,-0.8558
United Arab Emirates,2001,-0.8608
United Arab Emirates,2002,-0.8862
United Arab Emirates,2003,-0.8856
United Arab Emirates,2004,-0.8859
United Arab Emirates,2005,-0.8453
United Arab Emirates,2006,-0.8923
United Arab Emirates,2007,-0.8638
United Arab Emirates,2008,-0.8466
United Arab Emirates,2009,-0.8902
United Arab Emirates,2010,-0.8892
United Kingdom,1980,1.1142
United Kingdom,1981,1.6849
United Kingdom,1982,1.9665
United Kingdom,1983,2.4595
United Kingdom,1984,2.8246
United Kingdom,1985,3.0732
United Kingdom,1986,3.4483
United Kingdom,1987,4.0424
United Kingdom,1988,4.446
United Kingdom,1989,4.7789
United Kingdom,1990,5.0301
United Kingdom,1991,5.1981
United Kingdom,1992,5.1377
United Kingdom,1993,4.9026
United Kingdom,1994,4.9115
United Kingdom,1995,4.8889
United Kingdom,1996,4.904
United Kingdom,1997,4.9088
United Kingdom,1998,5.2153
United Kingdom,1999,5.5394
United Kingdom,2000,5.7249
United Kingdom,2001,5.6518
United Kingdom,2002,5.6412
United Kingdom,2003,5.5861
United Kingdom,2004,5.5728
United Kingdom,2005,5.4784
United Kingdom,2006,5.3722
United Kingdom,2007,5.2136
United Kingdom,2008,4.9556
United Kingdom,2009,4.4077
United Kingdom,2010,4.0138
United States,1980,1.5263
United States,1981,2.4196
United States,1982,2.6992
United States,1983,2.8093
United States,1984,2.8787
United States,1985,2.9545
United States,1986,3.129
United States,1987,3.0588
United States,1988,3.0226
United States,1989,3.101
United States,1990,3.3374
United States,1991,3.3569
United States,1992,3.2041
United States,1993,3.496
United States,1994,3.9369
United States,1995,4.0427
United States,1996,3.8967
United States,1997,3.7356
United States,1998,4.0589
United States,1999,4.2843
United States,2000,4.4841
United States,2001,4.6351
United States,2002,4.7171
United States,2003,4.7632
United States,2004,4.7483
United States,2005,4.7734
United States,2006,4.7175
United States,2007,4.5443
United States,2008,4.1311
United States,2009,3.3478
United States,2010,2.8726
Uruguay,1980,0.435
Uruguay,1981,0.6294
Uruguay,1982,0.6598
Uruguay,1983,0.8835
Uruguay,1984,1.3403
Uruguay,1985,1.085
Uruguay,1986,1.4625
Uruguay,1987,1.4921
Uruguay,1988,1.5125
Uruguay,1989,1.3651
Uruguay,1990,1.4144
Uruguay,1991,1.5326
Uruguay,1992,1.6054
Uruguay,1993,1.72
Uruguay,1994,1.8494
Uruguay,1995,1.8284
Uruguay,1996,1.2149
Uruguay,1997,1.1191
Uruguay,1998,2.344
Uruguay,1999,2.7428
Uruguay,2000,3.5156
Uruguay,2001,4.0562
Uruguay,2002,4.1231
Uruguay,2003,3.937
Uruguay,2004,3.4811
Uruguay,2005,4.2162
Uruguay,2006,4.1653
Uruguay,2007,3.7449
Uruguay,2008,2.6559
Uruguay,2009,1.9951
Uruguay,2010,0.6164
Venezuela,1980,0.6626
Venezuela,1981,0.9389
Venezuela,1982,1.0493
Venezuela,1983,1.1553
Venezuela,1984,1.5514
Venezuela,1985,1.6339
Venezuela,1986,1.7114
Venezuela,1987,1.8504
Venezuela,1988,1.8027
Venezuela,1989,1.9348
Venezuela,1990,2.0075
Venezuela,1991,2.007
Venezuela,1992,2.1661
Venezuela,1993,2.2793
Venezuela,1994,2.5895
Venezuela,1995,2.5958
Venezuela,1996,2.8836
Venezuela,1997,2.946
Venezuela,1998,2.8885
Venezuela,1999,3.0638
Venezuela,2000,3.0429
Venezuela,2001,2.9045
Venezuela,2002,2.8557
Venezuela,2003,2.8487
Venezuela,2004,2.7653
Venezuela,2005,2.7418
Venezuela,2006,2.779
Venezuela,2007,2.3571
Venezuela,2008,2.4203
Venezuela,2009,1.7842
Venezuela,2010,1.2848
Vietnam,1980,-1.0802
Vietnam,1981,-1.1251
Vietnam,1982,-1.1395
Vietnam,1983,-1.1215
Vietnam,1984,-1.086
Vietnam,1985,-0.956
Vietnam,1986,-0.9284
Vietnam,1987,-0.9371
Vietnam,1988,-0.9276
Vietnam,1989,-0.8771
Vietnam,1990,-0.8729
Vietnam,1991,-0.8767
Vietnam,1992,-0.8636
Vietnam,1993,-0.8628
Vietnam,1994,-0.8619
Vietnam,1995,-0.85
Vietnam,1996,-0.7002
Vietnam,1997,-0.6927
Vietnam,1998,-0.6904
Vietnam,1999,-0.6924
Vietnam,2000,-0.6904
Vietnam,2001,-0.6911
Vietnam,2002,-0.6899
Vietnam,2003,-0.6905
Vietnam,2004,-0.6903
Vietnam,2005,-0.6976
Vietnam,2006,-0.6943
Vietnam,2007,-0.6973
Vietnam,2008,-0.697
Vietnam,2009,-0.6973
Vietnam,2010,-0.6991
Zambia,1980,0.2724
Zambia,1981,0.2682
Zambia,1982,0.2636
Zambia,1983,0.2264
Zambia,1984,0.2001
Zambia,1985,0.1933
Zambia,1986,0.2837
Zambia,1987,0.2172
Zambia,1988,0.2572
Zambia,1989,0.2427
Zambia,1990,0.7211
Zambia,1991,0.2982
Zambia,1992,-0.8498
Zambia,1993,-0.8399
Zambia,1994,-0.8448
Zambia,1995,-0.8347
Zambia,1996,-0.8298
Zambia,1997,0.5934
Zambia,1998,1.6374
Zambia,1999,1.2536
Zambia,2000,1.8253
Zambia,2001,1.0851
Zambia,2002,0.9254
Zambia,2003,0.8993
Zambia,2004,1.0415
Zambia,2005,1.394
Zambia,2006,1.0605
Zambia,2007,0.9568
Zambia,2008,0.8651
Zambia,2009,0.7678
Zambia,2010,0.7723
Zimbabwe,1980,-0.1668
Zimbabwe,1981,-0.0831
Zimbabwe,1982,-0.0335
Zimbabwe,1983,-0.0399
Zimbabwe,1984,0.2798
Zimbabwe,1985,0.309
Zimbabwe,1986,0.3069
Zimbabwe,1987,0.0072
Zimbabwe,1988,-0.0399
Zimbabwe,1989,-0.0357
Zimbabwe,1990,0.2944
Zimbabwe,1991,0.3467
Zimbabwe,1992,0.3896
Zimbabwe,1993,0.335
Zimbabwe,1994,0.329
Zimbabwe,1995,-0.8371
Zimbabwe,1996,-0.843
Zimbabwe,1997,-0.8389
Zimbabwe,1998,-0.8615
Zimbabwe,1999,-0.8332
Zimbabwe,2000,-0.845
Zimbabwe,2001,-0.8466
Zimbabwe,2002,-0.8415
Zimbabwe,2003,-0.8664
Zimbabwe,2004,-0.8378
Zimbabwe,2005,-0.8472
Zimbabwe,2006,-0.8478
Zimbabwe,2007,-0.8591
Zimbabwe,2008,-0.8576
Zimbabwe,2009,-0.8595
Zimbabwe,2010,-0.8587
