Entity,Year,cum_sum_regions,global_share_land_use_extent,foraging,extensive_agriculture,intensive_agriculture,pastoralism,urban,foraging_onset_date,foraging_decline_date,extensive_agriculture_onset,extensive_agriculture_decline,pastoralism_onset,pastoralism_decline,intensive_agriculture_onset,intensive_agriculture_decline,urban_onset,urban_decline
Senegal,1000,,,Common,Widespread,Common,Widespread,Split,,,,,,,,,,
Senegal,1500,,,Common,Common,Widespread,Widespread,Present,,,,,,,,,,
Senegal,1750,,,Common,Common,Widespread,Widespread,Present,,,,,,,,,,
Senegal,1850,,,Common,Common,Widespread,Widespread,Present,,,,,,,,,,
Serbia,-8000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Serbia,-6000,,,Common,Common,None,Common,Absent,,,,,,,,,,
Serbia,-4000,,,Common,Common,Minimal,Widespread,Absent,,,,,,,,,,
Serbia,-2000,,,Minimal,Common,Common,Widespread,Present,,,,,,,,,,
Serbia,-1000,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
Serbia,0,,,Minimal,Widespread,Widespread,Widespread,Present,-8000.0,-4000.0,-6000.0,1900.0,-6000.0,1900.0,-2000.0,1900.0,-2000.0,1900.0
Serbia,1000,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
Serbia,1500,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
Serbia,1750,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
Serbia,1850,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
Sierra Leone,-8000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Sierra Leone,-6000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Sierra Leone,-4000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Sierra Leone,-2000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Sierra Leone,-1000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Sierra Leone,0,,,Widespread,Widespread,None,None,Absent,,,,,,,,,,
Sierra Leone,1000,,,Widespread,Common,Common,None,Present,,,,,,,,,,
Sierra Leone,1500,,,Widespread,Minimal,Widespread,None,Present,,,,,,,,,,
Sierra Leone,1750,,,Widespread,Common,Widespread,None,Present,,,,,,,,,,
Sierra Leone,1850,,,Widespread,Common,Widespread,None,Present,,,,,,,,,,
Slovakia,-8000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Slovakia,-6000,,,Widespread,Common,None,Common,Absent,,,,,,,,,,
Slovakia,-4000,,,Widespread,Widespread,None,Widespread,Absent,,,,,,,,,,
Slovakia,-2000,,,Common,Widespread,None,Widespread,Absent,,,,,,,,,,
Slovakia,-1000,,,Minimal,Widespread,None,Widespread,Absent,,,,,,,,,,
Slovakia,0,,,Minimal,Widespread,None,Widespread,Split,-8000.0,-2000.0,-6000.0,1900.0,-6000.0,1900.0,1800.0,1900.0,1550.0,1900.0
Slovakia,1000,,,Minimal,Widespread,None,Common,Split,,,,,,,,,,
Slovakia,1500,,,Minimal,Widespread,Minimal,Widespread,Present,,,,,,,,,,
Slovakia,1750,,,Minimal,Widespread,Common,Widespread,Present,,,,,,,,,,
Slovakia,1850,,,Minimal,Widespread,Common,Widespread,Present,,,,,,,,,,
Slovenia,-8000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Slovenia,-6000,,,Common,Common,None,Common,Absent,,,,,,,,,,
Slovenia,-4000,,,Common,Common,Minimal,Widespread,Absent,,,,,,,,,,
Slovenia,-2000,,,Minimal,Common,Common,Widespread,Present,,,,,,,,,,
Slovenia,-1000,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
Slovenia,0,,,Minimal,Widespread,Widespread,Widespread,Present,-8000.0,-4000.0,-6000.0,1900.0,-6000.0,1900.0,-2000.0,1900.0,-2000.0,1900.0
Slovenia,1000,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
Slovenia,1500,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
Slovenia,1750,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
Slovenia,1850,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
Somalia,-8000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Somalia,-6000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Somalia,-4000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Somalia,-2000,,,Widespread,None,None,Minimal,Absent,,,,,,,,,,
Somalia,-1000,,,Widespread,None,None,Common,Absent,,,,,,,,,,
Somalia,0,,,Widespread,Minimal,None,Widespread,Absent,-8000.0,1900.0,1000.0,1900.0,-1000.0,1900.0,1550.0,1900.0,1000.0,1900.0
Somalia,1000,,,Common,Common,None,Widespread,Present,,,,,,,,,,
Somalia,1500,,,Common,Widespread,Common,Widespread,Present,,,,,,,,,,
Somalia,1750,,,Common,Widespread,Common,Widespread,Present,,,,,,,,,,
Somalia,1850,,,Common,Widespread,Common,Widespread,Present,,,,,,,,,,
South Africa,-8000,,,Widespread,None,None,None,Absent,,,,,,,,,,
South Africa,-6000,,,Widespread,None,None,None,Absent,,,,,,,,,,
South Africa,-4000,,,Widespread,None,None,None,Absent,,,,,,,,,,
South Africa,-2000,,,Widespread,None,None,None,Absent,,,,,,,,,,
South Africa,-1000,,,Widespread,None,None,None,Absent,,,,,,,,,,
South Africa,0,,,Widespread,None,None,Minimal,Absent,-8000.0,1900.0,1000.0,1900.0,1000.0,1900.0,1550.0,1900.0,1550.0,1900.0
South Africa,1000,,,Widespread,Common,Minimal,Common,Absent,,,,,,,,,,
South Africa,1500,,,Common,Widespread,Common,Common,Present,,,,,,,,,,
South Africa,1750,,,Common,Widespread,Common,Common,Present,,,,,,,,,,
South Africa,1850,,,Common,Widespread,Common,Widespread,Present,,,,,,,,,,
South Korea,-8000,,,Widespread,None,None,None,Absent,,,,,,,,,,
South Korea,-6000,,,Widespread,Minimal,None,None,Absent,,,,,,,,,,
South Korea,-4000,,,Widespread,Minimal,None,None,Absent,,,,,,,,,,
South Korea,-2000,,,Widespread,Minimal,None,None,Absent,,,,,,,,,,
South Korea,-1000,,,Widespread,Widespread,Minimal,None,Absent,,,,,,,,,,
South Korea,0,,,Common,Common,Widespread,Minimal,Present,-8000.0,0.0,-1000.0,1800.0,1000.0,1900.0,0.0,1900.0,0.0,1900.0
South Korea,1000,,,Minimal,Common,Widespread,Common,Present,,,,,,,,,,
South Korea,1500,,,Minimal,Common,Widespread,Common,Present,,,,,,,,,,
South Korea,1750,,,Minimal,Common,Widespread,Common,Present,,,,,,,,,,
South Korea,1850,,,Minimal,Minimal,Widespread,Common,Present,,,,,,,,,,
South Sudan,-8000,,,Widespread,None,None,None,Absent,,,,,,,,,,
South Sudan,-6000,,,Widespread,None,None,None,Absent,,,,,,,,,,
South Sudan,-4000,,,Widespread,None,None,Minimal,Absent,,,,,,,,,,
South Sudan,-2000,,,Widespread,Minimal,None,Common,Absent,,,,,,,,,,
South Sudan,-1000,,,Common,Widespread,None,Widespread,Absent,,,,,,,,,,
South Sudan,0,,,Common,Widespread,None,Widespread,Absent,,,,,,,,,,
South Sudan,1000,,,Minimal,Widespread,None,Widespread,Absent,,,,,,,,,,
South Sudan,1500,,,Minimal,Widespread,None,Widespread,Present,,,,,,,,,,
South Sudan,1750,,,Minimal,Widespread,None,Widespread,Present,,,,,,,,,,
South Sudan,1850,,,Minimal,Widespread,None,Widespread,Present,,,,,,,,,,
Spain,-8000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Spain,-6000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Spain,-4000,,,Common,Common,Minimal,Common,Absent,,,,,,,,,,
Spain,-2000,,,Common,Widespread,Common,Widespread,Absent,,,,,,,,,,
Spain,-1000,,,Minimal,Widespread,Common,Widespread,Present,,,,,,,,,,
Spain,0,,,Minimal,Widespread,Widespread,Widespread,Present,-8000.0,-2000.0,-4000.0,1900.0,-4000.0,1900.0,-2000.0,1900.0,-1000.0,1900.0
Spain,1000,,,Minimal,Widespread,Widespread,Widespread,Present,,,,,,,,,,
Spain,1500,,,Minimal,Widespread,Widespread,Widespread,Present,,,,,,,,,,
Spain,1750,,,Minimal,Widespread,Widespread,Widespread,Present,,,,,,,,,,
Spain,1850,,,Minimal,Widespread,Widespread,Widespread,Present,,,,,,,,,,
Sri Lanka,-8000,,,Common,None,None,None,Absent,,,,,,,,,,
Sri Lanka,-6000,,,Common,None,None,None,Absent,,,,,,,,,,
Sri Lanka,-4000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Sri Lanka,-2000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Sri Lanka,-1000,,,Widespread,Common,Minimal,Minimal,Absent,,,,,,,,,,
Sri Lanka,0,,,Widespread,Common,Common,Common,Absent,-8000.0,1900.0,-1000.0,1900.0,0.0,1900.0,0.0,1900.0,1000.0,1900.0
Sri Lanka,1000,,,Widespread,Widespread,Common,Common,Present,,,,,,,,,,
Sri Lanka,1500,,,Widespread,Widespread,Common,Common,Present,,,,,,,,,,
Sri Lanka,1750,,,Common,Widespread,Common,Common,Present,,,,,,,,,,
Sri Lanka,1850,,,Common,Widespread,Common,Common,Present,,,,,,,,,,
Sudan,-8000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Sudan,-6000,,,Widespread,None,None,Minimal,Absent,,,,,,,,,,
Sudan,-4000,,,Widespread,Common,None,Common,Absent,,,,,,,,,,
Sudan,-2000,,,Minimal,Common,Minimal,Common,Present,,,,,,,,,,
Sudan,-1000,,,Minimal,Common,Common,Widespread,Present,,,,,,,,,,
Sudan,0,,,Minimal,Common,Common,Widespread,Present,-8000.0,-4000.0,-4000.0,1900.0,-4000.0,1900.0,-1000.0,1900.0,-2000.0,1900.0
Sudan,1000,,,Minimal,Common,Common,Widespread,Present,,,,,,,,,,
Sudan,1500,,,Minimal,Common,Common,Widespread,Present,,,,,,,,,,
Sudan,1750,,,Minimal,Common,Common,Widespread,Present,,,,,,,,,,
Sudan,1850,,,Minimal,Common,Common,Widespread,Present,,,,,,,,,,
Suriname,-8000,,,None,None,None,None,Absent,,,,,,,,,,
Suriname,-6000,,,Minimal,None,None,None,Absent,,,,,,,,,,
Suriname,-4000,,,Minimal,None,None,None,Absent,,,,,,,,,,
Suriname,-2000,,,Common,Minimal,None,None,Absent,,,,,,,,,,
Suriname,-1000,,,Common,Minimal,None,None,Absent,,,,,,,,,,
Suriname,0,,,Widespread,Common,None,None,Absent,-2000.0,1900.0,0.0,1900.0,1900.0,1900.0,1800.0,1900.0,1800.0,1900.0
Suriname,1000,,,Widespread,Common,None,None,Absent,,,,,,,,,,
Suriname,1500,,,Widespread,Common,Minimal,None,Absent,,,,,,,,,,
Suriname,1750,,,Common,Common,Widespread,Minimal,Present,,,,,,,,,,
Suriname,1850,,,Common,Common,Widespread,Common,Present,,,,,,,,,,
Sweden,-8000,,,Minimal,None,None,None,Absent,,,,,,,,,,
Sweden,-6000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Sweden,-4000,,,Widespread,Common,None,Minimal,Absent,,,,,,,,,,
Sweden,-2000,,,Common,Common,Minimal,Common,Absent,,,,,,,,,,
Sweden,-1000,,,Common,Common,Minimal,Widespread,Absent,,,,,,,,,,
Sweden,0,,,Common,Common,Common,Widespread,Absent,-6000.0,1900.0,-4000.0,1900.0,-2000.0,1900.0,0.0,1900.0,1000.0,1900.0
Sweden,1000,,,Common,Common,Common,Widespread,Present,,,,,,,,,,
Sweden,1500,,,Common,Common,Common,Widespread,Present,,,,,,,,,,
Sweden,1750,,,Common,Common,Widespread,Widespread,Present,,,,,,,,,,
Sweden,1850,,,Common,Common,Widespread,Widespread,Present,,,,,,,,,,
Switzerland,-8000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Switzerland,-6000,,,Widespread,None,None,Minimal,Absent,,,,,,,,,,
Switzerland,-4000,,,Common,Widespread,Common,Common,Absent,,,,,,,,,,
Switzerland,-2000,,,Minimal,Widespread,Widespread,Widespread,Absent,,,,,,,,,,
Switzerland,-1000,,,Minimal,Widespread,Widespread,Widespread,Absent,,,,,,,,,,
Switzerland,0,,,Minimal,Widespread,Widespread,Widespread,Present,-8000.0,-4000.0,-4000.0,1550.0,-4000.0,1900.0,-4000.0,1900.0,0.0,1900.0
Switzerland,1000,,,Minimal,Widespread,Widespread,Widespread,Present,,,,,,,,,,
Switzerland,1500,,,Minimal,Widespread,Widespread,Widespread,Present,,,,,,,,,,
Switzerland,1750,,,Minimal,Minimal,Widespread,Widespread,Present,,,,,,,,,,
Switzerland,1850,,,Minimal,Minimal,Widespread,Widespread,Present,,,,,,,,,,
Syria,-8000,,,Widespread,Common,Minimal,Minimal,Absent,,,,,,,,,,
Syria,-6000,,,Common,Common,Common,Common,Absent,,,,,,,,,,
Syria,-4000,,,Minimal,Common,Common,Widespread,Present,,,,,,,,,,
Syria,-2000,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
Syria,-1000,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
Syria,0,,,Minimal,Common,Widespread,Widespread,Present,-8000.0,-6000.0,-8000.0,1900.0,-6000.0,1900.0,-6000.0,1900.0,-4000.0,1900.0
Syria,1000,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
Syria,1500,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
Syria,1750,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
Syria,1850,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
Taiwan,-8000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Taiwan,-6000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Taiwan,-4000,,,Widespread,Minimal,None,None,Absent,,,,,,,,,,
Taiwan,-2000,,,Common,Common,None,None,Absent,,,,,,,,,,
Taiwan,-1000,,,Common,Widespread,Minimal,None,Absent,,,,,,,,,,
Taiwan,0,,,Common,Widespread,Common,None,Present,,,,,,,,,,
Taiwan,1000,,,Minimal,Widespread,Common,None,Present,,,,,,,,,,
Taiwan,1500,,,None,Widespread,Widespread,Minimal,Present,,,,,,,,,,
Taiwan,1750,,,None,Widespread,Widespread,Minimal,Present,,,,,,,,,,
Taiwan,1850,,,None,Widespread,Widespread,Minimal,Present,,,,,,,,,,
Tajikistan,-8000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Tajikistan,-6000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Tajikistan,-4000,,,Widespread,None,None,Minimal,Absent,,,,,,,,,,
Tajikistan,-2000,,,Common,Widespread,Common,Widespread,Absent,,,,,,,,,,
Tajikistan,-1000,,,Minimal,Widespread,Widespread,Widespread,Present,,,,,,,,,,
Tajikistan,0,,,Minimal,Common,Widespread,Widespread,Present,-8000.0,-2000.0,-2000.0,1900.0,-2000.0,1900.0,-2000.0,1900.0,-1000.0,1900.0
Tajikistan,1000,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
Tajikistan,1500,,,Minimal,Widespread,Widespread,Widespread,Present,,,,,,,,,,
Tajikistan,1750,,,None,Widespread,Widespread,Widespread,Present,,,,,,,,,,
Tajikistan,1850,,,None,Common,Widespread,Common,Present,,,,,,,,,,
Tanzania,-8000,,,Common,None,None,None,Absent,,,,,,,,,,
Tanzania,-6000,,,Common,None,None,None,Absent,,,,,,,,,,
Tanzania,-4000,,,Common,None,None,None,Absent,,,,,,,,,,
Tanzania,-2000,,,Common,None,None,Minimal,Absent,,,,,,,,,,
Tanzania,-1000,,,Common,None,None,Common,Absent,,,,,,,,,,
Tanzania,0,,,Common,Minimal,None,Common,Absent,-8000.0,1800.0,1000.0,1900.0,-1000.0,1900.0,1000.0,1900.0,1000.0,1900.0
Tanzania,1000,,,Common,Common,Common,Common,Present,,,,,,,,,,
Tanzania,1500,,,Common,Widespread,Common,Widespread,Present,,,,,,,,,,
Tanzania,1750,,,Common,Common,Common,Widespread,Present,,,,,,,,,,
Tanzania,1850,,,Minimal,Widespread,Common,Widespread,Present,,,,,,,,,,
Thailand,-8000,,,Common,None,None,None,Absent,,,,,,,,,,
Thailand,-6000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Thailand,-4000,,,Widespread,Minimal,None,None,Absent,,,,,,,,,,
Thailand,-2000,,,Common,Common,None,None,Absent,,,,,,,,,,
Thailand,-1000,,,Widespread,Common,Minimal,None,Absent,,,,,,,,,,
Thailand,0,,,Common,Widespread,Common,None,Absent,,,,,,,,,,
Thailand,1000,,,Common,Widespread,Widespread,None,Present,,,,,,,,,,
Thailand,1500,,,Common,Widespread,Widespread,None,Present,,,,,,,,,,
Thailand,1750,,,Common,Widespread,Widespread,Minimal,Present,,,,,,,,,,
Thailand,1850,,,Common,Widespread,Widespread,None,Present,,,,,,,,,,
Togo,-8000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Togo,-6000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Togo,-4000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Togo,-2000,,,Widespread,Minimal,None,None,Absent,,,,,,,,,,
Togo,-1000,,,Widespread,Minimal,None,None,Absent,,,,,,,,,,
Togo,0,,,Widespread,Common,None,Minimal,Present,-8000.0,1900.0,0.0,1000.0,1000.0,1900.0,1000.0,1900.0,0.0,1900.0
Togo,1000,,,Common,Common,Common,Common,Present,,,,,,,,,,
Togo,1500,,,Common,Minimal,Common,Common,Present,,,,,,,,,,
Togo,1750,,,Common,Minimal,Common,Common,Present,,,,,,,,,,
Togo,1850,,,Common,Minimal,Widespread,Common,Present,,,,,,,,,,
Trinidad and Tobago,-8000,,,None,None,None,None,Absent,,,,,,,,,,
Trinidad and Tobago,-6000,,,Minimal,None,None,None,Absent,,,,,,,,,,
Trinidad and Tobago,-4000,,,Minimal,None,None,None,Absent,,,,,,,,,,
Trinidad and Tobago,-2000,,,Common,Minimal,None,None,Absent,,,,,,,,,,
Trinidad and Tobago,-1000,,,Common,Minimal,None,None,Absent,,,,,,,,,,
Trinidad and Tobago,0,,,Widespread,Common,None,None,Absent,-2000.0,1900.0,0.0,1900.0,1900.0,1900.0,1800.0,1900.0,1800.0,1900.0
Trinidad and Tobago,1000,,,Widespread,Common,None,None,Absent,,,,,,,,,,
Trinidad and Tobago,1500,,,Widespread,Common,Minimal,None,Absent,,,,,,,,,,
Trinidad and Tobago,1750,,,Common,Common,Widespread,Minimal,Present,,,,,,,,,,
Trinidad and Tobago,1850,,,Common,Common,Widespread,Common,Present,,,,,,,,,,
Tunisia,-8000,,,Common,None,None,None,Absent,,,,,,,,,,
Tunisia,-6000,,,Common,None,None,Minimal,Absent,,,,,,,,,,
Tunisia,-4000,,,Common,None,None,Common,Absent,,,,,,,,,,
Tunisia,-2000,,,Common,Common,Minimal,Common,Absent,,,,,,,,,,
Tunisia,-1000,,,Minimal,Minimal,Minimal,Widespread,Absent,,,,,,,,,,
Tunisia,0,,,None,Minimal,Widespread,Common,Present,-8000.0,-2000.0,-2000.0,-2000.0,-4000.0,1900.0,0.0,1900.0,0.0,1900.0
Tunisia,1000,,,None,Minimal,Common,Widespread,Present,,,,,,,,,,
Tunisia,1500,,,Minimal,Minimal,Common,Common,Present,,,,,,,,,,
Tunisia,1750,,,None,Minimal,Common,Common,Present,,,,,,,,,,
Tunisia,1850,,,None,None,Common,Common,Present,,,,,,,,,,
Turkey,-8000,,,Widespread,Minimal,None,Common,Absent,,,,,,,,,,
Turkey,-6000,,,Common,Common,Minimal,Common,Absent,,,,,,,,,,
Turkey,-4000,,,Minimal,Common,Common,Widespread,Split,,,,,,,,,,
Turkey,-2000,,,Minimal,Widespread,Common,Widespread,Present,,,,,,,,,,
Turkey,-1000,,,Minimal,Widespread,Widespread,Widespread,Present,,,,,,,,,,
Turkey,0,,,Minimal,Common,Widespread,Widespread,Present,-8000.0,-6000.0,-6000.0,1900.0,-8000.0,1900.0,-4000.0,1900.0,-2000.0,1900.0
Turkey,1000,,,Minimal,Widespread,Widespread,Widespread,Present,,,,,,,,,,
Turkey,1500,,,Minimal,Widespread,Widespread,Widespread,Present,,,,,,,,,,
Turkey,1750,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
Turkey,1850,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
Turkmenistan,-8000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Turkmenistan,-6000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Turkmenistan,-4000,,,Widespread,None,None,Minimal,Absent,,,,,,,,,,
Turkmenistan,-2000,,,Common,Widespread,Common,Widespread,Absent,,,,,,,,,,
Turkmenistan,-1000,,,Minimal,Widespread,Widespread,Widespread,Present,,,,,,,,,,
Turkmenistan,0,,,Minimal,Common,Widespread,Widespread,Present,-8000.0,-2000.0,-2000.0,1900.0,-2000.0,1900.0,-2000.0,1900.0,-1000.0,1900.0
Turkmenistan,1000,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
Turkmenistan,1500,,,Minimal,Widespread,Widespread,Widespread,Present,,,,,,,,,,
Turkmenistan,1750,,,None,Widespread,Widespread,Widespread,Present,,,,,,,,,,
Turkmenistan,1850,,,None,Common,Widespread,Common,Present,,,,,,,,,,
Uganda,-8000,,,Minimal,None,None,None,Absent,,,,,,,,,,
Uganda,-6000,,,Minimal,None,None,None,Absent,,,,,,,,,,
Uganda,-4000,,,Common,None,None,None,Absent,,,,,,,,,,
Uganda,-2000,,,Common,None,None,Minimal,Absent,,,,,,,,,,
Uganda,-1000,,,Common,None,None,Common,Absent,,,,,,,,,,
Uganda,0,,,Common,Common,Minimal,Common,Present,-4000.0,1000.0,0.0,1900.0,-1000.0,1900.0,1550.0,1900.0,0.0,1900.0
Uganda,1000,,,Common,Common,Minimal,Common,Present,,,,,,,,,,
Uganda,1500,,,Minimal,Widespread,Common,Common,Present,,,,,,,,,,
Uganda,1750,,,Minimal,Widespread,Common,Common,Present,,,,,,,,,,
Uganda,1850,,,Minimal,Widespread,Common,Common,Present,,,,,,,,,,
Ukraine,-8000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Ukraine,-6000,,,Widespread,None,None,Minimal,Absent,,,,,,,,,,
Ukraine,-4000,,,Common,Common,Common,Widespread,Present,,,,,,,,,,
Ukraine,-2000,,,Common,Common,Common,Widespread,Absent,,,,,,,,,,
Ukraine,-1000,,,Minimal,Common,Common,Widespread,Present,,,,,,,,,,
Ukraine,0,,,Minimal,Widespread,Widespread,Widespread,Present,-8000.0,-2000.0,-4000.0,1900.0,-4000.0,1900.0,-4000.0,1900.0,-4000.0,1900.0
Ukraine,1000,,,Minimal,Common,Common,Widespread,Present,,,,,,,,,,
Ukraine,1500,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
Ukraine,1750,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
Ukraine,1850,,,Minimal,Widespread,Widespread,Widespread,Present,,,,,,,,,,
United Arab Emirates,-8000,,,Widespread,None,None,None,Absent,,,,,,,,,,
United Arab Emirates,-6000,,,Widespread,None,None,None,Absent,,,,,,,,,,
United Arab Emirates,-4000,,,Common,None,None,Common,Absent,,,,,,,,,,
United Arab Emirates,-2000,,,Common,Minimal,None,Common,Absent,,,,,,,,,,
United Arab Emirates,-1000,,,Minimal,Minimal,Common,Common,Absent,,,,,,,,,,
United Arab Emirates,0,,,Minimal,Minimal,Common,Common,Absent,,,,,,,,,,
United Arab Emirates,1000,,,Minimal,None,Common,Common,Present,,,,,,,,,,
United Arab Emirates,1500,,,None,None,Common,Common,Present,,,,,,,,,,
United Arab Emirates,1750,,,Minimal,Minimal,Common,Common,Present,,,,,,,,,,
United Arab Emirates,1850,,,Minimal,Minimal,Common,Common,Present,,,,,,,,,,
United Kingdom,-8000,,,Widespread,None,None,None,Absent,,,,,,,,,,
United Kingdom,-6000,,,Widespread,None,None,None,Absent,,,,,,,,,,
United Kingdom,-4000,,,Common,Minimal,None,Minimal,Absent,,,,,,,,,,
United Kingdom,-2000,,,Common,Common,Common,Common,Absent,,,,,,,,,,
United Kingdom,-1000,,,Common,Widespread,Common,Widespread,Absent,,,,,,,,,,
United Kingdom,0,,,Common,Widespread,Common,Widespread,Present,-8000.0,1900.0,-2000.0,1900.0,-2000.0,1900.0,-2000.0,1900.0,0.0,1900.0
United Kingdom,1000,,,Common,Widespread,Widespread,Widespread,Present,,,,,,,,,,
United Kingdom,1500,,,Common,Widespread,Widespread,Widespread,Present,,,,,,,,,,
United Kingdom,1750,,,Common,Widespread,Widespread,Widespread,Present,,,,,,,,,,
United Kingdom,1850,,,Common,Widespread,Widespread,Widespread,Present,,,,,,,,,,
United States,-8000,,,Common,None,None,None,Absent,,,,,,,,,,
United States,-6000,,,Widespread,None,None,None,Absent,,,,,,,,,,
United States,-4000,,,Widespread,None,None,None,Absent,,,,,,,,,,
United States,-2000,,,Widespread,Minimal,None,None,Absent,,,,,,,,,,
United States,-1000,,,Common,Minimal,None,None,Absent,,,,,,,,,,
United States,0,,,Common,Common,Minimal,None,Absent,-8000.0,1900.0,0.0,1900.0,1800.0,1900.0,1000.0,1900.0,1000.0,1900.0
United States,1000,,,Common,Common,Common,None,Present,,,,,,,,,,
United States,1500,,,Common,Common,Common,None,Split,,,,,,,,,,
United States,1750,,,Common,Common,Widespread,Common,Split,,,,,,,,,,
United States,1850,,,Common,Common,Common,Widespread,Present,,,,,,,,,,
Urban,-8000,,6.47e-06,,,,,,,,,,,,,,,
Urban,-7901,,7.44e-06,,,,,,,,,,,,,,,
Urban,-7801,,8.57e-06,,,,,,,,,,,,,,,
Urban,-7702,,9.86e-06,,,,,,,,,,,,,,,
Urban,-7602,,1.1400000000000001e-05,,,,,,,,,,,,,,,
Urban,-7503,,1.31e-05,,,,,,,,,,,,,,,
Urban,-7403,,1.51e-05,,,,,,,,,,,,,,,
Urban,-7304,,1.74e-05,,,,,,,,,,,,,,,
Urban,-7204,,2.01e-05,,,,,,,,,,,,,,,
Urban,-7105,,2.3199999999999998e-05,,,,,,,,,,,,,,,
Urban,-7005,,2.6899999999999997e-05,,,,,,,,,,,,,,,
Urban,-6906,,3.11e-05,,,,,,,,,,,,,,,
Urban,-6806,,3.6099999999999997e-05,,,,,,,,,,,,,,,
Urban,-6707,,4.1899999999999995e-05,,,,,,,,,,,,,,,
Urban,-6607,,4.88e-05,,,,,,,,,,,,,,,
Urban,-6508,,5.6899999999999994e-05,,,,,,,,,,,,,,,
Urban,-6408,,6.64e-05,,,,,,,,,,,,,,,
Urban,-6309,,7.759999999999999e-05,,,,,,,,,,,,,,,
Urban,-6209,,9.1e-05,,,,,,,,,,,,,,,
Urban,-6110,,0.000106863,,,,,,,,,,,,,,,
Urban,-6010,,0.00012578899999999998,,,,,,,,,,,,,,,
Urban,-5911,,0.000148412,,,,,,,,,,,,,,,
Urban,-5811,,0.000175484,,,,,,,,,,,,,,,
Urban,-5712,,0.00020789099999999998,,,,,,,,,,,,,,,
Urban,-5612,,0.00024669599999999997,,,,,,,,,,,,,,,
Urban,-5513,,0.000293162,,,,,,,,,,,,,,,
Urban,-5413,,0.00034879,,,,,,,,,,,,,,,
Urban,-5314,,0.00041536199999999996,,,,,,,,,,,,,,,
Urban,-5214,,0.00049498,,,,,,,,,,,,,,,
Urban,-5115,,0.0005901169999999999,,,,,,,,,,,,,,,
Urban,-5015,,0.0007036739999999999,,,,,,,,,,,,,,,
Urban,-4916,,0.0008390339999999999,,,,,,,,,,,,,,,
Urban,-4816,,0.001000124,,,,,,,,,,,,,,,
Urban,-4717,,0.001191481,,,,,,,,,,,,,,,
Urban,-4617,,0.001418305,,,,,,,,,,,,,,,
Urban,-4518,,0.001686526,,,,,,,,,,,,,,,
Urban,-4418,,0.002002846,,,,,,,,,,,,,,,
Urban,-4319,,0.002374782,,,,,,,,,,,,,,,
