Entity,Year,xHuman Rights Protection Scores – by Christopher Farris and Keith Schnakenberg
Slovakia,1979,0.867942
Slovakia,1980,0.904728
Slovakia,1981,0.939069
Slovakia,1982,0.989999
Slovakia,1983,1.02969
Slovakia,1984,1.06527
Slovakia,1985,1.10078
Slovakia,1986,1.13523
Slovakia,1987,1.16736
Slovakia,1988,1.19653
Slovakia,1989,1.22747
Slovakia,1990,1.26525
Slovakia,1991,1.29765
Slovakia,1992,1.33114
Slovakia,1993,1.31357
Slovakia,1994,1.3632
Slovakia,1995,1.22138
Slovakia,1996,1.1338
Slovakia,1997,1.14449
Slovakia,1998,1.11507
Slovakia,1999,0.93622
Slovakia,2000,0.93735
Slovakia,2001,0.947219
Slovakia,2002,0.88599
Slovakia,2003,0.981962
Slovakia,2004,0.92905
Slovakia,2005,1.05246
Slovakia,2006,0.861498
Slovakia,2007,0.818289
Slovakia,2008,0.901196
Slovakia,2009,0.955376
Slovakia,2010,1.01036
Slovakia,2011,1.1017
Slovakia,2012,1.27992
Slovakia,2013,1.33162
Slovakia,2014,1.32665
Slovenia,1991,2.0109
Slovenia,1992,2.11904
Slovenia,1993,2.17359
Slovenia,1994,2.1634
Slovenia,1995,2.10837
Slovenia,1996,2.04972
Slovenia,1997,1.98072
Slovenia,1998,1.89097
Slovenia,1999,1.75095
Slovenia,2000,1.56262
Slovenia,2001,1.61005
Slovenia,2002,1.60307
Slovenia,2003,1.50845
Slovenia,2004,1.56924
Slovenia,2005,1.65845
Slovenia,2006,1.72441
Slovenia,2007,1.81468
Slovenia,2008,1.9326
Slovenia,2009,1.99734
Slovenia,2010,2.01517
Slovenia,2011,2.08594
Slovenia,2012,2.10299
Slovenia,2013,2.11016
Slovenia,2014,2.1055
Solomon Islands,1978,1.68748
Solomon Islands,1979,1.76402
Solomon Islands,1980,1.81739
Solomon Islands,1981,1.86642
Solomon Islands,1982,1.89911
Solomon Islands,1983,1.91362
Solomon Islands,1984,1.92743
Solomon Islands,1985,1.92368
Solomon Islands,1986,1.91119
Solomon Islands,1987,1.90038
Solomon Islands,1988,1.87921
Solomon Islands,1989,1.84527
Solomon Islands,1990,1.80066
Solomon Islands,1991,1.7477
Solomon Islands,1992,1.68407
Solomon Islands,1993,1.61397
Solomon Islands,1994,1.51992
Solomon Islands,1995,1.39682
Solomon Islands,1996,1.24079
Solomon Islands,1997,1.02731
Solomon Islands,1998,0.721135
Solomon Islands,1999,0.241169
Solomon Islands,2000,-0.120923
Solomon Islands,2001,-0.1646
Solomon Islands,2002,-0.125464
Solomon Islands,2003,0.131284
Solomon Islands,2004,0.562508
Solomon Islands,2005,0.965687
Solomon Islands,2006,1.37476
Solomon Islands,2007,1.66691
Solomon Islands,2008,1.89005
Solomon Islands,2009,2.036
Solomon Islands,2010,2.1352
Solomon Islands,2011,2.19147
Solomon Islands,2012,2.20806
Solomon Islands,2013,2.21516
Solomon Islands,2014,2.21413
Somalia,1960,0.50603
Somalia,1961,0.527091
Somalia,1962,0.541259
Somalia,1963,0.544764
Somalia,1964,0.55122
Somalia,1965,0.540252
Somalia,1966,0.522678
Somalia,1967,0.492591
Somalia,1968,0.45365
Somalia,1969,0.408087
Somalia,1970,0.350747
Somalia,1971,0.340318
Somalia,1972,0.328043
Somalia,1973,0.301256
Somalia,1974,0.259745
Somalia,1975,0.204109
Somalia,1976,0.136336
Somalia,1977,-0.00279
Somalia,1978,-0.145925
Somalia,1979,-0.305577
Somalia,1980,-0.361245
Somalia,1981,-0.344936
Somalia,1982,-0.509644
Somalia,1983,-0.63283
Somalia,1984,-0.693041
Somalia,1985,-0.837444
Somalia,1986,-1.02158
Somalia,1987,-1.27116
Somalia,1988,-1.79509
Somalia,1989,-2.07851
Somalia,1990,-2.00377
Somalia,1991,-1.97017
Somalia,1992,-1.77335
Somalia,1993,-1.59901
Somalia,1994,-1.56345
Somalia,1995,-1.44636
Somalia,1996,-1.34708
Somalia,1997,-1.13811
Somalia,1998,-1.1011
Somalia,1999,-1.18466
Somalia,2000,-1.22449
Somalia,2001,-1.23567
Somalia,2002,-1.24831
Somalia,2003,-1.26241
Somalia,2004,-1.27461
Somalia,2005,-1.30674
Somalia,2006,-1.38018
Somalia,2007,-1.56546
Somalia,2008,-1.61146
Somalia,2009,-1.54697
Somalia,2010,-1.56861
Somalia,2011,-1.68188
Somalia,2012,-1.57126
Somalia,2013,-1.40438
Somalia,2014,-1.28927
South Africa,1949,0.239964
South Africa,1950,0.246054
South Africa,1951,0.22606
South Africa,1952,0.191132
South Africa,1953,0.133567
South Africa,1954,0.068657
South Africa,1955,-0.015292
South Africa,1956,-0.115552
South Africa,1957,-0.254221
South Africa,1958,-0.373816
South Africa,1959,-0.540583
South Africa,1960,-0.776566
South Africa,1961,-0.902191
South Africa,1962,-0.984853
South Africa,1963,-1.05986
South Africa,1964,-1.08856
South Africa,1965,-1.09216
South Africa,1966,-1.05691
South Africa,1967,-1.04141
South Africa,1968,-1.03164
South Africa,1969,-1.03338
South Africa,1970,-1.05351
South Africa,1971,-1.08137
South Africa,1972,-1.06853
South Africa,1973,-1.08318
South Africa,1974,-1.11306
South Africa,1975,-1.18587
South Africa,1976,-1.3316
South Africa,1977,-1.27407
South Africa,1978,-1.22204
South Africa,1979,-1.15776
South Africa,1980,-1.10539
South Africa,1981,-1.09706
South Africa,1982,-1.1077
South Africa,1983,-1.14773
South Africa,1984,-1.27507
South Africa,1985,-1.55932
South Africa,1986,-1.7909
South Africa,1987,-1.75935
South Africa,1988,-1.74304
South Africa,1989,-1.61265
South Africa,1990,-1.62643
South Africa,1991,-1.7022
South Africa,1992,-1.75125
South Africa,1993,-1.81257
South Africa,1994,-1.55419
South Africa,1995,-1.19562
South Africa,1996,-1.03733
South Africa,1997,-0.96893
South Africa,1998,-0.92047
South Africa,1999,-0.70867
South Africa,2000,-0.59392
South Africa,2001,-0.594838
South Africa,2002,-0.538333
South Africa,2003,-0.538362
South Africa,2004,-0.52729
South Africa,2005,-0.599022
South Africa,2006,-0.705078
South Africa,2007,-0.874
South Africa,2008,-0.832674
South Africa,2009,-0.816976
South Africa,2010,-0.799437
South Africa,2011,-0.77538
South Africa,2012,-0.858476
South Africa,2013,-0.865731
South Africa,2014,-0.82183
South Korea,1949,-1.19387
South Korea,1950,-1.24013
South Korea,1951,-1.08477
South Korea,1952,-0.886857
South Korea,1953,-0.647781
South Korea,1954,-0.503615
South Korea,1955,-0.361412
South Korea,1956,-0.265647
South Korea,1957,-0.208792
South Korea,1958,-0.140692
South Korea,1959,-0.101519
South Korea,1960,-0.034216
South Korea,1961,0.006237
South Korea,1962,0.089261
South Korea,1963,0.137609
South Korea,1964,0.170363
South Korea,1965,0.192536
South Korea,1966,0.191612
South Korea,1967,0.175436
South Korea,1968,0.140267
South Korea,1969,0.094254
South Korea,1970,0.080775
South Korea,1971,0.045404
South Korea,1972,-0.009575
South Korea,1973,-0.089298
South Korea,1974,-0.203417
South Korea,1975,-0.279922
South Korea,1976,-0.339121
South Korea,1977,-0.331318
South Korea,1978,-0.232638
South Korea,1979,-0.248808
South Korea,1980,-0.386364
South Korea,1981,-0.415005
South Korea,1982,-0.433185
South Korea,1983,-0.439219
South Korea,1984,-0.362602
South Korea,1985,-0.411843
South Korea,1986,-0.432784
South Korea,1987,-0.435724
South Korea,1988,-0.27593
South Korea,1989,-0.40979
South Korea,1990,-0.486532
South Korea,1991,-0.481233
South Korea,1992,-0.349018
South Korea,1993,-0.107257
South Korea,1994,-0.117213
South Korea,1995,-0.102637
South Korea,1996,-0.043484
South Korea,1997,0.162641
South Korea,1998,0.241398
South Korea,1999,0.247418
South Korea,2000,0.255353
South Korea,2001,0.180302
South Korea,2002,0.014291
South Korea,2003,0.270615
South Korea,2004,0.435763
South Korea,2005,0.606683
South Korea,2006,0.623313
South Korea,2007,0.517491
South Korea,2008,0.405213
South Korea,2009,0.306374
South Korea,2010,0.274466
South Korea,2011,0.627788
South Korea,2012,0.841552
South Korea,2013,0.961995
South Korea,2014,0.97126
South Sudan,2011,-1.52344
South Sudan,2012,-1.61629
South Sudan,2013,-1.85107
South Sudan,2014,-1.89429
Spain,1949,0.12448
Spain,1950,0.163441
Spain,1951,0.180432
Spain,1952,0.193304
Spain,1953,0.246463
Spain,1954,0.274413
Spain,1955,0.311081
Spain,1956,0.325002
Spain,1957,0.332113
Spain,1958,0.331585
Spain,1959,0.326172
Spain,1960,0.30658
Spain,1961,0.329341
Spain,1962,0.343895
Spain,1963,0.358183
Spain,1964,0.407323
Spain,1965,0.446651
Spain,1966,0.476338
Spain,1967,0.491296
Spain,1968,0.505772
Spain,1969,0.507573
Spain,1970,0.500233
Spain,1971,0.485311
Spain,1972,0.457241
Spain,1973,0.419272
Spain,1974,0.384428
Spain,1975,0.400074
Spain,1976,0.458436
Spain,1977,0.700809
Spain,1978,0.788753
Spain,1979,0.756615
Spain,1980,0.594007
Spain,1981,0.652537
Spain,1982,0.55702
Spain,1983,0.535809
Spain,1984,0.577754
Spain,1985,0.529634
Spain,1986,0.593105
Spain,1987,0.717246
Spain,1988,0.975531
Spain,1989,1.07901
Spain,1990,1.0997
Spain,1991,1.19685
Spain,1992,0.974505
Spain,1993,0.796344
Spain,1994,0.531033
Spain,1995,0.384254
Spain,1996,0.26651
Spain,1997,0.352081
Spain,1998,0.488165
Spain,1999,0.587989
Spain,2000,0.571636
Spain,2001,0.397957
Spain,2002,0.148564
Spain,2003,0.099089
Spain,2004,0.161858
Spain,2005,0.202412
Spain,2006,0.213336
Spain,2007,0.199329
Spain,2008,0.333915
Spain,2009,0.598874
Spain,2010,0.862654
Spain,2011,1.01234
Spain,2012,1.12318
Spain,2013,1.25045
Spain,2014,1.25273
Sri Lanka,1949,0.75398
Sri Lanka,1950,0.7895
Sri Lanka,1951,0.825455
Sri Lanka,1952,0.854028
Sri Lanka,1953,0.879572
Sri Lanka,1954,0.90128
Sri Lanka,1955,0.910671
Sri Lanka,1956,0.921679
Sri Lanka,1957,0.929946
Sri Lanka,1958,0.935887
Sri Lanka,1959,0.933038
Sri Lanka,1960,0.922158
Sri Lanka,1961,0.916085
Sri Lanka,1962,0.898883
Sri Lanka,1963,0.889098
Sri Lanka,1964,0.865816
Sri Lanka,1965,0.832137
Sri Lanka,1966,0.802809
Sri Lanka,1967,0.770835
Sri Lanka,1968,0.731145
Sri Lanka,1969,0.686946
Sri Lanka,1970,0.634671
Sri Lanka,1971,0.573753
Sri Lanka,1972,0.57145
Sri Lanka,1973,0.558522
Sri Lanka,1974,0.543297
Sri Lanka,1975,0.520911
Sri Lanka,1976,0.485856
Sri Lanka,1977,0.633979
Sri Lanka,1978,0.598808
Sri Lanka,1979,0.367351
Sri Lanka,1980,0.279897
Sri Lanka,1981,-0.096347
Sri Lanka,1982,-0.587625
Sri Lanka,1983,-1.38595
Sri Lanka,1984,-1.742
Sri Lanka,1985,-1.86437
Sri Lanka,1986,-1.88273
Sri Lanka,1987,-1.92125
Sri Lanka,1988,-1.91707
Sri Lanka,1989,-2.22809
Sri Lanka,1990,-2.24766
Sri Lanka,1991,-2.04967
Sri Lanka,1992,-1.91209
Sri Lanka,1993,-1.70087
Sri Lanka,1994,-1.56343
Sri Lanka,1995,-1.70398
Sri Lanka,1996,-1.7232
Sri Lanka,1997,-1.55798
Sri Lanka,1998,-1.50213
Sri Lanka,1999,-1.49432
Sri Lanka,2000,-1.58675
Sri Lanka,2001,-1.36151
Sri Lanka,2002,-1.05586
Sri Lanka,2003,-0.853772
Sri Lanka,2004,-0.929217
Sri Lanka,2005,-1.24846
Sri Lanka,2006,-1.62569
Sri Lanka,2007,-1.70451
Sri Lanka,2008,-1.70448
Sri Lanka,2009,-1.81141
Sri Lanka,2010,-1.61517
Sri Lanka,2011,-1.52211
Sri Lanka,2012,-1.32127
Sri Lanka,2013,-1.18124
Sri Lanka,2014,-1.10462
Sudan,1956,-2.67054
Sudan,1957,-2.73861
Sudan,1958,-2.79292
Sudan,1959,-2.83668
Sudan,1960,-2.83132
Sudan,1961,-2.8145
Sudan,1962,-2.80537
Sudan,1963,-2.79325
Sudan,1964,-2.77877
Sudan,1965,-2.76038
Sudan,1966,-2.73665
Sudan,1967,-2.71015
Sudan,1968,-2.66645
Sudan,1969,-2.60586
Sudan,1970,-2.5085
Sudan,1971,-2.36595
Sudan,1972,-2.08427
Sudan,1973,-1.56942
Sudan,1974,-1.28878
Sudan,1975,-1.09989
Sudan,1976,-0.94396
Sudan,1977,-0.679894
Sudan,1978,-0.585629
Sudan,1979,-0.61403
Sudan,1980,-0.538153
Sudan,1981,-0.559501
Sudan,1982,-0.619225
Sudan,1983,-0.875231
Sudan,1984,-1.04063
Sudan,1985,-1.09664
Sudan,1986,-1.32174
Sudan,1987,-1.47281
Sudan,1988,-1.77668
Sudan,1989,-1.84726
Sudan,1990,-2.04009
Sudan,1991,-2.28902
Sudan,1992,-2.54599
Sudan,1993,-2.62103
Sudan,1994,-2.53208
Sudan,1995,-2.41724
Sudan,1996,-2.39497
Sudan,1997,-2.41565
Sudan,1998,-2.53875
Sudan,1999,-2.65302
Sudan,2000,-2.7383
Sudan,2001,-2.72896
Sudan,2002,-2.62517
Sudan,2003,-2.65257
Sudan,2004,-2.60753
Sudan,2005,-2.57375
Sudan,2006,-2.57876
Sudan,2007,-2.5794
Sudan,2008,-2.57331
Sudan,2009,-2.43252
Sudan,2010,-2.37876
Sudan,2011,-2.38555
Sudan,2012,-2.30292
Sudan,2013,-2.25105
Sudan,2014,-2.18458
Suriname,1975,0.416331
Suriname,1976,0.431314
Suriname,1977,0.438315
Suriname,1978,0.436182
Suriname,1979,0.430227
Suriname,1980,0.186733
Suriname,1981,-0.046496
Suriname,1982,-0.298583
Suriname,1983,-0.404469
Suriname,1984,-0.454162
Suriname,1985,-0.497601
Suriname,1986,-0.793484
Suriname,1987,-0.736353
Suriname,1988,-0.419687
Suriname,1989,-0.199341
Suriname,1990,-0.128145
Suriname,1991,0.151658
Suriname,1992,0.376037
Suriname,1993,0.432935
Suriname,1994,0.498554
Suriname,1995,0.610865
Suriname,1996,0.738851
Suriname,1997,0.771921
Suriname,1998,0.888783
Suriname,1999,0.841975
Suriname,2000,0.617595
Suriname,2001,0.469073
Suriname,2002,0.496577
Suriname,2003,0.554986
Suriname,2004,0.430561
Suriname,2005,0.44613
Suriname,2006,0.44829
Suriname,2007,0.525526
Suriname,2008,0.695904
Suriname,2009,0.734269
Suriname,2010,0.651683
Suriname,2011,0.575374
Suriname,2012,0.629902
Suriname,2013,0.576978
Suriname,2014,0.574688
Swaziland,1968,0.67076
Swaziland,1969,0.697322
Swaziland,1970,0.713147
Swaziland,1971,0.744252
Swaziland,1972,0.755358
Swaziland,1973,0.764496
Swaziland,1974,0.772107
Swaziland,1975,0.772268
Swaziland,1976,0.777126
Swaziland,1977,0.722175
Swaziland,1978,0.790892
Swaziland,1979,0.736648
Swaziland,1980,0.809271
Swaziland,1981,0.772342
Swaziland,1982,0.650887
Swaziland,1983,0.461271
Swaziland,1984,0.341981
Swaziland,1985,0.398429
Swaziland,1986,0.385912
Swaziland,1987,0.254501
Swaziland,1988,0.351172
Swaziland,1989,0.349709
Swaziland,1990,0.388638
Swaziland,1991,0.468748
Swaziland,1992,0.43952
Swaziland,1993,0.202484
Swaziland,1994,0.173614
Swaziland,1995,0.1781
Swaziland,1996,0.163305
Swaziland,1997,0.136738
Swaziland,1998,0.233531
Swaziland,1999,0.284163
Swaziland,2000,0.311866
Swaziland,2001,0.418846
Swaziland,2002,0.452345
Swaziland,2003,0.409644
Swaziland,2004,0.230203
Swaziland,2005,-0.027464
Swaziland,2006,-0.226846
Swaziland,2007,-0.364193
Swaziland,2008,-0.461982
Swaziland,2009,-0.502769
Swaziland,2010,-0.517453
Swaziland,2011,-0.510775
Swaziland,2012,-0.527062
Swaziland,2013,-0.520019
Swaziland,2014,-0.504083
Sweden,1949,0.994263
Sweden,1950,1.04397
Sweden,1951,1.08972
Sweden,1952,1.13435
Sweden,1953,1.16406
Sweden,1954,1.20959
Sweden,1955,1.25082
Sweden,1956,1.2879
Sweden,1957,1.3261
Sweden,1958,1.36178
Sweden,1959,1.38867
Sweden,1960,1.41494
Sweden,1961,1.43488
Sweden,1962,1.45822
Sweden,1963,1.48427
Sweden,1964,1.50691
Sweden,1965,1.53059
Sweden,1966,1.54264
Sweden,1967,1.56769
Sweden,1968,1.57401
Sweden,1969,1.58665
Sweden,1970,1.59711
Sweden,1971,1.61335
Sweden,1972,1.62509
Sweden,1973,1.62325
Sweden,1974,1.63043
Sweden,1975,1.63392
Sweden,1976,1.63711
Sweden,1977,1.77071
Sweden,1978,1.88153
Sweden,1979,1.98184
Sweden,1980,2.07862
Sweden,1981,2.16998
Sweden,1982,2.22776
Sweden,1983,2.25316
Sweden,1984,2.36859
Sweden,1985,2.46397
Sweden,1986,2.52223
Sweden,1987,2.54018
Sweden,1988,2.52507
Sweden,1989,2.47332
Sweden,1990,2.48839
Sweden,1991,2.46418
Sweden,1992,2.40404
Sweden,1993,2.30835
Sweden,1994,2.15362
Sweden,1995,1.93245
Sweden,1996,1.79006
Sweden,1997,1.63889
Sweden,1998,1.75286
Sweden,1999,1.82899
Sweden,2000,1.7736
Sweden,2001,1.72734
Sweden,2002,1.63652
Sweden,2003,1.66277
Sweden,2004,1.73903
Sweden,2005,1.70481
Sweden,2006,1.68023
Sweden,2007,1.66626
Sweden,2008,1.6644
Sweden,2009,1.67918
Sweden,2010,1.6966
Sweden,2011,1.72907
Sweden,2012,1.78341
Sweden,2013,1.8018
Sweden,2014,1.80695
Switzerland,1949,0.977801
Switzerland,1950,1.03212
Switzerland,1951,1.07936
Switzerland,1952,1.12103
Switzerland,1953,1.17001
Switzerland,1954,1.21211
Switzerland,1955,1.24643
Switzerland,1956,1.27753
Switzerland,1957,1.30449
Switzerland,1958,1.32003
Switzerland,1959,1.34152
Switzerland,1960,1.36346
Switzerland,1961,1.38154
Switzerland,1962,1.40238
Switzerland,1963,1.41667
Switzerland,1964,1.4239
Switzerland,1965,1.43184
Switzerland,1966,1.42987
Switzerland,1967,1.43396
Switzerland,1968,1.44138
Switzerland,1969,1.43902
Switzerland,1970,1.44151
Switzerland,1971,1.43687
Switzerland,1972,1.44262
Switzerland,1973,1.44199
Switzerland,1974,1.43549
Switzerland,1975,1.43069
Switzerland,1976,1.43241
Switzerland,1977,1.32915
Switzerland,1978,1.307
Switzerland,1979,1.3644
Switzerland,1980,1.30301
Switzerland,1981,1.32031
Switzerland,1982,1.33675
Switzerland,1983,1.3579
Switzerland,1984,1.3832
Switzerland,1985,1.43172
Switzerland,1986,1.46008
Switzerland,1987,1.47657
Switzerland,1988,1.4795
Switzerland,1989,1.47626
Switzerland,1990,1.46811
Switzerland,1991,1.44947
Switzerland,1992,1.40833
Switzerland,1993,1.33921
Switzerland,1994,1.33576
Switzerland,1995,1.48024
Switzerland,1996,1.5184
Switzerland,1997,1.43442
Switzerland,1998,1.45322
Switzerland,1999,1.45683
Switzerland,2000,1.37801
Switzerland,2001,1.26537
Switzerland,2002,0.969688
Switzerland,2003,0.81069
Switzerland,2004,0.795588
Switzerland,2005,0.89846
Switzerland,2006,0.873796
Switzerland,2007,0.811693
Switzerland,2008,0.869174
Switzerland,2009,1.09566
Switzerland,2010,1.323
Switzerland,2011,1.46052
Switzerland,2012,1.54771
Switzerland,2013,1.57231
Switzerland,2014,1.57445
Syria,1949,0.151805
Syria,1950,0.201633
Syria,1951,0.232082
Syria,1952,0.245202
Syria,1953,0.248745
Syria,1954,0.233045
Syria,1955,0.211536
Syria,1956,0.175856
Syria,1957,0.180364
Syria,1958,0.164773
Syria,1959,0.143966
Syria,1960,0.112405
Syria,1961,0.068091
Syria,1962,0.000188
Syria,1963,-0.089094
Syria,1964,-0.148344
Syria,1965,-0.246983
Syria,1966,-0.31195
Syria,1967,-0.375008
Syria,1968,-0.424654
Syria,1969,-0.469386
Syria,1970,-0.581118
Syria,1971,-0.772569
Syria,1972,-0.894588
Syria,1973,-0.975062
Syria,1974,-0.989801
Syria,1975,-1.00391
Syria,1976,-1.02025
Syria,1977,-0.986712
Syria,1978,-1.03712
Syria,1979,-1.29399
Syria,1980,-1.69297
Syria,1981,-2.11695
Syria,1982,-2.13153
Syria,1983,-1.70479
Syria,1984,-1.517
Syria,1985,-1.43888
Syria,1986,-1.44477
Syria,1987,-1.34522
Syria,1988,-1.23727
Syria,1989,-1.1285
Syria,1990,-1.14969
Syria,1991,-0.979737
Syria,1992,-0.826925
Syria,1993,-0.942078
Syria,1994,-0.953845
Syria,1995,-0.778147
Syria,1996,-0.78706
Syria,1997,-0.784874
Syria,1998,-0.790834
Syria,1999,-0.779806
Syria,2000,-0.757661
Syria,2001,-0.645183
Syria,2002,-0.604155
Syria,2003,-0.650578
Syria,2004,-0.692041
Syria,2005,-0.75643
Syria,2006,-0.86861
Syria,2007,-1.04189
Syria,2008,-1.25567
Syria,2009,-1.32963
Syria,2010,-1.49947
Syria,2011,-1.96097
Syria,2012,-2.1126
Syria,2013,-2.15181
Syria,2014,-2.11351
Taiwan,1949,-0.106478
Taiwan,1950,-0.143754
Taiwan,1951,-0.158996
Taiwan,1952,-0.150342
Taiwan,1953,-0.110193
Taiwan,1954,-0.048578
Taiwan,1955,-0.000459
Taiwan,1956,0.067656
Taiwan,1957,0.110264
Taiwan,1958,0.151493
Taiwan,1959,0.173304
Taiwan,1960,0.175742
Taiwan,1961,0.219304
Taiwan,1962,0.249712
Taiwan,1963,0.26195
Taiwan,1964,0.260658
Taiwan,1965,0.243871
Taiwan,1966,0.211882
Taiwan,1967,0.170622
Taiwan,1968,0.103041
Taiwan,1969,0.027111
Taiwan,1970,-0.013758
Taiwan,1971,-0.024489
Taiwan,1972,-0.002078
Taiwan,1973,0.002012
Taiwan,1974,-0.016898
Taiwan,1975,-0.055964
Taiwan,1976,-0.121619
Taiwan,1977,-0.21792
Taiwan,1978,-0.154623
Taiwan,1979,-0.181423
Taiwan,1980,-0.242649
Taiwan,1981,-0.183026
Taiwan,1982,0.029803
Taiwan,1983,0.174341
Taiwan,1984,0.335787
Taiwan,1985,0.434148
Taiwan,1986,0.518784
Taiwan,1987,0.543566
Taiwan,1988,0.531007
Taiwan,1989,0.680425
Taiwan,1990,0.767165
Taiwan,1991,0.828227
Taiwan,1992,0.928587
Taiwan,1993,0.90194
Taiwan,1994,0.944449
Taiwan,1995,1.07599
Taiwan,1996,1.10661
Taiwan,1997,1.04712
Taiwan,1998,1.13721
Taiwan,1999,1.24153
Taiwan,2000,1.23391
Taiwan,2001,1.16762
Taiwan,2002,1.31409
Taiwan,2003,1.37328
Taiwan,2004,1.55037
Taiwan,2005,1.73447
Taiwan,2006,1.97054
Taiwan,2007,2.14207
Taiwan,2008,2.26069
Taiwan,2009,2.36058
Taiwan,2010,2.42739
Taiwan,2011,2.45707
Taiwan,2012,2.46571
Taiwan,2013,2.46746
Taiwan,2014,2.46602
Tajikistan,1991,-1.32484
Tajikistan,1992,-1.55331
Tajikistan,1993,-1.62114
Tajikistan,1994,-1.46723
Tajikistan,1995,-1.28058
Tajikistan,1996,-1.19128
Tajikistan,1997,-1.05257
Tajikistan,1998,-0.998254
Tajikistan,1999,-0.842828
Tajikistan,2000,-0.701013
Tajikistan,2001,-0.492311
Tajikistan,2002,-0.365753
Tajikistan,2003,-0.253981
Tajikistan,2004,-0.274121
Tajikistan,2005,-0.368434
Tajikistan,2006,-0.435455
Tajikistan,2007,-0.411751
Tajikistan,2008,-0.286316
Tajikistan,2009,-0.148139
Tajikistan,2010,-0.134241
Tajikistan,2011,-0.245041
Tajikistan,2012,-0.378916
Tajikistan,2013,-0.408912
Tajikistan,2014,-0.394282
Tanzania,1961,-0.104315
Tanzania,1962,-0.134376
Tanzania,1963,-0.207691
Tanzania,1964,-0.316091
Tanzania,1965,-0.196412
Tanzania,1966,-0.1093
Tanzania,1967,-0.061663
Tanzania,1968,-0.026968
Tanzania,1969,-0.023901
Tanzania,1970,0.016164
Tanzania,1971,0.03092
Tanzania,1972,0.017278
Tanzania,1973,-0.014745
Tanzania,1974,-0.067168
Tanzania,1975,-0.144501
Tanzania,1976,-0.253433
Tanzania,1977,-0.211798
Tanzania,1978,-0.018774
Tanzania,1979,0.162474
Tanzania,1980,0.231337
Tanzania,1981,0.216999
Tanzania,1982,0.164461
Tanzania,1983,0.08465
Tanzania,1984,0.12174
Tanzania,1985,0.196423
Tanzania,1986,0.166111
Tanzania,1987,0.053362
Tanzania,1988,-0.013495
Tanzania,1989,-0.059635
Tanzania,1990,-0.192378
Tanzania,1991,-0.072093
Tanzania,1992,0.130931
Tanzania,1993,0.025016
Tanzania,1994,0.017322
Tanzania,1995,-0.172983
Tanzania,1996,-0.337361
Tanzania,1997,-0.394249
Tanzania,1998,-0.383027
Tanzania,1999,-0.42144
Tanzania,2000,-0.54169
Tanzania,2001,-0.569358
Tanzania,2002,-0.324261
Tanzania,2003,-0.370744
Tanzania,2004,-0.386565
Tanzania,2005,-0.43486
Tanzania,2006,-0.290272
Tanzania,2007,-0.239321
Tanzania,2008,-0.200738
Tanzania,2009,-0.087446
Tanzania,2010,-0.171437
Tanzania,2011,-0.256773
Tanzania,2012,-0.281984
Tanzania,2013,-0.340642
Tanzania,2014,-0.329598
Thailand,1949,0.427086
Thailand,1950,0.437546
Thailand,1951,0.441733
Thailand,1952,0.432582
Thailand,1953,0.420821
Thailand,1954,0.387394
Thailand,1955,0.337325
Thailand,1956,0.333329
Thailand,1957,0.319704
Thailand,1958,0.289335
Thailand,1959,0.249053
Thailand,1960,0.252542
Thailand,1961,0.243564
Thailand,1962,0.277977
Thailand,1963,0.307502
Thailand,1964,0.326028
Thailand,1965,0.332514
Thailand,1966,0.326103
Thailand,1967,0.304175
Thailand,1968,0.279641
Thailand,1969,0.231996
Thailand,1970,0.176958
Thailand,1971,0.105973
Thailand,1972,0.014088
Thailand,1973,-0.099137
Thailand,1974,-0.240954
Thailand,1975,-0.424558
Thailand,1976,-0.663437
Thailand,1977,-0.658082
Thailand,1978,-0.75189
Thailand,1979,-0.843013
Thailand,1980,-0.795605
Thailand,1981,-0.763597
Thailand,1982,-0.695577
Thailand,1983,-0.611427
Thailand,1984,-0.481859
Thailand,1985,-0.355664
Thailand,1986,-0.430938
Thailand,1987,-0.369644
Thailand,1988,-0.301798
Thailand,1989,-0.213207
Thailand,1990,-0.291027
Thailand,1991,-0.284594
Thailand,1992,-0.468759
Thailand,1993,-0.335157
Thailand,1994,-0.203391
Thailand,1995,0.069656
Thailand,1996,0.017003
Thailand,1997,0.155779
Thailand,1998,0.184107
Thailand,1999,0.161238
Thailand,2000,0.006651
Thailand,2001,-0.137609
Thailand,2002,-0.277953
Thailand,2003,-0.554496
Thailand,2004,-0.882037
Thailand,2005,-1.16925
Thailand,2006,-1.24371
Thailand,2007,-1.21389
Thailand,2008,-1.11826
Thailand,2009,-1.05333
Thailand,2010,-1.18169
Thailand,2011,-1.09706
Thailand,2012,-0.969067
Thailand,2013,-0.811694
Thailand,2014,-0.775065
Timor,1995,0.328451
Timor,1996,0.308174
Timor,1997,0.317256
Timor,1998,0.338707
Timor,1999,0.328202
Timor,2000,0.360539
Timor,2001,0.366631
Timor,2002,0.362438
Timor,2003,0.315285
Timor,2004,0.214018
Timor,2005,0.09951
Timor,2006,-0.128552
Timor,2007,-0.088276
Timor,2008,0.235356
Timor,2009,0.34826
Timor,2010,0.468222
Timor,2011,0.496757
Timor,2012,0.461671
Timor,2013,0.445004
Timor,2014,0.447717
Togo,1960,0.626104
Togo,1961,0.656115
Togo,1962,0.672673
Togo,1963,0.677868
Togo,1964,0.691275
Togo,1965,0.692916
Togo,1966,0.681356
Togo,1967,0.665417
Togo,1968,0.640673
