Entity,Year,age-standardized_death_rate_per_100k_both_sexes,age-standardized_death_rate_per_100k_female,age-standardized_death_rate_per_100k_male,crude_death_rate_per_100k_both_sexes,crude_death_rate_per_100k_female,crude_death_rate_per_100k_male
Saint Lucia,2000,5.69,5.32,6.04,5.1,5.01,5.2
Saint Lucia,2001,5.53,5.04,6.33,5.06,3.72,6.45
Saint Lucia,2002,6.12,5.19,7.06,4.39,3.69,5.12
Saint Lucia,2003,7.83,6.2,9.76,7.48,6.11,8.89
Saint Lucia,2004,13.22,9.44,17.53,10.51,7.27,13.86
Saint Lucia,2005,10.59,2.06,20.19,9.79,2.4,17.47
Saint Lucia,2006,6.98,3.7,10.73,6.65,4.75,8.63
Saint Lucia,2008,12.87,8.01,18.4,12.35,8.1,16.76
Saint Lucia,2009,7.56,1.17,13.3,7.55,1.14,12.99
Saint Lucia,2010,9.65,4.06,15.87,10.34,4.52,16.34
Saint Lucia,2011,5.95,4.38,7.8,6.27,4.49,8.1
Saint Lucia,2012,7.43,4.04,10.97,7.93,4.46,11.5
Saint Lucia,2013,9.41,3.31,15.91,9.58,3.33,16.02
Saint Lucia,2014,7.04,2.11,12.24,7.85,2.21,13.67
Saint Lucia,2015,10.77,5.62,16.29,12.28,6.6,18.14
Saint Vincent and the Grenadines,1970,9.55,0.0,29.74,4.55,0.0,9.69
Saint Vincent and the Grenadines,1971,2.07,0.0,5.05,1.12,0.0,2.39
Saint Vincent and the Grenadines,1972,1.69,0.0,4.65,1.0,0.0,2.13
Saint Vincent and the Grenadines,1974,1.36,0.0,3.19,1.06,0.0,2.22
Saint Vincent and the Grenadines,1977,7.17,3.97,9.78,4.09,1.97,6.4
Saint Vincent and the Grenadines,1978,2.27,0.0,7.39,1.04,0.0,2.22
Saint Vincent and the Grenadines,1979,7.3,2.32,14.05,5.02,1.94,8.31
Saint Vincent and the Grenadines,1982,0.0,0.0,0.0,0.0,0.0,0.0
Saint Vincent and the Grenadines,1983,3.62,0.0,8.21,1.94,0.0,3.98
Saint Vincent and the Grenadines,1984,7.59,7.2,7.94,4.82,3.77,5.92
Saint Vincent and the Grenadines,1985,7.31,5.98,9.02,3.85,3.79,3.92
Saint Vincent and the Grenadines,1986,15.38,2.96,32.4,7.62,1.87,13.57
Saint Vincent and the Grenadines,1987,1.15,0.0,3.19,0.94,0.0,1.92
Saint Vincent and the Grenadines,1990,11.49,5.33,18.94,7.44,3.7,11.23
Saint Vincent and the Grenadines,1995,8.48,4.29,13.49,6.48,3.71,9.24
Saint Vincent and the Grenadines,1996,1.13,0.0,2.59,0.93,0.0,1.85
Saint Vincent and the Grenadines,1997,3.42,2.01,5.16,2.78,1.86,3.69
Saint Vincent and the Grenadines,1998,12.5,7.39,20.13,10.2,5.6,14.76
Saint Vincent and the Grenadines,1999,9.63,1.76,18.62,7.42,1.87,12.91
Saint Vincent and the Grenadines,2000,5.57,3.52,7.96,4.64,3.74,5.52
Saint Vincent and the Grenadines,2001,10.06,2.05,18.68,7.41,1.87,12.87
Saint Vincent and the Grenadines,2002,9.91,11.61,8.04,7.4,9.33,5.5
Saint Vincent and the Grenadines,2003,14.63,11.09,18.46,11.08,9.31,12.81
Saint Vincent and the Grenadines,2004,6.93,4.63,8.77,4.61,3.72,5.48
Saint Vincent and the Grenadines,2005,6.54,5.4,7.5,5.52,5.58,5.47
Saint Vincent and the Grenadines,2006,10.86,6.08,15.1,9.21,5.59,12.74
Saint Vincent and the Grenadines,2007,6.73,5.47,8.0,6.45,5.6,7.28
Saint Vincent and the Grenadines,2008,2.44,0.0,4.79,1.85,0.0,3.64
Saint Vincent and the Grenadines,2009,7.88,3.41,11.95,7.39,3.76,10.9
Saint Vincent and the Grenadines,2010,5.67,0.0,11.05,5.54,0.0,10.89
Saint Vincent and the Grenadines,2011,4.36,5.1,3.27,4.62,5.65,3.62
Saint Vincent and the Grenadines,2012,7.85,7.09,8.65,8.3,7.52,9.05
Saint Vincent and the Grenadines,2013,12.0,7.72,15.36,12.89,9.39,16.26
Saint Vincent and the Grenadines,2014,3.11,4.79,1.44,3.67,5.62,1.8
Saint Vincent and the Grenadines,2015,8.89,6.09,11.32,10.08,7.47,12.59
Saint Vincent and the Grenadines,2016,3.78,3.64,4.01,4.57,3.72,5.39
Saint Vincent and the Grenadines,2017,7.45,7.07,7.85,9.11,9.26,8.95
Sao Tome and Principe,1984,3.02,0.0,5.98,1.85,0.0,3.72
Sao Tome and Principe,1985,11.98,5.67,21.34,7.41,3.68,11.17
Sao Tome and Principe,1987,4.55,3.03,6.44,2.68,1.78,3.58
Serbia,1998,30.29,10.75,53.65,49.31,18.16,82.11
Serbia,1999,30.56,11.6,53.12,49.86,19.74,81.65
Serbia,2000,32.41,13.03,55.63,53.32,22.2,86.19
Serbia,2001,31.75,12.78,54.43,52.83,22.08,85.32
Serbia,2002,33.27,13.38,57.15,55.57,23.54,89.41
Serbia,2003,33.52,13.92,56.92,56.69,24.59,90.6
Serbia,2004,34.91,14.59,59.24,59.2,26.0,94.26
Serbia,2005,35.76,14.75,60.87,61.06,26.71,97.35
Serbia,2006,38.12,16.72,63.75,65.51,29.99,103.03
Serbia,2007,37.35,15.87,63.14,64.82,28.98,102.7
Serbia,2008,38.7,17.11,64.61,67.41,31.11,105.77
Serbia,2009,39.22,18.65,63.8,69.05,34.65,105.39
Serbia,2010,39.65,18.73,64.71,70.29,34.9,107.66
Serbia,2011,37.31,18.65,59.69,69.2,36.02,104.15
Serbia,2012,37.89,19.15,60.39,70.83,36.77,106.71
Serbia,2013,38.4,19.63,61.02,72.99,38.69,109.13
Serbia,2014,38.15,19.58,60.46,73.26,39.0,109.37
Serbia,2015,38.11,19.78,60.14,74.19,39.81,110.41
Serbia,2016,38.58,20.69,60.21,76.11,41.73,112.32
Serbia,2017,37.45,21.04,57.33,75.22,43.88,108.22
Serbia,2018,38.02,21.48,57.96,77.36,45.55,110.86
Serbia,2019,36.71,21.25,55.4,75.58,45.46,107.28
Serbia,2020,34.79,20.93,51.7,72.62,45.3,101.39
Seychelles,1985,25.93,0.0,59.85,18.4,0.0,36.92
Seychelles,1986,28.5,13.23,57.91,19.82,9.09,30.67
Seychelles,1987,27.39,14.72,61.59,21.08,12.01,30.21
Seychelles,2001,4.95,3.81,5.94,9.71,9.66,9.75
Seychelles,2002,15.46,18.71,15.79,10.7,7.1,14.35
Seychelles,2003,16.74,2.3,30.21,8.16,4.64,11.72
Seychelles,2004,18.42,18.92,23.13,19.45,9.12,29.87
Seychelles,2005,19.35,15.76,24.55,12.41,6.76,18.06
Seychelles,2006,18.71,0.0,35.2,10.05,0.0,20.01
Seychelles,2007,13.43,3.68,27.01,13.32,4.49,21.94
Seychelles,2008,8.53,1.97,17.6,14.37,6.77,21.68
Seychelles,2009,11.9,1.94,23.23,8.81,2.26,15.01
Seychelles,2010,6.87,7.6,9.41,5.48,2.26,8.49
Seychelles,2011,10.98,3.06,19.1,8.01,4.51,11.59
Seychelles,2012,13.14,7.54,21.52,7.93,4.45,11.54
Seychelles,2013,2.93,0.0,8.33,7.78,0.0,15.65
Seychelles,2014,9.29,1.74,18.88,10.95,6.51,15.46
Seychelles,2015,7.23,5.25,11.22,11.58,6.51,16.37
Seychelles,2016,9.55,3.04,14.8,8.36,6.45,10.16
Seychelles,2017,21.61,8.46,37.1,21.78,10.66,32.3
Seychelles,2019,8.03,5.63,10.55,11.27,6.26,16.11
Singapore,1963,22.22,12.57,31.67,11.25,6.35,15.82
Singapore,1964,20.13,10.01,30.43,10.21,4.83,15.24
Singapore,1965,22.15,11.95,34.67,10.71,6.02,15.1
Singapore,1966,22.98,14.59,34.62,10.65,7.24,13.86
Singapore,1967,23.52,13.2,37.61,11.58,6.98,15.92
Singapore,1968,24.85,14.82,35.61,12.67,7.57,17.5
Singapore,1969,22.46,11.32,36.49,11.36,5.93,16.52
Singapore,1970,25.28,12.16,39.74,13.93,6.82,20.71
Singapore,1971,28.53,14.9,43.04,15.87,8.44,22.97
Singapore,1972,28.78,13.33,48.94,15.97,7.81,23.77
Singapore,1973,28.01,14.2,43.21,16.11,8.52,23.37
Singapore,1974,32.54,18.11,50.45,18.57,10.87,25.95
Singapore,1975,31.25,14.28,51.69,18.36,8.71,27.61
Singapore,1976,35.12,16.94,57.76,20.67,10.39,30.55
Singapore,1977,36.47,18.54,58.92,22.0,11.66,31.95
Singapore,1978,37.23,20.59,56.47,22.27,12.66,31.53
Singapore,1979,40.4,17.28,69.08,24.71,11.21,37.71
Singapore,1980,39.39,19.72,61.78,24.61,13.11,35.64
Singapore,1981,40.8,21.14,63.15,25.62,13.95,36.83
Singapore,1982,39.09,20.57,59.53,25.2,13.87,36.1
Singapore,1983,42.28,21.34,66.53,26.94,14.51,38.89
Singapore,1984,40.16,20.73,63.73,26.21,14.59,37.4
Singapore,1985,40.28,21.81,62.51,27.17,15.86,38.07
Singapore,1986,38.93,22.97,57.19,26.76,17.02,36.15
Singapore,1987,42.45,21.55,68.68,29.89,16.61,42.7
Singapore,1988,34.55,19.84,53.07,25.59,16.07,34.86
Singapore,1989,41.19,22.08,64.5,30.82,18.06,43.24
Singapore,1990,35.51,18.81,55.09,26.94,15.71,37.87
Singapore,1991,36.19,17.69,57.67,27.91,14.92,40.59
Singapore,1992,34.55,17.81,54.31,27.09,15.31,38.64
Singapore,1993,33.67,20.64,49.0,26.72,17.91,35.38
Singapore,1994,33.91,18.97,51.43,27.1,16.6,37.47
Singapore,1995,33.77,18.8,51.6,27.64,16.81,38.38
Singapore,1996,33.45,18.17,51.49,27.8,16.62,38.9
Singapore,1997,33.83,19.67,50.5,28.53,18.3,38.7
Singapore,1998,35.0,20.17,52.63,30.06,18.95,41.15
Singapore,1999,33.22,16.65,53.33,29.04,15.98,42.11
Singapore,2000,30.77,15.69,49.03,27.43,15.62,39.27
Singapore,2001,30.9,18.75,45.61,28.47,19.01,37.98
Singapore,2002,29.64,16.86,44.96,28.02,17.66,38.47
Singapore,2003,26.67,14.34,41.28,25.97,15.62,36.44
Singapore,2004,28.23,15.44,43.95,28.84,17.39,40.45
Singapore,2005,26.78,15.1,40.95,27.91,17.3,38.68
Singapore,2006,26.91,16.11,40.3,28.9,19.0,38.99
Singapore,2007,26.5,15.54,40.25,28.52,18.64,38.58
Singapore,2008,27.44,15.31,42.75,30.31,18.59,42.26
Singapore,2009,26.34,16.12,39.42,30.18,20.48,40.11
Singapore,2010,23.34,13.13,35.91,27.79,17.53,38.31
Singapore,2011,23.34,14.31,34.78,29.06,19.62,38.75
Singapore,2012,23.89,14.83,35.45,30.98,21.1,41.17
Singapore,2013,23.18,13.94,34.54,31.45,20.68,42.56
Singapore,2014,22.5,13.07,34.07,31.67,20.22,43.52
Singapore,2015,21.99,13.51,32.26,32.31,21.9,43.1
Singapore,2016,19.91,11.72,30.18,30.18,19.36,41.41
Singapore,2017,19.07,11.32,28.55,30.26,19.58,41.37
Singapore,2018,18.44,10.46,28.36,30.44,18.74,42.64
Singapore,2019,16.58,10.72,23.72,28.69,20.08,37.68
Singapore,2020,17.26,10.18,25.74,30.66,19.65,42.17
Slovakia,1992,34.37,8.39,68.13,41.16,11.44,72.38
Slovakia,1993,34.12,8.04,68.15,41.13,10.99,72.84
Slovakia,1994,33.74,8.25,67.92,39.33,10.72,69.44
Slovakia,1995,35.22,7.74,72.27,41.52,10.47,74.23
Slovakia,1996,33.02,7.47,67.99,39.36,10.23,70.06
Slovakia,1997,33.05,8.48,66.6,39.88,11.69,69.61
Slovakia,1998,33.75,8.36,68.87,41.31,11.63,72.62
Slovakia,1999,32.59,8.96,65.21,40.18,12.45,69.47
Slovakia,2000,33.3,9.1,67.25,41.64,13.05,71.87
Slovakia,2001,30.99,8.37,62.79,39.15,12.29,67.59
Slovakia,2002,29.17,8.21,58.92,37.55,12.0,64.64
Slovakia,2003,28.4,8.82,55.69,37.22,13.66,62.2
Slovakia,2004,28.52,9.31,55.86,38.01,14.04,63.43
Slovakia,2005,28.6,8.79,57.13,38.78,13.49,65.59
Slovakia,2006,27.32,9.06,53.43,37.58,14.35,62.21
Slovakia,2007,26.7,9.08,52.1,37.48,14.73,61.58
Slovakia,2008,26.85,9.96,51.17,38.12,15.97,61.56
Slovakia,2009,26.34,10.33,49.34,38.0,16.77,60.45
Slovakia,2010,26.47,11.26,48.36,38.91,18.81,60.15
Slovakia,2012,26.16,10.66,48.5,40.61,18.64,63.75
Slovakia,2013,25.95,11.05,47.2,41.21,19.71,63.85
Slovakia,2014,24.65,11.18,44.1,40.12,20.41,60.86
Slovakia,2016,24.87,12.43,43.05,42.37,23.54,62.14
Slovakia,2017,23.87,11.75,41.32,41.59,22.62,61.49
Slovakia,2018,23.44,10.88,41.26,42.01,21.92,63.07
Slovakia,2019,21.23,10.72,35.88,38.43,21.64,56.02
Slovenia,1985,30.81,7.95,63.79,37.11,11.21,64.59
Slovenia,1986,30.44,9.0,61.35,36.82,12.62,62.49
Slovenia,1987,30.0,7.29,62.55,37.06,10.52,65.21
Slovenia,1988,31.2,8.4,65.73,38.12,11.67,66.19
Slovenia,1989,31.33,9.65,62.32,38.87,13.91,65.37
Slovenia,1990,33.81,9.28,68.29,42.65,13.5,73.59
Slovenia,1991,30.91,8.9,62.93,40.07,13.02,68.76
Slovenia,1992,32.61,9.47,65.79,43.33,14.8,73.62
Slovenia,1993,34.14,10.36,68.94,45.79,15.42,78.07
Slovenia,1994,33.39,9.73,67.52,45.04,14.83,77.15
Slovenia,1995,34.71,10.72,68.82,48.16,16.73,81.6
Slovenia,1996,32.77,10.1,65.76,45.6,15.95,76.88
Slovenia,1997,31.78,10.94,61.66,45.81,18.61,74.75
Slovenia,1998,31.56,10.01,62.84,46.2,16.3,78.03
Slovenia,1999,32.66,12.85,60.53,48.98,21.79,77.92
Slovenia,2000,30.97,11.53,59.09,47.09,19.42,76.52
Slovenia,2001,31.03,12.22,58.09,47.59,20.52,75.9
Slovenia,2002,30.49,13.22,54.81,47.5,22.75,73.35
Slovenia,2003,31.46,13.97,56.34,50.73,25.41,77.14
Slovenia,2004,31.61,12.7,57.85,52.08,24.32,81.06
Slovenia,2005,32.48,14.59,56.73,53.92,26.84,82.14
Slovenia,2006,31.39,13.55,55.37,52.63,25.13,81.15
Slovenia,2007,32.39,14.76,55.79,55.91,29.0,83.61
Slovenia,2008,31.01,14.76,52.66,53.74,28.53,79.33
Slovenia,2009,28.22,14.28,46.76,50.43,28.82,72.45
Slovenia,2010,30.06,14.92,50.28,54.7,30.54,79.33
Slovenia,2011,29.4,15.73,47.34,54.18,31.92,76.91
Slovenia,2012,29.14,16.13,45.7,54.57,33.4,76.17
Slovenia,2013,27.3,16.03,41.99,52.06,32.61,71.89
Slovenia,2014,28.98,17.69,43.48,56.7,37.68,76.07
Slovenia,2015,28.95,15.82,45.59,57.78,34.21,81.76
Slovenia,2016,28.74,16.96,43.3,58.37,37.78,79.31
Slovenia,2017,28.73,19.56,40.44,59.82,43.93,75.93
Slovenia,2018,27.41,19.36,37.93,58.02,43.48,72.75
Slovenia,2019,26.11,16.89,37.41,59.27,41.86,77.07
Slovenia,2020,25.65,17.39,35.45,56.57,42.84,70.18
South Africa,1996,16.97,9.12,26.5,9.78,5.53,14.15
South Africa,1997,15.99,8.5,25.05,9.33,5.2,13.55
South Africa,1998,16.69,8.99,26.01,9.83,5.56,14.16
South Africa,1999,16.91,8.62,27.07,9.98,5.41,14.6
South Africa,2000,15.89,8.43,25.3,9.33,5.27,13.46
South Africa,2001,16.09,8.46,25.7,9.65,5.46,13.91
South Africa,2002,15.51,8.01,25.05,9.38,5.24,13.6
South Africa,2003,15.29,8.34,24.06,9.31,5.48,13.21
South Africa,2004,16.08,8.81,25.63,9.79,5.89,13.78
South Africa,2005,16.03,9.08,25.35,9.65,5.96,13.41
South Africa,2006,15.37,9.05,23.83,9.36,6.03,12.77
South Africa,2007,15.4,8.7,24.46,9.55,5.96,13.21
South Africa,2008,14.52,8.41,22.85,9.28,5.88,12.91
South Africa,2009,15.13,8.72,23.85,9.48,6.03,13.02
South Africa,2010,14.78,8.59,23.53,9.2,5.94,12.54
South Africa,2011,14.57,8.53,22.97,9.27,6.04,12.56
South Africa,2012,14.96,8.38,24.08,9.73,6.06,13.45
South Africa,2013,14.51,8.55,22.6,9.6,6.25,12.99
South Africa,2014,14.46,8.45,22.8,9.62,6.23,13.08
South Africa,2015,15.01,8.86,23.58,10.11,6.6,13.7
South Africa,2016,15.96,9.43,25.15,10.86,7.16,14.66
South Africa,2017,15.16,9.15,23.51,10.58,7.12,14.14
South Africa,2018,14.73,8.9,22.86,10.44,7.04,13.93
South Korea,1985,10.82,4.89,19.09,7.21,3.7,10.71
South Korea,1986,12.01,5.49,21.25,7.87,4.1,11.57
South Korea,1987,12.66,5.55,22.53,8.61,4.27,12.87
South Korea,1988,14.12,6.36,25.01,9.76,5.0,14.46
South Korea,1989,15.4,6.65,27.73,10.81,5.31,16.25
South Korea,1990,16.28,7.22,29.15,11.73,5.95,17.44
South Korea,1991,17.48,7.3,32.0,12.79,6.08,19.41
South Korea,1992,20.61,9.14,37.35,15.28,7.8,22.66
South Korea,1993,22.21,9.93,40.13,16.63,8.55,24.6
South Korea,1994,24.13,10.66,44.15,18.44,9.33,27.43
South Korea,1995,24.43,10.58,45.57,18.84,9.65,27.95
South Korea,1996,24.64,10.8,45.57,19.47,10.07,28.79
South Korea,1997,25.66,11.45,47.36,20.87,10.99,30.67
South Korea,1998,24.62,10.67,45.87,20.66,10.55,30.69
South Korea,1999,25.64,11.1,47.73,22.13,11.31,32.85
South Korea,2000,27.68,12.09,51.7,24.46,12.67,36.15
South Korea,2001,27.65,12.02,51.93,25.06,12.94,37.08
South Korea,2002,28.05,12.61,51.92,26.23,14.0,38.36
South Korea,2003,27.15,12.18,50.36,26.36,14.07,38.58
South Korea,2004,27.16,11.9,50.58,27.44,14.26,40.55
South Korea,2005,26.99,12.15,49.67,28.37,15.1,41.57
South Korea,2006,26.49,11.46,49.54,28.85,14.81,42.83
South Korea,2007,25.74,11.38,47.67,29.19,15.32,42.99
South Korea,2008,25.3,11.28,46.69,29.94,15.79,44.02
South Korea,2009,24.36,11.14,44.13,30.04,16.25,43.78
South Korea,2010,24.39,11.07,44.27,31.33,16.9,45.71
South Korea,2011,23.68,11.0,42.54,31.66,17.44,45.86
South Korea,2012,23.68,10.77,42.8,33.08,17.8,48.34
South Korea,2013,23.21,10.71,41.6,33.97,18.43,49.52
South Korea,2014,22.54,10.25,40.59,34.36,18.33,50.39
South Korea,2015,21.5,9.96,38.1,34.15,18.52,49.8
South Korea,2016,21.22,9.31,38.28,35.14,18.13,52.19
South Korea,2017,20.21,8.96,36.13,35.1,18.35,51.89
South Korea,2018,19.08,8.48,33.99,34.8,18.15,51.51
South Korea,2019,18.98,8.49,33.55,36.18,18.95,53.49
Spain,1951,4.78,2.45,8.13,4.45,2.49,6.54
Spain,1952,5.77,2.55,9.92,5.59,2.66,8.72
Spain,1953,5.84,2.59,10.09,5.66,2.69,8.83
Spain,1954,6.79,3.1,11.58,6.63,3.25,10.23
Spain,1955,7.49,3.07,13.23,7.4,3.25,11.81
Spain,1956,8.22,3.51,14.28,8.16,3.72,12.88
Spain,1957,8.68,3.93,14.84,8.68,4.2,13.45
Spain,1958,8.56,3.59,15.03,8.66,3.87,13.75
Spain,1959,8.86,3.65,15.51,9.05,3.96,14.47
Spain,1960,10.5,4.34,18.35,10.82,4.71,17.31
Spain,1961,10.44,3.87,18.76,10.87,4.26,17.88
Spain,1962,11.24,4.09,20.35,11.76,4.53,19.42
Spain,1963,10.99,4.08,19.76,11.69,4.58,19.3
Spain,1964,11.05,3.89,20.14,11.92,4.43,19.96
Spain,1965,11.57,4.09,21.12,12.57,4.73,20.98
Spain,1966,12.04,4.27,21.97,13.16,4.91,22.02
Spain,1967,12.46,4.6,22.54,13.76,5.31,22.83
Spain,1968,13.0,4.5,23.66,14.51,5.32,24.2
Spain,1969,12.82,4.34,23.67,14.54,5.19,24.6
Spain,1970,13.37,4.54,24.79,15.07,5.47,25.15
Spain,1971,13.86,4.6,25.8,15.86,5.62,26.59
Spain,1972,14.14,4.42,26.71,16.39,5.46,27.86
Spain,1973,14.87,4.57,28.22,17.23,5.75,29.28
Spain,1974,15.71,4.71,29.99,18.21,5.86,31.19
Spain,1975,17.06,4.68,33.21,19.76,5.91,34.29
Spain,1976,16.48,4.22,32.44,19.59,5.48,34.3
Spain,1977,17.5,4.68,34.05,20.9,6.11,36.27
Spain,1978,18.25,4.44,36.06,21.93,5.84,38.62
Spain,1979,19.12,4.46,38.0,23.21,6.02,41.06
Spain,1980,18.68,4.42,37.18,23.36,6.14,41.25
Spain,1981,19.89,4.31,40.04,25.13,6.02,44.96
Spain,1982,20.18,4.18,40.72,25.89,6.02,46.5
Spain,1983,20.81,4.42,41.92,27.06,6.45,48.42
Spain,1984,21.62,3.95,44.24,28.52,5.96,51.9
Spain,1985,22.05,4.22,44.87,29.47,6.45,53.33
Spain,1986,22.3,4.19,45.36,30.18,6.49,54.7
Spain,1987,23.48,4.25,47.99,32.31,6.65,58.94
Spain,1988,24.38,3.93,50.4,33.89,6.18,62.65
Spain,1989,24.83,3.96,51.25,35.04,6.37,64.79
Spain,1990,25.11,4.04,51.71,35.89,6.65,66.22
Spain,1991,25.65,4.31,52.61,37.21,7.07,68.47
Spain,1992,26.11,4.18,53.81,38.56,7.02,71.44
Spain,1993,26.33,4.21,54.08,39.85,7.28,73.79
Spain,1994,26.69,4.36,54.78,40.96,7.48,75.87
Spain,1995,27.11,4.53,55.41,42.11,7.89,77.8
Spain,1996,26.33,4.49,53.64,41.43,7.87,76.46
Spain,1997,26.35,4.78,53.43,42.23,8.4,77.57
Spain,1998,26.94,4.95,54.46,43.72,8.84,80.18
Spain,1999,26.91,4.95,54.13,43.98,8.88,80.64
Spain,2000,26.25,5.24,52.02,43.22,9.2,78.68
Spain,2001,26.82,5.39,53.19,44.85,9.46,81.67
Spain,2002,26.24,5.73,51.4,43.84,10.07,78.93
Spain,2003,26.57,5.98,51.82,44.76,10.59,80.17
Spain,2004,26.67,6.48,51.23,44.72,11.25,79.34
Spain,2005,25.92,6.32,49.87,44.05,11.22,77.91
Spain,2006,26.09,6.76,49.56,44.32,11.81,77.76
Spain,2007,26.0,6.95,49.15,44.55,12.32,77.61
Spain,2008,25.78,7.48,48.01,44.33,13.21,76.24
Spain,2009,25.6,7.62,47.46,44.47,13.45,76.29
Spain,2010,25.59,8.33,46.61,45.05,14.77,76.23
Spain,2011,25.43,8.33,46.22,45.74,15.29,77.2
Spain,2012,25.34,8.85,45.17,46.0,16.14,76.7
Spain,2013,24.95,9.27,43.81,46.55,17.38,76.64
Spain,2014,24.09,9.0,42.18,45.79,17.18,75.36
Spain,2015,24.09,9.61,41.48,46.6,18.49,75.69
Spain,2016,24.2,9.8,41.44,47.58,19.22,77.0
Spain,2017,23.61,10.21,39.7,47.54,20.47,75.64
Spain,2018,23.25,10.19,38.89,47.41,20.82,75.04
Spain,2019,22.58,10.32,37.32,46.72,21.12,73.34
Spain,2020,22.01,10.42,35.93,46.28,21.96,71.59
Sri Lanka,1955,0.51,0.26,0.7,0.31,0.17,0.44
Sri Lanka,1956,0.79,0.46,1.05,0.43,0.26,0.57
Sri Lanka,1957,0.74,0.5,0.94,0.4,0.28,0.52
Sri Lanka,1958,0.92,0.78,1.05,0.54,0.43,0.65
Sri Lanka,1959,0.9,0.56,1.18,0.51,0.31,0.69
Sri Lanka,1960,0.98,0.72,1.2,0.57,0.41,0.71
Sri Lanka,1961,0.92,0.79,1.01,0.5,0.44,0.56
Sri Lanka,1962,0.7,0.45,0.9,0.37,0.22,0.51
Sri Lanka,1963,1.01,0.96,1.04,0.64,0.61,0.67
Sri Lanka,1964,1.05,1.07,1.04,0.64,0.61,0.66
Sri Lanka,1965,1.08,1.06,1.1,0.64,0.6,0.68
Sri Lanka,1966,1.12,0.7,1.48,0.69,0.4,0.95
Sri Lanka,1967,1.2,1.2,1.2,0.71,0.66,0.76
Sri Lanka,1968,1.21,0.95,1.42,0.74,0.54,0.93
Sri Lanka,1977,1.29,0.64,1.86,0.83,0.42,1.22
Sri Lanka,1980,1.35,0.89,1.77,0.8,0.5,1.08
Sri Lanka,1981,1.15,0.57,1.64,0.73,0.34,1.09
Sri Lanka,1983,1.47,0.74,2.14,0.93,0.46,1.39
Sri Lanka,1984,1.42,0.65,2.11,0.9,0.43,1.35
Sri Lanka,1985,1.52,0.86,2.12,0.97,0.54,1.38
Sri Lanka,1986,1.93,0.7,3.04,1.23,0.43,2.01
Sri Lanka,1996,2.95,1.64,4.31,2.32,1.32,3.32
Sri Lanka,1997,2.15,0.95,3.4,1.72,0.78,2.65
Sri Lanka,1998,2.33,1.01,3.74,1.91,0.87,2.95
Sri Lanka,1999,2.56,0.96,4.25,2.12,0.84,3.4
Sri Lanka,2000,3.09,1.47,4.81,2.64,1.3,3.98
Sri Lanka,2001,3.32,1.47,5.32,2.83,1.28,4.4
Sri Lanka,2002,2.94,1.22,4.83,2.58,1.13,4.06
Sri Lanka,2003,3.32,1.55,5.28,2.99,1.47,4.52
Sri Lanka,2004,4.03,1.86,6.49,3.65,1.79,5.56
Sri Lanka,2005,3.96,2.11,6.07,3.67,2.04,5.34
Sri Lanka,2006,4.14,1.94,6.68,3.86,1.9,5.88
Sri Lanka,2007,4.85,2.44,7.68,4.6,2.42,6.85
Sri Lanka,2009,5.24,2.41,8.63,5.12,2.47,7.91
Sri Lanka,2010,4.94,2.09,8.41,4.9,2.19,7.74
Sri Lanka,2011,5.85,2.9,9.5,5.98,3.11,9.02
Sri Lanka,2012,5.13,2.81,7.99,5.45,3.15,7.9
Sri Lanka,2013,5.51,2.74,8.95,5.97,3.1,9.02
Sri Lanka,2014,5.52,2.92,8.8,6.09,3.38,9.01
Suriname,1963,7.93,4.82,10.99,4.17,2.56,5.79
Suriname,1964,2.4,2.23,2.37,1.25,1.24,1.25
Suriname,1965,4.21,3.47,4.93,2.43,1.82,3.05
Suriname,1966,3.65,3.68,3.54,1.77,1.77,1.78
Suriname,1971,4.7,6.17,3.31,2.7,3.78,1.62
Suriname,1975,4.06,1.06,7.06,2.22,0.55,3.9
Suriname,1976,6.69,3.04,10.43,3.24,1.62,4.86
Suriname,1977,4.3,2.96,5.66,2.43,1.62,3.25
Suriname,1978,6.5,1.0,11.97,3.48,0.53,6.43
Suriname,1979,6.95,3.6,10.38,3.9,2.25,5.53
Suriname,1980,8.04,4.26,11.56,4.17,1.12,7.16
Suriname,1981,6.43,5.03,7.98,3.61,2.81,4.39
Suriname,1982,12.72,4.58,24.61,6.66,2.72,10.76
Suriname,1984,9.43,2.8,18.4,5.13,1.6,8.72
Suriname,1985,6.89,6.71,7.97,3.73,3.69,3.77
Suriname,1986,5.18,0.78,9.93,3.47,0.54,6.3
Suriname,1987,7.28,3.2,11.75,4.46,2.14,6.7
Suriname,1988,6.27,2.29,10.71,3.86,1.57,6.07
Suriname,1989,8.02,5.37,11.28,5.04,3.59,6.44
Suriname,1990,10.8,7.32,15.57,6.25,4.46,8.08
Suriname,1991,6.81,4.31,9.76,4.36,2.95,5.72
Suriname,1992,7.57,5.55,9.73,4.75,3.87,5.61
Suriname,1995,4.61,3.26,6.04,3.85,3.22,4.46
Suriname,1996,4.38,1.16,8.32,2.9,0.91,4.84
Suriname,1997,3.78,1.89,5.97,2.42,1.34,3.48
Suriname,1998,6.72,5.76,7.92,4.78,4.4,5.16
Suriname,1999,6.92,2.42,11.22,4.73,1.74,7.23
Suriname,2000,11.73,5.27,19.38,8.07,3.86,12.19
Suriname,2001,10.57,4.16,17.81,7.34,2.97,11.64
Suriname,2002,11.59,4.81,19.67,8.29,3.77,12.74
