Entity,Year,Increase in life expectancy by hours per day (OWID calculations based on UN Population Division (2017 Revision)),Increase in life expectancy by months per year (OWID calculations based on UN Population Division (2017 Revision)),Increase in life expectancy (hours per day) between 1950-2015 (OWID calculations based on UN Population Division (2017 Revision))
Middle-income countries,2010,8.6207886,4.3103943,
Middle-income countries,2015,6.892786,3.4463928,10.486522
Moldova,1950,,,0
Moldova,1955,9.3743954,4.6871977,
Moldova,1960,9.1055965,4.5527983,
Moldova,1965,8.9328003,4.4664001,
Moldova,1970,5.7071962,2.8535981,
Moldova,1975,.78720707,.3936035,
Moldova,1980,-1.2384155,-.61920774,
Moldova,1985,6.6192265,3.309613,
Moldova,1990,6.3023801,3.1511903,
Moldova,1995,-3.7248049,-1.8624023,
Moldova,2000,.66719973,.33359987,
Moldova,2005,3.9072142,1.9536072,
Moldova,2010,8.6207886,4.3103943,
Moldova,2015,8.8896236,4.4448118,4.9192619
Mongolia,1950,,,0
Mongolia,1955,8.7456112,4.3728056,
Mongolia,1960,19.420788,9.7103939,
Mongolia,1965,19.5312,9.7656002,
Mongolia,1970,13.934399,6.9671998,
Mongolia,1975,6.8736148,3.4368072,
Mongolia,1980,.67199707,.33599854,
Mongolia,1985,6.9887881,3.4943938,
Mongolia,1990,9.0048161,4.502408,
Mongolia,1995,4.5263853,2.2631927,
Mongolia,2000,7.9584045,3.9792023,
Mongolia,2005,10.727985,5.3639922,
Mongolia,2010,10.939234,5.4696169,
Mongolia,2015,8.1791744,4.0895872,9.8078766
Montenegro,1950,,,0
Montenegro,1955,7.5264034,3.763202,
Montenegro,1960,14.779194,7.3895965,
Montenegro,1965,15.369617,7.6848083,
Montenegro,1970,13.953589,6.9767942,
Montenegro,1975,10.137598,5.068799,
Montenegro,1980,5.2271852,2.6135926,
Montenegro,1985,4.0848265,2.0424132,
Montenegro,1990,3.1007814,1.5503906,
Montenegro,1995,-2.5296021,-1.264801,
Montenegro,2000,-4.1856079,-2.092804,
Montenegro,2005,1.8816285,.9408142,
Montenegro,2010,7.9679813,3.9839904,
Montenegro,2015,7.9584231,3.9792113,6.5593858
More developed regions,1950,,,0
More developed regions,1955,14.711994,7.3559966,
More developed regions,1960,11.126404,5.5632019,
More developed regions,1965,5.8224239,2.9112122,
More developed regions,1970,3.5759764,1.7879883,
More developed regions,1975,4.0512085,2.0256042,
More developed regions,1980,4.0943851,2.0471923,
More developed regions,1985,4.9104128,2.4552064,
More developed regions,1990,3.0671997,1.5335999,
More developed regions,1995,1.6799927,.83999634,
More developed regions,2000,3.3888063,1.6944031,
More developed regions,2005,5.1264038,2.5632019,
More developed regions,2010,7.2191892,3.6095948,
More developed regions,2015,5.7072144,2.8536072,5.7293549
Morocco,1950,,,0
Morocco,1955,7.0656009,3.5328002,
Morocco,1960,9.3552055,4.6776032,
Morocco,1965,10.247992,5.1239958,
Morocco,1970,9.4992008,4.7496004,
Morocco,1975,9.2160091,4.6080046,
Morocco,1980,14.726403,7.3632021,
Morocco,1985,18.763203,9.3816013,
Morocco,1990,15.667199,7.8336,
Morocco,1995,10.151989,5.075995,
Morocco,2000,8.995203,4.4976015,
Morocco,2005,13.123206,6.5616026,
Morocco,2010,12.206397,6.1031981,
Morocco,2015,7.5551877,3.7775941,11.274831
Mozambique,1950,,,0
Mozambique,1955,10.915192,5.4575958,
Mozambique,1960,11.880011,5.9400053,
Mozambique,1965,10.310394,5.1551971,
Mozambique,1970,10.065601,5.0328002,
Mozambique,1975,10.756805,5.3784027,
Mozambique,1980,1.9247864,.96239316,
Mozambique,1985,-.99838257,-.49919128,
Mozambique,1990,5.8079958,2.9039979,
Mozambique,1995,12.3648,6.1824007,
Mozambique,2000,13.713593,6.8567963,
Mozambique,2005,14.4672,7.2335997,
Mozambique,2010,16.022408,8.0112028,
Mozambique,2015,14.4672,7.2335997,10.130585
Myanmar,1950,,,0
Myanmar,1955,27.695984,13.847992,
Myanmar,1960,17.577614,8.788806,
Myanmar,1965,20.414391,10.207196,
Myanmar,1970,19.305595,9.6527987,
Myanmar,1975,9.4320011,4.7160006,
Myanmar,1980,9.71521,4.857605,
Myanmar,1985,9.2447929,4.6223969,
Myanmar,1990,8.8272038,4.4136019,
Myanmar,1995,8.2560062,4.1280031,
Myanmar,2000,8.0159912,4.0079956,
Myanmar,2005,7.0272031,3.5136018,
Myanmar,2010,7.5888062,3.7944031,
Myanmar,2015,6.1727786,3.0863891,12.251814
Namibia,1950,,,0
Namibia,1955,15.931202,7.9656005,
Namibia,1960,16.051189,8.0255947,
Namibia,1965,14.251209,7.1256042,
Namibia,1970,11.803198,5.9015989,
Namibia,1975,13.2672,6.6335998,
Namibia,1980,11.611195,5.8055968,
Namibia,1985,9.9023991,4.9511995,
Namibia,1990,9.3840084,4.6920042,
Namibia,1995,-6.465601,-3.2328002,
Namibia,2000,-22.003197,-11.001599,
Namibia,2005,-9.8160095,-4.9080048,
Namibia,2010,22.204796,11.102399,
Namibia,2015,26.846413,13.423205,8.689846
Nepal,1950,,,0
Nepal,1955,.45600584,.22800294,
Nepal,1960,5.1599855,2.5799928,
Nepal,1965,11.232,5.6160002,
Nepal,1970,14.4336,7.2167997,
Nepal,1975,13.871998,6.9359984,
Nepal,1980,15.014411,7.507205,
Nepal,1985,17.279991,8.6399965,
Nepal,1990,19.670399,9.8351994,
Nepal,1995,20.491203,10.245603,
Nepal,2000,18.513611,9.2568054,
Nepal,2005,15.124805,7.5624022,
Nepal,2010,11.409595,5.7047973,
Nepal,2015,9.4703979,4.735199,13.240616
Netherlands,1950,,,0
Netherlands,1955,5.2799931,2.6399963,
Netherlands,1960,3.6335814,1.8167908,
Netherlands,1965,1.3776124,.68880618,
Netherlands,1970,1.2143922,.60719603,
Netherlands,1975,3.8256226,1.9128113,
Netherlands,1980,5.2031984,2.6015992,
Netherlands,1985,3.7103758,1.855188,
Netherlands,1990,2.5487914,1.2743957,
Netherlands,1995,2.5680175,1.2840087,
Netherlands,2000,3.1631835,1.5815918,
Netherlands,2005,5.8272219,2.9136109,
Netherlands,2010,6.7007809,3.3503907,
Netherlands,2015,4.38241,2.1912048,3.8027062
New Caledonia,1950,,,0
New Caledonia,1955,17.534401,8.7671995,
New Caledonia,1960,17.48159,8.7407961,
New Caledonia,1965,15.427204,7.7136016,
New Caledonia,1970,13.5648,6.7824006,
New Caledonia,1975,11.923187,5.9615936,
New Caledonia,1980,10.483191,5.2415953,
New Caledonia,1985,9.2304192,4.6152101,
New Caledonia,1990,8.0975838,4.0487914,
New Caledonia,1995,7.0272217,3.5136108,
New Caledonia,2000,6.2351804,3.1175904,
New Caledonia,2005,5.5776119,2.7888062,
New Caledonia,2010,5.2608032,2.6304016,
New Caledonia,2015,4.9824095,2.4912047,10.217354
New Zealand,1950,,,0
New Zealand,1955,4.7759762,2.3879883,
New Zealand,1960,3.3744142,1.687207,
New Zealand,1965,1.08479,.542395,
New Zealand,1970,1.1568236,.57841188,
New Zealand,1975,3.3023806,1.6511902,
New Zealand,1980,5.0592041,2.5296021,
New Zealand,1985,4.0608034,2.0304017,
New Zealand,1990,6.2640018,3.1320007,
New Zealand,1995,7.8191891,3.9095948,
New Zealand,2000,6.4079952,3.2039979,
New Zealand,2005,6.7680173,3.3840089,
New Zealand,2010,5.3904057,2.6952026,
New Zealand,2015,4.1855717,2.0927856,4.5884285
Nicaragua,1950,,,0
Nicaragua,1955,13.430401,6.7152009,
Nicaragua,1960,15.283192,7.6415954,
Nicaragua,1965,15.724804,7.8624024,
Nicaragua,1970,16.219208,8.1096039,
Nicaragua,1975,13.727985,6.8639922,
Nicaragua,1980,9.4272041,4.7136016,
Nicaragua,1985,10.372797,5.1863985,
Nicaragua,1990,16.795204,8.3976011,
Nicaragua,1995,15.561622,7.7808104,
Nicaragua,2000,11.18877,5.5943847,
Nicaragua,2005,10.526403,5.2632017,
Nicaragua,2010,8.4671993,4.2335997,
Nicaragua,2015,6.960022,3.480011,12.591139
Niger,1950,,,0
Niger,1955,1.056006,.52800292,
Niger,1960,1.9871888,.99359435,
Niger,1965,1.8384156,.91920775,
Niger,1970,2.1887879,1.094394,
Niger,1975,4.9007998,2.4503999,
Niger,1980,9.8736153,4.9368072,
Niger,1985,10.934399,5.4671998,
Niger,1990,11.039997,5.5199981,
Niger,1995,14.971198,7.4855986,
Niger,2000,15.432,7.7160006,
Niger,2005,15.614391,7.8071961,
Niger,2010,17.812813,8.9064054,
Niger,2015,13.579193,6.7895966,9.3252926
Nigeria,1950,,,0
Nigeria,1955,7.7568054,3.8784027,
Nigeria,1960,10.713593,5.3567963,
Nigeria,1965,10.056005,5.0280027,
Nigeria,1970,9.1200066,4.5600038,
Nigeria,1975,10.636799,5.318399,
Nigeria,1980,10.296001,5.1480012,
Nigeria,1985,3.8111937,1.905597,
Nigeria,1990,-1.0896058,-.54480284,
Nigeria,1995,-.22078858,-.11039428,
Nigeria,2000,1.9871888,.99359435,
Nigeria,2005,9.5039978,4.7519989,
Nigeria,2010,12.484809,6.242404,
Nigeria,2015,10.262402,5.1312013,7.3321853
North Korea,1950,,,0
North Korea,1955,75.700806,37.850399,
North Korea,1960,27.883209,13.941605,
North Korea,1965,14.241596,7.1207976,
North Korea,1970,25.881592,12.940796,
North Korea,1975,18.830402,9.4152012,
North Korea,1980,12.513592,6.2567964,
North Korea,1985,8.2272224,4.1136107,
North Korea,1990,9.5808105,4.7904053,
North Korea,1995,-16.123207,-8.0616026,
North Korea,2000,-6.0912228,-3.0456116,
North Korea,2005,14.980811,7.4904051,
North Korea,2010,5.6783934,2.8391967,
North Korea,2015,9.0480099,4.5240049,15.411693
Northern Africa,1950,,,0
Northern Africa,1955,16.828804,8.4144011,
Northern Africa,1960,14.975994,7.4879975,
Northern Africa,1965,12.599999,6.3000002,
Northern Africa,1970,10.550409,5.2752047,
Northern Africa,1975,12.071998,6.0359983,
Northern Africa,1980,16.324806,8.1624022,
Northern Africa,1985,16.420788,8.2103939,
Northern Africa,1990,11.3328,5.6664,
Northern Africa,1995,8.102417,4.0512085,
Northern Africa,2000,7.9968014,3.9984009,
Northern Africa,2005,7.7615848,3.8807921,
Northern Africa,2010,7.7760129,3.8880067,
Northern Africa,2015,6.004797,3.0023987,11.442093
Northern America,1950,,,0
Northern America,1955,5.1599855,2.5799928,
Northern America,1960,3.4464111,1.7232056,
Northern America,1965,1.4783936,.73919678,
Northern America,1970,2.9375978,1.4687989,
Northern America,1975,7.3056149,3.6528077,
Northern America,1980,7.5792117,3.7896056,
Northern America,1985,3.8543701,1.9271851,
Northern America,1990,2.9760132,1.4880066,
Northern America,1995,3.9551878,1.977594,
Northern America,2000,3.6768312,1.8384155,
Northern America,2005,4.2143917,2.1071961,
Northern America,2010,4.3055782,2.1527894,
Northern America,2015,3.5088136,1.7544067,4.1844926
Northern Europe,1950,,,0
Northern Europe,1955,8.9423943,4.4711976,
Northern Europe,1960,5.1359987,2.5679994,
Northern Europe,1965,2.9856081,1.4928039,
Northern Europe,1970,2.784009,1.3920044,
Northern Europe,1975,2.6735964,1.3367981,
Northern Europe,1980,4.147192,2.0735962,
Northern Europe,1985,4.6608028,2.3304017,
Northern Europe,1990,3.743994,1.8719971,
Northern Europe,1995,4.0224247,2.0112121,
Northern Europe,2000,5.539197,2.7695985,
Northern Europe,2005,6.0815921,3.0407958,
Northern Europe,2010,6.4127927,3.2063966,
Northern Europe,2015,5.3664188,2.6832092,4.8073864
Norway,1950,,,0
Norway,1955,4.4304199,2.21521,
Norway,1960,1.142395,.57119751,
Norway,1965,.75838619,.37919313,
Norway,1970,2.3328004,1.1664002,
Norway,1975,3.4368162,1.7184082,
Norway,1980,4.0367794,2.0183899,
Norway,1985,2.0352173,1.0176086,
Norway,1990,2.9183717,1.4591858,
Norway,1995,5.0592041,2.5296021,
Norway,2000,4.8480101,2.424005,
Norway,2005,5.6544065,2.8272033,
Norway,2010,5.6111937,2.8055968,
Norway,2015,4.2047977,2.1023986,3.574523
Oceania,1950,,,0
Oceania,1955,9.235199,4.6175995,
Oceania,1960,6.5183902,3.2591949,
Oceania,1965,4.4783936,2.2391968,
Oceania,1970,5.7696171,2.8848083,
Oceania,1975,7.9872074,3.9936035,
Oceania,1980,8.9663811,4.483191,
Oceania,1985,6.3840084,3.1920044,
Oceania,1990,6.1391964,3.0695984,
Oceania,1995,6.7776127,3.3888061,
Oceania,2000,6.1583862,3.0791931,
Oceania,2005,7.0368161,3.5184083,
Oceania,2010,5.4239864,2.7119935,
Oceania,2015,4.0464115,2.0232055,6.5324316
Oman,1950,,,0
Oman,1955,19.919991,9.9599943,
Oman,1960,20.784008,10.392004,
Oman,1965,19.166401,9.5832005,
Oman,1970,17.496002,8.7480011,
Oman,1975,21.335999,10.667999,
Oman,1980,24.014391,12.007196,
Oman,1985,19.953606,9.9768038,
Oman,1990,15.676795,7.838397,
Oman,1995,12.432018,6.2160096,
Oman,2000,11.30398,5.6519899,
Oman,2005,10.104015,5.0520082,
Oman,2010,7.022388,3.5111938,
Oman,2015,5.313611,2.6568055,15.732555
Pakistan,1950,,,0
Pakistan,1955,26.361586,13.180792,
Pakistan,1960,25.089607,12.544803,
Pakistan,1965,20.424004,10.212003,
Pakistan,1970,15.921607,7.960803,
Pakistan,1975,11.457586,5.7287931,
Pakistan,1980,8.3904057,4.1952028,
Pakistan,1985,7.5503902,3.7751954,
Pakistan,1990,7.2240047,3.6120026,
Pakistan,1995,6.6528072,3.3264039,
Pakistan,2000,6.1968021,3.0984008,
Pakistan,2005,5.3231869,2.6615937,
Pakistan,2010,6.2304196,3.1152101,
Pakistan,2015,5.7023802,2.8511901,11.732676
Palestine,1950,,,0
Palestine,1955,5.3327999,2.6664002,
Palestine,1960,10.003199,5.0015993,
Palestine,1965,14.395203,7.1976013,
Palestine,1970,16.286407,8.1432037,
Palestine,1975,16.636799,8.3183994,
Palestine,1980,17.011192,8.5055971,
Palestine,1985,15.000019,7.5000091,
Palestine,1990,10.564783,5.2823915,
Palestine,1995,7.4783936,3.7391968,
Palestine,2000,5.4528074,2.7264037,
Palestine,2005,3.9696169,1.9848083,
Palestine,2010,4.0271854,2.0135925,
Palestine,2015,4.1040163,2.0520082,10.020186
Panama,1950,,,0
Panama,1955,11.654388,5.8271942,
Panama,1960,12.993603,6.4968019,
Panama,1965,11.567999,5.7839994,
Panama,1970,10.833599,5.4168,
Panama,1975,11.995203,5.9976015,
Panama,1980,10.396801,5.198401,
Panama,1985,7.392004,3.6960022,
Panama,1990,6.0143924,3.0071959,
Panama,1995,5.294385,2.6471925,
Panama,2000,4.7712154,2.385608,
Panama,2005,4.142395,2.0711975,
Panama,2010,4.2288208,2.1144104,
Panama,2015,4.6943846,2.3471923,8.1522455
Papua New Guinea,1950,,,0
Papua New Guinea,1955,12.767999,6.3839998,
Papua New Guinea,1960,10.406397,5.2031984,
Papua New Guinea,1965,14.294403,7.1472015,
Papua New Guinea,1970,17.486408,8.7432041,
Papua New Guinea,1975,16.339195,8.1695986,
Papua New Guinea,1980,17.774395,8.8871975,
Papua New Guinea,1985,10.142395,5.0711975,
Papua New Guinea,1990,5.4384155,2.7192078,
Papua New Guinea,1995,7.4543881,3.7271943,
Papua New Guinea,2000,6.7872066,3.3936036,
Papua New Guinea,2005,7.6847897,3.8423951,
Papua New Guinea,2010,5.7648191,2.8824096,
Papua New Guinea,2015,3.6000001,1.8,10.456985
Paraguay,1950,,,0
Paraguay,1955,1.0415955,.52079773,
Paraguay,1960,4.6752138,2.3376069,
Paraguay,1965,4.3199892,2.1599946,
Paraguay,1970,3.3936033,1.6968018,
Paraguay,1975,3.6335814,1.8167908,
Paraguay,1980,2.6400146,1.3200073,
Paraguay,1985,2.4528074,1.2264038,
Paraguay,1990,3.4079955,1.7039979,
Paraguay,1995,4.3056154,2.1528077,
Paraguay,2000,5.5631838,2.7815919,
Paraguay,2005,5.8127928,2.9063964,
Paraguay,2010,4.8192263,2.4096131,
Paraguay,2015,3.5423949,1.7711976,3.8160009
Peru,1950,,,0
Peru,1955,9.0671997,4.5335999,
Peru,1960,12.911994,6.4559965,
Peru,1965,12.096002,6.0480013,
Peru,1970,15.5664,7.7832003,
Peru,1975,17.48159,8.7407961,
Peru,1980,14.236797,7.1183991,
Peru,1985,13.905616,6.9528074,
Peru,1990,12.379192,6.1895967,
Peru,1995,11.928003,5.9640017,
Peru,2000,11.9328,5.9664001,
Peru,2005,9.4127922,4.7063966,
Peru,2010,5.7984009,2.8992004,
Peru,2015,5.1168089,2.5584044,11.679507
Philippines,1950,,,0
Philippines,1955,7.38241,3.6912048,
Philippines,1960,7.6367984,3.818399,
Philippines,1965,7.2047977,3.6023986,
Philippines,1970,7.0272031,3.5136018,
Philippines,1975,3.4175901,1.7087952,
Philippines,1980,2.9328003,1.4664001,
Philippines,1985,7.8864079,3.9432037,
Philippines,1990,6.9983826,3.4991913,
Philippines,1995,4.8432131,2.4216065,
Philippines,2000,4.3439941,2.1719971,
Philippines,2005,2.9423952,1.4711975,
Philippines,2010,2.5776124,1.2888062,
Philippines,2015,3.028784,1.5143921,5.2478762
Poland,1950,,,0
Poland,1955,23.308796,11.654398,
Poland,1960,16.051189,8.0255947,
Poland,1965,8.9568233,4.4784117,
Poland,1970,4.5312014,2.2656007,
Poland,1975,.89758301,.4487915,
Poland,1980,.91680908,.45840454,
Poland,1985,.83521724,.41760865,
Poland,1990,.58077395,.29038697,
Poland,1995,4.8192263,2.4096131,
Poland,2000,8.9903679,4.4951844,
Poland,2005,6.7776127,3.3888061,
Poland,2010,5.6400146,2.8200073,
Poland,2015,5.5775757,2.7887878,6.7602453
Polynesia,1950,,,0
Polynesia,1955,17.956806,8.9784031,
Polynesia,1960,13.070397,6.5351992,
Polynesia,1965,10.166401,5.0832,
Polynesia,1970,10.079992,5.0399961,
Polynesia,1975,9.1824093,4.5912046,
Polynesia,1980,11.083191,5.5415955,
Polynesia,1985,10.967999,5.4839997,
Polynesia,1990,8.7216072,4.3608031,
Polynesia,1995,8.1744137,4.0872068,
Polynesia,2000,7.2623653,3.6311829,
Polynesia,2005,7.4304199,3.71521,
Polynesia,2010,7.2767944,3.6383972,
Polynesia,2015,5.5728149,2.7864075,9.7650471
Portugal,1950,,,0
Portugal,1955,8.8560066,4.4280028,
Portugal,1960,10.056005,5.0280027,
Portugal,1965,9.5951843,4.7975922,
Portugal,1970,9.2063961,4.6031981,
Portugal,1975,9.6912231,4.8456116,
Portugal,1980,10.310375,5.1551881,
Portugal,1985,8.9760132,4.4880066,
Portugal,1990,5.3760128,2.6880066,
Portugal,1995,4.2815914,2.1407959,
Portugal,2000,6.5088139,3.2544067,
Portugal,2005,8.2367802,4.1183901,
Portugal,2010,7.1328006,3.5664001,
Portugal,2015,5.1984005,2.5992005,7.9558163
Puerto Rico,1950,,,0
Puerto Rico,1955,25.531202,12.7656,
Puerto Rico,1960,11.98081,5.9904051,
Puerto Rico,1965,5.6496096,2.8248048,
Puerto Rico,1970,8.0015984,4.0007997,
Puerto Rico,1975,6.9743772,3.4871888,
Puerto Rico,1980,3.5375977,1.7687988,
Puerto Rico,1985,2.7168093,1.3584045,
Puerto Rico,1990,-.74879146,-.37439576,
Puerto Rico,1995,-.057604983,-.02880249,
Puerto Rico,2000,7.9727783,3.9863892,
Puerto Rico,2005,7.3440304,3.6720154,
Puerto Rico,2010,5.7071781,2.8535888,
Puerto Rico,2015,5.784009,2.8920045,6.9533544
Qatar,1950,,,0
Qatar,1955,17.400002,8.6999998,
Qatar,1960,18.408012,9.2040071,
Qatar,1965,18.019188,9.0095949,
Qatar,1970,16.632019,8.3160095,
Qatar,1975,12.307178,6.1535888,
Qatar,1980,8.5056152,4.2528076,
Qatar,1985,6.5663815,3.283191,
Qatar,1990,4.641614,2.320807,
Qatar,1995,3.3312013,1.6656005,
Qatar,2000,2.8847899,1.442395,
Qatar,2005,2.2799926,1.1399963,
Qatar,2010,2.6256227,1.3128113,
Qatar,2015,3.5280027,1.7640015,9.0099707
Reunion,1950,,,0
Reunion,1955,26.620789,13.310394,
Reunion,1960,23.395203,11.697601,
Reunion,1965,18.744011,9.3720064,
Reunion,1970,16.430382,8.2151918,
Reunion,1975,14.135998,7.0679994,
Reunion,1980,12.019226,6.009613,
Reunion,1985,10.65597,5.3279848,
Reunion,1990,9.4224243,4.7112122,
Reunion,1995,8.4528084,4.2264037,
Reunion,2000,7.7999997,3.9000001,
Reunion,2005,6.9839725,3.491986,
Reunion,2010,6.5472293,3.2736144,
Reunion,2015,5.7311649,2.8655822,12.841475
Romania,1950,,,0
Romania,1955,3.2591858,1.6295929,
Romania,1960,18.907196,9.453598,
Romania,1965,9.8015995,4.9007998,
Romania,1970,1.7040162,.85200804,
Romania,1975,6.2255859,3.112793,
Romania,1980,1.4592042,.72960204,
Romania,1985,-.4319824,-.21599121,
Romania,1990,-.47519529,-.23759766,
Romania,1995,-.043212891,-.021606445,
Romania,2000,4.5312014,2.2656007,
Romania,2005,8.6399784,4.3199892,
Romania,2010,8.4288216,4.2144103,
Romania,2015,6.100781,3.0503907,5.2390137
Russia,1950,,,0
Russia,1955,33.215988,16.607996,
Russia,1960,22.224007,11.112002,
Russia,1965,7.9200077,3.9600036,
Russia,1970,.28319091,.14159545,
Russia,1975,-2.7359986,-1.3679993,
Russia,1980,-2.7936034,-1.3968017,
Russia,1985,5.4287844,2.7143922,
Russia,1990,-2.0783935,-1.0391967,
Russia,1995,-9.7823734,-4.8911867,
Russia,2000,-4.4496098,-2.2248046,
Russia,2005,3.2207887,1.6103942,
Russia,2010,14.692822,7.3464112,
Russia,2015,10.108776,5.0543885,5.7887993
Rwanda,1950,,,0
Rwanda,1955,6.3359985,3.1679993,
Rwanda,1960,7.3632016,3.681601,
Rwanda,1965,6.5184078,3.2592041,
Rwanda,1970,3.3023987,1.6511993,
Rwanda,1975,2.8511901,1.425595,
Rwanda,1980,15.134399,7.5671997,
Rwanda,1985,13.742413,6.8712068,
Rwanda,1990,-80.308807,-40.154408,
Rwanda,1995,-10.751999,-5.3759995,
Rwanda,2000,78.902405,39.451202,
Rwanda,2005,33.671997,16.835999,
Rwanda,2010,37.007996,18.503998,
Rwanda,2015,17.068798,8.534399,10.064492
Saint Lucia,1950,,,0
Saint Lucia,1955,7.5695987,3.7847991,
Saint Lucia,1960,17.971199,8.9855986,
Saint Lucia,1965,15.710412,7.8552065,
Saint Lucia,1970,11.591986,5.7959929,
Saint Lucia,1975,14.414392,7.2071962,
Saint Lucia,1980,13.728004,6.8640013,
Saint Lucia,1985,7.8768311,3.9384155,
Saint Lucia,1990,2.8175902,1.4087951,
Saint Lucia,1995,.48479006,.24239501,
Saint Lucia,2000,1.1856079,.59280396,
Saint Lucia,2005,7.5455933,3.7727966,
Saint Lucia,2010,6.897583,3.4487915,
Saint Lucia,2015,4.0080318,2.0040162,8.6001244
Saint Vincent and the Grenadines,1950,,,0
Saint Vincent and the Grenadines,1955,13.579193,6.7895966,
Saint Vincent and the Grenadines,1960,25.032,12.516001,
Saint Vincent and the Grenadines,1965,22.305595,11.152799,
Saint Vincent and the Grenadines,1970,11.630402,5.8152008,
Saint Vincent and the Grenadines,1975,5.7455931,2.8727965,
Saint Vincent and the Grenadines,1980,5.9520264,2.9760132,
Saint Vincent and the Grenadines,1985,7.4207883,3.7103944,
Saint Vincent and the Grenadines,1990,5.073596,2.536798,
Saint Vincent and the Grenadines,1995,2.3040161,1.1520081,
Saint Vincent and the Grenadines,2000,-.12960204,-.064801022,
Saint Vincent and the Grenadines,2005,3,1.5,
Saint Vincent and the Grenadines,2010,5.3232059,2.6616027,
Saint Vincent and the Grenadines,2015,3.5183716,1.7591858,8.5196304
Samoa,1950,,,0
Samoa,1955,11.246393,5.6231966,
Samoa,1960,12.124805,6.0624022,
Samoa,1965,12.062402,6.0312014,
Samoa,1970,12.076794,6.0383973,
Samoa,1975,12.019189,6.0095949,
Samoa,1980,12.076813,6.0384064,
Samoa,1985,11.846394,5.9231963,
Samoa,1990,12.412792,6.2063966,
Samoa,1995,12.18241,6.0912046,
Samoa,2000,9.1968021,4.5984011,
Samoa,2005,8.3808098,4.1904054,
Samoa,2010,9.9407959,4.9703979,
Samoa,2015,7.9103756,3.955188,11.036674
Sao Tome and Principe,1950,,,0
Sao Tome and Principe,1955,9.6912041,4.8456025,
Sao Tome and Principe,1960,13.430383,6.7151918,
Sao Tome and Principe,1965,13.219208,6.6096039,
Sao Tome and Principe,1970,13.156806,6.5784025,
Sao Tome and Principe,1975,14.9664,7.4832001,
Sao Tome and Principe,1980,7.5695987,3.7847991,
Sao Tome and Principe,1985,1.9920044,.9960022,
Sao Tome and Principe,1990,4.0271854,2.0135925,
Sao Tome and Principe,1995,3.8544066,1.9272034,
Sao Tome and Principe,2000,3.4896059,1.7448028,
Sao Tome and Principe,2005,6.2543888,3.1271942,
Sao Tome and Principe,2010,5.9232054,2.9616027,
Sao Tome and Principe,2015,2.9423952,1.4711975,7.7320614
Saudi Arabia,1950,,,0
Saudi Arabia,1955,10.511993,5.2559967,
Saudi Arabia,1960,11.884808,5.9424043,
Saudi Arabia,1965,13.291205,6.6456022,
Saudi Arabia,1970,20.572796,10.286398,
Saudi Arabia,1975,26.510393,13.255198,
Saudi Arabia,1980,23.160004,11.580002,
Saudi Arabia,1985,16.83358,8.416791,
Saudi Arabia,1990,11.851208,5.9256043,
Saudi Arabia,1995,9.1439934,4.5719972,
Saudi Arabia,2000,7.2864261,3.6432128,
Saudi Arabia,2005,3.2255859,1.612793,
Saudi Arabia,2010,2.2175903,1.1087952,
Saudi Arabia,2015,3.9648192,1.9824097,12.342646
Senegal,1950,,,0
Senegal,1955,10.041595,5.0207977,
Senegal,1960,7.7904053,3.8952026,
Senegal,1965,.88320923,.44160461,
Senegal,1970,3.9359987,1.9679992,
Senegal,1975,20.611195,10.305597,
Senegal,1980,26.030403,13.015201,
Senegal,1985,23.856007,11.928003,
Senegal,1990,15.782391,7.8911958,
Senegal,1995,.97439575,.48719788,
Senegal,2000,1.8768128,.93840635,
Senegal,2005,13.175995,6.5879974,
Senegal,2010,17.452808,8.7264042,
Senegal,2015,12.513574,6.2567873,11.917292
Serbia,1950,,,0
Serbia,1955,10.339197,5.1695986,
Serbia,1960,12.475213,6.237607,
Serbia,1965,12.609595,6.3047972,
Serbia,1970,10.478394,5.2391968,
Serbia,1975,6.6336179,3.3168092,
Serbia,1980,3.6335814,1.8167908,
Serbia,1985,3.8496094,1.9248047,
Serbia,1990,3.9359987,1.9679992,
Serbia,1995,1.6223878,.81119382,
Serbia,2000,1.142395,.57119751,
Serbia,2005,3.398401,1.6992004,
Serbia,2010,5.8848267,2.9424133,
Serbia,2015,5.0303831,2.5151916,6.2333536
Seychelles,1950,,,0
Seychelles,1955,1.6896057,.84480286,
Seychelles,1960,13.305596,6.6527987,
Seychelles,1965,12.311993,6.1559968,
Seychelles,1970,9.5232048,4.7616029,
Seychelles,1975,11.697582,5.8487916,
Seychelles,1980,8.0784302,4.0392151,
Seychelles,1985,5.1312008,2.5656006,
Seychelles,1990,-.096020512,-.048010252,
Seychelles,1995,.21119386,.10559692,
Seychelles,2000,4.2480106,2.1240051,
Seychelles,2005,2.4191895,1.2095947,
Seychelles,2010,1.5552245,.77761233,
Seychelles,2015,3.6335814,1.8167908,5.6699076
Sierra Leone,1950,,,0
Sierra Leone,1955,4.3199978,2.1599991,
Sierra Leone,1960,5.0448027,2.5224013,
Sierra Leone,1965,5.764801,2.8824005,
Sierra Leone,1970,14.539207,7.2696028,
Sierra Leone,1975,18.561584,9.2807922,
Sierra Leone,1980,10.430401,5.2152009,
Sierra Leone,1985,-1.5791931,-.78959656,
Sierra Leone,1990,-14.227203,-7.1136017,
Sierra Leone,1995,-7.7711978,-3.8855987,
Sierra Leone,2000,14.270397,7.1351991,
