Entity,Year,CO2 from gas (CDIAC & GCP (2018)),CO2 from coal (CDIAC & GCP (2018)),CO2 from oil (CDIAC & GCP (2018)),CO2 from cement (CDIAC & GCP (2018)),CO2 from flaring (CDIAC & GCP (2018))
Sao Tome and Principe,1973,0,0,14656,0,0
Sao Tome and Principe,1974,0,0,18320,0,0
Sao Tome and Principe,1975,0,0,18320,0,0
Sao Tome and Principe,1976,0,0,29312,0,0
Sao Tome and Principe,1977,0,0,29312,0,0
Sao Tome and Principe,1978,0,0,32976,0,0
Sao Tome and Principe,1979,0,0,32976,0,0
Sao Tome and Principe,1980,0,0,40304,0,0
Sao Tome and Principe,1981,0,0,43968,0,0
Sao Tome and Principe,1982,0,0,47632,0,0
Sao Tome and Principe,1983,0,0,54960,0,0
Sao Tome and Principe,1984,0,0,51296,0,0
Sao Tome and Principe,1985,0,0,54960,0,0
Sao Tome and Principe,1986,0,0,51296,0,0
Sao Tome and Principe,1987,0,0,51296,0,0
Sao Tome and Principe,1988,0,0,47632,0,0
Sao Tome and Principe,1989,0,0,47632,0,0
Sao Tome and Principe,1990,0,0,47632,0,0
Sao Tome and Principe,1991,0,0,47632,0,0
Sao Tome and Principe,1992,0,0,47632,0,0
Sao Tome and Principe,1993,0,0,47632,0,0
Sao Tome and Principe,1994,0,0,47632,0,0
Sao Tome and Principe,1995,0,0,47632,0,0
Sao Tome and Principe,1996,0,0,47632,0,0
Sao Tome and Principe,1997,0,0,47632,0,0
Sao Tome and Principe,1998,0,0,47632,0,0
Sao Tome and Principe,1999,0,0,47632,0,0
Sao Tome and Principe,2000,0,0,47632,0,0
Sao Tome and Principe,2001,0,0,51296,0,0
Sao Tome and Principe,2002,0,0,58624,0,0
Sao Tome and Principe,2003,0,0,65952,0,0
Sao Tome and Principe,2004,0,0,73280,0,0
Sao Tome and Principe,2005,0,0,76944,0,0
Sao Tome and Principe,2006,0,0,84272,0,0
Sao Tome and Principe,2007,0,0,84272,0,0
Sao Tome and Principe,2008,0,0,84272,0,0
Sao Tome and Principe,2009,0,0,91600,0,0
Sao Tome and Principe,2010,0,0,98928,0,0
Sao Tome and Principe,2011,0,0,102592,0,0
Sao Tome and Principe,2012,0,0,113584,0,0
Sao Tome and Principe,2013,0,0,113584,0,0
Sao Tome and Principe,2014,0,0,113584,0,0
Saudi Arabia,1935,0,0,0,0,0
Saudi Arabia,1936,0,0,7328,0,0
Saudi Arabia,1937,0,0,25648,0,0
Saudi Arabia,1938,0,0,205184,0,0
Saudi Arabia,1939,0,0,1652464,0,0
Saudi Arabia,1940,0,0,2147104,0,0
Saudi Arabia,1941,0,0,1810016,0,0
Saudi Arabia,1942,0,0,1901616,0,0
Saudi Arabia,1943,0,0,1993216,0,0
Saudi Arabia,1944,0,0,3260960,0,0
Saudi Arabia,1945,0,0,8811920,0,0
Saudi Arabia,1946,0,0,25153360,0,0
Saudi Arabia,1947,0,0,37731872,0,0
Saudi Arabia,1948,0,0,17942608,0,0
Saudi Arabia,1949,3664,0,18385952,0,0
Saudi Arabia,1950,0,0,5140592,0,0
Saudi Arabia,1951,0,0,0,0,0
Saudi Arabia,1952,0,0,0,0,0
Saudi Arabia,1953,0,0,476320,0,0
Saudi Arabia,1954,0,0,1238432,0,0
Saudi Arabia,1955,0,0,2114128,0,0
Saudi Arabia,1956,0,0,1630480,0,0
Saudi Arabia,1957,0,0,2099472,0,0
Saudi Arabia,1958,0,0,1996880,1363008,0
Saudi Arabia,1959,0,0,1817344,36640,0
Saudi Arabia,1960,0,0,2630752,43968,0
Saudi Arabia,1961,0,0,3513776,51296,0
Saudi Arabia,1962,21984,0,6137200,91600,0
Saudi Arabia,1963,29312,0,6815040,98928,0
Saudi Arabia,1964,1238432,0,5675536,128240,0
Saudi Arabia,1965,1974896,0,2117792,124576,0
Saudi Arabia,1966,2176416,0,4107344,124576,0
Saudi Arabia,1967,2180080,0,4462752,161216,18682736
Saudi Arabia,1968,3147376,0,5433712,252816,20250928
Saudi Arabia,1969,3348896,0,8038816,293120,23592496
Saudi Arabia,1970,0,0,16389072,337088,28531568
Saudi Arabia,1971,3664,0,21133952,351744,38270480
Saudi Arabia,1972,542272,0,17217136,479984,52050784
Saudi Arabia,1973,945312,0,20551376,479984,73082144
Saudi Arabia,1974,1036912,0,21958352,527616,75185280
Saudi Arabia,1975,1055232,0,25545408,560592,56106832
Saudi Arabia,1976,1113856,0,27835408,549600,71964624
Saudi Arabia,1977,1161488,0,44345392,630208,71942640
Saudi Arabia,1978,1161488,0,50358016,897680,62621424
Saudi Arabia,1979,1231104,0,70564976,1095536,65131264
Saudi Arabia,1980,21943696,0,72070880,1450944,73800288
Saudi Arabia,1981,42648960,0,81131952,2359616,49207520
Saudi Arabia,1982,17180496,0,96103056,3565072,41110080
Saudi Arabia,1983,8408880,0,117072128,4048720,31393152
Saudi Arabia,1984,34903264,0,109007664,3561408,8115760
Saudi Arabia,1985,39087552,0,123363216,4096352,5961328
Saudi Arabia,1986,48335488,0,147109600,4649616,4616640
Saudi Arabia,1987,51405920,0,131013648,4283216,3847200
Saudi Arabia,1988,55813712,0,134772912,5455696,6346048
Saudi Arabia,1989,56579488,0,133402576,5701184,7884928
Saudi Arabia,1990,90815904,0,88394000,5979648,461664
Saudi Arabia,1991,111495520,0,149524176,5664544,864704
Saudi Arabia,1992,113518048,0,163604928,7635776,538608
Saudi Arabia,1993,119721200,0,185486336,7624784,729136
Saudi Arabia,1994,124521040,0,174501664,7474560,1212784
Saudi Arabia,1995,75896096,0,150747952,7859280,461664
Saudi Arabia,1996,79219344,0,169342752,8189040,1788032
Saudi Arabia,1997,82480304,0,124004416,7672416,1905280
Saudi Arabia,1998,83901936,0,114914032,7866608,828064
Saudi Arabia,1999,82403360,0,135142976,8130416,597232
Saudi Arabia,2000,88181488,0,198368960,9024432,1113856
Saudi Arabia,2001,81252864,0,205004464,10270192,443344
Saudi Arabia,2002,94937904,0,219462608,11603888,135568
Saudi Arabia,2003,97902080,0,216839184,12032576,230832
Saudi Arabia,2004,119244880,0,263196112,12648128,425024
Saudi Arabia,2005,127254384,0,256688848,12988880,384720
Saudi Arabia,2006,135000080,0,283765808,13483520,135568
Saudi Arabia,2007,113477744,0,258465888,15132320,384720
Saudi Arabia,2008,125151248,0,288814800,15857792,0
Saudi Arabia,2009,119592960,0,326066688,22921984,0
Saudi Arabia,2010,137077568,0,359647248,21342800,0
Saudi Arabia,2011,139616720,0,335710336,24142096,0
Saudi Arabia,2012,151587008,0,386218576,26574992,0
Saudi Arabia,2013,153199168,0,359383440,28022272,0
Saudi Arabia,2014,159127520,0,412892496,28513248,18320
Senegal,1958,0,0,282128,73280,0
Senegal,1959,0,0,304112,84272,0
Senegal,1960,0,0,743792,84272,0
Senegal,1961,0,0,721808,91600,0
Senegal,1962,0,0,721808,91600,0
Senegal,1963,0,0,765776,95264,0
Senegal,1964,0,0,820736,102592,0
Senegal,1965,0,0,1601168,91600,0
Senegal,1966,0,0,1623152,95264,0
Senegal,1967,0,0,615552,84272,0
Senegal,1968,0,0,0,98928,0
Senegal,1969,0,0,388384,102592,0
Senegal,1970,0,0,1187136,120912,0
Senegal,1971,0,0,1231104,120912,0
Senegal,1972,0,0,1286064,168544,0
Senegal,1973,0,0,1403312,146560,0
Senegal,1974,0,0,1685440,164880,0
Senegal,1975,0,0,2399920,179536,0
Senegal,1976,0,0,1582848,190528,0
Senegal,1977,0,0,2077488,164880,0
Senegal,1978,0,0,2447552,179536,0
Senegal,1979,0,0,2707696,190528,0
Senegal,1980,0,0,3154704,194192,0
Senegal,1981,0,0,3107072,186864,0
Senegal,1982,0,0,2872576,179536,0
Senegal,1983,0,0,2432896,197856,0
Senegal,1984,0,0,3114400,190528,0
Senegal,1985,0,0,2473200,201520,0
Senegal,1986,0,0,2476864,179536,0
Senegal,1987,0,0,2264352,186864,0
Senegal,1988,14656,0,2531824,194192,0
Senegal,1989,14656,0,3488128,190528,0
Senegal,1990,10992,0,2934864,234496,0
Senegal,1991,7328,0,3165696,249152,0
Senegal,1992,3664,0,3173024,300448,0
Senegal,1993,25648,0,3271952,293120,0
Senegal,1994,36640,0,3517440,340752,0
Senegal,1995,91600,0,3055776,344416,0
Senegal,1996,84272,0,3249968,403040,0
Senegal,1997,43968,0,2788304,425024,0
Senegal,1998,40304,0,2890896,498304,0
Senegal,1999,10992,0,3187680,498304,0
Senegal,2000,0,0,3268288,666848,0
Senegal,2001,0,0,3557744,765776,0
Senegal,2002,7328,271136,3407520,824400,0
Senegal,2003,21984,282128,3825216,842720,0
Senegal,2004,25648,370064,3642016,1190800,0
Senegal,2005,25648,370064,4103680,1308048,0
Senegal,2006,21984,447008,2821280,1436288,0
Senegal,2007,21984,707152,2876240,1571856,0
Senegal,2008,21984,597232,2934864,1535216,0
Senegal,2009,32976,740128,2147104,1656128,0
Senegal,2010,47632,674176,4990368,2026192,0
Senegal,2011,36640,941648,5048992,2330304,0
Senegal,2012,54960,817072,4697248,2337632,0
Senegal,2013,73280,820736,4931744,2586784,0
Senegal,2014,76944,861040,5470352,2440224,0
Serbia,2006,4558016,34459920,13446880,1502240,0
Serbia,2007,4601984,34181456,12061888,1568192,0
Serbia,2008,4580000,35489504,10273856,1711088,0
Serbia,2009,3191344,31470096,10152944,1330032,0
Serbia,2010,4242912,30821568,9585024,1271408,0
Serbia,2011,4352832,34276720,9295568,1253088,0
Serbia,2012,3839872,30114416,8892528,1179808,0
Serbia,2013,4272224,31286896,8214688,1073552,0
Serbia,2014,3682320,24625744,8214688,1113856,0
Seychelles,1963,0,0,7328,0,0
Seychelles,1964,0,0,7328,0,0
Seychelles,1965,0,0,7328,0,0
Seychelles,1966,0,0,7328,0,0
Seychelles,1967,0,0,7328,0,0
Seychelles,1968,0,0,7328,0,0
Seychelles,1969,0,0,7328,0,0
Seychelles,1970,0,0,29312,0,0
Seychelles,1971,0,0,32976,0,0
Seychelles,1972,0,0,43968,0,0
Seychelles,1973,0,0,47632,0,0
Seychelles,1974,0,0,54960,0,0
Seychelles,1975,0,0,58624,0,0
Seychelles,1976,0,0,80608,0,0
Seychelles,1977,0,0,84272,0,0
Seychelles,1978,0,0,76944,0,0
Seychelles,1979,0,0,120912,0,0
Seychelles,1980,0,0,95264,0,0
Seychelles,1981,0,0,98928,0,0
Seychelles,1982,0,0,84272,0,0
Seychelles,1983,0,0,98928,0,0
Seychelles,1984,0,0,98928,0,0
Seychelles,1985,0,0,150224,0,0
Seychelles,1986,0,0,164880,0,0
Seychelles,1987,0,0,201520,0,0
Seychelles,1988,0,0,197856,0,0
Seychelles,1989,0,0,234496,0,0
Seychelles,1990,0,0,150224,0,0
Seychelles,1991,0,0,172208,0,0
Seychelles,1992,0,0,172208,0,0
Seychelles,1993,0,0,183200,0,0
Seychelles,1994,0,0,201520,0,0
Seychelles,1995,0,0,197856,0,0
Seychelles,1996,0,0,234496,0,0
Seychelles,1997,0,0,340752,0,0
Seychelles,1998,0,0,432352,0,0
Seychelles,1999,0,0,509296,0,0
Seychelles,2000,0,0,571584,0,0
Seychelles,2001,0,0,633872,0,0
Seychelles,2002,0,0,538608,0,0
Seychelles,2003,0,0,549600,0,0
Seychelles,2004,0,0,736464,0,0
Seychelles,2005,0,0,688832,0,0
Seychelles,2006,0,0,732800,0,0
Seychelles,2007,0,0,641200,0,0
Seychelles,2008,0,0,692496,0,0
Seychelles,2009,0,0,523952,0,0
Seychelles,2010,0,0,443344,0,0
Seychelles,2011,0,0,340752,0,0
Seychelles,2012,0,0,439680,0,0
Seychelles,2013,0,0,403040,0,0
Seychelles,2014,0,0,494640,0,0
Sierra Leone,1950,0,106256,51296,0,0
Sierra Leone,1951,0,36640,58624,0,0
Sierra Leone,1952,0,109920,69616,0,0
Sierra Leone,1953,0,87936,80608,0,0
Sierra Leone,1954,0,43968,84272,0,0
Sierra Leone,1955,0,80608,102592,0,0
Sierra Leone,1956,0,62288,117248,0,0
Sierra Leone,1957,0,69616,318768,0,0
Sierra Leone,1958,0,80608,124576,0,0
Sierra Leone,1959,0,43968,194192,0,0
Sierra Leone,1960,0,29312,685168,0,0
Sierra Leone,1961,0,29312,260144,0,0
Sierra Leone,1962,0,43968,282128,0,0
Sierra Leone,1963,0,14656,355408,0,0
Sierra Leone,1964,0,0,304112,0,0
Sierra Leone,1965,0,10992,271136,0,0
Sierra Leone,1966,0,0,300448,0,0
Sierra Leone,1967,0,0,252816,0,0
Sierra Leone,1968,0,0,362736,21984,0
Sierra Leone,1969,0,0,1084544,21984,0
Sierra Leone,1970,0,0,857376,14656,0
Sierra Leone,1971,0,0,802416,0,0
Sierra Leone,1972,0,0,677840,0,0
Sierra Leone,1973,0,0,538608,0,0
Sierra Leone,1974,0,0,520288,0,0
Sierra Leone,1975,0,0,523952,0,0
Sierra Leone,1976,0,0,450672,0,0
Sierra Leone,1977,0,0,512960,0,0
Sierra Leone,1978,0,0,710816,0,0
Sierra Leone,1979,0,0,677840,0,0
Sierra Leone,1980,0,0,608224,0,0
Sierra Leone,1981,0,0,692496,0,0
Sierra Leone,1982,0,0,553264,0,0
Sierra Leone,1983,0,0,688832,0,0
Sierra Leone,1984,0,0,615552,0,0
Sierra Leone,1985,0,0,663184,0,0
Sierra Leone,1986,0,0,674176,0,0
Sierra Leone,1987,0,0,498304,0,0
Sierra Leone,1988,0,0,458000,0,0
Sierra Leone,1989,0,0,373728,0,0
Sierra Leone,1990,0,0,487312,0,0
Sierra Leone,1991,0,0,545936,0,0
Sierra Leone,1992,0,0,447008,0,0
Sierra Leone,1993,0,0,447008,0,0
Sierra Leone,1994,0,0,461664,51296,0
Sierra Leone,1995,0,0,348080,51296,0
Sierra Leone,1996,0,0,392048,80608,0
Sierra Leone,1997,0,0,362736,80608,0
Sierra Leone,1998,0,0,362736,51296,0
Sierra Leone,1999,0,0,344416,21984,0
Sierra Leone,2000,0,0,388384,36640,0
Sierra Leone,2001,0,0,512960,54960,0
Sierra Leone,2002,0,14656,516624,73280,0
Sierra Leone,2003,0,0,567920,84272,0
Sierra Leone,2004,0,0,553264,87936,0
Sierra Leone,2005,0,0,461664,84272,0
Sierra Leone,2006,0,0,615552,117248,0
Sierra Leone,2007,0,0,516624,124576,0
Sierra Leone,2008,0,0,534944,128240,0
Sierra Leone,2009,0,0,534944,117248,0
Sierra Leone,2010,0,0,575248,150224,0
Sierra Leone,2011,0,0,743792,153888,0
Sierra Leone,2012,0,0,861040,168544,0
Sierra Leone,2013,0,0,1033248,157552,0
Sierra Leone,2014,0,0,1139504,168544,0
Singapore,1957,0,128240,1604832,0,0
Singapore,1958,0,51296,2246032,0,0
Singapore,1959,0,36640,1762384,0,0
Singapore,1960,0,10992,1384992,0,0
Singapore,1961,0,7328,2084816,0,0
Singapore,1962,0,29312,2480528,62288,0
Singapore,1963,0,21984,3282944,95264,0
Singapore,1964,0,21984,3579728,98928,0
Singapore,1965,0,10992,2414576,102592,0
Singapore,1966,0,14656,461664,194192,0
Singapore,1967,0,7328,2813952,234496,0
Singapore,1968,0,21984,5114944,282128,0
Singapore,1969,0,7328,6880992,311440,0
Singapore,1970,0,10992,17821696,362736,0
Singapore,1971,0,14656,16257168,304112,0
Singapore,1972,0,10992,21709200,501968,0
Singapore,1973,0,14656,20675952,512960,0
Singapore,1974,0,18320,21408752,523952,0
Singapore,1975,0,3664,23859968,659520,0
Singapore,1976,0,10992,29326656,674176,0
Singapore,1977,0,14656,27597248,674176,0
Singapore,1978,0,14656,32448384,674176,0
Singapore,1979,0,3664,35412560,674176,0
Singapore,1980,0,10992,30422192,974624,0
Singapore,1981,0,18320,25688304,1121184,0
Singapore,1982,0,7328,28377680,1344688,0
Singapore,1983,0,10992,33386368,1571856,0
Singapore,1984,0,21984,31950080,1406976,0
Singapore,1985,0,43968,32353120,992944,0
Singapore,1986,0,25648,34075200,897680,0
Singapore,1987,0,40304,31770544,762112,0
Singapore,1988,0,47632,35233024,795088,0
Singapore,1989,0,43968,40959856,850048,0
Singapore,1990,0,76944,43455040,923328,0
Singapore,1991,0,43968,44191504,996608,0
Singapore,1992,916000,65952,46459520,945312,0
Singapore,1993,2726016,73280,46862560,1483920,0
Singapore,1994,3249968,87936,56748032,1546208,0
Singapore,1995,3381872,40304,37123648,1593840,0
Singapore,1996,3015472,0,44993920,1645136,0
Singapore,1997,2975168,0,53761872,1645136,0
Singapore,1998,3257296,0,44154864,1165152,0
Singapore,1999,2652736,0,46547456,828064,0
Singapore,2000,2707696,0,45686416,571584,0
Singapore,2001,4089024,0,45114832,300448,0
Singapore,2002,6635504,0,40457888,98928,0
Singapore,2003,10262864,32976,20738240,73280,0
Singapore,2004,12098528,40304,16312128,0,0
Singapore,2005,12747056,10992,17576208,0,0
Singapore,2006,13747328,14656,17011952,0,0
Singapore,2007,14721952,25648,5158912,0,0
Singapore,2008,15070032,18320,21016704,0,0
Singapore,2009,15234912,14656,40641088,0,0
Singapore,2010,16509984,25648,39061904,0,0
Singapore,2011,16674864,25648,28483936,0,0
Singapore,2012,18081840,106256,18155120,0,0
Singapore,2013,20335200,1128512,34163136,0,0
Singapore,2014,21251200,1670784,33408352,0,0
Sint Maarten (Dutch part),2012,0,0,696160,0,0
Sint Maarten (Dutch part),2013,0,0,714480,0,0
Sint Maarten (Dutch part),2014,0,0,732800,0,0
Slovakia,1992,11391376,23794016,7720048,1245760,0
Slovakia,1993,11281456,23687760,6631840,1245760,0
Slovakia,1994,10768496,20950752,7324336,1344688,0
Slovakia,1995,11940976,20877472,7818976,1447280,0
Slovakia,1996,12582176,20349856,6946944,1395984,0
Slovakia,1997,12769040,19415536,7269376,1560864,0
Slovakia,1998,12974224,18078176,7049536,2344960,0
Slovakia,1999,13131776,17550560,6173840,2352288,0
Slovakia,2000,13219712,16293808,4825488,1516896,0
Slovakia,2001,14117392,16953328,6690464,1557200,7328
Slovakia,2002,13428560,16396400,7815312,1564528,14656
Slovakia,2003,12974224,17623840,7284032,1568192,14656
Slovakia,2004,12582176,17294080,7258384,1571856,10992
Slovakia,2005,13465200,16319456,7793328,1744064,3664
Slovakia,2006,12307376,17382016,7584480,1791696,10992
Slovakia,2007,11647856,15410784,7807984,1853984,29312
Slovakia,2008,11823728,15561008,8203696,2070160,21984
Slovakia,2009,10123632,14993088,7371968,1498576,25648
Slovakia,2010,11457328,15183616,8112096,1439952,18320
Slovakia,2011,10610944,14362880,7899584,1604832,18320
Slovakia,2012,9988064,13410240,7862944,1450944,25648
Slovakia,2013,10431408,13399248,7657760,1553536,25648
Slovakia,2014,8632384,13278336,7078848,1652464,10992
Slovenia,1992,1406976,5917360,4741216,399376,0
Slovenia,1993,1406976,5631568,5763472,351744,0
Slovenia,1994,1439952,5246848,6195824,447008,0
Slovenia,1995,1707424,5441040,6752752,494640,0
Slovenia,1996,1667120,5019680,7738368,512960,0
Slovenia,1997,1817344,5547296,7925232,553264,0
Slovenia,1998,1875968,5631568,7104496,571584,0
Slovenia,1999,1952912,5265168,7397616,608224,0
Slovenia,2000,1890624,5147920,6697792,648528,0
Slovenia,2001,1945584,5616912,6972592,615552,0
Slovenia,2002,1875968,6181168,6760080,586240,0
Slovenia,2003,2073824,5855072,6888320,681504,0
Slovenia,2004,2055504,6096896,6987248,589904,0
Slovenia,2005,2125120,6049264,7119152,556928,0
Slovenia,2006,2059168,6199488,7342656,633872,0
Slovenia,2007,2092144,6280096,7210752,648528,0
Slovenia,2008,2011536,6170176,8401552,758448,0
Slovenia,2009,1901616,5572944,7251056,538608,0
Slovenia,2010,1974896,5602256,7346320,399376,0
Slovenia,2011,1689104,5756144,7324336,307776,0
Slovenia,2012,1626816,5547296,7119152,476320,0
Slovenia,2013,1582848,5279824,6708784,567920,0
Slovenia,2014,1432624,4162304,6551232,659520,0
Solomon Islands,1952,0,0,3664,0,0
Solomon Islands,1953,0,0,3664,0,0
Solomon Islands,1954,0,0,3664,0,0
Solomon Islands,1955,0,0,10992,0,0
Solomon Islands,1956,0,0,10992,0,0
Solomon Islands,1957,0,0,10992,0,0
Solomon Islands,1958,0,0,10992,0,0
Solomon Islands,1959,0,0,10992,0,0
Solomon Islands,1960,0,0,10992,0,0
Solomon Islands,1961,0,0,14656,0,0
Solomon Islands,1962,0,0,14656,0,0
Solomon Islands,1963,0,0,14656,0,0
Solomon Islands,1964,0,0,18320,0,0
Solomon Islands,1965,0,0,25648,0,0
Solomon Islands,1966,0,0,25648,0,0
Solomon Islands,1967,0,0,32976,0,0
Solomon Islands,1968,0,0,36640,0,0
Solomon Islands,1969,0,0,36640,0,0
Solomon Islands,1970,0,0,40304,0,0
Solomon Islands,1971,0,0,47632,0,0
Solomon Islands,1972,0,0,54960,0,0
Solomon Islands,1973,0,0,65952,0,0
Solomon Islands,1974,0,0,65952,0,0
Solomon Islands,1975,0,0,58624,0,0
Solomon Islands,1976,0,0,62288,0,0
Solomon Islands,1977,0,0,80608,0,0
Solomon Islands,1978,0,0,62288,0,0
Solomon Islands,1979,0,0,109920,0,0
Solomon Islands,1980,0,0,102592,0,0
Solomon Islands,1981,0,0,135568,0,0
Solomon Islands,1982,0,0,120912,0,0
Solomon Islands,1983,0,0,142896,0,0
Solomon Islands,1984,0,0,142896,0,0
Solomon Islands,1985,0,0,150224,0,0
Solomon Islands,1986,0,0,153888,0,0
Solomon Islands,1987,0,0,161216,0,0
Solomon Islands,1988,0,0,157552,0,0
Solomon Islands,1989,0,0,161216,0,0
Solomon Islands,1990,0,0,146560,0,0
Solomon Islands,1991,0,0,146560,0,0
Solomon Islands,1992,0,0,142896,0,0
Solomon Islands,1993,0,0,142896,0,0
Solomon Islands,1994,0,0,139232,0,0
Solomon Islands,1995,0,0,142896,0,0
Solomon Islands,1996,0,0,142896,0,0
Solomon Islands,1997,0,0,142896,0,0
Solomon Islands,1998,0,0,142896,0,0
Solomon Islands,1999,0,0,150224,0,0
Solomon Islands,2000,0,0,150224,0,0
Solomon Islands,2001,0,0,157552,0,0
Solomon Islands,2002,0,0,157552,0,0
Solomon Islands,2003,0,0,161216,0,0
Solomon Islands,2004,0,0,161216,0,0
Solomon Islands,2005,0,0,161216,0,0
Solomon Islands,2006,0,0,164880,0,0
Solomon Islands,2007,0,0,179536,0,0
Solomon Islands,2008,0,0,186864,0,0
Solomon Islands,2009,0,0,194192,0,0
Solomon Islands,2010,0,0,197856,0,0
Solomon Islands,2011,0,0,197856,0,0
Solomon Islands,2012,0,0,197856,0,0
Solomon Islands,2013,0,0,201520,0,0
Solomon Islands,2014,0,0,201520,0,0
Somalia,1950,0,0,47632,0,0
Somalia,1951,0,0,47632,0,0
Somalia,1952,0,0,47632,0,0
Somalia,1953,0,0,47632,0,0
Somalia,1954,0,0,47632,0,0
Somalia,1955,0,0,65952,0,0
Somalia,1956,0,0,69616,0,0
Somalia,1957,0,0,73280,0,0
Somalia,1958,0,0,84272,0,0
Somalia,1959,0,0,87936,0,0
Somalia,1960,0,0,84272,0,0
Somalia,1961,0,0,87936,0,0
Somalia,1962,0,0,106256,0,0
Somalia,1963,0,0,102592,0,0
Somalia,1964,0,0,135568,0,0
Somalia,1965,0,0,131904,0,0
Somalia,1966,0,0,139232,0,0
Somalia,1967,0,0,227168,0,0
Somalia,1968,0,0,153888,0,0
Somalia,1969,0,0,161216,0,0
Somalia,1970,0,0,216176,0,0
Somalia,1971,0,0,186864,0,0
Somalia,1972,0,0,234496,0,0
Somalia,1973,0,0,263808,0,0
Somalia,1974,0,0,329760,0,0
Somalia,1975,0,0,501968,0,0
Somalia,1976,0,0,479984,0,0
Somalia,1977,0,0,798752,0,0
Somalia,1978,0,0,556928,0,0
Somalia,1979,0,0,487312,0,0
Somalia,1980,0,0,813408,0,0
Somalia,1981,0,0,274800,0,0
Somalia,1982,0,0,718144,0,0
Somalia,1983,0,0,934320,0,0
Somalia,1984,0,0,714480,0,0
Somalia,1985,0,0,857376,0,0
Somalia,1986,0,0,923328,0,0
Somalia,1987,0,0,992944,0,0
Somalia,1988,0,0,981952,25648,0
Somalia,1989,0,0,930656,25648,0
Somalia,1990,0,0,714480,18320,0
Somalia,1991,0,0,703488,3664,0
Somalia,1992,0,0,670512,10992,0
Somalia,1993,0,0,630208,10992,0
Somalia,1994,0,0,619216,10992,0
Somalia,1995,0,0,578912,10992,0
Somalia,1996,0,0,567920,0,0
Somalia,1997,0,0,538608,0,0
Somalia,1998,0,0,512960,0,0
Somalia,1999,0,0,490976,0,0
Somalia,2000,0,0,479984,0,0
Somalia,2001,0,0,501968,0,0
Somalia,2002,0,0,586240,0,0
Somalia,2003,0,0,593568,0,0
Somalia,2004,0,0,593568,0,0
Somalia,2005,0,0,593568,0,0
Somalia,2006,0,0,593568,0,0
Somalia,2007,0,0,608224,0,0
Somalia,2008,0,0,600896,0,0
Somalia,2009,0,0,597232,0,0
Somalia,2010,0,0,611888,0,0
Somalia,2011,0,0,604560,0,0
Somalia,2012,0,0,608224,0,0
Somalia,2013,0,0,608224,0,0
Somalia,2014,0,0,608224,0,0
South Africa,1884,0,21984,0,0,0
South Africa,1885,0,36640,0,0,0
South Africa,1886,0,47632,0,0,0
South Africa,1887,0,47632,0,0,0
South Africa,1888,0,80608,0,0,0
South Africa,1889,0,131904,0,0,0
South Africa,1890,0,296784,0,0,0
South Africa,1891,0,296784,0,0,0
South Africa,1892,0,479984,0,0,0
South Africa,1893,0,1799024,0,0,0
South Africa,1894,0,2432896,0,0,0
South Africa,1895,0,3337904,0,0,0
South Africa,1896,0,4257568,0,0,0
South Africa,1897,0,4777856,0,0,0
South Africa,1898,0,6049264,0,0,0
South Africa,1899,0,5517984,0,0,0
South Africa,1900,0,2330304,0,0,0
South Africa,1901,0,3909488,0,0,0
South Africa,1902,0,5825760,0,0,0
South Africa,1903,0,7782336,0,0,0
South Africa,1904,0,8767952,0,0,0
South Africa,1905,0,10028368,0,0,0
South Africa,1906,0,11464656,0,0,0
South Africa,1907,0,12651792,0,0,0
South Africa,1908,0,13007200,0,0,0
South Africa,1909,0,14974768,0,0,0
South Africa,1910,0,16978976,0,0,0
South Africa,1911,0,16341440,0,0,0
South Africa,1912,0,17349040,0,0,0
South Africa,1913,0,18983184,0,0,0
South Africa,1914,0,18400608,0,0,0
South Africa,1915,0,18510528,0,0,0
South Africa,1916,0,21811792,0,0,0
South Africa,1917,0,23339680,0,0,0
South Africa,1918,0,22222160,0,0,0
South Africa,1919,0,23138160,0,0,0
South Africa,1920,0,25666320,0,0,0
South Africa,1921,0,25413504,0,0,0
South Africa,1922,0,21786144,0,0,0
South Africa,1923,0,26443088,0,0,0
South Africa,1924,0,27776784,0,0,0
South Africa,1925,0,28952928,0,0,0
South Africa,1926,0,30429520,0,0,0
South Africa,1927,0,29561152,0,0,0
South Africa,1928,0,29623440,0,0,0
South Africa,1929,0,30590736,0,179536,0
South Africa,1930,0,28722096,0,0,0
South Africa,1931,0,25567392,0,0,0
South Africa,1932,0,23314032,0,142896,0
South Africa,1933,0,25179008,0,153888,0
South Africa,1934,0,28652480,0,216176,0
South Africa,1935,0,31895120,0,263808,0
South Africa,1936,0,34877616,0,377392,0
South Africa,1937,0,36401840,0,417696,0
South Africa,1938,0,38266816,0,436016,0
South Africa,1939,0,39688448,0,472656,0
South Africa,1940,0,41106416,0,414032,0
South Africa,1941,0,43894720,0,436016,0
South Africa,1942,0,47954432,0,472656,0
South Africa,1943,0,48313504,0,458000,0
South Africa,1944,0,54014688,0,556928,0
South Africa,1945,0,55348384,0,523952,0
South Africa,1946,0,55461968,0,586240,0
South Africa,1947,0,55216480,0,622880,0
South Africa,1948,0,56451248,0,652192,0
South Africa,1949,0,59910064,0,677840,0
South Africa,1950,0,55168848,4946400,919664,0
South Africa,1951,0,58525072,5646224,974624,0
South Africa,1952,0,63903824,5979648,1007600,0
