Entity,Year,"GHG emissions per capita (tonnes CO2e) (EDGAR, 2019)","GHG emissions per capita per day (kgCO2e) (EDGAR, 2019)"
Saint Vincent and the Grenadines,1976,0.84,2.31
Saint Vincent and the Grenadines,1977,0.91,2.49
Saint Vincent and the Grenadines,1978,0.86,2.36
Saint Vincent and the Grenadines,1979,0.86,2.35
Saint Vincent and the Grenadines,1980,0.87,2.37
Saint Vincent and the Grenadines,1981,1.14,3.13
Saint Vincent and the Grenadines,1982,1.19,3.25
Saint Vincent and the Grenadines,1983,1.35,3.71
Saint Vincent and the Grenadines,1984,1.30,3.56
Saint Vincent and the Grenadines,1985,1.20,3.28
Saint Vincent and the Grenadines,1986,1.13,3.10
Saint Vincent and the Grenadines,1987,1.09,2.99
Saint Vincent and the Grenadines,1988,1.21,3.31
Saint Vincent and the Grenadines,1989,1.38,3.78
Saint Vincent and the Grenadines,1990,1.31,3.58
Saint Vincent and the Grenadines,1991,1.25,3.43
Saint Vincent and the Grenadines,1992,1.28,3.51
Saint Vincent and the Grenadines,1993,1.16,3.18
Saint Vincent and the Grenadines,1994,1.65,4.51
Saint Vincent and the Grenadines,1995,1.74,4.77
Saint Vincent and the Grenadines,1996,1.74,4.76
Saint Vincent and the Grenadines,1997,1.60,4.38
Saint Vincent and the Grenadines,1998,1.98,5.42
Saint Vincent and the Grenadines,1999,2.10,5.76
Saint Vincent and the Grenadines,2000,2.06,5.65
Saint Vincent and the Grenadines,2001,2.07,5.68
Saint Vincent and the Grenadines,2002,2.17,5.94
Saint Vincent and the Grenadines,2003,2.22,6.07
Saint Vincent and the Grenadines,2004,2.39,6.56
Saint Vincent and the Grenadines,2005,2.40,6.58
Saint Vincent and the Grenadines,2006,2.46,6.74
Saint Vincent and the Grenadines,2007,2.54,6.96
Saint Vincent and the Grenadines,2008,2.61,7.15
Saint Vincent and the Grenadines,2010,2.76,7.56
Saint Vincent and the Grenadines,2011,2.84,7.79
Saint Vincent and the Grenadines,2012,2.92,8.00
Samoa,1970,0.81,2.23
Samoa,1971,0.81,2.21
Samoa,1972,0.80,2.18
Samoa,1973,0.80,2.20
Samoa,1974,0.87,2.39
Samoa,1975,0.87,2.39
Samoa,1976,0.87,2.39
Samoa,1977,0.91,2.50
Samoa,1978,0.95,2.59
Samoa,1979,1.00,2.75
Samoa,1980,1.22,3.34
Samoa,1981,1.75,4.80
Samoa,1982,1.45,3.97
Samoa,1983,1.46,4.01
Samoa,1984,1.60,4.40
Samoa,1985,1.65,4.52
Samoa,1986,1.58,4.34
Samoa,1987,1.65,4.51
Samoa,1988,1.75,4.78
Samoa,1989,1.71,4.70
Samoa,1990,1.76,4.83
Samoa,1991,1.73,4.75
Samoa,1992,1.77,4.85
Samoa,1993,1.74,4.76
Samoa,1994,1.61,4.41
Samoa,1995,1.64,4.51
Samoa,1996,1.69,4.62
Samoa,1997,1.78,4.87
Samoa,1998,1.73,4.75
Samoa,1999,1.76,4.82
Samoa,2000,1.82,5.00
Samoa,2001,1.85,5.06
Samoa,2002,1.78,4.89
Samoa,2003,1.77,4.84
Samoa,2004,1.75,4.79
Samoa,2005,1.71,4.68
Samoa,2006,1.80,4.93
Samoa,2007,1.79,4.91
Samoa,2008,1.80,4.93
Samoa,2009,1.79,4.90
Samoa,2010,1.83,5.02
Samoa,2011,1.86,5.09
Samoa,2012,1.88,5.16
Sao Tome and Principe,1970,0.53,1.45
Sao Tome and Principe,1971,0.52,1.43
Sao Tome and Principe,1972,0.52,1.43
Sao Tome and Principe,1973,0.54,1.47
Sao Tome and Principe,1974,0.54,1.48
Sao Tome and Principe,1975,0.55,1.50
Sao Tome and Principe,1976,0.56,1.53
Sao Tome and Principe,1977,0.58,1.58
Sao Tome and Principe,1978,0.56,1.54
Sao Tome and Principe,1979,0.60,1.63
Sao Tome and Principe,1980,0.63,1.72
Sao Tome and Principe,1981,0.60,1.65
Sao Tome and Principe,1982,0.61,1.67
Sao Tome and Principe,1983,0.62,1.70
Sao Tome and Principe,1984,0.62,1.69
Sao Tome and Principe,1985,0.63,1.72
Sao Tome and Principe,1986,0.64,1.76
Sao Tome and Principe,1987,0.64,1.76
Sao Tome and Principe,1988,0.65,1.79
Sao Tome and Principe,1989,0.64,1.76
Sao Tome and Principe,1990,0.86,2.34
Sao Tome and Principe,1991,0.88,2.41
Sao Tome and Principe,1992,0.85,2.34
Sao Tome and Principe,1993,0.84,2.30
Sao Tome and Principe,1994,0.83,2.27
Sao Tome and Principe,1995,0.85,2.32
Sao Tome and Principe,1996,0.84,2.29
Sao Tome and Principe,1997,0.85,2.33
Sao Tome and Principe,1998,0.79,2.16
Sao Tome and Principe,1999,0.80,2.20
Sao Tome and Principe,2000,1.49,4.09
Sao Tome and Principe,2001,1.33,3.64
Sao Tome and Principe,2002,1.31,3.60
Sao Tome and Principe,2003,1.42,3.88
Sao Tome and Principe,2004,1.12,3.06
Sao Tome and Principe,2005,1.14,3.12
Sao Tome and Principe,2006,0.97,2.67
Sao Tome and Principe,2007,1.04,2.85
Sao Tome and Principe,2008,1.05,2.89
Sao Tome and Principe,2009,1.04,2.84
Sao Tome and Principe,2010,1.06,2.91
Sao Tome and Principe,2011,1.07,2.92
Sao Tome and Principe,2012,1.07,2.93
Saudi Arabia,1970,13.40,36.72
Saudi Arabia,1971,15.41,42.22
Saudi Arabia,1972,18.98,51.99
Saudi Arabia,1973,24.21,66.32
Saudi Arabia,1974,24.28,66.52
Saudi Arabia,1975,18.88,51.73
Saudi Arabia,1976,22.21,60.85
Saudi Arabia,1977,22.41,61.41
Saudi Arabia,1978,21.61,59.22
Saudi Arabia,1979,23.64,64.76
Saudi Arabia,1980,26.75,73.28
Saudi Arabia,1981,22.86,62.64
Saudi Arabia,1982,20.85,57.12
Saudi Arabia,1983,18.96,51.95
Saudi Arabia,1984,13.69,37.51
Saudi Arabia,1995,13.99,38.32
Saudi Arabia,1996,14.44,39.55
Saudi Arabia,1997,14.39,39.42
Saudi Arabia,1998,14.73,40.36
Saudi Arabia,1999,14.57,39.93
Saudi Arabia,2000,14.96,41.00
Saudi Arabia,2001,15.10,41.36
Saudi Arabia,2002,15.35,42.06
Saudi Arabia,2003,15.74,43.12
Saudi Arabia,2007,16.63,45.55
Saudi Arabia,2008,17.22,47.18
Saudi Arabia,2009,17.68,48.43
Saudi Arabia,2011,18.24,49.96
Senegal,1970,1.93,5.30
Senegal,1971,1.89,5.17
Senegal,1972,1.78,4.87
Senegal,1973,1.74,4.76
Senegal,1974,1.64,4.48
Senegal,1975,1.68,4.59
Senegal,1976,1.68,4.61
Senegal,1977,1.74,4.78
Senegal,1978,1.66,4.56
Senegal,1979,1.68,4.59
Senegal,1980,1.68,4.60
Senegal,1981,1.57,4.30
Senegal,1982,1.58,4.32
Senegal,1983,1.46,4.01
Senegal,1984,1.45,3.97
Senegal,1985,1.44,3.94
Senegal,1986,1.44,3.94
Senegal,1987,1.45,3.97
Senegal,1988,1.38,3.78
Senegal,1989,1.41,3.85
Senegal,1990,1.46,3.99
Senegal,1991,1.37,3.74
Senegal,1992,1.42,3.90
Senegal,1993,1.38,3.79
Senegal,1994,1.37,3.75
Senegal,1995,1.39,3.80
Senegal,1996,1.40,3.84
Senegal,1997,1.43,3.91
Senegal,1998,4.77,13.08
Senegal,1999,5.84,16.01
Senegal,2000,4.92,13.48
Senegal,2001,5.80,15.90
Senegal,2002,5.29,14.50
Senegal,2003,3.24,8.88
Senegal,2004,4.49,12.30
Senegal,2005,4.47,12.25
Senegal,2006,5.06,13.86
Senegal,2007,3.99,10.94
Senegal,2008,4.25,11.65
Senegal,2009,3.77,10.33
Senegal,2010,4.13,11.33
Senegal,2011,4.05,11.08
Senegal,2012,3.95,10.83
Seychelles,1970,2.59,7.10
Seychelles,1971,2.56,7.02
Seychelles,1972,2.60,7.13
Seychelles,1973,2.66,7.28
Seychelles,1974,2.76,7.55
Seychelles,1975,2.75,7.53
Seychelles,1976,2.76,7.57
Seychelles,1977,2.86,7.84
Seychelles,1978,2.83,7.76
Seychelles,1979,3.42,9.38
Seychelles,1980,3.71,10.16
Seychelles,1981,2.92,8.01
Seychelles,1982,2.64,7.23
Seychelles,1983,4.20,11.50
Seychelles,1984,4.25,11.65
Seychelles,1985,4.44,12.17
Seychelles,1986,4.61,12.62
Seychelles,1987,4.42,12.12
Seychelles,1988,6.65,18.21
Seychelles,1989,6.30,17.26
Seychelles,1990,5.26,14.40
Seychelles,1991,5.70,15.63
Seychelles,1992,5.45,14.94
Seychelles,1993,5.43,14.89
Seychelles,1994,5.15,14.11
Seychelles,1995,5.35,14.65
Seychelles,1996,5.18,14.20
Seychelles,1997,5.79,15.86
Seychelles,2002,8.13,22.28
Seychelles,2003,8.42,23.07
Seychelles,2007,9.25,25.34
Seychelles,2008,9.27,25.41
Seychelles,2009,9.23,25.29
Seychelles,2010,9.51,26.07
Seychelles,2011,10.11,27.69
Seychelles,2012,10.31,28.24
Sierra Leone,1970,2.75,7.54
Sierra Leone,1971,2.68,7.33
Sierra Leone,1972,2.60,7.13
Sierra Leone,1973,2.69,7.38
Sierra Leone,1974,2.27,6.23
Sierra Leone,1975,2.33,6.40
Sierra Leone,1976,2.35,6.44
Sierra Leone,1977,2.56,7.01
Sierra Leone,1978,2.27,6.21
Sierra Leone,1979,2.35,6.45
Sierra Leone,1980,2.67,7.31
Sierra Leone,1981,2.29,6.27
Sierra Leone,1982,2.46,6.75
Sierra Leone,1983,2.26,6.20
Sierra Leone,1984,2.15,5.88
Sierra Leone,1985,2.00,5.47
Sierra Leone,1986,1.98,5.43
Sierra Leone,1987,1.98,5.44
Sierra Leone,1988,1.92,5.26
Sierra Leone,1989,1.97,5.39
Sierra Leone,1990,2.23,6.12
Sierra Leone,1991,1.90,5.22
Sierra Leone,1992,2.03,5.57
Sierra Leone,1993,1.96,5.36
Sierra Leone,1994,1.94,5.31
Sierra Leone,1995,2.10,5.74
Sierra Leone,1996,2.08,5.71
Sierra Leone,1997,2.13,5.83
Sierra Leone,1998,4.36,11.95
Sierra Leone,1999,5.64,15.46
Sierra Leone,2000,3.23,8.86
Sierra Leone,2001,6.84,18.73
Sierra Leone,2002,4.53,12.42
Sierra Leone,2003,4.02,11.01
Sierra Leone,2004,3.90,10.68
Sierra Leone,2005,2.63,7.20
Sierra Leone,2006,4.61,12.64
Sierra Leone,2007,4.75,13.01
Sierra Leone,2008,5.37,14.70
Sierra Leone,2009,2.77,7.60
Sierra Leone,2010,1.80,4.94
Sierra Leone,2011,1.77,4.86
Sierra Leone,2012,1.75,4.78
Singapore,2001,12.05,33.01
Singapore,2003,10.49,28.74
Singapore,2004,10.76,29.48
Singapore,2005,11.16,30.57
Singapore,2006,11.00,30.14
Singapore,2007,10.86,29.75
Singapore,2008,10.34,28.34
Singapore,2009,9.99,27.37
Singapore,2010,10.39,28.46
Singapore,2011,10.50,28.76
Singapore,2012,10.52,28.83
Slovakia,1970,11.79,32.30
Slovakia,1971,11.42,31.29
Slovakia,1972,11.59,31.74
Slovakia,1973,11.85,32.46
Slovakia,1974,11.95,32.74
Slovakia,1975,12.16,33.31
Slovakia,1976,12.19,33.40
Slovakia,1977,12.54,34.34
Slovakia,1978,13.88,38.03
Slovakia,1979,13.97,38.27
Slovakia,1980,15.31,41.95
Slovakia,1981,15.06,41.25
Slovakia,1982,14.46,39.63
Slovakia,1983,14.31,39.21
Slovakia,1984,14.79,40.53
Slovakia,1985,14.55,39.87
Slovakia,1986,13.88,38.03
Slovakia,1987,13.75,37.68
Slovakia,1988,14.27,39.09
Slovakia,1989,13.91,38.11
Slovakia,1990,13.64,37.36
Slovakia,1991,11.95,32.74
Slovakia,1992,11.17,30.61
Slovakia,1993,10.52,28.82
Slovakia,1994,10.10,27.67
Slovakia,1995,10.04,27.50
Slovakia,1996,10.21,27.97
Slovakia,1997,10.20,27.93
Slovakia,1998,9.84,26.95
Slovakia,1999,9.69,26.56
Slovakia,2000,9.36,25.64
Slovakia,2001,9.31,25.50
Slovakia,2002,9.22,25.27
Slovakia,2003,9.18,25.16
Slovakia,2004,9.00,24.66
Slovakia,2005,9.11,24.97
Slovakia,2006,9.01,24.67
Slovakia,2007,8.96,24.54
Slovakia,2008,9.14,25.04
Slovakia,2009,8.67,23.76
Slovakia,2010,9.27,25.39
Slovakia,2011,8.99,24.64
Slovakia,2012,8.56,23.46
Slovenia,1970,6.44,17.65
Slovenia,1971,6.48,17.76
Slovenia,1972,6.46,17.70
Slovenia,1973,7.22,19.79
Slovenia,1974,7.59,20.80
Slovenia,1975,7.97,21.84
Slovenia,1976,7.86,21.55
Slovenia,1977,8.35,22.86
Slovenia,1978,8.51,23.31
Slovenia,1979,8.94,24.49
Slovenia,1980,8.64,23.66
Slovenia,1981,8.70,23.84
Slovenia,1982,8.38,22.96
Slovenia,1983,9.22,25.26
Slovenia,1984,9.77,26.78
Slovenia,1985,9.42,25.81
Slovenia,1986,9.27,25.38
Slovenia,1987,9.36,25.64
Slovenia,1988,10.71,29.34
Slovenia,1989,10.34,28.32
Slovenia,1990,10.00,27.39
Slovenia,1991,9.27,25.39
Slovenia,1992,8.93,24.46
Slovenia,1993,9.19,25.18
Slovenia,1994,9.21,25.25
Slovenia,1995,9.48,25.98
Slovenia,1996,10.10,27.68
Slovenia,1997,10.98,30.07
Slovenia,1998,10.83,29.66
Slovenia,1999,10.66,29.20
Slovenia,2000,10.52,28.83
Slovenia,2001,10.89,29.84
Slovenia,2002,11.20,30.69
Slovenia,2003,10.99,30.11
Slovenia,2004,11.05,30.27
Slovenia,2005,11.18,30.63
Slovenia,2006,11.35,31.10
Slovenia,2007,11.36,31.13
Slovenia,2008,11.50,31.52
Slovenia,2009,10.52,28.82
Slovenia,2010,10.69,29.28
Slovenia,2011,10.48,28.71
Slovenia,2012,10.24,28.07
Small states,1970,10.18,27.89
Small states,1971,9.57,26.21
Small states,1972,10.32,28.27
Small states,1973,10.55,28.91
Small states,1974,10.08,27.62
Small states,1975,10.33,28.29
Small states,1976,10.23,28.02
Small states,1977,10.38,28.44
Small states,1978,10.24,28.04
Small states,1979,10.80,29.58
Small states,1980,10.28,28.15
Small states,1981,10.56,28.92
Small states,1982,10.49,28.75
Small states,1983,10.57,28.95
Small states,1984,9.94,27.23
Small states,1985,9.75,26.71
Small states,1986,9.76,26.74
Small states,1987,10.06,27.57
Small states,1988,9.69,26.55
Small states,1989,9.63,26.38
Small states,1990,9.57,26.23
Small states,1991,8.98,24.60
Small states,1992,8.07,22.11
Small states,1993,7.34,20.10
Small states,1994,7.17,19.64
Small states,1995,7.25,19.86
Small states,1996,7.01,19.19
Small states,1997,6.35,17.40
Small states,1998,9.59,26.29
Small states,1999,9.91,27.16
Small states,2000,9.39,25.74
Small states,2001,9.75,26.70
Small states,2002,8.72,23.89
Small states,2003,8.92,24.43
Small states,2004,9.59,26.28
Small states,2005,9.62,26.36
Small states,2006,10.90,29.86
Small states,2007,9.85,26.99
Small states,2008,12.25,33.57
Small states,2009,10.65,29.18
Small states,2010,12.72,34.86
Small states,2011,12.86,35.24
Small states,2012,12.98,35.56
Solomon Islands,1970,22.27,61.02
Solomon Islands,1971,21.45,58.76
Solomon Islands,1972,22.12,60.61
Solomon Islands,1973,22.91,62.76
Solomon Islands,1974,21.84,59.83
Solomon Islands,1975,22.72,62.24
Solomon Islands,1976,22.12,60.61
Solomon Islands,1977,22.76,62.35
Solomon Islands,1978,24.85,68.09
Solomon Islands,1979,22.55,61.79
Solomon Islands,1980,24.33,66.65
Solomon Islands,1981,24.15,66.16
Solomon Islands,1982,23.95,65.63
Solomon Islands,1983,22.82,62.52
Solomon Islands,1984,21.48,58.84
Solomon Islands,1985,23.10,63.29
Solomon Islands,1986,21.35,58.50
Solomon Islands,1987,22.43,61.45
Solomon Islands,1988,22.52,61.71
Solomon Islands,1989,20.05,54.93
Solomon Islands,1990,18.93,51.87
Solomon Islands,1991,13.77,37.72
Solomon Islands,1992,9.99,27.36
Solomon Islands,1993,10.41,28.51
Solomon Islands,1994,10.92,29.91
Solomon Islands,1995,10.82,29.63
Solomon Islands,1996,10.97,30.06
Solomon Islands,1997,10.68,29.27
Solomon Islands,1998,9.95,27.26
Solomon Islands,1999,9.42,25.82
Solomon Islands,2000,9.90,27.13
Solomon Islands,2001,9.78,26.81
Solomon Islands,2002,9.95,27.25
Solomon Islands,2003,9.85,26.99
Solomon Islands,2004,9.65,26.44
Solomon Islands,2005,9.20,25.21
Solomon Islands,2006,9.01,24.68
Solomon Islands,2007,8.94,24.49
Solomon Islands,2008,8.75,23.96
Solomon Islands,2009,8.56,23.46
Solomon Islands,2010,8.49,23.25
Solomon Islands,2011,8.41,23.03
Solomon Islands,2012,8.32,22.81
Somalia,1970,3.83,10.48
Somalia,1971,3.78,10.37
Somalia,1972,3.87,10.61
Somalia,1973,3.80,10.41
Somalia,1974,3.66,10.03
Somalia,1975,3.65,10.01
Somalia,1976,3.31,9.06
Somalia,1977,3.13,8.57
Somalia,1978,2.99,8.19
Somalia,1979,2.74,7.50
Somalia,1980,2.56,7.00
Somalia,1981,2.55,6.98
Somalia,1982,2.56,7.02
Somalia,1983,2.50,6.86
Somalia,1984,2.55,6.98
Somalia,1985,2.61,7.16
Somalia,1986,2.62,7.19
Somalia,1987,2.67,7.32
Somalia,1988,2.71,7.43
Somalia,1989,2.66,7.28
Somalia,1990,2.43,6.65
Somalia,1991,2.18,5.96
Somalia,1992,2.06,5.63
Somalia,1993,2.25,6.16
Somalia,1994,2.41,6.59
Somalia,1995,2.44,6.67
Somalia,1996,2.43,6.67
Somalia,1997,2.42,6.62
Somalia,1998,2.48,6.81
Somalia,1999,2.43,6.66
Somalia,2000,2.27,6.23
Somalia,2001,2.22,6.09
Somalia,2002,2.19,5.99
Somalia,2003,2.19,5.99
Somalia,2004,2.09,5.74
Somalia,2005,2.04,5.58
Somalia,2006,1.98,5.41
Somalia,2007,1.93,5.28
Somalia,2008,1.89,5.17
Somalia,2009,1.80,4.94
Somalia,2010,1.78,4.88
Somalia,2011,1.75,4.79
Somalia,2012,1.72,4.70
South Africa,1970,11.11,30.44
South Africa,1971,10.66,29.22
South Africa,1972,10.39,28.47
South Africa,1973,10.85,29.71
South Africa,1974,10.80,29.60
South Africa,1975,11.22,30.73
South Africa,1976,11.47,31.41
South Africa,1977,11.22,30.75
South Africa,1978,10.14,27.77
South Africa,1979,10.30,28.21
South Africa,1980,10.35,28.34
South Africa,1981,10.21,27.98
South Africa,1982,9.87,27.05
South Africa,1983,9.33,25.56
South Africa,1990,9.30,25.47
South Africa,1991,8.93,24.48
South Africa,1992,8.99,24.63
South Africa,1993,8.63,23.65
South Africa,1994,8.63,23.64
South Africa,1995,8.82,24.17
South Africa,1996,8.94,24.50
South Africa,1997,9.23,25.29
South Africa,1998,10.32,28.27
South Africa,1999,9.56,26.20
South Africa,2000,9.20,25.19
South Africa,2001,8.97,24.57
South Africa,2002,9.23,25.29
South Africa,2003,9.58,26.24
South Africa,2004,9.80,26.84
South Africa,2005,10.21,27.96
South Africa,2006,9.72,26.64
South Africa,2007,10.07,27.58
South Asia,1970,1.40,3.84
South Asia,1971,1.37,3.76
South Asia,1972,1.36,3.73
South Asia,1973,1.35,3.69
South Asia,1974,1.35,3.71
South Asia,1975,1.37,3.75
South Asia,1976,1.37,3.75
South Asia,1977,1.37,3.76
South Asia,1978,1.35,3.71
South Asia,1979,1.37,3.74
South Asia,1980,1.36,3.72
South Asia,1981,1.39,3.80
South Asia,1982,1.40,3.82
South Asia,1983,1.41,3.87
South Asia,1984,1.45,3.97
South Asia,1985,1.44,3.95
South Asia,1986,1.47,4.03
South Asia,1987,1.44,3.95
South Asia,1988,1.52,4.17
South Asia,1989,1.55,4.24
South Asia,1990,1.54,4.22
South Asia,1991,1.56,4.26
South Asia,1992,1.57,4.30
South Asia,1993,1.57,4.31
South Asia,1994,1.60,4.38
South Asia,1995,1.63,4.48
South Asia,1996,1.66,4.54
South Asia,1997,1.67,4.58
South Asia,1998,1.64,4.51
South Asia,1999,1.78,4.88
South Asia,2000,1.69,4.62
South Asia,2001,1.65,4.53
South Asia,2002,1.66,4.55
South Asia,2003,1.69,4.62
South Asia,2004,1.75,4.79
South Asia,2005,1.75,4.79
South Asia,2006,1.81,4.95
South Asia,2007,1.89,5.19
South Asia,2008,1.91,5.22
South Asia,2009,1.98,5.43
South Asia,2010,2.08,5.69
South Asia,2011,2.09,5.73
South Asia,2012,2.17,5.93
South Asia (IDA & IBRD),1970,1.40,3.84
South Asia (IDA & IBRD),1971,1.37,3.76
South Asia (IDA & IBRD),1972,1.36,3.73
South Asia (IDA & IBRD),1973,1.35,3.69
South Asia (IDA & IBRD),1974,1.35,3.71
South Asia (IDA & IBRD),1975,1.37,3.75
South Asia (IDA & IBRD),1976,1.37,3.75
South Asia (IDA & IBRD),1977,1.37,3.76
South Asia (IDA & IBRD),1978,1.35,3.71
South Asia (IDA & IBRD),1979,1.37,3.74
South Asia (IDA & IBRD),1980,1.36,3.72
South Asia (IDA & IBRD),1981,1.39,3.80
South Asia (IDA & IBRD),1982,1.40,3.82
South Asia (IDA & IBRD),1983,1.41,3.87
South Asia (IDA & IBRD),1984,1.45,3.97
South Asia (IDA & IBRD),1985,1.44,3.95
South Asia (IDA & IBRD),1986,1.47,4.03
South Asia (IDA & IBRD),1987,1.44,3.95
South Asia (IDA & IBRD),1988,1.52,4.17
South Asia (IDA & IBRD),1989,1.55,4.24
South Asia (IDA & IBRD),1990,1.54,4.22
South Asia (IDA & IBRD),1991,1.56,4.26
South Asia (IDA & IBRD),1992,1.57,4.30
South Asia (IDA & IBRD),1993,1.57,4.31
South Asia (IDA & IBRD),1994,1.60,4.38
South Asia (IDA & IBRD),1995,1.63,4.48
South Asia (IDA & IBRD),1996,1.66,4.54
South Asia (IDA & IBRD),1997,1.67,4.58
South Asia (IDA & IBRD),1998,1.64,4.51
South Asia (IDA & IBRD),1999,1.78,4.88
South Asia (IDA & IBRD),2000,1.69,4.62
South Asia (IDA & IBRD),2001,1.65,4.53
South Asia (IDA & IBRD),2002,1.66,4.55
South Asia (IDA & IBRD),2003,1.69,4.62
South Asia (IDA & IBRD),2004,1.75,4.79
South Asia (IDA & IBRD),2005,1.75,4.79
South Asia (IDA & IBRD),2006,1.81,4.95
South Asia (IDA & IBRD),2007,1.89,5.19
South Asia (IDA & IBRD),2008,1.91,5.22
South Asia (IDA & IBRD),2009,1.98,5.43
South Asia (IDA & IBRD),2010,2.08,5.69
South Asia (IDA & IBRD),2011,2.09,5.73
South Asia (IDA & IBRD),2012,2.17,5.93
South Korea,1970,2.75,7.53
South Korea,1971,2.71,7.44
South Korea,1972,2.73,7.47
South Korea,1973,3.14,8.60
South Korea,1974,3.25,8.92
South Korea,1975,3.43,9.39
South Korea,1976,3.63,9.95
South Korea,1977,3.98,10.90
South Korea,1978,4.22,11.56
South Korea,1979,4.60,12.59
South Korea,1980,4.60,12.59
South Korea,1981,4.69,12.85
South Korea,1982,4.60,12.59
South Korea,1983,4.83,13.23
South Korea,1984,5.15,14.11
South Korea,1985,5.27,14.44
South Korea,1986,5.44,14.91
South Korea,1987,5.43,14.87
South Korea,1988,6.15,16.84
South Korea,1989,6.36,17.43
South Korea,1990,7.01,19.20
South Korea,1991,7.59,20.80
South Korea,1992,8.11,22.21
South Korea,1993,8.71,23.87
South Korea,1994,9.36,25.65
South Korea,1995,10.06,27.56
South Korea,1996,10.71,29.33
South Korea,1997,11.18,30.64
South Korea,1998,9.73,26.67
South Korea,1999,10.51,28.80
South Korea,2000,10.91,29.89
South Korea,2001,11.03,30.21
South Korea,2002,11.23,30.75
South Korea,2003,11.40,31.25
South Korea,2004,11.70,32.05
South Korea,2005,11.65,31.92
South Korea,2006,11.68,32.00
South Korea,2007,11.82,32.39
South Korea,2008,12.13,33.23
South Korea,2009,12.06,33.03
South Korea,2010,12.69,34.77
South Korea,2011,13.02,35.67
South Korea,2012,13.33,36.51
Spain,1970,5.13,14.05
Spain,1971,5.37,14.71
Spain,1972,5.71,15.65
Spain,1973,6.05,16.57
Spain,1974,6.37,17.45
Spain,1975,6.46,17.69
Spain,1976,6.92,18.95
Spain,1977,6.65,18.23
Spain,1978,6.60,18.07
Spain,1979,6.88,18.86
Spain,1980,7.19,19.70
Spain,1981,7.28,19.95
Spain,1982,7.06,19.35
Spain,1983,7.13,19.52
Spain,1984,6.84,18.74
Spain,1985,6.65,18.23
Spain,1986,6.77,18.54
Spain,1987,6.70,18.37
Spain,1988,6.92,18.96
Spain,1989,7.44,20.37
Spain,1990,7.55,20.68
Spain,1991,7.71,21.13
Spain,1992,7.88,21.58
Spain,1993,7.47,20.46
Spain,1994,7.75,21.22
Spain,1995,8.04,22.03
Spain,1996,7.77,21.28
Spain,1997,8.24,22.56
Spain,1998,8.55,23.42
Spain,1999,9.00,24.66
Spain,2000,9.39,25.73
Spain,2001,9.24,25.33
Spain,2002,9.59,26.28
Spain,2003,9.67,26.49
Spain,2004,9.81,26.88
Spain,2005,10.01,27.43
Spain,2006,9.69,26.55
Spain,2007,9.73,26.65
Spain,2008,8.81,24.14
Spain,2009,8.04,22.03
Spain,2010,7.61,20.86
Spain,2011,7.57,20.74
Spain,2012,7.45,20.40
Sri Lanka,1970,1.32,3.61
Sri Lanka,1971,1.28,3.50
Sri Lanka,1972,1.26,3.45
Sri Lanka,1973,1.27,3.47
Sri Lanka,1974,1.30,3.56
Sri Lanka,1975,1.10,3.03
Sri Lanka,1976,1.12,3.08
Sri Lanka,1977,1.21,3.30
Sri Lanka,1978,1.25,3.43
Sri Lanka,1979,1.23,3.36
Sri Lanka,1980,1.23,3.38
Sri Lanka,1981,1.24,3.39
Sri Lanka,1982,1.21,3.30
Sri Lanka,1983,1.21,3.31
Sri Lanka,1984,1.23,3.36
Sri Lanka,1985,1.16,3.19
Sri Lanka,1986,1.12,3.08
Sri Lanka,1987,1.05,2.87
Sri Lanka,1988,1.10,3.03
Sri Lanka,1989,1.02,2.81
Sri Lanka,1990,1.06,2.91
Sri Lanka,1991,1.03,2.82
Sri Lanka,1992,1.08,2.96
Sri Lanka,1993,1.08,2.97
Sri Lanka,1994,1.15,3.14
Sri Lanka,1995,1.13,3.09
Sri Lanka,1996,1.18,3.23
Sri Lanka,1997,1.16,3.17
Sri Lanka,1998,1.11,3.03
Sri Lanka,1999,1.22,3.35
Sri Lanka,2000,1.24,3.40
Sri Lanka,2001,1.19,3.25
Sri Lanka,2002,1.23,3.37
Sri Lanka,2003,1.28,3.50
Sri Lanka,2004,1.31,3.59
Sri Lanka,2005,1.39,3.82
Sri Lanka,2006,1.32,3.62
Sri Lanka,2007,1.40,3.84
Sri Lanka,2008,1.40,3.84
Sri Lanka,2009,1.39,3.80
Sri Lanka,2010,1.44,3.95
Sri Lanka,2011,1.47,4.02
Sri Lanka,2012,1.49,4.08
Sub-Saharan Africa,1970,10.74,29.42
Sub-Saharan Africa,1971,7.53,20.63
Sub-Saharan Africa,1972,7.64,20.93
Sub-Saharan Africa,1973,7.97,21.84
Sub-Saharan Africa,1974,6.95,19.03
Sub-Saharan Africa,1975,7.49,20.52
Sub-Saharan Africa,1976,6.95,19.04
Sub-Saharan Africa,1977,7.52,20.62
Sub-Saharan Africa,1978,7.27,19.91
Sub-Saharan Africa,1979,8.61,23.60
Sub-Saharan Africa,1980,7.84,21.49
Sub-Saharan Africa,1981,6.79,18.60
Sub-Saharan Africa,1982,7.27,19.91
Sub-Saharan Africa,1983,6.97,19.10
Sub-Saharan Africa,1984,5.24,14.35
Sub-Saharan Africa,1985,5.04,13.80
Sub-Saharan Africa,1986,4.73,12.96
Sub-Saharan Africa,1987,5.62,15.39
Sub-Saharan Africa,1988,4.42,12.11
Sub-Saharan Africa,1989,4.73,12.96
