Entity,Year,Cadmium (BGS (2016)),Cobalt (BGS (2016)),Diamond (BGS (2016)),Graphite (BGS (2016)),Lithium (BGS (2016)),Mercury (BGS (2016)),Platinum (BGS (2016)),Uranium (BGS (2016)),Silicon (BGS (2016))
New Caledonia,2008,,869,,,,,,,
New Caledonia,2009,,913,,,,,,,
New Caledonia,2010,,1735,,,,,,,
New Caledonia,2011,,2404,,,,,,,
New Caledonia,2012,,2631,,,,,,,
New Caledonia,2013,,7414,,,,,,,
New Caledonia,2014,,8239,,,,,,,
New Caledonia,2015,,11210,,,,,,,
New Zealand,1970,10,,,,,,,,
New Zealand,1971,14,,,,,,,,
Niger,1970,,,,,,,,46,
Niger,1971,,,,,,,,431,
Niger,1972,,,,,,,,737,
Niger,1973,,,,,,,,949,
Niger,1974,,,,,,,,1120,
Niger,1975,,,,,,,,1305,
Niger,1976,,,,,,,,1460,
Niger,1977,,,,,,,,1441,
Niger,1978,,,,,,,,2062,
Niger,1979,,,,,,,,3615,
Niger,1980,,,,,,,,4132,
Niger,1981,,,,,,,,4367,
Niger,1982,,,,,,,,4257,
Niger,1983,,,,,,,,3429,
Niger,1984,,,,,,,,3273,
Niger,1985,,,,,,,,3181,
Niger,1986,,,,,,,,3113,
Niger,1987,,,,,,,,2968,
Niger,1988,,,,,,,,2962,
Niger,1989,,,,,,,,2980,
Niger,1990,,,,,,,,2832,
Niger,1991,,,,,,,,2964,
Niger,1992,,,,,,,,2965,
Niger,1993,,,,,,,,2913,
Niger,1994,,,,,,,,2964,
Niger,1995,,,,,,,,2974,
Niger,1996,,,,,,,,3326,
Niger,1997,,,,,,,,3492,
Niger,1998,,,,,,,,3713,
Niger,1999,,,,,,,,2916,
Niger,2000,,,,,,,,2898,
Niger,2001,,,,,,,,2919,
Niger,2002,,,,,,,,3076,
Niger,2003,,,,,,,,3143,
Niger,2004,,,,,,,,3273,
Niger,2005,,,,,,,,3093,
Niger,2006,,,,,,,,3431,
Niger,2007,,,,,,,,3153,
Niger,2008,,,,,,,,2993,
Niger,2009,,,,,,,,3241,
Niger,2010,,,,,,,,4198,
Niger,2011,,,,,,,,4159,
Niger,2012,,,,,,,,4821,
Niger,2013,,,,,,,,4277,
Niger,2014,,,,,,,,4156,
Niger,2015,,,,,,,,4116,
North Korea,1970,90,,,75000,,,,,
North Korea,1971,100,,,75000,,,,,
North Korea,1972,100,,,75000,,,,,
North Korea,1973,100,,,75000,,,,,
North Korea,1974,110,,,75000,,,,,
North Korea,1975,150,,,75000,,,,,
North Korea,1976,150,,,20000,,,,,20000
North Korea,1977,150,,,20000,,,,,23000
North Korea,1978,150,,,20000,,,,,30000
North Korea,1979,150,,,25000,,,,,30000
North Korea,1980,140,,,25000,,,,,30000
North Korea,1981,130,,,25000,,,,,30000
North Korea,1982,220,,,25000,,,,,30000
North Korea,1983,220,,,25000,,,,,30000
North Korea,1984,260,,,25000,,,,,30000
North Korea,1985,350,,,25000,,,,,30000
North Korea,1986,360,,,25000,,,,,30000
North Korea,1987,220,,,25000,,,,,30000
North Korea,1988,260,,,25000,,,,,30000
North Korea,1989,190,,,35000,,,,,30000
North Korea,1990,180,,,35000,,,,,30000
North Korea,1991,200,,,35000,,,,,30000
North Korea,1992,200,,,38000,,,,,
North Korea,1993,200,,,38000,,,,,
North Korea,1994,200,,,38000,,,,,
North Korea,1995,200,,,40000,,,,,
North Korea,1996,200,,,40000,,,,,
North Korea,1997,200,,,40000,,,,,
North Korea,1998,200,,,35000,,,,,
North Korea,1999,200,,,33000,,,,,
North Korea,2000,200,,,30000,,,,,
North Korea,2001,200,,,25000,,,,,
North Korea,2002,200,,,25000,,,,,
North Korea,2003,200,,,25000,,,,,
North Korea,2004,200,,,30000,,,,,
North Korea,2005,200,,,30000,,,,,
North Korea,2006,200,,,30000,,,,,
North Korea,2007,200,,,30000,,,,,
North Korea,2008,200,,,30000,,,,,
North Korea,2009,200,,,30000,,,,,
North Korea,2010,200,,,10000,,,,,
North Korea,2011,200,,,10000,,,,,
North Korea,2012,200,,,10000,,,,,
North Korea,2013,200,,,10000,,,,,
North Korea,2014,200,,,10000,,,,,
North Korea,2015,200,,,10000,,,,,
Norway,1970,98,,,10357,,,,,
Norway,1971,99,,,8288,,,,,
Norway,1972,89,,,8538,,,,,239797
Norway,1973,88,,,6891,,,,,304099
Norway,1974,90,,,9698,,,,,310098
Norway,1975,47,,,8925,,,,,294780
Norway,1976,80,,,9071,,,,,278027
Norway,1977,97,,,9097,,,,,223422
Norway,1978,120,,,11151,,,,,266190
Norway,1979,115,,,11892,,,,,337008
Norway,1980,130,,,10406,,,,,319983
Norway,1981,117,,,6864,,,,,313736
Norway,1982,103,,,7451,,,,,296071
Norway,1983,117,,,8063,,,,,368817
Norway,1984,150,,,10067,,,,,437164
Norway,1985,150,,,2684,,,,,397776
Norway,1986,154,,,0,,,,,335041
Norway,1987,147,,,0,,,,,369761
Norway,1988,169,,,0,,,,,382279
Norway,1989,207,,,1800,,,,,401116
Norway,1990,286,,,6930,,,,,460431
Norway,1991,237,,,760,,,,,413764
Norway,1992,249,,,7000,,,,,376872
Norway,1993,226,,,6500,,,,,400769
Norway,1994,284,,,5566,,,,,452984
Norway,1995,317,,,2558,,,,,474875
Norway,1996,274,,,7065,,,,,463423
Norway,1997,305,,,7713,,,,,342137
Norway,1998,276,,,8271,,,,,357293
Norway,1999,244,,,7339,,,,,354281
Norway,2000,302,,,8392,,,,,450364
Norway,2001,371,,,9070,,,,,427590
Norway,2002,215,,,8600,,,,,359944
Norway,2003,323,,,1000,,,,,350000
Norway,2004,141,,,6000,,,,,389599
Norway,2005,153,,,9000,,,,,329316
Norway,2006,125,,,9000,,,,,123819
Norway,2007,269,,,3000,,,,,170024
Norway,2008,178,,,4100,,,,,185344
Norway,2009,249,,,4562,,,,,233974
Norway,2010,300,,,6270,,,,,225000
Norway,2011,309,,,7789,,,,,170102
Norway,2012,310,,,6992,,,,,203886
Norway,2013,310,,,6207,,,,,337281
Norway,2014,310,,,8266,,,,,192389
Norway,2015,310,,,9185,,,,,243813
Pakistan,1993,,,,,,,,23,
Pakistan,1994,,,,,,,,23,
Pakistan,1995,,,,,,,,23,
Pakistan,1996,,,,,,,,23,
Pakistan,1997,,,,,,,,23,
Pakistan,1998,,,,,,,,23,
Pakistan,1999,,,,,,,,23,
Pakistan,2000,,,,,,,,23,
Pakistan,2001,,,,,,,,46,
Pakistan,2002,,,,,,,,38,
Pakistan,2003,,,,,,,,45,
Pakistan,2004,,,,,,,,45,
Pakistan,2005,,,,,,,,45,
Pakistan,2006,,,,,,,,45,
Pakistan,2007,,,,0,,,,45,
Pakistan,2008,,,,0,,,,45,
Pakistan,2009,,,,700,,,,50,
Pakistan,2010,,,,950,,,,45,
Pakistan,2011,,,,1268,,,,45,
Pakistan,2012,,,,912,,,,45,
Pakistan,2013,,,,6188,,,,45,
Pakistan,2014,,,,14279,,,,45,
Pakistan,2015,,,,2864,,,,45,
Papua New Guinea,2008,,0,,,,,,,
Papua New Guinea,2009,,0,,,,,,,
Papua New Guinea,2010,,0,,,,,,,
Papua New Guinea,2011,,0,,,,,,,
Papua New Guinea,2012,,473,,,,,,,
Papua New Guinea,2013,,1224,,,,,,,
Papua New Guinea,2014,,1798,,,,,,,
Papua New Guinea,2015,,2505,,,,,,,
Peru,1970,482,,,,,110163,,,
Peru,1971,449,,,,,119340,,,
Peru,1972,210,,,,,125182,,,
Peru,1973,232,,,,,123429,,,
Peru,1974,182,,,,,112117,,,
Peru,1975,160,,,,,52739,,,
Peru,1976,174,,,,,,,,
Peru,1977,182,,,,,,,,
Peru,1978,169,,,,,,,,
Peru,1979,190,,,,,,,,
Peru,1980,174,,,,,,,,
Peru,1981,312,,,,,,,,
Peru,1982,425,,,,,,,,
Peru,1983,443,,,,,,,,
Peru,1984,384,,,,,,,,
Peru,1985,420,,,,,,,,
Peru,1986,387,,,,,,,,
Peru,1987,353,,,,,,,,
Peru,1988,316,,,,,,,,
Peru,1989,497,,,,,,,,
Peru,1990,378,,,,,,,,
Peru,1991,526,,,,,,,,
Peru,1992,399,,,,,,,,
Peru,1993,471,,,,,,,,
Peru,1994,510,,,,,,,,
Peru,1995,423,,,,,,,,
Peru,1996,405,,,,,,,,
Peru,1997,474,,,,,,,,
Peru,1998,535,,,,,,,,
Peru,1999,466,,,,,,,,
Peru,2000,482,,,,,,,,
Peru,2001,485,,,,,,,,
Peru,2002,422,,,,,,,,
Peru,2003,530,,,,,,,,
Peru,2004,532,,,,,,,,
Peru,2005,481,,,,,,,,
Peru,2006,416,,,,,,,,
Peru,2007,347,,,,,,,,
Peru,2008,371,,,,,,,,
Peru,2009,289,,,,,,,,
Peru,2010,357,,,,,,,,
Peru,2011,572,,,,,,,,
Peru,2012,684,,,,,,,,
Peru,2013,695,,,,,,,,
Peru,2014,769,,,,,,,,
Peru,2015,757,,,,,,,,
Philippines,1970,,,,,,160231,11,,
Philippines,1971,,,,,,173055,22,,
Philippines,1972,,0,,,,115207,84,,
Philippines,1973,,0,,,,74461,77,,
Philippines,1974,,30,,,,28069,42,,
Philippines,1975,,106,,,,8414,18,,
Philippines,1976,,492,,,,,,,
Philippines,1977,,1084,,,,,,,
Philippines,1978,,1192,,,,,,,
Philippines,1979,,1370,,,,,,,
Philippines,1980,,1331,,,,,,,20000
Philippines,1981,,997,,,,,,,26000
Philippines,1982,,466,,,,,,,27500
Philippines,1983,,165,,,,,,,20000
Philippines,1984,,64,,,,,,,18500
Philippines,1985,,911,,,,,,,20000
Philippines,1986,,92,,,,,,,20000
Philippines,1989,,,,,,,,,9000
Philippines,1990,,,,,,,,,10000
Philippines,1991,,,,,,,,,10000
Philippines,1992,,,,,,,,,10000
Philippines,1993,,,,,,,,,10000
Philippines,1994,,,,,,,,,10000
Philippines,1995,,,,,,,,,10000
Philippines,2007,,1000,,,,,,,
Philippines,2008,,1200,,,,,,,
Philippines,2009,,1500,,,,,,,
Philippines,2010,,1500,,,,,,,
Philippines,2011,,1500,,,,,,,
Philippines,2012,,2269,,,,,,,
Philippines,2013,,2126,,,,,,,
Philippines,2014,,4094,,,,,,,
Philippines,2015,,4140,,,,,,,
Poland,1970,420,,,,,,,,
Poland,1971,400,,,,,,,,
Poland,1972,350,,,,,,,,
Poland,1973,350,,,,,,,,
Poland,1974,350,,,,,,,,
Poland,1975,370,,,,,,,,
Poland,1976,700,,,,,,,,52000
Poland,1977,754,,,,,,,,55000
Poland,1978,761,,,,,,,,50000
Poland,1979,773,,,,,,,,54000
Poland,1980,698,,,,,,,,50000
Poland,1981,580,,,,,,,,43000
Poland,1982,500,,,,,,,,35500
Poland,1983,600,,,,,,,,51500
Poland,1984,600,,,,,,,,51000
Poland,1985,610,,,,,,,,52000
Poland,1986,500,,,,,,,,78500
Poland,1987,620,,,,,,,,77100
Poland,1988,642,,,,,,,,82114
Poland,1989,485,,,,,,,,83210
Poland,1990,373,,,,,,,,88600
Poland,1991,364,,,,,,,,80000
Poland,1992,132,,,,,,,,36100
Poland,1993,149,,,,,,,,43100
Poland,1994,61,,,,,,,,54200
Poland,1995,0,,,,,,,,70400
Poland,1996,0,,,,,,,,71800
Poland,1997,22,,,,,,,,77258
Poland,1998,0,,,,,,,,74991
Poland,1999,0,,,,,,,,62481
Poland,2000,6,,,,,,,,55969
Poland,2001,330,,,,,,,,48608
Poland,2002,440,,,,,,,,41759
Poland,2003,375,,,,,,,,92687
Poland,2004,356,,,,,,,,83552
Poland,2005,408,,,,,,30,,65118
Poland,2006,373,,,,,,30,,13034
Poland,2007,421,,,,,,30,,58538
Poland,2008,603,,,,,,30,,56031
Poland,2009,534,,,,,,30,,9673
Poland,2010,451,,,,,,30,,53206
Poland,2011,526,,,,,,23,,72668
Poland,2012,370,,,,,,39,,78115
Poland,2013,460,,,,,,51,,73589
Poland,2014,628,,,,,,86,,62878
Poland,2015,383,,,,,,90,,77138
Portugal,1970,,,,,,,,80,
Portugal,1971,,,,,,,,80,
Portugal,1972,,,,,,,,81,
Portugal,1973,,,,,,,,73,
Portugal,1974,,,,,1200,,,92,
Portugal,1975,,,,,1100,,,115,
Portugal,1976,,,,,1200,,,86,
Portugal,1977,,,,,1200,,,94,
Portugal,1978,,,,,1200,,,86,
Portugal,1979,,,,,1200,,,102,
Portugal,1980,,,,,1200,,,72,
Portugal,1981,,,,,1200,,,90,
Portugal,1982,,,,,905,,,100,8500
Portugal,1983,,,,,545,,,93,8550
Portugal,1984,,,,,985,,,103,9000
Portugal,1985,,,,,130,,,105,9000
Portugal,1986,,,,,1800,,,99,5000
Portugal,1987,,,,,9380,,,126,2000
Portugal,1988,,,,,14109,,,142,
Portugal,1989,,,,,16275,,,129,
Portugal,1990,,,,,20775,,,111,
Portugal,1991,,,,,18970,,,27,
Portugal,1992,,,,,15000,,,29,
Portugal,1993,,,,,13289,,,32,
Portugal,1994,,,,,11352,,,24,
Portugal,1995,,,,,8740,,,19,
Portugal,1996,,,,,7626,,,14,
Portugal,1997,,,,,6838,,,17,
Portugal,1998,,,,,13306,,,19,
Portugal,1999,,,,,14862,,,10,
Portugal,2000,,,,,9352,,,13,
Portugal,2001,,,,,11571,,,4,
Portugal,2002,,,,,16325,,,2,
Portugal,2003,,,,,24606,,,,
Portugal,2004,,,,,28696,,,,
Portugal,2005,,,,,26185,,,,
Portugal,2006,,,,,28497,,,,
Portugal,2007,,,,,34755,,,,
Portugal,2008,,,,,34888,,,,
Portugal,2009,,,,,37359,,,,
Portugal,2010,,,,,40109,,,,
Portugal,2011,,,,,37534,,,,
Portugal,2012,,,,,20698,,,,
Portugal,2013,,,,,19940,,,,
Portugal,2014,,,,,17459,,,,
Portugal,2015,,,,,17120,,,,
Romania,1970,90,,,6019,,,,,
Romania,1971,90,,,6000,,,,,
Romania,1972,90,,,6000,,,,,
Romania,1973,90,,,6000,,,,,
Romania,1974,90,,,6000,,,,,
Romania,1975,90,,,6000,,,,,
Romania,1976,100,,,6000,,,,,
Romania,1977,90,,,6000,,,,,
Romania,1978,90,,,11000,,,,,
Romania,1979,90,,,12400,,,,,
Romania,1980,85,,,12500,,,,,39000
Romania,1981,80,,,12500,,,,,42000
Romania,1982,75,,,12500,,,,,45000
Romania,1983,60,,,12600,,,,,48000
Romania,1984,60,,,12400,,,,,52000
Romania,1985,55,,,12000,,,,,50000
Romania,1986,90,,,12000,,,,,51000
Romania,1987,23,,,12000,,,,,50000
Romania,1988,27,,,12000,,,,,50000
Romania,1989,186,,,10000,,,,,50000
Romania,1990,0,,,6000,,,,,50000
Romania,1991,0,,,6000,,,,,30000
Romania,1992,,,,2300,,,,,23318
Romania,1993,,,,3162,,,,120,23560
Romania,1994,4,,,2335,,,,120,28385
Romania,1995,5,,,2179,,,,100,19320
Romania,1996,,,,2931,,,,100,23827
Romania,1997,,,,2563,,,,100,9620
Romania,1998,,,,1951,,,,100,5553
Romania,1999,,,,1041,,,,100,0
Romania,2000,,,,1251,,,,50,8309
Romania,2001,,,,1176,,,,85,5823
Romania,2002,,,,1001,,,,90,
Romania,2003,,,,1014,,,,90,
Romania,2004,,,,395,,,,90,
Romania,2005,,,,486,,,,90,
Romania,2006,,,,0,,,,90,
Romania,2007,,,,0,,,,77,
Romania,2008,,,,0,,,,77,
Romania,2009,,,,24352,,,,75,
Romania,2010,,,,6633,,,,77,
Romania,2011,,,,,,,,77,
Romania,2012,,,,,,,,90,
Romania,2013,,,,,,,,80,
Romania,2014,,,,,,,,77,
Romania,2015,,,,,,,,77,
Russia,1970,2300,1500,7850000,75000,,1655000,68400,,
Russia,1971,2400,1600,8800000,80000,,1724000,71500,,
Russia,1972,2600,1600,9200000,80000,,1724000,73100,,
Russia,1973,2800,1700,9500000,85000,,1750000,76200,,
Russia,1974,2900,1750,9500000,90000,45000,1862000,77800,,
Russia,1975,2950,1800,9700000,90000,45000,1898000,,,590000
Russia,1976,2900,1800,9900000,95000,45000,1932000,,,600000
Russia,1977,2900,1900,10300000,95000,50000,2000000,,,600000
Russia,1978,3000,1950,10550000,95000,50000,2000000,,,620000
Russia,1979,3000,2000,10700000,100000,50000,2000000,,,630000
Russia,1980,2900,2150,10850000,80000,55000,1800000,,,630000
Russia,1981,2800,2250,10600000,70000,55000,1700000,,,650000
Russia,1982,2800,2350,10600000,75000,55000,1700000,,,680000
Russia,1983,2750,2400,10700000,80000,55000,1700000,28000,0,720000
Russia,1984,2750,2600,10700000,80000,55000,1600000,29000,0,750000
Russia,1985,2750,2700,10800000,82000,55000,1600000,30000,0,750000
Russia,1986,2700,2800,14800000,83000,55000,1500000,30300,0,1831600
Russia,1987,2600,5500,14800000,84000,55000,1650000,31100,0,1867400
Russia,1988,1970,5600,15000000,84000,55000,850000,32000,0,1911800
Russia,1989,1880,5600,15000000,84000,55000,850000,32000,0,1872600
Russia,1990,1970,6000,24000000,80000,55000,800000,31000,10500,1860000
Russia,1991,1500,5200,20000000,75000,50000,750000,30000,10500,1600000
Russia,1992,800,7057,18000000,41700,,70000,23300,2640,500000
Russia,1993,742,5298,16000000,10400,,0,21200,2399,400000
Russia,1994,582,4330,16300000,11700,,,31400,2968,350000
Russia,1995,670,4200,16900000,13700,,,39800,2250,350000
Russia,1996,716,4200,19200000,13928,,,37900,2000,496000
Russia,1997,790,4000,19400000,14275,,,28000,2000,498000
Russia,1998,800,3700,19800000,,,,40400,2000,496000
Russia,1999,900,4000,16200000,15670,,,16800,2000,601413
Russia,2000,780,4100,20500000,20125,,50000,34200,2000,652000
Russia,2001,620,4600,20500000,16563,,50000,40400,2500,707000
Russia,2002,650,4200,20000000,14241,,50000,30500,2900,707000
Russia,2003,629,4654,33020000,12780,,50000,32700,3150,702000
Russia,2004,532,4527,38865770,13550,,50000,26400,3280,720000
Russia,2005,621,4748,38000990,14000,,50000,27700,3431,742000
Russia,2006,690,4759,38360810,14000,,50000,28600,3262,882300
Russia,2007,762,3587,38291200,14000,,50000,28500,3413,896100
Russia,2008,945,2502,36925150,14000,,50000,25000,3521,850000
Russia,2009,944,2352,34759400,14000,,50000,24400,3565,745000
Russia,2010,1064,2460,34856600,14000,,50000,26500,3563,916000
Russia,2011,1100,2337,35139800,14000,,50000,26500,2993,1030000
Russia,2012,1000,2186,34927650,14000,,50000,24900,2862,1042000
Russia,2013,900,2368,37884140,14000,,50000,25000,3135,1050000
Russia,2014,1000,2302,38303500,14000,,50000,22000,2990,1050000
Russia,2015,1000,2040,41912390,14000,,50000,20800,3055,1050000
Rwanda,1974,,,,,30,,,,
Rwanda,1975,,,,,30,,,,
Rwanda,1976,,,,,30,,,,
Rwanda,1977,,,,,30,,,,
Rwanda,1978,,,,,28,,,,
Rwanda,1979,,,,,28,,,,
Rwanda,1980,,,,,30,,,,
Serbia,2002,,,,,,,6,,
Serbia,2003,,,,,,,0,,
Serbia,2004,,,,,,,0,,
Serbia,2005,,,,,,,3,,
Serbia,2006,,,,,,,2,,
Serbia,2007,,,,,,,2,,
Serbia,2008,,,,,,,0,,
Serbia,2009,,,,,,,12,,
Serbia,2010,,,,,,,0,,
Serbia,2011,,,,,,,6,,
Serbia,2012,,,,,,,3,,
Serbia,2013,,,,,,,3,,
Serbia,2014,,,,,,,3,,
Serbia,2015,,,,,,,3,,
Serbia and Montenegro,1970,150,,,,,533000,,,
Serbia and Montenegro,1971,140,,,,,572000,,,
Serbia and Montenegro,1972,133,,,,,566000,,,
Serbia and Montenegro,1973,136,,,,,538000,,,
Serbia and Montenegro,1974,140,,,,,546000,,,
Serbia and Montenegro,1975,150,,,,,584000,,,
Serbia and Montenegro,1976,160,,,,,431000,31,,71333
Serbia and Montenegro,1977,189,,,,,108000,23,,55513
Serbia and Montenegro,1978,186,,,,,,13,,60189
Serbia and Montenegro,1979,289,,,,,0,21,,67884
Serbia and Montenegro,1980,201,,,,,0,13,,66171
Serbia and Montenegro,1981,208,,,,,0,15,0,80201
Serbia and Montenegro,1982,174,,,,,0,13,0,70888
Serbia and Montenegro,1983,48,,,,,51750,6,0,78014
Serbia and Montenegro,1984,270,,,,,72000,13,40,94075
Serbia and Montenegro,1985,279,,,,,88000,3,29,91702
Serbia and Montenegro,1986,259,,,,,75000,30,68,99625
Serbia and Montenegro,1987,284,,,,,67000,22,70,98843
Serbia and Montenegro,1988,405,,,,,70000,23,79,120522
Serbia and Montenegro,1989,475,,,,,51000,23,85,122153
Serbia and Montenegro,1990,362,,,,,37000,21,53,103188
Serbia and Montenegro,1991,300,,,,,35000,22,5,80000
Serbia and Montenegro,1992,8,,,,,,,,
Serbia and Montenegro,1993,17,,,,,,,,
Serbia and Montenegro,1994,0,,,,,,,,
Serbia and Montenegro,1995,11,,,,,,,,
Serbia and Montenegro,1996,79,,,,,,,,
Serbia and Montenegro,1997,45,,,,,,,,
Serbia and Montenegro,1998,17,,,,,,,,
Sierra Leone,1970,,,2048264,,,,,,
Sierra Leone,1971,,,1944174,,,,,,
Sierra Leone,1972,,,1800301,,,,,,
Sierra Leone,1973,,,1354775,,,,,,
Sierra Leone,1974,,,1716230,,,,,,
Sierra Leone,1975,,,1377191,,,,,,
Sierra Leone,1976,,,999441,,,,,,
Sierra Leone,1977,,,746290,,,,,,
Sierra Leone,1978,,,797043,,,,,,
Sierra Leone,1979,,,855164,,,,,,
Sierra Leone,1980,,,592018,,,,,,
Sierra Leone,1981,,,305356,,,,,,
Sierra Leone,1982,,,290000,,,,,,
Sierra Leone,1983,,,368598,,,,,,
Sierra Leone,1984,,,345000,,,,,,
Sierra Leone,1985,,,349000,,,,,,
Sierra Leone,1986,,,330000,,,,,,
Sierra Leone,1987,,,310000,,,,,,
Sierra Leone,1988,,,17492,,,,,,
Sierra Leone,1989,,,128967,,,,,,
Sierra Leone,1990,,,78000,,,,,,
Sierra Leone,1991,,,251534,,,,,,
Sierra Leone,1992,,,344082,,,,,,
Sierra Leone,1993,,,200300,,,,,,
Sierra Leone,1994,,,255000,,,,,,
Sierra Leone,1995,,,213600,,,,,,
Sierra Leone,1996,,,270092,,,,,,
Sierra Leone,1997,,,400000,,,,,,
Sierra Leone,1998,,,250000,,,,,,
Sierra Leone,1999,,,600000,,,,,,
Sierra Leone,2000,,,350000,,,,,,
Sierra Leone,2001,,,224188,,,,,,
Sierra Leone,2002,,,351859,,,,,,
Sierra Leone,2003,,,506819,,,,,,
Sierra Leone,2004,,,693104,,,,,,
Sierra Leone,2005,,,668807,,,,,,
Sierra Leone,2006,,,582324,,,,,,
Sierra Leone,2007,,,603698,,,,,,
Sierra Leone,2008,,,371290,,,,,,
Sierra Leone,2009,,,400480,,,,,,
Sierra Leone,2010,,,437552,,,,,,
Sierra Leone,2011,,,355890,,,,,,
Sierra Leone,2012,,,532560,,,,,,
Sierra Leone,2013,,,604740,,,,,,
Sierra Leone,2014,,,594422,,,,,,
Sierra Leone,2015,,,500050,,,,,,
Slovakia,1992,,,,,,0,,,
Slovakia,1993,,,,,,,,,22000
Slovakia,1996,,,,,,0,,,
Slovakia,1997,,,,,,,,,50133
Slovakia,1998,,,,,,,,,49963
Slovakia,1999,,,,,,,,,70000
Slovakia,2000,,,,,,,,,59443
Slovakia,2001,,,,,,,,,55577
Slovakia,2002,,,,,,,,,35920
Slovakia,2003,,,,,,,,,41539
Slovakia,2004,,,,,,,,,34684
Slovakia,2005,,,,,,,,,16512
Slovakia,2006,,,,,,,,,16155
Slovakia,2007,,,,,,,,,8583
Slovakia,2008,,,,,,,,,10844
Slovakia,2009,,,,,,,,,4600
Slovakia,2010,,,,,,,,,26419
Slovakia,2011,,,,,,,,,32304
Slovakia,2012,,,,,,,,,32726
Slovakia,2013,,,,,,,,,41664
Slovakia,2014,,,,,,,,,39300
Slovakia,2015,,,,,,,,,38200
Slovenia,1992,,,,,,12000,,,14000
Slovenia,1993,,,,,,,,,12000
Slovenia,1994,,,,,,500,,,12000
Slovenia,1995,,,,,,5000,,,12000
Slovenia,1996,,,,,,5000,,,10000
Slovenia,1997,,,,,,5000,,,10000
Slovenia,1998,,,,,,5000,,,10000
Slovenia,1999,,,,,,,,,8000
Slovenia,2000,,,,,,,,,9000
Slovenia,2001,,,,,,,,,9000
Slovenia,2002,,,,,,,,,9000
Slovenia,2003,,,,,,,,,12000
Slovenia,2004,,,,,,,,,22482
Slovenia,2005,,,,,,,,,15529
Slovenia,2006,,,,,,,,,12550
Slovenia,2007,,,,,,,,,6000
South Africa,1970,,,8111533,699,,,46700,3168,
South Africa,1971,,,7031249,1145,,,38900,3200,
South Africa,1972,,,7394974,847,,,43500,3077,
South Africa,1973,,,7565374,1029,,,73400,2623,
South Africa,1974,,,7510075,1554,,,87950,2712,48000
South Africa,1975,,,7295133,523,,,80795,2488,76000
South Africa,1976,,,7022770,530,,,83900,2788,79000
South Africa,1977,,,7643291,911,,,,3368,74000
South Africa,1978,,,7726605,583,,,,3975,75000
South Africa,1979,,,8384332,394,,,,4780,149000
South Africa,1980,,,8520328,,,,,6186,162000
South Africa,1981,,,9525876,,,,,6135,56644
South Africa,1982,,,9152886,,,,,5792,59490
South Africa,1983,,400,10311778,,,,83606,6039,49622
South Africa,1984,,500,10120712,,,,106557,5732,89414
South Africa,1985,,500,10205936,,,,115000,4877,75126
South Africa,1986,,650,10226963,,,,123200,4630,83256
South Africa,1987,,263,9050992,,,,127980,3965,82519
South Africa,1988,,206,8504016,,,,131722,3886,87247
South Africa,1989,,199,9115880,,,,133684,2931,92804
South Africa,1990,,249,8708231,,,,141913,2438,78150
South Africa,1991,,209,8431389,,,,142861,1725,68332
South Africa,1992,,234,10177283,,,,152891,1671,63892
South Africa,1993,,243,10177283,,,,176167,1703,98843
South Africa,1994,,258,10853653,,,,,1616,94547
South Africa,1995,,190,9682744,,,,,1443,92667
South Africa,1996,,244,9946750,,,,188636,1447,87300
South Africa,1997,,316,10041380,,,,115861,1122,102152
South Africa,1998,,296,10704628,,,,116483,965,108410
South Africa,1999,,306,10014815,,,,121304,919,105998
South Africa,2000,,397,10789976,,,,114459,861,108513
South Africa,2001,,373,11162630,,,,129746,903,107557
South Africa,2002,,366,10882614,,,,133796,846,141700
South Africa,2003,,271,12673379,,,,148348,758,135300
South Africa,2004,,309,14294662,,,,153239,752,140600
South Africa,2005,,268,15775720,,,,168749,674,127000
South Africa,2006,,267,15152801,,,,168125,542,140000
South Africa,2007,,307,15247122,,,,165835,525,140000
South Africa,2008,,244,12901018,,,,146141,555,137000
South Africa,2009,,238,6118974,,,,140819,533,110000
South Africa,2010,,1680,8870967,,,,147790,579,128000
South Africa,2011,,862,7046644,,,,148008,556,124000
South Africa,2012,,1102,7245403,,,,128590,467,91000
South Africa,2013,,1294,8168113,,,,137024,531,90000
South Africa,2014,,1332,8060373,,,,93991,566,90000
South Africa,2015,,1362,8232627,,,,139125,448,90000
South Korea,1970,,,,59530,,,,,
South Korea,1971,,,,72515,,,,,
South Korea,1972,,,,40758,,,,,
South Korea,1973,,,,43604,,,,,
South Korea,1974,,,,104861,,,,,34478
South Korea,1975,,,,47232,,,,,21300
South Korea,1976,0,,,41690,,,,,34733
South Korea,1977,20,,,65955,,,,,26826
South Korea,1978,40,,,56319,,,,,30800
South Korea,1979,50,,,56693,,,,,38000
South Korea,1980,365,,,60586,,,,,29712
South Korea,1981,300,,,34891,,,,,32000
South Korea,1982,320,,,26965,,,,,32478
South Korea,1983,460,,,33266,,,,,32489
South Korea,1984,410,,,58563,,,,,35300
South Korea,1985,450,,,71479,,,,,34840
South Korea,1986,455,,,97218,,,,,30939
South Korea,1987,470,,,107345,,,,,12646
South Korea,1988,490,,,108445,,,,,8909
South Korea,1989,470,,,101468,,,,,4582
South Korea,1990,568,,,99600,,,,,2000
South Korea,1991,395,,,85953,,,,,18912
South Korea,1992,789,,,8412,,,,,81996
South Korea,1993,719,,,5910,,,,,
