Entity,Year,Freedom of the Press Status 4 (Freedom House (2016))
Mexico,1979,2500
Mexico,1980,2500
Mexico,1981,2500
Mexico,1983,2500
Mexico,1984,2500
Mexico,1985,2500
Mexico,1986,2500
Mexico,1987,2500
Mexico,1988,2500
Mexico,1989,2500
Mexico,1990,2500
Mexico,1991,2500
Mexico,1992,2500
Mexico,1993,2500
Mexico,1994,2500
Mexico,1995,2500
Mexico,1996,2500
Mexico,1997,2500
Mexico,1998,2500
Mexico,1999,2500
Mexico,2000,2500
Mexico,2001,2500
Mexico,2002,2500
Mexico,2003,2500
Mexico,2004,2500
Mexico,2005,2500
Mexico,2006,2500
Mexico,2007,2500
Mexico,2008,2500
Mexico,2009,2500
Mexico,2010,1500
Mexico,2011,1500
Mexico,2012,1500
Mexico,2013,1500
Mexico,2014,1500
Micronesia (country),1993,3500
Micronesia (country),1994,3500
Micronesia (country),1995,3500
Micronesia (country),1996,3500
Micronesia (country),1997,3500
Micronesia (country),1998,3500
Micronesia (country),1999,3500
Micronesia (country),2000,3500
Micronesia (country),2001,3500
Micronesia (country),2002,3500
Micronesia (country),2003,3500
Micronesia (country),2004,3500
Micronesia (country),2005,3500
Micronesia (country),2006,3500
Micronesia (country),2007,3500
Micronesia (country),2008,3500
Micronesia (country),2009,3500
Micronesia (country),2010,3500
Micronesia (country),2011,3500
Micronesia (country),2012,3500
Micronesia (country),2013,3500
Micronesia (country),2014,3500
Moldova,1992,2500
Moldova,1993,2500
Moldova,1994,2500
Moldova,1995,1500
Moldova,1996,2500
Moldova,1997,2500
Moldova,1998,2500
Moldova,1999,2500
Moldova,2000,2500
Moldova,2001,2500
Moldova,2002,2500
Moldova,2003,1500
Moldova,2004,1500
Moldova,2005,1500
Moldova,2006,1500
Moldova,2007,1500
Moldova,2008,1500
Moldova,2009,1500
Moldova,2010,2500
Moldova,2011,2500
Moldova,2012,2500
Moldova,2013,2500
Moldova,2014,2500
Monaco,2002,3500
Monaco,2003,3500
Monaco,2004,3500
Monaco,2005,3500
Monaco,2006,3500
Monaco,2007,3500
Monaco,2008,3500
Monaco,2009,3500
Monaco,2010,3500
Monaco,2011,3500
Monaco,2012,3500
Monaco,2013,3500
Monaco,2014,3500
Mongolia,1979,1500
Mongolia,1980,1500
Mongolia,1981,1500
Mongolia,1983,1500
Mongolia,1984,1500
Mongolia,1985,1500
Mongolia,1986,1500
Mongolia,1987,1500
Mongolia,1988,1500
Mongolia,1989,1500
Mongolia,1990,2500
Mongolia,1991,2500
Mongolia,1992,3500
Mongolia,1993,2500
Mongolia,1994,2500
Mongolia,1995,2500
Mongolia,1996,2500
Mongolia,1997,2500
Mongolia,1998,3500
Mongolia,1999,3500
Mongolia,2000,3500
Mongolia,2001,2500
Mongolia,2002,2500
Mongolia,2003,2500
Mongolia,2004,2500
Mongolia,2005,2500
Mongolia,2006,2500
Mongolia,2007,2500
Mongolia,2008,2500
Mongolia,2009,2500
Mongolia,2010,2500
Mongolia,2011,2500
Mongolia,2012,2500
Mongolia,2013,2500
Mongolia,2014,2500
Montenegro,1993,1500
Montenegro,1994,1500
Montenegro,1995,1500
Montenegro,1996,1500
Montenegro,1997,1500
Montenegro,1998,1500
Montenegro,1999,1500
Montenegro,2000,2500
Montenegro,2001,2500
Montenegro,2002,2500
Montenegro,2003,2500
Montenegro,2004,2500
Montenegro,2005,2500
Montenegro,2006,2500
Montenegro,2007,2500
Montenegro,2008,2500
Montenegro,2009,2500
Montenegro,2010,2500
Montenegro,2011,2500
Montenegro,2012,2500
Montenegro,2013,2500
Montenegro,2014,2500
Morocco,1979,2500
Morocco,1980,2500
Morocco,1981,2500
Morocco,1983,2500
Morocco,1984,2500
Morocco,1985,2500
Morocco,1986,2500
Morocco,1987,2500
Morocco,1988,1500
Morocco,1989,1500
Morocco,1990,2500
Morocco,1991,2500
Morocco,1992,2500
Morocco,1993,2500
Morocco,1994,2500
Morocco,1995,2500
Morocco,1996,2500
Morocco,1997,2500
Morocco,1998,2500
Morocco,1999,2500
Morocco,2000,2500
Morocco,2001,2500
Morocco,2002,2500
Morocco,2003,1500
Morocco,2004,1500
Morocco,2005,1500
Morocco,2006,1500
Morocco,2007,1500
Morocco,2008,1500
Morocco,2009,1500
Morocco,2010,1500
Morocco,2011,1500
Morocco,2012,1500
Morocco,2013,1500
Morocco,2014,1500
Mozambique,1979,1500
Mozambique,1980,1500
Mozambique,1981,1500
Mozambique,1983,1500
Mozambique,1984,1500
Mozambique,1985,1500
Mozambique,1986,1500
Mozambique,1987,1500
Mozambique,1988,1500
Mozambique,1989,1500
Mozambique,1990,1500
Mozambique,1991,2500
Mozambique,1992,2500
Mozambique,1993,1500
Mozambique,1994,2500
Mozambique,1995,2500
Mozambique,1996,2500
Mozambique,1997,2500
Mozambique,1998,2500
Mozambique,1999,2500
Mozambique,2000,2500
Mozambique,2001,2500
Mozambique,2002,2500
Mozambique,2003,2500
Mozambique,2004,2500
Mozambique,2005,2500
Mozambique,2006,2500
Mozambique,2007,2500
Mozambique,2008,2500
Mozambique,2009,2500
Mozambique,2010,2500
Mozambique,2011,2500
Mozambique,2012,2500
Mozambique,2013,2500
Mozambique,2014,2500
Myanmar,1979,1500
Myanmar,1980,1500
Myanmar,1981,1500
Myanmar,1983,1500
Myanmar,1984,1500
Myanmar,1985,1500
Myanmar,1986,1500
Myanmar,1987,1500
Myanmar,1988,1500
Myanmar,1989,1500
Myanmar,1990,1500
Myanmar,1991,1500
Myanmar,1992,1500
Myanmar,1993,1500
Myanmar,1994,1500
Myanmar,1995,1500
Myanmar,1996,1500
Myanmar,1997,1500
Myanmar,1998,1500
Myanmar,1999,1500
Myanmar,2000,1500
Myanmar,2001,1500
Myanmar,2002,1500
Myanmar,2003,1500
Myanmar,2004,1500
Myanmar,2005,1500
Myanmar,2006,1500
Myanmar,2007,1500
Myanmar,2008,1500
Myanmar,2009,1500
Myanmar,2010,1500
Myanmar,2011,1500
Myanmar,2012,1500
Myanmar,2013,1500
Myanmar,2014,1500
Namibia,1991,3500
Namibia,1992,3500
Namibia,1993,3500
Namibia,1994,3500
Namibia,1995,3500
Namibia,1996,3500
Namibia,1997,3500
Namibia,1998,2500
Namibia,1999,2500
Namibia,2000,2500
Namibia,2001,2500
Namibia,2002,2500
Namibia,2003,2500
Namibia,2004,3500
Namibia,2005,3500
Namibia,2006,3500
Namibia,2007,3500
Namibia,2008,3500
Namibia,2009,2500
Namibia,2010,2500
Namibia,2011,2500
Namibia,2012,2500
Namibia,2013,2500
Namibia,2014,2500
Nauru,1979,3500
Nauru,1980,3500
Nauru,1981,3500
Nauru,1983,3500
Nauru,1984,3500
Nauru,1985,3500
Nauru,1986,3500
Nauru,1987,3500
Nauru,1988,3500
Nauru,1989,3500
Nauru,1990,3500
Nauru,1991,3500
Nauru,1992,3500
Nauru,1993,3500
Nauru,1994,3500
Nauru,1995,3500
Nauru,1996,3500
Nauru,1997,3500
Nauru,1998,3500
Nauru,1999,3500
Nauru,2000,3500
Nauru,2001,3500
Nauru,2002,3500
Nauru,2003,3500
Nauru,2004,3500
Nauru,2005,3500
Nauru,2006,3500
Nauru,2007,3500
Nauru,2008,3500
Nauru,2009,3500
Nauru,2010,3500
Nauru,2011,3500
Nauru,2012,3500
Nauru,2013,2500
Nauru,2014,2500
Nepal,1979,2500
Nepal,1980,2500
Nepal,1981,2500
Nepal,1983,2500
Nepal,1984,2500
Nepal,1985,2500
Nepal,1986,2500
Nepal,1987,2500
Nepal,1988,2500
Nepal,1989,2500
Nepal,1990,2500
Nepal,1991,3500
Nepal,1992,3500
Nepal,1993,2500
Nepal,1994,2500
Nepal,1995,2500
Nepal,1996,2500
Nepal,1997,2500
Nepal,1998,2500
Nepal,1999,2500
Nepal,2000,2500
Nepal,2001,2500
Nepal,2002,1500
Nepal,2003,1500
Nepal,2004,1500
Nepal,2005,1500
Nepal,2006,2500
Nepal,2007,2500
Nepal,2008,2500
Nepal,2009,2500
Nepal,2010,2500
Nepal,2011,2500
Nepal,2012,2500
Nepal,2013,2500
Nepal,2014,2500
Netherlands,1979,3500
Netherlands,1980,3500
Netherlands,1981,3500
Netherlands,1983,3500
Netherlands,1984,3500
Netherlands,1985,3500
Netherlands,1986,3500
Netherlands,1987,3500
Netherlands,1988,3500
Netherlands,1989,3500
Netherlands,1990,3500
Netherlands,1991,3500
Netherlands,1992,3500
Netherlands,1993,3500
Netherlands,1994,3500
Netherlands,1995,3500
Netherlands,1996,3500
Netherlands,1997,3500
Netherlands,1998,3500
Netherlands,1999,3500
Netherlands,2000,3500
Netherlands,2001,3500
Netherlands,2002,3500
Netherlands,2003,3500
Netherlands,2004,3500
Netherlands,2005,3500
Netherlands,2006,3500
Netherlands,2007,3500
Netherlands,2008,3500
Netherlands,2009,3500
Netherlands,2010,3500
Netherlands,2011,3500
Netherlands,2012,3500
Netherlands,2013,3500
Netherlands,2014,3500
New Zealand,1979,3500
New Zealand,1980,3500
New Zealand,1981,3500
New Zealand,1983,3500
New Zealand,1984,3500
New Zealand,1985,3500
New Zealand,1986,3500
New Zealand,1987,3500
New Zealand,1988,3500
New Zealand,1989,3500
New Zealand,1990,3500
New Zealand,1991,3500
New Zealand,1992,3500
New Zealand,1993,3500
New Zealand,1994,3500
New Zealand,1995,3500
New Zealand,1996,3500
New Zealand,1997,3500
New Zealand,1998,3500
New Zealand,1999,3500
New Zealand,2000,3500
New Zealand,2001,3500
New Zealand,2002,3500
New Zealand,2003,3500
New Zealand,2004,3500
New Zealand,2005,3500
New Zealand,2006,3500
New Zealand,2007,3500
New Zealand,2008,3500
New Zealand,2009,3500
New Zealand,2010,3500
New Zealand,2011,3500
New Zealand,2012,3500
New Zealand,2013,3500
New Zealand,2014,3500
Nicaragua,1979,3500
Nicaragua,1980,3500
Nicaragua,1981,2500
Nicaragua,1983,2500
Nicaragua,1984,2500
Nicaragua,1985,2500
Nicaragua,1986,1500
Nicaragua,1987,2500
Nicaragua,1988,1500
Nicaragua,1989,1500
Nicaragua,1990,2500
Nicaragua,1991,2500
Nicaragua,1992,2500
Nicaragua,1993,2500
Nicaragua,1994,2500
Nicaragua,1995,2500
Nicaragua,1996,2500
Nicaragua,1997,2500
Nicaragua,1998,2500
Nicaragua,1999,2500
Nicaragua,2000,2500
Nicaragua,2001,2500
Nicaragua,2002,2500
Nicaragua,2003,2500
Nicaragua,2004,2500
Nicaragua,2005,2500
Nicaragua,2006,2500
Nicaragua,2007,2500
Nicaragua,2008,2500
Nicaragua,2009,2500
Nicaragua,2010,2500
Nicaragua,2011,2500
Nicaragua,2012,2500
Nicaragua,2013,2500
Nicaragua,2014,2500
Niger,1979,1500
Niger,1980,1500
Niger,1981,1500
Niger,1983,1500
Niger,1984,1500
Niger,1985,1500
Niger,1986,1500
Niger,1987,1500
Niger,1988,1500
Niger,1989,1500
Niger,1990,1500
Niger,1991,1500
Niger,1992,1500
Niger,1993,1500
Niger,1994,1500
Niger,1995,2500
Niger,1996,1500
Niger,1997,1500
Niger,1998,1500
Niger,1999,1500
Niger,2000,1500
Niger,2001,2500
Niger,2002,2500
Niger,2003,2500
Niger,2004,2500
Niger,2005,2500
Niger,2006,2500
Niger,2007,1500
Niger,2008,1500
Niger,2009,1500
Niger,2010,2500
Niger,2011,2500
Niger,2012,2500
Niger,2013,2500
Niger,2014,2500
Nigeria,1979,3500
Nigeria,1980,3500
Nigeria,1981,3500
Nigeria,1983,3500
Nigeria,1984,2500
Nigeria,1985,2500
Nigeria,1986,2500
Nigeria,1987,2500
Nigeria,1988,3500
Nigeria,1989,2500
Nigeria,1990,2500
Nigeria,1991,2500
Nigeria,1992,2500
Nigeria,1993,2500
Nigeria,1994,1500
Nigeria,1995,1500
Nigeria,1996,1500
Nigeria,1997,1500
Nigeria,1998,2500
Nigeria,1999,2500
Nigeria,2000,2500
Nigeria,2001,2500
Nigeria,2002,2500
Nigeria,2003,2500
Nigeria,2004,2500
Nigeria,2005,2500
Nigeria,2006,2500
Nigeria,2007,2500
Nigeria,2008,2500
Nigeria,2009,2500
Nigeria,2010,2500
Nigeria,2011,2500
Nigeria,2012,2500
Nigeria,2013,2500
Nigeria,2014,2500
North Korea,1979,1500
North Korea,1980,1500
North Korea,1981,1500
North Korea,1983,1500
North Korea,1984,1500
North Korea,1985,1500
North Korea,1986,1500
North Korea,1987,1500
North Korea,1988,1500
North Korea,1989,1500
North Korea,1990,1500
North Korea,1991,1500
North Korea,1992,1500
North Korea,1993,1500
North Korea,1994,1500
North Korea,1995,1500
North Korea,1996,1500
North Korea,1997,1500
North Korea,1998,1500
North Korea,1999,1500
North Korea,2000,1500
North Korea,2001,1500
North Korea,2002,1500
North Korea,2003,1500
North Korea,2004,1500
North Korea,2005,1500
North Korea,2006,1500
North Korea,2007,1500
North Korea,2008,1500
North Korea,2009,1500
North Korea,2010,1500
North Korea,2011,1500
North Korea,2012,1500
North Korea,2013,1500
North Korea,2014,1500
Norway,1979,3500
Norway,1980,3500
Norway,1981,3500
Norway,1983,3500
Norway,1984,3500
Norway,1985,3500
Norway,1986,3500
Norway,1987,3500
Norway,1988,3500
Norway,1989,3500
Norway,1990,3500
Norway,1991,3500
Norway,1992,3500
Norway,1993,3500
Norway,1994,3500
Norway,1995,3500
Norway,1996,3500
Norway,1997,3500
Norway,1998,3500
Norway,1999,3500
Norway,2000,3500
Norway,2001,3500
Norway,2002,3500
Norway,2003,3500
Norway,2004,3500
Norway,2005,3500
Norway,2006,3500
Norway,2007,3500
Norway,2008,3500
Norway,2009,3500
Norway,2010,3500
Norway,2011,3500
Norway,2012,3500
Norway,2013,3500
Norway,2014,3500
Oman,1979,1500
Oman,1980,1500
Oman,1981,1500
Oman,1983,1500
Oman,1984,1500
Oman,1985,1500
Oman,1986,1500
Oman,1987,1500
Oman,1988,1500
Oman,1989,1500
Oman,1990,1500
Oman,1991,1500
Oman,1992,1500
Oman,1993,1500
Oman,1994,1500
Oman,1995,1500
Oman,1996,1500
Oman,1997,1500
Oman,1998,1500
Oman,1999,1500
Oman,2000,1500
Oman,2001,1500
Oman,2002,1500
Oman,2003,1500
Oman,2004,1500
Oman,2005,1500
Oman,2006,1500
Oman,2007,1500
Oman,2008,1500
Oman,2009,1500
Oman,2010,1500
Oman,2011,1500
Oman,2012,1500
Oman,2013,1500
Oman,2014,1500
Pakistan,1979,1500
Pakistan,1980,1500
Pakistan,1981,1500
Pakistan,1983,1500
Pakistan,1984,1500
Pakistan,1985,2500
Pakistan,1986,2500
Pakistan,1987,2500
Pakistan,1988,3500
Pakistan,1989,2500
Pakistan,1990,2500
Pakistan,1991,2500
Pakistan,1992,2500
Pakistan,1993,2500
Pakistan,1994,2500
Pakistan,1995,2500
Pakistan,1996,2500
Pakistan,1997,2500
Pakistan,1998,2500
Pakistan,1999,1500
Pakistan,2000,2500
Pakistan,2001,2500
Pakistan,2002,2500
Pakistan,2003,1500
Pakistan,2004,1500
Pakistan,2005,1500
Pakistan,2006,1500
Pakistan,2007,1500
Pakistan,2008,1500
Pakistan,2009,1500
Pakistan,2010,1500
Pakistan,2011,1500
Pakistan,2012,1500
Pakistan,2013,1500
Pakistan,2014,1500
Palau,2002,3500
Palau,2003,3500
Palau,2004,3500
Palau,2005,3500
Palau,2006,3500
Palau,2007,3500
Palau,2008,3500
Palau,2009,3500
Palau,2010,3500
Palau,2011,3500
Palau,2012,3500
Palau,2013,3500
Palau,2014,3500
Palestine,1993,1500
Palestine,1994,1500
Palestine,1995,2500
Palestine,1996,1500
Palestine,1997,1500
Palestine,1998,1500
Palestine,1999,1500
Palestine,2000,1500
Palestine,2001,1500
Palestine,2002,1500
Palestine,2003,1500
Palestine,2004,1500
Palestine,2005,1500
Palestine,2006,1500
Palestine,2007,1500
Palestine,2008,1500
Palestine,2009,1500
Palestine,2010,1500
Panama,1979,2500
Panama,1980,3500
Panama,1981,2500
Panama,1983,2500
Panama,1984,2500
Panama,1985,2500
Panama,1986,2500
Panama,1987,1500
Panama,1988,1500
Panama,1989,1500
Panama,1990,3500
Panama,1991,3500
Panama,1992,3500
Panama,1993,3500
Panama,1994,3500
Panama,1995,3500
Panama,1996,3500
Panama,1997,3500
Panama,1998,3500
Panama,1999,3500
Panama,2000,3500
Panama,2001,3500
Panama,2002,2500
Panama,2003,2500
Panama,2004,2500
Panama,2005,2500
Panama,2006,2500
Panama,2007,2500
Panama,2008,2500
Panama,2009,2500
Panama,2010,2500
Panama,2011,2500
Panama,2012,2500
Panama,2013,2500
Panama,2014,2500
Papua New Guinea,1979,3500
Papua New Guinea,1980,3500
Papua New Guinea,1981,3500
Papua New Guinea,1983,3500
Papua New Guinea,1984,3500
Papua New Guinea,1985,3500
Papua New Guinea,1986,3500
Papua New Guinea,1987,3500
Papua New Guinea,1988,3500
Papua New Guinea,1989,3500
Papua New Guinea,1990,3500
Papua New Guinea,1991,3500
Papua New Guinea,1992,3500
Papua New Guinea,1993,3500
Papua New Guinea,1994,3500
Papua New Guinea,1995,3500
Papua New Guinea,1996,3500
Papua New Guinea,1997,3500
Papua New Guinea,1998,3500
Papua New Guinea,1999,3500
Papua New Guinea,2000,3500
Papua New Guinea,2001,3500
Papua New Guinea,2002,3500
Papua New Guinea,2003,3500
Papua New Guinea,2004,3500
Papua New Guinea,2005,3500
Papua New Guinea,2006,3500
Papua New Guinea,2007,3500
Papua New Guinea,2008,3500
Papua New Guinea,2009,3500
Papua New Guinea,2010,3500
Papua New Guinea,2011,3500
Papua New Guinea,2012,3500
Papua New Guinea,2013,3500
Papua New Guinea,2014,3500
Paraguay,1979,2500
Paraguay,1980,2500
Paraguay,1981,2500
Paraguay,1983,2500
Paraguay,1984,2500
Paraguay,1985,1500
Paraguay,1986,1500
Paraguay,1987,2500
Paraguay,1988,1500
Paraguay,1989,2500
Paraguay,1990,2500
Paraguay,1991,2500
Paraguay,1992,2500
Paraguay,1993,2500
Paraguay,1994,2500
Paraguay,1995,2500
Paraguay,1996,2500
Paraguay,1997,2500
Paraguay,1998,2500
Paraguay,1999,2500
Paraguay,2000,2500
Paraguay,2001,2500
Paraguay,2002,2500
Paraguay,2003,2500
Paraguay,2004,2500
Paraguay,2005,2500
Paraguay,2006,2500
Paraguay,2007,2500
Paraguay,2008,2500
Paraguay,2009,2500
Paraguay,2010,2500
Paraguay,2011,2500
Paraguay,2012,1500
Paraguay,2013,2500
Paraguay,2014,2500
Peru,1979,2500
Peru,1980,3500
Peru,1981,3500
Peru,1983,3500
Peru,1984,3500
Peru,1985,3500
Peru,1986,3500
Peru,1987,3500
Peru,1988,3500
Peru,1989,3500
Peru,1990,2500
Peru,1991,2500
Peru,1992,2500
Peru,1993,2500
Peru,1994,2500
Peru,1995,2500
Peru,1996,2500
Peru,1997,2500
Peru,1998,1500
Peru,1999,1500
Peru,2000,2500
Peru,2001,3500
Peru,2002,2500
Peru,2003,2500
Peru,2004,2500
Peru,2005,2500
Peru,2006,2500
Peru,2007,2500
Peru,2008,2500
Peru,2009,2500
Peru,2010,2500
Peru,2011,2500
Peru,2012,2500
Peru,2013,2500
Peru,2014,2500
Philippines,1979,2500
Philippines,1980,2500
Philippines,1981,2500
Philippines,1983,2500
Philippines,1984,2500
Philippines,1985,2500
Philippines,1986,3500
Philippines,1987,3500
Philippines,1988,3500
Philippines,1989,3500
Philippines,1990,3500
Philippines,1991,2500
Philippines,1992,2500
Philippines,1993,2500
Philippines,1994,2500
Philippines,1995,2500
Philippines,1996,2500
Philippines,1997,3500
Philippines,1998,3500
Philippines,1999,3500
Philippines,2000,3500
Philippines,2001,3500
Philippines,2002,3500
Philippines,2003,2500
Philippines,2004,2500
Philippines,2005,2500
Philippines,2006,2500
Philippines,2007,2500
Philippines,2008,2500
Philippines,2009,2500
Philippines,2010,2500
Philippines,2011,2500
Philippines,2012,2500
Philippines,2013,2500
Philippines,2014,2500
Poland,1979,1500
Poland,1980,2500
Poland,1981,2500
Poland,1983,2500
Poland,1984,2500
Poland,1985,2500
Poland,1986,2500
Poland,1987,2500
Poland,1988,1500
Poland,1989,2500
Poland,1990,3500
Poland,1991,3500
Poland,1992,3500
Poland,1993,3500
Poland,1994,3500
Poland,1995,3500
Poland,1996,3500
Poland,1997,3500
Poland,1998,3500
Poland,1999,3500
Poland,2000,3500
Poland,2001,3500
Poland,2002,3500
Poland,2003,3500
Poland,2004,3500
Poland,2005,3500
Poland,2006,3500
Poland,2007,3500
Poland,2008,3500
Poland,2009,3500
Poland,2010,3500
Poland,2011,3500
Poland,2012,3500
Poland,2013,3500
Poland,2014,3500
Portugal,1979,3500
Portugal,1980,3500
Portugal,1981,3500
Portugal,1983,3500
Portugal,1984,3500
Portugal,1985,3500
Portugal,1986,3500
Portugal,1987,3500
Portugal,1988,3500
Portugal,1989,3500
Portugal,1990,3500
Portugal,1991,3500
Portugal,1992,3500
Portugal,1993,3500
Portugal,1994,3500
Portugal,1995,3500
Portugal,1996,3500
Portugal,1997,3500
Portugal,1998,3500
Portugal,1999,3500
Portugal,2000,3500
Portugal,2001,3500
Portugal,2002,3500
Portugal,2003,3500
Portugal,2004,3500
Portugal,2005,3500
Portugal,2006,3500
Portugal,2007,3500
Portugal,2008,3500
Portugal,2009,3500
Portugal,2010,3500
Portugal,2011,3500
Portugal,2012,3500
Portugal,2013,3500
Portugal,2014,3500
Qatar,1979,1500
Qatar,1980,1500
Qatar,1981,1500
Qatar,1983,1500
Qatar,1984,1500
Qatar,1985,1500
Qatar,1986,1500
Qatar,1987,1500
Qatar,1988,1500
Qatar,1989,1500
Qatar,1990,1500
Qatar,1991,1500
Qatar,1992,1500
Qatar,1993,1500
Qatar,1994,1500
Qatar,1995,1500
Qatar,1996,2500
Qatar,1997,1500
Qatar,1998,1500
Qatar,1999,1500
Qatar,2000,1500
Qatar,2001,1500
Qatar,2002,1500
Qatar,2003,1500
Qatar,2004,1500
Qatar,2005,1500
Qatar,2006,1500
Qatar,2007,1500
Qatar,2008,1500
Qatar,2009,1500
Qatar,2010,1500
Qatar,2011,1500
Qatar,2012,1500
Qatar,2013,1500
Qatar,2014,1500
Romania,1979,1500
Romania,1980,1500
Romania,1981,1500
Romania,1983,1500
Romania,1984,1500
Romania,1985,1500
Romania,1986,1500
Romania,1987,1500
Romania,1988,1500
Romania,1989,1500
Romania,1990,1500
Romania,1991,2500
Romania,1992,3500
Romania,1993,2500
Romania,1994,2500
Romania,1995,2500
Romania,1996,2500
Romania,1997,2500
Romania,1998,2500
Romania,1999,2500
Romania,2000,2500
Romania,2001,2500
Romania,2002,2500
Romania,2003,2500
Romania,2004,2500
Romania,2005,2500
Romania,2006,2500
Romania,2007,2500
Romania,2008,2500
Romania,2009,2500
Romania,2010,2500
Romania,2011,2500
Romania,2012,2500
Romania,2013,2500
Romania,2014,2500
Russia,1992,2500
Russia,1993,2500
Russia,1994,2500
Russia,1995,2500
Russia,1996,2500
Russia,1997,2500
Russia,1998,2500
Russia,1999,2500
Russia,2000,2500
Russia,2001,2500
Russia,2002,1500
Russia,2003,1500
Russia,2004,1500
Russia,2005,1500
Russia,2006,1500
Russia,2007,1500
Russia,2008,1500
Russia,2009,1500
Russia,2010,1500
Russia,2011,1500
Russia,2012,1500
Russia,2013,1500
Russia,2014,1500
Rwanda,1991,1500
Rwanda,1992,1500
Rwanda,1993,1500
Rwanda,1994,1500
Rwanda,1995,1500
Rwanda,1996,1500
Rwanda,1997,1500
Rwanda,1998,1500
Rwanda,1999,1500
Rwanda,2000,1500
Rwanda,2001,1500
Rwanda,2002,1500
Rwanda,2003,1500
Rwanda,2004,1500
Rwanda,2005,1500
Rwanda,2006,1500
Rwanda,2007,1500
Rwanda,2008,1500
Rwanda,2009,1500
Rwanda,2010,1500
Rwanda,2011,1500
Rwanda,2012,1500
Rwanda,2013,1500
Rwanda,2014,1500
Saint Kitts and Nevis,1984,3500
Saint Kitts and Nevis,1985,3500
Saint Kitts and Nevis,1986,3500
Saint Kitts and Nevis,1987,3500
Saint Kitts and Nevis,1988,3500
Saint Kitts and Nevis,1989,3500
Saint Kitts and Nevis,1990,3500
Saint Kitts and Nevis,1991,3500
Saint Kitts and Nevis,1992,3500
Saint Kitts and Nevis,1993,3500
Saint Kitts and Nevis,1994,3500
Saint Kitts and Nevis,1995,3500
Saint Kitts and Nevis,1996,3500
Saint Kitts and Nevis,1997,3500
Saint Kitts and Nevis,1998,3500
Saint Kitts and Nevis,1999,3500
Saint Kitts and Nevis,2000,3500
Saint Kitts and Nevis,2001,3500
Saint Kitts and Nevis,2002,3500
Saint Kitts and Nevis,2003,3500
Saint Kitts and Nevis,2004,3500
Saint Kitts and Nevis,2005,3500
Saint Kitts and Nevis,2006,3500
Saint Kitts and Nevis,2007,3500
Saint Kitts and Nevis,2008,3500
Saint Kitts and Nevis,2009,3500
Saint Kitts and Nevis,2010,3500
Saint Kitts and Nevis,2011,3500
Saint Kitts and Nevis,2012,3500
Saint Kitts and Nevis,2013,3500
Saint Kitts and Nevis,2014,3500
Saint Lucia,1979,3500
Saint Lucia,1980,3500
Saint Lucia,1981,3500
Saint Lucia,1983,3500
Saint Lucia,1984,3500
Saint Lucia,1985,3500
Saint Lucia,1986,3500
Saint Lucia,1987,3500
Saint Lucia,1988,3500
Saint Lucia,1989,3500
Saint Lucia,1990,3500
Saint Lucia,1991,3500
Saint Lucia,1992,3500
Saint Lucia,1993,3500
Saint Lucia,1994,3500
Saint Lucia,1995,3500
Saint Lucia,1996,3500
Saint Lucia,1997,3500
Saint Lucia,1998,3500
Saint Lucia,1999,3500
Saint Lucia,2000,3500
Saint Lucia,2001,3500
Saint Lucia,2002,3500
Saint Lucia,2003,3500
Saint Lucia,2004,3500
Saint Lucia,2005,3500
Saint Lucia,2006,3500
Saint Lucia,2007,3500
Saint Lucia,2008,3500
Saint Lucia,2009,3500
Saint Lucia,2010,3500
Saint Lucia,2011,3500
Saint Lucia,2012,3500
Saint Lucia,2013,3500
Saint Lucia,2014,3500
Saint Vincent and the Grenadines,1979,3500
Saint Vincent and the Grenadines,1980,3500
Saint Vincent and the Grenadines,1981,3500
Saint Vincent and the Grenadines,1983,3500
Saint Vincent and the Grenadines,1984,3500
Saint Vincent and the Grenadines,1985,3500
Saint Vincent and the Grenadines,1986,3500
Saint Vincent and the Grenadines,1987,3500
Saint Vincent and the Grenadines,1988,3500
Saint Vincent and the Grenadines,1989,3500
Saint Vincent and the Grenadines,1990,3500
Saint Vincent and the Grenadines,1991,3500
Saint Vincent and the Grenadines,1992,3500
Saint Vincent and the Grenadines,1993,3500
Saint Vincent and the Grenadines,1994,3500
Saint Vincent and the Grenadines,1995,3500
Saint Vincent and the Grenadines,1996,3500
Saint Vincent and the Grenadines,1997,3500
Saint Vincent and the Grenadines,1998,3500
Saint Vincent and the Grenadines,1999,3500
Saint Vincent and the Grenadines,2000,3500
Saint Vincent and the Grenadines,2001,3500
Saint Vincent and the Grenadines,2002,3500
Saint Vincent and the Grenadines,2003,3500
Saint Vincent and the Grenadines,2004,3500
Saint Vincent and the Grenadines,2005,3500
Saint Vincent and the Grenadines,2006,3500
Saint Vincent and the Grenadines,2007,3500
Saint Vincent and the Grenadines,2008,3500
Saint Vincent and the Grenadines,2009,3500
Saint Vincent and the Grenadines,2010,3500
Saint Vincent and the Grenadines,2011,3500
Saint Vincent and the Grenadines,2012,3500
Saint Vincent and the Grenadines,2013,3500
Saint Vincent and the Grenadines,2014,3500
Samoa,1993,3500
Samoa,1994,3500
Samoa,1995,3500
Samoa,1996,3500
Samoa,1997,3500
Samoa,1998,2500
Samoa,1999,2500
Samoa,2000,3500
Samoa,2001,3500
Samoa,2002,3500
Samoa,2003,3500
Samoa,2004,3500
Samoa,2005,3500
Samoa,2006,3500
Samoa,2007,3500
Samoa,2008,3500
Samoa,2009,3500
Samoa,2010,3500
