Entity,Year,Reported Smallpox cases (WHO),"World Region (World Bank, 2017)"
South Africa,1967,43,Sub-Saharan Africa
South Africa,1968,81,Sub-Saharan Africa
South Africa,1969,217,Sub-Saharan Africa
South Africa,1970,118,Sub-Saharan Africa
South Africa,1971,7,Sub-Saharan Africa
South Africa,1972,0,Sub-Saharan Africa
South Africa,1973,0,Sub-Saharan Africa
South Africa,1974,0,Sub-Saharan Africa
South Africa,1975,0,Sub-Saharan Africa
South Africa,1976,0,Sub-Saharan Africa
South Africa,1977,0,Sub-Saharan Africa
South America,1967,4376,
South America,1968,4328,
South America,1969,7046,
South America,1970,1795,
South America,1971,19,
South America,1972,0,
South America,1973,0,
South America,1974,0,
South America,1975,0,
South America,1976,0,
South America,1977,0,
South Asia,1920,126,South Asia
South Asia,1921,18,South Asia
South Asia,1922,337,South Asia
South Asia,1923,175,South Asia
South Asia,1924,40,South Asia
South Asia,1925,175518,South Asia
South Asia,1926,220286,South Asia
South Asia,1927,222642,South Asia
South Asia,1928,165476,South Asia
South Asia,1929,148835,South Asia
South Asia,1930,232372,South Asia
South Asia,1931,89258,South Asia
South Asia,1932,116073,South Asia
South Asia,1933,253083,South Asia
South Asia,1934,263348,South Asia
South Asia,1935,282461,South Asia
South Asia,1936,218326,South Asia
South Asia,1937,105211,South Asia
South Asia,1938,89341,South Asia
South Asia,1939,133617,South Asia
South Asia,1940,188192,South Asia
South Asia,1941,143682,South Asia
South Asia,1942,76883,South Asia
South Asia,1943,136961,South Asia
South Asia,1944,328590,South Asia
South Asia,1945,289785,South Asia
South Asia,1946,146840,South Asia
South Asia,1947,73322,South Asia
South Asia,1948,85954,South Asia
South Asia,1949,80132,South Asia
South Asia,1950,180389,South Asia
South Asia,1951,297712,South Asia
South Asia,1952,96049,South Asia
South Asia,1953,49261,South Asia
South Asia,1954,53152,South Asia
South Asia,1955,48504,South Asia
South Asia,1956,51496,South Asia
South Asia,1957,105462,South Asia
South Asia,1958,251096,South Asia
South Asia,1959,66556,South Asia
South Asia,1960,33920,South Asia
South Asia,1961,48670,South Asia
South Asia,1962,60043,South Asia
South Asia,1963,89305,South Asia
South Asia,1964,41447,South Asia
South Asia,1965,35076,South Asia
South Asia,1966,38825,South Asia
South Asia,1967,89525,South Asia
South Asia,1968,47244,South Asia
South Asia,1969,18694,South Asia
South Asia,1970,18128,South Asia
South Asia,1971,22501,South Asia
South Asia,1972,45849,South Asia
South Asia,1973,130385,South Asia
South Asia,1974,213861,South Asia
South Asia,1975,15329,South Asia
South Asia,1976,0,South Asia
South Asia,1977,0,South Asia
Spain,1920,,Europe and Central Asia
Spain,1921,,Europe and Central Asia
Spain,1922,,Europe and Central Asia
Spain,1923,,Europe and Central Asia
Spain,1924,,Europe and Central Asia
Spain,1925,,Europe and Central Asia
Spain,1926,,Europe and Central Asia
Spain,1927,,Europe and Central Asia
Spain,1928,,Europe and Central Asia
Spain,1929,,Europe and Central Asia
Spain,1930,49,Europe and Central Asia
Spain,1931,910,Europe and Central Asia
Spain,1932,1066,Europe and Central Asia
Spain,1933,624,Europe and Central Asia
Spain,1934,688,Europe and Central Asia
Spain,1935,297,Europe and Central Asia
Spain,1936,114,Europe and Central Asia
Spain,1937,5,Europe and Central Asia
Spain,1938,19,Europe and Central Asia
Spain,1939,841,Europe and Central Asia
Spain,1940,1874,Europe and Central Asia
Spain,1941,678,Europe and Central Asia
Spain,1942,371,Europe and Central Asia
Spain,1943,210,Europe and Central Asia
Spain,1944,129,Europe and Central Asia
Spain,1945,33,Europe and Central Asia
Spain,1946,44,Europe and Central Asia
Spain,1947,34,Europe and Central Asia
Spain,1948,23,Europe and Central Asia
Spain,1949,9,Europe and Central Asia
Spain,1950,2,Europe and Central Asia
Spain,1951,3,Europe and Central Asia
Spain,1952,3,Europe and Central Asia
Spain,1953,3,Europe and Central Asia
Spain,1954,2,Europe and Central Asia
Spain,1955,0,Europe and Central Asia
Spain,1956,0,Europe and Central Asia
Spain,1957,0,Europe and Central Asia
Spain,1958,0,Europe and Central Asia
Spain,1959,,Europe and Central Asia
Spain,1960,,Europe and Central Asia
Spain,1961,,Europe and Central Asia
Spain,1962,,Europe and Central Asia
Spain,1963,,Europe and Central Asia
Spain,1964,,Europe and Central Asia
Spain,1965,,Europe and Central Asia
Spain,1966,,Europe and Central Asia
Sri Lanka,1920,126,South Asia
Sri Lanka,1921,18,South Asia
Sri Lanka,1922,337,South Asia
Sri Lanka,1923,175,South Asia
Sri Lanka,1924,40,South Asia
Sri Lanka,1925,28,South Asia
Sri Lanka,1926,65,South Asia
Sri Lanka,1927,27,South Asia
Sri Lanka,1928,18,South Asia
Sri Lanka,1929,8,South Asia
Sri Lanka,1930,41,South Asia
Sri Lanka,1931,9,South Asia
Sri Lanka,1932,106,South Asia
Sri Lanka,1933,337,South Asia
Sri Lanka,1934,72,South Asia
Sri Lanka,1935,115,South Asia
Sri Lanka,1936,3,South Asia
Sri Lanka,1937,2,South Asia
Sri Lanka,1938,0,South Asia
Sri Lanka,1939,1,South Asia
Sri Lanka,1940,0,South Asia
Sri Lanka,1941,167,South Asia
Sri Lanka,1942,1,South Asia
Sri Lanka,1943,135,South Asia
Sri Lanka,1944,124,South Asia
Sri Lanka,1945,711,South Asia
Sri Lanka,1946,409,South Asia
Sri Lanka,1947,1,South Asia
Sri Lanka,1948,8,South Asia
Sri Lanka,1949,2,South Asia
Sri Lanka,1950,4,South Asia
Sri Lanka,1951,344,South Asia
Sri Lanka,1952,25,South Asia
Sri Lanka,1953,2,South Asia
Sri Lanka,1954,1,South Asia
Sri Lanka,1955,0,South Asia
Sri Lanka,1956,0,South Asia
Sri Lanka,1957,19,South Asia
Sri Lanka,1958,29,South Asia
Sri Lanka,1959,0,South Asia
Sri Lanka,1960,0,South Asia
Sri Lanka,1961,44,South Asia
Sri Lanka,1962,66,South Asia
Sri Lanka,1963,1,South Asia
Sri Lanka,1964,0,South Asia
Sri Lanka,1965,1,South Asia
Sri Lanka,1966,0,South Asia
Sri Lanka,1967,1,South Asia
Sri Lanka,1968,0,South Asia
Sri Lanka,1969,0,South Asia
Sri Lanka,1970,0,South Asia
Sri Lanka,1971,0,South Asia
Sri Lanka,1972,0,South Asia
Sri Lanka,1973,0,South Asia
Sri Lanka,1974,0,South Asia
Sri Lanka,1975,0,South Asia
Sri Lanka,1976,0,South Asia
Sri Lanka,1977,0,South Asia
Sub-Saharan Africa,1920,2073,Sub-Saharan Africa
Sub-Saharan Africa,1921,6284,Sub-Saharan Africa
Sub-Saharan Africa,1922,2969,Sub-Saharan Africa
Sub-Saharan Africa,1923,4241,Sub-Saharan Africa
Sub-Saharan Africa,1924,3299,Sub-Saharan Africa
Sub-Saharan Africa,1925,7688,Sub-Saharan Africa
Sub-Saharan Africa,1926,12313,Sub-Saharan Africa
Sub-Saharan Africa,1927,13993,Sub-Saharan Africa
Sub-Saharan Africa,1928,13860,Sub-Saharan Africa
Sub-Saharan Africa,1929,19130,Sub-Saharan Africa
Sub-Saharan Africa,1930,28337,Sub-Saharan Africa
Sub-Saharan Africa,1931,18058,Sub-Saharan Africa
Sub-Saharan Africa,1932,21168,Sub-Saharan Africa
Sub-Saharan Africa,1933,27196,Sub-Saharan Africa
Sub-Saharan Africa,1934,23934,Sub-Saharan Africa
Sub-Saharan Africa,1935,16840,Sub-Saharan Africa
Sub-Saharan Africa,1936,17767,Sub-Saharan Africa
Sub-Saharan Africa,1937,14686,Sub-Saharan Africa
Sub-Saharan Africa,1938,18500,Sub-Saharan Africa
Sub-Saharan Africa,1939,19316,Sub-Saharan Africa
Sub-Saharan Africa,1940,15427,Sub-Saharan Africa
Sub-Saharan Africa,1941,12465,Sub-Saharan Africa
Sub-Saharan Africa,1942,11784,Sub-Saharan Africa
Sub-Saharan Africa,1943,25851,Sub-Saharan Africa
Sub-Saharan Africa,1944,34020,Sub-Saharan Africa
Sub-Saharan Africa,1945,49578,Sub-Saharan Africa
Sub-Saharan Africa,1946,40007,Sub-Saharan Africa
Sub-Saharan Africa,1947,26975,Sub-Saharan Africa
Sub-Saharan Africa,1948,24809,Sub-Saharan Africa
Sub-Saharan Africa,1949,25228,Sub-Saharan Africa
Sub-Saharan Africa,1950,41328,Sub-Saharan Africa
Sub-Saharan Africa,1951,24651,Sub-Saharan Africa
Sub-Saharan Africa,1952,30679,Sub-Saharan Africa
Sub-Saharan Africa,1953,20936,Sub-Saharan Africa
Sub-Saharan Africa,1954,25584,Sub-Saharan Africa
Sub-Saharan Africa,1955,25856,Sub-Saharan Africa
Sub-Saharan Africa,1956,22388,Sub-Saharan Africa
Sub-Saharan Africa,1957,34798,Sub-Saharan Africa
Sub-Saharan Africa,1958,17194,Sub-Saharan Africa
Sub-Saharan Africa,1959,17318,Sub-Saharan Africa
Sub-Saharan Africa,1960,17987,Sub-Saharan Africa
Sub-Saharan Africa,1961,27363,Sub-Saharan Africa
Sub-Saharan Africa,1962,23647,Sub-Saharan Africa
Sub-Saharan Africa,1963,15702,Sub-Saharan Africa
Sub-Saharan Africa,1964,13729,Sub-Saharan Africa
Sub-Saharan Africa,1965,16840,Sub-Saharan Africa
Sub-Saharan Africa,1966,14399,Sub-Saharan Africa
Sub-Saharan Africa,1967,14345,Sub-Saharan Africa
Sub-Saharan Africa,1968,10593,Sub-Saharan Africa
Sub-Saharan Africa,1969,3337,Sub-Saharan Africa
Sub-Saharan Africa,1970,2609,Sub-Saharan Africa
Sub-Saharan Africa,1971,27288,Sub-Saharan Africa
Sub-Saharan Africa,1972,18063,Sub-Saharan Africa
Sub-Saharan Africa,1973,5448,Sub-Saharan Africa
Sub-Saharan Africa,1974,4451,Sub-Saharan Africa
Sub-Saharan Africa,1975,3949,Sub-Saharan Africa
Sub-Saharan Africa,1976,954,Sub-Saharan Africa
Sub-Saharan Africa,1977,3234,Sub-Saharan Africa
Sudan,1920,,Sub-Saharan Africa
Sudan,1921,,Sub-Saharan Africa
Sudan,1922,,Sub-Saharan Africa
Sudan,1923,,Sub-Saharan Africa
Sudan,1924,,Sub-Saharan Africa
Sudan,1925,0,Sub-Saharan Africa
Sudan,1926,63,Sub-Saharan Africa
Sudan,1927,218,Sub-Saharan Africa
Sudan,1928,2402,Sub-Saharan Africa
Sudan,1929,6467,Sub-Saharan Africa
Sudan,1930,2179,Sub-Saharan Africa
Sudan,1931,218,Sub-Saharan Africa
Sudan,1932,47,Sub-Saharan Africa
Sudan,1933,228,Sub-Saharan Africa
Sudan,1934,173,Sub-Saharan Africa
Sudan,1935,72,Sub-Saharan Africa
Sudan,1936,577,Sub-Saharan Africa
Sudan,1937,425,Sub-Saharan Africa
Sudan,1938,527,Sub-Saharan Africa
Sudan,1939,553,Sub-Saharan Africa
Sudan,1940,515,Sub-Saharan Africa
Sudan,1941,46,Sub-Saharan Africa
Sudan,1942,12,Sub-Saharan Africa
Sudan,1943,182,Sub-Saharan Africa
Sudan,1944,242,Sub-Saharan Africa
Sudan,1945,0,Sub-Saharan Africa
Sudan,1946,62,Sub-Saharan Africa
Sudan,1947,917,Sub-Saharan Africa
Sudan,1948,1438,Sub-Saharan Africa
Sudan,1949,250,Sub-Saharan Africa
Sudan,1950,110,Sub-Saharan Africa
Sudan,1951,346,Sub-Saharan Africa
Sudan,1952,3670,Sub-Saharan Africa
Sudan,1953,3030,Sub-Saharan Africa
Sudan,1954,4200,Sub-Saharan Africa
Sudan,1955,1427,Sub-Saharan Africa
Sudan,1956,25,Sub-Saharan Africa
Sudan,1957,295,Sub-Saharan Africa
Sudan,1958,380,Sub-Saharan Africa
Sudan,1959,336,Sub-Saharan Africa
Sudan,1960,162,Sub-Saharan Africa
Sudan,1961,8,Sub-Saharan Africa
Sudan,1962,95,Sub-Saharan Africa
Sudan,1963,0,Sub-Saharan Africa
Sudan,1964,0,Sub-Saharan Africa
Sudan,1965,69,Sub-Saharan Africa
Sudan,1966,0,Sub-Saharan Africa
Sudan,1967,9,Sub-Saharan Africa
Sudan,1968,106,Sub-Saharan Africa
Sudan,1969,131,Sub-Saharan Africa
Sudan,1970,1051,Sub-Saharan Africa
Sudan,1971,1141,Sub-Saharan Africa
Sudan,1972,0,Sub-Saharan Africa
Sudan,1973,0,Sub-Saharan Africa
Sudan,1974,0,Sub-Saharan Africa
Sudan,1975,0,Sub-Saharan Africa
Sudan,1976,0,Sub-Saharan Africa
Sudan,1977,0,Sub-Saharan Africa
Swaziland,1967,16,Sub-Saharan Africa
Swaziland,1968,15,Sub-Saharan Africa
Swaziland,1969,0,Sub-Saharan Africa
Swaziland,1970,0,Sub-Saharan Africa
Swaziland,1971,0,Sub-Saharan Africa
Swaziland,1972,0,Sub-Saharan Africa
Swaziland,1973,0,Sub-Saharan Africa
Swaziland,1974,0,Sub-Saharan Africa
Swaziland,1975,0,Sub-Saharan Africa
Swaziland,1976,0,Sub-Saharan Africa
Swaziland,1977,0,Sub-Saharan Africa
Switzerland,1920,2,Europe and Central Asia
Switzerland,1921,596,Europe and Central Asia
Switzerland,1922,1153,Europe and Central Asia
Switzerland,1923,2145,Europe and Central Asia
Switzerland,1924,1234,Europe and Central Asia
Switzerland,1925,329,Europe and Central Asia
Switzerland,1926,54,Europe and Central Asia
Switzerland,1927,0,Europe and Central Asia
Switzerland,1928,1,Europe and Central Asia
Switzerland,1929,1,Europe and Central Asia
Switzerland,1930,1,Europe and Central Asia
Switzerland,1931,0,Europe and Central Asia
Switzerland,1932,2,Europe and Central Asia
Switzerland,1933,0,Europe and Central Asia
Switzerland,1934,0,Europe and Central Asia
Switzerland,1935,0,Europe and Central Asia
Switzerland,1936,0,Europe and Central Asia
Switzerland,1937,0,Europe and Central Asia
Switzerland,1938,1,Europe and Central Asia
Switzerland,1939,0,Europe and Central Asia
Switzerland,1940,0,Europe and Central Asia
Switzerland,1941,0,Europe and Central Asia
Switzerland,1942,0,Europe and Central Asia
Switzerland,1943,0,Europe and Central Asia
Switzerland,1944,0,Europe and Central Asia
Switzerland,1945,0,Europe and Central Asia
Switzerland,1946,1,Europe and Central Asia
Switzerland,1947,0,Europe and Central Asia
Switzerland,1948,0,Europe and Central Asia
Switzerland,1949,0,Europe and Central Asia
Switzerland,1950,0,Europe and Central Asia
Switzerland,1951,0,Europe and Central Asia
Switzerland,1952,0,Europe and Central Asia
Switzerland,1953,0,Europe and Central Asia
Switzerland,1954,0,Europe and Central Asia
Switzerland,1955,0,Europe and Central Asia
Switzerland,1956,0,Europe and Central Asia
Switzerland,1957,0,Europe and Central Asia
Switzerland,1958,0,Europe and Central Asia
Switzerland,1959,,Europe and Central Asia
Switzerland,1960,,Europe and Central Asia
Switzerland,1961,,Europe and Central Asia
Switzerland,1962,,Europe and Central Asia
Switzerland,1963,,Europe and Central Asia
Switzerland,1964,,Europe and Central Asia
Switzerland,1965,,Europe and Central Asia
Switzerland,1966,,Europe and Central Asia
Syria,1920,,Middle East and North Africa
Syria,1921,,Middle East and North Africa
Syria,1922,,Middle East and North Africa
Syria,1923,60,Middle East and North Africa
Syria,1924,40,Middle East and North Africa
Syria,1925,46,Middle East and North Africa
Syria,1926,1,Middle East and North Africa
Syria,1927,98,Middle East and North Africa
Syria,1928,488,Middle East and North Africa
Syria,1929,375,Middle East and North Africa
Syria,1930,158,Middle East and North Africa
Syria,1931,6,Middle East and North Africa
Syria,1932,109,Middle East and North Africa
Syria,1933,435,Middle East and North Africa
Syria,1934,1011,Middle East and North Africa
Syria,1935,48,Middle East and North Africa
Syria,1936,1,Middle East and North Africa
Syria,1937,0,Middle East and North Africa
Syria,1938,0,Middle East and North Africa
Syria,1939,1,Middle East and North Africa
Syria,1940,1,Middle East and North Africa
Syria,1941,1,Middle East and North Africa
Syria,1942,1657,Middle East and North Africa
Syria,1943,715,Middle East and North Africa
Syria,1944,91,Middle East and North Africa
Syria,1945,16,Middle East and North Africa
Syria,1946,8,Middle East and North Africa
Syria,1947,1,Middle East and North Africa
Syria,1948,902,Middle East and North Africa
Syria,1949,646,Middle East and North Africa
Syria,1950,14,Middle East and North Africa
Syria,1951,2,Middle East and North Africa
Syria,1952,2,Middle East and North Africa
Syria,1953,3,Middle East and North Africa
Syria,1954,7,Middle East and North Africa
Syria,1955,0,Middle East and North Africa
Syria,1956,0,Middle East and North Africa
Syria,1957,41,Middle East and North Africa
Syria,1958,0,Middle East and North Africa
Syria,1959,0,Middle East and North Africa
Syria,1960,0,Middle East and North Africa
Syria,1961,0,Middle East and North Africa
Syria,1962,0,Middle East and North Africa
Syria,1963,0,Middle East and North Africa
Syria,1964,,Middle East and North Africa
Syria,1965,,Middle East and North Africa
Syria,1966,,Middle East and North Africa
Syria,1967,0,Middle East and North Africa
Syria,1968,0,Middle East and North Africa
Syria,1969,0,Middle East and North Africa
Syria,1970,0,Middle East and North Africa
Syria,1971,0,Middle East and North Africa
Syria,1972,0,Middle East and North Africa
Syria,1973,0,Middle East and North Africa
Syria,1974,0,Middle East and North Africa
Syria,1975,0,Middle East and North Africa
Syria,1976,0,Middle East and North Africa
Syria,1977,0,Middle East and North Africa
Tanzania,1920,7,Sub-Saharan Africa
Tanzania,1921,1427,Sub-Saharan Africa
Tanzania,1922,567,Sub-Saharan Africa
Tanzania,1923,453,Sub-Saharan Africa
Tanzania,1924,40,Sub-Saharan Africa
Tanzania,1925,1391,Sub-Saharan Africa
Tanzania,1926,75,Sub-Saharan Africa
Tanzania,1927,234,Sub-Saharan Africa
Tanzania,1928,28,Sub-Saharan Africa
Tanzania,1929,182,Sub-Saharan Africa
Tanzania,1930,4547,Sub-Saharan Africa
Tanzania,1931,1746,Sub-Saharan Africa
Tanzania,1932,768,Sub-Saharan Africa
Tanzania,1933,629,Sub-Saharan Africa
Tanzania,1934,411,Sub-Saharan Africa
Tanzania,1935,503,Sub-Saharan Africa
Tanzania,1936,1649,Sub-Saharan Africa
Tanzania,1937,1462,Sub-Saharan Africa
Tanzania,1938,1095,Sub-Saharan Africa
Tanzania,1939,599,Sub-Saharan Africa
Tanzania,1940,156,Sub-Saharan Africa
Tanzania,1941,92,Sub-Saharan Africa
Tanzania,1942,90,Sub-Saharan Africa
Tanzania,1943,201,Sub-Saharan Africa
Tanzania,1944,5735,Sub-Saharan Africa
Tanzania,1945,12283,Sub-Saharan Africa
Tanzania,1946,12672,Sub-Saharan Africa
Tanzania,1947,2960,Sub-Saharan Africa
Tanzania,1948,1206,Sub-Saharan Africa
Tanzania,1949,1045,Sub-Saharan Africa
Tanzania,1950,6416,Sub-Saharan Africa
Tanzania,1951,854,Sub-Saharan Africa
Tanzania,1952,373,Sub-Saharan Africa
Tanzania,1953,1200,Sub-Saharan Africa
Tanzania,1954,928,Sub-Saharan Africa
Tanzania,1955,542,Sub-Saharan Africa
Tanzania,1956,605,Sub-Saharan Africa
Tanzania,1957,856,Sub-Saharan Africa
Tanzania,1958,1204,Sub-Saharan Africa
Tanzania,1959,1442,Sub-Saharan Africa
Tanzania,1960,1584,Sub-Saharan Africa
Tanzania,1961,1002,Sub-Saharan Africa
Tanzania,1962,1074,Sub-Saharan Africa
Tanzania,1963,836,Sub-Saharan Africa
Tanzania,1964,1461,Sub-Saharan Africa
Tanzania,1965,2762,Sub-Saharan Africa
Tanzania,1966,3027,Sub-Saharan Africa
Tanzania,1967,1629,Sub-Saharan Africa
Tanzania,1968,455,Sub-Saharan Africa
Tanzania,1969,113,Sub-Saharan Africa
Tanzania,1970,0,Sub-Saharan Africa
Tanzania,1971,0,Sub-Saharan Africa
Tanzania,1972,0,Sub-Saharan Africa
Tanzania,1973,0,Sub-Saharan Africa
Tanzania,1974,0,Sub-Saharan Africa
Tanzania,1975,0,Sub-Saharan Africa
Tanzania,1976,0,Sub-Saharan Africa
Tanzania,1977,0,Sub-Saharan Africa
Thailand,1920,85,East Asia and Pacific
Thailand,1921,404,East Asia and Pacific
Thailand,1922,472,East Asia and Pacific
Thailand,1923,1451,East Asia and Pacific
Thailand,1924,588,East Asia and Pacific
Thailand,1925,287,East Asia and Pacific
Thailand,1926,1113,East Asia and Pacific
Thailand,1927,418,East Asia and Pacific
Thailand,1928,125,East Asia and Pacific
Thailand,1929,405,East Asia and Pacific
Thailand,1930,56,East Asia and Pacific
Thailand,1931,33,East Asia and Pacific
Thailand,1932,20,East Asia and Pacific
Thailand,1933,42,East Asia and Pacific
Thailand,1934,152,East Asia and Pacific
Thailand,1935,34,East Asia and Pacific
Thailand,1936,2,East Asia and Pacific
Thailand,1937,51,East Asia and Pacific
Thailand,1938,294,East Asia and Pacific
Thailand,1939,151,East Asia and Pacific
Thailand,1940,235,East Asia and Pacific
Thailand,1941,107,East Asia and Pacific
Thailand,1942,133,East Asia and Pacific
Thailand,1943,44,East Asia and Pacific
Thailand,1944,925,East Asia and Pacific
Thailand,1945,36394,East Asia and Pacific
Thailand,1946,26843,East Asia and Pacific
Thailand,1947,1314,East Asia and Pacific
Thailand,1948,514,East Asia and Pacific
Thailand,1949,107,East Asia and Pacific
Thailand,1950,348,East Asia and Pacific
Thailand,1951,34,East Asia and Pacific
Thailand,1952,43,East Asia and Pacific
Thailand,1953,50,East Asia and Pacific
Thailand,1954,20,East Asia and Pacific
Thailand,1955,107,East Asia and Pacific
Thailand,1956,4,East Asia and Pacific
Thailand,1957,3,East Asia and Pacific
Thailand,1958,28,East Asia and Pacific
Thailand,1959,1548,East Asia and Pacific
Thailand,1960,32,East Asia and Pacific
Thailand,1961,33,East Asia and Pacific
Thailand,1962,2,East Asia and Pacific
Thailand,1963,0,East Asia and Pacific
Thailand,1964,0,East Asia and Pacific
Thailand,1965,0,East Asia and Pacific
Thailand,1966,0,East Asia and Pacific
Togo,1920,,Sub-Saharan Africa
Togo,1921,,Sub-Saharan Africa
Togo,1922,,Sub-Saharan Africa
Togo,1923,,Sub-Saharan Africa
Togo,1924,,Sub-Saharan Africa
Togo,1925,3,Sub-Saharan Africa
Togo,1926,2,Sub-Saharan Africa
Togo,1927,5,Sub-Saharan Africa
Togo,1928,42,Sub-Saharan Africa
Togo,1929,78,Sub-Saharan Africa
Togo,1930,66,Sub-Saharan Africa
Togo,1931,11,Sub-Saharan Africa
Togo,1932,7,Sub-Saharan Africa
Togo,1933,7,Sub-Saharan Africa
Togo,1934,19,Sub-Saharan Africa
Togo,1935,3,Sub-Saharan Africa
Togo,1936,33,Sub-Saharan Africa
Togo,1937,0,Sub-Saharan Africa
Togo,1938,29,Sub-Saharan Africa
Togo,1939,301,Sub-Saharan Africa
Togo,1940,13,Sub-Saharan Africa
Togo,1941,1,Sub-Saharan Africa
Togo,1942,0,Sub-Saharan Africa
Togo,1943,0,Sub-Saharan Africa
Togo,1944,174,Sub-Saharan Africa
Togo,1945,535,Sub-Saharan Africa
Togo,1946,470,Sub-Saharan Africa
Togo,1947,65,Sub-Saharan Africa
Togo,1948,107,Sub-Saharan Africa
Togo,1949,152,Sub-Saharan Africa
Togo,1950,147,Sub-Saharan Africa
Togo,1951,190,Sub-Saharan Africa
Togo,1952,628,Sub-Saharan Africa
Togo,1953,228,Sub-Saharan Africa
Togo,1954,226,Sub-Saharan Africa
Togo,1955,2,Sub-Saharan Africa
Togo,1956,6,Sub-Saharan Africa
Togo,1957,9,Sub-Saharan Africa
Togo,1958,44,Sub-Saharan Africa
Togo,1959,66,Sub-Saharan Africa
Togo,1960,347,Sub-Saharan Africa
Togo,1961,281,Sub-Saharan Africa
Togo,1962,571,Sub-Saharan Africa
Togo,1963,285,Sub-Saharan Africa
Togo,1964,34,Sub-Saharan Africa
Togo,1965,13,Sub-Saharan Africa
Togo,1966,201,Sub-Saharan Africa
Togo,1967,304,Sub-Saharan Africa
Togo,1968,784,Sub-Saharan Africa
Togo,1969,83,Sub-Saharan Africa
Togo,1970,0,Sub-Saharan Africa
Togo,1971,0,Sub-Saharan Africa
Togo,1972,0,Sub-Saharan Africa
Togo,1973,0,Sub-Saharan Africa
Togo,1974,0,Sub-Saharan Africa
Togo,1975,0,Sub-Saharan Africa
Togo,1976,0,Sub-Saharan Africa
Togo,1977,0,Sub-Saharan Africa
Tunisia,1920,,Middle East and North Africa
Tunisia,1921,,Middle East and North Africa
Tunisia,1922,,Middle East and North Africa
Tunisia,1923,279,Middle East and North Africa
Tunisia,1924,606,Middle East and North Africa
Tunisia,1925,1270,Middle East and North Africa
Tunisia,1926,188,Middle East and North Africa
Tunisia,1927,101,Middle East and North Africa
Tunisia,1928,101,Middle East and North Africa
Tunisia,1929,138,Middle East and North Africa
Tunisia,1930,59,Middle East and North Africa
Tunisia,1931,18,Middle East and North Africa
Tunisia,1932,2,Middle East and North Africa
Tunisia,1933,5,Middle East and North Africa
Tunisia,1934,3,Middle East and North Africa
Tunisia,1935,7,Middle East and North Africa
Tunisia,1936,3,Middle East and North Africa
Tunisia,1937,13,Middle East and North Africa
Tunisia,1938,0,Middle East and North Africa
Tunisia,1939,2,Middle East and North Africa
Tunisia,1940,0,Middle East and North Africa
Tunisia,1941,0,Middle East and North Africa
Tunisia,1942,1,Middle East and North Africa
Tunisia,1943,4,Middle East and North Africa
Tunisia,1944,19,Middle East and North Africa
Tunisia,1945,190,Middle East and North Africa
Tunisia,1946,797,Middle East and North Africa
Tunisia,1947,1224,Middle East and North Africa
Tunisia,1948,534,Middle East and North Africa
Tunisia,1949,1,Middle East and North Africa
Tunisia,1950,2,Middle East and North Africa
Tunisia,1951,5,Middle East and North Africa
Tunisia,1952,7,Middle East and North Africa
Tunisia,1953,7,Middle East and North Africa
Tunisia,1954,1,Middle East and North Africa
Tunisia,1955,0,Middle East and North Africa
Tunisia,1956,2,Middle East and North Africa
Tunisia,1957,0,Middle East and North Africa
Tunisia,1958,0,Middle East and North Africa
Tunisia,1959,0,Middle East and North Africa
Tunisia,1960,0,Middle East and North Africa
Tunisia,1961,0,Middle East and North Africa
Tunisia,1962,0,Middle East and North Africa
Tunisia,1963,0,Middle East and North Africa
Tunisia,1964,0,Middle East and North Africa
Tunisia,1965,,Middle East and North Africa
Tunisia,1966,,Middle East and North Africa
Turkey,1920,6,Europe and Central Asia
Turkey,1921,,Europe and Central Asia
Turkey,1922,253,Europe and Central Asia
Turkey,1923,2492,Europe and Central Asia
Turkey,1924,1615,Europe and Central Asia
Turkey,1925,971,Europe and Central Asia
Turkey,1926,480,Europe and Central Asia
Turkey,1927,99,Europe and Central Asia
Turkey,1928,47,Europe and Central Asia
Turkey,1929,1746,Europe and Central Asia
Turkey,1930,830,Europe and Central Asia
Turkey,1931,257,Europe and Central Asia
Turkey,1932,193,Europe and Central Asia
Turkey,1933,199,Europe and Central Asia
Turkey,1934,93,Europe and Central Asia
Turkey,1935,107,Europe and Central Asia
Turkey,1936,69,Europe and Central Asia
Turkey,1937,36,Europe and Central Asia
Turkey,1938,641,Europe and Central Asia
Turkey,1939,438,Europe and Central Asia
Turkey,1940,958,Europe and Central Asia
Turkey,1941,898,Europe and Central Asia
Turkey,1942,1871,Europe and Central Asia
Turkey,1943,12395,Europe and Central Asia
Turkey,1944,6093,Europe and Central Asia
Turkey,1945,309,Europe and Central Asia
Turkey,1946,8,Europe and Central Asia
Turkey,1947,2,Europe and Central Asia
Turkey,1948,39,Europe and Central Asia
Turkey,1949,73,Europe and Central Asia
Turkey,1950,7,Europe and Central Asia
Turkey,1951,152,Europe and Central Asia
Turkey,1952,0,Europe and Central Asia
Turkey,1953,0,Europe and Central Asia
Turkey,1954,0,Europe and Central Asia
Turkey,1955,0,Europe and Central Asia
Turkey,1956,0,Europe and Central Asia
Turkey,1957,128,Europe and Central Asia
Turkey,1958,0,Europe and Central Asia
Turkey,1959,0,Europe and Central Asia
Turkey,1960,0,Europe and Central Asia
Turkey,1961,0,Europe and Central Asia
Turkey,1962,0,Europe and Central Asia
Turkey,1963,0,Europe and Central Asia
Turkey,1964,,Europe and Central Asia
