Entity,Year,Renewable electricity (% electricity production) (World Bank (2015))
Maldives,2013,0.656023774
Maldives,2014,0.608069077
Mali,1990,74.08906883
Mali,1991,71.875
Mali,1992,75.81227437
Mali,1993,73.57859532
Mali,1994,78.62318841
Mali,1995,72.11538462
Mali,1996,63.28358209
Mali,1997,58.56777494
Mali,1998,31.95020747
Mali,1999,30.68783069
Mali,2000,30.35935564
Mali,2001,38.91891892
Mali,2002,45.15522107
Mali,2003,51.51267375
Mali,2004,51.48833467
Mali,2005,50.59008655
Mali,2006,48.76219055
Mali,2007,46.69978708
Mali,2008,44.96961512
Mali,2009,72.46085602
Mali,2010,53.79560688
Mali,2011,52.62734992
Mali,2012,57.49284404
Mali,2013,64.79330305
Mali,2014,42.87441124
Malta,1990,0
Malta,1991,0
Malta,1992,0
Malta,1993,0
Malta,1994,0
Malta,1995,0
Malta,1996,0
Malta,1997,0
Malta,1998,0
Malta,1999,0
Malta,2000,0
Malta,2001,0
Malta,2002,0
Malta,2003,0
Malta,2004,0
Malta,2005,0
Malta,2006,0
Malta,2007,0
Malta,2008,0
Malta,2009,0
Malta,2010,0.04730369
Malta,2011,0.458926113
Malta,2012,1.133391456
Malta,2013,1.554864505
Malta,2014,3.340757238
Marshall Islands,1992,0
Marshall Islands,1993,0
Marshall Islands,1994,0
Marshall Islands,1995,0
Marshall Islands,1996,0
Marshall Islands,1997,0
Marshall Islands,1998,0
Marshall Islands,1999,0
Marshall Islands,2000,0
Marshall Islands,2001,0
Marshall Islands,2002,0
Marshall Islands,2003,0
Marshall Islands,2004,0
Marshall Islands,2005,0
Marshall Islands,2006,0
Marshall Islands,2007,0
Marshall Islands,2008,0
Marshall Islands,2009,0
Marshall Islands,2010,0
Marshall Islands,2011,0
Marshall Islands,2012,0.257400257
Marshall Islands,2013,0.23923445
Marshall Islands,2014,0.234741784
Mauritania,1990,10.60220526
Mauritania,1991,10.27115859
Mauritania,1992,10.06581494
Mauritania,1993,9.878419453
Mauritania,1994,10.10830325
Mauritania,1995,8.218446303
Mauritania,1996,8.068159814
Mauritania,1997,8.085054776
Mauritania,1998,8.230368
Mauritania,1999,0
Mauritania,2000,0
Mauritania,2001,0
Mauritania,2002,0
Mauritania,2003,0
Mauritania,2004,0
Mauritania,2005,0
Mauritania,2006,0
Mauritania,2007,0
Mauritania,2008,0
Mauritania,2009,0
Mauritania,2010,0
Mauritania,2011,0
Mauritania,2012,0
Mauritania,2013,0
Mauritania,2014,0
Mauritius,1990,31.15384615
Mauritius,1991,30.1050175
Mauritius,1992,32.68817204
Mauritius,1993,27.70475228
Mauritius,1994,22.80534351
Mauritius,1995,26.84391081
Mauritius,1996,25.9230165
Mauritius,1997,24.51751251
Mauritius,1998,27.63328999
Mauritius,1999,20.75709779
Mauritius,2000,29.64004499
Mauritius,2001,28.72841444
Mauritius,2002,27.58974359
Mauritius,2003,27.23342939
Mauritius,2004,27.34411085
Mauritius,2005,25
Mauritius,2006,22.25531915
Mauritius,2007,22.39350913
Mauritius,2008,23.23034806
Mauritius,2009,23.63213038
Mauritius,2010,24.32130904
Mauritius,2011,20.21237642
Mauritius,2012,20.7007508
Mauritius,2013,20.60249307
Mauritius,2014,20.3135651
Mexico,1990,24.69331906
Mexico,1991,22.3885821
Mexico,1992,25.65555756
Mexico,1993,25.39635742
Mexico,1994,19.02182409
Mexico,1995,23.65022857
Mexico,1996,24.66469234
Mexico,1997,19.95725194
Mexico,1998,17.58655872
Mexico,1999,20.90752441
Mexico,2000,19.8040598
Mexico,2001,17.10563209
Mexico,2002,15.05583789
Mexico,2003,12.12571491
Mexico,2004,14.44842434
Mexico,2005,15.18040189
Mexico,2006,15.3171678
Mexico,2007,14.06971132
Mexico,2008,17.54302582
Mexico,2009,12.94733225
Mexico,2010,16.60285189
Mexico,2011,14.88713113
Mexico,2012,13.78633636
Mexico,2013,13.29954326
Mexico,2014,17.54351633
Micronesia (country),1992,0
Micronesia (country),1993,0
Micronesia (country),1994,0
Micronesia (country),1995,0
Micronesia (country),1996,0
Micronesia (country),1997,0
Micronesia (country),1998,0
Micronesia (country),1999,0
Micronesia (country),2000,0
Micronesia (country),2001,0
Micronesia (country),2002,0
Micronesia (country),2003,0
Micronesia (country),2004,0
Micronesia (country),2005,0
Micronesia (country),2006,0
Micronesia (country),2007,0
Micronesia (country),2008,0
Micronesia (country),2009,0
Micronesia (country),2010,0
Micronesia (country),2011,0
Micronesia (country),2012,0
Micronesia (country),2013,0
Micronesia (country),2014,0
Middle East & North Africa,1990,7.05262711
Middle East & North Africa,1991,6.786301476
Middle East & North Africa,1992,6.593235533
Middle East & North Africa,1993,6.192166432
Middle East & North Africa,1994,5.436265593
Middle East & North Africa,1995,5.190495744
Middle East & North Africa,1996,5.264097223
Middle East & North Africa,1997,4.985356933
Middle East & North Africa,1998,4.669535616
Middle East & North Africa,1999,4.240704948
Middle East & North Africa,2000,3.697777086
Middle East & North Africa,2001,3.987833883
Middle East & North Africa,2002,3.739799878
Middle East & North Africa,2003,4.235973028
Middle East & North Africa,2004,4.07996403
Middle East & North Africa,2005,5.055201323
Middle East & North Africa,2006,4.913625407
Middle East & North Africa,2007,4.793481701
Middle East & North Africa,2008,2.85276245
Middle East & North Africa,2009,2.888379069
Middle East & North Africa,2010,3.223074392
Middle East & North Africa,2011,3.195078417
Middle East & North Africa,2012,3.232658903
Middle East & North Africa,2013,3.380373703
Middle East & North Africa,2014,3.032201149
Middle income,1990,24.43843537
Middle income,1991,24.77342902
Middle income,1992,24.92590284
Middle income,1993,26.00305387
Middle income,1994,26.81938117
Middle income,1995,26.80478296
Middle income,1996,25.98787248
Middle income,1997,25.75482492
Middle income,1998,26.03839912
Middle income,1999,25.32411451
Middle income,2000,24.51251131
Middle income,2001,24.07339783
Middle income,2002,23.35315265
Middle income,2003,22.21977517
Middle income,2004,22.91966119
Middle income,2005,22.98267734
Middle income,2006,22.54476814
Middle income,2007,21.77970819
Middle income,2008,22.16000013
Middle income,2009,22.35536883
Middle income,2010,22.60232044
Middle income,2011,21.80218619
Middle income,2012,22.77364994
Middle income,2013,23.05727085
Middle income,2014,23.58218044
Moldova,1990,1.584365945
Moldova,1991,2.319245082
Moldova,1992,1.999073788
Moldova,1993,3.230808995
Moldova,1994,2.931561742
Moldova,1995,4.249180328
Moldova,1996,4.979591837
Moldova,1997,5.921562548
Moldova,1998,5.84496124
Moldova,1999,6.23655914
Moldova,2000,6.724937567
Moldova,2001,6.292772492
Moldova,2002,6.507854307
Moldova,2003,6.313850276
Moldova,2004,6.470992104
Moldova,2005,6.293823038
Moldova,2006,6.188443861
Moldova,2007,6.383338977
Moldova,2008,6.459647957
Moldova,2009,5.776056793
Moldova,2010,6.657942091
Moldova,2011,6.08365019
Moldova,2012,4.636332299
Moldova,2013,6.969494545
Moldova,2014,6.204447767
Mongolia,1990,0
Mongolia,1991,0
Mongolia,1992,0
Mongolia,1993,0
Mongolia,1994,0
Mongolia,1995,0
Mongolia,1996,0
Mongolia,1997,0
Mongolia,1998,0
Mongolia,1999,0
Mongolia,2000,0
Mongolia,2001,0
Mongolia,2002,0
Mongolia,2003,0
Mongolia,2004,0
Mongolia,2005,0
Mongolia,2006,0
Mongolia,2007,0
Mongolia,2008,0
Mongolia,2009,0
Mongolia,2010,0
Mongolia,2011,0
Mongolia,2012,0
Mongolia,2013,1.693227092
Mongolia,2014,3.162202381
Montenegro,2005,65.15363128
Montenegro,2006,59.28184282
Montenegro,2007,59.8880597
Montenegro,2008,54.42008487
Montenegro,2009,75.03623188
Montenegro,2010,68.37394331
Montenegro,2011,45.3313253
Montenegro,2012,51.93389592
Montenegro,2013,63.47275032
Montenegro,2014,55.19848771
Morocco,1990,12.67137516
Morocco,1991,13.31884845
Morocco,1992,9.918715917
Morocco,1993,4.470232089
Morocco,1994,7.323452485
Morocco,1995,5.052927555
Morocco,1996,15.60855001
Morocco,1997,15.32406386
Morocco,1998,13.70296114
Morocco,1999,6.397828616
Morocco,2000,6.079452694
Morocco,2001,7.158048651
Morocco,2002,6.852641943
Morocco,2003,10.00723851
Morocco,2004,10.20615645
Morocco,2005,6.143079316
Morocco,2006,5.945428917
Morocco,2007,6.000904659
Morocco,2008,5.967898833
Morocco,2009,13.99385197
Morocco,2010,17.43409936
Morocco,2011,10.78941054
Morocco,2012,8.629961588
Morocco,2013,14.64795845
Morocco,2014,12.38781048
Mozambique,1990,62.55506608
Mozambique,1991,68.57749469
Mozambique,1992,78.125
Mozambique,1993,87.75510204
Mozambique,1994,92.65822785
Mozambique,1995,92.89215686
Mozambique,1996,94.32773109
Mozambique,1997,97.21393035
Mozambique,1998,99.60664336
Mozambique,1999,99.68871595
Mozambique,2000,99.54620462
Mozambique,2001,99.62978544
Mozambique,2002,99.70106986
Mozambique,2003,99.66076831
Mozambique,2004,99.6073075
Mozambique,2005,99.84192699
Mozambique,2006,99.86428717
Mozambique,2007,99.91913411
Mozambique,2008,99.91406095
Mozambique,2009,99.92336261
Mozambique,2010,99.88599544
Mozambique,2011,99.88116459
Mozambique,2012,99.86153238
Mozambique,2013,97.65693186
Mozambique,2014,91.15757439
Myanmar,1990,48.14366425
Myanmar,1991,46.32050803
Myanmar,1992,50.66755674
Myanmar,1993,50.36927622
Myanmar,1994,44.9081803
Myanmar,1995,40.04932182
Myanmar,1996,41.8504436
Myanmar,1997,37.93025872
Myanmar,1998,22.92824354
Myanmar,1999,22.37551196
Myanmar,2000,36.96756546
Myanmar,2001,38.85689913
Myanmar,2002,41.65351223
Myanmar,2003,38.24884793
Myanmar,2004,42.93100374
Myanmar,2005,49.81715426
Myanmar,2006,53.9422453
Myanmar,2007,56.55571183
Myanmar,2008,61.4768952
Myanmar,2009,75.47386559
Myanmar,2010,67.67864245
Myanmar,2011,76.18565059
Myanmar,2012,72.36302646
Myanmar,2013,72.04213277
Myanmar,2014,62.36490782
Namibia,1991,95.17638589
Namibia,1992,98.20512821
Namibia,1993,82.86203942
Namibia,1994,76.88787185
Namibia,1995,96.84030743
Namibia,1996,95.63269877
Namibia,1997,95.01557632
Namibia,1998,97.35034347
Namibia,1999,96.69148056
Namibia,2000,99.21819474
Namibia,2001,100
Namibia,2002,99.58012596
Namibia,2003,99.85925405
Namibia,2004,99.12980421
Namibia,2005,99.75903614
Namibia,2006,94.14694894
Namibia,2007,97.84263959
Namibia,2008,88.74045802
Namibia,2009,94.56375839
Namibia,2010,95.55555556
Namibia,2011,98.18181818
Namibia,2012,97.80888618
Namibia,2013,95.56724267
Namibia,2014,99.13217623
Nauru,1990,0
Nauru,1991,0
Nauru,1992,0
Nauru,1993,0
Nauru,1994,0
Nauru,1995,0
Nauru,1996,0
Nauru,1997,0
Nauru,1998,0
Nauru,1999,0
Nauru,2000,0
Nauru,2001,0
Nauru,2002,0
Nauru,2003,0
Nauru,2004,0
Nauru,2005,0
Nauru,2006,0
Nauru,2007,0
Nauru,2008,0
Nauru,2009,0.469483568
Nauru,2010,0.442477876
Nauru,2011,0.432900433
Nauru,2012,0.421940928
Nauru,2013,0.411522634
Nauru,2014,0.215534446
Nepal,1990,99.88610478
Nepal,1991,96.56652361
Nepal,1992,94.69525959
Nepal,1993,93.35476956
Nepal,1994,91.98019802
Nepal,1995,96.90635452
Nepal,1996,96.72399672
Nepal,1997,90.84687767
Nepal,1998,90.48
Nepal,1999,95.46684709
Nepal,2000,98.37251356
Nepal,2001,99.03588645
Nepal,2002,99.81158738
Nepal,2003,99.82355536
Nepal,2004,99.4210091
Nepal,2005,99.36833794
Nepal,2006,99.52692868
Nepal,2007,99.67765043
Nepal,2008,99.6799431
Nepal,2009,99.58266453
Nepal,2010,99.90648379
Nepal,2011,99.94272623
Nepal,2012,99.46509009
Nepal,2013,99.71566676
Nepal,2014,99.97366342
Netherlands,1990,1.120393667
Netherlands,1991,1.256382693
Netherlands,1992,1.290615474
Netherlands,1993,1.440449701
Netherlands,1994,1.580322597
Netherlands,1995,1.730999051
Netherlands,1996,2.125891153
Netherlands,1997,2.331172058
Netherlands,1998,2.555012896
Netherlands,1999,2.890913284
Netherlands,2000,3.315817072
Netherlands,2001,3.525404909
Netherlands,2002,4.140402788
Netherlands,2003,4.092214258
Netherlands,2004,5.243345782
Netherlands,2005,7.4508862
Netherlands,2006,8.146064574
Netherlands,2007,7.21057386
Netherlands,2008,8.861759893
Netherlands,2009,9.531097448
Netherlands,2010,9.387943322
Netherlands,2011,10.81228118
Netherlands,2012,12.11446495
Netherlands,2013,11.97511205
Netherlands,2014,11.32104663
New Caledonia,1990,40.19180471
New Caledonia,1991,29.31623932
New Caledonia,1992,24.74977252
New Caledonia,1993,18.8976378
New Caledonia,1994,20.7957958
New Caledonia,1995,16.18374558
New Caledonia,1996,26.53198653
New Caledonia,1997,23.88451444
New Caledonia,1998,24.95285984
New Caledonia,1999,29.13580247
New Caledonia,2000,27.29483283
New Caledonia,2001,21.63100058
New Caledonia,2002,18.75357347
New Caledonia,2003,18.65756542
New Caledonia,2004,20.08343266
New Caledonia,2005,18.95910781
New Caledonia,2006,16.88034188
New Caledonia,2007,22.17030114
New Caledonia,2008,26.40646602
New Caledonia,2009,22.60104906
New Caledonia,2010,15.01302114
New Caledonia,2011,18.71026941
New Caledonia,2012,20.1582237
New Caledonia,2013,20.43930783
New Caledonia,2014,13.35092912
New Zealand,1990,80.00619867
New Zealand,1991,77.18945219
New Zealand,1992,72.58770596
New Zealand,1993,77.02407002
New Zealand,1994,82.05216493
New Zealand,1995,83.85280905
New Zealand,1996,79.06396512
New Zealand,1997,70.09350831
New Zealand,1998,75.6460704
New Zealand,1999,69.52428802
New Zealand,2000,71.50100645
New Zealand,2001,63.55503892
New Zealand,2002,69.47746683
New Zealand,2003,65.9955367
New Zealand,2004,71.85742854
New Zealand,2005,64.23617576
New Zealand,2006,64.47869364
New Zealand,2007,65.5717845
New Zealand,2008,64.24106939
New Zealand,2009,71.70736198
New Zealand,2010,73.16382922
New Zealand,2011,76.03958169
New Zealand,2012,71.86398554
New Zealand,2013,74.26094996
New Zealand,2014,79.11739719
Nicaragua,1990,61.35895676
Nicaragua,1991,60.2521566
Nicaragua,1992,50.9456986
Nicaragua,1993,57.00288184
Nicaragua,1994,48.45360825
Nicaragua,1995,45.44474394
Nicaragua,1996,43.5022579
Nicaragua,1997,41.7603912
Nicaragua,1998,27.84642542
Nicaragua,1999,27.37765466
Nicaragua,2000,21.395151
Nicaragua,2001,19.8015873
Nicaragua,2002,24.58015267
Nicaragua,2003,27.05627706
Nicaragua,2004,27.72073922
Nicaragua,2005,34.61160275
Nicaragua,2006,30.05743459
Nicaragua,2007,28.99002494
Nicaragua,2008,35.52514133
Nicaragua,2009,30.90066609
Nicaragua,2010,37.00464608
Nicaragua,2011,33.9958159
Nicaragua,2012,42.81815927
Nicaragua,2013,52.34206101
Nicaragua,2014,53.89288929
Niger,2000,0
Niger,2001,0
Niger,2002,0
Niger,2003,0
Niger,2004,0
Niger,2005,0.516795866
Niger,2006,0.519480519
Niger,2007,0.531914894
Niger,2008,0.748129676
Niger,2009,0.674157303
Niger,2010,0.606060606
Niger,2011,0
Niger,2012,0
Niger,2013,0.58910162
Niger,2014,0.579710145
Nigeria,1990,32.58560499
Nigeria,1991,41.8648973
Nigeria,1992,40.84535526
Nigeria,1993,38.41433988
Nigeria,1994,35.81224647
Nigeria,1995,34.68499716
Nigeria,1996,33.86074001
Nigeria,1997,34.70248806
Nigeria,1998,38.21719277
Nigeria,1999,38.21244328
Nigeria,2000,38.21552251
Nigeria,2001,38.21627215
Nigeria,2002,38.21768392
Nigeria,2003,36.90051526
Nigeria,2004,33.40061792
Nigeria,2005,33.00055227
Nigeria,2006,27.10082215
Nigeria,2007,27.09983462
Nigeria,2008,27.10090005
Nigeria,2009,22.90033878
Nigeria,2010,24.40182229
Nigeria,2011,21.76148554
Nigeria,2012,19.71364871
Nigeria,2013,18.43991275
Nigeria,2014,17.59131293
North America,1990,18.1782759
North America,1991,17.59866988
North America,1992,17.0180195
North America,1993,17.43083543
North America,1994,16.76851221
North America,1995,17.62531258
North America,1996,18.56748104
North America,1997,17.9159749
North America,1998,16.14106176
North America,1999,15.84340733
North America,2000,15.05492992
North America,2001,13.60714039
North America,2002,15.30073996
North America,2003,15.23761237
North America,2004,14.92196035
North America,2005,15.04005168
North America,2006,15.48607542
North America,2007,14.90521252
North America,2008,15.61987175
North America,2009,16.94770068
North America,2010,16.29525141
North America,2011,18.58172201
North America,2012,18.54986537
North America,2013,19.36256674
North America,2014,19.52441529
North Korea,1990,56.31768953
North Korea,1991,57.03422053
North Korea,1992,57.48987854
North Korea,1993,60.18099548
North Korea,1994,59.74025974
North Korea,1995,61.73913043
North Korea,1996,58.68544601
North Korea,1997,55.44041451
North Korea,1998,60
North Korea,1999,55.37634409
North Korea,2000,52.57731959
North Korea,2001,52.47524752
North Korea,2002,53.70145631
North Korea,2003,55.81483951
North Korea,2004,56.88799891
North Korea,2005,57.31494413
North Korea,2006,56.25139291
North Korea,2007,61.70143567
North Korea,2008,60.62486533
North Korea,2009,59.16599612
North Korea,2010,61.85376662
North Korea,2011,68.65702694
North Korea,2012,70.18091079
North Korea,2013,75.82369627
North Korea,2014,72.58920096
Northern Mariana Islands,1992,0
Northern Mariana Islands,1993,0
Northern Mariana Islands,1994,0
Northern Mariana Islands,1995,0
Northern Mariana Islands,1996,0
Northern Mariana Islands,1997,0
Northern Mariana Islands,1998,0
Northern Mariana Islands,1999,0
Northern Mariana Islands,2000,0
Northern Mariana Islands,2001,0
Northern Mariana Islands,2002,0
Northern Mariana Islands,2003,0
Northern Mariana Islands,2004,0
Northern Mariana Islands,2005,0
Northern Mariana Islands,2006,0
Northern Mariana Islands,2007,0
Northern Mariana Islands,2008,0
Northern Mariana Islands,2009,0
Northern Mariana Islands,2010,0
Northern Mariana Islands,2011,0
Northern Mariana Islands,2012,0
Northern Mariana Islands,2013,0
Northern Mariana Islands,2014,0
Norway,1990,99.79195961
Norway,1991,99.80101842
Norway,1992,99.81726894
Norway,1993,99.80370537
Norway,1994,99.64299387
Norway,1995,99.66214558
Norway,1996,99.49951288
Norway,1997,99.57735262
Norway,1998,99.61608163
Norway,1999,99.5608691
Norway,2000,99.71510971
Norway,2001,99.52030463
Norway,2002,99.5830774
Norway,2003,99.39907565
Norway,2004,99.35063166
Norway,2005,99.4717476
Norway,2006,99.31613074
Norway,2007,99.13453626
Norway,2008,99.40296182
Norway,2009,96.57044259
Norway,2010,95.7326474
Norway,2011,96.49442114
Norway,2012,97.95491121
Norway,2013,97.70666267
Norway,2014,97.68760815
Oman,1990,0
Oman,1991,0
Oman,1992,0
Oman,1993,0
Oman,1994,0
Oman,1995,0
Oman,1996,0
Oman,1997,0
Oman,1998,0
Oman,1999,0
Oman,2000,0
Oman,2001,0
Oman,2002,0
Oman,2003,0
Oman,2004,0
Oman,2005,0
Oman,2006,0
Oman,2007,0
Oman,2008,0
Oman,2009,0
Oman,2010,0
Oman,2011,0
Oman,2012,0
Oman,2013,0
Oman,2014,0
Pakistan,1990,44.92607438
Pakistan,1991,44.55886649
Pakistan,1992,43.25343167
Pakistan,1993,38.37617976
Pakistan,1994,42.68135562
Pakistan,1995,40.74301666
Pakistan,1996,35.27780127
Pakistan,1997,35.49191537
Pakistan,1998,34.31099835
Pakistan,1999,29.32198237
Pakistan,2000,25.24223384
Pakistan,2001,26.15076626
Pakistan,2002,29.52419951
Pakistan,2003,33.33415811
Pakistan,2004,29.97932943
Pakistan,2005,32.96200963
Pakistan,2006,32.53438954
Pakistan,2007,30.00909462
Pakistan,2008,30.32658051
Pakistan,2009,29.46086811
Pakistan,2010,33.70380573
Pakistan,2011,29.98948365
Pakistan,2012,31.06059818
Pakistan,2013,31.00618779
Pakistan,2014,30.22173686
Palau,1992,0
Palau,1993,0
Palau,1994,0
Palau,1995,0
Palau,1996,0
Palau,1997,0
Palau,1998,0
Palau,1999,0
Palau,2000,0
Palau,2001,0
Palau,2002,0
Palau,2003,0
Palau,2004,0
Palau,2005,0
Palau,2006,0
Palau,2007,0
Palau,2008,0
Palau,2009,0
Palau,2010,0
Palau,2011,0
Palau,2012,0
Palau,2013,0
Palau,2014,0
Palestine,1990,0
Palestine,1991,0
Palestine,1992,0
Palestine,1993,0
Palestine,1994,0
Palestine,1995,0
Palestine,1996,0
Palestine,1997,0
Palestine,1998,0
Palestine,1999,0
Palestine,2000,0
Palestine,2001,0
Palestine,2002,0
Palestine,2003,0
Palestine,2004,0
Palestine,2005,0
Palestine,2006,0
Palestine,2007,0
Palestine,2008,0
Palestine,2009,0
Palestine,2010,0
Palestine,2011,0
Palestine,2012,0
Palestine,2013,0
Palestine,2014,0
Panama,1990,85.26869598
Panama,1991,74.40860215
Panama,1992,66.72407854
Panama,1993,74.26120114
Panama,1994,71.97262719
Panama,1995,69.13895993
Panama,1996,79.00104603
Panama,1997,72.17970871
Panama,1998,51.61059413
Panama,1999,68.86462882
Panama,2000,70.43175772
Panama,2001,49.21935988
Panama,2002,64.59474778
Panama,2003,51.00430416
Panama,2004,66.01284499
Panama,2005,64.3041016
Panama,2006,60.17699115
Panama,2007,57.69826518
Panama,2008,62.07003891
Panama,2009,56.68835864
Panama,2010,57.1041582
Panama,2011,52.68473536
Panama,2012,62.93153551
Panama,2013,57.92587631
Panama,2014,55.79842791
Papua New Guinea,1990,25.69832402
Papua New Guinea,1991,25.69832402
Papua New Guinea,1992,25.69832402
Papua New Guinea,1993,25.69832402
Papua New Guinea,1994,62.42236025
Papua New Guinea,1995,55.33672173
Papua New Guinea,1996,53.61000569
Papua New Guinea,1997,43.69230769
Papua New Guinea,1998,39.9724011
Papua New Guinea,1999,55.05861919
Papua New Guinea,2000,47.07121787
Papua New Guinea,2001,34.64830666
Papua New Guinea,2002,32.27036395
Papua New Guinea,2003,29.23222152
Papua New Guinea,2004,24.36801881
Papua New Guinea,2005,32.72251309
Papua New Guinea,2006,39.33691756
Papua New Guinea,2007,51.12277632
Papua New Guinea,2008,50.56980057
Papua New Guinea,2009,51.2908778
Papua New Guinea,2010,49.60066097
Papua New Guinea,2011,49.45444626
Papua New Guinea,2012,48.53878852
Papua New Guinea,2013,44.11129767
Papua New Guinea,2014,44.11129767
Paraguay,1990,99.97425051
Paraguay,1991,99.96252257
Paraguay,1992,99.95947091
Paraguay,1993,99.95546507
Paraguay,1994,99.98077821
Paraguay,1995,99.7182565
Paraguay,1996,99.96653877
Paraguay,1997,99.9783737
Paraguay,1998,99.97838178
Paraguay,1999,99.97113719
Paraguay,2000,100
Paraguay,2001,100
Paraguay,2002,100
Paraguay,2003,100
Paraguay,2004,100
Paraguay,2005,100
Paraguay,2006,100
Paraguay,2007,100
Paraguay,2008,100
Paraguay,2009,100
Paraguay,2010,99.99815041
Paraguay,2011,99.99826464
Paraguay,2012,99.99501951
Paraguay,2013,99.99503155
Paraguay,2014,99.98914656
Peru,1990,76.80330243
Peru,1991,80.27206187
Peru,1992,74.8513946
Peru,1993,80.41599136
Peru,1994,81.09164251
Peru,1995,80.29608523
Peru,1996,77.92959704
Peru,1997,74.42469494
Peru,1998,74.99327052
Peru,1999,77.06932773
Peru,2000,81.98754645
Peru,2001,85.52314949
Peru,2002,82.91406996
Peru,2003,81.70912581
Peru,2004,72.88806432
Peru,2005,72.26950076
Peru,2006,73.29483149
Peru,2007,66.7100999
Peru,2008,60.13259328
Peru,2009,60.59096845
Peru,2010,57.7208136
Peru,2011,56.76006425
Peru,2012,55.23315543
Peru,2013,53.88025584
Peru,2014,52.19320403
Philippines,1990,45.42484901
Philippines,1991,42.50847986
Philippines,1992,39.1959799
Philippines,1993,40.24605892
Philippines,1994,39.97899642
Philippines,1995,36.84383007
Philippines,1996,36.93195742
Philippines,1997,33.43468101
Philippines,1998,33.62355092
Philippines,1999,44.49217996
Philippines,2000,42.89026275
Philippines,2001,37.2922423
Philippines,2002,35.64280851
Philippines,2003,33.41896487
Philippines,2004,33.73125793
Philippines,2005,32.3651599
Philippines,2006,36.02838878
Philippines,2007,31.59987251
Philippines,2008,33.9159172
Philippines,2009,32.58506807
Philippines,2010,26.29830829
Philippines,2011,28.65589222
Philippines,2012,28.44448101
Philippines,2013,26.40368825
Philippines,2014,25.59731822
Poland,1990,1.095115872
Poland,1991,1.136158158
Poland,1992,1.238072647
Poland,1993,1.175452841
Poland,1994,1.338394826
Poland,1995,1.426569957
Poland,1996,1.461818491
Poland,1997,1.512754107
Poland,1998,1.799376292
Poland,1999,1.679988
Poland,2000,1.62878735
Poland,2001,1.936390646
Poland,2002,1.941768012
Poland,2003,1.499910005
Poland,2004,2.102261554
Poland,2005,2.476200285
Poland,2006,2.669129905
Poland,2007,3.420235448
Poland,2008,4.271217116
Poland,2009,5.742418327
Poland,2010,6.931102751
Poland,2011,8.053678932
Poland,2012,10.43775624
Poland,2013,10.40531148
Poland,2014,12.51861105
Portugal,1990,34.74519485
Portugal,1991,33.148391
Portugal,1992,18.6716116
Portugal,1993,30.49311446
Portugal,1994,37.15297722
Portugal,1995,28.32237437
Portugal,1996,45.87363834
Portugal,1997,41.68961275
Portugal,1998,36.37087863
Portugal,1999,20.1434493
Portugal,2000,29.66891082
Portugal,2001,34.09504419
Portugal,2002,21.32092004
Portugal,2003,38.05378216
Portugal,2004,27.47005153
Portugal,2005,17.88343293
Portugal,2006,32.36577734
Portugal,2007,34.58290686
Portugal,2008,32.19194652
Portugal,2009,36.96495695
Portugal,2010,52.80773314
Portugal,2011,46.47510022
Portugal,2012,42.50043883
Portugal,2013,58.31915146
Portugal,2014,60.740199
Puerto Rico,1990,1.74694285
Puerto Rico,1991,1.787805931
Puerto Rico,1992,1.774622893
Puerto Rico,1993,0.797292647
Puerto Rico,1994,0.254340374
Puerto Rico,1995,0.53341868
Puerto Rico,1996,0.737062206
Puerto Rico,1997,0.464883779
Puerto Rico,1998,0.515570221
Puerto Rico,1999,0.724867485
Puerto Rico,2000,0.733473916
Puerto Rico,2001,0.941619586
Puerto Rico,2002,0.949257853
Puerto Rico,2003,1.086184568
Puerto Rico,2004,0.571783717
Puerto Rico,2005,0.552840317
Puerto Rico,2006,0.569206718
Puerto Rico,2007,0.665692483
Puerto Rico,2008,0.674828049
Puerto Rico,2009,0.729393033
Puerto Rico,2010,0.565171318
Puerto Rico,2011,0.664225988
Puerto Rico,2012,0.562609729
Puerto Rico,2013,1.078508026
Puerto Rico,2014,1.630638745
Qatar,1990,0
Qatar,1991,0
Qatar,1992,0
Qatar,1993,0
Qatar,1994,0
Qatar,1995,0
Qatar,1996,0
Qatar,1997,0
Qatar,1998,0
Qatar,1999,0
Qatar,2000,0
Qatar,2001,0
Qatar,2002,0
Qatar,2003,0
Qatar,2004,0
Qatar,2005,0
Qatar,2006,0
Qatar,2007,0
Qatar,2008,0
Qatar,2009,0
Qatar,2010,0
Qatar,2011,0
Qatar,2012,0
Qatar,2013,0
Qatar,2014,0
Romania,1990,17.74401717
Romania,1991,25.68174216
Romania,1992,21.59239782
Romania,1993,23.01716057
Romania,1994,23.66149158
Romania,1995,28.16623359
Romania,1996,25.6805216
Romania,1997,30.65724085
Romania,1998,35.31105129
Romania,1999,36.06783672
Romania,2000,28.45534717
Romania,2001,27.70393198
Romania,2002,29.32127524
Romania,2003,24.05150526
Romania,2004,29.23414574
Romania,2005,34.02117382
Romania,2006,29.28369778
Romania,2007,25.94976732
Romania,2008,26.51641111
Romania,2009,26.93579952
Romania,2010,33.48785034
Romania,2011,26.31494056
Romania,2012,25.39558308
Romania,2013,34.42155255
Romania,2014,41.6060857
Russia,1990,15.33814104
Russia,1991,15.69414031
Russia,1992,17.0465566
Russia,1993,18.14990447
Russia,1994,20.00717812
Russia,1995,20.42662271
Russia,1996,18.12705781
Russia,1997,18.80051466
Russia,1998,19.19112939
