Entity,Year,UN Population Division (Median Age) (2015)
Kyrgyzstan,1990,21.59
Kyrgyzstan,1995,21.46
Kyrgyzstan,2000,22.47
Kyrgyzstan,2005,23.8
Kyrgyzstan,2010,23.99
Kyrgyzstan,2015,25.13
Kyrgyzstan,2020,26.18
Kyrgyzstan,2025,27
Kyrgyzstan,2030,27.45
Kyrgyzstan,2035,27.99
Kyrgyzstan,2040,29.06
Kyrgyzstan,2045,30.71
Kyrgyzstan,2050,32.09
Kyrgyzstan,2055,33.29
Kyrgyzstan,2060,34.32
Kyrgyzstan,2065,35.14
Kyrgyzstan,2070,35.97
Kyrgyzstan,2075,36.9
Kyrgyzstan,2080,37.93
Kyrgyzstan,2085,39.04
Kyrgyzstan,2090,40.16
Kyrgyzstan,2095,41.11
Kyrgyzstan,2100,41.83
Laos,1950,19.78
Laos,1955,19.4
Laos,1960,19.05
Laos,1965,18.8
Laos,1970,18.71
Laos,1975,18.66
Laos,1980,17.69
Laos,1985,17.6
Laos,1990,17.67
Laos,1995,17.67
Laos,2000,18.07
Laos,2005,18.97
Laos,2010,20.25
Laos,2015,21.87
Laos,2020,23.41
Laos,2025,24.93
Laos,2030,26.4
Laos,2035,28.06
Laos,2040,29.82
Laos,2045,31.72
Laos,2050,33.66
Laos,2055,35.64
Laos,2060,37.54
Laos,2065,39.32
Laos,2070,40.9
Laos,2075,42.29
Laos,2080,43.54
Laos,2085,44.69
Laos,2090,45.74
Laos,2095,46.65
Laos,2100,47.39
Latin America and the Caribbean,1950,19.89
Latin America and the Caribbean,1955,19.43
Latin America and the Caribbean,1960,18.93
Latin America and the Caribbean,1965,18.5
Latin America and the Caribbean,1970,18.57
Latin America and the Caribbean,1975,19.06
Latin America and the Caribbean,1980,19.7
Latin America and the Caribbean,1985,20.64
Latin America and the Caribbean,1990,21.74
Latin America and the Caribbean,1995,22.96
Latin America and the Caribbean,2000,24.26
Latin America and the Caribbean,2005,25.74
Latin America and the Caribbean,2010,27.46
Latin America and the Caribbean,2015,29.18
Latin America and the Caribbean,2020,30.95
Latin America and the Caribbean,2025,32.73
Latin America and the Caribbean,2030,34.49
Latin America and the Caribbean,2035,36.29
Latin America and the Caribbean,2040,38.03
Latin America and the Caribbean,2045,39.69
Latin America and the Caribbean,2050,41.15
Latin America and the Caribbean,2055,42.52
Latin America and the Caribbean,2060,43.78
Latin America and the Caribbean,2065,44.93
Latin America and the Caribbean,2070,45.92
Latin America and the Caribbean,2075,46.75
Latin America and the Caribbean,2080,47.43
Latin America and the Caribbean,2085,47.98
Latin America and the Caribbean,2090,48.44
Latin America and the Caribbean,2095,48.81
Latin America and the Caribbean,2100,49.12
Latvia,1950,30.5
Latvia,1955,30.57
Latvia,1960,32.25
Latvia,1965,33.18
Latvia,1970,34.2
Latvia,1975,34.88
Latvia,1980,34.95
Latvia,1985,34.73
Latvia,1990,34.6
Latvia,1995,36.26
Latvia,2000,37.92
Latvia,2005,39.91
Latvia,2010,41.25
Latvia,2015,42.88
Latvia,2020,43.44
Latvia,2025,43.89
Latvia,2030,44.72
Latvia,2035,46.05
Latvia,2040,46.95
Latvia,2045,46.27
Latvia,2050,45.31
Latvia,2055,45.47
Latvia,2060,45.36
Latvia,2065,45.53
Latvia,2070,45.65
Latvia,2075,45.43
Latvia,2080,44.99
Latvia,2085,44.86
Latvia,2090,45.1
Latvia,2095,45.49
Latvia,2100,45.83
Least developed countries,1950,19.33
Least developed countries,1955,19.07
Least developed countries,1960,18.7
Least developed countries,1965,18.27
Least developed countries,1970,17.87
Least developed countries,1975,17.68
Least developed countries,1980,17.51
Least developed countries,1985,17.42
Least developed countries,1990,17.52
Least developed countries,1995,17.83
Least developed countries,2000,18.17
Least developed countries,2005,18.61
Least developed countries,2010,19.06
Least developed countries,2015,19.69
Least developed countries,2020,20.48
Least developed countries,2025,21.39
Least developed countries,2030,22.3
Least developed countries,2035,23.22
Least developed countries,2040,24.13
Least developed countries,2045,25.07
Least developed countries,2050,26.08
Least developed countries,2055,27.09
Least developed countries,2060,28.08
Least developed countries,2065,29.05
Least developed countries,2070,30.02
Least developed countries,2075,31.02
Least developed countries,2080,31.98
Least developed countries,2085,32.93
Least developed countries,2090,33.86
Least developed countries,2095,34.78
Least developed countries,2100,35.7
Lebanon,1950,23.18
Lebanon,1955,22.03
Lebanon,1960,20.38
Lebanon,1965,18.72
Lebanon,1970,18.69
Lebanon,1975,19.51
Lebanon,1980,19.94
Lebanon,1985,21.53
Lebanon,1990,23.16
Lebanon,1995,24.46
Lebanon,2000,26.31
Lebanon,2005,26.52
Lebanon,2010,28.51
Lebanon,2015,28.51
Lebanon,2020,31.21
Lebanon,2025,34.65
Lebanon,2030,37.59
Lebanon,2035,40.15
Lebanon,2040,42.62
Lebanon,2045,45.03
Lebanon,2050,46.79
Lebanon,2055,47.85
Lebanon,2060,48.39
Lebanon,2065,49.11
Lebanon,2070,49.88
Lebanon,2075,50.88
Lebanon,2080,51.64
Lebanon,2085,51.94
Lebanon,2090,51.71
Lebanon,2095,51.28
Lebanon,2100,51.21
Lesotho,1950,19.78
Lesotho,1955,19.06
Lesotho,1960,18.34
Lesotho,1965,17.96
Lesotho,1970,17.78
Lesotho,1975,17.55
Lesotho,1980,17.6
Lesotho,1985,17.5
Lesotho,1990,17.73
Lesotho,1995,18.47
Lesotho,2000,18.72
Lesotho,2005,19.29
Lesotho,2010,20.1
Lesotho,2015,20.99
Lesotho,2020,21.79
Lesotho,2025,22.47
Lesotho,2030,23.14
Lesotho,2035,24
Lesotho,2040,25.17
Lesotho,2045,26.56
Lesotho,2050,27.98
Lesotho,2055,29.37
Lesotho,2060,30.67
Lesotho,2065,31.93
Lesotho,2070,33.15
Lesotho,2075,34.34
Lesotho,2080,35.52
Lesotho,2085,36.66
Lesotho,2090,37.75
Lesotho,2095,38.75
Lesotho,2100,39.66
Less developed regions,1950,21.37
Less developed regions,1955,20.62
Less developed regions,1960,19.97
Less developed regions,1965,19.13
Less developed regions,1970,18.81
Less developed regions,1975,19.22
Less developed regions,1980,19.88
Less developed regions,1985,20.77
Less developed regions,1990,21.69
Less developed regions,1995,22.81
Less developed regions,2000,24.04
Less developed regions,2005,25.14
Less developed regions,2010,26.45
Less developed regions,2015,27.76
Less developed regions,2020,29.09
Less developed regions,2025,30.3
Less developed regions,2030,31.34
Less developed regions,2035,32.29
Less developed regions,2040,33.17
Less developed regions,2045,34.04
Less developed regions,2050,34.93
Less developed regions,2055,35.77
Less developed regions,2060,36.5
Less developed regions,2065,37.13
Less developed regions,2070,37.71
Less developed regions,2075,38.27
Less developed regions,2080,38.83
Less developed regions,2085,39.4
Less developed regions,2090,39.97
Less developed regions,2095,40.55
Less developed regions,2100,41.1
"Less developed regions, excluding China",1950,20.37
"Less developed regions, excluding China",1955,20.01
"Less developed regions, excluding China",1960,19.56
"Less developed regions, excluding China",1965,18.91
"Less developed regions, excluding China",1970,18.63
"Less developed regions, excluding China",1975,18.84
"Less developed regions, excluding China",1980,19.22
"Less developed regions, excluding China",1985,19.65
"Less developed regions, excluding China",1990,20.2
"Less developed regions, excluding China",1995,21.01
"Less developed regions, excluding China",2000,21.95
"Less developed regions, excluding China",2005,22.96
"Less developed regions, excluding China",2010,24.12
"Less developed regions, excluding China",2015,25.21
"Less developed regions, excluding China",2020,26.32
"Less developed regions, excluding China",2025,27.42
"Less developed regions, excluding China",2030,28.49
"Less developed regions, excluding China",2035,29.53
"Less developed regions, excluding China",2040,30.57
"Less developed regions, excluding China",2045,31.62
"Less developed regions, excluding China",2050,32.62
"Less developed regions, excluding China",2055,33.56
"Less developed regions, excluding China",2060,34.42
"Less developed regions, excluding China",2065,35.23
"Less developed regions, excluding China",2070,36
"Less developed regions, excluding China",2075,36.73
"Less developed regions, excluding China",2080,37.44
"Less developed regions, excluding China",2085,38.14
"Less developed regions, excluding China",2090,38.81
"Less developed regions, excluding China",2095,39.46
"Less developed regions, excluding China",2100,40.09
"Less developed regions, excluding least developed countries",1950,21.65
"Less developed regions, excluding least developed countries",1955,20.84
"Less developed regions, excluding least developed countries",1960,20.17
"Less developed regions, excluding least developed countries",1965,19.24
"Less developed regions, excluding least developed countries",1970,18.92
"Less developed regions, excluding least developed countries",1975,19.41
"Less developed regions, excluding least developed countries",1980,20.22
"Less developed regions, excluding least developed countries",1985,21.26
"Less developed regions, excluding least developed countries",1990,22.27
"Less developed regions, excluding least developed countries",1995,23.57
"Less developed regions, excluding least developed countries",2000,25.05
"Less developed regions, excluding least developed countries",2005,26.42
"Less developed regions, excluding least developed countries",2010,27.86
"Less developed regions, excluding least developed countries",2015,29.28
"Less developed regions, excluding least developed countries",2020,30.92
"Less developed regions, excluding least developed countries",2025,32.44
"Less developed regions, excluding least developed countries",2030,33.8
"Less developed regions, excluding least developed countries",2035,34.91
"Less developed regions, excluding least developed countries",2040,35.91
"Less developed regions, excluding least developed countries",2045,36.87
"Less developed regions, excluding least developed countries",2050,37.84
"Less developed regions, excluding least developed countries",2055,38.79
"Less developed regions, excluding least developed countries",2060,39.66
"Less developed regions, excluding least developed countries",2065,40.36
"Less developed regions, excluding least developed countries",2070,40.93
"Less developed regions, excluding least developed countries",2075,41.43
"Less developed regions, excluding least developed countries",2080,41.92
"Less developed regions, excluding least developed countries",2085,42.41
"Less developed regions, excluding least developed countries",2090,42.92
"Less developed regions, excluding least developed countries",2095,43.43
"Less developed regions, excluding least developed countries",2100,43.9
Liberia,1950,19.07
Liberia,1955,19.04
Liberia,1960,19.02
Liberia,1965,18.82
Liberia,1970,18.26
Liberia,1975,17.84
Liberia,1980,17.52
Liberia,1985,17.27
Liberia,1990,17.36
Liberia,1995,17.76
Liberia,2000,18.1
Liberia,2005,18.18
Liberia,2010,18.3
Liberia,2015,18.63
Liberia,2020,19.27
Liberia,2025,20.12
Liberia,2030,21.07
Liberia,2035,21.95
Liberia,2040,22.83
Liberia,2045,23.75
Liberia,2050,24.7
Liberia,2055,25.74
Liberia,2060,26.8
Liberia,2065,27.85
Liberia,2070,28.9
Liberia,2075,29.94
Liberia,2080,31
Liberia,2085,32.04
Liberia,2090,33.07
Liberia,2095,34.09
Liberia,2100,35.11
Libya,1950,20.95
Libya,1955,19.82
Libya,1960,19.34
Libya,1965,18.51
Libya,1970,17.06
Libya,1975,16.12
Libya,1980,16.1
Libya,1985,17.37
Libya,1990,18.51
Libya,1995,20.37
Libya,2000,22.54
Libya,2005,24.46
Libya,2010,26.07
Libya,2015,27.5
Libya,2020,28.95
Libya,2025,30.27
Libya,2030,31.8
Libya,2035,33.39
Libya,2040,34.97
Libya,2045,36.75
Libya,2050,38.4
Libya,2055,39.97
Libya,2060,41.21
Libya,2065,42.21
Libya,2070,42.97
Libya,2075,43.57
Libya,2080,44.18
Libya,2085,44.89
Libya,2090,45.64
Libya,2095,46.26
Libya,2100,46.68
Lithuania,1950,27.78
Lithuania,1955,28.01
Lithuania,1960,28.52
Lithuania,1965,29.66
Lithuania,1970,30.78
Lithuania,1975,31.47
Lithuania,1980,31.95
Lithuania,1985,32.11
Lithuania,1990,32.66
Lithuania,1995,34.01
Lithuania,2000,36.02
Lithuania,2005,38.45
Lithuania,2010,40.57
Lithuania,2015,43.13
Lithuania,2020,43.41
Lithuania,2025,43.14
Lithuania,2030,43.25
Lithuania,2035,44.08
Lithuania,2040,45.24
Lithuania,2045,45.29
Lithuania,2050,44.33
Lithuania,2055,43.68
Lithuania,2060,43.75
Lithuania,2065,43.97
Lithuania,2070,44.39
Lithuania,2075,44.56
Lithuania,2080,44.3
Lithuania,2085,44.04
Lithuania,2090,44.13
Lithuania,2095,44.51
Lithuania,2100,45
Low-income countries,1950,18.89
Low-income countries,1955,18.75
Low-income countries,1960,18.57
Low-income countries,1965,18.36
Low-income countries,1970,18.02
Low-income countries,1975,17.77
Low-income countries,1980,17.78
Low-income countries,1985,17.59
Low-income countries,1990,17.49
Low-income countries,1995,17.51
Low-income countries,2000,17.49
Low-income countries,2005,17.68
Low-income countries,2010,17.96
Low-income countries,2015,18.46
Low-income countries,2020,19.09
Low-income countries,2025,19.82
Low-income countries,2030,20.7
Low-income countries,2035,21.63
Low-income countries,2040,22.58
Low-income countries,2045,23.56
Low-income countries,2050,24.56
Low-income countries,2055,25.62
Low-income countries,2060,26.73
Low-income countries,2065,27.82
Low-income countries,2070,28.9
Low-income countries,2075,29.97
Low-income countries,2080,31.07
Low-income countries,2085,32.14
Low-income countries,2090,33.18
Low-income countries,2095,34.2
Low-income countries,2100,35.21
Lower-middle-income countries,1950,21.12
Lower-middle-income countries,1955,20.81
Lower-middle-income countries,1960,20.33
Lower-middle-income countries,1965,19.59
Lower-middle-income countries,1970,19.18
Lower-middle-income countries,1975,19.33
Lower-middle-income countries,1980,19.6
Lower-middle-income countries,1985,19.92
Lower-middle-income countries,1990,20.39
Lower-middle-income countries,1995,21.09
Lower-middle-income countries,2000,22.01
Lower-middle-income countries,2005,23
Lower-middle-income countries,2010,24.16
Lower-middle-income countries,2015,25.29
Lower-middle-income countries,2020,26.48
Lower-middle-income countries,2025,27.66
Lower-middle-income countries,2030,28.83
Lower-middle-income countries,2035,29.97
Lower-middle-income countries,2040,31.14
Lower-middle-income countries,2045,32.28
Lower-middle-income countries,2050,33.38
Lower-middle-income countries,2055,34.43
Lower-middle-income countries,2060,35.41
Lower-middle-income countries,2065,36.31
Lower-middle-income countries,2070,37.15
Lower-middle-income countries,2075,37.93
Lower-middle-income countries,2080,38.68
Lower-middle-income countries,2085,39.39
Lower-middle-income countries,2090,40.07
Lower-middle-income countries,2095,40.72
Lower-middle-income countries,2100,41.31
Luxembourg,1950,35
Luxembourg,1955,35.66
Luxembourg,1960,35.15
Luxembourg,1965,35.26
Luxembourg,1970,35.37
Luxembourg,1975,35.01
Luxembourg,1980,34.97
Luxembourg,1985,35.84
Luxembourg,1990,36.41
Luxembourg,1995,36.7
Luxembourg,2000,37.29
Luxembourg,2005,38.52
Luxembourg,2010,38.91
Luxembourg,2015,39.25
Luxembourg,2020,39.62
Luxembourg,2025,40.29
Luxembourg,2030,41.01
Luxembourg,2035,41.63
Luxembourg,2040,42.2
Luxembourg,2045,42.61
Luxembourg,2050,42.73
Luxembourg,2055,42.75
Luxembourg,2060,42.91
Luxembourg,2065,43.22
Luxembourg,2070,43.57
Luxembourg,2075,43.96
Luxembourg,2080,44.34
Luxembourg,2085,44.69
Luxembourg,2090,45.07
Luxembourg,2095,45.53
Luxembourg,2100,46.06
Macao,1950,26.5
Macao,1955,27
Macao,1960,25.31
Macao,1965,19.51
Macao,1970,19.16
Macao,1975,22.47
Macao,1980,25.5
Macao,1985,26.9
Macao,1990,28.88
Macao,1995,30.99
Macao,2000,33.08
Macao,2005,35.09
Macao,2010,36.54
Macao,2015,37.87
Macao,2020,39.42
Macao,2025,41.54
Macao,2030,43.66
Macao,2035,45.75
Macao,2040,47.22
Macao,2045,47.81
Macao,2050,47.03
Macao,2055,45.75
Macao,2060,45.61
Macao,2065,45.85
Macao,2070,46.12
Macao,2075,46.18
Macao,2080,45.94
Macao,2085,45.59
Macao,2090,45.51
Macao,2095,45.82
Macao,2100,46.39
Macedonia,1950,21.84
Macedonia,1955,21.63
Macedonia,1960,21.51
Macedonia,1965,21.66
Macedonia,1970,22.51
Macedonia,1975,24
Macedonia,1980,25.9
Macedonia,1985,27.58
Macedonia,1990,29.21
Macedonia,1995,30.43
Macedonia,2000,32.09
Macedonia,2005,34
Macedonia,2010,35.78
Macedonia,2015,37.5
Macedonia,2020,39.2
Macedonia,2025,40.99
Macedonia,2030,42.62
Macedonia,2035,44.14
Macedonia,2040,45.55
Macedonia,2045,46.57
Macedonia,2050,47.22
Macedonia,2055,47.46
Macedonia,2060,47.57
Macedonia,2065,47.83
Macedonia,2070,48.13
Macedonia,2075,48.34
Macedonia,2080,48.4
Macedonia,2085,48.31
Macedonia,2090,48.21
Macedonia,2095,48.26
Macedonia,2100,48.48
Madagascar,1950,20.94
Madagascar,1955,20.23
Madagascar,1960,19.2
Madagascar,1965,17.92
Madagascar,1970,17.24
Madagascar,1975,16.93
Madagascar,1980,16.75
Madagascar,1985,17.09
Madagascar,1990,17.23
Madagascar,1995,17.38
Madagascar,2000,17.29
Madagascar,2005,17.45
Madagascar,2010,18.02
Madagascar,2015,18.72
Madagascar,2020,19.45
Madagascar,2025,20.13
Madagascar,2030,20.85
Madagascar,2035,21.66
Madagascar,2040,22.55
Madagascar,2045,23.49
Madagascar,2050,24.45
Madagascar,2055,25.45
Madagascar,2060,26.48
Madagascar,2065,27.52
Madagascar,2070,28.56
Madagascar,2075,29.6
Madagascar,2080,30.69
Madagascar,2085,31.8
Madagascar,2090,32.91
Madagascar,2095,34.02
Madagascar,2100,35.12
Malawi,1950,17.12
Malawi,1955,17.27
Malawi,1960,17.4
Malawi,1965,17.48
Malawi,1970,17.19
Malawi,1975,16.68
Malawi,1980,16.34
Malawi,1985,16.17
Malawi,1990,16.99
Malawi,1995,16.69
Malawi,2000,16.43
Malawi,2005,16.46
Malawi,2010,16.69
Malawi,2015,17.19
Malawi,2020,17.75
Malawi,2025,18.43
Malawi,2030,19.27
Malawi,2035,20.19
Malawi,2040,21.28
Malawi,2045,22.37
Malawi,2050,23.48
Malawi,2055,24.58
Malawi,2060,25.73
Malawi,2065,26.89
Malawi,2070,28.04
Malawi,2075,29.16
Malawi,2080,30.29
Malawi,2085,31.44
Malawi,2090,32.57
Malawi,2095,33.66
Malawi,2100,34.73
Malaysia,1950,19.8
Malaysia,1955,18.61
Malaysia,1960,17.56
Malaysia,1965,16.78
Malaysia,1970,17.38
Malaysia,1975,18.41
Malaysia,1980,19.59
Malaysia,1985,20.42
Malaysia,1990,21.56
Malaysia,1995,22.5
Malaysia,2000,23.81
Malaysia,2005,25.18
Malaysia,2010,26.28
Malaysia,2015,28.51
Malaysia,2020,30.63
Malaysia,2025,32.63
Malaysia,2030,34.54
Malaysia,2035,36.34
Malaysia,2040,38.01
Malaysia,2045,39.48
Malaysia,2050,40.45
Malaysia,2055,41.48
Malaysia,2060,42.53
Malaysia,2065,43.58
Malaysia,2070,44.57
Malaysia,2075,45.42
Malaysia,2080,46.02
Malaysia,2085,46.41
Malaysia,2090,46.67
Malaysia,2095,46.97
Malaysia,2100,47.35
Maldives,1950,18.56
Maldives,1955,19.76
Maldives,1960,20.26
Maldives,1965,19.8
Maldives,1970,17.35
Maldives,1975,17.08
Maldives,1980,17.12
Maldives,1985,16.75
Maldives,1990,16.21
Maldives,1995,16.69
Maldives,2000,18.64
Maldives,2005,21.35
Maldives,2010,23.95
Maldives,2015,26.37
Maldives,2020,28.76
Maldives,2025,31.32
Maldives,2030,33.87
Maldives,2035,36.17
Maldives,2040,38.1
Maldives,2045,39.7
Maldives,2050,41.45
Maldives,2055,43.38
Maldives,2060,45.42
Maldives,2065,47.22
Maldives,2070,48.63
Maldives,2075,49.43
Maldives,2080,49.53
Maldives,2085,49.39
Maldives,2090,49.51
Maldives,2095,49.91
Maldives,2100,50.27
Mali,1950,20.85
Mali,1955,20.11
Mali,1960,19.54
Mali,1965,19.26
Mali,1970,18.8
Mali,1975,18.51
Mali,1980,17.94
Mali,1985,17.35
Mali,1990,16.54
Mali,1995,16.55
Mali,2000,16.58
Mali,2005,16.59
Mali,2010,16.39
Mali,2015,16.17
Mali,2020,16.5
Mali,2025,17.15
Mali,2030,17.9
Mali,2035,18.65
Mali,2040,19.42
Mali,2045,20.31
Mali,2050,21.4
Mali,2055,22.58
Mali,2060,23.8
Mali,2065,25.07
Mali,2070,26.45
Mali,2075,27.81
Mali,2080,29.16
Mali,2085,30.53
Mali,2090,31.91
Mali,2095,33.26
Mali,2100,34.6
Malta,1950,23.65
Malta,1955,21.48
Malta,1960,21.79
Malta,1965,21.43
Malta,1970,24.01
Malta,1975,26.79
Malta,1980,28.88
Malta,1985,30.44
Malta,1990,32.13
Malta,1995,34
Malta,2000,35.85
Malta,2005,38.28
Malta,2010,40.09
Malta,2015,41.54
Malta,2020,43.21
Malta,2025,44.94
Malta,2030,45.81
Malta,2035,46.63
Malta,2040,47.75
Malta,2045,49.06
Malta,2050,50.22
Malta,2055,50.71
Malta,2060,50.6
Malta,2065,50.12
Malta,2070,49.71
Malta,2075,49.68
Malta,2080,50.05
Malta,2085,50.41
Malta,2090,50.41
Malta,2095,50.09
Malta,2100,49.82
Martinique,1950,21.94
Martinique,1955,19.91
Martinique,1960,19.23
Martinique,1965,17.93
Martinique,1970,19.1
Martinique,1975,18.98
Martinique,1980,23.46
Martinique,1985,26
Martinique,1990,28.34
Martinique,1995,31.35
Martinique,2000,34.09
Martinique,2005,37.4
Martinique,2010,40.46
Martinique,2015,46.14
Martinique,2020,48.07
Martinique,2025,48.83
Martinique,2030,47.03
Martinique,2035,46.58
Martinique,2040,47.04
Martinique,2045,47.54
Martinique,2050,48.05
Martinique,2055,48.43
Martinique,2060,48.26
Martinique,2065,48.1
Martinique,2070,48.47
Martinique,2075,49.24
Martinique,2080,50.2
Martinique,2085,51.02
Martinique,2090,51.46
Martinique,2095,51.58
Martinique,2100,51.55
Mauritania,1950,17.9
Mauritania,1955,17.98
Mauritania,1960,17.67
Mauritania,1965,17.25
Mauritania,1970,16.97
Mauritania,1975,16.97
Mauritania,1980,17.15
Mauritania,1985,17.36
Mauritania,1990,17.49
Mauritania,1995,17.82
Mauritania,2000,18.33
Mauritania,2005,18.92
Mauritania,2010,19.3
Mauritania,2015,19.77
Mauritania,2020,20.44
Mauritania,2025,21.25
Mauritania,2030,22.11
Mauritania,2035,22.98
Mauritania,2040,23.83
Mauritania,2045,24.67
Mauritania,2050,25.54
Mauritania,2055,26.43
Mauritania,2060,27.33
Mauritania,2065,28.21
Mauritania,2070,29.08
Mauritania,2075,29.92
Mauritania,2080,30.78
Mauritania,2085,31.61
Mauritania,2090,32.43
Mauritania,2095,33.23
Mauritania,2100,34.03
Mauritius,1950,17.33
Mauritius,1955,16.92
Mauritius,1960,16.65
Mauritius,1965,16.68
Mauritius,1970,17.81
Mauritius,1975,19.47
Mauritius,1980,21.53
Mauritius,1985,23.09
Mauritius,1990,24.89
Mauritius,1995,26.77
Mauritius,2000,28.96
Mauritius,2005,30.51
Mauritius,2010,32.89
Mauritius,2015,35.17
Mauritius,2020,37.02
Mauritius,2025,38.75
Mauritius,2030,40.38
Mauritius,2035,42.23
Mauritius,2040,44
Mauritius,2045,45.59
Mauritius,2050,47.06
Mauritius,2055,48.19
Mauritius,2060,48.83
Mauritius,2065,49.03
Mauritius,2070,49.2
Mauritius,2075,49.41
Mauritius,2080,49.64
Mauritius,2085,49.75
Mauritius,2090,49.6
Mauritius,2095,49.27
Mauritius,2100,49.02
Mayotte,1950,30.26
Mayotte,1955,22.67
Mayotte,1960,19.38
Mayotte,1965,17.89
Mayotte,1970,16.68
Mayotte,1975,15.55
Mayotte,1980,15.39
Mayotte,1985,15.6
Mayotte,1990,15.95
Mayotte,1995,16.97
Mayotte,2000,17.69
Mayotte,2005,18.31
Mayotte,2010,18.53
Mayotte,2015,19
Mayotte,2020,20.1
Mayotte,2025,21.61
Mayotte,2030,23.22
Mayotte,2035,24.85
Mayotte,2040,26.37
Mayotte,2045,27.82
Mayotte,2050,29.26
Mayotte,2055,30.77
Mayotte,2060,32.35
Mayotte,2065,33.94
Mayotte,2070,35.59
Mayotte,2075,37.27
Mayotte,2080,38.93
Mayotte,2085,40.56
Mayotte,2090,42.1
Mayotte,2095,43.52
Mayotte,2100,44.8
Melanesia,1950,19.63
Melanesia,1955,18.86
Melanesia,1960,18.32
Melanesia,1965,18.03
Melanesia,1970,18.03
Melanesia,1975,17.78
Melanesia,1980,17.76
Melanesia,1985,18.01
Melanesia,1990,18.62
Melanesia,1995,19.44
Melanesia,2000,19.96
Melanesia,2005,20.76
Melanesia,2010,21.3
Melanesia,2015,21.97
Melanesia,2020,22.86
Melanesia,2025,23.85
Melanesia,2030,24.84
Melanesia,2035,25.92
Melanesia,2040,26.94
Melanesia,2045,27.92
Melanesia,2050,28.88
Melanesia,2055,29.83
Melanesia,2060,30.82
Melanesia,2065,31.81
Melanesia,2070,32.78
Melanesia,2075,33.73
Melanesia,2080,34.64
Melanesia,2085,35.54
Melanesia,2090,36.41
Melanesia,2095,37.27
Melanesia,2100,38.1
Mexico,1950,18.68
Mexico,1955,17.85
Mexico,1960,17.09
Mexico,1965,16.6
Mexico,1970,16.61
Mexico,1975,16.64
Mexico,1980,17.19
Mexico,1985,18.2
Mexico,1990,19.53
Mexico,1995,21.24
Mexico,2000,22.73
Mexico,2005,24.2
Mexico,2010,25.78
Mexico,2015,27.45
Mexico,2020,29.19
Mexico,2025,31.09
Mexico,2030,33.09
Mexico,2035,35.13
Mexico,2040,37.12
Mexico,2045,39.05
Mexico,2050,40.85
Mexico,2055,42.58
Mexico,2060,44.2
Mexico,2065,45.68
Mexico,2070,46.99
Mexico,2075,48.12
Mexico,2080,49.05
Mexico,2085,49.79
Mexico,2090,50.33
Mexico,2095,50.73
Mexico,2100,51.03
Micronesia (country),1950,19.77
Micronesia (country),1955,18.46
Micronesia (country),1960,17.47
Micronesia (country),1965,16.6
Micronesia (country),1970,16.76
Micronesia (country),1975,16.13
Micronesia (country),1980,16.27
Micronesia (country),1985,16.91
Micronesia (country),1990,17.57
Micronesia (country),1995,17.76
Micronesia (country),2000,18.87
Micronesia (country),2005,19.49
Micronesia (country),2010,20.19
Micronesia (country),2015,21.55
Micronesia (country),2020,23.01
Micronesia (country),2025,24.4
Micronesia (country),2030,25.64
Micronesia (country),2035,26.76
Micronesia (country),2040,27.97
Micronesia (country),2045,29.32
Micronesia (country),2050,30.89
Micronesia (country),2055,32.56
Micronesia (country),2060,34.19
Micronesia (country),2065,35.83
Micronesia (country),2070,37.34
Micronesia (country),2075,38.65
Micronesia (country),2080,39.67
Micronesia (country),2085,40.42
Micronesia (country),2090,41.2
Micronesia (country),2095,42.15
Micronesia (country),2100,43.26
Middle Africa,1950,19.44
Middle Africa,1955,19.17
Middle Africa,1960,18.92
Middle Africa,1965,18.62
Middle Africa,1970,18.27
Middle Africa,1975,17.89
Middle Africa,1980,17.55
Middle Africa,1985,17.26
Middle Africa,1990,16.97
Middle Africa,1995,16.78
Middle Africa,2000,16.74
Middle Africa,2005,16.75
Middle Africa,2010,16.89
Middle Africa,2015,17.14
Middle Africa,2020,17.58
Middle Africa,2025,18.18
Middle Africa,2030,18.88
Middle Africa,2035,19.65
Middle Africa,2040,20.53
Middle Africa,2045,21.51
Middle Africa,2050,22.53
Middle Africa,2055,23.59
Middle Africa,2060,24.67
Middle Africa,2065,25.84
Middle Africa,2070,27.02
Middle Africa,2075,28.19
Middle Africa,2080,29.35
Middle Africa,2085,30.54
Middle Africa,2090,31.74
Middle Africa,2095,32.92
Middle Africa,2100,34.08
Middle-income countries,1950,21.87
Middle-income countries,1955,21.11
Middle-income countries,1960,20.47
Middle-income countries,1965,19.5
Middle-income countries,1970,19.12
Middle-income countries,1975,19.58
Middle-income countries,1980,20.28
Middle-income countries,1985,21.21
Middle-income countries,1990,22.15
Middle-income countries,1995,23.37
Middle-income countries,2000,24.77
Middle-income countries,2005,26.06
Middle-income countries,2010,27.47
Middle-income countries,2015,28.86
Middle-income countries,2020,30.44
Middle-income countries,2025,31.89
Middle-income countries,2030,33.17
Middle-income countries,2035,34.24
Middle-income countries,2040,35.21
Middle-income countries,2045,36.17
Middle-income countries,2050,37.14
Middle-income countries,2055,38.07
Middle-income countries,2060,38.9
Middle-income countries,2065,39.58
Middle-income countries,2070,40.14
Middle-income countries,2075,40.64
Middle-income countries,2080,41.13
Middle-income countries,2085,41.62
Middle-income countries,2090,42.14
Middle-income countries,2095,42.64
Middle-income countries,2100,43.1
Moldova,1950,26.62
Moldova,1955,26.58
