Entity,Year,Medium Projection (UN Population Division (2015 revision))
Saint Kitts and Nevis,2024,54000
Saint Kitts and Nevis,2025,55000
Saint Kitts and Nevis,2026,55000
Saint Kitts and Nevis,2027,55000
Saint Kitts and Nevis,2028,55000
Saint Kitts and Nevis,2029,56000
Saint Kitts and Nevis,2030,56000
Saint Kitts and Nevis,2031,56000
Saint Kitts and Nevis,2032,56000
Saint Kitts and Nevis,2033,56000
Saint Kitts and Nevis,2034,56000
Saint Kitts and Nevis,2035,56000
Saint Kitts and Nevis,2036,57000
Saint Kitts and Nevis,2037,57000
Saint Kitts and Nevis,2038,57000
Saint Kitts and Nevis,2039,57000
Saint Kitts and Nevis,2040,57000
Saint Kitts and Nevis,2041,57000
Saint Kitts and Nevis,2042,57000
Saint Kitts and Nevis,2043,57000
Saint Kitts and Nevis,2044,57000
Saint Kitts and Nevis,2045,57000
Saint Kitts and Nevis,2046,57000
Saint Kitts and Nevis,2047,56000
Saint Kitts and Nevis,2048,56000
Saint Kitts and Nevis,2049,56000
Saint Kitts and Nevis,2050,56000
Saint Kitts and Nevis,2051,56000
Saint Kitts and Nevis,2052,56000
Saint Kitts and Nevis,2053,56000
Saint Kitts and Nevis,2054,56000
Saint Kitts and Nevis,2055,55000
Saint Kitts and Nevis,2056,55000
Saint Kitts and Nevis,2057,55000
Saint Kitts and Nevis,2058,55000
Saint Kitts and Nevis,2059,55000
Saint Kitts and Nevis,2060,54000
Saint Kitts and Nevis,2061,54000
Saint Kitts and Nevis,2062,54000
Saint Kitts and Nevis,2063,54000
Saint Kitts and Nevis,2064,53000
Saint Kitts and Nevis,2065,53000
Saint Kitts and Nevis,2066,53000
Saint Kitts and Nevis,2067,53000
Saint Kitts and Nevis,2068,52000
Saint Kitts and Nevis,2069,52000
Saint Kitts and Nevis,2070,52000
Saint Kitts and Nevis,2071,51000
Saint Kitts and Nevis,2072,51000
Saint Kitts and Nevis,2073,51000
Saint Kitts and Nevis,2074,51000
Saint Kitts and Nevis,2075,50000
Saint Kitts and Nevis,2076,50000
Saint Kitts and Nevis,2077,50000
Saint Kitts and Nevis,2078,49000
Saint Kitts and Nevis,2079,49000
Saint Kitts and Nevis,2080,49000
Saint Kitts and Nevis,2081,49000
Saint Kitts and Nevis,2082,48000
Saint Kitts and Nevis,2083,48000
Saint Kitts and Nevis,2084,48000
Saint Kitts and Nevis,2085,47000
Saint Kitts and Nevis,2086,47000
Saint Kitts and Nevis,2087,47000
Saint Kitts and Nevis,2088,47000
Saint Kitts and Nevis,2089,46000
Saint Kitts and Nevis,2090,46000
Saint Kitts and Nevis,2091,46000
Saint Kitts and Nevis,2092,45000
Saint Kitts and Nevis,2093,45000
Saint Kitts and Nevis,2094,45000
Saint Kitts and Nevis,2095,45000
Saint Kitts and Nevis,2096,44000
Saint Kitts and Nevis,2097,44000
Saint Kitts and Nevis,2098,44000
Saint Kitts and Nevis,2099,44000
Saint Kitts and Nevis,2100,43000
Saint Lucia,2020,184000
Saint Lucia,2021,184000
Saint Lucia,2022,185000
Saint Lucia,2023,186000
Saint Lucia,2024,186000
Saint Lucia,2025,187000
Saint Lucia,2026,187000
Saint Lucia,2027,188000
Saint Lucia,2028,188000
Saint Lucia,2029,188000
Saint Lucia,2030,189000
Saint Lucia,2031,189000
Saint Lucia,2032,189000
Saint Lucia,2033,189000
Saint Lucia,2034,189000
Saint Lucia,2035,189000
Saint Lucia,2036,189000
Saint Lucia,2037,189000
Saint Lucia,2038,189000
Saint Lucia,2039,188000
Saint Lucia,2040,188000
Saint Lucia,2041,188000
Saint Lucia,2042,187000
Saint Lucia,2043,187000
Saint Lucia,2044,186000
Saint Lucia,2045,186000
Saint Lucia,2046,185000
Saint Lucia,2047,184000
Saint Lucia,2048,184000
Saint Lucia,2049,183000
Saint Lucia,2050,182000
Saint Lucia,2051,181000
Saint Lucia,2052,180000
Saint Lucia,2053,180000
Saint Lucia,2054,179000
Saint Lucia,2055,178000
Saint Lucia,2056,177000
Saint Lucia,2057,176000
Saint Lucia,2058,175000
Saint Lucia,2059,174000
Saint Lucia,2060,173000
Saint Lucia,2061,171000
Saint Lucia,2062,170000
Saint Lucia,2063,169000
Saint Lucia,2064,168000
Saint Lucia,2065,167000
Saint Lucia,2066,166000
Saint Lucia,2067,164000
Saint Lucia,2068,163000
Saint Lucia,2069,162000
Saint Lucia,2070,161000
Saint Lucia,2071,159000
Saint Lucia,2072,158000
Saint Lucia,2073,157000
Saint Lucia,2074,155000
Saint Lucia,2075,154000
Saint Lucia,2076,153000
Saint Lucia,2077,151000
Saint Lucia,2078,150000
Saint Lucia,2079,148000
Saint Lucia,2080,147000
Saint Lucia,2081,146000
Saint Lucia,2082,144000
Saint Lucia,2083,143000
Saint Lucia,2084,141000
Saint Lucia,2085,140000
Saint Lucia,2086,139000
Saint Lucia,2087,137000
Saint Lucia,2088,136000
Saint Lucia,2089,135000
Saint Lucia,2090,133000
Saint Lucia,2091,132000
Saint Lucia,2092,131000
Saint Lucia,2093,130000
Saint Lucia,2094,129000
Saint Lucia,2095,127000
Saint Lucia,2096,126000
Saint Lucia,2097,125000
Saint Lucia,2098,124000
Saint Lucia,2099,123000
Saint Lucia,2100,122000
Saint Pierre and Miquelon,2020,6000
Saint Pierre and Miquelon,2021,6000
Saint Pierre and Miquelon,2022,6000
Saint Pierre and Miquelon,2023,6000
Saint Pierre and Miquelon,2024,6000
Saint Pierre and Miquelon,2025,6000
Saint Pierre and Miquelon,2026,6000
Saint Pierre and Miquelon,2027,6000
Saint Pierre and Miquelon,2028,6000
Saint Pierre and Miquelon,2029,6000
Saint Pierre and Miquelon,2030,6000
Saint Pierre and Miquelon,2031,6000
Saint Pierre and Miquelon,2032,6000
Saint Pierre and Miquelon,2033,6000
Saint Pierre and Miquelon,2034,6000
Saint Pierre and Miquelon,2035,6000
Saint Pierre and Miquelon,2036,6000
Saint Pierre and Miquelon,2037,6000
Saint Pierre and Miquelon,2038,6000
Saint Pierre and Miquelon,2039,6000
Saint Pierre and Miquelon,2040,6000
Saint Pierre and Miquelon,2041,6000
Saint Pierre and Miquelon,2042,6000
Saint Pierre and Miquelon,2043,5000
Saint Pierre and Miquelon,2044,5000
Saint Pierre and Miquelon,2045,5000
Saint Pierre and Miquelon,2046,5000
Saint Pierre and Miquelon,2047,5000
Saint Pierre and Miquelon,2048,5000
Saint Pierre and Miquelon,2049,5000
Saint Pierre and Miquelon,2050,5000
Saint Pierre and Miquelon,2051,5000
Saint Pierre and Miquelon,2052,5000
Saint Pierre and Miquelon,2053,5000
Saint Pierre and Miquelon,2054,5000
Saint Pierre and Miquelon,2055,5000
Saint Pierre and Miquelon,2056,5000
Saint Pierre and Miquelon,2057,5000
Saint Pierre and Miquelon,2058,5000
Saint Pierre and Miquelon,2059,5000
Saint Pierre and Miquelon,2060,5000
Saint Pierre and Miquelon,2061,5000
Saint Pierre and Miquelon,2062,5000
Saint Pierre and Miquelon,2063,5000
Saint Pierre and Miquelon,2064,5000
Saint Pierre and Miquelon,2065,5000
Saint Pierre and Miquelon,2066,5000
Saint Pierre and Miquelon,2067,5000
Saint Pierre and Miquelon,2068,5000
Saint Pierre and Miquelon,2069,5000
Saint Pierre and Miquelon,2070,5000
Saint Pierre and Miquelon,2071,5000
Saint Pierre and Miquelon,2072,5000
Saint Pierre and Miquelon,2073,5000
Saint Pierre and Miquelon,2074,4000
Saint Pierre and Miquelon,2075,4000
Saint Pierre and Miquelon,2076,4000
Saint Pierre and Miquelon,2077,4000
Saint Pierre and Miquelon,2078,4000
Saint Pierre and Miquelon,2079,4000
Saint Pierre and Miquelon,2080,4000
Saint Pierre and Miquelon,2081,4000
Saint Pierre and Miquelon,2082,4000
Saint Pierre and Miquelon,2083,4000
Saint Pierre and Miquelon,2084,4000
Saint Pierre and Miquelon,2085,4000
Saint Pierre and Miquelon,2086,4000
Saint Pierre and Miquelon,2087,4000
Saint Pierre and Miquelon,2088,4000
Saint Pierre and Miquelon,2089,4000
Saint Pierre and Miquelon,2090,4000
Saint Pierre and Miquelon,2091,4000
Saint Pierre and Miquelon,2092,4000
Saint Pierre and Miquelon,2093,4000
Saint Pierre and Miquelon,2094,4000
Saint Pierre and Miquelon,2095,4000
Saint Pierre and Miquelon,2096,4000
Saint Pierre and Miquelon,2097,4000
Saint Pierre and Miquelon,2098,4000
Saint Pierre and Miquelon,2099,4000
Saint Pierre and Miquelon,2100,4000
Saint Vincent and the Grenadines,2020,111000
Saint Vincent and the Grenadines,2021,111000
Saint Vincent and the Grenadines,2022,112000
Saint Vincent and the Grenadines,2023,112000
Saint Vincent and the Grenadines,2024,112000
Saint Vincent and the Grenadines,2025,112000
Saint Vincent and the Grenadines,2026,112000
Saint Vincent and the Grenadines,2027,113000
Saint Vincent and the Grenadines,2028,113000
Saint Vincent and the Grenadines,2029,113000
Saint Vincent and the Grenadines,2030,113000
Saint Vincent and the Grenadines,2031,113000
Saint Vincent and the Grenadines,2032,113000
Saint Vincent and the Grenadines,2033,113000
Saint Vincent and the Grenadines,2034,113000
Saint Vincent and the Grenadines,2035,113000
Saint Vincent and the Grenadines,2036,113000
Saint Vincent and the Grenadines,2037,113000
Saint Vincent and the Grenadines,2038,113000
Saint Vincent and the Grenadines,2039,113000
Saint Vincent and the Grenadines,2040,112000
Saint Vincent and the Grenadines,2041,112000
Saint Vincent and the Grenadines,2042,112000
Saint Vincent and the Grenadines,2043,112000
Saint Vincent and the Grenadines,2044,111000
Saint Vincent and the Grenadines,2045,111000
Saint Vincent and the Grenadines,2046,111000
Saint Vincent and the Grenadines,2047,110000
Saint Vincent and the Grenadines,2048,110000
Saint Vincent and the Grenadines,2049,110000
Saint Vincent and the Grenadines,2050,109000
Saint Vincent and the Grenadines,2051,109000
Saint Vincent and the Grenadines,2052,108000
Saint Vincent and the Grenadines,2053,108000
Saint Vincent and the Grenadines,2054,107000
Saint Vincent and the Grenadines,2055,107000
Saint Vincent and the Grenadines,2056,106000
Saint Vincent and the Grenadines,2057,106000
Saint Vincent and the Grenadines,2058,105000
Saint Vincent and the Grenadines,2059,104000
Saint Vincent and the Grenadines,2060,104000
Saint Vincent and the Grenadines,2061,103000
Saint Vincent and the Grenadines,2062,103000
Saint Vincent and the Grenadines,2063,102000
Saint Vincent and the Grenadines,2064,101000
Saint Vincent and the Grenadines,2065,101000
Saint Vincent and the Grenadines,2066,100000
Saint Vincent and the Grenadines,2067,100000
Saint Vincent and the Grenadines,2068,99000
Saint Vincent and the Grenadines,2069,98000
Saint Vincent and the Grenadines,2070,98000
Saint Vincent and the Grenadines,2071,97000
Saint Vincent and the Grenadines,2072,96000
Saint Vincent and the Grenadines,2073,95000
Saint Vincent and the Grenadines,2074,95000
Saint Vincent and the Grenadines,2075,94000
Saint Vincent and the Grenadines,2076,93000
Saint Vincent and the Grenadines,2077,92000
Saint Vincent and the Grenadines,2078,92000
Saint Vincent and the Grenadines,2079,91000
Saint Vincent and the Grenadines,2080,90000
Saint Vincent and the Grenadines,2081,89000
Saint Vincent and the Grenadines,2082,89000
Saint Vincent and the Grenadines,2083,88000
Saint Vincent and the Grenadines,2084,87000
Saint Vincent and the Grenadines,2085,86000
Saint Vincent and the Grenadines,2086,86000
Saint Vincent and the Grenadines,2087,85000
Saint Vincent and the Grenadines,2088,84000
Saint Vincent and the Grenadines,2089,83000
Saint Vincent and the Grenadines,2090,82000
Saint Vincent and the Grenadines,2091,82000
Saint Vincent and the Grenadines,2092,81000
Saint Vincent and the Grenadines,2093,80000
Saint Vincent and the Grenadines,2094,79000
Saint Vincent and the Grenadines,2095,78000
Saint Vincent and the Grenadines,2096,78000
Saint Vincent and the Grenadines,2097,77000
Saint Vincent and the Grenadines,2098,76000
Saint Vincent and the Grenadines,2099,75000
Saint Vincent and the Grenadines,2100,75000
Saint-Martin (French Part),2020,39000
Saint-Martin (French Part),2021,39000
Saint-Martin (French Part),2022,40000
Saint-Martin (French Part),2023,40000
Saint-Martin (French Part),2024,41000
Saint-Martin (French Part),2025,41000
Saint-Martin (French Part),2026,42000
Saint-Martin (French Part),2027,42000
Saint-Martin (French Part),2028,42000
Saint-Martin (French Part),2029,43000
Saint-Martin (French Part),2030,43000
Saint-Martin (French Part),2031,44000
Saint-Martin (French Part),2032,44000
Saint-Martin (French Part),2033,45000
Saint-Martin (French Part),2034,45000
Saint-Martin (French Part),2035,45000
Saint-Martin (French Part),2036,46000
Saint-Martin (French Part),2037,46000
Saint-Martin (French Part),2038,47000
Saint-Martin (French Part),2039,47000
Saint-Martin (French Part),2040,47000
Saint-Martin (French Part),2041,48000
Saint-Martin (French Part),2042,48000
Saint-Martin (French Part),2043,49000
Saint-Martin (French Part),2044,49000
Saint-Martin (French Part),2045,49000
Saint-Martin (French Part),2046,50000
Saint-Martin (French Part),2047,50000
Saint-Martin (French Part),2048,50000
Saint-Martin (French Part),2049,51000
Saint-Martin (French Part),2050,51000
Saint-Martin (French Part),2051,51000
Saint-Martin (French Part),2052,51000
Saint-Martin (French Part),2053,52000
Saint-Martin (French Part),2054,52000
Saint-Martin (French Part),2055,52000
Saint-Martin (French Part),2056,52000
Saint-Martin (French Part),2057,53000
Saint-Martin (French Part),2058,53000
Saint-Martin (French Part),2059,53000
Saint-Martin (French Part),2060,53000
Saint-Martin (French Part),2061,53000
Saint-Martin (French Part),2062,54000
Saint-Martin (French Part),2063,54000
Saint-Martin (French Part),2064,54000
Saint-Martin (French Part),2065,54000
Saint-Martin (French Part),2066,54000
Saint-Martin (French Part),2067,55000
Saint-Martin (French Part),2068,55000
Saint-Martin (French Part),2069,55000
Saint-Martin (French Part),2070,55000
Saint-Martin (French Part),2071,56000
Saint-Martin (French Part),2072,56000
Saint-Martin (French Part),2073,56000
Saint-Martin (French Part),2074,56000
Saint-Martin (French Part),2075,56000
Saint-Martin (French Part),2076,57000
Saint-Martin (French Part),2077,57000
Saint-Martin (French Part),2078,57000
Saint-Martin (French Part),2079,57000
Saint-Martin (French Part),2080,57000
Saint-Martin (French Part),2081,58000
Saint-Martin (French Part),2082,58000
Saint-Martin (French Part),2083,58000
Saint-Martin (French Part),2084,58000
Saint-Martin (French Part),2085,58000
Saint-Martin (French Part),2086,59000
Saint-Martin (French Part),2087,59000
Saint-Martin (French Part),2088,59000
Saint-Martin (French Part),2089,59000
Saint-Martin (French Part),2090,59000
Saint-Martin (French Part),2091,59000
Saint-Martin (French Part),2092,59000
Saint-Martin (French Part),2093,60000
Saint-Martin (French Part),2094,60000
Saint-Martin (French Part),2095,60000
Saint-Martin (French Part),2096,60000
Saint-Martin (French Part),2097,60000
Saint-Martin (French Part),2098,60000
Saint-Martin (French Part),2099,60000
Saint-Martin (French Part),2100,60000
Samoa,2020,198000
Samoa,2021,200000
Samoa,2022,202000
Samoa,2023,205000
Samoa,2024,207000
Samoa,2025,209000
Samoa,2026,212000
Samoa,2027,214000
Samoa,2028,216000
Samoa,2029,218000
Samoa,2030,220000
Samoa,2031,223000
Samoa,2032,225000
Samoa,2033,227000
Samoa,2034,230000
Samoa,2035,232000
Samoa,2036,234000
Samoa,2037,237000
Samoa,2038,239000
Samoa,2039,241000
Samoa,2040,244000
Samoa,2041,246000
Samoa,2042,249000
Samoa,2043,251000
Samoa,2044,254000
Samoa,2045,256000
Samoa,2046,258000
Samoa,2047,261000
Samoa,2048,263000
Samoa,2049,265000
Samoa,2050,267000
Samoa,2051,269000
Samoa,2052,271000
Samoa,2053,273000
Samoa,2054,275000
Samoa,2055,277000
Samoa,2056,279000
Samoa,2057,281000
Samoa,2058,282000
Samoa,2059,284000
Samoa,2060,285000
Samoa,2061,287000
Samoa,2062,289000
Samoa,2063,290000
Samoa,2064,292000
Samoa,2065,293000
Samoa,2066,295000
Samoa,2067,296000
Samoa,2068,297000
Samoa,2069,299000
Samoa,2070,300000
Samoa,2071,302000
Samoa,2072,303000
Samoa,2073,304000
Samoa,2074,306000
Samoa,2075,307000
Samoa,2076,308000
Samoa,2077,309000
Samoa,2078,310000
Samoa,2079,311000
Samoa,2080,312000
Samoa,2081,312000
Samoa,2082,313000
Samoa,2083,314000
Samoa,2084,314000
Samoa,2085,314000
Samoa,2086,315000
Samoa,2087,315000
Samoa,2088,315000
Samoa,2089,315000
Samoa,2090,315000
Samoa,2091,315000
Samoa,2092,314000
Samoa,2093,314000
Samoa,2094,314000
Samoa,2095,313000
Samoa,2096,313000
Samoa,2097,312000
Samoa,2098,312000
Samoa,2099,311000
Samoa,2100,310000
San Marino,2020,34000
San Marino,2021,34000
San Marino,2022,34000
San Marino,2023,34000
San Marino,2024,34000
San Marino,2025,34000
San Marino,2026,34000
San Marino,2027,34000
San Marino,2028,34000
San Marino,2029,34000
San Marino,2030,34000
San Marino,2031,34000
San Marino,2032,34000
San Marino,2033,34000
San Marino,2034,34000
San Marino,2035,34000
San Marino,2036,34000
San Marino,2037,34000
San Marino,2038,34000
San Marino,2039,34000
San Marino,2040,34000
San Marino,2041,34000
San Marino,2042,34000
San Marino,2043,34000
San Marino,2044,34000
San Marino,2045,34000
San Marino,2046,34000
San Marino,2047,34000
San Marino,2048,34000
San Marino,2049,34000
San Marino,2050,34000
San Marino,2051,34000
San Marino,2052,33000
San Marino,2053,33000
San Marino,2054,33000
San Marino,2055,33000
San Marino,2056,33000
San Marino,2057,33000
San Marino,2058,33000
San Marino,2059,33000
San Marino,2060,32000
San Marino,2061,32000
San Marino,2062,32000
San Marino,2063,32000
San Marino,2064,32000
San Marino,2065,32000
San Marino,2066,32000
San Marino,2067,32000
San Marino,2068,32000
San Marino,2069,31000
San Marino,2070,31000
San Marino,2071,31000
San Marino,2072,31000
San Marino,2073,31000
San Marino,2074,31000
San Marino,2075,31000
San Marino,2076,31000
San Marino,2077,31000
San Marino,2078,31000
San Marino,2079,31000
San Marino,2080,30000
San Marino,2081,30000
San Marino,2082,30000
San Marino,2083,30000
San Marino,2084,30000
San Marino,2085,30000
San Marino,2086,30000
San Marino,2087,30000
San Marino,2088,30000
San Marino,2089,30000
San Marino,2090,30000
San Marino,2091,30000
San Marino,2092,30000
San Marino,2093,30000
San Marino,2094,30000
San Marino,2095,30000
San Marino,2096,30000
San Marino,2097,30000
San Marino,2098,30000
San Marino,2099,30000
San Marino,2100,30000
Sao Tome and Principe,2020,219000
Sao Tome and Principe,2021,223000
Sao Tome and Principe,2022,228000
Sao Tome and Principe,2023,232000
Sao Tome and Principe,2024,237000
Sao Tome and Principe,2025,242000
Sao Tome and Principe,2026,247000
Sao Tome and Principe,2027,252000
Sao Tome and Principe,2028,257000
Sao Tome and Principe,2029,263000
Sao Tome and Principe,2030,268000
Sao Tome and Principe,2031,274000
Sao Tome and Principe,2032,280000
Sao Tome and Principe,2033,285000
Sao Tome and Principe,2034,291000
Sao Tome and Principe,2035,297000
Sao Tome and Principe,2036,303000
Sao Tome and Principe,2037,310000
Sao Tome and Principe,2038,316000
Sao Tome and Principe,2039,322000
Sao Tome and Principe,2040,328000
Sao Tome and Principe,2041,335000
Sao Tome and Principe,2042,341000
Sao Tome and Principe,2043,348000
Sao Tome and Principe,2044,354000
Sao Tome and Principe,2045,361000
Sao Tome and Principe,2046,367000
Sao Tome and Principe,2047,374000
Sao Tome and Principe,2048,381000
Sao Tome and Principe,2049,387000
Sao Tome and Principe,2050,394000
Sao Tome and Principe,2051,401000
Sao Tome and Principe,2052,408000
Sao Tome and Principe,2053,415000
Sao Tome and Principe,2054,421000
Sao Tome and Principe,2055,428000
Sao Tome and Principe,2056,435000
Sao Tome and Principe,2057,442000
Sao Tome and Principe,2058,449000
Sao Tome and Principe,2059,456000
Sao Tome and Principe,2060,462000
Sao Tome and Principe,2061,469000
Sao Tome and Principe,2062,476000
Sao Tome and Principe,2063,483000
Sao Tome and Principe,2064,490000
Sao Tome and Principe,2065,497000
Sao Tome and Principe,2066,503000
Sao Tome and Principe,2067,510000
Sao Tome and Principe,2068,517000
Sao Tome and Principe,2069,524000
Sao Tome and Principe,2070,531000
Sao Tome and Principe,2071,538000
Sao Tome and Principe,2072,544000
Sao Tome and Principe,2073,551000
Sao Tome and Principe,2074,558000
Sao Tome and Principe,2075,564000
Sao Tome and Principe,2076,571000
Sao Tome and Principe,2077,578000
Sao Tome and Principe,2078,584000
Sao Tome and Principe,2079,591000
Sao Tome and Principe,2080,597000
Sao Tome and Principe,2081,603000
Sao Tome and Principe,2082,610000
Sao Tome and Principe,2083,616000
Sao Tome and Principe,2084,622000
Sao Tome and Principe,2085,628000
Sao Tome and Principe,2086,634000
Sao Tome and Principe,2087,640000
Sao Tome and Principe,2088,646000
Sao Tome and Principe,2089,651000
Sao Tome and Principe,2090,657000
Sao Tome and Principe,2091,663000
Sao Tome and Principe,2092,668000
Sao Tome and Principe,2093,673000
Sao Tome and Principe,2094,679000
Sao Tome and Principe,2095,684000
Sao Tome and Principe,2096,689000
Sao Tome and Principe,2097,694000
Sao Tome and Principe,2098,699000
Sao Tome and Principe,2099,703000
Sao Tome and Principe,2100,708000
Saudi Arabia,2020,34814000
Saudi Arabia,2021,35341000
Saudi Arabia,2022,35845000
Saudi Arabia,2023,36329000
Saudi Arabia,2024,36797000
Saudi Arabia,2025,37249000
Saudi Arabia,2026,37688000
Saudi Arabia,2027,38115000
Saudi Arabia,2028,38531000
Saudi Arabia,2029,38933000
Saudi Arabia,2030,39322000
Saudi Arabia,2031,39699000
Saudi Arabia,2032,40063000
Saudi Arabia,2033,40415000
Saudi Arabia,2034,40752000
Saudi Arabia,2035,41073000
Saudi Arabia,2036,41379000
Saudi Arabia,2037,41669000
Saudi Arabia,2038,41946000
Saudi Arabia,2039,42214000
Saudi Arabia,2040,42473000
Saudi Arabia,2041,42725000
Saudi Arabia,2042,42970000
Saudi Arabia,2043,43206000
Saudi Arabia,2044,43432000
Saudi Arabia,2045,43649000
Saudi Arabia,2046,43855000
Saudi Arabia,2047,44050000
Saudi Arabia,2048,44234000
Saudi Arabia,2049,44405000
Saudi Arabia,2050,44562000
Saudi Arabia,2051,44706000
Saudi Arabia,2052,44835000
Saudi Arabia,2053,44949000
Saudi Arabia,2054,45049000
Saudi Arabia,2055,45134000
Saudi Arabia,2056,45205000
Saudi Arabia,2057,45262000
Saudi Arabia,2058,45304000
Saudi Arabia,2059,45333000
Saudi Arabia,2060,45349000
Saudi Arabia,2061,45352000
Saudi Arabia,2062,45342000
Saudi Arabia,2063,45322000
Saudi Arabia,2064,45292000
Saudi Arabia,2065,45254000
Saudi Arabia,2066,45208000
Saudi Arabia,2067,45155000
Saudi Arabia,2068,45097000
Saudi Arabia,2069,45033000
Saudi Arabia,2070,44966000
Saudi Arabia,2071,44897000
Saudi Arabia,2072,44825000
Saudi Arabia,2073,44751000
Saudi Arabia,2074,44676000
Saudi Arabia,2075,44601000
Saudi Arabia,2076,44524000
Saudi Arabia,2077,44447000
Saudi Arabia,2078,44370000
Saudi Arabia,2079,44292000
Saudi Arabia,2080,44214000
Saudi Arabia,2081,44135000
Saudi Arabia,2082,44056000
Saudi Arabia,2083,43976000
Saudi Arabia,2084,43895000
Saudi Arabia,2085,43811000
Saudi Arabia,2086,43726000
Saudi Arabia,2087,43639000
Saudi Arabia,2088,43549000
Saudi Arabia,2089,43457000
Saudi Arabia,2090,43362000
Saudi Arabia,2091,43263000
Saudi Arabia,2092,43161000
Saudi Arabia,2093,43056000
Saudi Arabia,2094,42948000
Saudi Arabia,2095,42837000
Saudi Arabia,2096,42722000
Saudi Arabia,2097,42604000
Saudi Arabia,2098,42483000
Saudi Arabia,2099,42359000
Saudi Arabia,2100,42231000
Senegal,2020,16744000
Senegal,2021,17196000
Senegal,2022,17654000
Senegal,2023,18117000
Senegal,2024,18586000
Senegal,2025,19062000
Senegal,2026,19546000
Senegal,2027,20036000
Senegal,2028,20534000
Senegal,2029,21039000
Senegal,2030,21551000
Senegal,2031,22072000
Senegal,2032,22599000
Senegal,2033,23134000
Senegal,2034,23677000
Senegal,2035,24228000
Senegal,2036,24786000
Senegal,2037,25352000
Senegal,2038,25924000
Senegal,2039,26503000
Senegal,2040,27088000
Senegal,2041,27678000
Senegal,2042,28273000
Senegal,2043,28874000
Senegal,2044,29478000
Senegal,2045,30088000
Senegal,2046,30701000
Senegal,2047,31318000
Senegal,2048,31938000
Senegal,2049,32561000
Senegal,2050,33187000
Senegal,2051,33814000
Senegal,2052,34444000
Senegal,2053,35075000
Senegal,2054,35709000
Senegal,2055,36345000
Senegal,2056,36983000
Senegal,2057,37622000
Senegal,2058,38263000
Senegal,2059,38905000
Senegal,2060,39547000
Senegal,2061,40190000
Senegal,2062,40833000
Senegal,2063,41476000
Senegal,2064,42120000
Senegal,2065,42765000
Senegal,2066,43410000
Senegal,2067,44055000
Senegal,2068,44700000
Senegal,2069,45344000
Senegal,2070,45987000
Senegal,2071,46629000
Senegal,2072,47268000
Senegal,2073,47906000
Senegal,2074,48542000
Senegal,2075,49177000
Senegal,2076,49810000
Senegal,2077,50441000
Senegal,2078,51069000
Senegal,2079,51694000
Senegal,2080,52315000
Senegal,2081,52932000
Senegal,2082,53544000
Senegal,2083,54152000
Senegal,2084,54754000
Senegal,2085,55351000
Senegal,2086,55942000
Senegal,2087,56528000
Senegal,2088,57107000
Senegal,2089,57680000
Senegal,2090,58246000
Senegal,2091,58805000
Senegal,2092,59358000
Senegal,2093,59903000
Senegal,2094,60440000
Senegal,2095,60971000
Senegal,2096,61494000
Senegal,2097,62011000
Senegal,2098,62520000
Senegal,2099,63021000
Senegal,2100,63515000
Serbia,2020,8737000
Serbia,2021,8698000
Serbia,2022,8653000
Serbia,2023,8605000
Serbia,2024,8555000
Serbia,2025,8505000
Serbia,2026,8455000
Serbia,2027,8405000
Serbia,2028,8355000
Serbia,2029,8303000
Serbia,2030,8250000
Serbia,2031,8197000
Serbia,2032,8142000
Serbia,2033,8087000
Serbia,2034,8031000
Serbia,2035,7974000
Serbia,2036,7916000
Serbia,2037,7858000
Serbia,2038,7799000
Serbia,2039,7740000
Serbia,2040,7680000
Serbia,2041,7620000
Serbia,2042,7560000
Serbia,2043,7500000
Serbia,2044,7441000
Serbia,2045,7381000
Serbia,2046,7321000
Serbia,2047,7262000
Serbia,2048,7202000
Serbia,2049,7143000
Serbia,2050,7084000
Serbia,2051,7024000
Serbia,2052,6965000
Serbia,2053,6906000
Serbia,2054,6846000
Serbia,2055,6786000
Serbia,2056,6726000
Serbia,2057,6665000
Serbia,2058,6605000
Serbia,2059,6544000
Serbia,2060,6482000
Serbia,2061,6421000
Serbia,2062,6359000
Serbia,2063,6297000
Serbia,2064,6235000
Serbia,2065,6173000
Serbia,2066,6111000
Serbia,2067,6049000
Serbia,2068,5988000
Serbia,2069,5926000
Serbia,2070,5864000
Serbia,2071,5803000
Serbia,2072,5741000
Serbia,2073,5680000
Serbia,2074,5620000
Serbia,2075,5559000
Serbia,2076,5499000
Serbia,2077,5440000
Serbia,2078,5380000
Serbia,2079,5321000
Serbia,2080,5263000
Serbia,2081,5205000
Serbia,2082,5148000
Serbia,2083,5091000
Serbia,2084,5035000
Serbia,2085,4979000
Serbia,2086,4924000
Serbia,2087,4870000
Serbia,2088,4816000
Serbia,2089,4763000
Serbia,2090,4710000
Serbia,2091,4658000
Serbia,2092,4607000
Serbia,2093,4556000
Serbia,2094,4506000
Serbia,2095,4456000
Serbia,2096,4408000
Serbia,2097,4359000
Serbia,2098,4311000
Serbia,2099,4264000
Serbia,2100,4217000
Seychelles,2020,98000
Seychelles,2021,99000
Seychelles,2022,99000
Seychelles,2023,100000
Seychelles,2024,100000
Seychelles,2025,101000
Seychelles,2026,101000
Seychelles,2027,102000
Seychelles,2028,102000
Seychelles,2029,102000
Seychelles,2030,103000
Seychelles,2031,103000
Seychelles,2032,103000
Seychelles,2033,103000
Seychelles,2034,104000
Seychelles,2035,104000
