Entity,Year,Homicide Rate (Clio Infra)
Malta,1965,0.33
Malta,1966,0
Malta,1967,0.33
Malta,1968,0
Malta,1969,0
Malta,1970,0
Malta,1971,0
Malta,1972,0.66
Malta,1973,0.66
Malta,1974,0.33
Malta,1975,0
Malta,1976,0
Malta,1977,0.32
Malta,1978,1.26
Malta,1979,0
Malta,1980,0.94
Malta,1981,1.88
Malta,1982,1.53
Malta,1983,0.91
Malta,1984,0.3
Malta,1985,0
Malta,1986,0.58
Malta,1987,0.87
Malta,1988,1.51
Malta,1989,1.14
Malta,1990,1.1
Malta,1991,0.3
Malta,1992,1.7
Malta,1993,1.6
Malta,1994,0.8
Malta,1995,1.3
Malta,1996,0.5
Malta,1997,1.9
Malta,1998,2.4
Malta,1999,2.37
Malta,2000,1.04
Malta,2001,2.29
Malta,2002,1.26
Malta,2003,0
Malta,2004,1.5
Malta,2005,0.5
Malta,2006,0
Malta,2007,0.73
Malta,2008,1.21
Martinique,1968,3.11
Martinique,1970,6.13
Martinique,1971,4.89
Martinique,1974,6.08
Martinique,1975,2.74
Martinique,1981,0.97
Martinique,1982,0
Martinique,1985,3.66
Martinique,2000,1.81
Martinique,2001,3.35
Martinique,2002,2.05
Martinique,2003,3.06
Martinique,2004,2.28
Martinique,2005,3.54
Martinique,2006,5.78
Martinique,2008,3.02
Mauritania,2004,15.2
Mauritania,2008,14.7
Mexico,1955,33.19
Mexico,1956,31.37
Mexico,1957,30.05
Mexico,1958,28.45
Mexico,1959,30.26
Mexico,1960,29.04
Mexico,1961,26.74
Mexico,1962,24.57
Mexico,1963,19.9
Mexico,1964,20.15
Mexico,1965,18.33
Mexico,1966,17.81
Mexico,1967,18.15
Mexico,1968,17.8
Mexico,1969,9.18
Mexico,1970,16.29
Mexico,1971,14.61
Mexico,1972,13.63
Mexico,1973,12.43
Mexico,1974,22
Mexico,1975,17.58
Mexico,1976,16.47
Mexico,1977,18.48
Mexico,1978,17.54
Mexico,1979,17.37
Mexico,1980,17.41
Mexico,1981,17.5
Mexico,1982,17.88
Mexico,1983,16.92
Mexico,1984,16.44
Mexico,1985,18.64
Mexico,1986,19.46
Mexico,1987,19.77
Mexico,1988,18.71
Mexico,1989,18.54
Mexico,1990,17.82
Mexico,1991,17.5
Mexico,1992,19.2
Mexico,1993,17.8
Mexico,1994,17.7
Mexico,1995,17.12
Mexico,1996,15.68
Mexico,1997,14.46
Mexico,1998,14.43
Mexico,1999,12.76
Mexico,2000,11.06
Mexico,2001,10.45
Mexico,2002,10.15
Mexico,2003,10.03
Mexico,2004,9.13
Mexico,2005,9.6
Mexico,2006,9.95
Mexico,2007,8.3
Mexico,2008,12.89
Mexico,2009,17.92
Mexico,2010,21.5
Mongolia,2002,6.05
Mongolia,2004,12.67
Mongolia,2006,14.44
Mongolia,2007,11.72
Mongolia,2008,8.64
Montenegro,1997,3.47
Montenegro,1999,1.64
Montenegro,2002,3.08
Montenegro,2003,2.42
Montenegro,2004,0.96
Montenegro,2005,3.85
Montenegro,2006,1.92
Montenegro,2007,0.8
Montenegro,2008,2.39
Montenegro,2009,2.22
Montserrat,1975,8.33
Montserrat,1978,8.33
Montserrat,1979,0
Montserrat,1990,0
Montserrat,1991,0
Montserrat,1992,18.41
Montserrat,1993,0
Montserrat,1994,9.32
Montserrat,1995,0
Montserrat,1996,10.69
Montserrat,1997,0
Montserrat,1998,14.58
Montserrat,1999,0
Montserrat,2000,0
Montserrat,2001,0
Montserrat,2002,0
Montserrat,2003,0
Montserrat,2004,0
Montserrat,2005,22.1
Montserrat,2006,21.6
Montserrat,2007,0
Montserrat,2008,19.7
Montserrat,2009,0
Montserrat,2010,0
Morocco,1999,1.9
Morocco,2000,1.6
Morocco,2001,1.9
Morocco,2002,1.6
Morocco,2003,1.7
Morocco,2004,1.6
Morocco,2005,1.5
Morocco,2006,1.6
Morocco,2007,1.7
Morocco,2008,1.4
Morocco,2009,1.4
Morocco,2010,1.4
Mozambique,2004,20.2
Mozambique,2008,8.8
Namibia,2004,12.8
Namibia,2008,27.4
Nepal,1997,2.5
Nepal,1998,2.8
Nepal,1999,2.6
Nepal,2000,2.6
Nepal,2001,3.4
Nepal,2002,3.4
Nepal,2003,2.9
Nepal,2004,3.5
Nepal,2005,3.3
Nepal,2006,2.3
Nepal,2007,3.1
Nepal,2008,3.2
Nepal,2009,2.8
Netherlands,1850,0.8
Netherlands,1851,0.8
Netherlands,1852,0.8
Netherlands,1853,0.8
Netherlands,1854,0.8
Netherlands,1855,0.8
Netherlands,1856,0.8
Netherlands,1857,0.8
Netherlands,1858,0.8
Netherlands,1859,0.8
Netherlands,1860,0.8
Netherlands,1861,0.8
Netherlands,1862,0.8
Netherlands,1863,0.8
Netherlands,1864,0.8
Netherlands,1865,0.8
Netherlands,1866,0.8
Netherlands,1867,0.8
Netherlands,1868,0.8
Netherlands,1869,0.8
Netherlands,1870,0.8
Netherlands,1871,0.8
Netherlands,1872,0.8
Netherlands,1873,0.8
Netherlands,1874,0.8
Netherlands,1875,0.9
Netherlands,1876,0.9
Netherlands,1877,0.9
Netherlands,1878,0.9
Netherlands,1879,0.9
Netherlands,1880,0.9
Netherlands,1881,0.9
Netherlands,1882,0.9
Netherlands,1883,0.9
Netherlands,1884,0.9
Netherlands,1885,0.9
Netherlands,1886,0.9
Netherlands,1887,0.9
Netherlands,1888,0.9
Netherlands,1889,0.9
Netherlands,1890,0.9
Netherlands,1891,0.9
Netherlands,1892,0.9
Netherlands,1893,0.9
Netherlands,1894,0.9
Netherlands,1895,0.9
Netherlands,1896,0.9
Netherlands,1897,0.9
Netherlands,1898,0.9
Netherlands,1899,0.9
Netherlands,1900,0.6
Netherlands,1901,0.6
Netherlands,1902,0.6
Netherlands,1903,0.6
Netherlands,1904,0.6
Netherlands,1905,0.6
Netherlands,1906,0.6
Netherlands,1907,0.6
Netherlands,1908,0.6
Netherlands,1909,0.6
Netherlands,1910,0.6
Netherlands,1911,0.235255
Netherlands,1912,0.397812
Netherlands,1913,0.309799
Netherlands,1914,0.21
Netherlands,1915,0.38
Netherlands,1916,0.33
Netherlands,1917,0.31
Netherlands,1918,0.35
Netherlands,1919,0.46
Netherlands,1920,0.325733
Netherlands,1921,0.19
Netherlands,1922,0.200631
Netherlands,1923,0.225957
Netherlands,1924,0.26
Netherlands,1925,0.18
Netherlands,1926,0.19
Netherlands,1927,0.31
Netherlands,1928,0.26
Netherlands,1929,0.504658
Netherlands,1930,0.332268
Netherlands,1931,0.491431
Netherlands,1932,0.434135
Netherlands,1933,0.439936
Netherlands,1934,0.54
Netherlands,1935,0.43
Netherlands,1936,0.38
Netherlands,1937,0.36
Netherlands,1938,0.52
Netherlands,1939,0.53
Netherlands,1940,0.45
Netherlands,1941,0.48
Netherlands,1942,0.67
Netherlands,1946,0.784609
Netherlands,1947,0.576339
Netherlands,1948,0.380815
Netherlands,1949,0.273169
Netherlands,1950,0.35
Netherlands,1951,0.34
Netherlands,1952,0.33
Netherlands,1953,0.29
Netherlands,1954,0.27
Netherlands,1955,0.27
Netherlands,1956,0.16
Netherlands,1957,0.31
Netherlands,1958,0.32
Netherlands,1959,0.34
Netherlands,1960,0.3
Netherlands,1961,0.35
Netherlands,1962,0.23
Netherlands,1963,0.37
Netherlands,1964,0.37
Netherlands,1965,0.3
Netherlands,1966,0.41
Netherlands,1967,0.45
Netherlands,1968,0.39
Netherlands,1969,0.52
Netherlands,1970,0.5
Netherlands,1971,0.56
Netherlands,1972,0.54
Netherlands,1973,0.61
Netherlands,1974,0.81
Netherlands,1975,0.69
Netherlands,1976,0.82
Netherlands,1977,0.82
Netherlands,1978,0.8
Netherlands,1979,0.85
Netherlands,1980,0.78
Netherlands,1981,0.81
Netherlands,1982,0.85
Netherlands,1983,0.94
Netherlands,1984,0.95
Netherlands,1985,0.87
Netherlands,1986,1.04
Netherlands,1987,0.93
Netherlands,1988,0.89
Netherlands,1989,0.99
Netherlands,1990,0.9
Netherlands,1991,1.2
Netherlands,1992,1.3
Netherlands,1993,1.3
Netherlands,1994,1.1
Netherlands,1995,1.2
Netherlands,1996,1.4
Netherlands,1997,1.3
Netherlands,1998,1.1
Netherlands,1999,1.3
Netherlands,2000,1.1
Netherlands,2001,1.26
Netherlands,2002,1.21
Netherlands,2003,1.25
Netherlands,2004,1.17
Netherlands,2005,1.07
Netherlands,2006,0.78
Netherlands,2007,0.87
Netherlands,2008,0.91
Netherlands,2009,0.93
Netherlands,2010,0.87
New Zealand,1920,1.97
New Zealand,1921,1.29
New Zealand,1923,1.23
New Zealand,1924,1.21
New Zealand,1928,0.56
New Zealand,1929,0.56
New Zealand,1930,1.64
New Zealand,1931,2.17
New Zealand,1932,2.15
New Zealand,1933,1.06
New Zealand,1934,0.53
New Zealand,1935,0.52
New Zealand,1936,0.52
New Zealand,1938,1.02
New Zealand,1939,0.5
New Zealand,1940,0.5
New Zealand,1941,0.5
New Zealand,1942,1
New Zealand,1943,1
New Zealand,1945,1.93
New Zealand,1946,0.93
New Zealand,1947,1.82
New Zealand,1948,2.67
New Zealand,1949,1.31
New Zealand,1950,1.05
New Zealand,1951,1.18
New Zealand,1952,1
New Zealand,1953,0.83
New Zealand,1954,0.86
New Zealand,1955,1.08
New Zealand,1956,0.5
New Zealand,1957,0.67
New Zealand,1958,1.05
New Zealand,1959,1.08
New Zealand,1960,1.01
New Zealand,1961,1.03
New Zealand,1962,0.77
New Zealand,1963,0.59
New Zealand,1964,1.28
New Zealand,1965,1.1
New Zealand,1966,0.75
New Zealand,1967,1.37
New Zealand,1968,0.73
New Zealand,1969,1.12
New Zealand,1970,1.24
New Zealand,1971,0.87
New Zealand,1972,1.02
New Zealand,1973,0.84
New Zealand,1974,1.45
New Zealand,1975,1.07
New Zealand,1976,1.09
New Zealand,1977,1.76
New Zealand,1978,1.85
New Zealand,1979,1.57
New Zealand,1980,1.28
New Zealand,1981,1.33
New Zealand,1982,1.29
New Zealand,1983,1.58
New Zealand,1984,1.17
New Zealand,1985,2.01
New Zealand,1986,1.97
New Zealand,1987,1.97
New Zealand,1988,1.75
New Zealand,1989,2.16
New Zealand,1990,2.3
New Zealand,1991,2
New Zealand,1992,2.4
New Zealand,1993,1.5
New Zealand,1994,1.94
New Zealand,1995,1.23
New Zealand,1996,1.83
New Zealand,1997,1.8
New Zealand,1998,1.5
New Zealand,1999,1.4
New Zealand,2000,1.43
New Zealand,2001,1.37
New Zealand,2002,1.75
New Zealand,2003,1.4
New Zealand,2004,1.15
New Zealand,2005,1.71
New Zealand,2006,1.53
New Zealand,2007,1.27
New Zealand,2008,1.24
Nicaragua,1959,22.48
Nicaragua,1961,13.72
Nicaragua,1962,18.67
Nicaragua,1963,17.77
Nicaragua,1964,20.59
Nicaragua,1965,20.42
Nicaragua,1968,25.03
Nicaragua,1969,31.19
Nicaragua,1973,20.42
Nicaragua,1974,19.66
Nicaragua,1975,16.74
Nicaragua,1976,12.49
Nicaragua,1977,27.13
Nicaragua,1978,9.93
Nicaragua,1988,4.44
Nicaragua,1989,4.2
Nicaragua,1990,4.3
Nicaragua,1991,5.4
Nicaragua,1992,5.34
Nicaragua,1993,4.87
Nicaragua,1994,5.28
Nicaragua,1996,5.99
Nicaragua,1997,5.89
Nicaragua,1998,5.24
Nicaragua,1999,6.23
Nicaragua,2000,6.62
Nicaragua,2001,7.1
Nicaragua,2002,6.68
Nicaragua,2003,9.24
Nicaragua,2004,9.94
Nicaragua,2005,10.45
Nicaragua,2006,10.45
Nicaragua,2007,8.36
Nicaragua,2008,9.9
Nicaragua,2009,8.67
Nicaragua,2010,6.07
Niger,2004,20.2
Niger,2008,3.8
Nigeria,1995,1.4
Nigeria,1996,1.4
Nigeria,1997,1.5
Nigeria,1998,1.4
Nigeria,1999,1.4
Nigeria,2000,1
Nigeria,2001,1.7
Nigeria,2002,1.6
Nigeria,2003,1.6
Nigeria,2004,1.9
Nigeria,2005,1.5
Nigeria,2006,1.4
Nigeria,2007,1.3
Nigeria,2008,1.3
Norway,1870,0.9
Norway,1871,0.9
Norway,1872,0.9
Norway,1873,0.9
Norway,1874,0.9
Norway,1875,0.9
Norway,1876,0.9
Norway,1877,0.9
Norway,1878,0.9
Norway,1879,0.9
Norway,1880,0.9
Norway,1881,0.9
Norway,1882,0.9
Norway,1883,0.9
Norway,1884,0.9
Norway,1885,0.9
Norway,1886,0.9
Norway,1887,0.9
Norway,1888,0.9
Norway,1889,0.9
Norway,1890,0.9
Norway,1891,0.9
Norway,1892,0.9
Norway,1893,0.9
Norway,1894,0.9
Norway,1895,0.9
Norway,1896,0.9
Norway,1897,0.9
Norway,1898,0.9
Norway,1899,0.9
Norway,1900,0.8
Norway,1901,0.8
Norway,1902,0.8
Norway,1903,0.8
Norway,1904,0.8
Norway,1905,0.8
Norway,1906,0.8
Norway,1907,0.8
Norway,1908,0.8
Norway,1909,0.8
Norway,1910,0.8
Norway,1911,0.8
Norway,1912,0.8
Norway,1913,0.8
Norway,1914,0.8
Norway,1915,0.8
Norway,1916,0.8
Norway,1917,0.8
Norway,1918,0.8
Norway,1919,0.8
Norway,1920,0.8
Norway,1921,0.8
Norway,1922,0.8
Norway,1923,0.8
Norway,1924,0.8
Norway,1925,0.8
Norway,1926,0.8
Norway,1927,0.8
Norway,1928,0.8
Norway,1929,0.8
Norway,1930,0.6
Norway,1931,0.6
Norway,1932,0.6
Norway,1933,0.6
Norway,1934,0.6
Norway,1935,0.6
Norway,1936,0.6
Norway,1937,0.6
Norway,1938,0.6
Norway,1939,0.6
Norway,1940,0.6
Norway,1941,0.6
Norway,1942,0.6
Norway,1943,0.6
Norway,1944,0.6
Norway,1945,0.6
Norway,1946,0.6
Norway,1947,0.6
Norway,1948,0.6
Norway,1949,0.6
Norway,1950,0.4
Norway,1951,0.33
Norway,1952,0.36
Norway,1953,0.36
Norway,1954,0.35
Norway,1955,0.26
Norway,1956,0.37
Norway,1957,0.54
Norway,1958,0.54
Norway,1959,0.45
Norway,1960,0.42
Norway,1961,0.44
Norway,1962,0.44
Norway,1963,0.65
Norway,1964,0.51
Norway,1965,0.53
Norway,1966,0.43
Norway,1967,0.45
Norway,1968,0.6
Norway,1969,0.7
Norway,1970,0.62
Norway,1971,0.56
Norway,1972,0.74
Norway,1973,0.76
Norway,1974,0.63
Norway,1975,0.7
Norway,1976,0.75
Norway,1977,0.82
Norway,1978,0.74
Norway,1979,0.93
Norway,1980,1.13
Norway,1981,1.3
Norway,1982,1.02
Norway,1983,1.24
Norway,1984,1.09
Norway,1985,0.96
Norway,1986,1.56
Norway,1987,1.43
Norway,1988,1.16
Norway,1989,1.3
Norway,1990,1.16
Norway,1991,1.55
Norway,1992,1.1
Norway,1993,0.97
Norway,1994,0.78
Norway,1995,1.03
Norway,1996,1.07
Norway,1997,0.93
Norway,1998,0.97
Norway,1999,0.85
Norway,2000,1.19
Norway,2001,0.73
Norway,2002,0.86
Norway,2003,1.05
Norway,2004,0.85
Norway,2005,0.63
Norway,2006,0.97
Norway,2007,0.7
Norway,2008,0.57
Norway,2009,0.64
Norway,2010,0.67
Oman,2004,2.1
Oman,2008,2.2
Pakistan,1996,6.9
Pakistan,1997,6.9
Pakistan,1998,7.4
Pakistan,1999,6.6
Pakistan,2000,6.2
Pakistan,2001,6.5
Pakistan,2002,6.2
Pakistan,2003,6.1
Pakistan,2004,6.2
Pakistan,2005,6.1
Pakistan,2006,6.2
Pakistan,2007,6.4
Pakistan,2008,7.2
Pakistan,2009,7.3
Palestine,1995,1.2
Palestine,1996,4.4
Palestine,1997,1.6
Palestine,1998,1.5
Palestine,1999,1.7
Palestine,2003,2.7
Palestine,2004,4.2
Palestine,2005,4.1
Panama,1995,14.1
Panama,1996,9.1
Panama,1997,11.3
Panama,1998,9.9
Panama,1999,9.8
Panama,2000,10.1
Panama,2001,10.1
Panama,2002,12.3
Panama,2003,10.8
Panama,2004,9.7
Panama,2005,11.3
Panama,2006,11
Panama,2007,13.4
Panama,2008,19.5
Panama,2009,24.2
Panama,2010,21.7
Paraguay,1961,8.79
Paraguay,1962,7.52
Paraguay,1963,7.37
Paraguay,1965,8.69
Paraguay,1966,7.74
Paraguay,1967,7.06
Paraguay,1968,7.21
Paraguay,1969,8.18
Paraguay,1970,7.65
Paraguay,1971,6.41
Paraguay,1972,7.29
Paraguay,1973,8.21
Paraguay,1974,8.38
Paraguay,1975,7.67
Paraguay,1976,7.03
Paraguay,1977,6.58
Paraguay,1978,7.07
Paraguay,1994,9.79
Paraguay,1995,10.73
Paraguay,1996,12.32
Paraguay,1997,10.24
Paraguay,1998,10.65
Paraguay,1999,10.21
Paraguay,2000,12.56
Paraguay,2001,12.49
Paraguay,2002,11.85
Paraguay,2003,12.71
Paraguay,2004,13.17
Paraguay,2005,11.93
Paraguay,2006,10.93
Paraguay,2007,9.8
Paraguay,2008,9.69
Paraguay,2009,10.47
Peru,1966,1.71
Peru,1967,2.17
Peru,1968,1.94
Peru,1969,1.67
Peru,1970,1.73
Peru,1971,1.87
Peru,1972,1.32
Peru,1973,1.62
Peru,1977,1.05
Peru,1978,1.46
Peru,1983,2.18
Peru,1986,2.94
Peru,1987,3.07
Peru,1988,2.72
Peru,1989,3.74
Peru,1990,4.64
Peru,1991,3
Peru,1992,6.41
Peru,1994,3.63
Peru,1995,3.34
Peru,1996,2.64
Peru,1997,2.36
Peru,1998,3.05
Peru,1999,1.37
Peru,2000,1.75
Peru,2001,1.47
Peru,2002,1.36
Peru,2003,1.48
Peru,2004,1.75
Peru,2005,1.77
Peru,2006,1.48
Peru,2007,1.63
Philippines,1952,3
Philippines,1998,8
Philippines,1999,7.5
Philippines,2000,7.4
Philippines,2001,7.4
Philippines,2002,8.1
Philippines,2003,7.8
Philippines,2004,7.6
Philippines,2005,7.5
Philippines,2006,7.1
Philippines,2007,6.7
Philippines,2008,6.5
Philippines,2009,5.4
Poland,1959,1.11
Poland,1960,0.97
Poland,1961,1.11
Poland,1962,1.08
Poland,1963,0.85
Poland,1964,0.77
Poland,1965,0.83
Poland,1966,0.97
Poland,1967,0.96
Poland,1968,0.93
Poland,1969,1.05
Poland,1970,1.08
Poland,1971,1.12
Poland,1972,0.91
Poland,1973,0.98
Poland,1974,0.87
Poland,1975,1.04
Poland,1976,1.21
Poland,1977,1.31
Poland,1978,1.27
Poland,1979,1.02
Poland,1983,1.48
Poland,1984,1.81
Poland,1985,1.57
Poland,1986,1.59
Poland,1987,1.71
Poland,1988,1.75
Poland,1989,2.06
Poland,1990,1.9
Poland,1991,2.5
Poland,1992,2.6
Poland,1993,2.9
Poland,1994,3
Poland,1995,2.9
Poland,1996,2.9
Poland,1997,2.8
Poland,1998,2.8
Poland,1999,2.3
Poland,2000,2.07
Poland,2001,1.72
Poland,2002,1.78
Poland,2003,1.55
Poland,2004,1.51
Poland,2005,1.46
Poland,2006,1.49
Poland,2007,1.3
Poland,2008,1.27
Poland,2009,1.08
Portugal,1955,1.37
Portugal,1956,1.54
Portugal,1957,1.32
Portugal,1958,1.04
Portugal,1959,0.85
Portugal,1960,0.92
Portugal,1961,1.44
Portugal,1962,0.96
Portugal,1963,1.02
Portugal,1964,1.22
Portugal,1965,1
Portugal,1966,0.93
Portugal,1967,1.4
Portugal,1968,0.89
Portugal,1969,0.93
Portugal,1970,0.79
Portugal,1971,1.18
Portugal,1972,0.71
Portugal,1973,0.78
Portugal,1974,1.3
Portugal,1975,1.93
Portugal,1976,1.76
Portugal,1977,1.72
Portugal,1978,1.55
Portugal,1979,1.59
Portugal,1980,1.27
Portugal,1981,1.19
Portugal,1982,1.27
Portugal,1983,1.53
Portugal,1984,1.71
Portugal,1985,1.44
Portugal,1986,1.39
Portugal,1987,1.28
Portugal,1988,1.39
Portugal,1989,1.53
Portugal,1990,1.7
Portugal,1991,1.6
Portugal,1992,1.5
Portugal,1993,1.5
Portugal,1994,1.5
Portugal,1995,1.7
Portugal,1996,1.32
Portugal,1997,1.26
Portugal,1998,1.29
Portugal,1999,1.16
Portugal,2000,0.95
Portugal,2001,1.24
Portugal,2002,1.76
Portugal,2003,1.62
Portugal,2004,0.96
Portugal,2005,1.3
Portugal,2006,1.5
Portugal,2007,1.04
Portugal,2008,1.39
Portugal,2009,0.97
Puerto Rico,1900,5.78
Puerto Rico,1901,4.17
Puerto Rico,1902,7.81
Puerto Rico,1904,7.88
Puerto Rico,1906,2.84
Puerto Rico,1907,1.96
Puerto Rico,1910,4.47
Puerto Rico,1911,6.34
Puerto Rico,1912,8.32
Puerto Rico,1913,5.97
Puerto Rico,1914,6.47
Puerto Rico,1915,5.54
Puerto Rico,1916,5.22
Puerto Rico,1917,4.5
Puerto Rico,1918,4.91
Puerto Rico,1919,2.73
Puerto Rico,1920,8.31
Puerto Rico,1921,10.12
Puerto Rico,1922,2.97
Puerto Rico,1923,7.72
Puerto Rico,1924,7.23
Puerto Rico,1925,5.2
Puerto Rico,1926,5.26
Puerto Rico,1927,8.02
Puerto Rico,1928,9.7
Puerto Rico,1929,11.12
Puerto Rico,1930,11.21
Puerto Rico,1931,13.45
Puerto Rico,1932,14.73
Puerto Rico,1933,14.98
Puerto Rico,1934,18.16
Puerto Rico,1935,19.8
Puerto Rico,1936,16.91
Puerto Rico,1937,14.56
Puerto Rico,1938,13.58
Puerto Rico,1939,12.47
Puerto Rico,1940,11.93
Puerto Rico,1941,15.13
Puerto Rico,1942,27.09
Puerto Rico,1943,14.2
Puerto Rico,1944,17.75
Puerto Rico,1945,17.3
Puerto Rico,1946,14.9
Puerto Rico,1947,14.47
Puerto Rico,1948,14.47
Puerto Rico,1949,13.41
Puerto Rico,1950,10.78
Puerto Rico,1951,6.67
Puerto Rico,1952,6.56
Puerto Rico,1953,7.21
Puerto Rico,1954,7.27
Puerto Rico,1955,7.24
Puerto Rico,1956,6.36
Puerto Rico,1957,5.49
Puerto Rico,1958,5.31
Puerto Rico,1959,5.94
Puerto Rico,1960,7.12
Puerto Rico,1961,7.12
Puerto Rico,1962,8.78
Puerto Rico,1963,8.65
Puerto Rico,1964,9.29
Puerto Rico,1965,8.05
Puerto Rico,1966,7.69
Puerto Rico,1967,6.98
Puerto Rico,1968,7.67
Puerto Rico,1969,6.72
Puerto Rico,1970,7.05
Puerto Rico,1971,10.23
Puerto Rico,1972,11.2
Puerto Rico,1973,14.7
Puerto Rico,1974,17.98
Puerto Rico,1975,17
Puerto Rico,1976,14.67
Puerto Rico,1977,15.16
Puerto Rico,1978,15.55
Puerto Rico,1979,15.03
Puerto Rico,1980,14.7
Puerto Rico,1981,16.12
Puerto Rico,1982,14.79
Puerto Rico,1983,12.7
Puerto Rico,1984,14.42
Puerto Rico,1985,16.91
Puerto Rico,1986,21.07
Puerto Rico,1987,14.78
Puerto Rico,1988,17.15
Puerto Rico,1989,13.32
Puerto Rico,1990,16.96
Puerto Rico,1991,22.94
Puerto Rico,1992,24.1
Puerto Rico,1993,26.39
Puerto Rico,1994,27.27
Puerto Rico,1995,23.46
Puerto Rico,1996,23.3
Puerto Rico,1997,19.26
Puerto Rico,1998,17.24
Puerto Rico,1999,15.6
Puerto Rico,2000,18.22
Puerto Rico,2001,19.6
Puerto Rico,2002,20.5
Puerto Rico,2003,20.7
Puerto Rico,2004,21
Puerto Rico,2005,20.4
Puerto Rico,2006,19.8
Puerto Rico,2007,19.4
Puerto Rico,2008,21.5
Puerto Rico,2009,23.8
Puerto Rico,2010,26.2
Qatar,1995,0
Qatar,2004,0.8
Qatar,2008,0.6
Romania,1989,3.87
Romania,1990,5.3
Romania,1991,4.5
Romania,1992,4.9
Romania,1993,4.3
Romania,1994,4.4
Romania,1995,4.1
Romania,1996,3.8
Romania,1997,3.8
Romania,1998,3.4
Romania,1999,3.6
Romania,2000,3.58
Romania,2001,3.45
Romania,2002,3.69
Romania,2003,3.87
Romania,2004,3.19
Romania,2005,2.59
Romania,2006,2.3
Romania,2007,2.08
Romania,2008,2.45
Romania,2009,2.35
Saint Kitts and Nevis,1961,4.08
Saint Kitts and Nevis,1962,0
Saint Kitts and Nevis,1963,0
Saint Kitts and Nevis,1965,0
Saint Kitts and Nevis,1966,4.08
Saint Kitts and Nevis,1967,4.26
Saint Kitts and Nevis,1969,0
Saint Kitts and Nevis,1970,0
Saint Kitts and Nevis,1971,0
Saint Kitts and Nevis,1972,0
Saint Kitts and Nevis,1973,0
Saint Kitts and Nevis,1974,0
Saint Kitts and Nevis,1975,0
Saint Kitts and Nevis,1976,0
Saint Kitts and Nevis,1977,0
Saint Kitts and Nevis,1978,0
Saint Kitts and Nevis,1979,0
Saint Kitts and Nevis,1980,2.54
Saint Kitts and Nevis,1981,0
Saint Kitts and Nevis,1982,0
Saint Kitts and Nevis,1983,0
Saint Kitts and Nevis,1984,0
Saint Kitts and Nevis,1985,2.17
Saint Kitts and Nevis,1986,0
Saint Kitts and Nevis,1987,2.42
Saint Kitts and Nevis,1988,7.33
Saint Kitts and Nevis,1989,7.37
Saint Kitts and Nevis,1990,9.03
Saint Kitts and Nevis,1991,6.76
Saint Kitts and Nevis,1992,2.25
Saint Kitts and Nevis,1993,4.78
Saint Kitts and Nevis,1994,16.48
Saint Kitts and Nevis,1995,13.92
Saint Kitts and Nevis,1996,6.87
Saint Kitts and Nevis,1997,15.81
Saint Kitts and Nevis,1998,2.23
Saint Kitts and Nevis,1999,11
Saint Kitts and Nevis,2000,0
Saint Kitts and Nevis,2001,12.86
Saint Kitts and Nevis,2002,10.58
Saint Kitts and Nevis,2003,20.88
Saint Kitts and Nevis,2004,18.55
Saint Kitts and Nevis,2005,0
Saint Kitts and Nevis,2006,2.56
Saint Kitts and Nevis,2007,10.17
Saint Kitts and Nevis,2008,32.65
Saint Lucia,1968,0
Saint Lucia,1969,0
Saint Lucia,1970,0
Saint Lucia,1971,0
Saint Lucia,1972,0
Saint Lucia,1973,1.87
Saint Lucia,1974,0
Saint Lucia,1975,0
Saint Lucia,1976,0
Saint Lucia,1977,0
Saint Lucia,1978,0
Saint Lucia,1979,0.85
Saint Lucia,1980,0
Saint Lucia,1981,1.64
Saint Lucia,1983,3.83
Saint Lucia,1986,3.88
Saint Lucia,1987,2.29
Saint Lucia,1988,8.27
Saint Lucia,1989,5.16
Saint Lucia,1990,10.17
Saint Lucia,1991,7.16
Saint Lucia,1992,9.9
Saint Lucia,1993,5.59
Saint Lucia,1994,6.91
Saint Lucia,1995,10.95
Saint Lucia,1996,8.14
Saint Lucia,1997,8.74
Saint Lucia,1998,9.33
Saint Lucia,1999,10.58
Saint Lucia,2000,18.34
Saint Lucia,2001,16.86
Saint Lucia,2002,24.38
Saint Lucia,2003,21
Saint Lucia,2004,23.2
Saint Lucia,2005,17.6
Saint Lucia,2006,6.53
Saint Vincent and the Grenadines,1970,0
Saint Vincent and the Grenadines,1971,1.11
Saint Vincent and the Grenadines,1972,0
Saint Vincent and the Grenadines,1974,3.16
Saint Vincent and the Grenadines,1977,0
Saint Vincent and the Grenadines,1978,6.06
Saint Vincent and the Grenadines,1979,2
Saint Vincent and the Grenadines,1982,0
Saint Vincent and the Grenadines,1983,0
Saint Vincent and the Grenadines,1984,0.97
Saint Vincent and the Grenadines,1985,7.71
Saint Vincent and the Grenadines,1986,8.57
Saint Vincent and the Grenadines,1987,0
Saint Vincent and the Grenadines,1990,0.91
Saint Vincent and the Grenadines,1995,12.39
Saint Vincent and the Grenadines,1996,7.92
Saint Vincent and the Grenadines,1997,3.5
Saint Vincent and the Grenadines,1998,17.43
Saint Vincent and the Grenadines,1999,10.4
Saint Vincent and the Grenadines,2000,12.94
Saint Vincent and the Grenadines,2001,10.29
Saint Vincent and the Grenadines,2002,12.8
Saint Vincent and the Grenadines,2003,8.49
Saint Vincent and the Grenadines,2004,26.7
Saint Vincent and the Grenadines,2005,22.1
Saint Vincent and the Grenadines,2006,11.9
