Entity,Year,CO2 emissions transfers (Global Carbon Project (2014))
Trinidad and Tobago,2012,-23.26485575
Trinidad and Tobago,2013,-21.37440903
Trinidad and Tobago,2014,-18.53687254
Tunisia,1990,3.099858356
Tunisia,1991,1.885996664
Tunisia,1992,6.662572522
Tunisia,1993,3.625342534
Tunisia,1994,2.107441332
Tunisia,1995,2.486358154
Tunisia,1996,2.347738292
Tunisia,1997,3.177934682
Tunisia,1998,0.848218976
Tunisia,1999,0.805412537
Tunisia,2000,2.328279026
Tunisia,2001,0.219647431
Tunisia,2002,0.70798445
Tunisia,2003,-0.447930272
Tunisia,2004,-0.665714426
Tunisia,2005,-1.640065999
Tunisia,2006,-0.978405608
Tunisia,2007,-2.15891355
Tunisia,2008,-0.968292234
Tunisia,2009,-1.28303286
Tunisia,2010,-2.048544294
Tunisia,2011,-1.348953872
Tunisia,2012,-2.779399086
Tunisia,2013,-1.427164123
Tunisia,2014,-2.389801172
Turkey,1990,64.75050405
Turkey,1991,55.93543798
Turkey,1992,84.91159836
Turkey,1993,59.53228778
Turkey,1994,39.88391797
Turkey,1995,41.43124078
Turkey,1996,9.997137673
Turkey,1997,10.30135474
Turkey,1998,13.92136933
Turkey,1999,16.5073103
Turkey,2000,29.65046385
Turkey,2001,-6.578750911
Turkey,2002,8.221378469
Turkey,2003,13.04139633
Turkey,2004,28.85625192
Turkey,2005,36.33159714
Turkey,2006,36.20089132
Turkey,2007,48.69287133
Turkey,2008,46.65639765
Turkey,2009,23.43304046
Turkey,2010,51.54242541
Turkey,2011,47.11451184
Turkey,2012,36.90053988
Turkey,2013,45.824249
Turkey,2014,31.41828745
Uganda,1990,0.823027937
Uganda,1991,0.835278093
Uganda,1992,0.87896105
Uganda,1993,1.062201057
Uganda,1994,1.09534727
Uganda,1995,1.132720276
Uganda,1996,0.685559747
Uganda,1997,0.806630341
Uganda,1998,1.411310717
Uganda,1999,1.469376769
Uganda,2000,0.944810192
Uganda,2001,1.368714309
Uganda,2002,1.005413493
Uganda,2003,1.383250175
Uganda,2004,1.397268342
Uganda,2005,1.500432226
Uganda,2006,1.898306271
Uganda,2007,1.720422849
Uganda,2008,2.112632877
Uganda,2009,2.471139169
Uganda,2010,2.403992043
Uganda,2011,2.332489384
Uganda,2012,2.668942141
Uganda,2013,2.475257062
Uganda,2014,2.51692253
Ukraine,1990,-196.9271288
Ukraine,1991,-169.9675381
Ukraine,1992,-143.1298939
Ukraine,1993,-131.6001752
Ukraine,1994,-139.5412782
Ukraine,1995,-164.1508476
Ukraine,1996,-64.14686309
Ukraine,1997,-63.21507555
Ukraine,1998,-76.76063482
Ukraine,1999,-53.248192
Ukraine,2000,-63.95358668
Ukraine,2001,-42.01305497
Ukraine,2002,-36.8532254
Ukraine,2003,-67.68120484
Ukraine,2004,-84.68103079
Ukraine,2005,-61.87257709
Ukraine,2006,-70.11278918
Ukraine,2007,-55.75792154
Ukraine,2008,-43.45662719
Ukraine,2009,-36.91589526
Ukraine,2010,-42.51448799
Ukraine,2011,-38.27925914
Ukraine,2012,-34.21991502
Ukraine,2013,-29.16800446
Ukraine,2014,-25.50853003
United Arab Emirates,1990,1.337960267
United Arab Emirates,1991,1.136575643
United Arab Emirates,1992,2.222937571
United Arab Emirates,1993,0.36327298
United Arab Emirates,1994,1.249959962
United Arab Emirates,1995,3.469456321
United Arab Emirates,1996,12.35337696
United Arab Emirates,1997,13.40167499
United Arab Emirates,1998,8.032266994
United Arab Emirates,1999,-6.14953509
United Arab Emirates,2000,-21.84716842
United Arab Emirates,2001,6.441085559
United Arab Emirates,2002,14.1499876
United Arab Emirates,2003,27.71612541
United Arab Emirates,2004,39.47624054
United Arab Emirates,2005,55.85776393
United Arab Emirates,2006,54.5326222
United Arab Emirates,2007,78.59149332
United Arab Emirates,2008,99.79598281
United Arab Emirates,2009,36.69359861
United Arab Emirates,2010,42.05938296
United Arab Emirates,2011,55.90057246
United Arab Emirates,2012,45.98524621
United Arab Emirates,2013,51.14177211
United Arab Emirates,2014,51.37592828
United Kingdom,1990,66.73010082
United Kingdom,1991,65.60486088
United Kingdom,1992,98.57692726
United Kingdom,1993,76.96814062
United Kingdom,1994,74.84061967
United Kingdom,1995,78.23505941
United Kingdom,1996,85.91747544
United Kingdom,1997,108.1801002
United Kingdom,1998,130.1345569
United Kingdom,1999,117.9829378
United Kingdom,2000,121.4758017
United Kingdom,2001,119.4933802
United Kingdom,2002,131.1950496
United Kingdom,2003,143.7446571
United Kingdom,2004,169.2333936
United Kingdom,2005,162.9705033
United Kingdom,2006,183.520287
United Kingdom,2007,204.6849102
United Kingdom,2008,174.4151213
United Kingdom,2009,169.8972993
United Kingdom,2010,178.6582602
United Kingdom,2011,168.1186471
United Kingdom,2012,160.5363092
United Kingdom,2013,146.2525253
United Kingdom,2014,157.3176901
United States,1990,-72.17796763
United States,1991,-100.9799607
United States,1992,-19.06865876
United States,1993,-61.62722721
United States,1994,-50.72777639
United States,1995,-56.01137112
United States,1996,-74.27957738
United States,1997,-51.17100563
United States,1998,74.89763699
United States,1999,182.3118164
United States,2000,271.7026308
United States,2001,281.5401972
United States,2002,361.5266397
United States,2003,396.5591995
United States,2004,510.1387465
United States,2005,530.5952418
United States,2006,636.9111484
United States,2007,596.7356076
United States,2008,477.0941479
United States,2009,377.3765735
United States,2010,385.7918072
United States,2011,444.9654535
United States,2012,417.2117148
United States,2013,371.0012614
United States,2014,352.4852244
Uruguay,1990,0.931246699
Uruguay,1991,0.897550479
Uruguay,1992,0.983411747
Uruguay,1993,1.194955451
Uruguay,1994,1.355466214
Uruguay,1995,1.439446374
Uruguay,1996,1.86685643
Uruguay,1997,2.476394462
Uruguay,1998,2.84567687
Uruguay,1999,3.022841582
Uruguay,2000,3.011468272
Uruguay,2001,2.47898492
Uruguay,2002,1.582255959
Uruguay,2003,1.914982879
Uruguay,2004,2.011323475
Uruguay,2005,2.484764442
Uruguay,2006,2.300722654
Uruguay,2007,2.810783826
Uruguay,2008,2.783664032
Uruguay,2009,2.135174872
Uruguay,2010,3.949316229
Uruguay,2011,4.0425009
Uruguay,2012,5.033965896
Uruguay,2013,5.331933274
Uruguay,2014,5.201117052
Venezuela,1990,-27.90396506
Venezuela,1991,-17.52466888
Venezuela,1992,-10.59393364
Venezuela,1993,-15.24440563
Venezuela,1994,-20.57814734
Venezuela,1995,-16.69349189
Venezuela,1996,-23.5449596
Venezuela,1997,-14.81482027
Venezuela,1998,-11.68178581
Venezuela,1999,-47.40144646
Venezuela,2000,-54.6047347
Venezuela,2001,-43.47156829
Venezuela,2002,-75.8105555
Venezuela,2003,-52.13184473
Venezuela,2004,-38.37739223
Venezuela,2005,-43.53218127
Venezuela,2006,-51.12724085
Venezuela,2007,-34.88071799
Venezuela,2008,-36.37739668
Venezuela,2009,-3.328999181
Venezuela,2010,-22.30474327
Venezuela,2011,-18.27651767
Venezuela,2012,-10.26758428
Venezuela,2013,-9.421062227
Venezuela,2014,-7.702360712
Vietnam,1990,2.064780132
Vietnam,1991,1.904585237
Vietnam,1992,1.913517232
Vietnam,1993,2.473816398
Vietnam,1994,2.560078217
Vietnam,1995,2.528808934
Vietnam,1996,3.368919007
Vietnam,1997,0.717630148
Vietnam,1998,0.088546547
Vietnam,1999,-4.055070264
Vietnam,2000,-4.72817213
Vietnam,2001,-5.53440911
Vietnam,2002,-5.924180487
Vietnam,2003,7.114197045
Vietnam,2004,6.583036914
Vietnam,2005,6.977446937
Vietnam,2006,11.48099067
Vietnam,2007,18.02499753
Vietnam,2008,19.32593862
Vietnam,2009,17.03844997
Vietnam,2010,17.7427359
Vietnam,2011,12.43689879
Vietnam,2012,14.64695222
Vietnam,2013,39.2861892
Vietnam,2014,29.76082528
Zambia,1990,0.397765009
Zambia,1991,0.650772218
Zambia,1992,0.683104263
Zambia,1993,0.848276481
Zambia,1994,0.959879162
Zambia,1995,1.192998045
Zambia,1996,1.436803072
Zambia,1997,1.804055477
Zambia,1998,1.756434135
Zambia,1999,1.530110449
Zambia,2000,2.234110582
Zambia,2001,2.155308295
Zambia,2002,2.1621116
Zambia,2003,1.969181551
Zambia,2004,1.759479728
Zambia,2005,1.822219946
Zambia,2006,2.723438263
Zambia,2007,3.343955229
Zambia,2008,4.858452307
Zambia,2009,3.661412596
Zambia,2010,3.188959735
Zambia,2011,4.456905442
Zambia,2012,3.453114129
Zambia,2013,4.680490493
Zambia,2014,4.802915743
Zimbabwe,1990,2.595453155
Zimbabwe,1991,2.128418635
Zimbabwe,1992,1.258228471
Zimbabwe,1993,1.156680641
Zimbabwe,1994,0.351171171
Zimbabwe,1995,1.366867533
Zimbabwe,1996,3.887321754
Zimbabwe,1997,1.404406181
Zimbabwe,1998,-0.140510357
Zimbabwe,1999,-1.408106069
Zimbabwe,2000,-1.960157715
Zimbabwe,2001,-1.370359645
Zimbabwe,2002,0.583458774
Zimbabwe,2003,-0.434107157
Zimbabwe,2004,0.236987185
Zimbabwe,2005,-0.44402494
Zimbabwe,2006,0.168526668
Zimbabwe,2007,1.062136181
Zimbabwe,2008,1.590855758
Zimbabwe,2009,1.746396183
Zimbabwe,2010,0.922164338
Zimbabwe,2011,1.291887982
Zimbabwe,2012,1.596082806
Zimbabwe,2013,0.572884513
Zimbabwe,2014,-0.437326253
