Entity,Year,Total government spending (%GDP) (IFPRI (2015) and SPEED),Total government spending (per capita) (IFPRI (2015) and SPEED),Total government spending (regional averages) (IFPRI (2015) and SPEED)
Morocco,2002,31.36,1,
Morocco,2003,29.07,1,
Morocco,2004,29.47,1,
Morocco,2005,34.45,1,
Morocco,2006,31.21,1,
Morocco,2007,32.11,1,
Morocco,2008,33.58,1,
Morocco,2009,33.12,1,
Morocco,2010,33.54,1,
Morocco,2011,35.56,2,
Morocco,2012,37.01,2,
Mozambique,2006,24.87,170.53,
Mozambique,2007,27.28,195.4,
Mozambique,2008,27.3,203.47,
Mozambique,2009,29.72,229.55,
Mozambique,2010,32.71,263.7,
Mozambique,2011,33.68,284.1,
Mozambique,2012,35.05,309.82,
Myanmar,1980,15.85,51.23,
Myanmar,1981,16.43,55.16,
Myanmar,1982,16.87,58.35,
Myanmar,1983,15.93,56.19,
Myanmar,1984,15.88,57.5,
Myanmar,1985,16.1,58.75,
Myanmar,1986,16.59,58.72,
Myanmar,1987,14,46.72,
Myanmar,1988,12.39,35.99,
Myanmar,1989,14.09,41.75,
Myanmar,1990,16.03,48.03,
Myanmar,1991,14.79,43.35,
Myanmar,1992,11.2,35.48,
Myanmar,1993,9.91,32.8,
Myanmar,1994,10.16,35.64,
Myanmar,1995,10.73,39.69,
Myanmar,1996,10.12,39.26,
Myanmar,1997,8.87,35.84,
Myanmar,1998,7.71,32.51,
Myanmar,1999,7.01,32.38,
Myanmar,2000,8.67,45.06,
Myanmar,2001,7.65,43.87,
Myanmar,2002,6.28,40.07,
Myanmar,2003,7.66,55.26,
Myanmar,2004,8.46,68.88,
Myanmar,2005,8.21,75.48,
Myanmar,2006,8.16,84.27,
Myanmar,2007,8.19,94.13,
Myanmar,2008,7.69,96.75,
Myanmar,2009,7.81,107.97,
Myanmar,2010,6.9,104.28,
Namibia,1986,35.33,1,
Namibia,1987,36.78,1,
Namibia,1988,32.42,1,
Namibia,1989,30.25,1,
Namibia,1990,29.25,1,
Namibia,1991,35.84,1,
Namibia,1992,36.17,1,
Namibia,1993,32.02,1,
Namibia,1994,28.83,1,
Namibia,1995,30.95,1,
Namibia,1996,31.78,1,
Namibia,1997,31.5,1,
Namibia,1998,31.79,1,
Namibia,1999,33.07,1,
Namibia,2000,31.89,1,
Namibia,2001,33.53,1,
Namibia,2002,31.94,1,
Namibia,2003,32.78,1,
Namibia,2004,29.13,1,
Namibia,2005,28.35,1,
Namibia,2006,27.34,1,
Namibia,2007,27.61,1,
Namibia,2008,26.72,1,
Namibia,2009,30.66,2,
Namibia,2010,31.76,2,
Namibia,2011,37.82,2,
Nepal,1980,13.32,116.14,
Nepal,1981,13.54,124.98,
Nepal,1982,15.69,146.87,
Nepal,1983,18.9,167.71,
Nepal,1984,17.12,162.75,
Nepal,1985,16.41,161.89,
Nepal,1986,15.79,159.18,
Nepal,1987,16.2,162.48,
Nepal,1988,16.53,174.47,
Nepal,1989,18.16,195.44,
Nepal,1990,16.04,176.34,
Nepal,1991,17.6,200.74,
Nepal,1992,15.66,181.23,
Nepal,1993,15.85,185.61,
Nepal,1994,13.7,169.16,
Nepal,1995,15.4,191.79,
Nepal,1996,16.29,208.27,
Nepal,1997,15.63,205.24,
Nepal,1998,16.09,212.29,
Nepal,1999,14.9,200.78,
Nepal,2000,14.92,208.81,
Nepal,2001,16.74,242.48,
Nepal,2002,15.97,227.38,
Nepal,2003,15.08,219.26,
Nepal,2004,14.6,218.64,
Nepal,2005,15.06,229.27,
Nepal,2006,14.51,225.95,
Nepal,2007,16.02,254.93,
Nepal,2008,16.9,282.13,
Nepal,2009,20.21,348.64,
Nepal,2010,19.5,348.75,
Nepal,2011,19.39,354.46,
Nepal,2012,19.14,362.65,
Netherlands,1980,63.4,14,
Netherlands,1981,65.08,14,
Netherlands,1982,68.53,14,
Netherlands,1983,69.57,15,
Netherlands,1984,68.47,15,
Netherlands,1985,67.29,15,
Netherlands,1986,67.43,15,
Netherlands,1987,69.04,16,
Netherlands,1988,66.03,16,
Netherlands,1989,63.79,16,
Netherlands,1990,64.26,16,
Netherlands,1991,64.83,17,
Netherlands,1992,63.91,17,
Netherlands,1993,64.16,17,
Netherlands,1994,59.68,16,
Netherlands,1995,56.45,16,
Netherlands,1996,49.43,14,
Netherlands,1997,47.54,14,
Netherlands,1998,46.67,14,
Netherlands,1999,46.02,15,
Netherlands,2000,44.17,14,
Netherlands,2001,45.35,15,
Netherlands,2002,46.21,15,
Netherlands,2003,47.1,16,
Netherlands,2004,46.09,15,
Netherlands,2005,44.79,15,
Netherlands,2006,45.54,16,
Netherlands,2007,45.27,16,
Netherlands,2008,46.22,17,
Netherlands,2009,51.42,18,
Netherlands,2010,51.34,18,
Netherlands,2011,49.87,18,
Netherlands,2012,50.4,18,
New Zealand,1980,36.87,6,
New Zealand,1981,38.13,6,
New Zealand,1982,39.28,7,
New Zealand,1983,38.57,7,
New Zealand,1984,39.08,7,
New Zealand,1985,38.4,7,
New Zealand,1986,39.58,7,
New Zealand,1987,43.04,8,
New Zealand,1988,40.99,7,
New Zealand,1989,39.52,7,
New Zealand,1990,39.31,7,
New Zealand,1991,40.3,7,
New Zealand,1992,37.64,6,
New Zealand,1993,35.15,6,
New Zealand,1994,32.75,6,
New Zealand,1995,31.21,6,
New Zealand,1996,31.06,6,
New Zealand,1997,36.22,7,
New Zealand,1998,36.69,7,
New Zealand,1999,35.56,7,
New Zealand,2000,34.65,7,
New Zealand,2001,34.32,7,
New Zealand,2002,35.45,8,
New Zealand,2003,36.5,8,
New Zealand,2004,26.99,6,
New Zealand,2005,27.28,6,
New Zealand,2006,37.87,9,
New Zealand,2007,37.35,9,
New Zealand,2008,40.87,10,
New Zealand,2009,43.96,11,
New Zealand,2010,40.7,10,
New Zealand,2011,48.4,12,
New Zealand,2012,43.87,11,
Niger,1980,16.09,182.18,
Niger,1981,18.93,209.7,
Niger,1982,13.51,147.93,
Niger,1983,17.18,174.31,
Niger,1984,17.55,144.03,
Niger,1985,18.29,157.23,
Niger,1986,20.11,165.02,
Niger,1987,21.14,166.27,
Niger,1988,20.12,163.18,
Niger,1989,20.81,162.63,
Niger,1990,21.41,161.07,
Niger,1991,15.91,116.38,
Niger,1992,16.04,113.72,
Niger,1993,16.19,112.09,
Niger,1994,20.15,138.35,
Niger,1995,16.87,115.51,
Niger,1996,13.65,94.76,
Niger,1997,16.76,112.83,
Niger,1998,17.93,131.13,
Niger,1999,18.3,130.37,
Niger,2000,17.51,117.14,
Niger,2001,18.62,129.15,
Niger,2002,19.15,134.88,
Niger,2003,17.98,126.28,
Niger,2004,19.59,131.54,
Niger,2005,20.17,140.28,
Niger,2006,19.74,139.96,
Niger,2007,21.75,153.22,
Niger,2008,23.69,176.19,
Niger,2009,24.85,176.76,
Niger,2010,22.68,168.31,
Niger,2011,27.92,204.01,
Niger,2012,28.68,223.56,
Nigeria,1980,30.4,1,
Nigeria,1981,22.06,705.28,
Nigeria,1982,25.17,775.71,
Nigeria,1983,19.94,568.95,
Nigeria,1984,16.26,443.3,
Nigeria,1985,19.16,551.45,
Nigeria,1986,17.55,448.84,
Nigeria,1987,18.23,405.49,
Nigeria,1988,17.57,409.25,
Nigeria,1989,14.14,341.63,
Nigeria,1990,16.08,426.94,
Nigeria,1991,14.54,373.9,
Nigeria,1992,12.42,312.96,
Nigeria,1993,21.72,544.65,
Nigeria,1994,12.79,315.81,
Nigeria,1995,8.57,205.76,
Nigeria,1996,6.16,151.47,
Nigeria,1997,26.71,658.16,
Nigeria,1998,12.91,318.61,
Nigeria,1999,17.71,428.46,
Nigeria,2000,16.23,403.24,
Nigeria,2001,20.74,540.79,
Nigeria,2002,14.28,440.8,
Nigeria,2003,14.02,465.07,
Nigeria,2004,12.22,436.31,
Nigeria,2005,13.1,485.53,
Nigeria,2006,9.87,377.84,
Nigeria,2007,11.81,468.47,
Nigeria,2008,11.68,479.16,
Nigeria,2009,12.35,527.42,
Nigeria,2010,11.15,499.48,
Nigeria,2011,11.13,518.22,
Nigeria,2012,10.2,491.88,
Norway,1980,48.58,12,
Norway,1981,48.48,12,
Norway,1982,49.29,13,
Norway,1983,49.24,13,
Norway,1984,47.71,13,
Norway,1985,47.18,14,
Norway,1986,50.83,16,
Norway,1987,52.45,16,
Norway,1988,54.64,17,
Norway,1989,55.69,17,
Norway,1990,53.31,17,
Norway,1991,54.52,18,
Norway,1992,55.78,19,
Norway,1993,54.61,19,
Norway,1994,53.74,19,
Norway,1995,50.94,19,
Norway,1996,48.5,19,
Norway,1997,46.83,19,
Norway,1998,49.08,20,
Norway,1999,47.69,20,
Norway,2000,42.3,18,
Norway,2001,44.11,19,
Norway,2002,47.06,21,
Norway,2003,48.16,21,
Norway,2004,45.13,21,
Norway,2005,41.8,19,
Norway,2006,40.04,19,
Norway,2007,40.34,19,
Norway,2008,39.77,19,
Norway,2009,46.22,21,
Norway,2010,45.17,21,
Norway,2011,43.95,20,
Norway,2012,43.37,20,
Oman,1980,35.35,7,
Oman,1981,37.8,8,
Oman,1982,41.21,9,
Oman,1983,43.3,10,
Oman,1984,44.99,12,
Oman,1985,47.34,13,
Oman,1986,49.43,14,
Oman,1987,39.57,10,
Oman,1988,42.25,11,
Oman,1989,39.53,10,
Oman,1990,35.6,9,
Oman,1991,36.24,10,
Oman,1992,39.94,11,
Oman,1993,39.3,11,
Oman,1994,38.78,11,
Oman,1995,37.47,11,
Oman,1996,32.29,9,
Oman,1997,30.4,10,
Oman,1998,33.94,11,
Oman,1999,31.05,10,
Oman,2000,28.74,10,
Oman,2001,30.42,11,
Oman,2002,35.08,12,
Oman,2003,37.94,13,
Oman,2004,39.5,13,
Oman,2005,34.38,12,
Oman,2006,34.2,12,
Oman,2007,35.55,13,
Oman,2008,31.98,14,
Oman,2009,39.24,17,
Oman,2010,34.61,15,
Oman,2011,38.04,16,
Oman,2012,42.96,17,
Pakistan,1980,13.39,290.35,
Pakistan,1981,14.65,328.35,
Pakistan,1982,13.03,300.82,
Pakistan,1983,14.78,352,
Pakistan,1984,15.02,363.34,
Pakistan,1985,15.13,380.74,
Pakistan,1986,17.82,457.44,
Pakistan,1987,17.04,450.67,
Pakistan,1988,17.87,492.51,
Pakistan,1989,18.98,532.5,
Pakistan,1990,17.13,487.27,
Pakistan,1991,17.82,518,
Pakistan,1992,18.64,568.4,
Pakistan,1993,18.93,572.36,
Pakistan,1994,17.74,542.56,
Pakistan,1995,17.4,544.27,
Pakistan,1996,18.55,592.36,
Pakistan,1997,17.22,540.83,
Pakistan,1998,16.66,522.95,
Pakistan,1999,16.29,516.96,
Pakistan,2000,17.6,569.09,
Pakistan,2001,16.3,526.58,
Pakistan,2002,17.45,570.81,
Pakistan,2003,17.12,576.65,
Pakistan,2004,14.9,529.22,
Pakistan,2005,15.3,574.72,
Pakistan,2006,16.9,661.92,
Pakistan,2007,17.78,716.53,
Pakistan,2008,20.4,820.68,
Pakistan,2009,18.25,741.24,
Pakistan,2010,19.65,796.69,
Pakistan,2011,18.81,770.54,
Pakistan,2012,20.84,873.12,
Palestine,2005,49.07,1,
Palestine,2006,59.13,1,
Palestine,2007,5,159,
Palestine,2008,58.63,1,
Palestine,2009,52.56,1,
Palestine,2010,43.4,1,
Palestine,2011,38.1,1,
Palestine,2012,36.46,1,
Panama,1980,28.7,1,
Panama,1981,28.96,2,
Panama,1982,33.35,2,
Panama,1983,29.78,2,
Panama,1984,30.79,2,
Panama,1985,26.27,1,
Panama,1986,26.79,1,
Panama,1987,27.29,1,
Panama,1988,22.19,1,
Panama,1989,21.07,1,
Panama,1990,20.72,1,
Panama,1991,20.8,1,
Panama,1992,21.83,1,
Panama,1993,21.32,1,
Panama,1994,22.14,1,
Panama,1995,21.6,1,
Panama,1996,24.19,1,
Panama,1997,23.22,1,
Panama,1998,23.84,2,
Panama,1999,23.14,2,
Panama,2000,24.13,2,
Panama,2001,24.85,2,
Panama,2002,24.66,2,
Panama,2003,24.11,2,
Panama,2004,22.63,2,
Panama,2005,22.04,2,
Panama,2006,22.01,2,
Panama,2007,22.39,2,
Panama,2008,22.48,2,
Panama,2009,26.77,3,
Panama,2010,23.37,3,
Panama,2011,23.32,3,
Panama,2012,25.21,4,
Papua New Guinea,1980,31.02,466.27,
Papua New Guinea,1981,34.84,508.17,
Papua New Guinea,1982,32.68,467.71,
Papua New Guinea,1983,31.04,447.09,
Papua New Guinea,1984,31.51,437.6,
Papua New Guinea,1985,30.98,434.31,
Papua New Guinea,1986,30.59,441.68,
Papua New Guinea,1987,28.66,414.95,
Papua New Guinea,1988,27.08,393.77,
Papua New Guinea,1989,31.8,444.92,
Papua New Guinea,1990,33.99,450.21,
Papua New Guinea,1991,34.63,490.13,
Papua New Guinea,1992,31.94,501.1,
Papua New Guinea,1993,32.64,591.43,
Papua New Guinea,1994,29.38,549.76,
Papua New Guinea,1995,27.76,489.52,
Papua New Guinea,1996,27.3,499.93,
Papua New Guinea,1997,29.31,489.55,
Papua New Guinea,1998,27.66,470.86,
Papua New Guinea,1999,31.18,526.65,
Papua New Guinea,2000,31.3,502.4,
Papua New Guinea,2001,28.55,446.47,
Papua New Guinea,2002,25.71,399.88,
Papua New Guinea,2003,29.48,466.89,
Papua New Guinea,2004,35.34,548.99,
Papua New Guinea,2005,38.33,603.95,
Papua New Guinea,2006,36.26,570.33,
Papua New Guinea,2007,29.02,477.56,
Paraguay,1980,11.48,550.14,
Paraguay,1981,12.07,611.39,
Paraguay,1982,13.31,648.17,
Paraguay,1983,12.08,553.65,
Paraguay,1984,12.2,559.57,
Paraguay,1985,10.28,476.35,
Paraguay,1986,9.15,412.03,
Paraguay,1987,10.19,465.6,
Paraguay,1988,10.07,475.87,
Paraguay,1989,10.12,492.53,
Paraguay,1990,10.64,519.95,
Paraguay,1991,13.55,661.17,
Paraguay,1992,15.3,741.21,
Paraguay,1993,14.71,724.56,
Paraguay,1994,14.78,732.52,
Paraguay,1995,17.22,879.54,
Paraguay,1996,17.31,867.87,
Paraguay,1997,17.96,906.91,
Paraguay,1998,17.66,878.11,
Paraguay,1999,20.58,986.99,
Paraguay,2000,21.09,957.42,
Paraguay,2001,19.64,891.79,
Paraguay,2002,16.68,853.53,
Paraguay,2003,14.88,779.23,
Paraguay,2004,14.62,781.36,
Paraguay,2005,15.01,803.74,
Paraguay,2006,15.37,846.59,
Paraguay,2007,14.57,830.62,
Paraguay,2008,13.53,806.34,
Paraguay,2009,17.42,979.36,
Paraguay,2010,15.82,988.07,
Paraguay,2011,16.47,1,
Paraguay,2012,19.55,1,
Peru,1990,19.18,958.19,
Peru,1991,14.09,709.33,
Peru,1992,16.5,811.14,
Peru,1993,16.24,820.31,
Peru,1994,16.78,938.87,
Peru,1995,17.06,1,
Peru,1996,13.92,837.05,
Peru,1997,16.02,1,
Peru,1998,16.8,1,
Peru,1999,17.44,1,
Peru,2000,17.34,1,
Peru,2001,16.76,1,
Peru,2002,15.93,1,
Peru,2003,16.72,1,
Peru,2004,15.07,1,
Peru,2005,14.36,1,
Peru,2006,13.71,1,
Peru,2007,12.3,1,
Peru,2008,12.17,1,
Peru,2009,12.53,1,
Peru,2010,12.22,1,
Peru,2011,11.97,1,
Philippines,1980,12.06,476.59,
Philippines,1981,12.46,495.67,
Philippines,1982,11.62,465.84,
Philippines,1983,10.99,436.92,
Philippines,1984,9.08,325.49,
Philippines,1985,10.11,327.14,
Philippines,1986,12.22,397.74,
Philippines,1987,14.34,474.03,
Philippines,1988,14.55,500.29,
Philippines,1989,16.21,576.66,
Philippines,1990,18.27,653.19,
Philippines,1991,17.32,600.67,
Philippines,1992,17.74,602.88,
Philippines,1993,16.67,565.47,
Philippines,1994,16.57,573.51,
Philippines,1995,16.18,573.06,
Philippines,1996,16.66,610.78,
Philippines,1997,17.38,655.36,
Philippines,1998,17.32,635.21,
Philippines,1999,18.05,667.66,
Philippines,2000,18.04,682.07,
Philippines,2001,18.16,692.1,
Philippines,2002,18.78,726.7,
Philippines,2003,18.62,740.97,
Philippines,2004,17.69,736.49,
Philippines,2005,17.2,736.75,
Philippines,2006,16.81,744.03,
Philippines,2007,16.61,770.8,
Philippines,2008,16.39,779.04,
Philippines,2009,17.76,839.63,
Philippines,2010,16.88,844.56,
Philippines,2011,15.77,804.04,
Philippines,2012,16.4,877.87,
Poland,1990,52.26,4,
Poland,1991,53.02,4,
Poland,1992,49.15,3,
Poland,1993,44.1,3,
Poland,1994,37.19,3,
Poland,1995,38.61,3,
Poland,1996,37.66,3,
Poland,1997,36.75,3,
Poland,1998,35.23,3,
Poland,1999,31.49,3,
Poland,2000,31.22,3,
Poland,2001,44.54,5,
Poland,2002,44.26,5,
Poland,2003,44.68,5,
Poland,2004,42.62,5,
Poland,2005,43.44,5,
Poland,2006,43.86,6,
Poland,2007,42.19,6,
Poland,2008,43.23,7,
Poland,2009,44.64,7,
Poland,2010,45.44,7,
Poland,2011,43.38,7,
Poland,2012,42.25,7,
Portugal,1990,38.72,6,
Portugal,1991,41.52,7,
Portugal,1992,42.54,7,
Portugal,1993,43.96,7,
Portugal,1994,42.32,7,
Portugal,1995,41.88,7,
Portugal,1996,42.4,7,
Portugal,1997,41.56,7,
Portugal,1998,41.44,8,
Portugal,1999,41.48,8,
Portugal,2000,41.62,8,
Portugal,2001,43.16,9,
Portugal,2002,43.06,9,
Portugal,2003,44.68,9,
Portugal,2004,45.42,9,
Portugal,2005,46.56,9,
Portugal,2006,45.22,9,
Portugal,2007,44.36,9,
Portugal,2008,44.8,9,
Portugal,2009,49.77,10,
Portugal,2010,51.5,11,
Portugal,2011,49.33,10,
Portugal,2012,47.39,9,
Qatar,2004,30.84,35,
Qatar,2005,31.05,33,
Qatar,2006,29.94,34,
Qatar,2007,29.44,33,
Qatar,2008,23.3,26,
Qatar,2009,31.56,34,
Qatar,2010,30.69,35,
Romania,1980,43.93,3,
Romania,1981,39.63,2,
Romania,1982,32.79,2,
Romania,1983,27.82,2,
Romania,1984,29.17,2,
Romania,1985,32.12,2,
Romania,1986,36.06,2,
Romania,1987,32.77,2,
Romania,1988,33.43,2,
Romania,1989,36.58,2,
Romania,1990,35.12,2,
Romania,1991,36.58,2,
Romania,1992,37.2,2,
Romania,1993,31.09,1,
Romania,1994,31.84,1,
Romania,1995,31.8,2,
Romania,1996,31.63,2,
Romania,1997,33.66,2,
Romania,1998,37.56,2,
Romania,1999,38.93,2,
Romania,2000,37.62,2,
Romania,2001,33.42,2,
Romania,2002,31.07,2,
Romania,2003,29.58,2,
Romania,2004,28.84,2,
Romania,2005,29.49,2,
Romania,2006,30.86,2,
Romania,2007,31.61,2,
Romania,2008,39.55,4,
Romania,2009,42.88,4,
Romania,2010,42.3,3,
Romania,2011,41.18,3,
Romania,2012,39.47,3,
Russia,1994,31.37,2,
Russia,1995,29.76,2,
Russia,1996,22.82,1,
Russia,1997,20.57,1,
Russia,1998,29.23,1,
Russia,1999,24.49,1,
Russia,2000,26.03,1,
Russia,2001,28.07,2,
Russia,2002,28.17,2,
Russia,2003,28.82,2,
Russia,2004,24.96,2,
Russia,2005,24.7,2,
Russia,2006,25,2,
Russia,2007,29.35,3,
Russia,2008,33.56,4,
Russia,2009,34.92,4,
Russia,2010,33.04,4,
Russia,2011,33.83,4,
Russia,2012,32.55,4,
Rwanda,2006,23.08,217.71,
Rwanda,2007,25.82,255.1,
Rwanda,2008,26.16,278.96,
Rwanda,2009,28.07,308.83,
Rwanda,2010,30,343.84,
Rwanda,2011,28.02,337.95,
Rwanda,2012,26.16,331.43,
Saint Vincent and the Grenadines,1980,25.04,752.51,
Saint Vincent and the Grenadines,1981,24.67,780.24,
Saint Vincent and the Grenadines,1982,28.01,920.76,
Saint Vincent and the Grenadines,1983,26.55,904.16,
Saint Vincent and the Grenadines,1984,27.95,1,
Saint Vincent and the Grenadines,1985,25.21,951.22,
Saint Vincent and the Grenadines,1986,24.97,997.86,
Saint Vincent and the Grenadines,1987,23.85,989.69,
Saint Vincent and the Grenadines,1988,24.06,1,
Saint Vincent and the Grenadines,1989,30.15,1,
Saint Vincent and the Grenadines,1990,28.82,1,
Saint Vincent and the Grenadines,1991,29.8,1,
Saint Vincent and the Grenadines,1992,29.22,1,
Saint Vincent and the Grenadines,1993,27.36,1,
Saint Vincent and the Grenadines,1994,26.36,1,
Saint Vincent and the Grenadines,1995,24.65,1,
Saint Vincent and the Grenadines,1996,26.65,1,
Saint Vincent and the Grenadines,1997,35.9,2,
Saint Vincent and the Grenadines,1998,31.67,2,
Saint Vincent and the Grenadines,1999,29.91,1,
Saint Vincent and the Grenadines,2000,28.88,1,
Saint Vincent and the Grenadines,2001,24.92,1,
Saint Vincent and the Grenadines,2002,30.67,2,
Saint Vincent and the Grenadines,2003,25.58,1,
Saint Vincent and the Grenadines,2004,25.31,2,
Saint Vincent and the Grenadines,2005,26.9,2,
Saint Vincent and the Grenadines,2006,25.57,2,
Saint Vincent and the Grenadines,2007,23.96,2,
Saint Vincent and the Grenadines,2008,24.32,2,
Saint Vincent and the Grenadines,2009,29.59,2,
Saint Vincent and the Grenadines,2010,34.04,3,
Senegal,1980,25.5,420.11,
Senegal,1981,25.86,409.69,
Senegal,1982,22.24,395.05,
Senegal,1983,23.01,405.46,
Senegal,1984,24.56,403.33,
Senegal,1985,20.6,340.67,
Senegal,1986,19.03,319.02,
Senegal,1987,19.79,334.6,
Senegal,1988,19.75,340.06,
Senegal,1989,18.95,311.81,
Senegal,1990,19.29,319.81,
Senegal,1991,18.3,292.94,
Senegal,1992,18.29,290.25,
Senegal,1993,19.07,287.17,
Senegal,1994,19.02,286.29,
Senegal,1995,17.85,273.8,
Senegal,1996,19.3,303.42,
Senegal,1997,17.82,281.83,
Senegal,1998,17.08,279.36,
Senegal,1999,18.74,318.03,
Senegal,2000,18.13,309.81,
Senegal,2001,20.52,357.35,
Senegal,2002,19.79,337.87,
Senegal,2003,21.48,380.77,
Senegal,2004,23.47,428.6,
Senegal,2005,23.47,440.48,
Senegal,2006,26.65,498.67,
Senegal,2007,27.11,517.99,
Senegal,2008,26.25,505.82,
Senegal,2009,26.58,510.14,
Senegal,2010,27.12,527.51,
Senegal,2011,28.85,556.3,
Senegal,2012,29.22,567.91,
Serbia,2007,31.39,1,
Serbia,2008,30.19,1,
Serbia,2009,31.72,1,
Serbia,2010,33.41,2,
Serbia,2011,32.31,2,
Serbia,2012,34.25,2,
Seychelles,1985,43.87,4,
Seychelles,1986,47.78,4,
Seychelles,1987,43.03,4,
Seychelles,1988,42.05,4,
Seychelles,1989,47.01,5,
Seychelles,1990,41.25,5,
Seychelles,1991,44.5,5,
Seychelles,1992,45.1,6,
Seychelles,1993,49.12,7,
Seychelles,1994,44.96,6,
Seychelles,1995,43.66,5,
Seychelles,1996,49.85,6,
Seychelles,1997,49.17,7,
Seychelles,1998,48.59,8,
Seychelles,1999,47.44,8,
Seychelles,2000,44.99,7,
Seychelles,2001,39.53,6,
Seychelles,2002,46.96,7,
Seychelles,2003,29.58,4,
Seychelles,2004,38.58,5,
Seychelles,2005,41.69,6,
Seychelles,2006,39.35,6,
Seychelles,2007,36.47,6,
Seychelles,2008,27.56,4,
Seychelles,2009,29.5,5,
Seychelles,2010,32.55,5,
Seychelles,2011,31.23,6,
Seychelles,2012,33.27,6,
Sierra Leone,1980,23.85,371.24,
Sierra Leone,1981,21.59,341.28,
Sierra Leone,1982,17.71,278.46,
Sierra Leone,1983,15.79,242.35,
Sierra Leone,1984,10.5,164.07,
Sierra Leone,1985,9.01,140.44,
Sierra Leone,1986,7.11,109.18,
Sierra Leone,1987,19.41,301.06,
Sierra Leone,1988,11.15,172.4,
Sierra Leone,1989,9.78,153.04,
Sierra Leone,1990,6.15,98.48,
Sierra Leone,1991,9.91,145.61,
Sierra Leone,1992,12.4,165.47,
Sierra Leone,1993,13.32,179.74,
Sierra Leone,1994,14.45,203.78,
Sierra Leone,1995,12.05,153.92,
Sierra Leone,1996,10.92,105.06,
Sierra Leone,1997,12.68,100.35,
Sierra Leone,1998,10.33,80.37,
Singapore,1980,19.49,3,
Singapore,1981,22.58,4,
Singapore,1982,20.57,4,
Singapore,1983,21.83,4,
Singapore,1984,25.25,5,
Singapore,1985,26.04,5,
Singapore,1986,28.04,6,
Singapore,1987,33.65,8,
Singapore,1988,22.04,5,
Singapore,1989,21.41,6,
Singapore,1990,20.21,6,
Singapore,1991,20.45,6,
Singapore,1992,18.72,6,
Singapore,1993,16.74,5,
Singapore,1994,13.46,5,
Singapore,1995,15.59,6,
Singapore,1996,20.44,8,
Singapore,1997,16.11,7,
Singapore,1998,19.31,8,
Singapore,1999,18.25,8,
Singapore,2000,18.53,8,
Singapore,2001,21.53,9,
Singapore,2002,18.32,8,
Singapore,2003,17.93,8,
Singapore,2004,16.33,8,
Singapore,2005,14.74,7,
Singapore,2006,14.73,8,
Singapore,2007,13.77,7,
Singapore,2008,16.59,9,
Singapore,2009,17.39,9,
Singapore,2010,14.8,9,
Singapore,2011,15.2,9,
Singapore,2012,13.85,8,
Slovakia,1995,48.62,5,
Slovakia,1996,53.74,6,
Slovakia,1997,48.93,5,
Slovakia,1998,45.79,5,
Slovakia,1999,48.1,6,
Slovakia,2000,52.14,6,
Slovakia,2001,44.46,5,
Slovakia,2002,45.06,6,
Slovakia,2003,40.13,5,
Slovakia,2004,37.67,5,
Slovakia,2005,37.98,6,
Slovakia,2006,36.52,6,
Slovakia,2007,34.21,6,
Slovakia,2008,34.92,7,
Slovakia,2009,41.56,8,
Slovakia,2010,39.95,8,
Slovakia,2011,38.41,7,
Slovakia,2012,37.77,7,
Slovenia,1992,47.05,6,
Slovenia,1993,48.35,7,
Slovenia,1994,47.25,7,
Slovenia,1995,44.18,7,
Slovenia,1996,41.88,6,
Slovenia,1997,43.84,7,
Slovenia,1998,45.23,8,
Slovenia,1999,46.17,8,
Slovenia,2000,46.51,9,
Slovenia,2001,47.31,9,
Slovenia,2002,46.2,9,
Slovenia,2003,46.24,10,
Slovenia,2004,45.64,10,
Slovenia,2005,45.08,10,
Slovenia,2006,44.33,10,
Slovenia,2007,42.28,11,
Slovenia,2008,44.06,11,
Slovenia,2009,48.66,12,
Slovenia,2010,49.45,12,
Slovenia,2011,49.92,12,
Slovenia,2012,48.06,11,
South Africa,1980,19.59,1,
South Africa,1981,21.07,1,
South Africa,1982,23.08,2,
South Africa,1983,24.89,2,
South Africa,1984,24.93,2,
South Africa,1985,26.38,2,
South Africa,1986,27.68,2,
South Africa,1987,27.53,2,
South Africa,1988,27.75,2,
South Africa,1989,27.03,2,
South Africa,1990,27.29,2,
South Africa,1991,26.78,2,
South Africa,1992,29.58,2,
South Africa,1993,30.89,2,
South Africa,1994,26.99,2,
South Africa,1995,27.7,2,
South Africa,1996,28.4,2,
South Africa,1997,27.7,2,
South Africa,1998,27.13,2,
South Africa,1999,26.39,2,
South Africa,2000,25.49,2,
South Africa,2001,25.77,2,
South Africa,2002,24.89,2,
South Africa,2003,25.83,2,
South Africa,2004,26.15,2,
South Africa,2005,26.52,2,
South Africa,2006,26.6,2,
South Africa,2007,26.48,2,
South Africa,2008,27.96,2,
South Africa,2009,31.19,3,
South Africa,2010,30.24,3,
South Africa,2011,30.51,3,
South Africa,2012,30.68,3,
South Asia,1980,,,18.17
South Asia,1981,,,17.68
South Asia,1982,,,19.05
South Asia,1983,,,20.91
South Asia,1984,,,20.09
South Asia,1985,,,22.29
South Asia,1986,,,22.61
South Asia,1987,,,22.02
South Asia,1988,,,22.46
South Asia,1989,,,23.05
South Asia,1990,,,21.85
South Asia,1991,,,22.26
South Asia,1992,,,21.98
South Asia,1993,,,22.03
South Asia,1994,,,21.13
South Asia,1995,,,21.94
South Asia,1996,,,21.31
South Asia,1997,,,20.45
South Asia,1998,,,19.63
South Asia,1999,,,21.19
