Entity,Year,Iron and steel production (Correlates of War: National Material Capabilities (v4.0)),"Military expenditure (1816-1913, current prices) (Correlates of War: National Material Capabilities (v4.0))","Military expenditure (1914-2007, current prices) (Correlates of War: National Material Capabilities (v4.0))",Military personnel (Correlates of War: National Material Capabilities (v4.0))
Sri Lanka,1974,,,27673,18
Sri Lanka,1975,,,29362,18
Sri Lanka,1976,,,28963,18
Sri Lanka,1977,,,24473,18
Sri Lanka,1978,,,19797,13
Sri Lanka,1979,,,26398,18
Sri Lanka,1980,,,41187,18
Sri Lanka,1981,,,55442,18
Sri Lanka,1982,,,67112,18
Sri Lanka,1983,,,77667,16
Sri Lanka,1984,,,102003,17
Sri Lanka,1985,,,228104,22
Sri Lanka,1986,,,571080,22
Sri Lanka,1987,,,387160,22
Sri Lanka,1988,,,321000,22
Sri Lanka,1989,,,350630,22
Sri Lanka,1990,30,,439310,22
Sri Lanka,1991,30,,450060,110
Sri Lanka,1992,30,,547200,110
Sri Lanka,1993,30,,464000,110
Sri Lanka,1994,30,,526000,110
Sri Lanka,1995,30,,663000,110
Sri Lanka,1996,30,,887000,110
Sri Lanka,1997,30,,949000,110
Sri Lanka,1998,30,,995000,110
Sri Lanka,1999,30,,807000,100
Sri Lanka,2000,30,,880000,115
Sri Lanka,2001,30,,786000,121
Sri Lanka,2002,30,,514000,158
Sri Lanka,2003,30,,515000,152
Sri Lanka,2004,30,,558000,151
Sri Lanka,2005,30,,729000,151
Sri Lanka,2006,30,,863000,111
Sri Lanka,2007,30,,975000,151
Sudan,1956,,,8041,9
Sudan,1957,,,10913,9
Sudan,1958,,,14360,9
Sudan,1959,,,15796,10
Sudan,1960,,,17519,10
Sudan,1961,,,19242,18
Sudan,1962,,,19816,18
Sudan,1963,,,22688,17
Sudan,1964,,,23837,18
Sudan,1965,,,31304,18
Sudan,1966,,,45089,20
Sudan,1967,,,50833,20
Sudan,1968,,,55428,20
Sudan,1969,,,72659,25
Sudan,1970,,,94486,25
Sudan,1971,,,109132,35
Sudan,1972,,,109133,35
Sudan,1973,,,110855,35
Sudan,1974,,,112579,35
Sudan,1975,,,115450,50
Sudan,1976,,,149339,50
Sudan,1977,,,197874,50
Sudan,1978,,,206814,71
Sudan,1979,,,329566,65
Sudan,1980,,,217608,65
Sudan,1981,,,311009,87
Sudan,1982,,,313202,86
Sudan,1983,,,246876,86
Sudan,1984,,,212334,65
Sudan,1985,,,350000,65
Sudan,1986,,,391200,59
Sudan,1987,,,478200,59
Sudan,1988,,,478000,65
Sudan,1989,,,460000,65
Sudan,1990,,,320000,65
Sudan,1991,,,393013,65
Sudan,1992,,,1010000,82
Sudan,1993,,,255000,82
Sudan,1994,,,376000,82
Sudan,1995,,,389000,89
Sudan,1996,,,412000,89
Sudan,1997,,,413000,105
Sudan,1998,,,381000,105
Sudan,1999,,,424000,105
Sudan,2000,,,581000,104
Sudan,2001,,,588000,117
Sudan,2002,,,388000,117
Sudan,2003,,,400000,104
Sudan,2004,,,426000,104
Sudan,2005,,,1169000,104
Sudan,2006,,,524000,105
Sudan,2007,,,,105
Suriname,1975,,,,1
Suriname,1976,,,,1
Suriname,1977,,,,1
Suriname,1978,,,,1
Suriname,1979,,,,1
Suriname,1980,,,,1
Suriname,1981,,,,1
Suriname,1982,,,39000,2
Suriname,1983,,,41000,2
Suriname,1984,,,43000,2
Suriname,1985,,,25000,2
Suriname,1986,,,22960,3
Suriname,1987,,,,4
Suriname,1988,,,36000,4
Suriname,1989,,,39000,4
Suriname,1990,,,90760,4
Suriname,1991,,,75070,4
Suriname,1992,,,61620,2
Suriname,1993,,,58000,2
Suriname,1994,,,13000,2
Suriname,1995,,,14000,2
Suriname,1996,,,14000,2
Suriname,1997,,,15000,2
Suriname,1998,,,15000,2
Suriname,1999,,,11000,2
Suriname,2000,,,21000,2
Suriname,2001,,,24000,2
Suriname,2002,,,17000,2
Suriname,2003,,,19000,2
Suriname,2004,,,22000,1
Suriname,2005,,,21000,1
Suriname,2006,,,20000,2
Suriname,2007,,,22000,2
Swaziland,1974,,,1000,1
Swaziland,1975,,,1000,1
Swaziland,1976,,,3000,2
Swaziland,1977,,,5000,2
Swaziland,1978,,,8000,2
Swaziland,1979,,,9000,2
Swaziland,1980,,,10000,2
Swaziland,1981,,,22000,2
Swaziland,1982,,,23000,2
Swaziland,1983,,,18000,3
Swaziland,1984,,,9000,3
Swaziland,1985,,,8000,3
Swaziland,1986,,,8000,3
Swaziland,1987,,,7000,3
Swaziland,1988,,,8000,3
Swaziland,1989,,,11000,4
Swaziland,1990,,,9652,3
Swaziland,1991,,,9652,3
Swaziland,1992,,,,3
Swaziland,1993,,,20000,3
Swaziland,1994,,,22000,3
Swaziland,1995,,,23000,3
Swaziland,1996,,,24000,3
Swaziland,1997,,,23000,3
Swaziland,1998,,,27000,3
Swaziland,1999,,,21000,3
Swaziland,2000,,,205000,
Swaziland,2001,,,20000,
Sweden,1816,70,,,
Sweden,1817,70,,,
Sweden,1818,70,,,
Sweden,1819,70,,,54
Sweden,1820,70,,,
Sweden,1821,69,,,
Sweden,1822,69,,,
Sweden,1823,69,,,45
Sweden,1824,69,,,
Sweden,1825,69,,,
Sweden,1826,67,,,
Sweden,1827,67,,,
Sweden,1828,67,,,45
Sweden,1829,67,,,
Sweden,1830,67,,,42
Sweden,1831,80,,,45
Sweden,1832,80,,,
Sweden,1833,80,,,52
Sweden,1834,80,,,
Sweden,1835,80,,,
Sweden,1836,107,,,
Sweden,1837,109,,,
Sweden,1838,110,,,
Sweden,1839,116,,,
Sweden,1840,125,,,52
Sweden,1841,121,,,
Sweden,1842,122,561,,
Sweden,1843,133,607,,
Sweden,1844,117,604,,52
Sweden,1845,98,601,,
Sweden,1846,127,540,,52
Sweden,1847,138,568,,
Sweden,1848,143,593,,47
Sweden,1849,119,475,,49
Sweden,1850,142,485,,34
Sweden,1851,145,500,,34
Sweden,1852,150,526,,49
Sweden,1853,146,563,,77
Sweden,1854,146,587,,
Sweden,1855,188,602,,77
Sweden,1856,159,633,,77
Sweden,1857,151,652,,77
Sweden,1858,177,675,,76
Sweden,1859,183,669,,77
Sweden,1860,185,672,,77
Sweden,1861,170,762,,77
Sweden,1862,200,759,,91
Sweden,1863,187,762,,91
Sweden,1864,241,850,,117
Sweden,1865,227,851,,117
Sweden,1866,230,853,,120
Sweden,1867,254,746,,120
Sweden,1868,263,756,,83
Sweden,1869,292,421,,83
Sweden,1870,300,705,,83
Sweden,1871,299,813,,83
Sweden,1872,339,774,,86
Sweden,1873,346,820,,82
Sweden,1874,328,849,,
Sweden,1875,351,910,,79
Sweden,1876,352,991,,54
Sweden,1877,345,991,,94
Sweden,1878,341,1243,,86
Sweden,1879,343,1273,,64
Sweden,1880,406,1263,,92
Sweden,1881,430,1315,,66
Sweden,1882,399,1355,,67
Sweden,1883,423,1406,,69
Sweden,1884,441,1464,,62
Sweden,1885,465,1581,,65
Sweden,1886,442,1581,,65
Sweden,1887,457,1496,,65
Sweden,1888,457,1448,,64
Sweden,1889,441,1462,,64
Sweden,1890,456,1619,,66
Sweden,1891,490,1502,,66
Sweden,1892,486,1515,,63
Sweden,1893,453,1965,,63
Sweden,1894,463,1961,,63
Sweden,1895,463,2036,,63
Sweden,1896,494,2195,,62
Sweden,1897,538,2430,,63
Sweden,1898,532,2551,,63
Sweden,1899,498,2401,,63
Sweden,1900,300,3064,,75
Sweden,1901,269,3415,,75
Sweden,1902,286,3812,,73
Sweden,1903,318,3961,,103
Sweden,1904,333,4352,,95
Sweden,1905,368,4096,,64
Sweden,1906,398,4262,,67
Sweden,1907,420,4444,,67
Sweden,1908,438,4503,,67
Sweden,1909,313,4893,,65
Sweden,1910,472,4656,,71
Sweden,1911,471,4398,,74
Sweden,1912,515,4512,,74
Sweden,1913,591,4579,,86
Sweden,1914,507,,22180,
Sweden,1915,600,,22792,80
Sweden,1916,614,,40053,99
Sweden,1917,581,,45922,100
Sweden,1918,545,,86259,101
Sweden,1919,491,,41789,
Sweden,1920,437,,31787,101
Sweden,1921,212,,30890,25
Sweden,1922,311,,45277,30
Sweden,1923,271,,41572,25
Sweden,1924,501,,40568,40
Sweden,1925,475,,42203,30
Sweden,1926,495,,39837,28
Sweden,1927,499,,38436,28
Sweden,1928,576,,35884,38
Sweden,1929,694,,36819,38
Sweden,1930,611,,34787,39
Sweden,1931,539,,33581,32
Sweden,1932,528,,24000,32
Sweden,1933,630,,23003,34
Sweden,1934,862,,33858,
Sweden,1935,896,,32589,39
Sweden,1936,977,,40224,30
Sweden,1937,1105,,46805,27
Sweden,1938,972,,72538,41
Sweden,1939,1151,,98741,
Sweden,1940,1145,,105623,100
Sweden,1941,1156,,148721,
Sweden,1942,1228,,187429,400
Sweden,1943,1214,,198234,400
Sweden,1944,1197,,209843,400
Sweden,1945,1203,,216314,400
Sweden,1946,1203,,227619,
Sweden,1947,1191,,231111,
Sweden,1948,1257,,224167,
Sweden,1949,1370,,267222,
Sweden,1950,1437,,219691,
Sweden,1951,1504,,278185,
Sweden,1952,1666,,344787,
Sweden,1953,1759,,391119,
Sweden,1954,1840,,415039,
Sweden,1955,2127,,437657,
Sweden,1956,2399,,461821,
Sweden,1957,2483,,494297,28
Sweden,1958,2407,,523100,28
Sweden,1959,2821,,545138,29
Sweden,1960,3189,,559351,29
Sweden,1961,3530,,599807,80
Sweden,1962,3573,,675024,80
Sweden,1963,3837,,739977,70
Sweden,1964,4447,,802500,70
Sweden,1965,4689,,902486,70
Sweden,1966,4757,,963320,70
Sweden,1967,4760,,979150,70
Sweden,1968,5069,,1002129,75
Sweden,1969,5377,,1080308,75
Sweden,1970,5494,,1113152,75
Sweden,1971,5263,,1312148,75
Sweden,1972,5248,,1534101,75
Sweden,1973,5651,,1791267,75
Sweden,1974,5972,,1952066,75
Sweden,1975,5613,,2355619,75
Sweden,1976,5168,,2472049,66
Sweden,1977,3953,,2689664,69
Sweden,1978,4314,,2980193,69
Sweden,1979,4643,,3466446,68
Sweden,1980,4231,,3799414,70
Sweden,1981,3795,,2904513,70
Sweden,1982,3946,,3191452,70
Sweden,1983,4204,,3332561,68
Sweden,1984,4674,,2862394,69
Sweden,1985,4851,,3470000,69
Sweden,1986,4719,,3830000,66
Sweden,1987,4683,,4860000,66
Sweden,1988,4779,,4780000,65
Sweden,1989,4488,,4460000,62
Sweden,1990,4452,,5510000,65
Sweden,1991,4236,,6460000,63
Sweden,1992,4416,,6200000,70
Sweden,1993,4596,,5011000,70
Sweden,1994,4967,,5376000,70
Sweden,1995,4953,,6035000,70
Sweden,1996,4910,,6501000,60
Sweden,1997,5148,,5481000,60
Sweden,1998,5153,,5760000,55
Sweden,1999,5066,,5245000,52
Sweden,2000,5227,,4610000,53
Sweden,2001,5518,,3898000,34
Sweden,2002,5754,,4584000,34
Sweden,2003,5707,,5582000,28
Sweden,2004,5978,,5837000,27
Sweden,2005,5726,,5837000,27
Sweden,2006,5466,,6006000,28
Sweden,2007,5673,,6773000,28
Switzerland,1850,10,,,
Switzerland,1851,10,,,
Switzerland,1852,10,,,
Switzerland,1853,10,44,,
Switzerland,1854,10,64,,
Switzerland,1855,10,,,
Switzerland,1856,10,66,,
Switzerland,1857,10,56,,30
Switzerland,1858,10,86,,
Switzerland,1859,10,157,,
Switzerland,1860,10,147,,
Switzerland,1861,10,150,,
Switzerland,1862,10,129,,
Switzerland,1863,10,131,,
Switzerland,1864,10,136,,
Switzerland,1865,10,164,,
Switzerland,1866,10,212,,
Switzerland,1867,10,95,,
Switzerland,1868,10,97,,
Switzerland,1869,10,102,,
Switzerland,1870,10,87,,
Switzerland,1871,10,103,,
Switzerland,1872,10,114,,
Switzerland,1873,10,142,,
Switzerland,1874,10,148,,
Switzerland,1875,10,364,,
Switzerland,1876,10,586,,
Switzerland,1877,10,644,,
Switzerland,1878,10,594,,
Switzerland,1879,10,622,,
Switzerland,1880,10,587,,
Switzerland,1881,10,625,,
Switzerland,1882,10,661,,
Switzerland,1883,10,701,,
Switzerland,1884,10,701,,
Switzerland,1885,10,722,,
Switzerland,1886,10,722,,
Switzerland,1887,10,726,,
Switzerland,1888,10,807,,
Switzerland,1889,10,880,,
Switzerland,1890,10,1430,,
Switzerland,1891,10,1270,,
Switzerland,1892,10,1190,,
Switzerland,1893,10,1270,,
Switzerland,1894,10,969,,
Switzerland,1895,10,912,,
Switzerland,1896,10,916,,
Switzerland,1897,10,919,,
Switzerland,1898,10,1051,,
Switzerland,1899,10,1090,,
Switzerland,1900,,1126,,
Switzerland,1901,,1125,,
Switzerland,1902,,1130,,
Switzerland,1903,,1130,,
Switzerland,1904,,1162,,
Switzerland,1905,,1229,,
Switzerland,1906,,1299,,
Switzerland,1907,,1568,,
Switzerland,1908,,1566,,
Switzerland,1909,,1593,,
Switzerland,1910,,1606,,
Switzerland,1911,,1705,,
Switzerland,1912,,1750,,
Switzerland,1913,,1756,,
Switzerland,1914,,,2351,
Switzerland,1915,,,3984,250
Switzerland,1916,,,4238,250
Switzerland,1917,,,5611,250
Switzerland,1918,,,7894,250
Switzerland,1919,,,8521,
Switzerland,1920,,,9306,
Switzerland,1921,,,11591,
Switzerland,1922,,,15430,
Switzerland,1923,,,15813,
Switzerland,1924,,,14479,
Switzerland,1925,,,16942,
Switzerland,1926,,,16877,
Switzerland,1927,,,16669,
Switzerland,1928,,,16540,
Switzerland,1929,,,16224,
Switzerland,1930,,,18258,
Switzerland,1931,,,17868,
Switzerland,1932,,,18233,
Switzerland,1933,,,17467,
Switzerland,1934,,,28284,
Switzerland,1935,,,31243,
Switzerland,1936,,,30776,
Switzerland,1937,,,23914,
Switzerland,1938,5,,28669,
Switzerland,1939,,,41256,
Switzerland,1940,40,,48633,650
Switzerland,1941,74,,55174,525
Switzerland,1942,82,,60984,525
Switzerland,1943,92,,69114,525
Switzerland,1944,113,,74633,525
Switzerland,1945,107,,85296,525
Switzerland,1946,34,,90684,
Switzerland,1947,102,,88111,
Switzerland,1948,120,,96964,
Switzerland,1949,124,,110776,
Switzerland,1950,130,,117442,
Switzerland,1951,144,,155317,
Switzerland,1952,156,,201419,
Switzerland,1953,157,,180863,
Switzerland,1954,150,,160448,
Switzerland,1955,166,,174988,
Switzerland,1956,171,,159160,
Switzerland,1957,234,,217036,
Switzerland,1958,244,,235473,
Switzerland,1959,251,,225627,
Switzerland,1960,275,,213740,
Switzerland,1961,297,,254588,29
Switzerland,1962,318,,292864,29
Switzerland,1963,322,,304700,20
Switzerland,1964,345,,352491,20
Switzerland,1965,347,,367555,20
Switzerland,1966,428,,404354,25
Switzerland,1967,445,,409059,25
Switzerland,1968,453,,413179,25
Switzerland,1969,500,,439098,25
Switzerland,1970,524,,455998,25
Switzerland,1971,532,,539887,25
Switzerland,1972,543,,635195,25
Switzerland,1973,584,,791410,25
Switzerland,1974,593,,926056,25
Switzerland,1975,420,,1089761,25
Switzerland,1976,545,,1297008,25
Switzerland,1977,656,,1293946,19
Switzerland,1978,651,,1762304,19
Switzerland,1979,886,,2053888,23
Switzerland,1980,929,,2087289,23
Switzerland,1981,934,,1912036,23
Switzerland,1982,835,,2036541,23
Switzerland,1983,835,,2055144,28
Switzerland,1984,978,,1958470,25
Switzerland,1985,987,,2087000,23
Switzerland,1986,1075,,2650000,21
Switzerland,1987,866,,3230000,20
Switzerland,1988,988,,3760000,23
Switzerland,1989,1064,,3180000,17
Switzerland,1990,1105,,4100000,22
Switzerland,1991,955,,3800000,22
Switzerland,1992,1050,,3700000,31
Switzerland,1993,1260,,3969000,35
Switzerland,1994,1098,,4200000,39
Switzerland,1995,739,,4952000,39
Switzerland,1996,700,,4672000,39
Switzerland,1997,789,,3837000,39
Switzerland,1998,800,,3700000,39
Switzerland,1999,800,,3108000,39
Switzerland,2000,1000,,2924000,28
Switzerland,2001,1000,,2840000,27
Switzerland,2002,1000,,3016000,28
Switzerland,2003,1000,,3486000,28
Switzerland,2004,1000,,3651000,16
Switzerland,2005,1158,,3606000,4
Switzerland,2006,1252,,3473000,4
Switzerland,2007,1264,,3526000,4
Syria,1946,,,14540,10
Syria,1947,,,10925,10
Syria,1948,,,12372,8
Syria,1949,,,22222,20
Syria,1950,,,31050,32
Syria,1951,,,31507,32
Syria,1952,,,31963,35
Syria,1953,,,39726,35
Syria,1954,,,34703,25
Syria,1955,,,22905,25
Syria,1956,,,45225,25
Syria,1957,,,39106,60
Syria,1958,,,65363,62
Syria,1961,,,72905,52
Syria,1962,,,77933,54
Syria,1963,,,77749,75
Syria,1964,,,90576,80
Syria,1965,,,95550,70
Syria,1966,,,82723,80
Syria,1967,,,95812,80
Syria,1968,,,153665,65
Syria,1969,,,157068,75
Syria,1970,,,175393,75
Syria,1971,,,176963,110
Syria,1972,,,207591,115
Syria,1973,,,388408,115
Syria,1974,,,450588,130
Syria,1975,,,706693,230
Syria,1976,,,957844,240
Syria,1977,,,1059872,250
Syria,1978,,,1165095,220
Syria,1979,,,2110063,220
Syria,1980,,,2166089,250
Syria,1981,,,2459087,270
Syria,1982,,,2548606,300
Syria,1983,,,2821334,400
Syria,1984,,,3372009,402
Syria,1985,,,3483000,402
Syria,1986,,,3680000,400
Syria,1987,,,3950000,400
Syria,1988,,,1600000,400
Syria,1989,,,1510000,400
Syria,1990,76,,1620000,408
Syria,1991,63,,4500000,408
Syria,1992,70,,2200000,408
Syria,1993,70,,3635000,408
Syria,1994,70,,2165000,320
Syria,1995,70,,1738000,320
Syria,1996,70,,2132000,320
Syria,1997,70,,2217000,320
Syria,1998,70,,986000,315
Syria,1999,70,,989000,310
Syria,2000,70,,1483000,316
Syria,2001,70,,1884000,321
Syria,2002,70,,1064000,319
Syria,2003,70,,1283000,319
Syria,2004,70,,1524000,313
Syria,2005,70,,1502000,307
Syria,2006,70,,1739000,308
Syria,2007,70,,1465000,308
Taiwan,1949,3,,,1500
Taiwan,1950,14,,81259,300
Taiwan,1951,16,,109903,500
Taiwan,1952,15,,91125,500
Taiwan,1953,20,,145631,600
Taiwan,1954,25,,67029,600
Taiwan,1955,40,,133813,600
Taiwan,1956,63,,129136,530
Taiwan,1957,88,,153349,580
Taiwan,1958,107,,254237,630
Taiwan,1959,159,,203408,615
Taiwan,1960,200,,222650,600
Taiwan,1961,185,,230866,580
Taiwan,1962,182,,269798,570
Taiwan,1963,215,,279790,544
Taiwan,1964,236,,299252,600
Taiwan,1965,260,,319202,524
Taiwan,1966,221,,254364,544
Taiwan,1967,228,,274314,547
Taiwan,1968,242,,299252,528
Taiwan,1969,291,,379052,555
Taiwan,1970,370,,481296,522
Taiwan,1971,453,,507500,540
Taiwan,1972,470,,552500,550
Taiwan,1973,507,,678947,503
Taiwan,1974,519,,852631,493
Taiwan,1975,680,,1007894,504
Taiwan,1976,1628,,1202631,475
Taiwan,1977,1770,,1535422,460
Taiwan,1978,3432,,2628391,471
Taiwan,1979,3186,,4728790,468
Taiwan,1980,3417,,6571428,465
Taiwan,1981,3157,,2651000,461
Taiwan,1982,4152,,3509000,457
Taiwan,1983,5031,,4026000,464
Taiwan,1984,5008,,3821000,484
Taiwan,1985,5306,,4100000,444
Taiwan,1986,5545,,4540000,424
Taiwan,1987,5915,,5910000,424
Taiwan,1988,8288,,6700000,406
Taiwan,1989,10114,,8060000,406
Taiwan,1990,10466,,8690000,370
Taiwan,1991,10644,,9290000,370
Taiwan,1992,11180,,10420000,360
Taiwan,1993,12779,,10450000,442
Taiwan,1994,11594,,11457000,425
Taiwan,1995,11605,,13143000,425
Taiwan,1996,12416,,13868000,400
Taiwan,1997,16056,,13657000,400
Taiwan,1998,16965,,14447000,370
Taiwan,1999,15438,,14964000,370
Taiwan,2000,16896,,17597000,370
Taiwan,2001,17261,,10432000,370
Taiwan,2002,18230,,7589000,370
Taiwan,2003,18832,,7542000,290
Taiwan,2004,19599,,7542000,290
Taiwan,2005,18942,,7978000,290
Taiwan,2006,20092,,7738000,290
Taiwan,2007,20903,,9585000,290
Tajikistan,1992,,,202800,3
Tajikistan,1993,,,151000,3
Tajikistan,1994,,,69000,3
Tajikistan,1995,,,111000,8
Tajikistan,1996,,,118000,10
Tajikistan,1997,,,132000,10
Tajikistan,1998,,,102000,7
Tajikistan,1999,,,92000,7
Tajikistan,2000,,,130000,6
Tajikistan,2001,,,127000,6
Tajikistan,2002,,,140000,6
Tajikistan,2003,,,150000,6
Tajikistan,2004,,,45000,6
Tajikistan,2005,,,62000,7
Tajikistan,2006,,,73000,8
Tajikistan,2007,,,87000,8
Tanzania,1961,,,11229,1
Tanzania,1962,,,1400,2
Tanzania,1963,,,2520,8
Tanzania,1964,,,4761,8
Tanzania,1965,,,7001,10
Tanzania,1966,,,8121,12
Tanzania,1967,,,9801,13
Tanzania,1968,,,10921,14
Tanzania,1969,,,12321,15
Tanzania,1970,,,19040,20
Tanzania,1971,,,30379,20
Tanzania,1972,,,38359,25
Tanzania,1973,,,55686,25
Tanzania,1974,,,85774,20
Tanzania,1975,,,98199,25
Tanzania,1976,,,97622,25
Tanzania,1977,,,136572,31
Tanzania,1978,,,264913,63
Tanzania,1979,,,261569,53
Tanzania,1980,,,268004,53
Tanzania,1981,,,223087,43
Tanzania,1982,,,143559,43
Tanzania,1983,,,123131,84
Tanzania,1984,,,103992,43
Tanzania,1985,,,223420,43
Tanzania,1986,,,447658,40
Tanzania,1987,,,119200,40
Tanzania,1988,,,93000,40
Tanzania,1989,,,119200,40
Tanzania,1990,,,113530,40
Tanzania,1991,,,442000,40
Tanzania,1992,,,107740,46
Tanzania,1993,,,90000,46
Tanzania,1994,,,90000,50
Tanzania,1995,,,87000,50
Tanzania,1996,,,114000,50
Tanzania,1997,,,123000,35
Tanzania,1998,,,146000,35
Tanzania,1999,,,141000,35
Tanzania,2000,,,144000,34
Tanzania,2001,,,140000,27
Tanzania,2002,,,143000,27
Tanzania,2003,,,132000,27
Tanzania,2004,,,122000,27
Tanzania,2005,,,135000,27
Tanzania,2006,,,147000,27
Tanzania,2007,,,162000,27
Thailand,1887,,,,15
Thailand,1888,,,,15
Thailand,1889,,,,15
Thailand,1890,,,,15
Thailand,1891,,,,15
Thailand,1892,,,,15
Thailand,1893,,,,5
Thailand,1894,,,,6
Thailand,1895,,,,6
Thailand,1896,,,,6
Thailand,1897,,,,6
Thailand,1898,,,,6
Thailand,1899,,238,,6
Thailand,1900,,,,10
Thailand,1901,,254,,4
Thailand,1902,,256,,10
Thailand,1903,,353,,18
Thailand,1904,,570,,18
Thailand,1905,,755,,18
Thailand,1906,,821,,16
Thailand,1907,,1067,,26
Thailand,1908,,1094,,31
Thailand,1909,,1097,,31
Thailand,1910,,1096,,31
Thailand,1911,,870,,31
Thailand,1912,,874,,31
Thailand,1913,,1245,,31
Thailand,1914,,,6592,32
Thailand,1915,,,6697,32
Thailand,1916,,,6575,32
Thailand,1917,,,6376,32
Thailand,1918,,,7248,32
Thailand,1919,,,6671,25
Thailand,1920,,,7267,25
Thailand,1921,,,7577,25
Thailand,1922,,,7704,24
Thailand,1923,,,7704,26
Thailand,1924,,,7704,26
Thailand,1925,,,9083,25
Thailand,1926,,,8353,26
Thailand,1927,,,9113,27
Thailand,1928,,,9379,27
Thailand,1929,,,9379,28
Thailand,1930,,,9432,28
Thailand,1931,,,6401,30
Thailand,1932,,,5752,30
Thailand,1933,,,5499,27
Thailand,1934,,,7879,27
Thailand,1935,,,10292,27
Thailand,1936,,,10662,32
Thailand,1937,,,12147,35
Thailand,1938,,,12366,38
Thailand,1939,,,10943,31
Thailand,1940,,,10514,
Thailand,1941,,,21856,
Thailand,1946,,,6996,44
Thailand,1947,,,12771,44
Thailand,1948,,,21940,44
Thailand,1949,,,27929,44
Thailand,1950,,,23705,44
Thailand,1951,,,21557,44
Thailand,1952,,,38243,44
Thailand,1953,,,57339,45
Thailand,1954,,,44594,45
Thailand,1955,,,40958,45
Thailand,1956,,,39058,50
Thailand,1957,,,75348,100
Thailand,1958,,,66493,100
Thailand,1959,,,67322,99
Thailand,1960,7,,65050,97
Thailand,1961,7,,69678,80
Thailand,1962,7,,75274,83
Thailand,1963,3,,78839,85
Thailand,1964,4,,85298,85
Thailand,1965,6,,94287,132
Thailand,1966,6,,103255,151
Thailand,1967,3,,124106,151
Thailand,1968,6,,151524,167
Thailand,1969,6,,189611,175
Thailand,1970,40,,239019,175
Thailand,1971,120,,255673,195
Thailand,1972,182,,275865,205
Thailand,1973,190,,302522,233
Thailand,1974,220,,358037,221
Thailand,1975,236,,512193,227
Thailand,1976,275,,579588,228
Thailand,1977,300,,637255,230
Thailand,1978,331,,769571,250
Thailand,1979,440,,972476,250
Thailand,1980,450,,1096779,234
Thailand,1981,300,,1665821,250
Thailand,1982,312,,1542992,250
Thailand,1983,340,,1652304,233
Thailand,1984,381,,1750223,235
Thailand,1985,447,,1520000,235
Thailand,1986,463,,1570000,256
Thailand,1987,534,,1740000,256
Thailand,1988,552,,1830000,256
Thailand,1989,689,,1800000,283
Thailand,1990,685,,2060000,283
Thailand,1991,711,,2400000,283
Thailand,1992,779,,2900000,283
Thailand,1993,800,,3200000,295
Thailand,1994,1461,,3630000,290
Thailand,1995,2134,,4006000,288
Thailand,1996,2143,,4393000,288
Thailand,1997,2101,,3326000,288
Thailand,1998,1814,,2124000,280
Thailand,1999,1532,,2638000,300
Thailand,2000,2100,,2419000,301
Thailand,2001,2127,,18319000,306
Thailand,2002,2538,,1832000,306
Thailand,2003,3551,,1931000,314
Thailand,2004,4533,,1954000,310
Thailand,2005,5161,,2075000,306
Thailand,2006,4194,,2373000,307
Thailand,2007,5565,,3333000,307
Timor,2006,,,,1
Timor,2007,,,,1
Togo,1960,,,100,
Togo,1961,,,269,
Togo,1962,,,585,1
Togo,1963,,,926,1
Togo,1964,,,2764,2
Togo,1965,,,2748,2
Togo,1966,,,2364,2
Togo,1967,,,2574,2
Togo,1968,,,2683,1
Togo,1969,,,3158,1
Togo,1970,,,3058,2
Togo,1971,,,3421,2
Togo,1972,,,4232,2
Togo,1973,,,5662,2
Togo,1974,,,6669,2
Togo,1975,,,9145,3
Togo,1976,,,13194,4
Togo,1977,,,16762,4
Togo,1978,,,21224,5
Togo,1979,,,22513,4
Togo,1980,,,23360,4
Togo,1981,,,23087,6
Togo,1982,,,18763,6
Togo,1983,,,17321,6
Togo,1984,,,17549,7
Togo,1985,,,19210,7
Togo,1986,,,30010,7
Togo,1987,,,43410,8
Togo,1988,,,45689,6
Togo,1989,,,43000,6
Togo,1990,,,49900,8
Togo,1991,,,47440,8
Togo,1992,,,,8
Togo,1993,,,43100,8
Togo,1994,,,25000,8
Togo,1995,,,28000,10
Togo,1996,,,29000,10
Togo,1997,,,29000,12
Togo,1998,,,35000,12
Togo,1999,,,34000,11
Togo,2000,,,31000,7
Togo,2001,,,31000,10
Togo,2002,,,24000,10
Togo,2003,,,29000,8
Togo,2004,,,32000,8
Togo,2005,,,33000,8
Togo,2006,,,34000,9
Togo,2007,,,42000,9
Trinidad and Tobago,1962,,,,1
Trinidad and Tobago,1963,,,1930,1
Trinidad and Tobago,1964,,,2865,1
Trinidad and Tobago,1965,,,2515,1
Trinidad and Tobago,1966,,,2515,1
Trinidad and Tobago,1967,,,2632,1
Trinidad and Tobago,1968,,,2350,1
Trinidad and Tobago,1969,,,2850,1
Trinidad and Tobago,1970,,,3350,1
Trinidad and Tobago,1971,,,3949,1
Trinidad and Tobago,1972,,,4164,1
Trinidad and Tobago,1973,,,3726,1
Trinidad and Tobago,1974,,,4627,1
Trinidad and Tobago,1975,,,5991,1
Trinidad and Tobago,1976,,,6564,1
Trinidad and Tobago,1977,,,8042,1
Trinidad and Tobago,1978,,,14900,1
Trinidad and Tobago,1979,,,21903,1
Trinidad and Tobago,1980,,,29103,1
Trinidad and Tobago,1981,,,43009,2
Trinidad and Tobago,1982,,,68790,2
