Entity,Year,IIASA rates of no education projections (IIASA (2015)),Total number of people aged 15+ with no education (millions) (IIASA (2015)),"No education, 1970-2050 (IIASA (2015))","Primary education, 1970-2050 (IIASA (2015))","Secondary education, 1970-2050 (IIASA (2015))","Tertiary education, 1970-2050 (IIASA (2015))","Aged 0-14, 1970-2050 (IIASA (2015))","Tertiary education for those aged 15+ (proportion), 1970-2050 (IIASA (2015))"
Russia,2000,2.32E-10,,0.028,11302448.23,85986743.96,23425236.49,26692060,19.40549837
Russia,2005,,,0,8058643.348,88713126.78,25436206.43,21679690,20.8138676
Russia,2010,,,0,5430677.284,86280839.53,27592962.61,21500330,23.12818659
Russia,2015,,,0,3651976.571,82012601.45,29145043.91,23757340,25.38554123
Russia,2020,,,0,2521014.058,78887584.04,29902504.2,24560270,26.86390089
Russia,2025,,,0,1804415.059,76245420.8,30579206.74,23118030,28.15012082
Russia,2030,,,0,1378844.997,73192350.07,31515181.1,20437120,29.70709552
Russia,2035,,,0,1132757.948,69213589.82,32593531.72,18699990,31.66268689
Russia,2040,,,0,954365.0249,64530106.12,33571458.47,18520480,33.8914173
Russia,2045,,,0,804214.4255,59800629.71,34283237.62,19326020,36.13018304
Russia,2050,,,0,664239.6153,55467038.39,34793750.59,19910130,38.26641699
Rwanda,1970,0.677496216,,1324234.103,582394.1722,46698.6171,1273.107844,1791510,0.065133932
Rwanda,1975,0.622190112,,1413105.738,792030.9852,63071.5387,2971.738483,2095040,0.130845573
Rwanda,1980,0.568141268,,1581267.821,1099853.388,96525.70829,5583.082771,2489250,0.200597247
Rwanda,1985,0.514559635,,1635944.593,1380388.785,152511.4511,10465.17148,2974880,0.329164865
Rwanda,1990,0.453116325,,1644685.388,1735176.03,233654.7935,16203.7893,3491910,0.446419815
Rwanda,1995,0.389754269,,1074279.69,1421569.379,245310.9642,15139.96613,2695790,0.549285859
Rwanda,2000,0.321346528,,1375478.822,2441559.13,438076.3464,25245.70109,3677300,0.58980322
Rwanda,2005,0.262755509,,1371899.671,3187470.929,623820.3183,38011.39507,3899230,0.728019961
Rwanda,2010,0.221344828,,1335996.685,3795231.789,846631.6582,57956.00154,4530690,0.960201574
Rwanda,2015,0.18769395,,1284493.118,4347215.862,1124386.272,87455.74829,5167800,1.277929372
Rwanda,2020,0.157601046,,1232240.551,4965072.358,1498217.163,123203.2324,5726730,1.575744147
Rwanda,2025,0.130052891,,1180297.525,5674362.79,2055200.257,165658.78,5999110,1.82533664
Rwanda,2030,0.106567006,,1119816.01,6358030.324,2807779.142,222467.5294,6168450,2.117106589
Rwanda,2035,0.087425754,,1046361.346,7032802.006,3587348.951,302058.6618,6350010,2.523765475
Rwanda,2040,0.072176669,,961393.2311,7551146.894,4399800.593,407659.3227,6608280,3.060505416
Rwanda,2045,0.059713292,,871166.8776,7928903.524,5253168.341,535923.1286,6852680,3.673433288
Rwanda,2050,0.049181625,,780986.8618,8206073.795,6211034.688,681551.9339,6980680,4.291984085
Saint Lucia,1970,,,,,,,52810,
Saint Lucia,1975,,,,,,,51300,
Saint Lucia,1980,,,,,,,52110,
Saint Lucia,1985,,,,,,,51990,
Saint Lucia,1990,,,,,,,51200,
Saint Lucia,1995,,,,,,,51840,
Saint Lucia,2000,,,,,,,50930,
Saint Lucia,2005,,,,,,,47330,
Saint Lucia,2010,,,,,,,45070,
Saint Lucia,2015,,,,,,,43920,
Saint Lucia,2020,,,,,,,43780,
Saint Lucia,2025,,,,,,,42150,
Saint Lucia,2030,,,,,,,40270,
Saint Lucia,2035,,,,,,,38210,
Saint Lucia,2040,,,,,,,36390,
Saint Lucia,2045,,,,,,,34740,
Saint Lucia,2050,,,,,,,33130,
Saint Vincent and the Grenadines,1970,,,,,,,45040,
Saint Vincent and the Grenadines,1975,,,,,,,45390,
Saint Vincent and the Grenadines,1980,,,,,,,43900,
Saint Vincent and the Grenadines,1985,,,,,,,41630,
Saint Vincent and the Grenadines,1990,,,,,,,40770,
Saint Vincent and the Grenadines,1995,,,,,,,37230,
Saint Vincent and the Grenadines,2000,,,,,,,33940,
Saint Vincent and the Grenadines,2005,,,,,,,31020,
Saint Vincent and the Grenadines,2010,,,,,,,28970,
Saint Vincent and the Grenadines,2015,,,,,,,26850,
Saint Vincent and the Grenadines,2020,,,,,,,25350,
Saint Vincent and the Grenadines,2025,,,,,,,23730,
Saint Vincent and the Grenadines,2030,,,,,,,22200,
Saint Vincent and the Grenadines,2035,,,,,,,20640,
Saint Vincent and the Grenadines,2040,,,,,,,19030,
Saint Vincent and the Grenadines,2045,,,,,,,17470,
Saint Vincent and the Grenadines,2050,,,,,,,16150,
Samoa,1970,,,,,,,68040,
Samoa,1975,,,,,,,68080,
Samoa,1980,,,,,,,64720,
Samoa,1985,,,,,,,63070,
Samoa,1990,,,,,,,65920,
Samoa,1995,,,,,,,66170,
Samoa,2000,,,,,,,71590,
Samoa,2005,,,,,,,71540,
Samoa,2010,,,,,,,69260,
Samoa,2015,,,,,,,64400,
Samoa,2020,,,,,,,56520,
Samoa,2025,,,,,,,50090,
Samoa,2030,,,,,,,46090,
Samoa,2035,,,,,,,43780,
Samoa,2040,,,,,,,40790,
Samoa,2045,,,,,,,36830,
Samoa,2050,,,,,,,32620,
Sao Tome and Principe,1970,,,,,,,34380,
Sao Tome and Principe,1975,,,,,,,38630,
Sao Tome and Principe,1980,,,,,,,44080,
Sao Tome and Principe,1985,,,,,,,48350,
Sao Tome and Principe,1990,,,,,,,54160,
Sao Tome and Principe,1995,,,,,,,57300,
Sao Tome and Principe,2000,,,,,,,60030,
Sao Tome and Principe,2005,,,,,,,63460,
Sao Tome and Principe,2010,,,,,,,66680,
Sao Tome and Principe,2015,,,,,,,67400,
Sao Tome and Principe,2020,,,,,,,65750,
Sao Tome and Principe,2025,,,,,,,63200,
Sao Tome and Principe,2030,,,,,,,60980,
Sao Tome and Principe,2035,,,,,,,59100,
Sao Tome and Principe,2040,,,,,,,56950,
Sao Tome and Principe,2045,,,,,,,54310,
Sao Tome and Principe,2050,,,,,,,51320,
Saudi Arabia,1970,0.672393811,,2143954.564,645837.1192,340769.2524,57979.06468,2583060,1.818357765
Saudi Arabia,1975,0.583903785,,2358912.903,938221.5347,630339.8929,112425.6697,3271230,2.78288249
Saudi Arabia,1980,0.484307343,,2589625.265,1408800.839,1127134.923,221508.9726,4385230,4.142623392
Saudi Arabia,1985,0.382138889,,2836028.478,2157674.69,2007834.029,419922.8035,5681790,5.658223631
Saudi Arabia,1990,0.307835684,,2907489.565,2889543.949,3000950.227,646956.259,6894010,6.849765684
Saudi Arabia,1995,0.245974435,,2624844.854,3267678.553,3898676.75,880009.8428,7631560,8.246579749
Saudi Arabia,2000,0.196046715,,2529349.629,3698989.275,5447821.195,1225609.898,7746240,9.499548497
Saudi Arabia,2005,0.157745093,,2438516.165,4186930.015,7205267.704,1627872.661,8061430,10.53054014
Saudi Arabia,2010,0.128782942,,2300365.549,4534736.539,8987536.589,2039707.896,8330460,11.41903662
Saudi Arabia,2015,0.105571695,,2141373.702,4725266.936,10872002.14,2544954.042,8969460,12.54685776
Saudi Arabia,2020,0.085913999,,1955431.911,4870441.159,12804190.02,3130277.784,9353530,13.75321135
Saudi Arabia,2025,0.069210495,,1753990.325,4954901.871,14859567.78,3774377.494,9339910,14.89327112
Saudi Arabia,2030,0.05515139,,1538651.67,4949169.878,16914946.02,4495925.026,9574490,16.11518178
Saudi Arabia,2035,0.04331626,,1314502.525,4973540.2,18757615.99,5300971.7,9833760,17.46807348
Saudi Arabia,2040,0.033607865,,1095574.376,4902403.182,20430810.99,6169960.957,10105320,18.92698662
Saudi Arabia,2045,0.025681738,,888408.8221,4741922.22,21876546.52,7086140.461,10250690,20.4843083
Saudi Arabia,2050,0.019236471,,698361.9044,4509107.656,23067959.79,8028625.048,10293180,22.11495432
Singapore,1970,0.491757834,,624483.274,162280.8706,443169.178,39966.67739,804700,3.147230285
Singapore,1975,0.409089734,,621693.6694,199514.2201,631123.8733,67368.23731,742900,4.432995809
Singapore,1980,0.341544367,,601551.8477,243053.7641,806342.0903,110322.2979,653270,6.263792485
Singapore,1985,0.294905736,,604701.2629,284681.3571,978370.9564,182736.4236,658100,8.911841735
Singapore,1990,0.240040631,,568661.0558,306270.6487,1197886.145,296202.1501,647390,12.5031511
Singapore,1995,0.207376596,,560561.7509,329423.7996,1351256.024,461868.4251,774910,17.08655678
Singapore,2000,0.178056706,,559536.0771,354259.3746,1519125.416,709539.1329,840970,22.57909831
Singapore,2005,0.155836648,,542606.8144,394736.2495,1682101.787,862449.9538,834630,24.76955802
Singapore,2010,0.133174579,,516613.2642,435545.6287,1889505.557,1037553.846,884920,26.74646712
Singapore,2015,0.113279332,,474905.8943,464993.8781,1999303.207,1253140.716,792060,29.89117321
Singapore,2020,0.09582053,,418394.9553,471779.1541,2032979.947,1443289.689,793700,33.05412306
Singapore,2025,0.079862993,,358056.5598,467576.983,2066563.902,1591187.729,859340,35.49076574
Singapore,2030,0.065159673,,296945.3509,453327.1545,2087090.796,1719831.962,937040,37.73882536
Singapore,2035,0.05168948,,237854.5595,429896.0237,2093541.355,1840312.849,976340,39.99284888
Singapore,2040,0.039649568,,183036.7488,399395.9269,2072568.951,1961360.08,962190,42.4871404
Singapore,2045,0.029380936,,134795.7218,363955.2143,2008401.21,2080711.332,919090,45.35251194
Singapore,2050,0.020896997,,94213.41028,326960.4645,1903877.646,2183415.007,894380,48.42921631
Slovakia,1970,0.003997552,,13181.32649,1952218.737,1195650.139,136299.7976,1256630,4.133616316
Slovakia,1975,0.003784114,,13230.02053,1818456.873,1487143.633,177369.4743,1238930,5.073207319
Slovakia,1980,0.003637429,,13372.31829,1700499.552,1736626.937,225811.1926,1302530,6.142332736
Slovakia,1985,0.003484424,,13131.05034,1507700.052,1971193.019,276475.8784,1365880,7.336496707
Slovakia,1990,0.003401285,,13362.52758,1410351.776,2181906.724,323048.9729,1345170,8.222858446
Slovakia,1995,0.003296129,,13688.46297,1308957.58,2450394.074,379849.8836,1241410,9.146639656
Slovakia,2000,0.003331034,,14442.06602,1173861.294,2711785.491,435521.1496,1087910,10.04521047
Slovakia,2005,0.003189487,,14297.63294,1040577.965,2928129.678,499731.824,926590,11.14791728
Slovakia,2010,0.002973176,,13624.20527,910657.6626,3093877.721,564214.9737,826160,12.31272053
Slovakia,2015,0.002762112,,12722.31964,731087.7781,3236877.109,625324.6593,848430,13.57627113
Slovakia,2020,0.002559487,,11754.86383,593922.8797,3308323.326,678663.3824,894550,14.77711663
Slovakia,2025,0.002351454,,10758.73349,481816.2418,3361601.432,721177.892,910970,15.76223053
Slovakia,2030,0.002147644,,9733.079679,376440.212,3385621.396,760185.5661,874420,16.77380579
Slovakia,2035,0.001947475,,8675.273616,319984.1918,3324767.467,801199.3831,817070,17.98578212
Slovakia,2040,0.001749173,,7587.596971,270365.0733,3218996.71,840870.1584,766830,19.38462748
Slovakia,2045,0.001546667,,6478.929622,227221.9553,3078349.136,876912.7342,746000,20.93388711
Slovakia,2050,0.001334354,,5366.209554,189900.7906,2918597.915,907712.6508,757290,22.57105914
Slovenia,1970,0.011467525,,14526.60195,224032.2736,927838.66,100362.4644,402990,7.92276867
Slovenia,1975,0.010321169,,13716.93722,201653.0876,996874.2897,116765.6855,413000,8.785914741
Slovenia,1980,0.009190724,,12927.12154,178494.4078,1080022.748,135095.7223,425370,9.604826191
Slovenia,1985,0.008163621,,11934.80511,152083.5706,1142486.488,155445.1358,423620,10.63272587
Slovenia,1990,0.007221936,,11006.01341,127882.8046,1207920.676,177160.5063,404090,11.62493398
Slovenia,1995,0.006445179,,10365.00733,108579.9197,1285879.544,203355.5292,357590,12.64507264
Slovenia,2000,0.005853112,,9767.614919,91258.50394,1344791.765,222972.115,315750,13.36130461
Slovenia,2005,0.005230192,,8979.008003,78923.23046,1376611.077,252251.3529,284600,14.69341474
Slovenia,2010,0.00465395,,8052.438976,65297.24061,1376005.806,280881.9589,282330,16.23372329
Slovenia,2015,0.004112323,,7098.564155,52620.51592,1359232.395,307217.2716,298040,17.7976384
Slovenia,2020,0.003608295,,6182.290124,41366.00964,1337158.65,328648.128,310390,19.18155391
Slovenia,2025,0.003134304,,5328.728274,31777.34749,1315297.206,347728.0535,304550,20.45301126
Slovenia,2030,0.002709355,,4546.775097,23891.29648,1283094.11,366643.7277,285200,21.84775301
Slovenia,2035,0.00233322,,3834.84361,17611.14235,1234914.748,387223.8009,270170,23.55971309
Slovenia,2040,0.001998439,,3188.216001,12677.61943,1172941.88,406545.6003,265900,25.4831075
Slovenia,2045,0.001693118,,2604.486609,8858.380911,1104267.09,422548.4554,271200,27.46891928
Slovenia,2050,0.001407485,,2079.941655,5952.208267,1035237.924,434502.0799,278230,29.40250828
Solomon Islands,1970,,,,,,,70450,
Solomon Islands,1975,,,,,,,91970,
Solomon Islands,1980,,,,,,,108370,
Solomon Islands,1985,,,,,,,127100,
Solomon Islands,1990,,,,,,,140350,
Solomon Islands,1995,,,,,,,153860,
Solomon Islands,2000,,,,,,,170650,
Solomon Islands,2005,,,,,,,191380,
Solomon Islands,2010,,,,,,,213870,
Solomon Islands,2015,,,,,,,228460,
Solomon Islands,2020,,,,,,,233440,
Solomon Islands,2025,,,,,,,231230,
Solomon Islands,2030,,,,,,,231760,
Solomon Islands,2035,,,,,,,234350,
Solomon Islands,2040,,,,,,,235030,
Solomon Islands,2045,,,,,,,231820,
Solomon Islands,2050,,,,,,,225660,
South Africa,1970,0.401415885,,5232163.033,5292783.524,2135754.875,373568.5691,9467460,2.866049032
South Africa,1975,0.348946429,,5211169.454,6393555.309,2828218.129,501067.1082,10761330,3.355208067
South Africa,1980,0.301240213,,5118523.084,7476213.949,3733176.835,663586.1316,12081090,3.905400533
South Africa,1985,0.255890025,,5019794.628,8729298.182,4987237.854,880669.3355,13352250,4.4893171
South Africa,1990,0.216667961,,4865764.408,9839720.661,6614196.791,1137558.14,14326110,5.065440544
South Africa,1995,0.182999852,,4895053.904,11271209.87,9020422.48,1562263.75,14915740,5.84046757
South Africa,2000,0.150276933,,4557687.477,12271101.53,11326247.43,2173553.559,15074450,7.166681865
South Africa,2005,0.123905524,,4032237.261,12551094.34,13281483.05,2678022.195,15154500,8.229221711
South Africa,2010,0.100649862,,3410479.986,12417053.71,14959994.19,3097068.828,15105060,9.140049248
South Africa,2015,0.080761466,,2834146.752,11636368.57,17046595.75,3575698.759,15075360,10.1892632
South Africa,2020,0.064102165,,2338513.953,10785386.29,19213084.46,4144060.052,14954570,11.35948842
South Africa,2025,0.050359925,,1905599.372,9806881.237,21331752,4795366.386,14900640,12.67287845
South Africa,2030,0.039151884,,1528610.615,8734984.189,23264862.45,5514634.76,14717320,14.12448266
South Africa,2035,0.029960199,,1202508.074,8100089.51,24554454.58,6279800.055,14423560,15.64597049
South Africa,2040,0.022469554,,925345.8885,7443553.262,25714300.7,7099009.665,14090040,17.23804951
South Africa,2045,0.016477033,,695284.4687,6791962.565,26719728.03,7990213.901,13767430,18.93541749
South Africa,2050,0.011816013,,510036.0755,6162120.841,27529219.27,8963445.019,13424420,20.76562527
South America,1970,,27.23616332,,,,,,
South America,1975,,26.83347591,,,,,,
South America,1980,,26.12522995,,,,,,
South America,1985,,24.98832332,,,,,,
South America,1990,,23.68756642,,,,,,
South America,1995,,22.1767029,,,,,,
South America,2000,,20.59146067,,,,,,
South America,2005,,18.87882068,,,,,,
South America,2010,,17.03922435,,,,,,
South America,2015,,15.1660813,,,,,,
South America,2020,,13.30935011,,,,,,
South America,2025,,11.50554002,,,,,,
South America,2030,,9.79006695,,,,,,
South America,2035,,8.188047588,,,,,,
South America,2040,,6.717071003,,,,,,
South America,2045,,5.388886219,,,,,,
South America,2050,,4.213695021,,,,,,
South Korea,1970,0.292035996,,5400326.714,5576649.773,6943956.779,571056.7338,13245810,3.088130233
South Korea,1975,0.219709175,,4825428.668,6084814.939,10126376.4,926179.9976,13250650,4.217039711
South Korea,1980,0.163007621,,4101760.756,6172927.74,13342663.49,1545648.014,12708100,6.142542678
South Korea,1985,0.127336435,,3638872.918,6174888.942,16177465.09,2585613.052,12179150,9.047932004
South Korea,1990,0.097279071,,3092700.101,5860579.064,18903645.41,3935115.422,11013450,12.37767511
South Korea,1995,0.075403064,,2600496.342,5532184.237,20645001.18,5710258.244,10257370,16.55726101
South Korea,2000,0.058707768,,2173962.728,5216012.986,21949116.44,7691147.842,9639200,20.76991087
South Korea,2005,0.045989116,,1791111.405,4797639.558,22899504.73,9458164.154,8986170,24.285067
South Korea,2010,0.034441977,,1409849.302,4350198.142,23979528.33,11194465.34,7917830,27.3475695
South Korea,2015,0.025053176,,1061565.08,3709357.722,24698351.95,12903199.67,6982780,30.45184367
South Korea,2020,0.01751812,,751996.2975,3021440.88,24566599.14,14586731.91,6757810,33.98050334
South Korea,2025,0.011554267,,498249.8021,2362500.232,24244042.94,16017787.38,6471290,37.14477948
South Korea,2030,0.007191647,,308800.2894,1730219.307,23733810.78,17165914.64,6230410,39.9776813
South Korea,2035,0.004268181,,181027.9261,1223878.75,22856797.48,18151663.4,5912800,42.79703416
South Korea,2040,0.002475768,,102853.9723,807710.3015,21673134.07,18960577.81,5498570,45.63944678
South Korea,2045,0.001462031,,58847.56189,494376.4489,20122658.87,19574662.66,5056590,48.63204311
South Korea,2050,0.000898829,,34677.28874,278734.9463,18316588.69,19950499.67,4694080,51.71135512
Spain,1970,0.391027516,,9517664.474,8080577.607,6322264.523,419633.3962,9421260,1.724038548
Spain,1975,0.342669952,,8888916.809,8492282.089,7984166.239,574804.8628,9775650,2.215887031
Spain,1980,0.295248391,,8207279.343,8812505.25,9985311.487,792783.9206,9738310,2.851958209
Spain,1985,0.252938868,,7459781.861,8890545.587,12063387.86,1078714.69,8966190,3.657598543
Spain,1990,0.215023678,,6695076.145,8820454.167,14190077.36,1430852.331,7728410,4.595423921
Spain,1995,0.181095988,,5945529.777,8623014.672,16404219.78,1858055.77,6549270,5.65948633
Spain,2000,0.152748352,,5237713.511,8266547.05,18483473.65,2302085.781,5952490,6.713612908
Spain,2005,0.134058135,,4979173.748,8403510.188,20797210.49,2962004.877,6289510,7.97483417
Spain,2010,0.115392472,,4431723.496,8138180.546,22349911.59,3485839.568,6893890,9.076370522
Spain,2015,0.097372224,,3789902.858,7573962.846,23623730.47,3934210.181,7122900,10.10798457
Spain,2020,0.080502468,,3177858.978,6989471.648,24939744.35,4368223.924,6906900,11.06571463
Spain,2025,0.065805986,,2637896.154,6349970.358,26268565.32,4829528.913,6292470,12.04793106
Spain,2030,0.054018909,,2183875.822,5675518.542,27201718.08,5366876.198,6014330,13.27515016
Spain,2035,0.044907426,,1814467.807,5156060.142,27487503.95,5946594.964,5968860,14.71760891
Spain,2040,0.03783228,,1514275.733,4648890.264,27370630.31,6492227.556,6167140,16.2200162
Spain,2045,0.032089761,,1264862.611,4166148.784,27009882.88,6975497.833,6405890,17.69694653
Spain,2050,0.027152523,,1050027.751,3715541.851,26500556.49,7405335.576,6497420,19.14935525
Sri Lanka,1970,0.161154856,,1200344.221,3405761.613,2598747.578,243536.5883,4985660,3.26965409
Sri Lanka,1975,0.13793238,,1178113.561,3722373.644,3288001.777,352751.0175,5152610,4.129974307
Sri Lanka,1980,0.11868443,,1130674.521,3997900.924,3896290.392,501864.1634,5377720,5.267958296
Sri Lanka,1985,0.102725672,,1076033.955,4174260.439,4530279.017,694256.5889,5521960,6.62785543
Sri Lanka,1990,0.086779551,,1009753.839,4330854.962,5358087.901,937153.2974,5537060,8.054016659
Sri Lanka,1995,0.07264312,,926157.6409,4338611.666,6240144.985,1244505.708,5340640,9.761273125
Sri Lanka,2000,0.061063805,,835942.7351,4234448.031,6871424.778,1747844.454,4952690,12.76762501
Sri Lanka,2005,0.056664181,,821580.2784,4059782.829,7548612.253,2069136.103,4974420,14.27077865
Sri Lanka,2010,0.048495454,,736284.5607,3862760.581,8117720.848,2465782.003,5189000,16.24089714
Sri Lanka,2015,0.041527902,,651330.283,3625695.852,8579953.176,2827181.305,5365150,18.02570997
Sri Lanka,2020,0.035310334,,567708.1704,3353095.755,8984408.738,3172465.123,5233650,19.73211035
Sri Lanka,2025,0.029801569,,485897.9801,3046022.265,9249906.123,3522616.355,4866110,21.60525456
Sri Lanka,2030,0.024735155,,406449.1475,2717955.968,9449462.566,3858176.238,4584450,23.47958816
Sri Lanka,2035,0.020102296,,330349.052,2376315.802,9528085.442,4198649.153,4422250,25.54948637
Sri Lanka,2040,0.015932094,,259304.3554,2034441.027,9453913.977,4527938.33,4330200,27.82041198
Sri Lanka,2045,0.012269565,,196049.5086,1708808.909,9254358.162,4819304.984,4195450,30.16114454
Sri Lanka,2050,0.009157011,,142741.6048,1413447.014,8967826.99,5064216.43,3978850,32.48743294
Sweden,1970,1.28E-6,,8.155775,2908516.853,2888797.402,569107.5898,1676450,8.939194962
Sweden,1975,8.05E-7,,5.230564,2630989.512,3171316.532,694998.7255,1695260,10.69671488
Sweden,1980,4.37E-7,,2.922815,2338297.61,3518891.366,824938.1005,1628350,12.34543627
Sweden,1985,2.26E-7,,1.556569,2077469.815,3865170.508,943228.1203,1516560,13.69802393
Sweden,1990,7.91E-8,,0.555742,1759929.689,4187727.391,1076182.365,1535020,15.32185194
Sweden,1995,1.2E-8,,0.0861,1487278.467,4417993.076,1257658.37,1664020,17.55787604
Sweden,2000,1.23E-9,,0.0089,1221978.479,4628708.269,1382951.751,1632660,19.11834203
Sweden,2005,,,0,996720.0063,4959023.938,1508927.213,1570970,20.21424898
Sweden,2010,,,0,789983.074,5296261.264,1648639.747,1551060,21.31434329
Sweden,2015,,,0,604970.79,5442624.687,1810878.203,1654700,23.0436377
Sweden,2020,,,0,445883.2264,5591427.469,1966456.984,1769190,24.56914122
Sweden,2025,,,0,313575.374,5763227.491,2096723.979,1849500,25.65262241
Sweden,2030,,,0,209240.2151,5875724.071,2236703.702,1916240,26.87806946
Sweden,2035,,,0,132604.6669,5943908.084,2385181.973,1937420,28.18799367
Sweden,2040,,,0,81074.41327,5968843.065,2539107.353,1952050,29.56223091
Sweden,2045,,,0,49232.33484,5936313.292,2705619.847,1999810,31.13069076
Sweden,2050,,,0,30279.45324,5867757.809,2880944,2078540,32.81638169
Switzerland,1970,1.17E-6,,5.512726,311588.5918,3957697.521,446878.3747,1463980,9.475450942
Switzerland,1975,6.99E-7,,3.435834,316753.4198,4071701.751,528191.3937,1439780,10.74291222
Switzerland,1980,3.87E-7,,1.96223,323230.3886,4148049.333,600818.3164,1260710,11.84555345
Switzerland,1985,1.91E-7,,1.032115,320595.0038,4361241.371,711312.5929,1148510,13.18918615
Switzerland,1990,7.65E-8,,0.434585,302050.9971,4527947.513,850211.0549,1136630,14.9679511
Switzerland,1995,1.15E-8,,0.0675,292588.9249,4587007.029,977013.9783,1237450,16.68224414
Switzerland,2000,1.64E-9,,0.0098,286269.8954,4618117.629,1085362.381,1248940,18.12032883
Switzerland,2005,,,0,322191.0632,4676958.904,1183522.136,1205340,19.14256677
Switzerland,2010,,,0,363284.3966,4752102.741,1292105.153,1168100,20.16553582
Switzerland,2015,,,0,370772.2274,4798529.26,1413048.874,1148670,21.46723885
Switzerland,2020,,,0,376337.4135,4778055.716,1546594.047,1172720,23.08009262
Switzerland,2025,,,0,384016.9635,4727835.136,1677053.448,1201840,24.70285432
Switzerland,2030,,,0,389706.4048,4670869.007,1797507.228,1232340,26.21005495
Switzerland,2035,,,0,413798.3967,4593151.318,1914019.693,1245810,27.65536993
Switzerland,2040,,,0,433199.4502,4506265.823,2033836.33,1242240,29.16604567
Switzerland,2045,,,0,446699.502,4398708.069,2163597.496,1237850,30.86882482
Switzerland,2050,,,0,453751.5093,4263497.302,2303840.175,1248880,32.81314593
Syria,1970,0.49815879,,1654196.043,1466615.539,149126.1809,50682.23683,3035770,1.526288369
Syria,1975,0.418817754,,1628886.951,1918246.329,269227.6521,72889.06738,3640160,1.874116279
Syria,1980,0.345898027,,1578277.352,2409847.897,467877.2508,106837.5,4338840,2.341469348
Syria,1985,0.286740302,,1568796.337,2969785.291,782107.2434,150451.1294,5100080,2.749904579
Syria,1990,0.23412559,,1537095.372,3846261.189,982109.8589,199793.5806,5753360,3.043193729
Syria,1995,0.187948848,,1510343.787,5022730.498,1242774.812,260080.9035,6180570,3.236475473
Syria,2000,0.149175828,,1462733.141,6348986.131,1658684.805,335025.9216,6404910,3.416738701
Syria,2005,0.120248402,,1440581.274,7814115.562,2255173.966,470174.2332,7229970,3.924644956
Syria,2010,0.098996037,,1389965.457,9060691.463,2940459.43,649500.8456,7532380,4.625871046
Syria,2015,0.081486026,,1282758.744,9870833.754,3749493.007,838984.6797,7338200,5.329570189
Syria,2020,0.066437991,,1175678.502,10673858.48,4788379.956,1057959.95,7152630,5.97856753
Syria,2025,0.053706819,,1065595.149,11359568.53,6104132.534,1311669.352,7142450,6.610914915
Syria,2030,0.043329647,,950800.4832,11796710.37,7581058.788,1614846.515,7365740,7.359139086
Syria,2035,0.034987764,,834248.1183,12291374.81,8744295.709,1974078.059,7421480,8.279140801
Syria,2040,0.028242818,,719856.7804,12560186.27,9829768.594,2378324.433,7291290,9.331103794
Syria,2045,0.022717911,,611038.628,12616680.45,10860789.67,2808270.041,7045810,10.44091585
Syria,2050,0.018139074,,509584.5301,12469855.77,11861770.48,3251983.184,6790890,11.57569761
Tajikistan,1970,0.038673295,,60721.32679,871425.8303,555818.6038,82144.23917,1371400,5.231750589
Tajikistan,1975,0.029237741,,54939.46976,905090.1776,804139.016,114891.3366,1562940,6.114298458
Tajikistan,1980,0.021492246,,48510.57778,932576.7914,1121705.776,154326.8546,1695580,6.837334949
Tajikistan,1985,0.016043902,,42109.78746,904472.9323,1476557.834,201519.4467,1942150,7.677925777
Tajikistan,1990,0.012045552,,36309.87079,885837.8294,1842631.525,249600.7745,2288770,8.280335409
Tajikistan,1995,0.00860209,,27953.09265,850579.9403,2089385.105,281651.8621,2520820,8.6673579
Tajikistan,2000,0.006787526,,24138.47723,911080.7358,2296070.254,325010.5327,2614820,9.139007753
Tajikistan,2005,0.005511033,,21892.80187,1011983.491,2577142.268,361521.8387,2567880,9.10052013
Tajikistan,2010,0.004292289,,19385.0746,1063654.227,2999660.514,433556.2191,2544670,9.599903455
Tajikistan,2015,0.003303466,,16905.381,1013912.789,3546449.681,540199.9923,2525890,10.5560017
Tajikistan,2020,0.002559117,,14557.44315,947652.1391,4062146.654,664106.5345,2521670,11.67462215
Tajikistan,2025,0.002004938,,12526.72409,872973.4276,4564532.136,797902.1601,2465000,12.77065511
Tajikistan,2030,0.001586951,,10833.83072,786992.3384,5086406.266,942587.8527,2360740,13.80712855
Tajikistan,2035,0.001272902,,9410.648452,781972.3611,5497007.889,1104675.065,2229320,14.94204259
Tajikistan,2040,0.001034226,,8161.521875,766099.9835,5830020.658,1287146.081,2114890,16.31068599
Tajikistan,2045,0.000846075,,7014.844988,738183.2627,6061462.881,1484380.684,2020550,17.90342809
Tajikistan,2050,0.000689693,,5926.84478,698097.3566,6203960.659,1685463.118,1924330,19.61335104
Tanzania,1970,0.618947499,,4525063.267,2652785.286,122325.0639,10726.38299,6287450,0.146717682
Tanzania,1975,0.551199496,,4717997.598,3598675.814,224328.2042,18508.38429,7410740,0.21623182
Tanzania,1980,0.482273696,,4813366.378,4775466.498,362240.5353,29496.58848,8696000,0.295540119
Tanzania,1985,0.415929926,,4868788.368,6262051.389,531587.1707,43363.0716,10141480,0.370441223
Tanzania,1990,0.362676479,,4995273.707,8033900.319,681268.3471,62917.62761,11735750,0.456806673
Tanzania,1995,0.319785465,,5261113.673,10205488.22,888160.0604,97248.04791,13577520,0.591101318
Tanzania,2000,0.290938556,,5467264.979,12162478.04,1035135.328,126941.6615,15229380,0.675515524
