Entity,Year,Bottom decile income/consumption per day,Difference between top and bottom decile income/consumption per day,World Bank region (including Advanced Industrialized category),pop
Netherlands (inc),2012,18.13567,92.95149,Advanced industrial economies,16.75
Netherlands (inc),2013,17.18764,92.86168,Advanced industrial economies,16.8
Netherlands (inc),2014,17.31932,97.17519,Advanced industrial economies,16.87
Netherlands (inc),2015,18.35322,101.5684,Advanced industrial economies,16.94
Nicaragua (cons),1993,0.9392587,22.56584,Latin America and Caribbean,4.43
Nicaragua (cons),1998,1.17027,19.19922,Latin America and Caribbean,4.87
Nicaragua (cons),2001,1.118222,16.24256,Latin America and Caribbean,5.1
Nicaragua (cons),2005,1.29134,14.75598,Latin America and Caribbean,5.38
Nicaragua (inc),1993,0.239163,21.31479,Latin America and Caribbean,4.43
Nicaragua (inc),1998,0.558,25.5,Latin America and Caribbean,4.87
Nicaragua (inc),2001,0.9881415,29.5305,Latin America and Caribbean,5.1
Nicaragua (inc),2005,1.497496,30.57321,Latin America and Caribbean,5.38
Nicaragua (inc),2009,1.571304,25.44091,Latin America and Caribbean,5.67
Nicaragua (inc),2014,2.144194,38.15149,Latin America and Caribbean,6.01
Niger (cons),1993,0.4666192,4.112471,Sub-Saharan Africa,8.84
Niger (cons),1994,0.32021,4.085391,Sub-Saharan Africa,9.15
Niger (cons),2005,0.3978201,5.897813,Sub-Saharan Africa,13.62
Niger (cons),2007,0.5852107,5.11605,Sub-Saharan Africa,14.67
Niger (cons),2011,0.8930104,5.318112,Sub-Saharan Africa,17.06
Niger (cons),2014,0.8279671,6.16318,Sub-Saharan Africa,19.15
Nigeria (cons),1985,0.5715241,5.955883,Sub-Saharan Africa,83.61
Nigeria (cons),1992,0.3011336,6.85307,Sub-Saharan Africa,100.22
Nigeria (cons),1996,0.3004392,9.176206,Sub-Saharan Africa,110.73
Nigeria (cons),2004,0.4908612,6.450986,Sub-Saharan Africa,135.39
Nigeria (cons),2010,0.5087816,7.65417,Sub-Saharan Africa,158.58
Norway (inc),2003,19.61613,100.1861,Advanced industrial economies,4.56
Norway (inc),2004,18.8809,128.3141,Advanced industrial economies,4.59
Norway (inc),2005,19.5695,126.6458,Advanced industrial economies,4.62
Norway (inc),2006,18.69322,94.21384,Advanced industrial economies,4.66
Norway (inc),2007,21.60178,109.3664,Advanced industrial economies,4.71
Norway (inc),2008,21.70161,111.5035,Advanced industrial economies,4.77
Norway (inc),2009,22.52632,107.6121,Advanced industrial economies,4.83
Norway (inc),2010,23.09007,105.7476,Advanced industrial economies,4.89
Norway (inc),2011,24.80282,107.0709,Advanced industrial economies,4.95
Norway (inc),2012,24.71227,112.688,Advanced industrial economies,5.02
Norway (inc),2013,25.30875,121.9107,Advanced industrial economies,5.08
Norway (inc),2014,24.87222,126.8202,Advanced industrial economies,5.14
Norway (inc),2015,24.67221,133.5997,Advanced industrial economies,5.19
Pakistan (cons),1987,0.711865,4.938052,South Asia,98.36
Pakistan (cons),1991,0.7005538,4.924664,South Asia,107.68
Pakistan (cons),1997,1.463579,6.972932,South Asia,125.94
Pakistan (cons),1999,1.239402,8.249353,South Asia,132.25
Pakistan (cons),2002,1.203718,6.56708,South Asia,144.65
Pakistan (cons),2005,1.351728,8.478695,South Asia,150.78
Pakistan (cons),2006,1.444856,8.947133,South Asia,157.09
Pakistan (cons),2008,1.51509,8.730709,South Asia,163.64
Pakistan (cons),2011,1.685569,8.684694,South Asia,170.56
Pakistan (cons),2012,1.702455,9.421635,South Asia,177.91
Pakistan (cons),2014,1.773584,9.748081,South Asia,185.55
Pakistan (cons),2016,1.922065,12.35754,South Asia,193.2
Panama (inc),1989,0.0189659,40.625,Latin America and Caribbean,2.42
Panama (inc),1991,0.1215833,42.96958,Latin America and Caribbean,2.52
Panama (inc),1995,0.1682321,55.74953,Latin America and Caribbean,2.74
Panama (inc),1997,0.3621255,58.75821,Latin America and Caribbean,2.85
Panama (inc),1998,0.2825451,55.48158,Latin America and Caribbean,2.91
Panama (inc),1999,0.3913141,56.94294,Latin America and Caribbean,2.97
Panama (inc),2000,0.6889117,61.55714,Latin America and Caribbean,3.03
Panama (inc),2001,0.5803108,53.40121,Latin America and Caribbean,3.09
Panama (inc),2002,1.047876,58.40527,Latin America and Caribbean,3.15
Panama (inc),2003,1.025568,58.42928,Latin America and Caribbean,3.21
Panama (inc),2004,1.142268,57.91301,Latin America and Caribbean,3.27
Panama (inc),2005,1.177123,55.25471,Latin America and Caribbean,3.33
Panama (inc),2006,1.038504,57.55873,Latin America and Caribbean,3.39
Panama (inc),2007,1.431699,58.02856,Latin America and Caribbean,3.45
Panama (inc),2008,1.551209,67.05228,Latin America and Caribbean,3.52
Panama (inc),2009,2.234528,70.26147,Latin America and Caribbean,3.58
Panama (inc),2010,1.994207,71.45908,Latin America and Caribbean,3.64
Panama (inc),2011,2.305757,78.68142,Latin America and Caribbean,3.71
Panama (inc),2012,2.027456,80.3121,Latin America and Caribbean,3.77
Panama (inc),2013,2.395524,82.36751,Latin America and Caribbean,3.84
Panama (inc),2014,2.237544,80.87432,Latin America and Caribbean,3.9
Panama (inc),2015,2.65568,89.04752,Latin America and Caribbean,3.97
Panama (inc),2016,2.667417,90.81565,Latin America and Caribbean,4.03
Papua New Guinea (cons),1996,0.1399207,12.23697,East Asia and Pacific,5.02
Papua New Guinea (cons),2010,0.5956129,9.278185,East Asia and Pacific,7.11
Paraguay (inc),1990,3.053481,40.01741,Latin America and Caribbean,4.21
Paraguay (inc),1995,0.9362663,59.86829,Latin America and Caribbean,4.76
Paraguay (inc),1997,1.047816,57.62986,Latin America and Caribbean,4.98
Paraguay (inc),1999,1.1329,53.07893,Latin America and Caribbean,5.2
Paraguay (inc),2001,1.286737,55.26406,Latin America and Caribbean,5.41
Paraguay (inc),2002,1.011352,48.14034,Latin America and Caribbean,5.51
Paraguay (inc),2003,1.398788,51.76723,Latin America and Caribbean,5.61
Paraguay (inc),2004,1.698837,47.83878,Latin America and Caribbean,5.7
Paraguay (inc),2005,1.636033,48.48608,Latin America and Caribbean,5.8
Paraguay (inc),2006,1.457154,47.58879,Latin America and Caribbean,5.88
Paraguay (inc),2007,1.4744,51.23231,Latin America and Caribbean,5.97
Paraguay (inc),2008,1.933003,49.7426,Latin America and Caribbean,6.05
Paraguay (inc),2009,1.766402,45.90138,Latin America and Caribbean,6.13
Paraguay (inc),2010,1.74578,53.47814,Latin America and Caribbean,6.21
Paraguay (inc),2011,1.787817,60.33506,Latin America and Caribbean,6.29
Paraguay (inc),2012,2.193208,52.81602,Latin America and Caribbean,6.38
Paraguay (inc),2013,2.650604,59.53023,Latin America and Caribbean,6.47
Paraguay (inc),2014,2.561227,69.82902,Latin America and Caribbean,6.55
Paraguay (inc),2015,2.639665,59.11504,Latin America and Caribbean,6.64
Paraguay (inc),2016,2.657534,58.2375,Latin America and Caribbean,6.73
Peru (cons),1986,2.375511,44.28537,Latin America and Caribbean,20
Peru (cons),1994,1.180907,20.24964,Latin America and Caribbean,23.62
Peru (inc),1997,0.7857988,33.63888,Latin America and Caribbean,24.83
Peru (inc),1998,0.7928965,39.71774,Latin America and Caribbean,25.2
Peru (inc),1999,0.7706919,39.43075,Latin America and Caribbean,25.56
Peru (inc),2000,0.9019065,27.68159,Latin America and Caribbean,25.91
Peru (inc),2001,0.8879632,29.76235,Latin America and Caribbean,26.26
Peru (inc),2002,0.95055,36.96384,Latin America and Caribbean,26.6
Peru (inc),2003,1.196313,38.59977,Latin America and Caribbean,26.94
Peru (inc),2004,1.089929,31.57387,Latin America and Caribbean,27.27
Peru (inc),2005,0.9992318,30.56187,Latin America and Caribbean,27.61
Peru (inc),2006,1.075733,33.86737,Latin America and Caribbean,27.95
Peru (inc),2007,1.206132,38.13233,Latin America and Caribbean,28.29
Peru (inc),2008,1.374454,36.7267,Latin America and Caribbean,28.64
Peru (inc),2009,1.548498,37.98833,Latin America and Caribbean,29
Peru (inc),2010,1.756051,38.26099,Latin America and Caribbean,29.37
Peru (inc),2011,1.829797,38.73873,Latin America and Caribbean,29.76
Peru (inc),2012,1.877354,40.56606,Latin America and Caribbean,30.16
Peru (inc),2013,1.99586,40.09631,Latin America and Caribbean,30.57
Peru (inc),2014,2.087909,39.55428,Latin America and Caribbean,30.97
Peru (inc),2015,2.113337,40.34789,Latin America and Caribbean,31.38
Peru (inc),2016,2.15897,41.67751,Latin America and Caribbean,31.77
Philippines (cons),1985,1.082896,11.71247,East Asia and Pacific,54.32
Philippines (cons),1988,1.095066,12.01701,East Asia and Pacific,58.85
Philippines (cons),1991,1.120882,14.13191,East Asia and Pacific,63.51
Philippines (cons),1994,1.140848,13.82833,East Asia and Pacific,68.24
Philippines (cons),1997,1.251724,19.01615,East Asia and Pacific,73.06
Philippines (cons),2000,1.371011,16.65858,East Asia and Pacific,77.99
Philippines (cons),2003,1.39074,16.12827,East Asia and Pacific,83.03
Philippines (cons),2006,1.360399,16.82945,East Asia and Pacific,87.81
Philippines (cons),2009,1.502245,17.31322,East Asia and Pacific,92.22
Philippines (cons),2012,1.443565,17.20391,East Asia and Pacific,96.87
Philippines (cons),2015,1.607933,16.84501,East Asia and Pacific,101.72
Philippines (inc),2000,1.342711,22.99393,East Asia and Pacific,77.99
Philippines (inc),2003,1.333874,22.24412,East Asia and Pacific,83.03
Philippines (inc),2006,1.310451,22.19416,East Asia and Pacific,87.81
Philippines (inc),2009,1.452151,23.03855,East Asia and Pacific,92.22
Philippines (inc),2012,1.457669,23.59904,East Asia and Pacific,96.87
Philippines (inc),2015,1.694034,23.83381,East Asia and Pacific,101.72
Poland (cons),1993,3.427605,14.84136,Eastern Europe and Central Asia,38.46
Poland (cons),1996,2.093025,13.9717,Eastern Europe and Central Asia,38.62
Poland (cons),1998,4.509383,30.01808,Eastern Europe and Central Asia,38.66
Poland (cons),1999,4.365384,29.48273,Eastern Europe and Central Asia,38.66
Poland (cons),2000,4.228026,29.92343,Eastern Europe and Central Asia,38.26
Poland (cons),2001,4.132471,29.12101,Eastern Europe and Central Asia,38.25
Poland (cons),2002,4.051214,30.76838,Eastern Europe and Central Asia,38.23
Poland (cons),2003,4.284244,34.51836,Eastern Europe and Central Asia,38.2
Poland (cons),2004,4.250196,36.17156,Eastern Europe and Central Asia,38.18
Poland (cons),2005,4.12174,32.08781,Eastern Europe and Central Asia,38.17
Poland (cons),2006,4.522349,33.20206,Eastern Europe and Central Asia,38.14
Poland (cons),2007,4.867332,35.3642,Eastern Europe and Central Asia,38.12
Poland (cons),2008,5.206304,38.26633,Eastern Europe and Central Asia,38.13
Poland (cons),2009,5.365014,38.64797,Eastern Europe and Central Asia,38.15
Poland (cons),2010,5.387959,38.29955,Eastern Europe and Central Asia,38.04
Poland (cons),2011,5.342466,37.15068,Eastern Europe and Central Asia,38.06
Poland (cons),2012,5.408449,36.47027,Eastern Europe and Central Asia,38.06
Poland (cons),2013,5.399854,36.90726,Eastern Europe and Central Asia,38.04
Poland (cons),2014,5.522627,36.61669,Eastern Europe and Central Asia,38.01
Poland (cons),2015,5.71611,37.0438,Eastern Europe and Central Asia,37.99
Poland (cons),2016,6.349714,37.56319,Eastern Europe and Central Asia,37.95
Poland (inc),1985,6.044006,24.55744,Eastern Europe and Central Asia,37.2
Poland (inc),1987,6.158784,25.54922,Eastern Europe and Central Asia,37.67
Poland (inc),1989,7.268842,33.5122,Eastern Europe and Central Asia,37.96
Poland (inc),2004,3.055271,41.09731,Eastern Europe and Central Asia,38.18
Poland (inc),2005,3.952,40.49969,Eastern Europe and Central Asia,38.17
Poland (inc),2006,4.570826,42.34683,Eastern Europe and Central Asia,38.14
Poland (inc),2007,5.499879,47.13897,Eastern Europe and Central Asia,38.12
Poland (inc),2008,6.049091,50.05031,Eastern Europe and Central Asia,38.13
Poland (inc),2009,6.128088,50.31598,Eastern Europe and Central Asia,38.15
Poland (inc),2010,6.243893,51.19992,Eastern Europe and Central Asia,38.04
Poland (inc),2011,6.245814,51.0674,Eastern Europe and Central Asia,38.06
Poland (inc),2012,6.214374,50.27384,Eastern Europe and Central Asia,38.06
Poland (inc),2013,6.296309,51.72132,Eastern Europe and Central Asia,38.04
Poland (inc),2014,6.422576,52.69806,Eastern Europe and Central Asia,38.01
Poland (inc),2015,6.899356,52.96925,Eastern Europe and Central Asia,37.99
Portugal (inc),2003,5.976133,73.77616,Advanced industrial economies,10.46
Portugal (inc),2004,6.47458,77.61301,Advanced industrial economies,10.48
Portugal (inc),2005,6.680647,76.54112,Advanced industrial economies,10.5
Portugal (inc),2006,7.049426,75.4818,Advanced industrial economies,10.52
Portugal (inc),2007,7.440596,73.17518,Advanced industrial economies,10.54
Portugal (inc),2008,7.180502,72.96942,Advanced industrial economies,10.56
Portugal (inc),2009,7.737015,69.97322,Advanced industrial economies,10.57
Portugal (inc),2010,7.408938,71.27621,Advanced industrial economies,10.57
Portugal (inc),2011,6.614547,69.7728,Advanced industrial economies,10.56
Portugal (inc),2012,5.574986,64.06211,Advanced industrial economies,10.51
Portugal (inc),2013,5.386474,63.43513,Advanced industrial economies,10.46
Portugal (inc),2014,5.788687,64.00706,Advanced industrial economies,10.4
Portugal (inc),2015,6.442521,66.84115,Advanced industrial economies,10.36
Romania (cons),1998,2.292887,14.93937,Eastern Europe and Central Asia,22.51
Romania (cons),1999,1.695608,9.791405,Eastern Europe and Central Asia,22.47
Romania (cons),2000,1.631387,9.391114,Eastern Europe and Central Asia,22.44
Romania (cons),2001,1.777722,10.3379,Eastern Europe and Central Asia,22.13
Romania (cons),2002,1.762575,11.039,Eastern Europe and Central Asia,21.73
Romania (cons),2003,1.950819,11.61338,Eastern Europe and Central Asia,21.57
Romania (cons),2004,2.154792,12.85225,Eastern Europe and Central Asia,21.45
Romania (cons),2005,2.290165,13.55239,Eastern Europe and Central Asia,21.32
Romania (cons),2006,2.277751,14.14821,Eastern Europe and Central Asia,21.19
Romania (cons),2007,2.545279,15.3771,Eastern Europe and Central Asia,20.88
Romania (cons),2008,3.046914,17.67389,Eastern Europe and Central Asia,20.54
Romania (cons),2009,3.234313,16.85295,Eastern Europe and Central Asia,20.37
Romania (cons),2010,3.069749,16.02025,Eastern Europe and Central Asia,20.25
Romania (cons),2011,3.125901,15.18539,Eastern Europe and Central Asia,20.15
Romania (cons),2012,3.187027,15.49975,Eastern Europe and Central Asia,20.06
Romania (cons),2013,3.190196,15.7494,Eastern Europe and Central Asia,19.98
Romania (cons),2016,3.487017,18.71767,Eastern Europe and Central Asia,19.71
Romania (inc),1989,5.819156,21.31336,Eastern Europe and Central Asia,23.16
Romania (inc),1992,3.552677,15.32326,Eastern Europe and Central Asia,22.79
Romania (inc),1994,1.480041,7.600208,Eastern Europe and Central Asia,22.73
Romania (inc),2006,1.379711,22.16465,Eastern Europe and Central Asia,21.19
Romania (inc),2007,1.670926,22.55308,Eastern Europe and Central Asia,20.88
Romania (inc),2008,1.941046,24.42732,Eastern Europe and Central Asia,20.54
Romania (inc),2009,2.114762,24.00458,Eastern Europe and Central Asia,20.37
Romania (inc),2010,1.87596,22.42404,Eastern Europe and Central Asia,20.25
Romania (inc),2011,1.658284,20.98368,Eastern Europe and Central Asia,20.15
Romania (inc),2012,1.55017,21.78493,Eastern Europe and Central Asia,20.06
Romania (inc),2013,1.505423,21.94409,Eastern Europe and Central Asia,19.98
Romania (inc),2014,1.44687,21.9905,Eastern Europe and Central Asia,19.91
Romania (inc),2015,1.705675,23.86911,Eastern Europe and Central Asia,19.82
Russian Federation (cons),1993,2.30331,51.14743,Eastern Europe and Central Asia,148.52
Russian Federation (cons),1996,2.139015,45.09203,Eastern Europe and Central Asia,148.16
Russian Federation (cons),1997,2.923851,32.73258,Eastern Europe and Central Asia,147.92
Russian Federation (cons),1998,2.586715,28.65033,Eastern Europe and Central Asia,147.67
Russian Federation (cons),1999,2.086777,22.03289,Eastern Europe and Central Asia,147.21
Russian Federation (cons),2000,2.373045,23.94965,Eastern Europe and Central Asia,146.6
Russian Federation (cons),2001,2.768078,27.12288,Eastern Europe and Central Asia,145.98
Russian Federation (cons),2002,3.114799,30.35146,Eastern Europe and Central Asia,145.31
Russian Federation (cons),2003,3.103622,36.60179,Eastern Europe and Central Asia,144.65
Russian Federation (cons),2004,3.276348,39.78222,Eastern Europe and Central Asia,144.07
Russian Federation (cons),2005,3.510294,45.21445,Eastern Europe and Central Asia,143.52
Russian Federation (cons),2006,3.906621,48.99343,Eastern Europe and Central Asia,143.05
Russian Federation (cons),2007,4.471449,59.79582,Eastern Europe and Central Asia,142.81
Russian Federation (cons),2008,5.229925,65.2764,Eastern Europe and Central Asia,142.74
Russian Federation (cons),2009,5.320449,59.02179,Eastern Europe and Central Asia,142.79
Russian Federation (cons),2010,5.678102,62.48139,Eastern Europe and Central Asia,142.85
Russian Federation (cons),2011,5.969767,66.01451,Eastern Europe and Central Asia,142.96
Russian Federation (cons),2012,6.158921,72.15432,Eastern Europe and Central Asia,143.2
Russian Federation (cons),2013,6.366446,74.33324,Eastern Europe and Central Asia,143.51
Russian Federation (cons),2014,6.470385,71.34515,Eastern Europe and Central Asia,143.82
Russian Federation (cons),2015,6.216842,60.17813,Eastern Europe and Central Asia,144.1
Rwanda (cons),1985,0.8835682,4.052365,Sub-Saharan Africa,5.88
Rwanda (cons),2000,0.3614058,7.048322,Sub-Saharan Africa,8.03
Rwanda (cons),2006,0.4047702,9.921576,Sub-Saharan Africa,9.21
Rwanda (cons),2011,0.5567523,9.129279,Sub-Saharan Africa,10.52
Rwanda (cons),2014,0.6348138,9.35626,Sub-Saharan Africa,11.35
Samoa (cons),2008,2.649015,31.04685,East Asia and Pacific,0.18
Sao Tome and Principe (cons),2001,1.024718,6.598561,Sub-Saharan Africa,0.14
Sao Tome and Principe (cons),2010,1.00052,5.911647,Sub-Saharan Africa,0.17
Senegal (cons),1991,0.2851752,8.69365,Sub-Saharan Africa,7.79
Senegal (cons),1994,0.6160517,7.352648,Sub-Saharan Africa,8.51
Senegal (cons),2001,0.7422246,8.382772,Sub-Saharan Africa,10.13
Senegal (cons),2006,0.7353863,8.472263,Sub-Saharan Africa,11.56
Senegal (cons),2011,0.7257666,9.072083,Sub-Saharan Africa,13.3
Serbia (cons),2002,4.259507,28.89452,Eastern Europe and Central Asia,7.5
Serbia (cons),2003,3.883292,28.37409,Eastern Europe and Central Asia,7.48
Serbia (cons),2004,3.389376,28.98381,Eastern Europe and Central Asia,7.46
Serbia (cons),2005,3.298604,32.366,Eastern Europe and Central Asia,7.44
Serbia (cons),2006,3.979643,23.68004,Eastern Europe and Central Asia,7.41
Serbia (cons),2007,4.19386,23.08385,Eastern Europe and Central Asia,7.38
Serbia (cons),2008,4.618421,22.29046,Eastern Europe and Central Asia,7.35
Serbia (cons),2009,4.321953,22.16326,Eastern Europe and Central Asia,7.32
Serbia (cons),2010,4.012684,22.19516,Eastern Europe and Central Asia,7.29
Serbia (cons),2013,3.977619,22.04641,Eastern Europe and Central Asia,7.16
Serbia (cons),2015,4.690276,24.80238,Eastern Europe and Central Asia,7.1
Serbia (inc),2012,1.627767,32.82061,Eastern Europe and Central Asia,7.2
Serbia (inc),2013,1.327828,29.38636,Eastern Europe and Central Asia,7.16
Serbia (inc),2014,1.637016,31.23286,Eastern Europe and Central Asia,7.13
Serbia (inc),2015,1.597808,32.35857,Eastern Europe and Central Asia,7.1
Seychelles (cons),2000,4.071864,61.25082,Sub-Saharan Africa,0.08
Seychelles (cons),2006,4.100357,54.78775,Sub-Saharan Africa,0.08
Seychelles (inc),2013,4.366668,87.28741,Sub-Saharan Africa,0.09
Sierra Leone (cons),2003,0.5825135,6.403286,Sub-Saharan Africa,5.2
Sierra Leone (cons),2011,0.7607501,5.518938,Sub-Saharan Africa,6.61
Slovak Republic (cons),2004,5.056968,27.04551,Eastern Europe and Central Asia,5.37
Slovak Republic (cons),2005,5.56488,31.92564,Eastern Europe and Central Asia,5.37
Slovak Republic (cons),2006,6.949639,33.06139,Eastern Europe and Central Asia,5.37
Slovak Republic (cons),2007,7.018843,34.35629,Eastern Europe and Central Asia,5.37
Slovak Republic (cons),2008,7.305615,33.25014,Eastern Europe and Central Asia,5.38
Slovak Republic (cons),2009,6.977496,28.96864,Eastern Europe and Central Asia,5.39
Slovak Republic (inc),1996,4.730502,26.76588,Eastern Europe and Central Asia,5.37
Slovak Republic (inc),2004,5.300122,29.56994,Eastern Europe and Central Asia,5.37
Slovak Republic (inc),2005,6.166501,38.97591,Eastern Europe and Central Asia,5.37
Slovak Republic (inc),2006,7.081673,35.56486,Eastern Europe and Central Asia,5.37
Slovak Republic (inc),2007,7.383475,34.68611,Eastern Europe and Central Asia,5.37
Slovak Republic (inc),2008,7.194408,37.82866,Eastern Europe and Central Asia,5.38
Slovak Republic (inc),2009,7.113584,41.73901,Eastern Europe and Central Asia,5.39
Slovak Republic (inc),2010,7.159143,42.95486,Eastern Europe and Central Asia,5.39
Slovak Republic (inc),2011,7.69179,42.17387,Eastern Europe and Central Asia,5.4
Slovak Republic (inc),2012,6.861476,37.89108,Eastern Europe and Central Asia,5.41
Slovak Republic (inc),2013,6.749196,42.91681,Eastern Europe and Central Asia,5.41
Slovak Republic (inc),2014,6.340178,37.95362,Eastern Europe and Central Asia,5.42
Slovak Republic (inc),2015,6.83002,39.88643,Eastern Europe and Central Asia,5.42
Slovenia (cons),1998,9.216751,44.68019,Eastern Europe and Central Asia,1.98
Slovenia (cons),2002,8.607596,47.99164,Eastern Europe and Central Asia,1.99
Slovenia (cons),2003,8.156249,49.30053,Eastern Europe and Central Asia,2
Slovenia (inc),1993,8.263516,42.69137,Eastern Europe and Central Asia,1.99
Slovenia (inc),2004,11.76695,49.35005,Eastern Europe and Central Asia,2
Slovenia (inc),2005,12.36254,50.70788,Eastern Europe and Central Asia,2
Slovenia (inc),2006,12.95817,51.64211,Eastern Europe and Central Asia,2.01
Slovenia (inc),2007,13.61646,54.53274,Eastern Europe and Central Asia,2.02
Slovenia (inc),2008,14.46894,54.84418,Eastern Europe and Central Asia,2.02
Slovenia (inc),2009,13.83312,57.58601,Eastern Europe and Central Asia,2.04
Slovenia (inc),2010,13.46515,58.40683,Eastern Europe and Central Asia,2.05
Slovenia (inc),2011,13.52122,57.83506,Eastern Europe and Central Asia,2.05
Slovenia (inc),2012,12.30324,57.12923,Eastern Europe and Central Asia,2.06
Slovenia (inc),2013,11.94319,58.20665,Eastern Europe and Central Asia,2.06
Slovenia (inc),2014,12.74125,58.36099,Eastern Europe and Central Asia,2.06
Slovenia (inc),2015,13.09178,57.86701,Eastern Europe and Central Asia,2.06
Solomon Islands (cons),2005,0.5764093,10.56231,East Asia and Pacific,0.47
Solomon Islands (cons),2013,1.0083,9.677486,East Asia and Pacific,0.56
South Africa (cons),1993,0.9343972,33.94478,Sub-Saharan Africa,39.62
South Africa (cons),1996,0.6770265,31.17673,Sub-Saharan Africa,42.21
South Africa (cons),2001,0.8173203,27.8719,Sub-Saharan Africa,45.31
South Africa (cons),2005,0.9059178,48.222,Sub-Saharan Africa,47.61
South Africa (cons),2009,1.119386,56.26036,Sub-Saharan Africa,50.26
South Africa (cons),2010,1.109118,59.37319,Sub-Saharan Africa,50.98
South Africa (cons),2015,0.9558582,55.17303,Sub-Saharan Africa,55.01
South Sudan (cons),2009,0.4039726,10.32554,Sub-Saharan Africa,9.67
Spain (inc),2003,8.867553,72.78214,Advanced industrial economies,42.19
Spain (inc),2004,8.499577,77.25632,Advanced industrial economies,42.92
Spain (inc),2005,8.497991,74.9681,Advanced industrial economies,43.65
Spain (inc),2006,8.020725,78.40172,Advanced industrial economies,44.4
Spain (inc),2007,9.893186,95.7859,Advanced industrial economies,45.23
Spain (inc),2008,9.849387,97.73623,Advanced industrial economies,45.95
Spain (inc),2009,8.954823,99.80634,Advanced industrial economies,46.36
Spain (inc),2010,8.507749,94.89718,Advanced industrial economies,46.58
Spain (inc),2011,7.462356,91.61477,Advanced industrial economies,46.74
Spain (inc),2012,7.255529,86.62883,Advanced industrial economies,46.77
Spain (inc),2013,6.596019,85.25177,Advanced industrial economies,46.62
Spain (inc),2014,6.558244,86.00567,Advanced industrial economies,46.48
Spain (inc),2015,6.893656,89.17751,Advanced industrial economies,46.45
Sri Lanka (cons),1985,1.492929,9.494027,South Asia,15.83
Sri Lanka (cons),1991,1.621227,10.35929,South Asia,17.08
Sri Lanka (cons),1996,1.597325,12.13398,South Asia,18.21
Sri Lanka (cons),2002,1.640288,17.32304,South Asia,18.94
Sri Lanka (cons),2007,1.971778,20.31611,South Asia,19.52
Sri Lanka (cons),2010,2.164158,17.91143,South Asia,20.12
Sri Lanka (cons),2013,2.237009,21.9422,South Asia,20.43
Sri Lanka (cons),2016,2.642327,26.89062,South Asia,21.2
St. Lucia (inc),1995,0.6815717,10.33208,Latin America and Caribbean,0.15
Sudan (cons),2009,1.205489,10.98182,Sub-Saharan Africa,33.65
Sweden (inc),2003,14.30757,64.34499,Advanced industrial economies,8.96
Sweden (inc),2004,14.80869,69.7092,Advanced industrial economies,8.99
Sweden (inc),2005,12.9291,72.34621,Advanced industrial economies,9.03
Sweden (inc),2006,15.28756,75.40717,Advanced industrial economies,9.08
Sweden (inc),2007,15.47572,82.97716,Advanced industrial economies,9.15
Sweden (inc),2008,14.99978,90.09274,Advanced industrial economies,9.22
Sweden (inc),2009,15.33065,86.0693,Advanced industrial economies,9.3
Sweden (inc),2010,15.1841,89.51894,Advanced industrial economies,9.38
Sweden (inc),2011,14.85661,89.77082,Advanced industrial economies,9.45
Sweden (inc),2012,15.2049,92.02441,Advanced industrial economies,9.52
Sweden (inc),2013,14.73539,98.50787,Advanced industrial economies,9.6
Sweden (inc),2014,16.12848,99.58945,Advanced industrial economies,9.7
Sweden (inc),2015,15.9841,107.4607,Advanced industrial economies,9.8
Switzerland (inc),2006,17.90217,142.6618,Advanced industrial economies,7.48
Switzerland (inc),2007,18.37049,150.638,Advanced industrial economies,7.55
Switzerland (inc),2008,19.1376,148.5078,Advanced industrial economies,7.65
Switzerland (inc),2009,19.75557,143.1167,Advanced industrial economies,7.74
Switzerland (inc),2010,19.57304,142.4305,Advanced industrial economies,7.82
Switzerland (inc),2011,20.49762,138.6984,Advanced industrial economies,7.91
Switzerland (inc),2012,22.13086,143.3868,Advanced industrial economies,8
Switzerland (inc),2013,21.63172,146.4757,Advanced industrial economies,8.09
Switzerland (inc),2014,21.15847,149.1105,Advanced industrial economies,8.19
Switzerland (inc),2015,20.9948,146.5649,Advanced industrial economies,8.28
Syrian Arab Republic (cons),2004,2.284853,18.19314,Middle East and North Africa,17.81
Tajikistan (cons),1999,0.6766481,4.155075,Eastern Europe and Central Asia,6.11
Tajikistan (cons),2003,0.99547,6.827825,Eastern Europe and Central Asia,6.58
Tajikistan (cons),2004,1.290193,9.456024,Eastern Europe and Central Asia,6.71
Tajikistan (cons),2007,1.179947,10.35323,Eastern Europe and Central Asia,7.15
Tajikistan (cons),2009,1.850061,11.20315,Eastern Europe and Central Asia,7.47
Tajikistan (cons),2015,1.86912,14.85159,Eastern Europe and Central Asia,8.55
Tanzania (cons),1992,0.4513808,4.082489,Sub-Saharan Africa,27.22
Tanzania (cons),2000,0.3165778,3.10199,Sub-Saharan Africa,34.18
Tanzania (cons),2007,0.5471764,6.495512,Sub-Saharan Africa,41.92
Tanzania (cons),2012,0.7984899,7.199329,Sub-Saharan Africa,49.08
Thailand (cons),1981,1.250302,18.13757,East Asia and Pacific,48.34
Thailand (cons),1988,1.529494,18.63358,East Asia and Pacific,54.91
Thailand (cons),1990,1.563436,21.63923,East Asia and Pacific,56.58
Thailand (cons),1992,1.728296,27.95999,East Asia and Pacific,57.84
Thailand (cons),1994,2.04327,26.13447,East Asia and Pacific,58.9
Thailand (cons),1996,2.253686,27.80715,East Asia and Pacific,60.15
