Entity,Year,age-standardized_death_rate_per_100k_both_sexes,age-standardized_death_rate_per_100k_female,age-standardized_death_rate_per_100k_male
Ireland,2018,23.19,19.0,27.96
Israel,1975,18.0,7.96,28.74
Israel,1976,18.51,8.56,29.3
Israel,1977,18.85,9.78,28.59
Israel,1978,18.33,9.34,28.17
Israel,1979,18.64,8.97,29.35
Israel,1980,19.56,9.95,30.28
Israel,1981,16.96,9.03,25.87
Israel,1982,17.89,8.7,28.2
Israel,1983,17.18,8.79,26.67
Israel,1984,17.44,8.72,27.34
Israel,1985,17.96,8.71,28.58
Israel,1986,17.41,9.22,26.81
Israel,1987,16.93,9.14,25.95
Israel,1988,16.97,8.85,26.3
Israel,1989,18.56,9.4,29.22
Israel,1990,19.58,10.03,30.71
Israel,1991,17.76,8.66,28.55
Israel,1992,17.3,8.82,27.57
Israel,1993,19.99,10.31,31.74
Israel,1994,19.76,10.11,31.56
Israel,1995,20.13,11.33,31.01
Israel,1996,18.24,8.97,29.58
Israel,1997,18.51,9.88,29.35
Israel,1998,18.34,8.82,30.06
Israel,1999,18.4,9.19,29.85
Israel,2000,19.08,10.59,29.69
Israel,2001,19.0,9.99,30.18
Israel,2002,19.41,10.27,30.79
Israel,2003,18.66,10.36,29.13
Israel,2004,19.37,10.04,30.86
Israel,2005,18.27,10.32,28.14
Israel,2006,19.69,10.84,30.54
Israel,2007,18.79,10.53,28.9
Israel,2008,18.44,10.13,28.65
Israel,2009,18.23,10.39,27.73
Israel,2010,20.05,11.1,30.83
Israel,2011,19.37,12.12,28.23
Israel,2012,18.28,10.75,27.42
Israel,2013,18.5,10.58,27.97
Israel,2014,19.03,11.48,28.1
Israel,2015,18.24,10.91,26.85
Israel,2016,17.27,10.11,25.81
Israel,2017,16.03,9.28,24.1
Israel,2018,16.22,9.84,23.79
Italy,1951,6.26,2.84,10.25
Italy,1952,6.95,2.99,11.58
Italy,1953,7.72,3.2,12.98
Italy,1954,8.61,3.24,14.9
Italy,1955,9.2,3.64,15.71
Italy,1956,10.24,3.81,17.78
Italy,1957,10.74,3.76,18.93
Italy,1958,11.18,3.93,19.73
Italy,1959,11.74,3.76,21.16
Italy,1960,12.96,4.42,23.01
Italy,1961,13.55,4.43,24.32
Italy,1962,14.22,4.35,25.93
Italy,1963,14.85,4.67,26.97
Italy,1964,16.37,4.89,30.18
Italy,1965,17.0,4.95,31.5
Italy,1966,17.85,5.27,33.08
Italy,1967,18.66,5.06,35.18
Italy,1968,19.8,5.13,37.73
Italy,1969,20.83,5.3,39.9
Italy,1970,20.73,5.22,39.78
Italy,1971,22.09,5.18,43.05
Italy,1972,22.84,5.57,44.26
Italy,1973,23.86,5.86,46.36
Italy,1974,24.23,5.84,46.76
Italy,1975,25.0,6.0,48.26
Italy,1976,26.19,6.27,50.67
Italy,1977,27.0,6.5,52.27
Italy,1978,27.85,6.29,54.43
Italy,1979,28.98,6.63,56.72
Italy,1980,30.16,6.71,59.24
Italy,1981,29.89,6.87,58.54
Italy,1982,31.28,7.06,62.04
Italy,1983,32.03,7.36,63.38
Italy,1984,32.08,7.53,63.5
Italy,1985,32.71,7.68,64.89
Italy,1986,32.42,8.11,63.59
Italy,1987,33.44,8.04,66.16
Italy,1988,33.59,8.23,66.36
Italy,1989,32.97,8.34,64.94
Italy,1990,32.5,8.33,63.72
Italy,1991,32.45,8.34,63.48
Italy,1992,32.81,9.04,63.22
Italy,1993,32.3,8.84,62.41
Italy,1994,31.81,8.89,61.3
Italy,1995,31.16,9.08,59.68
Italy,1996,30.83,9.25,58.72
Italy,1997,30.27,9.07,57.62
Italy,1998,30.01,9.26,56.91
Italy,1999,29.56,9.2,55.93
Italy,2000,28.95,9.71,54.03
Italy,2001,28.77,9.81,53.47
Italy,2002,28.31,10.17,51.94
Italy,2003,27.56,9.83,50.7
Italy,2004,26.95,10.16,48.76
Italy,2005,26.48,10.14,47.74
Italy,2006,26.21,10.42,46.7
Italy,2007,25.91,10.77,45.54
Italy,2008,25.41,10.87,44.28
Italy,2009,25.17,11.08,43.36
Italy,2010,24.86,11.19,42.5
Italy,2011,24.95,11.74,41.96
Italy,2012,24.28,11.7,40.47
Italy,2013,23.68,11.83,38.89
Italy,2014,23.15,11.91,37.39
Italy,2015,23.07,12.17,36.9
Italy,2016,22.54,12.21,35.62
Italy,2017,22.31,12.43,34.76
Jamaica,1960,9.72,4.97,15.57
Jamaica,1961,9.45,3.95,15.58
Jamaica,1965,8.8,4.02,14.45
Jamaica,1967,9.14,4.68,14.26
Jamaica,1977,12.54,6.5,19.49
Jamaica,1980,8.09,3.68,13.01
Jamaica,1981,10.13,4.58,16.35
Jamaica,1982,12.92,4.99,21.79
Jamaica,1983,11.93,4.06,20.7
Jamaica,1984,18.32,6.88,31.96
Jamaica,1985,12.26,5.21,20.17
Jamaica,1986,11.54,4.4,19.29
Jamaica,1987,13.43,5.43,22.42
Jamaica,1988,12.01,4.54,20.38
Jamaica,1989,13.46,5.04,22.87
Jamaica,1990,12.76,5.27,21.02
Jamaica,1991,13.59,6.13,21.78
Jamaica,2000,15.49,4.98,26.73
Jamaica,2001,15.29,5.4,25.78
Jamaica,2002,11.62,4.29,19.42
Jamaica,2003,13.87,5.07,23.33
Jamaica,2004,13.99,5.74,22.85
Jamaica,2005,15.2,5.56,25.68
Jamaica,2006,14.67,6.1,23.89
Jamaica,2009,16.24,5.56,27.76
Jamaica,2010,12.7,5.48,20.55
Jamaica,2011,14.05,6.57,22.15
Jamaica,2012,13.38,4.81,22.57
Jamaica,2013,14.21,6.24,22.78
Jamaica,2014,13.68,6.63,21.26
Japan,1950,1.88,1.04,2.91
Japan,1951,1.98,1.2,2.9
Japan,1952,2.52,1.47,3.75
Japan,1953,2.74,1.52,4.19
Japan,1954,3.49,1.97,5.26
Japan,1955,4.08,2.29,6.24
Japan,1956,4.91,2.75,7.49
Japan,1957,5.28,2.93,8.02
Japan,1958,6.07,3.57,9.08
Japan,1959,6.58,3.64,10.11
Japan,1960,7.06,3.88,10.88
Japan,1961,7.54,4.33,11.43
Japan,1962,8.06,4.53,12.31
Japan,1963,8.55,4.64,13.19
Japan,1964,8.9,4.82,13.85
Japan,1965,9.38,5.2,14.44
Japan,1966,9.89,5.48,15.24
Japan,1967,10.23,5.45,16.1
Japan,1968,10.54,5.58,16.63
Japan,1969,11.14,5.89,17.65
Japan,1970,11.21,5.84,17.87
Japan,1971,11.57,5.84,18.8
Japan,1972,12.28,6.27,19.91
Japan,1973,12.52,6.35,20.44
Japan,1974,13.04,6.4,21.61
Japan,1975,13.51,6.7,22.29
Japan,1976,14.18,7.09,23.51
Japan,1977,14.84,7.25,24.85
Japan,1978,15.47,7.65,25.77
Japan,1979,16.05,7.66,27.21
Japan,1980,16.62,8.12,28.05
Japan,1981,17.26,8.29,29.39
Japan,1982,17.7,8.62,30.04
Japan,1983,18.24,8.77,31.21
Japan,1984,18.85,9.07,32.33
Japan,1985,19.05,9.03,33.0
Japan,1986,18.94,9.08,32.7
Japan,1987,19.61,9.28,34.06
Japan,1988,19.96,9.44,34.8
Japan,1989,20.53,9.63,35.81
Japan,1990,20.37,9.31,35.87
Japan,1991,20.62,9.58,36.14
Japan,1992,20.94,9.88,36.5
Japan,1993,20.97,9.71,36.76
Japan,1994,21.24,9.91,37.22
Japan,1995,21.58,10.07,37.87
Japan,1996,21.92,10.21,38.39
Japan,1997,21.58,10.07,37.74
Japan,1998,21.67,10.2,37.77
Japan,1999,21.47,10.08,37.56
Japan,2000,21.34,10.0,37.04
Japan,2001,21.06,9.89,36.44
Japan,2002,20.82,9.56,36.24
Japan,2003,20.16,9.03,35.4
Japan,2004,20.73,9.37,36.14
Japan,2005,20.67,9.52,35.75
Japan,2006,20.52,9.5,35.31
Japan,2007,20.53,9.47,35.28
Japan,2008,20.41,9.48,34.91
Japan,2009,19.96,9.26,34.11
Japan,2010,19.99,9.35,34.13
Japan,2011,19.73,9.26,33.54
Japan,2012,19.52,9.23,32.97
Japan,2013,19.37,9.22,32.55
Japan,2014,19.09,9.18,31.93
Japan,2015,18.85,9.0,31.52
Japan,2016,18.25,8.86,30.28
Japan,2017,17.69,8.36,29.59
Japan,2018,17.35,8.54,28.54
Japan,2019,17.21,8.38,28.35
Jordan,2008,11.1,3.17,19.27
Jordan,2009,10.64,4.22,17.37
Jordan,2010,11.02,4.33,18.16
Jordan,2011,11.42,4.04,19.44
Jordan,2012,11.01,4.1,18.32
Jordan,2015,9.96,5.04,15.25
Jordan,2016,9.55,3.63,16.02
Jordan,2017,9.76,3.57,16.43
Jordan,2018,9.4,4.22,15.08
Kazakhstan,1981,27.47,8.59,59.14
Kazakhstan,1982,26.8,8.84,56.56
Kazakhstan,1985,30.21,9.29,64.06
Kazakhstan,1986,31.81,9.72,67.46
Kazakhstan,1987,31.81,8.87,68.56
Kazakhstan,1988,33.29,10.32,70.13
Kazakhstan,1989,34.59,10.47,73.1
Kazakhstan,1990,35.9,10.49,75.62
Kazakhstan,1991,35.66,10.65,74.32
Kazakhstan,1992,35.21,9.63,74.93
Kazakhstan,1993,34.79,9.56,73.25
Kazakhstan,1994,32.14,9.22,67.52
Kazakhstan,1995,32.63,9.26,68.14
Kazakhstan,1996,32.04,9.55,66.15
Kazakhstan,1997,30.77,9.34,63.6
Kazakhstan,1998,31.57,9.04,66.44
Kazakhstan,1999,29.59,9.22,61.02
Kazakhstan,2000,29.31,8.75,61.22
Kazakhstan,2001,27.49,8.53,56.25
Kazakhstan,2002,27.5,8.46,56.36
Kazakhstan,2003,27.16,8.2,55.96
Kazakhstan,2004,25.2,6.96,52.63
Kazakhstan,2005,25.27,7.66,52.12
Kazakhstan,2006,23.44,7.15,48.53
Kazakhstan,2007,23.15,6.29,49.11
Kazakhstan,2008,22.16,7.0,45.66
Kazakhstan,2009,21.8,6.44,45.49
Kazakhstan,2010,20.86,5.9,43.47
Kazakhstan,2011,19.64,6.04,39.98
Kazakhstan,2012,19.63,6.05,39.9
Kazakhstan,2013,19.27,5.58,39.94
Kazakhstan,2014,17.21,5.59,34.61
Kazakhstan,2015,16.33,5.16,33.33
Kazakhstan,2016,15.29,4.96,30.97
Kazakhstan,2017,14.0,4.47,28.27
Kazakhstan,2018,13.46,4.15,27.43
Kazakhstan,2019,12.58,4.01,25.45
Kazakhstan,2020,12.33,4.26,24.65
Kuwait,1972,14.09,15.44,14.57
Kuwait,1975,13.44,5.85,21.12
Kuwait,1976,13.22,3.19,22.15
Kuwait,1977,16.02,2.78,27.75
Kuwait,1978,13.49,3.32,23.21
Kuwait,1979,18.26,8.42,26.69
Kuwait,1980,19.93,10.43,27.96
Kuwait,1981,13.86,8.0,18.74
Kuwait,1982,22.33,10.39,32.55
Kuwait,1983,20.07,8.76,29.38
Kuwait,1984,20.19,10.54,29.21
Kuwait,1985,20.54,7.52,32.44
Kuwait,1986,16.99,8.77,24.26
Kuwait,1987,14.07,5.17,22.17
Kuwait,1993,12.82,10.51,14.51
Kuwait,1994,10.27,6.32,13.03
Kuwait,1995,16.87,9.55,22.09
Kuwait,1996,14.21,6.23,20.46
Kuwait,1997,17.9,12.04,21.96
Kuwait,1998,14.51,10.58,17.84
Kuwait,1999,7.89,2.91,12.14
Kuwait,2000,13.29,6.01,19.76
Kuwait,2001,8.12,4.97,10.79
Kuwait,2002,8.96,3.7,13.33
Kuwait,2003,13.21,7.34,17.6
Kuwait,2004,12.0,3.37,18.6
Kuwait,2005,12.12,11.51,12.77
Kuwait,2006,13.46,9.93,16.31
Kuwait,2007,10.12,6.52,13.51
Kuwait,2008,7.33,5.6,9.35
Kuwait,2009,7.03,4.7,9.43
Kuwait,2010,7.71,4.54,10.46
Kuwait,2011,7.06,3.36,10.35
Kuwait,2012,9.02,5.54,12.1
Kuwait,2013,8.34,5.16,11.24
Kuwait,2014,8.57,4.46,12.49
Kuwait,2015,8.44,4.87,11.85
Kuwait,2016,7.21,4.13,10.19
Kuwait,2017,8.38,4.69,11.99
Kuwait,2018,6.02,4.01,7.83
Kuwait,2019,7.05,3.71,10.1
Kyrgyzstan,1981,14.51,4.65,30.03
Kyrgyzstan,1982,16.33,4.45,35.19
Kyrgyzstan,1985,15.73,3.8,33.75
Kyrgyzstan,1986,17.09,4.99,35.56
Kyrgyzstan,1987,17.32,5.88,34.86
Kyrgyzstan,1988,19.2,6.37,37.78
Kyrgyzstan,1989,20.16,5.21,42.1
Kyrgyzstan,1990,19.76,6.97,38.6
Kyrgyzstan,1991,19.7,5.97,39.92
Kyrgyzstan,1992,19.65,6.22,38.82
Kyrgyzstan,1993,15.49,4.89,30.07
Kyrgyzstan,1994,14.92,5.5,27.89
Kyrgyzstan,1995,14.74,4.31,28.4
Kyrgyzstan,1996,13.89,4.55,26.55
Kyrgyzstan,1997,13.98,5.14,26.34
Kyrgyzstan,1998,13.21,4.7,24.71
Kyrgyzstan,1999,13.08,4.0,24.59
Kyrgyzstan,2000,12.98,5.5,22.45
Kyrgyzstan,2001,12.54,5.32,21.91
Kyrgyzstan,2002,13.39,4.72,24.47
Kyrgyzstan,2003,13.63,5.35,24.36
Kyrgyzstan,2004,12.89,5.09,22.55
Kyrgyzstan,2005,12.37,4.51,22.42
Kyrgyzstan,2006,12.39,4.98,21.7
Kyrgyzstan,2007,10.76,4.31,19.06
Kyrgyzstan,2008,10.42,4.17,18.49
Kyrgyzstan,2009,12.78,4.86,22.91
Kyrgyzstan,2010,12.76,5.21,22.75
Kyrgyzstan,2011,11.7,4.48,21.32
Kyrgyzstan,2012,11.42,4.1,21.01
Kyrgyzstan,2013,12.89,5.36,23.19
Kyrgyzstan,2014,13.3,4.5,25.24
Kyrgyzstan,2015,11.61,4.93,20.58
Kyrgyzstan,2016,12.15,5.85,20.85
Kyrgyzstan,2017,11.58,4.55,21.2
Kyrgyzstan,2018,12.21,4.85,22.41
Kyrgyzstan,2019,10.81,4.8,19.25
Latvia,1980,24.76,6.19,56.43
Latvia,1981,24.88,6.31,55.46
Latvia,1982,27.37,6.63,62.98
Latvia,1983,27.37,6.62,62.37
Latvia,1984,27.07,6.77,61.3
Latvia,1985,28.37,7.15,63.66
Latvia,1986,30.66,8.36,67.85
Latvia,1987,30.92,8.0,68.65
Latvia,1988,31.03,6.98,70.42
Latvia,1989,31.38,7.98,68.99
Latvia,1990,30.16,7.36,67.73
Latvia,1991,33.19,7.41,74.93
Latvia,1992,31.8,6.91,71.58
Latvia,1993,30.07,7.24,67.04
Latvia,1994,31.29,6.52,71.85
Latvia,1995,29.06,6.89,66.61
Latvia,1996,30.32,7.17,68.16
Latvia,1997,27.79,6.89,62.94
Latvia,1998,28.71,7.06,63.76
Latvia,1999,30.02,7.02,68.02
Latvia,2000,27.4,6.82,61.66
Latvia,2001,29.84,7.16,67.42
Latvia,2002,28.31,7.0,62.97
Latvia,2003,28.05,7.58,61.66
Latvia,2004,27.33,6.55,62.59
Latvia,2005,27.59,8.03,60.55
Latvia,2006,29.84,8.13,66.39
Latvia,2007,27.26,8.34,59.32
Latvia,2008,26.54,6.04,59.47
Latvia,2009,26.4,7.1,59.12
Latvia,2010,26.03,7.26,57.6
Latvia,2011,25.52,7.85,55.81
Latvia,2012,25.14,8.09,54.22
Latvia,2013,25.13,8.08,53.67
Latvia,2014,23.78,7.26,51.76
Latvia,2015,22.28,8.57,45.62
Latvia,2016,23.03,7.25,49.58
Latvia,2017,24.34,7.99,52.1
Latvia,2018,22.9,8.72,46.46
Latvia,2019,22.24,7.48,46.77
Latvia,2020,23.3,8.55,47.76
Lebanon,2019,12.78,8.25,18.01
Lithuania,1981,25.93,5.57,56.88
Lithuania,1982,25.93,5.92,56.28
Lithuania,1985,27.38,6.53,59.13
Lithuania,1986,27.71,5.89,60.71
Lithuania,1987,28.23,5.66,62.8
Lithuania,1988,29.29,6.16,64.55
Lithuania,1989,29.62,6.39,65.02
Lithuania,1990,30.55,6.89,66.63
Lithuania,1991,31.98,6.73,70.43
Lithuania,1992,30.51,5.66,68.46
Lithuania,1993,31.25,7.03,67.98
Lithuania,1994,31.07,5.77,69.67
Lithuania,1995,31.03,6.39,68.85
Lithuania,1996,29.57,6.01,65.8
Lithuania,1997,28.61,6.24,63.25
Lithuania,1998,28.89,5.24,66.0
Lithuania,1999,29.1,6.53,64.56
Lithuania,2000,26.96,5.89,59.91
Lithuania,2001,28.23,6.75,61.65
Lithuania,2002,27.0,5.56,60.63
Lithuania,2003,27.38,6.88,59.4
Lithuania,2004,26.12,6.48,56.84
Lithuania,2005,25.34,6.47,55.13
Lithuania,2006,27.28,6.75,59.25
Lithuania,2007,26.61,5.99,58.94
Lithuania,2008,25.36,6.47,55.42
Lithuania,2009,25.38,6.88,54.93
Lithuania,2010,23.83,5.44,53.18
Lithuania,2011,24.92,5.7,55.5
Lithuania,2012,24.44,7.21,51.95
Lithuania,2013,23.74,7.19,49.99
Lithuania,2014,23.97,7.13,50.49
Lithuania,2015,23.83,6.57,51.2
Lithuania,2016,22.64,6.99,47.66
Lithuania,2017,21.51,7.48,44.18
Lithuania,2018,20.84,6.99,42.81
Lithuania,2019,21.81,7.53,44.87
Lithuania,2020,20.57,7.33,42.2
Luxembourg,1967,33.82,5.34,68.05
Luxembourg,1968,33.88,3.62,70.32
Luxembourg,1969,29.64,4.15,61.2
Luxembourg,1970,36.7,3.84,77.05
Luxembourg,1971,35.43,4.24,74.35
Luxembourg,1972,35.33,8.61,68.61
Luxembourg,1973,34.65,4.21,74.46
Luxembourg,1974,28.5,4.14,59.69
Luxembourg,1975,35.92,6.34,73.26
Luxembourg,1976,36.65,6.45,76.11
Luxembourg,1977,37.33,5.25,80.35
Luxembourg,1978,35.56,6.39,74.18
Luxembourg,1979,36.06,8.05,74.67
Luxembourg,1980,38.2,9.03,77.25
Luxembourg,1981,37.47,5.94,80.67
Luxembourg,1982,37.22,4.28,82.3
Luxembourg,1983,37.38,7.4,80.29
Luxembourg,1984,38.55,11.5,76.48
Luxembourg,1985,37.93,11.05,76.79
Luxembourg,1986,38.74,6.72,83.05
Luxembourg,1987,38.13,9.44,77.09
Luxembourg,1988,39.34,8.52,82.43
Luxembourg,1989,35.86,10.74,71.0
Luxembourg,1990,33.86,9.47,69.33
Luxembourg,1991,32.2,10.06,63.71
Luxembourg,1992,35.47,10.53,70.67
Luxembourg,1993,34.18,9.06,69.36
Luxembourg,1994,31.71,12.41,58.72
Luxembourg,1995,34.45,10.62,67.98
Luxembourg,1996,32.46,10.83,62.72
Luxembourg,1997,34.14,15.7,60.61
Luxembourg,1998,32.54,12.66,59.56
Luxembourg,1999,30.37,14.38,53.35
Luxembourg,2000,29.9,12.09,54.82
Luxembourg,2001,27.2,11.96,46.98
Luxembourg,2002,26.79,9.03,50.36
Luxembourg,2003,31.94,16.52,52.65
Luxembourg,2004,26.59,11.43,46.86
Luxembourg,2005,26.99,14.22,43.34
Luxembourg,2006,26.19,11.88,44.74
Luxembourg,2007,31.86,20.33,47.69
Luxembourg,2008,20.81,10.96,33.03
Luxembourg,2009,28.8,15.27,45.11
Luxembourg,2010,24.64,13.03,39.72
Luxembourg,2011,24.43,14.67,37.74
Luxembourg,2012,27.02,18.04,38.23
Luxembourg,2013,21.73,13.39,33.02
Luxembourg,2014,27.44,16.54,40.47
Luxembourg,2015,23.24,14.59,33.41
Luxembourg,2016,25.4,14.24,38.14
Luxembourg,2017,23.0,18.41,28.7
Luxembourg,2018,14.3,10.19,23.37
Luxembourg,2019,19.13,13.78,25.26
Maldives,2000,0.0,0.0,0.0
Maldives,2001,0.0,0.0,0.0
Maldives,2002,0.0,0.0,0.0
Maldives,2003,0.0,0.0,0.0
Maldives,2004,1.78,0.83,2.61
Maldives,2005,3.11,4.0,2.47
Maldives,2007,3.36,2.3,4.08
Maldives,2008,4.18,1.34,6.67
Maldives,2010,4.14,1.15,6.71
Maldives,2011,8.37,2.84,13.2
Maldives,2012,6.62,5.6,7.35
Maldives,2013,7.59,3.78,10.89
Maldives,2014,3.95,0.82,6.32
Maldives,2015,3.5,0.98,5.78
Maldives,2016,2.48,2.82,2.13
Maldives,2017,1.82,0.74,2.73
Maldives,2018,7.35,3.75,10.7
Maldives,2019,9.61,6.8,12.23
Malta,1965,19.69,2.6,39.84
Malta,1967,15.41,2.71,29.8
Malta,1968,19.06,3.04,37.28
Malta,1969,22.8,4.97,43.6
Malta,1970,17.78,1.93,36.24
Malta,1971,22.8,3.56,45.56
Malta,1972,12.4,0.53,26.9
Malta,1973,16.94,1.06,37.03
Malta,1974,18.14,2.8,37.13
Malta,1975,25.68,1.34,54.63
Malta,1976,24.71,5.82,48.58
Malta,1977,19.58,4.07,39.09
Malta,1978,23.53,2.14,50.15
Malta,1979,25.28,4.78,50.64
Malta,1980,25.31,4.97,51.21
Malta,1981,28.56,6.65,57.69
Malta,1982,24.96,6.17,48.61
Malta,1983,27.07,7.82,52.77
Malta,1984,25.17,5.75,50.49
Malta,1985,27.39,2.96,58.6
Malta,1986,27.18,5.69,53.89
Malta,1987,25.2,2.34,54.17
Malta,1988,21.08,5.49,40.04
Malta,1989,26.09,4.81,52.91
Malta,1990,22.95,3.57,47.87
Malta,1991,23.1,2.72,48.53
Malta,1992,25.86,5.56,51.85
Malta,1993,25.91,6.5,50.72
Malta,1994,25.04,6.84,47.65
Malta,1995,24.8,3.15,53.01
Malta,1996,29.48,7.51,57.95
Malta,1997,22.76,4.87,46.56
Malta,1998,21.0,7.08,38.42
Malta,1999,22.27,5.4,44.49
Malta,2000,22.51,9.05,40.08
Malta,2001,24.08,6.66,46.4
Malta,2002,23.34,4.74,47.06
Malta,2003,21.58,6.23,41.89
Malta,2004,19.87,4.67,39.46
Malta,2005,18.85,5.02,37.12
Malta,2006,20.31,5.38,39.78
Malta,2007,18.28,6.65,33.62
Malta,2008,21.1,5.52,40.95
Malta,2009,20.7,7.24,38.73
Malta,2010,21.46,9.61,36.04
Malta,2011,20.41,8.69,35.88
Malta,2012,22.14,8.96,39.54
Malta,2013,18.29,8.71,30.82
Malta,2014,19.92,6.06,37.2
Malta,2015,21.65,9.21,36.99
Malta,2016,20.35,11.17,31.9
Malta,2017,19.38,10.54,30.26
Martinique,1970,7.46,3.91,12.3
Martinique,1971,4.48,2.81,6.99
Martinique,1974,4.73,1.41,8.84
Martinique,1975,9.23,1.99,17.97
Martinique,1981,9.19,2.48,16.98
Martinique,1982,4.66,2.66,6.98
Martinique,1985,8.6,6.37,10.93
Martinique,2000,7.97,3.98,13.04
Martinique,2001,7.04,3.83,11.11
Martinique,2002,6.87,2.11,12.88
Martinique,2003,8.97,4.5,14.38
Martinique,2004,7.77,4.41,11.96
Martinique,2005,7.81,4.31,12.39
Martinique,2006,11.75,6.55,18.07
Martinique,2007,9.29,6.85,12.21
Martinique,2008,8.41,7.56,9.51
Martinique,2009,8.95,6.64,11.87
Martinique,2010,10.41,7.88,13.56
Martinique,2011,8.11,4.82,12.41
Martinique,2013,9.64,7.06,12.9
Martinique,2014,6.81,5.01,9.15
Martinique,2015,8.59,5.15,13.07
Martinique,2016,8.33,4.57,12.93
Mauritius,1961,5.74,1.68,9.77
Mauritius,1962,4.54,1.22,8.67
Mauritius,1963,3.97,1.48,6.62
Mauritius,1964,4.9,1.8,8.55
Mauritius,1965,1.73,0.47,3.23
Mauritius,1966,5.85,3.08,8.92
Mauritius,1967,4.96,2.3,8.36
Mauritius,1968,7.26,2.18,13.29
Mauritius,1969,6.19,0.91,12.73
Mauritius,1970,8.28,4.24,12.51
Mauritius,1971,6.11,3.43,9.41
Mauritius,1972,8.65,2.6,16.43
Mauritius,1973,10.34,2.96,21.7
Mauritius,1974,6.0,3.86,7.61
Mauritius,1975,7.52,3.06,13.88
Mauritius,1976,8.14,2.45,15.87
Mauritius,1977,7.12,4.73,10.14
Mauritius,1978,7.87,3.4,15.19
Mauritius,1979,12.64,6.22,22.48
Mauritius,1980,9.97,2.2,24.63
Mauritius,1981,14.42,5.05,36.5
Mauritius,1982,10.49,3.9,23.84
Mauritius,1983,9.54,3.61,17.63
Mauritius,1984,12.6,4.81,22.51
Mauritius,1985,13.01,4.8,23.98
Mauritius,1986,11.53,4.46,20.82
Mauritius,1987,9.95,4.83,16.49
Mauritius,1988,14.65,7.09,24.22
Mauritius,1989,12.91,5.77,21.92
Mauritius,1990,11.1,4.97,19.13
Mauritius,1991,12.46,5.52,22.06
Mauritius,1992,11.1,3.76,20.37
Mauritius,1993,10.15,4.13,17.85
Mauritius,1994,10.25,5.02,17.28
Mauritius,1995,11.67,4.89,20.28
Mauritius,1996,10.96,3.98,19.61
Mauritius,1997,8.52,3.72,14.66
Mauritius,1998,11.55,5.61,19.35
Mauritius,1999,10.23,5.43,16.72
Mauritius,2000,8.84,4.38,14.88
Mauritius,2001,12.89,4.97,23.56
Mauritius,2002,11.1,5.8,18.54
Mauritius,2003,13.09,6.48,22.44
Mauritius,2004,11.85,5.76,19.95
Mauritius,2005,10.37,6.31,15.86
Mauritius,2006,11.32,5.54,19.94
Mauritius,2007,10.27,5.19,17.45
Mauritius,2008,12.73,5.61,22.89
Mauritius,2009,11.58,6.08,19.42
Mauritius,2010,10.71,5.47,18.06
Mauritius,2011,10.25,4.98,17.55
Mauritius,2012,10.92,5.46,18.52
Mauritius,2013,11.27,5.17,19.17
Mauritius,2014,10.89,4.45,19.43
Mauritius,2015,10.89,6.39,16.57
Mauritius,2016,10.0,3.66,18.4
Mauritius,2017,9.18,5.09,14.62
Mauritius,2018,8.69,5.67,12.5
Mauritius,2019,10.18,5.52,16.01
Mauritius,2020,8.18,4.67,12.46
Mayotte,2012,6.93,4.24,9.59
Mayotte,2013,2.74,4.0,1.44
Mayotte,2014,5.16,1.56,9.06
Mayotte,2015,6.5,5.03,7.98
Mayotte,2016,6.28,1.62,11.39
Mexico,1955,3.34,2.64,4.11
Mexico,1956,3.82,2.94,4.77
Mexico,1957,4.16,3.31,5.11
Mexico,1958,4.74,3.34,6.22
Mexico,1959,5.1,4.02,6.23
Mexico,1960,5.12,3.7,6.68
Mexico,1961,5.04,3.85,6.35
Mexico,1962,4.71,3.51,6.02
Mexico,1963,4.96,3.75,6.28
Mexico,1964,5.14,3.7,6.73
Mexico,1965,5.57,3.86,7.46
Mexico,1966,5.66,4.19,7.31
Mexico,1967,6.2,4.26,8.35
Mexico,1968,5.85,4.04,7.87
Mexico,1969,6.08,4.19,8.08
Mexico,1970,6.41,4.4,8.52
Mexico,1971,6.63,4.6,8.78
Mexico,1972,6.78,4.67,8.98
Mexico,1973,6.82,4.69,9.07
Mexico,1974,6.61,4.07,9.49
Mexico,1975,7.04,4.2,10.3
Mexico,1976,7.42,4.52,10.76
Mexico,1977,7.6,4.76,10.89
Mexico,1978,8.09,4.61,12.15
Mexico,1979,8.86,5.15,13.19
Mexico,1980,8.44,5.1,12.37
Mexico,1981,9.66,5.62,14.45
Mexico,1982,9.83,5.42,15.01
Mexico,1983,11.27,6.77,16.33
Mexico,1984,10.06,5.89,15.04
Mexico,1985,11.34,6.59,17.03
Mexico,1986,11.75,6.83,17.64
Mexico,1987,12.2,6.82,18.68
Mexico,1988,12.37,6.9,18.95
Mexico,1989,12.72,6.77,19.91
Mexico,1990,12.18,6.89,18.6
Mexico,1991,12.27,6.89,18.81
Mexico,1992,12.22,6.97,18.58
Mexico,1993,12.57,6.78,19.61
Mexico,1994,12.42,7.12,18.8
Mexico,1995,12.24,6.89,18.76
Mexico,1996,10.78,6.23,16.32
Mexico,1997,11.1,6.53,16.65
Mexico,1998,10.49,6.07,15.84
Mexico,1999,10.41,6.0,15.76
Mexico,2000,9.92,5.79,14.92
Mexico,2001,9.78,5.56,14.87
Mexico,2002,9.88,5.8,14.81
Mexico,2003,9.63,5.58,14.5
Mexico,2004,9.43,5.6,14.04
Mexico,2005,9.33,5.37,14.1
