Entity,Year,Ratio of exports and imports to GDP (PWT v8.1 (2015))
Hungary,1975,79
Hungary,1976,71
Hungary,1977,76
Hungary,1978,75
Hungary,1979,75
Hungary,1980,70
Hungary,1981,70
Hungary,1982,66
Hungary,1983,69
Hungary,1984,69
Hungary,1985,72
Hungary,1986,70
Hungary,1987,67
Hungary,1988,63
Hungary,1989,62
Hungary,1990,53
Hungary,1991,67
Hungary,1992,64
Hungary,1993,62
Hungary,1994,65
Hungary,1995,90
Hungary,1996,97
Hungary,1997,109
Hungary,1998,125
Hungary,1999,132
Hungary,2000,153
Hungary,2001,145
Hungary,2002,128
Hungary,2003,127
Hungary,2004,130
Hungary,2005,134
Hungary,2006,156
Hungary,2007,162
Hungary,2008,163
Hungary,2009,150
Hungary,2010,167
Hungary,2011,176
Iceland,1950,55
Iceland,1951,70
Iceland,1952,62
Iceland,1953,65
Iceland,1954,64
Iceland,1955,58
Iceland,1956,56
Iceland,1957,48
Iceland,1958,47
Iceland,1959,41
Iceland,1960,88
Iceland,1961,80
Iceland,1962,87
Iceland,1963,84
Iceland,1964,76
Iceland,1965,72
Iceland,1966,67
Iceland,1967,65
Iceland,1968,71
Iceland,1969,84
Iceland,1970,88
Iceland,1971,81
Iceland,1972,72
Iceland,1973,73
Iceland,1974,73
Iceland,1975,75
Iceland,1976,69
Iceland,1977,67
Iceland,1978,70
Iceland,1979,75
Iceland,1980,71
Iceland,1981,71
Iceland,1982,69
Iceland,1983,77
Iceland,1984,76
Iceland,1985,80
Iceland,1986,73
Iceland,1987,70
Iceland,1988,64
Iceland,1989,65
Iceland,1990,66
Iceland,1991,64
Iceland,1992,61
Iceland,1993,62
Iceland,1994,66
Iceland,1995,67
Iceland,1996,72
Iceland,1997,72
Iceland,1998,74
Iceland,1999,72
Iceland,2000,74
Iceland,2001,79
Iceland,2002,73
Iceland,2003,72
Iceland,2004,74
Iceland,2005,76
Iceland,2006,83
Iceland,2007,80
Iceland,2008,92
Iceland,2009,97
Iceland,2010,103
Iceland,2011,110
India,1950,12
India,1951,15
India,1952,11
India,1953,10
India,1954,12
India,1955,12
India,1956,13
India,1957,14
India,1958,11
India,1959,11
India,1960,12
India,1961,11
India,1962,10
India,1963,11
India,1964,10
India,1965,9
India,1966,11
India,1967,10
India,1968,9
India,1969,8
India,1970,8
India,1971,8
India,1972,8
India,1973,9
India,1974,11
India,1975,12
India,1976,13
India,1977,13
India,1978,13
India,1979,15
India,1980,16
India,1981,15
India,1982,14
India,1983,14
India,1984,14
India,1985,13
India,1986,12
India,1987,13
India,1988,14
India,1989,15
India,1990,16
India,1991,17
India,1992,19
India,1993,20
India,1994,20
India,1995,23
India,1996,22
India,1997,23
India,1998,24
India,1999,25
India,2000,27
India,2001,26
India,2002,30
India,2003,31
India,2004,37
India,2005,41
India,2006,45
India,2007,45
India,2008,52
India,2009,46
India,2010,50
India,2011,54
Indonesia,1960,24
Indonesia,1961,21
Indonesia,1962,10
Indonesia,1963,17
Indonesia,1964,24
Indonesia,1965,10
Indonesia,1966,32
Indonesia,1967,24
Indonesia,1968,26
Indonesia,1969,22
Indonesia,1970,28
Indonesia,1971,29
Indonesia,1972,31
Indonesia,1973,37
Indonesia,1974,47
Indonesia,1975,42
Indonesia,1976,43
Indonesia,1977,41
Indonesia,1978,40
Indonesia,1979,50
Indonesia,1980,49
Indonesia,1981,49
Indonesia,1982,45
Indonesia,1983,47
Indonesia,1984,45
Indonesia,1985,40
Indonesia,1986,37
Indonesia,1987,43
Indonesia,1988,42
Indonesia,1989,43
Indonesia,1990,46
Indonesia,1991,47
Indonesia,1992,49
Indonesia,1993,47
Indonesia,1994,48
Indonesia,1995,50
Indonesia,1996,49
Indonesia,1997,52
Indonesia,1998,90
Indonesia,1999,60
Indonesia,2000,71
Indonesia,2001,70
Indonesia,2002,59
Indonesia,2003,54
Indonesia,2004,60
Indonesia,2005,64
Indonesia,2006,57
Indonesia,2007,55
Indonesia,2008,59
Indonesia,2009,46
Indonesia,2010,48
Indonesia,2011,51
Iran,1955,30
Iran,1956,36
Iran,1957,35
Iran,1958,38
Iran,1959,37
Iran,1960,36
Iran,1961,35
Iran,1962,33
Iran,1963,32
Iran,1964,38
Iran,1965,39
Iran,1966,41
Iran,1967,45
Iran,1968,46
Iran,1969,49
Iran,1970,50
Iran,1971,55
Iran,1972,55
Iran,1973,65
Iran,1974,82
Iran,1975,92
Iran,1976,79
Iran,1977,74
Iran,1978,55
Iran,1979,50
Iran,1980,37
Iran,1981,35
Iran,1982,34
Iran,1983,34
Iran,1984,26
Iran,1985,20
Iran,1986,12
Iran,1987,11
Iran,1988,18
Iran,1989,29
Iran,1990,42
Iran,1991,43
Iran,1992,42
Iran,1993,49
Iran,1994,42
Iran,1995,34
Iran,1996,35
Iran,1997,32
Iran,1998,29
Iran,1999,35
Iran,2000,39
Iran,2001,39
Iran,2002,49
Iran,2003,51
Iran,2004,54
Iran,2005,57
Iran,2006,57
Iran,2007,54
Iran,2008,52
Iran,2009,47
Iran,2010,48
Iran,2011,49
Iraq,1970,88
Iraq,1971,95
Iraq,1972,90
Iraq,1973,100
Iraq,1974,114
Iraq,1975,123
Iraq,1976,117
Iraq,1977,121
Iraq,1978,112
Iraq,1979,114
Iraq,1980,115
Iraq,1981,162
Iraq,1982,169
Iraq,1983,337
Iraq,1984,274
Iraq,1985,275
Iraq,1986,354
Iraq,1987,251
Iraq,1988,235
Iraq,1989,221
Iraq,1990,188
Iraq,1991,80
Iraq,1992,39
Iraq,1993,46
Iraq,1994,39
Iraq,1995,41
Iraq,1996,112
Iraq,1997,163
Iraq,1998,164
Iraq,1999,163
Iraq,2000,156
Iraq,2001,154
Iraq,2002,144
Iraq,2003,222
Iraq,2004,168
Iraq,2005,159
Iraq,2006,107
Iraq,2007,88
Iraq,2008,98
Iraq,2009,93
Iraq,2010,93
Iraq,2011,89
Ireland,1950,68
Ireland,1951,79
Ireland,1952,67
Ireland,1953,65
Ireland,1954,63
Ireland,1955,65
Ireland,1956,59
Ireland,1957,61
Ireland,1958,61
Ireland,1959,61
Ireland,1960,63
Ireland,1961,67
Ireland,1962,65
Ireland,1963,67
Ireland,1964,67
Ireland,1965,71
Ireland,1966,73
Ireland,1967,72
Ireland,1968,76
Ireland,1969,76
Ireland,1970,74
Ireland,1971,72
Ireland,1972,67
Ireland,1973,75
Ireland,1974,90
Ireland,1975,83
Ireland,1976,91
Ireland,1977,99
Ireland,1978,101
Ireland,1979,105
Ireland,1980,102
Ireland,1981,100
Ireland,1982,93
Ireland,1983,97
Ireland,1984,108
Ireland,1985,107
Ireland,1986,96
Ireland,1987,100
Ireland,1988,107
Ireland,1989,115
Ireland,1990,108
Ireland,1991,109
Ireland,1992,112
Ireland,1993,119
Ireland,1994,129
Ireland,1995,139
Ireland,1996,143
Ireland,1997,146
Ireland,1998,162
Ireland,1999,164
Ireland,2000,182
Ireland,2001,184
Ireland,2002,170
Ireland,2003,150
Ireland,2004,152
Ireland,2005,151
Ireland,2006,149
Ireland,2007,152
Ireland,2008,159
Ireland,2009,165
Ireland,2010,183
Ireland,2011,188
Israel,1950,24
Israel,1951,21
Israel,1952,32
Israel,1953,35
Israel,1954,39
Israel,1955,39
Israel,1956,40
Israel,1957,38
Israel,1958,34
Israel,1959,32
Israel,1960,35
Israel,1961,35
Israel,1962,52
Israel,1963,52
Israel,1964,50
Israel,1965,45
Israel,1966,44
Israel,1967,49
Israel,1968,60
Israel,1969,59
Israel,1970,60
Israel,1971,61
Israel,1972,58
Israel,1973,67
Israel,1974,64
Israel,1975,69
Israel,1976,71
Israel,1977,74
Israel,1978,91
Israel,1979,84
Israel,1980,84
Israel,1981,83
Israel,1982,74
Israel,1983,67
Israel,1984,75
Israel,1985,81
Israel,1986,71
Israel,1987,73
Israel,1988,64
Israel,1989,67
Israel,1990,65
Israel,1991,60
Israel,1992,59
Israel,1993,65
Israel,1994,67
Israel,1995,65
Israel,1996,64
Israel,1997,64
Israel,1998,63
Israel,1999,71
Israel,2000,75
Israel,2001,68
Israel,2002,73
Israel,2003,74
Israel,2004,83
Israel,2005,86
Israel,2006,85
Israel,2007,86
Israel,2008,82
Israel,2009,67
Israel,2010,72
Israel,2011,75
Italy,1950,20
Italy,1951,23
Italy,1952,21
Italy,1953,21
Italy,1954,21
Italy,1955,21
Italy,1956,22
Italy,1957,25
Italy,1958,22
Italy,1959,23
Italy,1960,27
Italy,1961,27
Italy,1962,27
Italy,1963,28
Italy,1964,27
Italy,1965,28
Italy,1966,29
Italy,1967,30
Italy,1968,30
Italy,1969,32
Italy,1970,31
Italy,1971,32
Italy,1972,33
Italy,1973,35
Italy,1974,42
Italy,1975,39
Italy,1976,43
Italy,1977,43
Italy,1978,43
Italy,1979,45
Italy,1980,45
Italy,1981,47
Italy,1982,45
Italy,1983,42
Italy,1984,44
Italy,1985,44
Italy,1986,37
Italy,1987,37
Italy,1988,36
Italy,1989,38
Italy,1990,38
Italy,1991,36
Italy,1992,37
Italy,1993,39
Italy,1994,42
Italy,1995,48
Italy,1996,45
Italy,1997,46
Italy,1998,47
Italy,1999,47
Italy,2000,53
Italy,2001,52
Italy,2002,50
Italy,2003,48
Italy,2004,50
Italy,2005,52
Italy,2006,56
Italy,2007,58
Italy,2008,58
Italy,2009,48
Italy,2010,55
Italy,2011,59
Jamaica,1953,57
Jamaica,1954,59
Jamaica,1955,58
Jamaica,1956,57
Jamaica,1957,58
Jamaica,1958,56
Jamaica,1959,62
Jamaica,1960,67
Jamaica,1961,64
Jamaica,1962,64
Jamaica,1963,64
Jamaica,1964,68
Jamaica,1965,66
Jamaica,1966,69
Jamaica,1967,68
Jamaica,1968,74
Jamaica,1969,75
Jamaica,1970,66
Jamaica,1971,70
Jamaica,1972,69
Jamaica,1973,68
Jamaica,1974,76
Jamaica,1975,75
Jamaica,1976,62
Jamaica,1977,60
Jamaica,1978,77
Jamaica,1979,91
Jamaica,1980,97
Jamaica,1981,98
Jamaica,1982,82
Jamaica,1983,81
Jamaica,1984,105
Jamaica,1985,123
Jamaica,1986,96
Jamaica,1987,94
Jamaica,1988,92
Jamaica,1989,97
Jamaica,1990,101
Jamaica,1991,103
Jamaica,1992,122
Jamaica,1993,107
Jamaica,1994,115
Jamaica,1995,105
Jamaica,1996,93
Jamaica,1997,86
Jamaica,1998,85
Jamaica,1999,85
Jamaica,2000,90
Jamaica,2001,85
Jamaica,2002,82
Jamaica,2003,88
Jamaica,2004,89
Jamaica,2005,91
Jamaica,2006,101
Jamaica,2007,102
Jamaica,2008,113
Jamaica,2009,85
Jamaica,2010,78
Jamaica,2011,81
Japan,1950,19
Japan,1951,26
Japan,1952,23
Japan,1953,23
Japan,1954,21
Japan,1955,21
Japan,1956,24
Japan,1957,25
Japan,1958,20
Japan,1959,21
Japan,1960,21
Japan,1961,20
Japan,1962,18
Japan,1963,19
Japan,1964,19
Japan,1965,19
Japan,1966,19
Japan,1967,19
Japan,1968,19
Japan,1969,19
Japan,1970,20
Japan,1971,20
Japan,1972,19
Japan,1973,20
Japan,1974,27
Japan,1975,25
Japan,1976,26
Japan,1977,24
Japan,1978,20
Japan,1979,24
Japan,1980,28
Japan,1981,28
Japan,1982,28
Japan,1983,26
Japan,1984,27
Japan,1985,25
Japan,1986,18
Japan,1987,17
Japan,1988,17
Japan,1989,19
Japan,1990,20
Japan,1991,18
Japan,1992,17
Japan,1993,16
Japan,1994,16
Japan,1995,17
Japan,1996,19
Japan,1997,20
Japan,1998,20
Japan,1999,19
Japan,2000,20
Japan,2001,20
Japan,2002,21
Japan,2003,22
Japan,2004,24
Japan,2005,27
Japan,2006,31
Japan,2007,34
Japan,2008,35
Japan,2009,25
Japan,2010,29
Japan,2011,31
Jordan,1954,52
Jordan,1955,76
Jordan,1956,52
Jordan,1957,65
Jordan,1958,61
Jordan,1959,66
Jordan,1960,59
Jordan,1961,58
Jordan,1962,59
Jordan,1963,67
Jordan,1964,55
Jordan,1965,56
Jordan,1966,68
Jordan,1967,43
Jordan,1968,41
Jordan,1969,55
Jordan,1970,45
Jordan,1971,47
Jordan,1972,61
Jordan,1973,71
Jordan,1974,92
Jordan,1975,108
Jordan,1976,117
Jordan,1977,121
Jordan,1978,111
Jordan,1979,125
Jordan,1980,120
Jordan,1981,143
Jordan,1982,136
Jordan,1983,119
Jordan,1984,119
Jordan,1985,113
Jordan,1986,85
Jordan,1987,94
Jordan,1988,112
Jordan,1989,133
Jordan,1990,155
Jordan,1991,142
Jordan,1992,133
Jordan,1993,132
Jordan,1994,119
Jordan,1995,125
Jordan,1996,131
Jordan,1997,121
Jordan,1998,109
Jordan,1999,105
Jordan,2000,110
Jordan,2001,109
Jordan,2002,114
Jordan,2003,116
Jordan,2004,135
Jordan,2005,147
Jordan,2006,142
Jordan,2007,146
Jordan,2008,144
Jordan,2009,115
Jordan,2010,115
Jordan,2011,116
Kazakhstan,1990,38
Kazakhstan,1991,73
Kazakhstan,1992,167
Kazakhstan,1993,85
Kazakhstan,1994,84
Kazakhstan,1995,83
Kazakhstan,1996,71
Kazakhstan,1997,72
Kazakhstan,1998,65
Kazakhstan,1999,83
Kazakhstan,2000,106
Kazakhstan,2001,93
Kazakhstan,2002,94
Kazakhstan,2003,91
Kazakhstan,2004,96
Kazakhstan,2005,98
Kazakhstan,2006,92
Kazakhstan,2007,92
Kazakhstan,2008,94
Kazakhstan,2009,76
Kazakhstan,2010,73
Kazakhstan,2011,78
Kenya,1950,49
Kenya,1951,57
Kenya,1952,61
Kenya,1953,52
Kenya,1954,49
Kenya,1955,51
Kenya,1956,50
Kenya,1957,48
Kenya,1958,44
Kenya,1959,44
Kenya,1960,46
Kenya,1961,46
Kenya,1962,44
Kenya,1963,43
Kenya,1964,45
Kenya,1965,44
Kenya,1966,46
Kenya,1967,42
Kenya,1968,43
Kenya,1969,42
Kenya,1970,45
Kenya,1971,47
Kenya,1972,43
Kenya,1973,44
Kenya,1974,58
Kenya,1975,50
Kenya,1976,50
Kenya,1977,52
Kenya,1978,53
Kenya,1979,46
Kenya,1980,54
Kenya,1981,48
Kenya,1982,42
Kenya,1983,39
Kenya,1984,42
Kenya,1985,40
Kenya,1986,40
Kenya,1987,37
Kenya,1988,38
Kenya,1989,42
Kenya,1990,45
Kenya,1991,44
Kenya,1992,42
Kenya,1993,62
Kenya,1994,56
Kenya,1995,56
Kenya,1996,54
Kenya,1997,52
Kenya,1998,48
Kenya,1999,48
Kenya,2000,53
Kenya,2001,56
Kenya,2002,54
Kenya,2003,54
Kenya,2004,61
Kenya,2005,65
Kenya,2006,65
Kenya,2007,64
Kenya,2008,69
Kenya,2009,62
Kenya,2010,68
Kenya,2011,74
Kiribati,1970,90
Kiribati,1971,91
Kiribati,1972,87
Kiribati,1973,93
Kiribati,1974,93
Kiribati,1975,94
Kiribati,1976,95
Kiribati,1977,98
Kiribati,1978,101
Kiribati,1979,114
Kiribati,1980,118
Kiribati,1981,152
Kiribati,1982,126
Kiribati,1983,114
Kiribati,1984,145
Kiribati,1985,147
Kiribati,1986,144
Kiribati,1987,129
Kiribati,1988,132
Kiribati,1989,143
Kiribati,1990,159
Kiribati,1991,93
Kiribati,1992,86
Kiribati,1993,75
Kiribati,1994,86
Kiribati,1995,84
Kiribati,1996,84
Kiribati,1997,82
Kiribati,1998,76
Kiribati,1999,65
Kiribati,2000,54
Kiribati,2001,57
Kiribati,2002,59
Kiribati,2003,84
Kiribati,2004,86
Kiribati,2005,128
Kiribati,2006,104
Kiribati,2007,115
Kiribati,2008,111
Kiribati,2009,109
Kiribati,2010,102
Kiribati,2011,104
Kuwait,1970,84
Kuwait,1971,85
Kuwait,1972,89
Kuwait,1973,94
Kuwait,1974,99
Kuwait,1975,107
Kuwait,1976,111
Kuwait,1977,115
Kuwait,1978,110
Kuwait,1979,107
Kuwait,1980,111
Kuwait,1981,106
Kuwait,1982,105
Kuwait,1983,107
Kuwait,1984,105
Kuwait,1985,96
Kuwait,1986,94
Kuwait,1987,90
Kuwait,1988,91
Kuwait,1989,94
Kuwait,1990,103
Kuwait,1991,267
Kuwait,1992,95
Kuwait,1993,90
Kuwait,1994,91
Kuwait,1995,94
Kuwait,1996,91
Kuwait,1997,92
Kuwait,1998,95
Kuwait,1999,85
Kuwait,2000,87
Kuwait,2001,87
Kuwait,2002,81
Kuwait,2003,87
Kuwait,2004,89
Kuwait,2005,92
Kuwait,2006,90
Kuwait,2007,92
Kuwait,2008,93
Kuwait,2009,89
Kuwait,2010,86
Kuwait,2011,96
Kyrgyzstan,1990,79
Kyrgyzstan,1991,72
Kyrgyzstan,1992,83
Kyrgyzstan,1993,75
Kyrgyzstan,1994,74
Kyrgyzstan,1995,72
Kyrgyzstan,1996,87
Kyrgyzstan,1997,84
Kyrgyzstan,1998,95
Kyrgyzstan,1999,99
Kyrgyzstan,2000,89
Kyrgyzstan,2001,74
Kyrgyzstan,2002,83
Kyrgyzstan,2003,84
Kyrgyzstan,2004,94
Kyrgyzstan,2005,95
Kyrgyzstan,2006,121
Kyrgyzstan,2007,137
Kyrgyzstan,2008,146
Kyrgyzstan,2009,133
Kyrgyzstan,2010,133
Kyrgyzstan,2011,143
Laos,1970,15
Laos,1971,15
Laos,1972,15
Laos,1973,15
Laos,1974,15
Laos,1975,15
Laos,1976,15
Laos,1977,15
Laos,1978,15
Laos,1979,14
Laos,1980,14
Laos,1981,14
Laos,1982,15
Laos,1983,20
Laos,1984,9
Laos,1985,14
Laos,1986,11
Laos,1987,20
Laos,1988,46
Laos,1989,44
Laos,1990,36
Laos,1991,38
Laos,1992,44
Laos,1993,53
Laos,1994,65
Laos,1995,61
Laos,1996,64
Laos,1997,65
Laos,1998,84
Laos,1999,80
Laos,2000,74
Laos,2001,66
Laos,2002,62
Laos,2003,51
Laos,2004,54
Laos,2005,65
Laos,2006,57
Laos,2007,59
Laos,2008,60
Laos,2009,45
Laos,2010,49
Laos,2011,52
Latvia,1990,97
Latvia,1991,61
Latvia,1992,153
Latvia,1993,130
Latvia,1994,91
Latvia,1995,86
Latvia,1996,100
Latvia,1997,99
Latvia,1998,102
Latvia,1999,89
Latvia,2000,91
Latvia,2001,94
Latvia,2002,92
Latvia,2003,97
Latvia,2004,104
Latvia,2005,111
Latvia,2006,112
Latvia,2007,105
Latvia,2008,100
Latvia,2009,89
Latvia,2010,108
Latvia,2011,122
Lebanon,1970,63
Lebanon,1971,67
Lebanon,1972,71
Lebanon,1973,74
Lebanon,1974,54
Lebanon,1975,54
Lebanon,1976,65
Lebanon,1977,70
Lebanon,1978,76
Lebanon,1979,102
Lebanon,1980,111
Lebanon,1981,106
Lebanon,1982,157
Lebanon,1983,114
Lebanon,1984,130
Lebanon,1985,129
Lebanon,1986,97
Lebanon,1987,167
Lebanon,1988,170
Lebanon,1989,158
Lebanon,1990,121
Lebanon,1991,106
Lebanon,1992,74
Lebanon,1993,74
Lebanon,1994,75
Lebanon,1995,76
Lebanon,1996,74
Lebanon,1997,62
Lebanon,1998,55
Lebanon,1999,51
Lebanon,2000,51
Lebanon,2001,56
Lebanon,2002,52
Lebanon,2003,54
Lebanon,2004,62
Lebanon,2005,64
Lebanon,2006,63
Lebanon,2007,71
Lebanon,2008,78
Lebanon,2009,69
Lebanon,2010,72
Lebanon,2011,73
Lesotho,1960,50
Lesotho,1961,58
Lesotho,1962,62
Lesotho,1963,66
Lesotho,1964,65
Lesotho,1965,69
Lesotho,1966,68
Lesotho,1967,63
Lesotho,1968,62
Lesotho,1969,62
Lesotho,1970,65
Lesotho,1971,85
Lesotho,1972,97
Lesotho,1973,94
Lesotho,1974,112
Lesotho,1975,116
Lesotho,1976,153
Lesotho,1977,121
Lesotho,1978,105
Lesotho,1979,142
Lesotho,1980,142
Lesotho,1981,147
Lesotho,1982,153
Lesotho,1983,159
Lesotho,1984,162
Lesotho,1985,152
Lesotho,1986,145
Lesotho,1987,133
Lesotho,1988,145
Lesotho,1989,145
Lesotho,1990,140
Lesotho,1991,147
Lesotho,1992,139
Lesotho,1993,143
Lesotho,1994,135
Lesotho,1995,142
Lesotho,1996,144
Lesotho,1997,195
Lesotho,1998,188
Lesotho,1999,167
Lesotho,2000,170
Lesotho,2001,190
Lesotho,2002,210
Lesotho,2003,199
Lesotho,2004,186
Lesotho,2005,170
Lesotho,2006,173
Lesotho,2007,170
Lesotho,2008,177
Lesotho,2009,161
Lesotho,2010,158
Lesotho,2011,159
Liberia,1964,94
Liberia,1965,90
Liberia,1966,97
Liberia,1967,101
Liberia,1968,96
Liberia,1969,98
Liberia,1970,101
Liberia,1971,102
Liberia,1972,103
Liberia,1973,138
Liberia,1974,146
Liberia,1975,127
Liberia,1976,145
Liberia,1977,139
Liberia,1978,136
Liberia,1979,128
Liberia,1980,134
Liberia,1981,104
Liberia,1982,90
Liberia,1983,87
Liberia,1984,84
Liberia,1985,75
Liberia,1986,76
Liberia,1987,73
Liberia,1988,67
Liberia,1989,67
Liberia,1990,62
Liberia,1991,32
Liberia,1992,62
Liberia,1993,65
Liberia,1994,65
Liberia,1995,65
Liberia,1996,102
Liberia,1997,102
Liberia,1998,102
Liberia,1999,102
Liberia,2000,55
Liberia,2001,55
Liberia,2002,48
Liberia,2003,77
Liberia,2004,88
Liberia,2005,90
Liberia,2006,112
Liberia,2007,117
Liberia,2008,106
Liberia,2009,112
Liberia,2010,112
Liberia,2011,110
Libya,1970,96
Libya,1971,87
Libya,1972,86
Libya,1973,92
Libya,1974,101
Libya,1975,98
Libya,1976,93
Libya,1977,93
Libya,1978,91
Libya,1979,97
Libya,1980,97
Libya,1981,103
Libya,1982,88
Libya,1983,80
Libya,1984,81
Libya,1985,75
Libya,1986,61
Libya,1987,59
Libya,1988,55
Libya,1989,61
Libya,1990,71
Libya,1991,65
Libya,1992,56
Libya,1993,60
Libya,1994,53
Libya,1995,52
Libya,1996,53
Libya,1997,49
Libya,1998,40
Libya,1999,41
Libya,2000,51
Libya,2001,52
Libya,2002,85
Libya,2003,88
Libya,2004,95
Libya,2005,98
Libya,2006,94
Libya,2007,96
Libya,2008,96
Libya,2009,95
Libya,2010,96
Libya,2011,95
Liechtenstein,1970,64
Liechtenstein,1971,61
Liechtenstein,1972,59
Liechtenstein,1973,60
Liechtenstein,1974,64
Liechtenstein,1975,57
Liechtenstein,1976,61
Liechtenstein,1977,67
Liechtenstein,1978,65
Liechtenstein,1979,68
Liechtenstein,1980,73
Liechtenstein,1981,73
Liechtenstein,1982,68
Liechtenstein,1983,69
Liechtenstein,1984,73
Liechtenstein,1985,75
Liechtenstein,1986,70
Liechtenstein,1987,69
Liechtenstein,1988,71
Liechtenstein,1989,75
Liechtenstein,1990,71
Liechtenstein,1991,68
Liechtenstein,1992,67
Liechtenstein,1993,67
Liechtenstein,1994,67
Liechtenstein,1995,66
Liechtenstein,1996,68
Liechtenstein,1997,74
Liechtenstein,1998,75
Liechtenstein,1999,78
Liechtenstein,2000,86
Liechtenstein,2001,85
Liechtenstein,2002,80
Liechtenstein,2003,79
Liechtenstein,2004,83
Liechtenstein,2005,89
Liechtenstein,2006,94
Liechtenstein,2007,99
Liechtenstein,2008,97
Liechtenstein,2009,90
Liechtenstein,2010,92
Liechtenstein,2011,92
Lithuania,1990,107
Lithuania,1991,48
Lithuania,1992,41
Lithuania,1993,164
Lithuania,1994,111
Lithuania,1995,106
Lithuania,1996,109
Lithuania,1997,113
Lithuania,1998,102
Lithuania,1999,87
Lithuania,2000,95
Lithuania,2001,105
Lithuania,2002,111
Lithuania,2003,108
Lithuania,2004,111
Lithuania,2005,122
Lithuania,2006,128
Lithuania,2007,121
Lithuania,2008,131
Lithuania,2009,110
Lithuania,2010,138
Lithuania,2011,158
Luxembourg,1950,119
Luxembourg,1951,160
Luxembourg,1952,163
Luxembourg,1953,143
Luxembourg,1954,139
Luxembourg,1955,151
Luxembourg,1956,161
Luxembourg,1957,159
Luxembourg,1958,149
Luxembourg,1959,151
Luxembourg,1960,160
Luxembourg,1961,167
Luxembourg,1962,160
Luxembourg,1963,156
Luxembourg,1964,158
Luxembourg,1965,161
Luxembourg,1966,154
Luxembourg,1967,151
Luxembourg,1968,152
Luxembourg,1969,154
Luxembourg,1970,163
Luxembourg,1971,170
Luxembourg,1972,157
Luxembourg,1973,164
Luxembourg,1974,182
Luxembourg,1975,178
Luxembourg,1976,168
Luxembourg,1977,167
Luxembourg,1978,164
Luxembourg,1979,175
Luxembourg,1980,175
Luxembourg,1981,173
Luxembourg,1982,177
Luxembourg,1983,177
Luxembourg,1984,197
Luxembourg,1985,209
Luxembourg,1986,190
Luxembourg,1987,189
Luxembourg,1988,191
Luxembourg,1989,193
Luxembourg,1990,190
Luxembourg,1991,191
Luxembourg,1992,184
Luxembourg,1993,183
Luxembourg,1994,188
Luxembourg,1995,192
Luxembourg,1996,202
Luxembourg,1997,225
Luxembourg,1998,239
Luxembourg,1999,249
Luxembourg,2000,279
Luxembourg,2001,276
Luxembourg,2002,262
Luxembourg,2003,250
Luxembourg,2004,280
Luxembourg,2005,286
Luxembourg,2006,309
Luxembourg,2007,320
Luxembourg,2008,317
Luxembourg,2009,291
Luxembourg,2010,299
Luxembourg,2011,300
Macedonia,1970,231
Macedonia,1971,231
Macedonia,1972,231
Macedonia,1973,231
Macedonia,1974,231
Macedonia,1975,231
Macedonia,1976,231
Macedonia,1977,231
Macedonia,1978,231
Macedonia,1979,231
Macedonia,1980,231
Macedonia,1981,231
Macedonia,1982,230
Macedonia,1983,234
Macedonia,1984,229
Macedonia,1985,218
Macedonia,1986,226
Macedonia,1987,219
Macedonia,1988,211
Macedonia,1989,206
Macedonia,1990,65
Macedonia,1991,44
Macedonia,1992,96
Macedonia,1993,92
Macedonia,1994,87
Macedonia,1995,76
Macedonia,1996,67
Macedonia,1997,88
Macedonia,1998,97
Macedonia,1999,94
Macedonia,2000,112
Macedonia,2001,99
Macedonia,2002,96
Macedonia,2003,93
Macedonia,2004,100
Macedonia,2005,105
Macedonia,2006,111
Macedonia,2007,123
Macedonia,2008,127
Macedonia,2009,100
Macedonia,2010,112
Macedonia,2011,132
Madagascar,1960,31
Madagascar,1961,40
Madagascar,1962,38
Madagascar,1963,38
Madagascar,1964,39
Madagascar,1965,39
Madagascar,1966,47
Madagascar,1967,45
Madagascar,1968,46
Madagascar,1969,47
Madagascar,1970,47
Madagascar,1971,49
Madagascar,1972,44
Madagascar,1973,39
Madagascar,1974,41
Madagascar,1975,42
Madagascar,1976,37
Madagascar,1977,43
Madagascar,1978,45
Madagascar,1979,49
Madagascar,1980,45
Madagascar,1981,35
Madagascar,1982,34
Madagascar,1983,29
Madagascar,1984,31
Madagascar,1985,33
Madagascar,1986,28
Madagascar,1987,37
Madagascar,1988,37
Madagascar,1989,39
Madagascar,1990,43
Madagascar,1991,43
Madagascar,1992,41
Madagascar,1993,40
Madagascar,1994,52
Madagascar,1995,56
Madagascar,1996,47
Madagascar,1997,52
Madagascar,1998,51
Madagascar,1999,58
Madagascar,2000,70
Madagascar,2001,65
Madagascar,2002,41
Madagascar,2003,57
Madagascar,2004,88
Madagascar,2005,74
Madagascar,2006,75
Madagascar,2007,82
Madagascar,2008,83
Madagascar,2009,74
Madagascar,2010,66
Madagascar,2011,68
Malawi,1954,41
Malawi,1955,41
Malawi,1956,45
Malawi,1957,45
Malawi,1958,40
Malawi,1959,39
Malawi,1960,49
Malawi,1961,46
Malawi,1962,47
Malawi,1963,48
Malawi,1964,40
Malawi,1965,42
Malawi,1966,46
Malawi,1967,48
Malawi,1968,50
Malawi,1969,49
Malawi,1970,48
Malawi,1971,44
Malawi,1972,45
Malawi,1973,55
Malawi,1974,56
Malawi,1975,63
Malawi,1976,58
Malawi,1977,54
Malawi,1978,54
Malawi,1979,57
Malawi,1980,53
Malawi,1981,48
Malawi,1982,43
