Entity,Year,CO2 emissions per capita by nation (CDIAC (2017))
Sao Tome and Principe,1962,0.1468
Sao Tome and Principe,1963,0.1101
Sao Tome and Principe,1964,0.1468
Sao Tome and Principe,1965,0.1468
Sao Tome and Principe,1966,0.1468
Sao Tome and Principe,1967,0.1835
Sao Tome and Principe,1968,0.2202
Sao Tome and Principe,1969,0.2202
Sao Tome and Principe,1970,0.2202
Sao Tome and Principe,1971,0.1101
Sao Tome and Principe,1972,0.1468
Sao Tome and Principe,1973,0.1835
Sao Tome and Principe,1974,0.2202
Sao Tome and Principe,1975,0.2202
Sao Tome and Principe,1976,0.3303
Sao Tome and Principe,1977,0.3303
Sao Tome and Principe,1978,0.367
Sao Tome and Principe,1979,0.367
Sao Tome and Principe,1980,0.4037
Sao Tome and Principe,1981,0.4404
Sao Tome and Principe,1982,0.4771
Sao Tome and Principe,1983,0.5505
Sao Tome and Principe,1984,0.5138
Sao Tome and Principe,1985,0.5505
Sao Tome and Principe,1986,0.4771
Sao Tome and Principe,1987,0.4771
Sao Tome and Principe,1988,0.4404
Sao Tome and Principe,1989,0.4404
Sao Tome and Principe,1990,0.4037
Sao Tome and Principe,1991,0.4037
Sao Tome and Principe,1992,0.367
Sao Tome and Principe,1993,0.367
Sao Tome and Principe,1994,0.367
Sao Tome and Principe,1995,0.367
Sao Tome and Principe,1996,0.367
Sao Tome and Principe,1997,0.3303
Sao Tome and Principe,1998,0.367
Sao Tome and Principe,1999,0.367
Sao Tome and Principe,2000,0.367
Sao Tome and Principe,2001,0.367
Sao Tome and Principe,2002,0.4037
Sao Tome and Principe,2003,0.4404
Sao Tome and Principe,2004,0.4771
Sao Tome and Principe,2005,0.5138
Sao Tome and Principe,2006,0.5505
Sao Tome and Principe,2007,0.5138
Sao Tome and Principe,2008,0.5138
Sao Tome and Principe,2009,0.5505
Sao Tome and Principe,2010,0.5872
Sao Tome and Principe,2011,0.5872
Sao Tome and Principe,2012,0.6239
Sao Tome and Principe,2013,0.6239
Sao Tome and Principe,2014,0.6239
Saudi Arabia,1950,1.6515
Saudi Arabia,1953,0.1468
Saudi Arabia,1954,0.367
Saudi Arabia,1955,0.5872
Saudi Arabia,1956,0.4404
Saudi Arabia,1957,0.5505
Saudi Arabia,1958,0.8808
Saudi Arabia,1959,0.4771
Saudi Arabia,1960,0.6606
Saudi Arabia,1961,0.8441
Saudi Arabia,1962,1.468
Saudi Arabia,1963,1.5414
Saudi Arabia,1964,1.5414
Saudi Arabia,1965,0.8808
Saudi Arabia,1966,1.2845
Saudi Arabia,1967,4.9545
Saudi Arabia,1968,5.4683
Saudi Arabia,1969,6.3858
Saudi Arabia,1970,7.8538
Saudi Arabia,1971,9.9457
Saudi Arabia,1972,11.1568
Saudi Arabia,1973,14.3864
Saudi Arabia,1974,14.2029
Saudi Arabia,1975,11.3403
Saudi Arabia,1976,13.1019
Saudi Arabia,1977,14.4231
Saudi Arabia,1978,13.2854
Saudi Arabia,1979,15.0103
Saudi Arabia,1980,17.2857
Saudi Arabia,1981,16.8086
Saudi Arabia,1982,14.2029
Saudi Arabia,1983,13.6157
Saudi Arabia,1984,12.4413
Saudi Arabia,1985,13.0652
Saudi Arabia,1986,14.7901
Saudi Arabia,1987,13.1753
Saudi Arabia,1988,13.4689
Saudi Arabia,1989,13.0652
Saudi Arabia,1990,11.5238
Saudi Arabia,1991,16.0746
Saudi Arabia,1992,16.6251
Saudi Arabia,1993,17.7628
Saudi Arabia,1994,17.0288
Saudi Arabia,1995,12.7349
Saudi Arabia,1996,13.7992
Saudi Arabia,1997,11.377
Saudi Arabia,1998,10.7898
Saudi Arabia,1999,11.5605
Saudi Arabia,2000,14.8268
Saudi Arabia,2001,14.3864
Saudi Arabia,2002,15.2305
Saudi Arabia,2003,14.68
Saudi Arabia,2004,17.0655
Saudi Arabia,2005,16.5517
Saudi Arabia,2006,17.4692
Saudi Arabia,2007,14.9736
Saudi Arabia,2008,16.3315
Saudi Arabia,2009,17.1389
Saudi Arabia,2010,18.4601
Saudi Arabia,2011,17.3958
Saudi Arabia,2012,19.1574
Saudi Arabia,2013,17.9463
Saudi Arabia,2014,19.4877
Senegal,1958,0.1101
Senegal,1959,0.1468
Senegal,1960,0.2569
Senegal,1961,0.2569
Senegal,1962,0.2569
Senegal,1963,0.2569
Senegal,1964,0.2569
Senegal,1965,0.4771
Senegal,1966,0.4771
Senegal,1967,0.1835
Senegal,1969,0.1101
Senegal,1970,0.3303
Senegal,1971,0.3303
Senegal,1972,0.3303
Senegal,1973,0.3303
Senegal,1974,0.4037
Senegal,1975,0.5505
Senegal,1976,0.367
Senegal,1977,0.4404
Senegal,1978,0.5138
Senegal,1979,0.5505
Senegal,1980,0.6239
Senegal,1981,0.5872
Senegal,1982,0.5505
Senegal,1983,0.4404
Senegal,1984,0.5505
Senegal,1985,0.4404
Senegal,1986,0.4037
Senegal,1987,0.367
Senegal,1988,0.4037
Senegal,1989,0.5138
Senegal,1990,0.4404
Senegal,1991,0.4771
Senegal,1992,0.4404
Senegal,1993,0.4404
Senegal,1994,0.4771
Senegal,1995,0.4037
Senegal,1996,0.4404
Senegal,1997,0.367
Senegal,1998,0.367
Senegal,1999,0.4037
Senegal,2000,0.4037
Senegal,2001,0.4404
Senegal,2002,0.4404
Senegal,2003,0.4771
Senegal,2004,0.4771
Senegal,2005,0.5505
Senegal,2006,0.4404
Senegal,2007,0.4404
Senegal,2008,0.4037
Senegal,2009,0.367
Senegal,2010,0.5872
Senegal,2011,0.6239
Senegal,2012,0.5872
Senegal,2013,0.5872
Senegal,2014,0.5872
Serbia,2006,5.505
Serbia,2007,5.3582
Serbia,2008,5.3582
Serbia,2009,5.1013
Serbia,2010,5.0646
Serbia,2011,5.4683
Serbia,2012,4.9178
Serbia,2013,5.0279
Serbia,2014,4.2572
Seychelles,1963,0.1468
Seychelles,1964,0.1468
Seychelles,1965,0.1468
Seychelles,1966,0.1468
Seychelles,1967,0.1101
Seychelles,1968,0.1101
Seychelles,1969,0.1101
Seychelles,1970,0.5872
Seychelles,1971,0.6239
Seychelles,1972,0.8074
Seychelles,1973,0.8808
Seychelles,1974,0.9909
Seychelles,1975,1.0276
Seychelles,1976,1.3579
Seychelles,1977,1.3946
Seychelles,1978,1.2478
Seychelles,1979,1.9451
Seychelles,1980,1.5047
Seychelles,1981,1.5414
Seychelles,1982,1.3212
Seychelles,1983,1.5047
Seychelles,1984,1.5047
Seychelles,1985,2.2387
Seychelles,1986,2.4589
Seychelles,1987,2.9727
Seychelles,1988,2.8626
Seychelles,1989,3.3397
Seychelles,1990,2.1286
Seychelles,1991,2.3855
Seychelles,1992,2.3855
Seychelles,1993,2.5323
Seychelles,1994,2.7525
Seychelles,1995,2.6791
Seychelles,1996,3.0828
Seychelles,1997,4.4774
Seychelles,1998,5.6151
Seychelles,1999,6.5693
Seychelles,2000,7.2666
Seychelles,2001,8.0006
Seychelles,2002,6.6794
Seychelles,2003,6.7528
Seychelles,2004,8.9181
Seychelles,2005,8.2942
Seychelles,2006,8.6979
Seychelles,2007,7.1932
Seychelles,2008,7.707
Seychelles,2009,5.6885
Seychelles,2010,4.771
Seychelles,2011,3.6333
Seychelles,2012,4.6609
Seychelles,2013,4.2205
Seychelles,2014,5.1747
Sierra Leone,1950,0.0734
Sierra Leone,1951,0.0367
Sierra Leone,1952,0.1101
Sierra Leone,1953,0.0734
Sierra Leone,1954,0.0734
Sierra Leone,1955,0.0734
Sierra Leone,1956,0.0734
Sierra Leone,1957,0.1835
Sierra Leone,1958,0.1101
Sierra Leone,1959,0.1101
Sierra Leone,1960,0.3303
Sierra Leone,1961,0.1468
Sierra Leone,1962,0.1468
Sierra Leone,1963,0.1468
Sierra Leone,1964,0.1468
Sierra Leone,1965,0.1101
Sierra Leone,1966,0.1101
Sierra Leone,1967,0.1101
Sierra Leone,1968,0.1468
Sierra Leone,1969,0.4404
Sierra Leone,1970,0.3303
Sierra Leone,1971,0.2936
Sierra Leone,1972,0.2569
Sierra Leone,1973,0.1835
Sierra Leone,1974,0.1835
Sierra Leone,1975,0.1835
Sierra Leone,1976,0.1468
Sierra Leone,1977,0.1835
Sierra Leone,1978,0.2202
Sierra Leone,1979,0.2202
Sierra Leone,1980,0.1835
Sierra Leone,1981,0.2202
Sierra Leone,1982,0.1835
Sierra Leone,1983,0.2202
Sierra Leone,1984,0.1835
Sierra Leone,1985,0.1835
Sierra Leone,1986,0.1835
Sierra Leone,1987,0.1468
Sierra Leone,1988,0.1101
Sierra Leone,1989,0.1101
Sierra Leone,1990,0.1101
Sierra Leone,1991,0.1468
Sierra Leone,1992,0.1101
Sierra Leone,1993,0.1101
Sierra Leone,1994,0.1468
Sierra Leone,1995,0.1101
Sierra Leone,1996,0.1101
Sierra Leone,1997,0.1101
Sierra Leone,1998,0.1101
Sierra Leone,1999,0.0734
Sierra Leone,2000,0.1101
Sierra Leone,2001,0.1468
Sierra Leone,2002,0.1468
Sierra Leone,2003,0.1468
Sierra Leone,2004,0.1468
Sierra Leone,2005,0.1101
Sierra Leone,2006,0.1468
Sierra Leone,2007,0.1101
Sierra Leone,2008,0.1101
Sierra Leone,2009,0.1101
Sierra Leone,2010,0.1101
Sierra Leone,2011,0.1468
Sierra Leone,2012,0.1835
Sierra Leone,2013,0.1835
Sierra Leone,2014,0.2202
Singapore,1957,1.2111
Singapore,1958,1.5414
Singapore,1959,1.1377
Singapore,1960,0.8441
Singapore,1961,1.2478
Singapore,1962,1.468
Singapore,1963,1.9084
Singapore,1964,2.0185
Singapore,1965,1.3579
Singapore,1966,0.367
Singapore,1967,1.5781
Singapore,1968,2.7158
Singapore,1969,3.5232
Singapore,1970,8.7713
Singapore,1971,7.8538
Singapore,1972,10.3494
Singapore,1973,9.6888
Singapore,1974,9.8723
Singapore,1975,10.8632
Singapore,1976,13.1019
Singapore,1977,12.2211
Singapore,1978,14.1662
Singapore,1979,15.2305
Singapore,1980,13.0285
Singapore,1981,10.8999
Singapore,1982,11.8174
Singapore,1983,13.5423
Singapore,1984,12.6248
Singapore,1985,12.3312
Singapore,1986,12.6615
Singapore,1987,11.5605
Singapore,1988,12.5514
Singapore,1989,14.2396
Singapore,1990,14.7534
Singapore,1991,14.6066
Singapore,1992,15.1938
Singapore,1993,15.5975
Singapore,1994,18.2399
Singapore,1995,12.111
Singapore,1996,13.9093
Singapore,1997,15.9278
Singapore,1998,12.9184
Singapore,1999,13.0285
Singapore,2000,12.5147
Singapore,2001,12.4413
Singapore,2002,11.7073
Singapore,2003,7.6336
Singapore,2004,6.8629
Singapore,2005,7.1198
Singapore,2006,6.973
Singapore,2007,4.2205
Singapore,2008,7.4501
Singapore,2009,11.2669
Singapore,2010,10.9733
Singapore,2011,8.7346
Singapore,2012,6.8629
Singapore,2013,10.3127
Singapore,2014,10.2393
Slovakia,1992,8.3309
Slovakia,1993,8.0373
Slovakia,1994,7.5602
Slovakia,1995,7.8538
Slovakia,1996,7.6703
Slovakia,1997,7.6336
Slovakia,1998,7.5235
Slovakia,1999,7.2666
Slovakia,2000,6.6427
Slovakia,2001,7.2666
Slovakia,2002,7.2666
Slovakia,2003,7.3033
Slovakia,2004,7.1565
Slovakia,2005,7.2666
Slovakia,2006,7.2299
Slovakia,2007,6.8262
Slovakia,2008,6.973
Slovakia,2009,6.3124
Slovakia,2010,6.7161
Slovakia,2011,6.3858
Slovakia,2012,6.0555
Slovakia,2013,6.1289
Slovakia,2014,5.6518
Slovenia,1992,6.4225
Slovenia,1993,6.7528
Slovenia,1994,6.8262
Slovenia,1995,7.34
Slovenia,1996,7.5969
Slovenia,1997,8.0373
Slovenia,1998,7.6703
Slovenia,1999,7.707
Slovenia,2000,7.2666
Slovenia,2001,7.6336
Slovenia,2002,7.7437
Slovenia,2003,7.7804
Slovenia,2004,7.8905
Slovenia,2005,7.9272
Slovenia,2006,8.1107
Slovenia,2007,8.0373
Slovenia,2008,8.5511
Slovenia,2009,7.4868
Slovenia,2010,7.4868
Slovenia,2011,7.34
Slovenia,2012,7.1565
Slovenia,2013,6.8629
Slovenia,2014,6.2023
Solomon Islands,1952,0.0367
Solomon Islands,1953,0.0367
Solomon Islands,1954,0.0367
Solomon Islands,1955,0.1101
Solomon Islands,1956,0.0734
Solomon Islands,1957,0.0734
Solomon Islands,1958,0.1101
Solomon Islands,1959,0.1101
Solomon Islands,1960,0.1101
Solomon Islands,1961,0.1101
Solomon Islands,1962,0.1101
Solomon Islands,1963,0.1101
Solomon Islands,1964,0.1468
Solomon Islands,1965,0.1835
Solomon Islands,1966,0.1835
Solomon Islands,1967,0.2202
Solomon Islands,1968,0.2569
Solomon Islands,1969,0.2202
Solomon Islands,1970,0.2569
Solomon Islands,1971,0.2936
Solomon Islands,1972,0.3303
Solomon Islands,1973,0.367
Solomon Islands,1974,0.3303
Solomon Islands,1975,0.2936
Solomon Islands,1976,0.2936
Solomon Islands,1977,0.4037
Solomon Islands,1978,0.2936
Solomon Islands,1979,0.5138
Solomon Islands,1980,0.4404
Solomon Islands,1981,0.5872
Solomon Islands,1982,0.5138
Solomon Islands,1983,0.5505
Solomon Islands,1984,0.5505
Solomon Islands,1985,0.5505
Solomon Islands,1986,0.5505
Solomon Islands,1987,0.5872
Solomon Islands,1988,0.5505
Solomon Islands,1989,0.5505
Solomon Islands,1990,0.4771
Solomon Islands,1991,0.4771
Solomon Islands,1992,0.4404
Solomon Islands,1993,0.4037
Solomon Islands,1994,0.4037
Solomon Islands,1995,0.4037
Solomon Islands,1996,0.4037
Solomon Islands,1997,0.367
Solomon Islands,1998,0.367
Solomon Islands,1999,0.367
Solomon Islands,2000,0.367
Solomon Islands,2001,0.367
Solomon Islands,2002,0.367
Solomon Islands,2003,0.367
Solomon Islands,2004,0.367
Solomon Islands,2005,0.3303
Solomon Islands,2006,0.3303
Solomon Islands,2007,0.367
Solomon Islands,2008,0.367
Solomon Islands,2009,0.367
Solomon Islands,2010,0.367
Solomon Islands,2011,0.367
Solomon Islands,2012,0.367
Solomon Islands,2013,0.367
Solomon Islands,2014,0.367
Somalia,1950,0.0367
Somalia,1951,0.0367
Somalia,1952,0.0367
Somalia,1953,0.0367
Somalia,1954,0.0367
Somalia,1955,0.0367
Somalia,1956,0.0367
Somalia,1957,0.0367
Somalia,1958,0.0367
Somalia,1959,0.0367
Somalia,1960,0.0367
Somalia,1961,0.0367
Somalia,1962,0.0367
Somalia,1963,0.0367
Somalia,1964,0.0367
Somalia,1965,0.0367
Somalia,1966,0.0367
Somalia,1967,0.0734
Somalia,1968,0.0367
Somalia,1969,0.0367
Somalia,1970,0.0734
Somalia,1971,0.0367
Somalia,1972,0.0734
Somalia,1973,0.0734
Somalia,1974,0.0734
Somalia,1975,0.1101
Somalia,1976,0.1101
Somalia,1977,0.1468
Somalia,1978,0.1101
Somalia,1979,0.0734
Somalia,1980,0.1101
Somalia,1981,0.0367
Somalia,1982,0.1101
Somalia,1983,0.1468
Somalia,1984,0.1101
Somalia,1985,0.1468
Somalia,1986,0.1468
Somalia,1987,0.1468
Somalia,1988,0.1468
Somalia,1989,0.1468
Somalia,1990,0.1101
Somalia,1991,0.1101
Somalia,1992,0.1101
Somalia,1993,0.1101
Somalia,1994,0.1101
Somalia,1995,0.0734
Somalia,1996,0.0734
Somalia,1997,0.0734
Somalia,1998,0.0734
Somalia,1999,0.0734
Somalia,2000,0.0734
Somalia,2001,0.0734
Somalia,2002,0.0734
Somalia,2003,0.0734
Somalia,2004,0.0734
Somalia,2005,0.0734
Somalia,2006,0.0734
Somalia,2007,0.0734
Somalia,2008,0.0734
Somalia,2009,0.0734
Somalia,2010,0.0734
Somalia,2011,0.0734
Somalia,2012,0.0734
Somalia,2013,0.0734
Somalia,2014,0.0734
South Africa,1950,4.4774
South Africa,1951,4.6609
South Africa,1952,4.9545
South Africa,1953,4.8444
South Africa,1954,4.9178
South Africa,1955,5.3949
South Africa,1956,5.5417
South Africa,1957,5.5784
South Africa,1958,5.8353
South Africa,1959,5.5784
South Africa,1960,5.6518
South Africa,1961,5.7252
South Africa,1962,5.7619
South Africa,1963,5.8353
South Africa,1964,6.2023
South Africa,1965,6.4959
South Africa,1966,6.3124
South Africa,1967,6.4225
South Africa,1968,6.4592
South Africa,1969,6.5326
South Africa,1970,6.6427
South Africa,1971,7.3033
South Africa,1972,7.2299
South Africa,1973,7.1198
South Africa,1974,7.0464
South Africa,1975,7.2299
South Africa,1976,7.34
South Africa,1977,7.4134
South Africa,1978,7.3033
South Africa,1979,7.707
South Africa,1980,7.8538
South Africa,1981,8.6245
South Africa,1982,9.175
South Africa,1983,9.3218
South Africa,1984,9.8356
South Africa,1985,9.8356
South Africa,1986,9.7989
South Africa,1987,9.542
South Africa,1988,9.7622
South Africa,1989,9.5053
South Africa,1990,8.5144
South Africa,1991,8.6612
South Africa,1992,7.8171
South Africa,1993,8.1107
South Africa,1994,8.3676
South Africa,1995,8.7713
South Africa,1996,8.6612
South Africa,1997,9.0282
South Africa,1998,8.6979
South Africa,1999,8.5144
South Africa,2000,8.4777
South Africa,2001,8.2208
South Africa,2002,7.7437
South Africa,2003,8.6979
South Africa,2004,9.542
South Africa,2005,8.7346
South Africa,2006,9.2851
South Africa,2007,9.4319
South Africa,2008,9.8723
South Africa,2009,9.8723
South Africa,2010,9.175
South Africa,2011,9.0282
South Africa,2012,8.8814
South Africa,2013,8.7346
South Africa,2014,9.0649
South Korea,1950,0.1101
South Korea,1951,0.1468
South Korea,1952,0.1835
South Korea,1953,0.2202
South Korea,1954,0.2569
South Korea,1955,0.2936
South Korea,1956,0.3303
South Korea,1957,0.367
South Korea,1958,0.367
South Korea,1959,0.4771
South Korea,1960,0.5138
South Korea,1961,0.5505
South Korea,1962,0.6606
South Korea,1963,0.7707
South Korea,1964,0.8074
South Korea,1965,0.8808
South Korea,1966,1.0276
South Korea,1967,1.1744
South Korea,1968,1.2478
South Korea,1969,1.3946
South Korea,1970,1.7249
South Korea,1971,1.835
South Korea,1972,1.835
South Korea,1973,2.202
South Korea,1974,2.2387
South Korea,1975,2.3488
South Korea,1976,2.6424
South Korea,1977,2.936
South Korea,1978,3.1195
South Korea,1979,3.5966
South Korea,1980,3.5966
South Korea,1981,3.67
South Korea,1982,3.67
South Korea,1983,3.8535
South Korea,1984,4.1104
South Korea,1985,4.404
South Korea,1986,4.4407
South Korea,1987,4.6242
South Korea,1988,5.2848
South Korea,1989,5.5417
South Korea,1990,5.7619
South Korea,1991,6.0188
South Korea,1992,6.4959
South Korea,1993,7.3033
South Korea,1994,7.7437
South Korea,1995,8.4043
South Korea,1996,8.9915
South Korea,1997,9.5053
South Korea,1998,8.0373
South Korea,1999,8.7346
South Korea,2000,9.7255
South Korea,2001,9.7622
South Korea,2002,10.0558
South Korea,2003,10.0191
South Korea,2004,10.3127
South Korea,2005,9.8356
South Korea,2006,9.9824
South Korea,2007,10.4228
South Korea,2008,10.6063
South Korea,2009,10.4228
South Korea,2010,11.5605
South Korea,2011,11.9642
South Korea,2012,11.7807
South Korea,2013,11.8908
South Korea,2014,11.744
South Sudan,2012,0.1101
South Sudan,2013,0.1101
South Sudan,2014,0.1101
Spain,1950,1.1744
Spain,1951,1.1744
Spain,1952,1.3212
Spain,1953,1.3579
Spain,1954,1.3946
Spain,1955,1.3946
Spain,1956,1.4313
Spain,1957,1.6882
Spain,1958,1.8717
Spain,1959,1.7249
Spain,1960,1.6148
Spain,1961,1.7616
Spain,1962,1.9451
Spain,1963,1.8717
Spain,1964,2.0185
Spain,1965,2.202
Spain,1966,2.3855
Spain,1967,2.6424
Spain,1968,2.936
Spain,1969,2.8993
Spain,1970,3.4498
Spain,1971,3.7801
Spain,1972,4.1838
Spain,1973,4.4407
Spain,1974,4.9178
Spain,1975,5.1013
Spain,1976,5.505
Spain,1977,5.3582
Spain,1978,5.4316
Spain,1979,5.4683
Spain,1980,5.7252
Spain,1981,5.505
Spain,1982,5.5417
Spain,1983,5.3582
Spain,1984,5.2114
Spain,1985,5.2481
Spain,1986,4.9545
Spain,1987,4.9545
Spain,1988,5.138
Spain,1989,5.8353
Spain,1990,5.6151
Spain,1991,5.7986
Spain,1992,5.9821
Spain,1993,5.6151
Spain,1994,5.9454
Spain,1995,6.1289
Spain,1996,5.9087
Spain,1997,6.3858
Spain,1998,6.606
Spain,1999,7.0831
Spain,2000,7.3033
Spain,2001,7.3033
Spain,2002,7.5969
Spain,2003,7.6336
Spain,2004,7.9639
Spain,2005,8.1474
Spain,2006,7.9639
Spain,2007,8.0373
Spain,2008,7.2666
Spain,2009,6.239
Spain,2010,5.8353
Spain,2011,5.7986
Spain,2012,5.6885
Spain,2013,5.1013
Spain,2014,5.0646
Sri Lanka,1950,0.1835
Sri Lanka,1951,0.1835
Sri Lanka,1952,0.2202
Sri Lanka,1953,0.2569
Sri Lanka,1954,0.2202
Sri Lanka,1955,0.1835
Sri Lanka,1956,0.1468
Sri Lanka,1957,0.2569
Sri Lanka,1958,0.2202
Sri Lanka,1959,0.2202
Sri Lanka,1960,0.2202
Sri Lanka,1961,0.2202
Sri Lanka,1962,0.2569
Sri Lanka,1963,0.2202
Sri Lanka,1964,0.2202
Sri Lanka,1965,0.2202
Sri Lanka,1966,0.2202
Sri Lanka,1967,0.2569
Sri Lanka,1968,0.2569
Sri Lanka,1969,0.367
Sri Lanka,1970,0.2936
Sri Lanka,1971,0.2569
Sri Lanka,1972,0.2569
Sri Lanka,1973,0.2936
Sri Lanka,1974,0.2202
Sri Lanka,1975,0.2202
Sri Lanka,1976,0.1835
Sri Lanka,1977,0.2202
Sri Lanka,1978,0.2202
Sri Lanka,1979,0.2569
Sri Lanka,1980,0.2202
Sri Lanka,1981,0.2569
Sri Lanka,1982,0.2936
Sri Lanka,1983,0.2936
Sri Lanka,1984,0.2569
Sri Lanka,1985,0.2569
Sri Lanka,1986,0.2202
Sri Lanka,1987,0.2569
Sri Lanka,1988,0.2202
Sri Lanka,1989,0.2202
Sri Lanka,1990,0.2202
Sri Lanka,1991,0.2202
Sri Lanka,1992,0.2936
Sri Lanka,1993,0.2936
Sri Lanka,1994,0.2936
Sri Lanka,1995,0.3303
Sri Lanka,1996,0.367
Sri Lanka,1997,0.4037
Sri Lanka,1998,0.4404
Sri Lanka,1999,0.4771
Sri Lanka,2000,0.5505
Sri Lanka,2001,0.5505
Sri Lanka,2002,0.5872
Sri Lanka,2003,0.5872
Sri Lanka,2004,0.6239
Sri Lanka,2005,0.6239
Sri Lanka,2006,0.5872
Sri Lanka,2007,0.6239
Sri Lanka,2008,0.5872
Sri Lanka,2009,0.6606
Sri Lanka,2010,0.6606
Sri Lanka,2011,0.734
Sri Lanka,2012,0.7707
Sri Lanka,2013,0.7707
Sri Lanka,2014,0.8808
Sudan,1950,0.0734
Sudan,1951,0.0734
Sudan,1952,0.0734
Sudan,1953,0.0734
Sudan,1954,0.0734
Sudan,1955,0.0734
Sudan,1956,0.0734
Sudan,1957,0.1101
Sudan,1958,0.1101
Sudan,1959,0.1101
Sudan,1960,0.1101
Sudan,1961,0.1101
Sudan,1962,0.1101
Sudan,1963,0.1468
Sudan,1964,0.1468
Sudan,1965,0.1835
Sudan,1966,0.1835
Sudan,1967,0.2202
Sudan,1968,0.2202
Sudan,1969,0.2936
Sudan,1970,0.3303
Sudan,1971,0.3303
Sudan,1972,0.3303
Sudan,1973,0.3303
Sudan,1974,0.3303
Sudan,1975,0.2569
Sudan,1976,0.2202
Sudan,1977,0.2202
Sudan,1978,0.1835
Sudan,1979,0.1835
Sudan,1980,0.1835
Sudan,1981,0.1835
Sudan,1982,0.1835
Sudan,1983,0.1835
Sudan,1984,0.1468
Sudan,1985,0.1835
Sudan,1986,0.1835
Sudan,1987,0.1468
Sudan,1988,0.1835
Sudan,1989,0.1468
Sudan,1990,0.1835
Sudan,1991,0.1835
Sudan,1992,0.1468
Sudan,1993,0.1101
Sudan,1994,0.1468
Sudan,1995,0.1468
Sudan,1996,0.1468
Sudan,1997,0.1835
Sudan,1998,0.1468
Sudan,1999,0.1468
Sudan,2000,0.1468
Sudan,2001,0.1835
Sudan,2002,0.2202
Sudan,2003,0.2569
Sudan,2004,0.2936
Sudan,2005,0.2936
Sudan,2006,0.2936
Sudan,2007,0.3303
Sudan,2008,0.3303
Sudan,2009,0.367
Sudan,2010,0.367
Sudan,2011,0.3303
Suriname,1950,0.9909
Suriname,1951,1.0643
Suriname,1952,1.1744
Suriname,1953,1.3212
Suriname,1954,1.3946
Suriname,1955,1.2478
Suriname,1956,1.3212
Suriname,1957,1.4313
Suriname,1958,1.1744
Suriname,1959,1.2845
Suriname,1960,1.5047
Suriname,1961,1.4313
Suriname,1962,1.6148
Suriname,1963,1.6882
Suriname,1964,1.8717
Suriname,1965,2.3855
Suriname,1966,3.2296
Suriname,1967,3.8168
Suriname,1968,4.037
Suriname,1969,4.1471
Suriname,1970,4.3306
Suriname,1971,4.5875
Suriname,1972,4.6976
Suriname,1973,5.6885
Suriname,1974,4.3673
Suriname,1975,5.5417
Suriname,1976,5.505
Suriname,1977,5.2481
Suriname,1978,6.5693
Suriname,1979,6.3124
Suriname,1980,6.4959
Suriname,1981,5.5417
Suriname,1982,5.1013
Suriname,1983,3.7067
Suriname,1984,4.1838
Suriname,1985,4.2572
Suriname,1986,4.6242
Suriname,1987,4.5508
Suriname,1988,4.771
Suriname,1989,4.6242
Suriname,1990,4.3673
Suriname,1991,4.9912
Suriname,1992,4.9545
Suriname,1993,4.8077
Suriname,1994,4.771
Suriname,1995,4.7343
Suriname,1996,4.7343
Suriname,1997,4.6976
Suriname,1998,4.6609
Suriname,1999,4.6242
Suriname,2000,4.6976
Suriname,2001,4.9912
Suriname,2002,3.2663
Suriname,2003,3.1562
Suriname,2004,3.1562
Suriname,2005,3.1929
Suriname,2006,3.4498
Suriname,2007,3.4498
Suriname,2008,3.7801
Suriname,2009,3.9269
Suriname,2010,4.6242
Suriname,2011,3.7801
Suriname,2012,4.2939
Suriname,2013,3.5966
Suriname,2014,3.7067
Swaziland,1950,0
Swaziland,1951,0
Swaziland,1952,0
Swaziland,1953,0
Swaziland,1954,0
Swaziland,1955,0
Swaziland,1956,0
Swaziland,1957,0
Swaziland,1958,0
Swaziland,1959,0
Swaziland,1960,0.0734
Swaziland,1964,0.0367
Swaziland,1965,0.2202
Swaziland,1966,0.5138
Swaziland,1967,0.5505
Swaziland,1968,0.6606
Swaziland,1969,0.6973
Swaziland,1970,0.8074
Swaziland,1971,0.8808
Swaziland,1972,0.8074
Swaziland,1973,0.7707
Swaziland,1974,0.6239
Swaziland,1975,0.6606
Swaziland,1976,0.6239
Swaziland,1977,0.6239
Swaziland,1978,0.7707
Swaziland,1979,0.7707
Swaziland,1980,0.7707
Swaziland,1981,0.6973
Swaziland,1982,0.6973
Swaziland,1983,0.4037
Swaziland,1984,0.4771
Swaziland,1985,0.6239
Swaziland,1986,0.6239
Swaziland,1987,0.5872
Swaziland,1988,0.5505
Swaziland,1989,0.5138
Swaziland,1990,0.4771
Swaziland,1991,0.367
Swaziland,1992,0.2936
Swaziland,1993,0.1468
Swaziland,1994,0.5138
Swaziland,1995,0.4771
Swaziland,1996,0.3303
Swaziland,1997,1.2111
Swaziland,1998,1.1744
Swaziland,1999,1.1744
Swaziland,2000,1.101
Swaziland,2001,1.0643
Swaziland,2002,1.0276
Swaziland,2003,0.9542
Swaziland,2004,0.9542
Swaziland,2005,0.9175
Swaziland,2006,0.9175
Swaziland,2007,0.9542
Swaziland,2008,0.9542
Swaziland,2009,0.8808
Swaziland,2010,0.8808
Swaziland,2011,0.8808
Swaziland,2012,0.9909
Swaziland,2013,0.8808
Swaziland,2014,0.9542
Sweden,1950,4.1104
Sweden,1951,4.7343
Sweden,1952,4.8444
Sweden,1953,4.5508
Sweden,1954,4.771
